NQUEST;Y;YL;YL1;YL2;YT;YTP;YTP1;YTP2;YTA;YTA1;YTA11;YTA12;YTA2;YTA3;YTA31;YTA32;YTA4;YTA5;YM;YC;YCA;YCA1;YCA2;YCF;YCF1;YCF2;YCF3;YCF4;CLY;CLY2
887859;16.643.143.026;0;0;0;10400;10400;10400;0;0;0;0;0;0;0;0;0;0;0;0;62.431.430.263;6000;0;6000;24.314.302.626;15.329.486.526;0;89.848.161.005;0;3;2
887863;29.944.773.676;23600;23000;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.447.736.758;7200;0;7200;-8.552.263.242;2.213.761.294;0;0;10.766.024.536;6;3
888112;23.009.296.611;17.569.230.769;17569.23;0;12.307.692.308;0;0;0;12.307.692.308;12.307.692.308;12.307.692.308;0;0;0;0;0;0;0;0;42.092.966.108;4200;0;4200;92.966.108.166;92.966.108.166;0;0;0;4;2
888178;42.157.691.904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.157.691.904;4200;0;4200;15.769.190.375;10.048.082.263;0;57.211.081.122;0;1;1
888185;13.201.893.658;120000;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.018.936.579;12000;0;12000;18.936.579.229;0;0;18.936.579.229;0;10;5
888292;10320;0;0;0;3120;3120;3120;0;0;0;0;0;0;0;0;0;0;0;0;7200;7200;0;7200;0;0;0;0;0;1;1
888304;31.134.874.577;28000;28000;0;3120;0;0;0;3120;0;0;0;0;0;0;0;0;3120;0;14.874.577.307;0;0;0;14.874.577.307;14.874.577.307;0;0;0;6;3
888363;24.600.032.638;0;0;0;21000;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;36.000.326.383;3600;0;3600;0.0326383261;0.0326383261;0;0;0;5;3
888377;28.015.494.351;22000;22000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.154.943.514;6000;0;6000;15.494.351.361;15.494.351.361;0;0;0;6;3
888390;21990;12500;12500;0;9490;9490;9490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
888404;20.307.747.176;0;0;0;14300;14300;14300;0;0;0;0;0;0;0;0;0;0;0;0;60.077.471.757;6000;0;6000;77.471.756.805;77.471.756.805;0;0;0;4;2
888413;2.684.450.029;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;73.445.002.899;7200;0;7200;14.450.028.987;46.483.054.083;13.985.198.447;0;0;5;3
888436;21.180.988.703;0;0;0;12750;12750;12750;0;0;0;0;0;0;0;0;0;0;0;0;84.309.887.027;8400;0;8400;30.988.702.722;30.988.702.722;0;0;0;4;2
888452;57.548.391.651;44800;44800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.748.391.651;12000;0;12000;74.839.165.137;69.724.581.125;0;67.866.707.025;0;9;5
888455;1.311.956.844;118000;118000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.195.684.404;12000;0;12000;11.956.844.037;11.956.844.037;0;0;0;10;5
888606;58.412.619.053;50000;50000;0;2200;0;0;0;2200;2000;0;2000;0;0;0;0;200;0;0;62.126.190.533;6000;0;6000;21.261.905.328;15.494.351.361;0;19.712.470.191;0;9;5
888623;11.776.512.738;0;0;0;4400;0;0;0;4400;0;0;0;0;0;0;0;4400;0;3000;43.765.127.381;4000;0;4000;37.651.273.807;37.651.273.807;0;0;0;2;1
888843;33.918.593.222;24200;23900;300;3700;0;0;0;3700;100;0;100;0;3600;3600;0;0;0;0;60.185.932.216;6000;0;6000;18.593.221.633;18.593.221.633;0;0;0;6;3
888848;9.644.709.634;0;0;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;85000;1.024.709.634;14400;0;14400;-415.290.366;15.350.615.434;0;0;43.064.098.145;10;5
888873;12.206.863.912;0;0;0;12200;12200;12200;0;0;0;0;0;0;0;0;0;0;0;0;68.639.123.162;0;0;0;68.639.123.162;68.639.123.162;0;0;0;2;1
889014;35.806.197.741;0;0;0;28600;28600;28600;0;0;0;0;0;0;0;0;0;0;0;0;72.061.977.405;7200;0;7200;61.977.405.444;61.977.405.444;0;0;0;7;4
889047;25.971.609.211;11000;11000;0;10700;14300;14300;0;-3600;0;0;0;0;-3600;0;3600;0;0;0;42.716.092.109;4200;0;4200;71.609.210.928;71.609.210.928;0;0;0;5;3
889109;44.105.361.589;0;0;0;4400;0;0;0;4400;4000;0;4000;0;0;0;0;400;0;0;10.536.158.926;0;0;0;10.536.158.926;10.536.158.926;0;0;0;1;1
889192;45.529.581.924;29900;29900;0;7180;6180;6180;0;1000;1000;0;1000;0;0;0;0;0;0;0;84.495.819.244;8400;0;8400;49.581.924.355;49.581.924.355;0;0;0;8;4
889251;13.024.790.962;0;0;0;-2000;18000;18000;0;-20000;0;0;0;0;-20000;0;20000;0;0;15000;24.790.962.178;0;0;0;24.790.962.178;24.790.962.178;0;0;0;2;1
889378;30.912.395.481;25500;25500;0;600;0;0;0;600;0;0;0;0;0;0;0;600;0;0;48.123.954.811;4800;0;4800;12.395.481.089;12.395.481.089;0;0;0;6;3
889402;58.431.255.051;48000;48000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.431.255.051;10300;0;10300;1.312.550.506;68.175.145.989;0;63.079.904.613;0;9;5
889497;54.482.833.346;43000;43000;0;2300;0;0;0;2300;2300;2300;0;0;0;0;0;0;0;0;91.828.333.461;9000;0;9000;18.283.334.606;18.283.334.606;0;0;0;9;5
889512;22.979.874.577;0;0;0;18065;18065;18065;0;0;0;0;0;0;0;0;0;0;0;0;49.148.745.773;4900;0;4900;14.874.577.307;14.874.577.307;0;0;0;4;2
889537;22.480.549.435;8000;8000;0;12479;11999;11999;0;480;0;0;0;0;0;0;0;0;480;2000;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;4;2
889577;14.100.309.887;0;0;0;11700;11700;11700;0;0;0;0;0;0;0;0;0;0;0;0;2.400.309.887;2400;0;2400;0.3098870272;0.3098870272;0;0;0;2;1
889583;55.467.641.248;37500;37500;0;12350;12350;12350;0;0;0;0;0;0;0;0;0;0;0;0;56.176.412.481;6000;0;6000;-3.823.587.519;12.395.481.089;0;0;39.475.423.299;9;5
889587;44.960.638.205;0;0;0;24890;19890;19890;0;5000;0;0;0;0;0;0;0;5000;0;6000;14.070.638.205;14400;4800;9600;-3.293.617.951;65.392.437.874;0;0;39.475.423.299;8;4
889623;45.329.834.151;36000;36000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.298.341.509;9100;0;9100;22.983.415.095;1.115.593.298;0;11.827.482.115;0;8;4
889706;39.861.977.405;35000;35000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.619.774.054;4800;0;4800;61.977.405.444;61.977.405.444;0;0;0;7;4
889710;39.157.182.011;25700;24500;1200;6800;0;0;0;6800;0;0;0;1800;2800;2800;0;2200;0;0;66.571.820.107;6500;0;6500;15.718.201.073;11.775.707.034;0;39.424.940.383;0;7;4
889711;15.200.464.831;10400;10400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.004.648.305;4800;0;4800;0.4648305408;0.4648305408;0;0;0;2;1
889714;38.259.239.832;31500;31500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.592.398.324;6600;0;6600;15.923.983.245;2.788.983.245;0;131.35;0;7;4
889715;26.012.395.481;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.123.954.811;6000;0;6000;12.395.481.089;12.395.481.089;0;0;0;5;3
889719;40.727.063.594;15000;15000;0;1000;0;0;0;1000;1000;1000;0;0;0;0;0;0;0;20000;47.270.635.937;7200;0;7200;-2.472.936.406;92.966.108.166;0;0;25.659.025.145;7;4
889720;20.416.114.125;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.161.141.254;4800;0;4800;16.114.125.415;16.114.125.415;0;0;0;4;2
889721;53.309.069.497;45000;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.090.694.973;7700;0;7700;60.906.949.735;8.366.949.735;0;525.4;0;9;5
889722;55.186.695.373;38500;38500;0;8000;0;0;0;8000;7500;7500;0;0;0;0;0;500;0;0;86.866.953.733;10000;0;10000;-1.313.304.627;89.867.237.894;0;0;14.031.718.646;9;5
889724;48.862.357.849;0;0;0;34469;40469;40469;0;-6000;0;0;0;0;-6000;0;6000;0;0;0;14.393.357.849;14000;8000;6000;39.335.784.903;15.494.351.361;13.985.198.447;98.562.350.957;0;8;4
889728;26.710.846.046;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.210.846.046;7200;0;7200;10.846.045.953;10.846.045.953;0;0;0;5;3
889729;36.314.084.894;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;16.814.084.894;16700;0;16700;11.408.489.361;44.158.901.379;69.925.992.233;0;0;7;4
889738;8400;0;0;0;3600;0;0;0;3600;0;0;0;0;0;0;0;0;3600;0;4800;4800;0;4800;0;0;0;0;0;1;1
889740;13.840.285.314;4500;4500;0;4900;0;0;0;4900;4900;3800;1100;0;0;0;0;0;0;0;44.402.853.135;4400;0;4400;40.285.313.539;40.285.313.539;0;0;0;2;1
889753;2.238.309.887;0;0;0;16980;16980;16980;0;0;0;0;0;0;0;0;0;0;0;0;54.030.988.703;5400;0;5400;30.988.702.722;30.988.702.722;0;0;0;4;2
890008;10.800.738.142;0;0;0;10800;10800;10800;0;0;0;0;0;0;0;0;0;0;0;0;0.7381421141;0;0;0;0.7381421141;0.7381421141;0;0;0;1;1
890030;1.840.309.887;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.030.988.703;5400;0;5400;30.988.702.722;30.988.702.722;0;0;0;3;2
890101;22.645.774.931;15611.02;15611.02;0;3388.98;0;0;0;3388.98;3388.98;3388.98;0;0;0;0;0;0;0;0;36.457.749.312;3600;0;3600;45.774.931.174;45.774.931.174;0;0;0;4;2
890419;86.188.424.139;0;0;0;52000;52000;52000;0;0;0;0;0;0;0;0;0;0;0;0;34.188.424.139;33000;0;33000;1.188.424.139;61.977.405.444;0;11.822.263.984;0;10;5
890869;26200;13000;13000;0;13200;0;0;0;13200;0;0;0;0;0;0;0;0;13200;0;0;0;0;0;0;0;0;0;0;5;3
890871;8400;0;0;0;8400;8400;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
890880;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;6000;0;6000;0;0;0;0;0;1;1
890963;61.351.952.497;0;0;0;50700;50700;50700;0;0;0;0;0;0;0;0;0;0;0;0;10.651.952.497;8400;0;8400;22.519.524.973;77.471.756.805;93.234.656.311;12.421.341.774;0;9;5
890970;65.442.186.443;0;0;0;57005;57005;57005;0;0;0;0;0;0;0;0;0;0;0;0;84.371.864.433;8400;0;8400;37.186.443.267;37.186.443.267;0;0;0;9;5
891214;23.323.954.811;19000;19000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.239.548.109;4200;0;4200;12.395.481.089;12.395.481.089;0;0;0;4;2
891317;6.520.767.003;0;0;0;46124;46124;46124;0;0;0;0;0;0;0;0;0;0;0;0;1.908.367.003;18560;560;18000;52.367.003.028;10.846.045.953;0;41.520.957.076;0;9;5
891320;10949;0;0;0;6149;6149;6149;0;0;0;0;0;0;0;0;0;0;0;0;4800;4800;0;4800;0;0;0;0;0;1;1
891676;15.859.296.611;0;0;0;11050;11050;11050;0;0;0;0;0;0;0;0;0;0;0;0;48.092.966.108;4800;0;4800;92.966.108.166;92.966.108.166;0;0;0;2;1
891688;7020;0;0;0;7020;7020;7020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
891872;15.711.914.797;0;0;0;600;0;0;0;600;0;0;0;0;0;0;0;600;0;3000;12.111.914.797;9050;2450;6600;30.619.147.966;92.966.108.166;0;29.689.486.884;0;2;1
891877;22.801.239.548;0;0;0;19200;19200;19200;0;0;0;0;0;0;0;0;0;0;0;0;36.012.395.481;3600;0;3600;12.395.481.089;12.395.481.089;0;0;0;4;2
891947;21.015.714.451;0;0;0;14400;14400;14400;0;0;0;0;0;0;0;0;0;0;0;0;66.157.144.505;6600;0;6600;15.714.450.509;15.714.450.509;0;0;0;4;2
892076;81.527.471.757;0;0;0;66950;66950;66950;0;0;0;0;0;0;0;0;0;0;0;0;14.577.471.757;14500;4000;10500;77.471.756.805;77.471.756.805;0;0;0;10;5
892173;24.696.197.741;16500;16500;0;8190;8190;8190;0;0;0;0;0;0;0;0;0;0;0;0;61.977.405.444;0;0;0;61.977.405.444;61.977.405.444;0;0;0;5;3
892193;52.582.771.997;39100;38500;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.482.771.997;12700;0;12700;78.277.199.683;77.471.756.805;0;77.502.482.115;0;9;5
892230;38.513.076.378;0;0;0;32240;32240;32240;0;0;0;0;0;0;0;0;0;0;0;0;62.730.763.782;6000;0;6000;27.307.637.815;19.585.026.914;77.226.109.013;0;0;7;4
892336;28.301.990.782;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;88.019.907.822;7800;0;7800;10.019.907.822;15.494.351.361;0;98.649.643.079;0;6;3
892670;17.129.575.276;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;22.957.527.555;0;0;0;22.957.527.555;17.043.786.497;0;59.137.410.574;0;3;2
892684;86.504.461.427;70680;69000;1680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3300;12.524.461.427;12000;0;12000;52.446.142.684;71.274.016.261;0;45.318.741.057;0;10;5
892703;22.846.370.081;0;0;0;22490;22490;22490;0;0;0;0;0;0;0;0;0;0;0;0;3.563.700.813;0;0;0;3.563.700.813;3.563.700.813;0;0;0;4;2
892710;48.054.005.514;36.482.453.238;35632.45;850;21.675.467.621;0;0;0;21.675.467.621;21.675.467.621;13.675.467.621;800;0;0;0;0;0;0;0;94.040.055.142;9600;0;9600;-1.959.944.858;61.977.405.444;0;0;25.797.189.126;8;4
892736;15.606.197.741;0;0;0;10800;10800;10800;0;0;0;0;0;0;0;0;0;0;0;0;48.061.977.405;4800;0;4800;61.977.405.444;61.977.405.444;0;0;0;2;1
892745;21.006.197.741;0;0;0;15000;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;60.061.977.405;6000;0;6000;61.977.405.444;61.977.405.444;0;0;0;4;2
892838;27.017.898.259;0;0;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;36.178.982.587;3600;0;3600;17.898.258.729;17.898.258.729;0;0;0;5;3
892877;1.173.141.273;0;0;0;11700;11700;11700;0;0;0;0;0;0;0;0;0;0;0;0;31.412.730.051;0;0;0;31.412.730.051;31.412.730.051;0;0;0;2;1
892884;29.985.874.399;0;0;0;11000;13000;13000;0;-2000;0;0;0;0;-2000;0;2000;0;0;0;18.985.874.399;18000;0;18000;98.587.439.907;42.357.630.361;0;56.229.809.546;0;6;3
892887;2.209.564.455;16000;16000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.956.445.503;6000;0;6000;95.644.550.349;95.644.550.349;0;0;0;4;2
892895;77.604.434.023;37000;37000;0;30800;30800;30800;0;0;0;0;0;0;0;0;0;0;0;0;98.044.340.226;9600;0;9600;2.044.340.226;2.044.340.226;0;0;0;10;5
892941;21.305.577.966;18000;18000;0;-1500;0;0;0;-1500;0;0;0;0;-1500;0;1500;0;0;0;48.055.779.665;4800;0;4800;557.796.649;557.796.649;0;0;0;4;2
892972;72.929.661.082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.929.661.082;7200;0;7200;92.966.108.166;92.966.108.166;0;0;0;1;1
893033;14.400.386.872;0;0;0;8400;8400;8400;0;0;0;0;0;0;0;0;0;0;0;0;60.003.868.718;6000;0;6000;0.3868718324;0.3868718324;0;0;0;2;1
893052;14.440.929.661;10600;10600;0;3840;0;0;0;3840;0;0;0;0;0;0;0;0;3840;0;0.9296610817;0;0;0;0.9296610817;0.9296610817;0;0;0;2;1
893062;22.628.634.195;0;0;0;17823;17823;17823;0;0;0;0;0;0;0;0;0;0;0;0;4.805.634.195;4800;0;4800;56.341.950.317;56.341.950.317;0;0;0;4;2
893173;33.516.248.496;0;0;0;29900;29900;29900;0;0;0;0;0;0;0;0;0;0;0;0;36.162.484.957;3600;0;3600;16.248.495.677;16.248.495.677;0;0;0;6;3
893181;48.744.541.711;15000;15000;0;33740;33740;33740;0;0;0;0;0;0;0;0;0;0;0;0;45.417.107.927;0;0;0;45.417.107.927;45.417.107.927;0;0;0;8;4
893225;29.630.988.703;0;0;0;22100;22100;22100;0;0;0;0;0;0;0;0;0;0;0;0;75.309.887.027;7500;0;7500;30.988.702.722;30.988.702.722;0;0;0;6;3
893372;25.995.453.785;0;0;0;14520;14520;14520;0;0;0;0;0;0;0;0;0;0;0;3500;79.754.537.849;7200;0;7200;77.545.378.492;61.667.518.417;0;71.378.626.651;0;5;3
893396;49.988.694.626;44000;44000;0;500;0;0;0;500;0;0;0;0;0;0;0;500;0;0;54.886.946.264;7800;0;7800;-2.311.305.374;27.734.888.936;0;13.135;26.017.892.629;8;4
893402;41.260.524.844;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.260.524.844;21000;0;21000;26.052.484.365;37.186.443.267;0;25.680.619.933;0;7;4
893421;18.915.494.351;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;20.154.943.514;2000;0;2000;15.494.351.361;15.494.351.361;0;0;0;3;2
893435;37.602.169.209;22000;22000;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;21.692.091.905;0;0;0;21.692.091.905;21.692.091.905;0;0;0;7;4
893538;54.215.494.351;24500;24500;0;18700;16900;16900;0;1800;1800;1800;0;0;0;0;0;0;0;0;11.015.494.351;11000;5000;6000;15.494.351.361;15.494.351.361;0;0;0;9;5
893579;13.400.713.144;8000;8000;0;1400;0;0;0;1400;1300;0;1300;0;0;0;0;100;0;0;4.000.713.144;4000;0;4000;0.7131439849;0.7131439849;0;0;0;2;1
893971;15.530.988.703;9600;9600;0;2300;0;0;0;2300;0;0;0;0;0;0;0;2300;0;0;36.309.887.027;3600;0;3600;30.988.702.722;30.988.702.722;0;0;0;2;1
893990;65.015.494.351;0;0;0;6500;6500;6500;0;0;0;0;0;0;0;0;0;0;0;0;15.494.351.361;0;0;0;15.494.351.361;15.494.351.361;0;0;0;1;1
894126;28.010.195.524;0;0;0;21944;21944;21944;0;0;0;0;0;0;0;0;0;0;0;0;60.661.955.243;6000;0;6000;66.195.524.275;46.483.054.083;0;19.712.470.191;0;6;3
894133;5.116.622.526;0;0;0;40100;40300;40300;0;-200;0;0;0;0;-200;0;200;0;0;0;1.106.622.526;10800;4800;6000;26.622.525.979;19.522.882.715;0;70.996.432.641;0;9;5
894140;37.973.246.577;46860;46300;560;-15000;0;0;0;-15000;0;0;0;0;-15000;0;15000;0;0;0;61.132.465.773;6000;0;6000;11.324.657.733;10.536.158.926;0;78.849.880.766;0;7;4
894324;12.223.408.757;0;0;0;12220;12220;12220;0;0;0;0;0;0;0;0;0;0;0;0;34.087.572.994;0;0;0;34.087.572.994;34.087.572.994;0;0;0;2;1
894327;12.043.336.646;22200;22200;0;39390;39390;39390;0;0;0;0;0;0;0;0;0;0;0;28000;30.843.366.461;33000;0;33000;-2.156.633.539;21.692.091.905;0;0;21.783.256.312;10;5
894430;1.260.309.887;0;0;0;7800;7800;7800;0;0;0;0;0;0;0;0;0;0;0;0;48.030.988.703;4800;0;4800;30.988.702.722;30.988.702.722;0;0;0;2;1
894438;25.094.216.488;0;0;0;19500;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;55.942.164.883;5400;0;5400;1.942.164.883;77.471.756.805;18.646.931.262;0;0;5;3
894447;20.607.747.176;5000;5000;0;11400;10800;10800;0;600;600;600;0;0;0;0;0;0;0;0;42.077.471.757;4200;0;4200;77.471.756.805;77.471.756.805;0;0;0;4;2
894476;42.544.064.641;0;0;0;37700;37700;37700;0;0;0;0;0;0;0;0;0;0;0;0;4.844.064.641;4800;0;4800;44.064.641.032;44.064.641.032;0;0;0;8;4
894561;49.709.439.268;33600;33600;0;10080;10080;10080;0;0;0;0;0;0;0;0;0;0;0;0;60.294.392.676;6000;0;6000;29.439.267.586;29.439.267.586;0;0;0;8;4
894587;16800;0;0;0;10800;10800;10800;0;0;0;0;0;0;0;0;0;0;0;0;6000;6000;0;6000;0;0;0;0;0;3;2
894607;15.503.718.644;15500;15500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.186.443.267;0;0;0;37.186.443.267;37.186.443.267;0;0;0;2;1
894884;37.078.068.205;19500;19500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.578.068.205;16800;0;16800;77.806.820.526;2.788.983.245;0;49.916.988.077;0;7;4
894887;41.519.845.972;29600;29600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.919.845.972;14400;0;14400;-2.480.154.028;31.918.363.804;0;0;25.120.723.918;8;4
894924;49.493.954.811;0;0;0;34970;34970;34970;0;0;0;0;0;0;0;0;0;0;0;0;14.523.954.811;14400;6000;8400;12.395.481.089;12.395.481.089;0;0;0;8;4
895184;26.892.966.108;0;0;0;20800;20800;20800;0;0;0;0;0;0;0;0;0;0;0;0;60.929.661.082;6000;0;6000;92.966.108.166;92.966.108.166;0;0;0;5;3
895197;90.235.347.666;38700;38700;0;27300;27300;27300;0;0;0;0;0;0;0;0;0;0;0;0;24.235.347.666;24000;0;24000;23.534.766.588;13.944.916.225;46.617.328.155;49.281.175.479;0;10;5
895376;23.592.432.443;0;0;0;16640;16640;16640;0;0;0;0;0;0;0;0;0;0;0;0;69.524.324.428;6000;0;6000;95.243.244.278;46.483.054.083;0;90.594.938.869;0;4;2
895384;69.164.087.573;0;0;0;59930;59930;59930;0;0;0;0;0;0;0;0;0;0;0;0;9.234.087.573;9200;0;9200;34.087.572.994;34.087.572.994;0;0;0;9;5
895479;96.843.954.811;0;0;0;5572;5572;5572;0;0;0;0;0;0;0;0;0;0;0;3500;61.239.548.109;600;0;600;12.395.481.089;12.395.481.089;0;0;0;1;1
895512;46.885.679.613;37700;35500;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.856.796.126;8400;0;8400;78.567.961.257;3.563.700.813;46.617.328.155;1313.5;61.007.472.372;8;4
895624;68.746.483.054;37700;37700;0;21400;20800;20800;0;600;0;0;0;0;0;0;0;600;0;0;96.464.830.541;9600;0;9600;46.483.054.083;46.483.054.083;0;0;0;9;5
895730;44.938.555.929;0;0;0;26136;26136;26136;0;0;0;0;0;0;0;0;0;0;0;9600;92.025.559.289;9000;0;9000;20.255.592.886;20.255.592.886;0;0;0;8;4
895774;21.718.114.185;0;0;0;16900;16900;16900;0;0;0;0;0;0;0;0;0;0;0;0;4.818.114.185;4800;0;4800;18.114.185.017;18.114.185.017;0;0;0;4;2
895776;19.012.395.481;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.123.954.811;6000;0;6000;12.395.481.089;12.395.481.089;0;0;0;3;2
895840;36.151.844.643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.151.844.643;3600;0;3600;15.184.464.334;15.184.464.334;0;0;0;1;1
895972;10200;0;0;0;10200;10200;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
896130;25.046.483.054;0;0;0;18200;18200;18200;0;0;0;0;0;0;0;0;0;0;0;0;68.464.830.541;6800;0;6800;46.483.054.083;46.483.054.083;0;0;0;5;3
896341;32.719.296.611;0;0;0;24310;24310;24310;0;0;0;0;0;0;0;0;0;0;0;0;84.092.966.108;8400;0;8400;92.966.108.166;92.966.108.166;0;0;0;6;3
896404;41.233.815.495;0;0;0;28860;28860;28860;0;0;0;0;0;0;0;0;0;0;0;500;11.873.815.495;12050;0;12050;-1.761.845.052;92.966.108.166;0;0;26.915.061.341;7;4
896539;41.494.666.762;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2650;17.844.666.762;17700;0;17700;14.466.676.178;26.391.940.634;0;11.827.482.115;0;8;4
896608;24.916.241.042;9000;9000;0;9000;0;0;0;9000;0;0;0;0;9000;9000;0;0;0;0;69.162.410.416;9600;0;9600;-2.683.758.958;77.471.756.805;0;0;26.915.061.341;5;3
896749;89.715.867.949;20000;20000;0;1200;0;0;0;1200;0;0;0;0;0;0;0;1200;0;45400;23.115.867.949;27100;5200;21900;-3.984.132.051;17.973.447.579;0;19.190.701.976;41.940.125.183;10;5
896875;5.527.046.496;0;0;0;40950;40950;40950;0;0;0;0;0;0;0;0;0;0;0;0;1.432.046.496;14600;0;14600;-2.795.350.397;18.593.221.633;0;23.643;30.503.736.186;9;5
896902;26.611.775.707;0;0;0;18200;18200;18200;0;0;0;0;0;0;0;0;0;0;0;0;8.411.775.707;8400;0;8400;11.775.707.034;11.775.707.034;0;0;0;5;3
896988;28.953.550.754;0;0;0;23400;23400;23400;0;0;0;0;0;0;0;0;0;0;0;0;55.535.507.537;5250;250;5000;30.355.075.372;19.658.269.733;0;10.696.805.638;0;6;3
896995;1.643.241.527;0;0;0;9000;0;0;0;9000;9000;9000;0;0;0;0;0;0;0;0;74.324.152.704;7200;0;7200;23.241.527.042;23.241.527.042;0;0;0;3;2
896996;75.369.227.246;65600;59600;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.692.272.462;12000;0;12000;-2.230.772.754;12.149.024.577;0;0;22.429.217.784;10;5
897127;49.937.194.793;13.276.859.504;13276.86;0;25.819.140.496;23796;23296;500;20.231.404.959;20.231.404.959;20.231.404.959;0;0;0;0;0;0;0;0;10.841.194.793;10800;0;10800;41.194.792.806;34.087.572.994;37.786.035.506;0;0;8;4
897225;29.947.827.058;0;0;0;19565;19565;19565;0;0;0;0;0;0;0;0;0;0;0;0;10.382.827.058;10100;0;10100;28.282.705.816;85.702.356.248;0;19.712.470.191;0;6;3
897228;19.880.296.611;0;0;0;10621;10621;10621;0;0;0;0;0;0;0;0;0;0;0;0;92.592.966.108;9250;0;9250;92.966.108.166;92.966.108.166;0;0;0;3;2
897397;19.140.494.351;0;0;0;14625;14625;14625;0;0;0;0;0;0;0;0;0;0;0;0;45.154.943.514;4500;0;4500;15.494.351.361;15.494.351.361;0;0;0;3;2
897442;31.299.190.628;19600;19600;0;6890;6890;6890;0;0;0;0;0;0;0;0;0;0;0;0;48.091.906.279;4800;0;4800;91.906.278.661;91.906.278.661;0;0;0;6;3
897837;45.182.819.747;0;0;0;33800;33800;33800;0;0;0;0;0;0;0;0;0;0;0;0;11.382.819.747;9600;0;9600;17.828.197.474;19.212.995.688;13.985.198.447;14.508.378.061;0;8;4
897876;4.895.159.195;19500;19500;0;18000;18000;18000;0;0;0;0;0;0;0;0;0;0;0;0;1.145.159.195;11400;0;11400;51.591.950.159;51.591.950.159;0;0;0;8;4
897893;12.030.988.703;0;0;0;9600;9600;9600;0;0;0;0;0;0;0;0;0;0;0;0;24.309.887.027;2400;0;2400;30.988.702.722;30.988.702.722;0;0;0;2;1
897935;16.406.339.289;0;0;0;10800;10800;10800;0;0;0;0;0;0;0;0;0;0;0;0;56.063.392.892;5550;0;5550;56.339.289.179;46.483.054.083;0;98.562.350.957;0;3;2
898090;20.446.483.054;0;0;0;15600;15600;15600;0;0;0;0;0;0;0;0;0;0;0;0;48.464.830.541;4800;0;4800;46.483.054.083;46.483.054.083;0;0;0;4;2
