NQUEST;NCOMP;nord;SEX;PARENT;NASC;ANASC;CIT;ANINGR;MOTIV;STACIV;STUDIO;TIPOLAU;VOTOEDU;SUEDU;SELODE;ANNOEDU;TIPODIP;UNIVER;PRESNORD;NORDP;MOTENT;ANNOENUS;B01;APQUAL2;ASNONOC2;NACE2;NESPLAV;EXLAV;ETALAV;DISLAV;DISANN1;DISANN2;CONTRIB;ACONTRIB;FCONTRIB;OCCNOW;PROBLAV1;CERC2;PROBLAV2;SALMIN;SMARTW;SMARTWA;SMARTWB;ETAPEN;COPPU;PREVCOM;COPPIP;b22;b23a;b23b;b24;b25a;b25b;b25c;ATTIVP;ISCO;NACE;ETALAV2;MISCOVID1;MISCOVID2;MISCOVIDV1;ETA;NASCREG;NASCAREA;IREG;PARENTP;smartwa1;CLETA5;QUAL;Q;SETT;CFRED;PERC;PERL;NPERL;NPERC;AREA3;AREA5;ACOM4C;ACOM5;PESOFIT2;PESOFIT
933915;4;1;1;1;1;1958;1;;;1;7;6;110;110;1;1983;3;;1;;;;1;6;;;1;;25;2;;;1;36;4;1;100;2;;;1;0;0;64;80;;;2;1;2;2;2;2;2;;2411;13;;2;2;;62;3;1;3;;;4;4;2;4;1;1;1;2;2;1;1;2;4;34.743.451.651;0.085605862
933915;4;2;2;2;1;1967;1;;;1;7;6;110;110;1;1991;3;;2;;;;1;6;;;1;;24;2;;;1;28;0;1;;2;;;1;0;10;;;;;2;1;2;2;2;2;2;;2411;13;;1;2;600;53;3;1;3;;;3;4;2;4;0;1;1;2;2;1;1;2;4;34.743.451.651;0.085605862
933915;4;3;1;6;1;1995;1;;;2;7;6;110;110;1;2020;3;;2;;;;2;17;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;25;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;34.743.451.651;0.085605862
933915;4;4;1;6;1;1998;1;;;2;6;6;110;110;1;2020;3;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;22;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;34.743.451.651;0.085605862
933925;4;1;2;1;1;1966;1;;;1;7;5;96;100;0;1993;3;;1;;;;1;6;;;1;;27;2;;;1;28;0;1;100;2;;;1;0;0;70;70;;;2;1;2;2;2;2;2;;2161;6;;1;2;600;54;3;1;3;;;3;4;2;4;0;1;1;2;2;1;1;2;4;93.543.746.027;0.2304863976
933925;4;2;1;2;1;1966;1;;;1;8;5;100;100;0;2001;2;;2;;;;1;6;;;2;3;22;2;;;1;22;0;1;;2;;;1;0;20;;;;;2;1;2;2;2;2;2;;2161;6;30;2;2;;54;3;1;3;;;3;4;2;4;1;1;1;2;2;1;1;2;4;93.543.746.027;0.2304863976
933925;4;3;1;6;1;2001;1;;;2;5;;100;100;;2019;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;19;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;93.543.746.027;0.2304863976
933925;4;4;2;6;1;2000;1;;;2;5;;99;100;;2018;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;20;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;93.543.746.027;0.2304863976
933926;4;1;1;1;1;1974;1;;;1;7;8;105;110;0;1998;3;;1;;;;1;9;;;1;;25;2;;;1;21;0;1;100;2;;;1;0;24;65;30;;;2;1;2;2;2;2;2;;2611;13;;2;2;;46;3;1;3;;;3;4;2;4;1;1;1;2;2;1;1;2;4;31.887.221.457;0.7856827543
933926;4;2;2;2;1;1976;1;;;1;5;;50;60;;1994;2;1;2;;;;1;6;;;2;3;21;2;;;1;14;0;1;;2;;;1;0;24;;;;;2;1;2;2;2;2;2;;3343;13;40;2;2;;44;3;1;3;;;2;4;2;4;0;1;1;2;2;1;1;2;4;31.887.221.457;0.7856827543
933926;4;3;2;6;1;2005;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;15;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;31.887.221.457;0.7856827543
933926;4;4;2;6;1;2007;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;13;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;31.887.221.457;0.7856827543
933933;4;1;2;1;1;1978;1;;;1;7;6;97;110;0;2003;3;;1;;;;1;6;;;5;3;22;2;;;1;10;0;1;100;2;;;1;0;20;67;60;;;2;1;2;2;2;2;2;;3352;13;39;2;2;;42;3;1;3;;;2;4;2;4;0;1;1;2;2;1;1;2;4;33.135.141.447;0.8164307835
933933;4;2;1;2;1;1974;1;;;1;7;6;101;110;0;1999;3;;2;;;;1;5;;;3;1;25;2;;;1;11;0;1;;2;;;1;0;12;;;1;;1;2;2;2;2;2;2;;1221;13;43;2;2;;46;3;1;3;;;3;3;1;4;1;1;1;2;2;1;1;2;4;33.135.141.447;0.8164307835
933933;4;3;2;6;2;2007;1;2011;3;2;2;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;13;;;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;33.135.141.447;0.8164307835
933933;4;4;2;6;2;2009;1;2011;3;2;2;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;11;;;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;33.135.141.447;0.8164307835
933934;3;1;1;1;1;1957;1;;;1;7;6;102;110;0;1981;3;;1;;;;1;6;;;1;;20;2;;;1;43;0;1;100;2;;;1;0;0;62;28;;;2;1;2;1;2;2;2;;2411;13;;2;2;;63;3;1;3;;;4;4;2;4;1;1;1;3;3;1;1;2;4;12.046.096.877;0.2968088827
933934;3;2;2;2;2;1958;1;1975;1;1;7;9;104;110;0;1987;3;;2;;;;1;2;;;2;1;20;2;;;1;40;0;1;;2;;;1;0;0;;;2;;1;2;2;2;1;2;2;;2643;13;37;1;2;2000;62;;;3;;;4;2;1;4;0;1;1;3;3;1;1;2;4;12.046.096.877;0.2968088827
933934;3;3;1;6;1;1991;1;;;2;7;2;104;110;0;2019;3;;2;;;;1;2;;;3;1;28;2;;;1;2;0;1;;2;;;1;0;12;;;2;;1;2;2;2;2;2;2;;1311;13;29;2;2;;29;3;1;3;;;1;2;1;4;0;1;1;3;3;1;1;2;4;12.046.096.877;0.2968088827
933935;3;1;2;1;1;1984;1;;;1;8;8;110;110;0;2008;3;;1;;;;1;6;;;1;;32;2;;;1;5;0;1;100;2;;;1;0;12;65;25;;;2;1;2;2;2;2;2;;2619;13;;2;2;;36;19;3;3;;;2;4;2;4;0;1;1;2;2;1;1;2;4;41.852.031.205;1.031.209.922
933935;3;2;1;2;1;1979;1;;;1;8;8;110;110;0;2003;3;;2;;;;1;6;;;1;;34;2;;;1;7;0;1;;2;;;1;0;12;;;;;2;1;2;2;2;2;2;;2619;13;;2;2;;41;19;3;3;;;2;4;2;4;1;1;1;2;2;1;1;2;4;41.852.031.205;1.031.209.922
933935;3;3;1;6;1;2019;1;;;2;1;;;;;;;;;;;;2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;1;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;41.852.031.205;1.031.209.922
933942;2;1;1;1;1;1952;1;;;1;7;6;110;110;1;1976;3;;1;;;;2;15;5;11;2;3;24;2;;;1;40;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;68;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;2;4;124.652.748;0.3071371851
933942;2;2;2;2;1;1950;1;;;1;5;;36;60;;1970;1;2;2;;;;2;15;2;19;1;;21;2;;;1;19;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;3;1;3;;;5;6;3;5;0;1;0;0;2;1;1;2;4;124.652.748;0.3071371851
933944;2;1;2;1;1;1943;1;;;1;4;;;;;;;;1;;;;2;13;;;1;;19;2;;;2;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;77;3;1;3;;;5;7;3;5;0;0;0;0;1;1;1;2;4;9.798.823.644;0.2414373658
933944;2;2;1;2;1;1938;1;;;1;5;;8;10;;1957;2;2;2;;;;2;15;5;15;4;1;19;2;;;1;38;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;82;3;1;3;;;5;6;3;5;1;1;0;0;1;1;1;2;4;9.798.823.644;0.2414373658
933946;2;1;1;1;1;1937;1;;;2;3;;;;;;;;1;;;;2;15;2;14;3;1;17;2;;;1;38;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;83;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;2;4;19.055.844.751;0.4695250294
933946;2;2;2;11;1;1930;1;;;2;2;;;;;;;;2;;;;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;90;3;1;3;;;5;6;3;5;0;1;0;0;2;1;1;2;4;19.055.844.751;0.4695250294
933949;2;1;1;1;1;1942;1;;;1;5;;7;10;;1961;2;2;1;;;;2;15;4;11;3;1;20;2;;;1;38;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;78;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;2;4;13.912.868.539;0.3428050603
933949;2;2;2;2;1;1940;1;;;1;3;;;;;;;;2;;;;2;15;2;22;1;;18;2;;;1;36;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;80;3;1;3;;;5;6;3;5;0;1;0;0;2;1;1;2;4;13.912.868.539;0.3428050603
933953;2;1;2;1;1;1950;1;;;1;3;;;;;;;;1;;;;2;15;2;14;1;;18;2;;;2;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;3;1;3;;;5;6;3;5;0;1;0;0;2;1;1;2;4;19.055.844.751;0.4695250294
933953;2;2;1;2;1;1948;1;;;1;2;;;;;;;;2;;;;2;15;1;3;3;1;18;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;72;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;2;4;19.055.844.751;0.4695250294
933955;3;1;2;1;1;1961;1;;;1;3;;;;;;;;1;;;;1;2;;;3;1;16;2;;;1;37;0;1;90;2;;;1;0;10;66;75;2;;1;2;2;2;2;2;2;;4120;21;26;2;2;;59;3;1;3;;;4;2;1;4;0;1;1;1;2;1;1;2;4;31.337.511.183;0.7721382101
933955;3;2;1;2;1;1960;1;;;1;3;;;;;;;;2;;;;2;15;2;14;4;1;15;2;;;1;42;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;60;3;1;3;;;4;6;3;5;1;1;0;1;2;1;1;2;4;31.337.511.183;0.7721382101
933955;3;3;2;6;1;1997;1;;;2;6;10;110;110;0;2020;3;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;3;1;3;;;1;7;3;5;0;0;0;1;2;1;1;2;4;31.337.511.183;0.7721382101
933958;3;1;1;1;1;1955;1;;;1;7;8;100;110;0;1979;3;;1;;;;1;6;;;1;;24;2;;;1;40;0;1;100;2;;;1;0;0;65;25;;;2;1;2;1;2;2;2;;2611;13;;2;2;;65;3;1;3;;;5;4;2;4;1;1;1;2;3;1;1;2;4;24.747.148.824;0.6097554808
933958;3;2;2;2;1;1955;1;;;1;7;10;102;110;0;1979;3;;2;;;;2;15;3;16;1;;24;2;;;1;22;4;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;65;3;1;3;;;5;6;3;5;0;1;0;2;3;1;1;2;4;24.747.148.824;0.6097554808
933958;3;3;2;6;1;1994;1;;;2;7;1;105;110;0;2018;3;;2;;;;1;2;;;1;;25;2;;;1;2;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2131;13;;2;2;;26;3;1;3;;;1;2;1;4;0;1;1;2;3;1;1;2;4;24.747.148.824;0.6097554808
933966;4;1;2;1;1;1963;1;;;1;7;6;103;110;0;1989;3;;1;;;;1;6;;;1;;27;2;;;1;28;0;1;100;2;;;1;0;0;67;75;;;2;1;2;2;2;2;2;;2411;13;;2;2;;57;3;1;3;;;4;4;2;4;1;1;1;2;2;1;1;2;4;12.135.297.939;0.2990067455
933966;4;2;1;2;1;1967;1;;;1;5;;50;60;;1986;3;2;2;;;;1;7;;;3;2;20;2;;;1;21;0;1;;2;;;2;;;;;;;2;1;2;2;2;2;2;;7115;6;34;1;2;1200;53;3;1;3;;;3;4;2;4;0;1;1;2;2;1;1;2;4;12.135.297.939;0.2990067455
933966;4;3;1;6;1;2001;1;;;2;5;;99;100;;2020;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;19;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;12.135.297.939;0.2990067455
933966;4;4;1;6;1;2005;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;15;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;12.135.297.939;0.2990067455
933975;2;1;1;1;2;1962;2;2000;3;1;4;;;;;;;;1;;;;1;1;;;7;1;18;1;2;;1;17;0;1;80;2;;;2;;;68;60;2;;1;2;2;2;2;2;2;;5153;20;52;2;2;;58;;;3;;;4;1;1;4;1;1;1;2;2;1;1;2;4;13.541.440.327;0.3336532833
933975;2;2;2;2;2;1966;2;2000;3;1;4;;;;;;;;2;;;;1;1;;;4;1;18;1;1;;1;18;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;5223;7;40;2;2;;54;;;3;;;3;1;1;4;0;1;1;2;2;1;1;2;4;13.541.440.327;0.3336532833
934057;1;1;2;1;1;1933;1;;;4;2;;;;;;;;1;;;;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;87;3;1;3;;;5;6;3;5;1;1;0;0;1;1;1;2;4;3.651.239.305;0.8996443161
934061;2;1;1;1;1;1957;1;;;1;5;;10;10;;1987;1;2;1;;;;1;1;;;1;;19;2;;;1;40;1;1;100;2;;;2;;;68;40;4;;1;2;2;2;2;2;2;;5414;15;;2;2;;63;9;2;3;;;4;1;1;3;1;1;1;2;2;1;1;2;4;13.541.440.327;0.3336532833
934061;2;2;2;2;1;1962;1;;;1;4;;;;;;;;1;;;;1;2;;;1;;19;2;;;1;30;0;1;100;2;;;2;;;64;20;4;;1;2;2;2;2;2;2;;4110;22;;2;2;;58;3;1;3;;;4;2;1;4;0;1;1;2;2;1;1;2;4;13.541.440.327;0.3336532833
934062;3;1;1;1;1;1958;1;;;1;5;;38;60;;1980;2;2;1;;;;1;7;;;1;;22;2;;;1;25;0;1;100;2;;;2;;;70;20;;;2;1;2;2;2;2;2;;1219;19;;2;2;;62;3;1;3;;;4;4;2;4;0;1;1;3;3;1;1;2;4;23.589.908.328;0.5812417421
934062;3;2;2;2;1;1959;1;;;1;7;10;100;100;1;1979;5;;2;;;;1;2;;;1;;22;2;;;1;27;0;1;;2;;;1;0;5;;;5;;1;2;2;2;2;2;2;;4110;22;;2;2;;61;18;3;3;;;4;2;1;4;0;1;1;3;3;1;1;2;4;23.589.908.328;0.5812417421
934062;3;3;1;6;1;1986;1;;;2;7;7;110;110;1;2014;2;;2;;;;1;3;;;1;;34;2;;;1;1;0;1;;2;;;2;;;;;4;;1;2;2;2;2;2;2;;2320;16;;2;2;;34;3;1;3;;;1;2;1;3;1;1;1;3;3;1;1;2;4;23.589.908.328;0.5812417421
934063;4;1;1;1;1;1955;1;;;1;7;4;82;100;0;1979;3;;1;;;;1;5;;;5;1;26;2;;;1;40;4;1;100;2;;;2;;;67;80;1;90;1;2;2;2;2;2;2;;1324;8;57;2;2;;65;12;2;3;;;5;3;1;4;1;1;1;2;2;1;1;2;4;16.329.417.765;0.4023474401
934063;4;2;2;2;1;1961;1;;;1;5;;58;60;;1980;6;2;2;;;;1;2;;;3;1;20;2;;;1;32;0;1;;2;;;2;;;;;1;;1;2;2;2;2;2;2;;4110;16;42;2;2;;59;3;1;3;;;4;2;1;3;0;1;1;2;2;1;1;2;4;16.329.417.765;0.4023474401
934063;4;3;1;6;1;1993;1;;;2;7;9;104;110;0;2019;3;;2;;;;2;11;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;27;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;16.329.417.765;0.4023474401
934063;4;4;1;6;1;1998;1;;;2;5;;54;60;;2017;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;22;3;1;3;;;1;7;3;5;0;0;0;2;2;1;1;2;4;16.329.417.765;0.4023474401
934111;2;1;1;1;1;1946;1;;;1;4;;;;;;;;1;;;;2;16;;;1;;18;2;;;1;36;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;74;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;0;1;76.754.450.815;18.911.854.207
934111;2;2;2;2;1;1952;1;;;1;2;;;;;;;;1;;;;2;15;1;19;1;;13;2;;;1;32;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;68;16;3;3;;;5;6;3;5;0;1;0;0;2;1;1;0;1;76.754.450.815;18.911.854.207
934114;2;1;1;1;1;1950;1;;;1;7;6;110;110;1;1974;2;;1;;;;1;6;;;2;3;24;2;;;1;47;0;1;100;2;;;1;0;0;75;90;;;2;1;2;2;2;2;2;;2411;11;60;2;2;;70;3;1;3;;;5;4;2;4;1;1;1;1;2;1;1;2;4;59.286.106.439;0.1460775485
934114;2;2;2;2;1;1944;1;;;1;7;9;110;110;0;1970;5;;2;;;;2;15;3;16;1;;27;2;;;1;40;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;5;1;3;;;5;6;3;5;0;1;0;1;2;1;1;2;4;59.286.106.439;0.1460775485
934115;2;1;1;1;1;1947;1;;;1;7;8;110;110;1;1971;3;;1;;;;2;15;6;13;1;;26;2;;;2;;;1;100;;;;1;0;10;;;;;2;1;2;1;2;2;2;;2611;13;;2;2;;73;20;3;3;;;5;6;3;5;1;1;1;1;2;1;1;2;4;0.8901179363;0.0002193199
934115;2;2;2;2;1;1949;1;;;1;7;1;110;110;1;1972;3;;2;;;;2;15;5;16;1;;25;2;;;1;44;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;71;5;1;3;;;5;6;3;5;0;1;0;1;2;1;1;2;4;0.8901179363;0.0002193199
934132;2;1;1;1;1;1956;1;;;1;7;6;98;110;0;1980;3;;1;;;;1;6;;;1;;28;2;;;1;36;0;1;100;2;;;1;0;0;68;60;;;2;1;2;2;2;2;2;;2411;13;;2;2;;64;12;2;3;;;4;4;2;4;1;1;1;1;1;1;1;2;4;10.901.249.714;0.2686005086
934132;2;2;2;2;1;1959;1;;;1;5;;50;60;;1979;3;2;2;;;;2;14;;;1;;22;2;;;1;30;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;61;3;1;3;;;4;7;3;5;0;0;0;1;1;1;1;2;4;10.901.249.714;0.2686005086
934140;4;1;1;1;1;1955;1;;;1;7;8;103;110;0;1980;3;;1;;;;2;15;5;14;10;1;27;2;;;1;43;4;1;100;;;;1;0;0;;;;;1;2;1;1;2;2;2;1;1112;14;61;2;2;;65;18;3;3;;;5;6;3;5;1;1;1;3;3;1;1;2;4;15.853.315.208;0.3906165476
934140;4;2;2;2;1;1961;1;;;1;7;9;100;110;0;1987;3;;2;;;;1;2;;;3;3;28;1;1;;1;22;0;1;;2;;;2;;;;;2;;1;2;1;2;2;2;2;1;3344;17;45;2;2;;59;5;1;3;;;4;2;1;3;0;1;1;3;3;1;1;2;4;15.853.315.208;0.3906165476
934140;4;3;2;6;1;1993;1;;;2;7;8;110;110;0;2017;3;;2;;;;1;3;;;1;;25;2;;;2;;;1;;1;;;1;0;8;;;2;;1;2;2;2;2;2;1;;2310;16;;2;2;;27;8;1;3;;;1;2;1;3;0;1;1;3;3;1;1;2;4;15.853.315.208;0.3906165476
934140;4;4;2;6;1;1997;1;;;2;5;;85;100;;2016;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;3;1;3;;;1;7;3;5;0;0;0;3;3;1;1;2;4;15.853.315.208;0.3906165476
934141;2;1;1;1;1;1965;1;;;3;7;7;110;110;1;1989;2;;1;;;;1;5;;;1;;19;2;;;1;37;0;1;100;2;;;1;0;12;65;70;1;90;1;2;2;2;2;2;2;;1346;11;;2;2;;55;3;1;3;;;4;3;1;4;1;1;1;2;2;1;1;3;5;30.114.711.804;0.7420091383
934141;2;2;1;6;1;1995;1;;;2;7;10;98;100;0;2018;2;;2;;;;1;1;;;2;1;23;2;;;1;2;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;2;3111;19;25;2;2;;25;3;1;3;;;1;1;1;4;0;1;1;2;2;1;1;3;5;30.114.711.804;0.7420091383
934172;1;1;1;1;1;1950;1;;;4;3;;;;;;;;1;;;;2;15;1;4;1;;16;2;;;1;37;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;3;1;3;;;5;6;3;5;1;1;0;0;1;1;1;2;4;3.716.442.455;0.9157099963
934180;2;1;1;1;1;1952;1;;;1;3;;;;;;;;1;;;;2;15;2;5;2;1;12;2;;;1;42;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;68;3;1;3;;;5;6;3;5;1;1;0;0;2;1;1;2;4;43.696.682.101;10.766.610.567
934180;2;2;2;2;1;1957;1;;;1;3;;;;;;;;1;;;;2;15;1;17;2;1;15;2;;;1;42;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;63;3;1;3;;;4;6;3;5;0;1;0;0;2;1;1;2;4;43.696.682.101;10.766.610.567
934202;1;1;2;1;2;1961;2;1987;4;1;7;6;80;100;0;1997;6;;1;;;;2;14;;;1;;35;1;6;;2;;;2;;1;30;10;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;59;;;3;;;4;7;3;5;1;1;0;0;1;1;1;1;3;24.258.820.693;0.5977233571
934215;2;1;2;1;1;1973;1;;;1;3;;;;;;;;1;;;;1;8;;;3;3;18;1;2;;1;25;0;1;90;2;;;2;;;65;60;;;2;1;2;2;2;2;2;;9112;3;40;2;2;;47;3;1;3;;;3;5;2;2;0;1;1;2;2;1;1;2;4;87.567.937.673;21.576.235.031
934215;2;2;1;2;1;1970;1;;;1;3;;;;;;;;1;;;;1;1;;;1;;18;2;;;1;30;0;1;90;2;;;2;;;60;70;2;;1;2;2;2;2;2;2;;7213;3;;2;2;;50;3;1;3;;;3;1;1;2;1;1;1;2;2;1;1;2;4;87.567.937.673;21.576.235.031
934231;3;1;1;1;1;1962;1;;;1;7;6;100;110;0;1987;3;;1;;;;1;9;;;3;3;28;2;;;1;28;0;1;80;1;50;12;1;2;5;65;60;;;2;1;2;2;2;2;2;;1120;11;55;2;2;;58;3;1;3;;;4;4;2;4;1;1;1;1;1;1;1;2;3;10.337.953.876;0.2547212239
934231;3;2;2;2;1;1965;1;;;1;7;8;104;110;0;1991;3;;2;;;;2;13;;;1;;29;2;;;1;10;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;55;3;1;3;;;4;7;3;5;0;0;0;1;1;1;1;2;3;10.337.953.876;0.2547212239
934231;3;3;2;6;1;2003;1;;;2;4;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;17;3;1;3;;;1;7;3;5;0;0;0;1;1;1;1;2;3;10.337.953.876;0.2547212239
934259;2;1;2;1;1;1950;1;;;1;5;;47;60;;1970;2;2;1;;;;1;9;;;1;;30;2;;;1;48;0;1;100;2;;;2;;;64;35;;;2;1;2;1;2;2;2;;1120;7;;2;2;;70;4;1;4;;;5;4;2;4;0;1;1;2;2;1;2;2;4;80.443.846.421;0.1982090002
934259;2;2;1;2;1;1947;1;;;1;4;;;;;;;;2;;;;1;9;;;2;3;24;2;;;1;52;1;1;;2;;;2;;;;;;;2;1;2;1;2;2;2;;1221;7;61;2;2;;73;4;1;4;;;5;4;2;4;1;1;1;2;2;1;2;2;4;80.443.846.421;0.1982090002
934264;2;1;2;1;1;1950;1;;;1;7;6;110;110;0;1974;2;;1;;;;1;6;;;1;;24;2;;;1;48;3;1;30;2;;;1;0;0;65;30;;;2;1;2;1;2;2;2;;2411;13;;2;2;;70;4;1;4;;;5;4;2;4;0;1;1;2;2;1;2;2;4;48.671.173.342;0.1199229653
934264;2;2;1;2;1;1945;1;;;1;7;6;100;110;0;1974;2;;2;;;;1;6;;;3;3;20;2;;;1;50;2;1;;2;;;1;0;0;;;;;2;1;2;1;2;2;2;;2411;13;29;2;2;;75;4;1;4;;;5;4;2;4;1;1;1;2;2;1;2;2;4;48.671.173.342;0.1199229653
934265;3;1;1;1;1;1955;1;;;1;7;8;103;110;0;1981;3;;1;;;;1;6;;;1;;29;2;;;1;37;0;1;100;2;;;2;;;70;18;;;2;1;2;2;2;2;2;;2611;13;;2;2;;65;4;1;4;;;5;4;2;4;1;1;1;1;1;1;2;2;4;21.065.347.631;0.5190380219
934265;3;2;2;2;1;1955;1;;;1;6;9;100;110;0;1980;3;;2;;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;65;4;1;4;;;5;7;3;5;0;0;0;1;1;1;2;2;4;21.065.347.631;0.5190380219
934265;3;3;2;6;1;1989;1;;;2;7;8;100;110;0;2017;3;;2;;;;2;11;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;31;4;1;4;;;1;7;3;5;0;0;0;1;1;1;2;2;4;21.065.347.631;0.5190380219
934266;2;1;2;1;1;1961;1;;;1;7;3;110;110;0;1998;2;;1;;;;1;6;;;3;3;18;2;;;1;30;0;1;100;2;;;2;;;67;50;;;2;1;2;2;2;2;2;;2634;13;38;2;2;;59;4;1;4;;;4;4;2;4;0;1;1;2;2;1;2;2;4;88.652.898;0.21843563
934266;2;2;1;2;1;1957;1;;;1;5;;50;60;;1976;2;2;2;;;;1;9;;;1;;18;2;;;1;40;0;1;;2;;;2;;;;;;;2;1;2;2;2;2;2;;1120;3;;2;2;;63;4;1;4;;;4;4;2;2;1;1;1;2;2;1;2;2;4;88.652.898;0.21843563
934268;4;1;1;1;1;1954;1;;;1;7;3;95;110;0;1978;3;;1;;;;1;9;;;1;;24;2;;;1;48;4;1;100;2;;;2;;;69;10;;;2;1;2;2;2;2;2;;2262;17;;2;2;;66;4;1;4;;;5;4;2;3;1;1;1;2;3;1;2;2;4;14.208.232.169;0.3500826499
934268;4;2;2;2;1;1957;1;;;1;5;;67;100;;1976;2;2;1;;;;2;13;;;1;;19;2;;;1;20;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;63;4;1;4;;;4;7;3;5;0;0;0;2;3;1;2;2;4;14.208.232.169;0.3500826499
