NQUEST;NCOMP;nord;SEX;PARENT;NASC;ANASC;CIT;ANINGR;MOTIV;STACIV;STUDIO;TIPOLAU;VOTOEDU;SUEDU;SELODE;ANNOEDU;TIPODIP;UNIVER;PRESNORD;NORDP;MOTENT;ANNOENUS;B01;APQUAL2;ASNONOC2;NACE2;NESPLAV;EXLAV;ETALAV;DISLAV;DISANN1;DISANN2;CONTRIB;ACONTRIB;FCONTRIB;OCCNOW;PROBLAV1;CERC2;PROBLAV2;SALMIN;SMARTW;SMARTWA;SMARTWB;ETAPEN;COPPU;PREVCOM;COPPIP;b22;b23a;b23b;b24;b25a;b25b;b25c;ATTIVP;ISCO;NACE;ETALAV2;MISCOVID1;MISCOVID2;MISCOVIDV1;ETA;NASCREG;NASCAREA;IREG;PARENTP;smartwa1;CLETA5;QUAL;Q;SETT;CFRED;PERC;PERL;NPERL;NPERC;AREA3;AREA5;ACOM4C;ACOM5;PESOFIT2;PESOFIT
957397;1;1;2;1;1;1957;1;;;3;7;6;110;110;0;1981;3;;1;;;;2;15;4;15;1;;27;2;;;1;37;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;63;19;3;19;;;4;6;3;5;1;1;0;0;1;3;5;2;5;87.949.808.037;0.2167032569
957492;4;1;1;1;1;1973;1;;;1;5;;42;60;;1992;2;1;1;;;;1;2;;;3;1;20;2;;;1;27;1;1;100;2;;;2;;;67;80;1;100;1;2;2;2;2;2;2;;7412;3;27;2;2;;47;19;3;19;;;3;2;1;2;1;1;1;1;1;3;5;2;5;10.420.554.362;0.2567564522
957492;4;2;2;2;1;1972;1;;;1;5;;40;60;;1990;1;2;1;;;;2;13;;;2;1;47;1;1;;2;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;48;19;3;19;;;3;7;3;5;0;0;0;1;1;3;5;2;5;10.420.554.362;0.2567564522
957492;4;3;1;7;1;2005;1;;;2;3;;;;;;;;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;15;19;3;19;;;1;7;3;5;0;0;0;1;1;3;5;2;5;10.420.554.362;0.2567564522
957492;4;4;2;7;1;2006;1;;;2;3;;;;;;;;2;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;14;19;3;19;;;1;7;3;5;0;0;0;1;1;3;5;2;5;10.420.554.362;0.2567564522
957498;1;1;2;1;1;1983;1;;;2;7;9;110;110;1;2015;3;;1;;;;2;11;;;0;;;;;;;;;2;;1;20;15;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;37;19;3;19;;;2;7;3;5;1;1;0;0;1;3;5;2;5;37.460.816.212;0.923012916
957502;2;1;1;1;1;1944;1;;;1;5;;57;60;;1965;3;1;1;;;;2;15;4;11;2;1;18;2;;;1;37;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;19;3;19;;;5;6;3;5;1;1;0;0;2;3;5;1;3;67.651.250.924;0.1666887823
957502;2;2;2;2;1;1947;1;;;1;7;9;96;110;0;1972;5;;1;;;;2;15;3;16;1;;27;2;;;1;35;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;73;19;3;19;;;5;6;3;5;0;1;0;0;2;3;5;1;3;67.651.250.924;0.1666887823
957506;3;1;2;1;1;1975;1;;;1;7;10;110;110;0;2001;2;;1;;;;1;2;;;1;;23;1;1;;1;0;0;1;100;1;99;14;1;0;0;66;50;1;50;1;2;2;2;2;2;2;;3343;22;;2;2;;45;19;3;19;;;3;2;1;4;0;1;1;2;2;3;5;1;3;2.226.771.056;0.5486635513
957506;3;2;1;2;1;1970;1;;;1;5;;48;60;;1989;6;2;2;;;;1;2;;;4;3;18;2;;;1;20;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;4110;22;50;2;2;;50;1;1;19;;;3;2;1;4;1;1;1;2;2;3;5;1;3;2.226.771.056;0.5486635513
957506;3;3;2;6;1;2012;1;;;2;1;;;;;;;;;;;;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;2;;0;;;;;;8;19;3;19;;;1;7;3;5;0;0;0;2;2;3;5;1;3;2.226.771.056;0.5486635513
957508;2;1;1;1;1;1944;1;;;1;5;;8;10;;1968;2;2;1;;;;2;15;4;22;1;;23;1;1;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;19;3;19;;;5;6;3;5;1;1;0;0;1;3;5;2;3;77.946.323.805;0.1920552484
957508;2;2;2;2;1;1945;1;;;1;2;;;;;;;;2;;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;75;19;3;19;;;5;7;3;5;0;0;0;0;1;3;5;2;3;77.946.323.805;0.1920552484
957509;4;1;1;1;1;1963;1;;;1;5;;39;60;;1982;3;1;1;;;;1;4;;;1;;16;1;2;;1;36;2;1;100;2;;;2;;;64;97;2;;1;2;2;2;1;2;2;;1221;19;;2;2;;57;19;3;19;;;4;3;1;4;1;1;1;3;3;3;5;2;3;10.912.339.554;0.2688737559
957509;4;2;2;2;1;1964;1;;;1;5;;39;60;;1983;4;2;2;;;;1;2;;;1;;40;2;;;1;17;0;1;;2;;;2;;;;;2;;1;2;2;2;1;2;2;;5230;7;;2;2;;56;19;3;19;;;4;2;1;4;0;1;1;3;3;3;5;2;3;10.912.339.554;0.2688737559
957509;4;3;2;6;1;1991;1;;;1;7;9;105;110;0;2017;3;;2;;;;1;3;;;1;;25;1;2;;1;4;0;2;;1;;;;;;;;2;;1;2;2;2;2;2;2;;2320;16;;2;2;;29;19;3;19;;;1;2;1;3;0;1;1;3;3;3;5;2;3;10.912.339.554;0.2688737559
957509;4;4;2;6;1;1996;1;;;2;5;;89;100;;2015;3;1;2;;;;2;17;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;24;19;3;19;;;1;7;3;5;0;0;0;3;3;3;5;2;3;10.912.339.554;0.2688737559
957516;1;1;1;1;1;1954;1;;;4;5;;39;60;;1974;1;2;1;;;;1;7;;;1;;20;2;;;1;10;1;1;100;2;;;2;;;80;50;;;2;1;2;2;2;2;2;;1112;19;;2;2;;66;19;3;19;;;5;4;2;4;1;1;1;1;1;3;5;2;3;69.257.882.174;0.1706474291
