NQUEST,NORD,NORDP,NESPLAV,EXLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,ETALAV2,LAVFATT1,LAVFATT2,LAVFATT3,LAVFATT4,LAVFATT5,LAVFATT6,LAVFATT7,ETAPEN,COPPU,PREVCOM,ANPREVCOM,MPREVCOM1,MPREVCOM,COPPIP,DOCSEZB,ETA,maxan
717624,3,3,,,,,,,,,,,,,,,,,,,,,,2,8,
717669,1,1,6,3,17,1,9,,31,3,4,1,2,5,6,7,60,60,2,,,,,2,37,25
717669,2,2,0,,,,,,,,,,,,,,,,,,,,,2,29,
717669,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
717669,4,10,,,,,,,,,,,,,,,,,,,,,,2,2,
717801,1,1,1,,18,2,,,,4,1,2,3,5,7,6,65,70,2,,,,,2,48,35
717801,2,2,0,,,,,,,,,,,,,,,,,,,,,2,46,
717801,3,3,1,,20,2,,,,,,,,,,,,,2,,,,,2,26,11
717801,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
717804,1,2,0,,,,,,,,,,,,,,,,,,,,,1,43,
717804,2,1,1,,40,1,8,,,,,,,,,,,,3,,,,,1,47,12
717809,1,1,1,,16,1,23,,,1,7,3,2,4,5,6,65,60,,,,,,2,38,27
717809,2,2,0,,,,,,,,,,,,,,,,,,,,,2,37,
717809,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
717809,4,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
717809,5,5,0,,,,,,,,,,,,,,,,,,,,,2,15,
717809,6,6,,,,,,,,,,,,,,,,,,,,,,2,10,
717834,1,1,0,,,,,,,,,,,,,,,,,,,,,2,60,
717858,1,1,0,,,,,,,,,,,,,,,,,,,,,2,83,
717865,1,1,1,,16,2,,,,1,3,4,7,5,2,6,70,50,2,,,,,2,30,19
717865,2,2,0,,,,,,,,,,,,,,,,,,,,,2,27,
717871,1,1,0,,,,,,,,,,,,,,,,,,,,,2,79,
717877,1,1,1,,32,1,10,,,1,6,7,2,4,3,5,65,80,2,,,,,2,42,15
717885,1,4,0,,,,,,,,,,,,,,,,,,,,,2,35,
717885,2,2,1,,20,2,,,,,,,,,,,,,,,,,,2,82,67
717885,3,3,1,,18,2,,,,,,,,,,,,,2,,,,,2,38,25
717885,4,5,,,,,,,,,,,,,,,,,,,,,,2,10,
717900,1,1,1,,31,1,2,,,7,1,4,2,6,5,3,65,80,2,,,,,2,35,9
717900,2,2,1,,29,1,2,,,,,,,,,,,,,,,,,2,36,12
717900,3,3,,,,,,,,,,,,,,,,,,,,,,2,2,
718005,1,1,1,,19,1,34,,,3,1,2,4,5,6,7,68,45,,,,,,2,55,41
718005,2,2,1,,24,1,25,,,,,,,,,,,,,,,,,2,49,30
718005,3,3,0,,,,,,,,,,,,,,,,,,,,,2,22,
718005,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
718006,1,1,4,3,19,1,2,,38,3,1,4,2,7,6,5,65,60,,,,,,2,39,25
718115,1,1,2,1,15,1,37,,,,,,,,,,,,,,,,,2,61,51
718115,2,2,2,1,15,1,20,,,,,,,,,,,,,,,,,2,62,52
718115,3,3,1,,20,1,15,,,,,,,,,,,,2,,,,,2,31,16
718463,1,1,1,,19,1,21,,,1,4,6,3,7,5,2,60,70,2,,,,,2,40,26
718506,1,1,2,1,21,1,40,,,,,,,,,,,,,,,,,2,79,63
718506,2,2,1,,18,1,3,,,,,,,,,,,,,,,,,2,73,60
718531,1,2,3,3,24,1,3,,26,6,2,5,7,1,3,4,70,40,,,,,,2,46,27
718531,2,1,2,3,23,1,2,,30,1,2,5,3,6,7,4,70,100,2,,,,,2,33,15
718531,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
718531,4,4,,,,,,,,,,,,,,,,,,,,,,2,4,
718600,1,1,1,,19,1,18,,,7,5,1,2,3,4,6,65,50,,,,,,2,37,23
718600,2,2,3,3,19,1,18,,29,3,5,6,7,1,2,4,60,50,,,,,,2,36,22
718600,3,3,,,,,,,,,,,,,,,,,,,,,,2,10,
718600,4,4,,,,,,,,,,,,,,,,,,,,,,2,7,
718624,1,1,2,1,15,1,38,,,,,,,,,,,,,,,,,2,61,51
718624,2,2,1,,22,1,4,,,,,,,,,,,,,,,,,2,51,34
718624,3,3,0,,,,,,,,,,,,,,,,,,,,,2,15,
718645,1,1,4,3,14,1,35,,,,,,,,,,,,,,,,,2,87,78
718674,1,1,4,3,26,1,36,,51,5,1,2,7,6,3,4,68,60,,,,,,2,60,39
718674,2,2,1,,26,1,29,,,5,2,6,1,3,4,7,65,60,,,,,,2,54,33
718674,3,3,1,,27,1,4,,,,,,,,,,,,,,,,,2,29,7
718674,4,4,1,,25,1,2,,,,,,,,,,,,,,,,,2,26,6
718674,5,5,1,,19,1,3,,,,,,,,,,,,,,,,,2,23,9
718738,1,1,1,,18,1,40,,,,,,,,,,,,,,,,,2,61,48
718752,1,10,3,3,15,1,29,,30,6,2,3,5,4,1,7,70,50,,,,,,2,48,38
718752,2,1,4,2,18,1,39,,,,,,,,,,,,,,,,,2,80,67
718764,1,2,0,,,,,,,,,,,,,,,,,,,,,2,53,
718764,2,1,1,,23,1,28,,,,,,,,,,,,2,,,,,2,52,34
718764,3,3,0,,,,,,,,,,,,,,,,,,,,,2,23,
718764,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
718767,1,1,1,,27,1,17,,,1,6,2,3,4,5,7,65,70,,,,,,2,57,35
718767,2,2,0,,,,,,,,,,,,,,,,,,,,,2,57,
718767,3,3,1,,23,1,7,,,,,,,,,,,,2,,,,,2,31,13
718772,1,1,1,,21,1,25,,,,,,,,,,,,,,,,,2,70,54
718772,2,2,1,,29,1,12,,,,,,,,,,,,,,,,,2,43,19
718772,3,3,1,,26,1,11,,,,,,,,,,,,2,,,,,2,39,18
718812,1,1,1,,25,1,10,,,1,6,3,4,2,5,7,65,60,2,,,,,2,36,16
718832,1,1,2,1,15,1,36,,24,4,1,3,2,5,7,6,60,75,2,,,,,2,58,48
718832,2,2,1,,15,1,36,,,,,,,,,,,,,,,,,2,60,50
718832,3,4,0,,,,,,,,,,,,,,,,,,,,,2,31,
718837,1,1,1,,23,1,37,,,,,,,,,,,,,,,,,2,63,45
718837,2,2,1,,27,1,29,,,,,,,,,,,,,,,,,2,58,36
718837,3,3,0,,,,,,,,,,,,,,,,,,,,,2,27,
718837,4,4,0,,,,,,,,,,,,,,,,,,,,,2,26,
719025,1,1,1,,23,1,30,,,1,4,5,7,3,2,6,65,70,2,,,,,2,55,37
719025,2,2,1,,14,1,26,,,,,,,,,,,,2,,,,,2,42,33
719033,1,1,1,,22,1,33,,,,,,,,,,,,,,,,,2,67,50
719033,2,98,1,,28,1,41,,,,,,,,,,,,,,,,,2,79,56
719109,1,1,1,,18,1,20,,,1,3,4,2,5,7,6,65,80,1,2007,1,,80,2,50,37
719109,2,2,1,,22,1,15,,,1,4,5,2,6,3,7,60,80,1,2007,1,,80,2,47,30
719109,3,3,0,,,,,,,,,,,,,,,,,,,,,2,21,
719109,4,4,4,1,18,1,10,,30,,,,,,,,,,2,,,,,2,33,20
719334,1,1,0,,,,,,,,,,,,,,,,,,,,,2,35,
719334,2,2,,,,,,,,,,,,,,,,,,,,,,2,14,
719334,3,3,,,,,,,,,,,,,,,,,,,,,,2,14,
719358,1,1,1,,27,1,44,,,,,,,,,,,,,,,,,2,79,57
719437,1,1,1,,27,1,38,,,1,5,3,2,7,6,4,65,96,,,,,,2,64,42
719437,2,2,2,1,18,1,10,,,,,,,,,,,,,,,,,2,62,49
719437,3,3,1,,23,1,6,,,,,,,,,,,,,,,,,2,29,11
719528,1,1,1,,12,2,,,,3,1,2,4,6,5,7,60,60,3,,,,,2,39,32
719556,1,1,1,,14,1,20,,,1,4,2,3,6,5,7,65,60,3,,,,,2,58,49
719565,1,1,1,,20,1,25,,,,,,,,,,,,,,,,,2,64,49
719565,2,2,1,,30,1,30,,,,,,,,,,,,2,,,,,2,60,35
719565,3,3,1,,30,1,4,,,,,,,,,,,,,,,,,2,34,9
719565,4,4,1,,29,1,2,,,,,,,,,,,,,,,,,2,31,7
719571,1,1,1,,24,1,16,,,1,4,3,2,5,6,7,65,60,2,,,,,2,52,33
719571,2,2,1,,32,1,10,,,,,,,,,,,,2,,,,,2,48,21
719571,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
719571,4,4,0,,,,,,,,,,,,,,,,,,,,,2,17,
719606,1,1,2,1,20,1,39,,,,,,,,,,,,,,,,,2,64,49
719609,1,1,2,1,24,1,35,,,,,,,,,,,,,,,,,2,89,70
719611,1,2,1,,30,1,30,,,,,,,,,,,,,,,,,2,62,37
719611,2,1,1,,25,1,30,,,,,,,,,,,,,,,,,2,72,52
719611,3,3,0,,,,,,,,,,,,,,,,,,,,,2,52,
719613,1,3,0,,,,,,,,,,,,,,,,,,,,,2,27,
719615,1,1,1,,20,1,30,,,,,,,,,,,,,,,,,2,77,62
719615,2,2,0,,,,,,,,,,,,,,,,,,,,,2,72,
719615,3,3,1,,25,1,1,,,,,,,,,,,,,,,,,2,31,11
719615,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
719656,1,1,1,,23,1,10,,,,,,,,,,,,,,,,,2,50,32
719656,2,2,0,,,,,,,,,,,,,,,,,,,,,2,50,
719656,3,3,0,,,,,,,,,,,,,,,,,,,,,2,46,
719656,4,4,1,,25,1,18,,,,,,,,,,,,,,,,,2,43,23
719656,5,5,0,,,,,,,,,,,,,,,,,,,,,2,24,
719656,6,6,0,,,,,,,,,,,,,,,,,,,,,2,22,
719666,1,1,1,,15,1,40,,,,,,,,,,,,,,,,,2,82,72
719666,2,2,1,,28,1,2,,,4,1,2,3,6,7,5,70,50,2,,,,,2,41,18
719679,1,1,1,,25,1,40,,,,,,,,,,,,,,,,,2,73,53
719679,2,2,1,,35,1,7,,,,,,,,,,,,,,,,,2,49,19
719702,1,1,1,,23,1,22,,,7,1,2,3,4,6,5,65,60,,,,,,2,44,26
719702,2,2,1,,30,1,15,,,,,,,,,,,,,,,,,2,45,20
719712,1,2,1,,40,1,20,,,,,,,,,,,,,,,,,2,79,44
719712,2,1,1,,18,1,25,,,,,,,,,,,,,,,,,2,81,68
719722,1,1,1,,16,1,15,,,,,,,,,,,,,,,,,2,81,70
719722,2,2,2,3,20,2,,,,,,,,,,,,,,,,,,2,57,42
719763,1,1,1,,31,1,8,,,4,2,1,3,7,6,5,65,80,,,,,,2,38,12
719763,2,2,1,,20,1,40,,,,,,,,,,,,,,,,,2,71,56
719763,3,3,1,,19,1,40,,,,,,,,,,,,,,,,,2,70,56
719763,4,4,1,,32,1,7,,,,,,,,,,,,,,,,,2,40,13
719801,1,1,0,,,,,,,,,,,,,,,,,,,,,2,81,
719801,2,2,2,1,18,1,30,,22,1,4,5,6,2,3,7,64,80,,,,,,2,51,38
719801,3,3,1,,25,1,12,,,,,,,,,,,,2,,,,,2,43,23
719810,1,1,3,1,23,1,36,,,,,,,,,,,,,,,,,2,61,43
719810,2,2,0,,,,,,,,,,,,,,,,,,,,,2,53,
719810,3,4,1,,26,1,1,,,,,,,,,,,,,,,,,2,27,6
719840,1,1,4,1,16,1,31,,53,1,3,4,5,6,7,2,65,40,2,,,,,2,54,43
719840,2,2,1,,34,1,10,,,,,,,,,,,,2,,,,,2,44,15
719840,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
719840,4,4,,,,,,,,,,,,,,,,,,,,,,2,7,
719940,1,1,1,,19,1,2,,,5,2,4,3,1,6,7,65,75,2,,,,,2,22,8
719963,1,1,1,,21,1,26,,,2,3,4,6,7,1,5,60,80,,,,,,2,46,30
719963,2,2,1,,22,1,27,,,2,3,4,5,7,6,1,65,80,,,,,,2,48,31
719963,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
719963,4,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
719963,5,5,,,,,,,,,,,,,,,,,,,,,,2,4,
720003,1,1,1,,20,1,10,,,1,5,4,6,2,3,7,65,80,,,,,,2,35,20
720003,2,2,1,,16,1,13,,,1,7,5,6,4,3,2,60,70,2,,,,,2,32,21
720003,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
720003,4,4,,,,,,,,,,,,,,,,,,,,,,2,2,
720009,1,1,1,,24,1,35,,,,,,,,,,,,,,,,,1,81,62
720009,2,2,1,,20,1,20,,,,,,,,,,,,,,,,,1,73,58
720110,1,1,3,3,14,1,5,,,,,,,,,,,,,,,,,2,54,45
720110,2,2,0,,,,,,,,,,,,,,,,,,,,,2,52,
720116,1,1,3,3,23,1,30,,40,1,7,4,3,2,5,6,60,70,,,,,,2,55,37
720116,2,2,1,,24,1,30,,,,,,,,,,,,3,,,,,2,54,35
720116,3,3,0,,,,,,,,,,,,,,,,,,,,,2,22,
720116,4,5,,,,,,,,,,,,,,,,,,,,,,2,4,
720117,1,1,1,,30,1,12,,,5,3,4,7,2,1,6,70,50,,,,,,2,42,17
720117,2,2,3,3,25,1,15,,30,,,,,,,,,,,,,,,2,45,25
720117,3,3,,,,,,,,,,,,,,,,,,,,,,2,10,
720117,4,4,,,,,,,,,,,,,,,,,,,,,,2,7,
720138,1,1,3,3,17,1,24,,28,6,2,3,4,7,5,1,65,50,,,,,,2,45,33
720138,2,2,0,,,,,,,,,,,,,,,,,,,,,2,40,
720138,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
720138,4,4,,,,,,,,,,,,,,,,,,,,,,2,11,
720139,1,1,1,,19,1,40,,,,,,,,,,,,,,,,,2,67,53
720139,2,2,1,,26,1,33,,,,,,,,,,,,2,,,,,2,58,37
720139,3,3,0,,,,,,,,,,,,,,,,,,,,,2,38,
720157,1,1,1,,20,1,20,,,1,4,3,2,7,5,6,67,70,,,,,,2,62,47
720157,2,2,0,,,,,,,,,,,,,,,,,,,,,2,55,
720161,1,1,1,,14,1,20,,,,,,,,,,,,,,,,,2,68,59
720161,2,2,1,,16,2,,,,,,,,,,,,,,,,,,2,62,51
720161,3,10,1,,15,1,5,,,,,,,,,,,,,,,,,2,35,25
720163,1,1,1,,25,1,27,,,1,2,5,4,3,6,7,65,100,2,,,,,2,52,32
720163,2,2,0,,,,,,,,,,,,,,,,,,,,,2,22,
720163,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
720209,1,2,1,,27,1,25,,,2,3,4,1,5,6,7,65,73,,,,,,2,52,30
720209,2,1,3,1,19,1,30,,30,,,,,,,,,,2,,,,,2,54,40
720209,3,3,0,,,,,,,,,,,,,,,,,,,,,2,32,
720209,4,4,0,,,,,,,,,,,,,,,,,,,,,2,29,
720209,5,5,1,,18,1,1,,,,,,,,,,,,,,,,,2,19,6
720256,1,2,2,1,19,1,4,,,,,,,,,,,,,,,,,2,40,26
720256,2,1,2,1,14,1,20,,28,,,,,,,,,,1,2007,1,,,2,41,32
720256,3,3,,,,,,,,,,,,,,,,,,,,,,2,11,
720256,4,4,,,,,,,,,,,,,,,,,,,,,,2,6,
720312,1,1,1,,30,2,,,,1,3,5,6,4,7,2,60,70,2,,,,,2,46,21
720312,2,2,1,,20,1,24,,,,,,,,,,,,,,,,,2,44,29
720312,3,3,,,,,,,,,,,,,,,,,,,,,,2,14,
720373,1,1,1,,47,1,,3,,5,1,3,6,2,4,7,65,10,2,,,,,2,48,6
720373,2,2,1,,17,1,35,,,,,,,,,,,,2,,,,,2,52,40
720373,3,3,2,1,20,1,2,,24,,,,,,,,,,2,,,,,2,25,10
720373,4,4,1,,17,2,,,,,,,,,,,,,2,,,,,2,18,6
720404,1,1,1,,23,1,20,,,1,4,7,3,5,2,6,65,60,2,,,,,2,50,32
720404,2,2,1,,46,2,,,,1,5,3,2,4,6,7,65,30,3,,,,,2,47,6
720404,3,4,1,,20,2,,,,2,1,4,7,3,6,5,65,30,3,,,,,2,21,6
720404,4,5,,,,,,,,,,,,,,,,,,,,,,2,11,
720416,1,1,2,3,16,1,27,,,,,,,,,,,,,,,,,2,65,54
720416,2,2,0,,,,,,,,,,,,,,,,,,,,,2,56,
720416,3,3,2,3,23,1,5,,29,1,4,2,5,7,3,6,65,60,2,,,,,2,31,13
720503,1,2,0,,,,,,,,,,,,,,,,,,,,,2,46,
720503,2,1,0,,,,,,,,,,,,,,,,,,,,,2,76,
720503,3,3,,,,,,,,,,,,,,,,,,,,,,2,11,
720566,1,2,0,,,,,,,,,,,,,,,,,,,,,2,39,
720566,2,1,1,,22,1,10,,,,,,,,,,,,2,,,,,2,43,26
720566,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
720566,4,4,,,,,,,,,,,,,,,,,,,,,,2,12,
720566,5,5,,,,,,,,,,,,,,,,,,,,,,2,7,
720566,6,6,,,,,,,,,,,,,,,,,,,,,,2,3,
720593,1,2,0,,,,,,,,,,,,,,,,,,,,,2,64,
720593,2,1,1,,15,1,35,,,,,,,,,,,,,,,,,2,72,62
720603,1,2,0,,,,,,,,,,,,,,,,,,,,,2,22,
720603,2,1,1,,12,2,,,,,,,,,,,,,2,,,,,2,28,21
720603,3,3,,,,,,,,,,,,,,,,,,,,,,2,6,
720603,4,4,,,,,,,,,,,,,,,,,,,,,,2,2,
720610,1,1,2,3,22,1,26,,49,1,4,5,6,2,3,7,65,60,2,,,,,2,59,42
720610,2,2,0,,,,,,,,,,,,,,,,,,,,,2,61,
720610,3,3,1,,33,2,,,,,,,,,,,,,2,,,,,2,34,6
720610,4,4,0,,,,,,,,,,,,,,,,,,,,,2,31,
720610,5,5,0,,,,,,,,,,,,,,,,,,,,,2,26,
720634,1,1,1,,25,1,31,,,1,7,4,2,5,3,6,65,80,,,,,,2,56,36
720634,2,2,0,,,,,,,,,,,,,,,,,,,,,2,50,
720634,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
720784,1,2,0,,,,,,,,,,,,,,,,,,,,,2,72,
720784,2,1,1,,30,1,35,,,,,,,,,,,,,,,,,2,88,63
720854,1,1,0,,,,,,,,,,,,,,,,,,,,,2,74,
720883,1,2,0,,,,,,,,,,,,,,,,,,,,,2,26,
720883,2,1,1,,25,1,8,,,,,,,,,,,,2,,,,,2,33,13
720883,3,3,,,,,,,,,,,,,,,,,,,,,,2,8,
720889,1,2,0,,,,,,,,,,,,,,,,,,,,,2,71,
720889,2,1,1,,22,1,35,,,,,,,,,,,,,,,,,2,78,61
720889,3,3,1,,37,1,2,,,1,4,2,5,6,7,3,65,60,2,,,,,2,39,7
721201,1,1,2,1,20,1,24,,35,5,7,1,2,3,6,4,65,50,2,,,,,2,43,28
721201,2,2,1,,20,1,7,,,,,,,,,,,,,,,,,2,40,25
721201,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
721201,4,4,,,,,,,,,,,,,,,,,,,,,,2,2,
721203,1,1,1,,25,1,33,,,4,1,3,2,7,5,6,65,70,,,,,,2,58,38
721203,2,2,0,,,,,,,,,,,,,,,,,,,,,2,50,
721203,3,3,0,,,,,,,,,,,,,,,,,,,,,2,29,
721203,4,4,,,,,,,,,,,,,,,,,,,,,,2,13,
721260,1,1,0,,,,,,,,,,,,,,,,,,,,,2,90,
721303,1,1,2,1,15,1,42,,18,3,4,6,7,5,2,1,57,95,,,,,,2,56,46
721303,2,2,0,,,,,,,,,,,,,,,,,,,,,2,50,
721303,3,3,1,,19,1,8,,,,,,,,,,,,,,,,,2,27,13
721303,4,4,1,,23,1,2,,,1,4,6,7,2,3,5,65,60,2,,,,,2,25,7
721520,1,1,1,,16,1,32,,,1,4,2,5,3,7,6,60,60,2,,,,,2,48,37
721520,2,2,1,,15,1,20,,,1,4,2,3,6,7,5,70,50,1,2010,,2,52,2,47,37
721520,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
721520,4,4,0,,,,,,,,,,,,,,,,,,,,,2,16,
721521,1,2,3,1,14,1,15,,,,,,,,,,,,,,,,,1,56,47
721521,2,1,1,,18,1,37,,,,,,,,,,,,,,,,,1,63,50
721521,3,3,0,,,,,,,,,,,,,,,,,,,,,1,18,
721521,4,4,0,,,,,,,,,,,,,,,,,,,,,1,17,
721548,1,2,1,,18,1,33,,,1,6,4,2,5,7,3,59,70,1,2007,1,,80,2,52,39
721548,2,1,2,3,18,1,30,,38,,,,,,,,,,,,,,,2,54,41
721602,1,1,1,,14,1,40,,,,,,,,,,,,,,,,,2,58,49
721602,2,2,1,,17,1,32,,,,,,,,,,,,2,,,,,2,56,44
721628,1,1,2,1,16,1,13,,26,1,6,4,2,3,5,7,60,65,2,,,,,2,30,19
721631,1,1,1,,14,1,40,,,,,,,,,,,,,,,,,2,89,80
721631,2,2,1,,23,1,37,,,,,,,,,,,,,,,,,2,82,64
721717,1,1,5,3,21,1,23,,31,4,5,1,2,3,6,7,65,65,2,,,,,2,44,28
721717,2,2,2,1,18,1,9,,27,5,1,2,3,4,7,6,65,65,1,2007,1,,70,2,35,22
721717,3,3,,,,,,,,,,,,,,,,,,,,,,2,11,
721717,4,4,,,,,,,,,,,,,,,,,,,,,,2,5,
721735,1,1,2,1,18,1,48,,,,,,,,,,,,,,,,,1,86,73
721747,1,1,1,,19,1,36,,,,,,,,,,,,,,,,,2,71,57
721747,2,2,1,,17,1,22,,,,,,,,,,,,,,,,,2,68,56
721777,1,1,5,1,20,1,33,,20,7,1,4,3,5,6,2,60,80,3,,,,,2,53,38
721777,2,2,3,1,19,1,30,,20,4,3,2,1,5,7,6,60,90,,,,,,2,49,35
721777,3,3,0,,,,,,,,,,,,,,,,,,,,,2,21,
721777,4,4,0,,,,,,,,,,,,,,,,,,,,,2,15,
721804,1,1,0,,,,,,,,,,,,,,,,,,,,,2,44,
721804,2,2,5,1,16,1,34,,22,,,,,,,,,,2,,,,,2,50,39
721804,3,3,0,,,,,,,,,,,,,,,,,,,,,2,20,
721806,1,1,2,1,14,1,41,,,,,,,,,,,,,,,,,2,74,65
721806,2,2,1,,17,1,11,,,,,,,,,,,,,,,,,2,62,50
721843,1,1,2,1,14,1,40,,,,,,,,,,,,,,,,,2,61,52
721843,2,2,1,,23,1,25,,,,,,,,,,,,,,,,,2,63,45
721843,3,3,3,1,20,1,4,,33,,,,,,,,,,2,,,,,2,34,19
721862,1,1,1,,24,1,35,,,,,,,,,,,,,,,,,2,71,52
721862,2,2,0,,,,,,,,,,,,,,,,,,,,,2,65,
721871,1,1,5,1,18,1,25,,22,3,1,6,5,4,2,7,65,70,2,,,,,2,48,35
721871,2,2,1,,38,1,10,,,1,2,5,3,4,7,6,65,70,,,,,,2,48,15
721871,3,3,0,,,,,,,,,,,,,,,,,,,,,2,20,
721871,4,4,,,,,,,,,,,,,,,,,,,,,,2,11,
721872,1,1,1,,31,1,30,,,,,,,,,,,,,,,,,2,74,48
722003,1,1,5,1,16,1,40,,,,,,,,,,,,,,,,,2,69,58
722007,1,1,4,1,20,1,30,,45,1,2,4,3,7,6,5,60,40,1,2007,1,,60,2,53,38
722013,1,1,5,1,19,1,16,,27,1,7,3,2,4,6,5,65,60,2,,,,,2,37,23
722021,1,1,3,1,20,1,17,,23,1,4,5,7,6,2,3,65,60,,,,,,2,37,22
722021,2,2,,,,,,,,,,,,,,,,,,,,,,2,9,
722041,1,1,4,1,14,1,35,,,,,,,,,,,,,,,,,2,68,59
722041,2,2,5,1,14,1,35,,,,,,,,,,,,,,,,,2,66,57
722056,1,1,1,,35,1,30,,,,,,,,,,,,,,,,,2,76,46
722075,1,1,4,1,23,1,25,,40,1,4,7,2,6,3,5,60,50,1,2007,1,,70,2,49,31
722104,1,1,0,,,,,,,,,,,,,,,,,,,,,2,71,
722116,1,1,10,3,16,1,7,,47,1,4,3,5,2,7,6,60,50,2,,,,,2,52,41
722116,2,2,5,3,15,1,5,,47,,,,,,,,,,2,,,,,2,49,39
722139,1,1,6,1,10,1,37,,48,1,4,3,2,5,6,7,65,50,2,,,,,2,59,54
722141,1,1,8,3,22,1,10,,33,1,4,5,3,2,7,6,70,60,2,,,,,2,40,23
722141,2,2,4,3,22,1,5,,33,,,,,,,,,,2,,,,,2,38,21
722141,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
722141,4,4,,,,,,,,,,,,,,,,,,,,,,2,7,
722145,1,1,2,2,14,1,57,,20,1,5,3,4,2,6,7,75,50,,,,,,2,71,62
722145,2,2,0,,,,,,,,,,,,,,,,,,,,,2,72,
722146,1,1,2,3,19,1,7,,33,6,1,7,2,5,4,3,65,50,2,,,,,2,40,26
722146,2,2,2,3,20,1,10,,29,,,,,,,,,,2,,,,,2,33,18
722212,1,1,1,,26,1,3,,,5,3,4,1,2,6,7,65,50,2,,,,,2,38,17
722212,2,2,,,,,,,,,,,,,,,,,,,,,,2,9,
722258,1,1,6,3,20,1,26,,38,2,5,6,3,4,1,7,65,90,2,,,,,2,46,31
722258,2,2,7,3,16,1,28,,28,,,,,,,,,,3,,,,,2,48,37
722258,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
722258,4,4,,,,,,,,,,,,,,,,,,,,,,2,13,
722259,1,2,4,3,14,1,40,,,,,,,,,,,,,,,,,2,63,54
722259,2,1,4,3,14,1,40,,,,,,,,,,,,,,,,,2,72,63
722310,1,1,3,3,16,1,42,,23,1,5,2,4,6,3,7,65,50,,,,,,1,61,50
722310,2,2,2,3,19,1,34,,,,,,,,,,,,,,,,,1,64,50
722321,1,1,6,1,18,1,23,,39,5,1,7,3,2,4,6,56,50,1,2007,,2,80,2,41,28
722321,2,2,,,,,,,,,,,,,,,,,,,,,,2,4,
722324,1,1,4,1,22,1,33,,,,,,,,,,,,,,,,,2,71,54
722324,2,2,0,,,,,,,,,,,,,,,,,,,,,2,68,
722331,1,1,10,1,14,1,35,,,,,,,,,,,,,,,,,2,64,55
722331,2,2,4,1,16,1,36,,,,,,,,,,,,,,,,,2,64,53
722353,1,1,3,1,15,1,35,,42,1,2,4,3,5,6,7,66,70,2,,,,,2,64,54
722353,2,2,3,1,20,1,15,,,,,,,,,,,,,,,,,2,60,45
722353,3,10,2,3,23,2,,,25,,,,,,,,,,,,,,,2,28,10
722364,1,1,5,1,20,1,15,,36,1,4,5,2,7,3,6,65,50,2,,,,,2,41,26
722364,2,2,,,,,,,,,,,,,,,,,,,,,,2,13,
722365,1,1,3,1,19,1,32,,22,4,1,3,2,6,5,7,65,65,1,2007,,12,80,2,51,37
722365,2,2,3,1,17,1,3,,,,,,,,,,,,,,,,,2,49,37
722365,3,3,1,,19,1,1,,,,,,,,,,,,2,,,,,2,20,6
722378,1,1,8,1,15,1,35,,,,,,,,,,,,,,,,,2,60,50
722378,2,2,3,1,18,1,37,,,,,,,,,,,,,,,,,2,61,48
722447,1,1,1,,14,1,15,,,1,3,4,7,2,5,6,65,70,2,,,,,2,43,34
722447,2,2,0,,,,,,,,,,,,,,,,,,,,,2,42,
722447,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
722447,4,4,,,,,,,,,,,,,,,,,,,,,,2,4,
722505,1,1,1,,20,1,35,,,,,,,,,,,,,,,,,2,65,50
722509,1,1,2,3,21,1,22,,25,4,5,6,7,3,1,2,65,65,2,,,,,2,48,32
722509,2,2,1,,22,1,20,,,,,,,,,,,,2,,,,,2,42,25
722509,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
722509,4,4,,,,,,,,,,,,,,,,,,,,,,2,11,
722518,1,1,1,,28,1,12,,,5,1,2,7,6,3,4,99,40,,,,,,1,40,17
722518,2,2,1,,26,1,14,,,,,,,,,,,,1,2007,1,,,1,40,19
722518,3,3,,,,,,,,,,,,,,,,,,,,,,1,7,
722518,4,4,,,,,,,,,,,,,,,,,,,,,,1,4,
722601,1,1,1,,23,1,12,,,1,2,3,4,5,6,7,65,50,,,,,,2,44,26
722601,2,2,0,,,,,,,,,,,,,,,,,,,,,2,41,
