NQUEST,NORD,NORDP,NESPLAV,EXLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,ETALAV2,LAVFATT1,LAVFATT2,LAVFATT3,LAVFATT4,LAVFATT5,LAVFATT6,LAVFATT7,ETAPEN,COPPU,PREVCOM,ANPREVCOM,MPREVCOM1,MPREVCOM,COPPIP,DOCSEZB,ETA,maxan
722601,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
722608,1,1,3,1,12,1,4,,,,,,,,,,,,,,,,,2,35,28
722608,2,2,0,,,,,,,,,,,,,,,,,,,,,2,31,
722608,3,3,,,,,,,,,,,,,,,,,,,,,,2,4,
722647,1,1,4,1,15,1,36,,,,,,,,,,,,,,,,,2,87,77
722678,1,1,2,3,26,1,32,,,,,,,,,,,,,,,,,2,80,59
722678,2,2,0,,,,,,,,,,,,,,,,,,,,,2,74,
722704,1,2,1,,26,1,14,,,5,1,6,3,2,4,7,60,70,2,,,,,2,41,20
722704,2,1,1,,20,1,22,,,,,,,,,,,,,,,,,2,44,29
722704,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
722704,4,4,,,,,,,,,,,,,,,,,,,,,,2,6,
722704,5,5,,,,,,,,,,,,,,,,,,,,,,2,4,
722720,1,1,1,,24,1,36,,,,,,,,,,,,,,,,,2,63,44
722720,2,2,1,,27,1,35,,,,,,,,,,,,,,,,,2,63,41
722743,1,1,1,,20,1,20,,,1,5,6,3,2,4,7,65,70,2,,,,,2,46,31
722743,2,2,1,,16,1,35,,,,,,,,,,,,,,,,,2,61,50
722743,3,3,,,,,,,,,,,,,,,,,,,,,,2,14,
722807,1,1,5,3,20,1,18,,46,2,5,1,3,4,7,6,65,70,2,,,,,2,46,31
722807,2,10,7,3,17,1,20,,39,,,,,,,,,,2,,,,,2,43,31
722807,3,10,,,,,,,,,,,,,,,,,,,,,,2,1,
722853,1,1,3,3,20,1,20,,45,5,2,3,4,6,7,1,65,50,,,,,,2,46,31
722853,2,10,2,3,23,2,,,30,2,3,6,7,1,4,5,60,60,,,,,,2,39,21
722853,3,10,,,,,,,,,,,,,,,,,,,,,,2,8,
722853,4,10,,,,,,,,,,,,,,,,,,,,,,2,7,
722875,1,1,1,,25,1,18,,,1,3,2,5,6,7,4,60,60,,,,,,2,44,24
723200,1,1,4,1,16,1,36,,,,,,,,,,,,,,,,,2,72,61
723200,2,2,1,,20,1,30,,,,,,,,,,,,,,,,,2,70,55
723204,1,1,1,,16,1,35,,,,,,,,,,,,,,,,,2,80,69
723207,1,2,1,,14,1,7,,,1,5,3,4,6,2,7,65,50,2,,,,,2,37,28
723207,2,1,2,1,17,1,20,,30,,,,,,,,,,2,,,,,2,44,32
723207,3,3,0,,,,,,,,,,,,,,,,,,,,,2,15,
723448,1,2,1,,20,1,30,,,5,2,6,3,7,1,4,71,0,,,,,,2,71,56
723463,1,1,1,,21,1,15,,,1,2,7,4,5,6,3,65,70,1,2007,1,,80,2,36,20
723480,1,1,1,,30,1,17,,,,,,,,,,,,,,,,,1,79,54
723480,2,2,0,,,,,,,,,,,,,,,,,,,,,1,102,
723492,1,1,2,1,15,1,39,,,,,,,,,,,,,,,,,2,67,57
723504,1,2,1,,22,1,8,,,5,1,3,4,2,6,7,65,60,2,,,,,2,35,18
723504,2,1,1,,24,1,15,,,,,,,,,,,,2,,,,,2,37,18
723504,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
723504,4,4,,,,,,,,,,,,,,,,,,,,,,2,4,
723506,1,1,1,,19,1,2,,,1,7,3,4,6,2,5,65,70,3,,,,,1,22,8
723506,2,2,1,,20,1,37,,,,,,,,,,,,,,,,,1,57,42
723506,3,3,1,,20,1,34,,,,,,,,,,,,,,,,,1,53,38
723506,4,4,0,,,,,,,,,,,,,,,,,,,,,1,17,
723507,1,2,4,3,16,1,30,,,,,,,,,,,,,,,,,2,72,61
723507,2,1,4,3,16,1,38,,,,,,,,,,,,,,,,,2,73,62
723535,1,1,3,1,21,1,40,,,,,,,,,,,,,,,,,2,65,49
723536,1,1,4,3,15,1,35,,,,,,,,,,,,,,,,,2,64,54
723536,2,2,2,1,26,1,9,,32,,,,,,,,,,1,2007,,1,,2,35,14
723536,3,3,1,,23,1,15,,,,,,,,,,,,,,,,,2,92,74
723629,1,1,1,,22,1,29,,,4,1,3,6,7,2,5,60,70,,,,,,2,52,35
723666,1,1,6,1,19,1,35,,,,,,,,,,,,,,,,,1,69,55
723666,2,2,5,1,24,1,37,,,,,,,,,,,,,,,,,1,72,53
723745,1,1,3,1,11,1,42,,,,,,,,,,,,,,,,,1,84,78
723745,2,2,0,,,,,,,,,,,,,,,,,,,,,1,82,
723934,1,1,3,3,23,1,36,,54,1,6,2,4,3,5,7,70,60,,,,,,2,68,50
723986,1,2,1,,20,1,24,,,,,,,,,,,,,,,,,1,68,53
723986,2,1,1,,16,1,42,,,,,,,,,,,,,,,,,1,72,61
724042,1,1,2,3,14,1,36,,,,,,,,,,,,,,,,,2,66,57
724103,1,1,2,1,12,2,,,,,,,,,,,,,,,,,,1,80,73
724108,1,1,1,,24,1,15,,,,,,,,,,,,,,,,,1,62,43
724108,2,2,1,,13,1,40,,,,,,,,,,,,,,,,,1,70,62
724108,3,4,1,,22,2,,,,,,,,,,,,,,,,,,1,30,13
724132,1,1,3,1,17,1,12,,37,4,1,5,6,2,3,7,65,70,3,,,,,1,44,32
724132,2,2,2,1,17,2,,,,,,,,,,,,,,,,,,1,21,9
724132,3,3,0,,,,,,,,,,,,,,,,,,,,,1,20,
724209,1,1,0,,,,,,,,,,,,,,,,,,,,,2,43,
724209,2,2,5,1,15,1,20,,34,,,,,,,,,,2,,,,,2,45,35
724209,3,3,0,,,,,,,,,,,,,,,,,,,,,2,20,
724209,4,4,,,,,,,,,,,,,,,,,,,,,,2,14,
724209,5,5,,,,,,,,,,,,,,,,,,,,,,2,11,
724210,1,1,2,3,14,1,40,,,,,,,,,,,,,,,,,2,64,55
724210,2,2,1,,34,1,27,,,,,,,,,,,,2,,,,,2,60,31
724211,1,1,1,,18,1,30,,,,,,,,,,,,,,,,,2,66,53
724213,1,1,1,,20,1,20,,,1,3,2,5,7,6,4,65,50,2,,,,,2,40,25
724307,1,1,0,,,,,,,,,,,,,,,,,,,,,2,58,
724307,2,2,1,,20,1,40,,,,,,,,,,,,,,,,,2,66,51
724307,3,3,2,1,24,1,4,,37,,,,,,,,,,2,,,,,2,37,18
724333,1,1,1,,18,1,42,,,2,4,3,1,6,5,7,62,60,2,,,,,2,60,47
724333,2,2,0,,,,,,,,,,,,,,,,,,,,,2,58,
724353,1,1,1,,20,1,6,,,4,2,3,6,5,7,1,60,70,2,,,,,2,26,11
724509,1,1,1,,14,1,45,,,,,,,,,,,,,,,,,2,64,55
724509,2,2,0,,,,,,,,,,,,,,,,,,,,,2,56,
724509,3,3,1,,31,1,2,,,,,,,,,,,,3,,,,,2,33,7
724523,1,1,2,3,20,1,20,,,,,,,,,,,,,,,,,2,53,38
724537,1,1,3,3,16,1,36,,50,1,5,3,2,4,6,7,63,60,2,,,,,2,61,50
724537,2,2,1,,19,1,38,,,,,,,,,,,,,,,,,2,59,45
724537,3,3,0,,,,,,,,,,,,,,,,,,,,,2,35,
724543,1,4,1,,17,2,,,,,,,,,,,,,,,,,,2,22,10
724543,2,1,1,,21,1,38,,,,,,,,,,,,2,,,,,2,58,42
724543,3,2,1,,25,1,27,,,,,,,,,,,,2,,,,,2,52,32
724543,4,3,1,,14,2,,,,,,,,,,,,,,,,,,2,29,20
724635,1,1,1,,20,1,6,,,2,1,4,5,6,7,3,65,70,2,,,,,2,26,11
724635,2,2,,,,,,,,,,,,,,,,,,,,,,2,5,
724636,1,1,0,,,,,,,,,,,,,,,,,,,,,2,66,
724636,2,2,1,,21,1,38,,,,,,,,,,,,,,,,,2,75,59
724665,1,1,1,,30,1,9,,,2,1,4,6,3,5,7,65,60,2,,,,,2,39,14
724665,2,2,3,1,31,1,13,,39,,,,,,,,,,2,,,,,2,44,18
724665,3,3,,,,,,,,,,,,,,,,,,,,,,2,11,
724665,4,4,,,,,,,,,,,,,,,,,,,,,,2,6,
724708,1,1,1,,20,1,10,,,1,5,3,2,4,6,7,65,70,2,,,,,2,44,29
724708,2,2,0,,,,,,,,,,,,,,,,,,,,,2,36,
724708,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
724708,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
724708,5,5,,,,,,,,,,,,,,,,,,,,,,2,4,
724711,1,1,1,,18,1,33,,,,,,,,,,,,,,,,,2,68,55
724711,2,2,1,,16,1,38,,,,,,,,,,,,,,,,,2,63,52
724714,1,1,1,,22,1,21,,,1,2,5,3,4,7,6,70,75,,,,,,2,49,32
724714,2,2,2,3,22,1,21,,41,,,,,,,,,,2,,,,,2,43,26
724714,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
724714,4,4,,,,,,,,,,,,,,,,,,,,,,2,10,
724818,1,1,1,,15,1,4,,,,,,,,,,,,,,,,,2,79,69
724867,1,1,1,,23,1,30,,,1,4,3,5,2,7,6,60,80,2,,,,,2,53,35
724867,2,2,1,,24,1,17,,,,,,,,,,,,2,,,,,2,40,21
724867,3,3,0,,,,,,,,,,,,,,,,,,,,,2,15,
724899,1,2,2,1,19,1,5,,,,,,,,,,,,,,,,,2,44,30
724899,2,1,1,,26,1,35,,,,,,,,,,,,,,,,,2,62,41
724899,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
724926,1,2,2,1,18,1,24,,20,4,2,1,5,3,6,7,65,80,2,,,,,2,44,31
724926,2,1,2,1,17,1,32,,20,,,,,,,,,,,,,,,2,57,45
724926,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
724926,4,4,,,,,,,,,,,,,,,,,,,,,,2,9,
724966,1,1,0,,,,,,,,,,,,,,,,,,,,,2,87,
725067,1,1,0,,,,,,,,,,,,,,,,,,,,,2,86,
725100,1,1,2,1,16,1,40,,,,,,,,,,,,,,,,,2,75,64
725100,2,2,2,1,17,1,35,,,,,,,,,,,,,,,,,2,71,59
725206,1,1,1,,18,1,40,,,,,,,,,,,,,,,,,2,59,46
725206,2,2,2,1,22,1,27,,26,,,,,,,,,,2,,,,,2,48,31
725206,3,3,,,,,,,,,,,,,,,,,,,,,,2,9,
725236,1,1,3,1,17,1,35,,,,,,,,,,,,,,,,,1,70,58
725509,1,1,2,1,14,1,37,,,,,,,,,,,,,,,,,1,75,66
725509,2,2,2,1,14,1,15,,,,,,,,,,,,,,,,,1,70,61
725535,1,1,3,1,15,1,32,,33,1,3,2,4,5,6,7,57,80,2,,,,,2,48,38
725535,2,2,6,1,16,1,28,,25,1,5,3,2,4,6,7,55,70,3,,,,,2,47,36
725535,3,3,2,1,18,1,3,,18,1,3,4,2,5,6,7,60,80,3,,,,,2,21,8
725535,4,4,,,,,,,,,,,,,,,,,,,,,,2,12,
725602,1,1,1,,25,1,30,,,,,,,,,,,,,,,,,2,64,44
725602,2,2,0,,,,,,,,,,,,,,,,,,,,,2,66,
725619,1,1,0,,,,,,,,,,,,,,,,,,,,,2,30,
725619,2,2,1,,18,1,5,,,,,,,,,,,,,,,,,2,31,18
725619,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
725619,4,10,,,,,,,,,,,,,,,,,,,,,,2,1,
725622,1,1,3,1,20,2,,,45,1,5,2,4,3,7,6,65,40,2,,,,,2,45,30
725622,2,2,0,,,,,,,,,,,,,,,,,,,,,2,40,
725642,1,1,0,,,,,,,,,,,,,,,,,,,,,2,58,
725642,2,2,2,1,16,1,31,,31,,,,,,,,,,2,,,,,2,61,50
725642,3,3,1,,26,2,,,,,,,,,,,,,,,,,,2,28,7
725642,4,4,0,,,,,,,,,,,,,,,,,,,,,2,23,
725643,1,1,3,1,18,1,27,,40,1,4,6,5,3,2,7,65,50,2,,,,,2,53,40
725643,2,2,1,,22,1,31,,,,,,,,,,,,2,,,,,2,52,35
725643,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
725700,1,1,4,1,16,1,11,,,,,,,,,,,,,,,,,2,56,45
725700,2,2,0,,,,,,,,,,,,,,,,,,,,,2,55,
725700,3,3,2,1,17,1,9,,17,,,,,,,,,,2,,,,,2,27,15
725700,4,4,1,,18,1,5,,,,,,,,,,,,2,,,,,2,23,10
725701,1,1,4,3,15,1,38,,,,,,,,,,,,,,,,,2,64,54
725716,1,1,1,,20,1,22,,,7,1,6,2,3,4,5,60,70,2,,,,,2,42,27
725716,2,2,1,,19,1,17,,,,,,,,,,,,2,,,,,2,38,24
725716,3,3,,,,,,,,,,,,,,,,,,,,,,2,11,
725716,4,4,,,,,,,,,,,,,,,,,,,,,,2,3,
725726,1,1,2,1,18,1,10,,,,,,,,,,,,,,,,,2,61,48
725726,2,2,3,1,19,1,3,,19,,,,,,,,,,2,,,,,2,26,12
725801,1,1,4,3,17,1,26,,27,2,6,1,3,4,7,5,62,55,2,,,,,2,48,36
725902,1,1,2,1,14,1,23,,26,2,1,4,5,3,6,7,65,70,1,2007,2,,70,2,49,40
725902,2,2,1,,25,1,15,,,,,,,,,,,,2,,,,,2,47,27
725902,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
725902,4,4,1,,18,1,2,,,,,,,,,,,,2,,,,,2,21,8
725902,5,5,,,,,,,,,,,,,,,,,,,,,,2,14,
725908,1,1,0,,,,,,,,,,,,,,,,,,,,,2,73,
725934,1,1,1,,20,2,,,,,,,,,,,,,,,,,,1,72,57
725940,1,1,0,,,,,,,,,,,,,,,,,,,,,1,54,
725940,2,2,0,,,,,,,,,,,,,,,,,,,,,1,20,
726010,1,1,5,1,18,1,18,,30,4,1,3,7,6,2,5,60,70,2,,,,,2,38,25
726010,2,2,3,1,18,1,4,,35,,,,,,,,,,3,,,,,2,37,24
726010,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
726010,4,4,,,,,,,,,,,,,,,,,,,,,,2,13,
726146,1,1,2,1,10,1,40,,,,,,,,,,,,,,,,,2,83,78
726146,2,2,2,1,24,1,33,,24,1,2,4,5,6,3,7,65,80,,,,,,2,52,33
726161,1,1,1,,21,1,23,,,1,3,2,7,4,5,6,65,50,,,,,,2,44,28
726202,1,1,1,,21,1,11,,,1,3,7,4,2,5,6,65,70,,,,,,2,32,16
726209,1,1,3,1,11,1,45,,,,,,,,,,,,,,,,,2,93,87
726209,2,2,1,,38,1,27,,,,,,,,,,,,,,,,,2,85,52
726218,1,1,1,,17,1,36,,,,,,,,,,,,,,,,,2,64,52
726218,2,2,1,,17,1,40,,,,,,,,,,,,,,,,,2,76,64
726218,3,3,1,,30,1,1,,,,,,,,,,,,,,,,,2,31,6
726234,1,1,2,3,14,1,40,,,,,,,,,,,,,,,,,2,63,54
726234,2,2,1,,20,1,35,,,,,,,,,,,,,,,,,2,60,45
726234,3,3,1,,20,1,14,,,,,,,,,,,,2,,,,,2,34,19
726250,1,10,2,1,17,1,10,,,,,,,,,,,,,,,,,2,31,19
726250,2,1,2,1,14,1,49,,,,,,,,,,,,,,,,,2,96,87
726274,1,1,0,,,,,,,,,,,,,,,,,,,,,2,89,
726463,1,1,1,,30,1,40,,,,,,,,,,,,,,,,,2,70,45
726463,2,2,1,,23,1,36,,,,,,,,,,,,,,,,,2,60,42
726538,1,1,2,3,10,1,27,,,,,,,,,,,,,,,,,2,72,67
726553,1,1,1,,22,1,27,,,5,6,4,3,2,1,7,65,100,1,2007,1,,100,2,48,31
726553,2,2,2,3,23,1,21,,37,6,5,2,1,7,4,3,60,60,,,,,,2,45,27
726553,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
726553,4,4,,,,,,,,,,,,,,,,,,,,,,2,13,
726563,1,1,1,,20,1,42,,,,,,,,,,,,,,,,,2,80,65
726563,2,2,0,,,,,,,,,,,,,,,,,,,,,2,76,
726568,1,1,5,3,18,1,40,,35,1,4,2,3,5,6,7,60,50,,,,,,2,58,45
726568,2,2,1,,15,1,39,,,,,,,,,,,,2,,,,,2,54,44
726568,3,4,0,,,,,,,,,,,,,,,,,,,,,2,24,
726703,1,1,1,,22,1,24,,,1,2,3,7,4,5,6,62,60,2,,,,,2,46,29
726703,2,2,3,1,20,1,24,,21,,,,,,,,,,,,,,,2,43,28
726703,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
726703,4,4,0,,,,,,,,,,,,,,,,,,,,,2,15,
726743,1,1,2,1,19,1,8,,25,1,3,4,5,2,6,7,65,80,,,,,,2,27,13
726743,2,2,3,1,16,1,39,,51,1,4,3,5,2,6,7,58,70,2,,,,,2,55,44
726743,3,3,5,3,20,1,22,,37,,,,,,,,,,,,,,,2,54,39
726743,4,4,4,1,19,2,,,19,,,,,,,,,,2,,,,,2,20,6
726811,1,1,0,,,,,,,,,,,,,,,,,,,,,2,84,
726823,1,1,1,,18,1,30,,,,,,,,,,,,,,,,,2,80,67
726867,1,1,2,1,18,1,14,,23,3,1,4,2,6,7,5,65,70,2,,,,,2,53,40
726867,2,2,1,,19,1,4,,,3,2,4,5,1,7,6,60,80,2,,,,,2,25,11
726867,3,3,1,,20,1,2,,,,,,,,,,,,2,,,,,2,22,7
726867,4,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
726906,1,1,1,,18,1,20,,,1,4,5,2,3,6,7,65,75,,,,,,2,53,40
726906,2,2,0,,,,,,,,,,,,,,,,,,,,,2,44,
726906,3,3,0,,,,,,,,,,,,,,,,,,,,,2,25,
726906,4,4,,,,,,,,,,,,,,,,,,,,,,2,12,
726918,1,1,2,3,19,1,27,,50,1,4,3,5,2,7,6,65,70,2,,,,,2,50,36
726918,2,2,1,,34,1,15,,,,,,,,,,,,,,,,,2,49,20
726918,3,3,1,,19,1,6,,,,,,,,,,,,,,,,,2,25,11
726918,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
726932,1,1,1,,40,1,18,,,,,,,,,,,,,,,,,2,72,37
727001,1,2,1,,29,1,8,,,5,4,3,2,1,6,7,65,80,2,,,,,2,37,13
727001,2,1,2,1,16,1,17,,21,,,,,,,,,,2,,,,,2,43,32
727001,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
727009,1,1,0,,,,,,,,,,,,,,,,,,,,,2,86,
727029,1,1,3,3,18,1,10,,40,1,2,3,5,4,6,7,65,60,,,,,,2,43,30
727039,1,1,2,1,25,1,12,,42,1,2,3,4,5,6,7,65,80,2,,,,,2,42,22
727039,2,2,1,,27,1,7,,,3,2,1,4,5,6,7,65,80,,,,,,2,40,18
727039,3,3,,,,,,,,,,,,,,,,,,,,,,2,3,
727039,4,10,,,,,,,,,,,,,,,,,,,,,,2,0,
727132,1,1,3,1,22,1,9,,25,4,5,2,6,3,1,7,65,70,,,,,,2,36,19
727132,2,2,2,1,23,1,14,,31,,,,,,,,,,2,,,,,2,40,22
727132,3,3,,,,,,,,,,,,,,,,,,,,,,2,6,
727138,1,1,2,3,14,1,45,,,,,,,,,,,,,,,,,2,75,66
727138,2,2,2,3,15,1,40,,,,,,,,,,,,,,,,,2,71,61
727160,1,1,2,1,14,1,35,,,,,,,,,,,,,,,,,2,68,59
727160,2,2,1,,14,1,32,,,,,,,,,,,,,,,,,2,55,46
727170,1,1,2,1,23,1,20,,24,1,4,5,3,2,6,7,62,60,1,2007,,1,80,2,43,25
727170,2,2,2,1,22,1,9,,,,,,,,,,,,,,,,,2,42,25
727170,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
727170,4,4,,,,,,,,,,,,,,,,,,,,,,2,5,
727170,5,5,,,,,,,,,,,,,,,,,,,,,,2,5,
727171,1,1,4,1,15,1,37,,,,,,,,,,,,,,,,,2,75,65
727179,1,1,2,1,25,1,20,,30,1,7,2,4,5,6,3,65,70,1,2007,,1,70,2,45,25
727179,2,2,4,3,24,1,18,,42,,,,,,,,,,,,,,,2,44,25
727179,3,3,0,,,,,,,,,,,,,,,,,,,,,2,15,
727179,4,4,,,,,,,,,,,,,,,,,,,,,,2,12,
727267,1,1,4,1,15,1,35,,42,1,3,2,7,4,5,6,60,60,2,,,,,2,55,45
727267,2,10,3,1,20,2,,,38,,,,,,,,,,,,,,,2,40,25
727267,3,10,0,,,,,,,,,,,,,,,,,,,,,2,15,
727318,1,2,1,,14,1,37,,,1,2,3,4,5,6,7,62,80,2,,,,,2,60,51
727318,2,1,1,,16,1,10,,,,,,,,,,,,2,,,,,2,31,20
727326,1,1,1,,18,1,18,,,1,2,3,4,5,6,7,65,80,,,,,,2,36,23
727326,2,2,0,,,,,,,,,,,,,,,,,,,,,2,35,
727326,3,3,,,,,,,,,,,,,,,,,,,,,,2,7,
727402,1,1,0,,,,,,,,,,,,,,,,,,,,,2,57,
727402,2,2,1,,27,1,32,,,,,,,,,,,,,,,,,2,63,41
727473,1,1,0,,,,,,,,,,,,,,,,,,,,,2,62,
727473,2,2,1,,15,2,,,,,,,,,,,,,,,,,,2,68,58
727473,3,3,1,,16,2,,,,,,,,,,,,,2,,,,,2,37,26
727473,4,4,0,,,,,,,,,,,,,,,,,,,,,2,32,
727477,1,1,0,,,,,,,,,,,,,,,,,,,,,2,34,
727477,2,2,1,,16,1,10,,,,,,,,,,,,3,,,,,2,36,25
727477,3,3,0,,,,,,,,,,,,,,,,,,,,,2,15,
727477,4,4,,,,,,,,,,,,,,,,,,,,,,2,10,
727477,5,5,,,,,,,,,,,,,,,,,,,,,,2,2,
727513,1,1,1,,13,1,20,,,,,,,,,,,,,,,,,2,79,71
727520,1,1,1,,11,1,35,,,,,,,,,,,,,,,,,2,88,82
727520,2,2,1,,13,1,40,,,,,,,,,,,,,,,,,2,73,65
727531,1,1,3,3,13,1,15,,,,,,,,,,,,,,,,,2,69,61
727531,2,2,0,,,,,,,,,,,,,,,,,,,,,2,63,
727531,3,98,0,,,,,,,,,,,,,,,,,,,,,2,44,
727531,4,4,0,,,,,,,,,,,,,,,,,,,,,2,42,
727531,5,6,1,,30,1,5,,,,,,,,,,,,,,,,,2,41,16
727531,6,10,0,,,,,,,,,,,,,,,,,,,,,2,22,
727537,1,2,1,,18,1,12,,,,,,,,,,,,,,,,,2,74,61
727537,2,1,0,,,,,,,,,,,,,,,,,,,,,2,81,
727567,1,1,5,3,16,2,,,28,5,2,6,7,4,1,3,70,80,,,,,,2,29,18
727567,2,2,7,3,18,1,9,,32,,,,,,,,,,,,,,,2,37,24
727567,3,3,,,,,,,,,,,,,,,,,,,,,,2,8,
727567,4,10,,,,,,,,,,,,,,,,,,,,,,2,1,
727604,1,1,1,,15,1,40,,,,,,,,,,,,,,,,,2,67,57
727604,2,2,0,,,,,,,,,,,,,,,,,,,,,2,66,
727604,3,3,0,,,,,,,,,,,,,,,,,,,,,2,28,
727650,1,1,0,,,,,,,,,,,,,,,,,,,,,2,72,
727650,2,2,0,,,,,,,,,,,,,,,,,,,,,2,38,
727726,1,1,2,1,14,1,32,,,,,,,,,,,,,,,,,2,60,51
727726,2,2,4,1,16,1,20,,,,,,,,,,,,,,,,,2,38,27
727740,1,1,5,1,15,1,40,,,,,,,,,,,,,,,,,2,59,49
727740,2,2,3,1,18,1,35,,27,1,2,3,5,4,6,7,60,80,2,,,,,2,57,44
727740,3,3,3,1,30,1,3,,,,,,,,,,,,,,,,,2,75,50
727825,1,1,0,,,,,,,,,,,,,,,,,,,,,1,50,
727825,2,2,4,1,16,1,24,,42,,,,,,,,,,3,,,,,1,51,40
727825,3,4,0,,,,,,,,,,,,,,,,,,,,,1,16,
727825,4,5,,,,,,,,,,,,,,,,,,,,,,1,12,
727842,1,2,0,,,,,,,,,,,,,,,,,,,,,2,79,
727842,2,1,4,1,15,1,30,,,,,,,,,,,,,,,,,2,83,73
727922,1,1,3,1,24,1,22,,30,4,1,3,2,6,5,7,67,70,1,2007,,12,85,2,50,31
727922,2,2,3,1,19,1,26,,,,,,,,,,,,,,,,,2,48,34
727922,3,3,,,,,,,,,,,,,,,,,,,,,,2,5,
728148,1,1,3,3,16,1,32,,25,1,5,2,6,4,7,3,65,30,,,,,,2,52,41
728148,2,2,1,,28,1,7,,,,,,,,,,,,,,,,,2,51,28
728148,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
728148,4,4,0,,,,,,,,,,,,,,,,,,,,,2,16,
728148,5,5,,,,,,,,,,,,,,,,,,,,,,2,12,
728160,1,1,2,1,27,1,6,,29,7,1,5,3,2,6,4,70,30,1,2007,,12,50,2,33,11
728185,1,1,10,3,19,1,24,,,,,,,,,,,,,,,,,2,58,44
728185,2,2,2,1,16,1,40,,20,,,,,,,,,,,,,,,2,59,48
728306,1,1,2,3,27,1,35,,32,1,2,5,4,3,6,7,65,70,1,2007,1,,72,2,57,35
728306,2,2,5,1,19,1,30,,37,,,,,,,,,,1,2007,1,,,2,52,38
728306,3,3,0,,,,,,,,,,,,,,,,,,,,,2,21,
728464,1,1,3,3,22,1,15,,,,,,,,,,,,,,,,,2,56,39
728464,2,2,1,,19,1,15,,,,,,,,,,,,,,,,,2,81,67
728493,1,1,2,1,18,1,40,,,,,,,,,,,,,,,,,2,76,63
728547,1,1,3,3,25,1,35,,39,2,1,6,3,5,4,7,58,30,,,,,,2,58,38
728547,2,2,2,3,19,1,20,,,,,,,,,,,,,,,,,2,61,47
728547,3,3,0,,,,,,,,,,,,,,,,,,,,,2,22,
728648,1,1,3,1,14,1,25,,,,,,,,,,,,,,,,,2,75,66
728648,2,2,1,,13,1,34,,,,,,,,,,,,,,,,,2,76,68
728665,1,3,0,,,,,,,,,,,,,,,,,,,,,2,25,
728665,2,2,1,,16,1,33,,,,,,,,,,,,3,,,,,2,49,38
728665,3,1,0,,,,,,,,,,,,,,,,,,,,,2,55,
728665,4,4,0,,,,,,,,,,,,,,,,,,,,,2,23,
728734,1,2,1,,24,1,10,,,4,6,2,3,7,1,5,65,75,,,,,,2,36,17
728734,2,1,1,,24,1,9,,,,,,,,,,,,2,,,,,2,33,14
728838,1,1,1,,29,1,12,,,4,1,2,7,3,5,6,65,80,,,,,,2,42,18
728852,1,1,3,1,20,1,27,,47,1,4,5,7,6,3,2,60,60,2,,,,,2,47,32
728852,2,2,3,1,19,1,26,,26,,,,,,,,,,2,,,,,2,45,31
728852,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
728852,4,4,,,,,,,,,,,,,,,,,,,,,,2,7,
728890,1,1,4,1,20,1,13,,36,1,7,2,3,4,5,6,65,80,2,,,,,2,37,22
728890,2,2,4,1,23,1,10,,38,,,,,,,,,,3,,,,,2,43,25
728890,3,3,,,,,,,,,,,,,,,,,,,,,,2,3,
728891,1,1,0,,,,,,,,,,,,,,,,,,,,,2,84,
729127,1,1,1,,18,1,30,,,1,7,5,4,3,2,6,65,70,2,,,,,2,48,35
729127,2,2,1,,25,1,21,,,,,,,,,,,,2,,,,,2,46,26
729127,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
729127,4,4,,,,,,,,,,,,,,,,,,,,,,2,11,
729232,1,1,2,1,19,1,40,,,,,,,,,,,,,,,,,2,69,55
729232,2,2,0,,,,,,,,,,,,,,,,,,,,,2,67,
729310,1,2,0,,,,,,,,,,,,,,,,,,,,,2,80,
729310,2,1,2,1,14,1,37,,,,,,,,,,,,,,,,,2,87,78
729412,1,1,1,,20,1,40,,,,,,,,,,,,,,,,,2,79,64
729412,2,10,0,,,,,,,,,,,,,,,,,,,,,2,48,
729507,1,1,5,3,14,1,13,,30,1,4,2,3,6,7,5,65,70,2,,,,,2,31,22
729515,1,1,9,1,14,1,9,,50,1,4,2,3,7,6,5,67,70,2,,,,,2,51,42
729737,1,1,4,3,18,1,5,,30,5,1,7,4,6,3,2,66,20,,,,,,2,31,18
729737,2,2,2,1,8,1,40,,,,,,,,,,,,,,,,,2,66,63
