NQUEST,NORD,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,MOTIV,ANNOENUS,TIPOLAU,TIPODIP,NASCREG,NASCAREA,IREG,NCOMP,ETA,CLETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
623250,4,1,6,2004,1,,1,2,1,,,,,,4,,17,,,,,,,16,3,16,5,6,1,1,7,3,,5,0,0,1,3,4,2,0.4791469048
623250,5,2,6,2004,1,,1,2,1,,,,,,5,,17,,,,,,,16,3,16,5,6,1,1,7,3,,5,0,0,1,3,4,2,0.4791469048
623277,1,1,1,1951,1,,2,1,4,,,,,,1,,9,,7,,,,,16,3,16,2,59,4,4,5,2,7,4,1,1,1,3,4,2,0.365599792
623277,2,2,2,1966,1,,2,1,3,,,,,,2,,13,,,,,,,,,16,2,44,3,2,7,3,,5,0,0,1,3,4,2,0.365599792
623281,1,1,1,1948,1,,1,1,4,,,,,,1,,15,1,3,,,,,16,3,16,3,62,4,4,6,3,3,5,0,1,2,3,4,2,0.2563462471
623281,2,2,2,1950,1,,1,1,2,,,,,,2,,13,,,,,,,16,3,16,3,60,4,4,7,3,,5,0,0,2,3,4,2,0.2563462471
623281,3,1,6,1983,1,,1,2,3,,,,,,3,,8,,19,,,,,16,3,16,3,27,1,1,5,2,19,4,1,1,2,3,4,2,0.2563462471
623300,1,2,1,1966,1,,1,1,3,,,,,,2,,13,,,,,,,16,3,16,4,44,3,2,7,3,,5,0,0,1,3,4,2,0.5278272666
623300,2,1,2,1959,1,,1,1,3,,,,,,1,,1,,3,,,,,16,3,16,4,51,4,3,1,1,3,2,1,1,1,3,4,2,0.5278272666
623300,3,1,6,1988,1,,1,2,5,70,100,2,2008,2,3,,11,,,,,,1,16,3,16,4,22,1,1,7,3,,5,0,0,1,3,4,2,0.5278272666
623300,4,1,6,1988,1,,1,2,3,,,,,,4,,17,,,,,,,16,3,16,4,22,1,1,7,3,,5,0,0,1,3,4,2,0.5278272666
623305,1,1,1,1960,1,,1,1,3,,,,,,1,,1,,6,,,,,16,3,16,5,50,3,3,1,1,6,4,1,1,1,3,4,2,0.5344228008
623305,2,2,2,1967,1,,1,1,3,,,,,,2,,13,,,,,,,16,3,16,5,43,3,2,7,3,,5,0,0,1,3,4,2,0.5344228008
623305,3,1,6,1985,1,,1,2,5,80,100,2,2004,1,3,,17,,,,,,1,16,3,16,5,25,1,1,7,3,,5,0,0,1,3,4,2,0.5344228008
623305,4,2,6,1991,1,,1,2,5,65,100,2,2010,2,4,,11,,,,,,5,16,3,16,5,19,1,1,7,3,,5,0,0,1,3,4,2,0.5344228008
623305,5,1,6,2004,1,,1,2,1,,,,,,5,,17,,,,,,,16,3,16,5,6,1,1,7,3,,5,0,0,1,3,4,2,0.5344228008
623310,1,1,1,1956,1,,4,1,3,,,,,,1,,12,1,3,,,,,16,3,16,3,54,4,3,7,3,3,5,1,1,1,3,4,2,0.3879254485
623310,2,2,2,1961,1,,3,1,3,,,,,,2,,13,,,,,,,16,3,16,3,49,3,3,7,3,,5,0,0,1,3,4,2,0.3879254485
623310,3,2,6,1987,1,,3,2,3,,,,,,4,,17,,,,,,,16,3,16,3,23,1,1,7,3,,5,0,0,1,3,4,2,0.3879254485
623606,1,2,1,1957,1,,1,1,2,,,,,,1,,1,,1,,,,,18,3,3,3,53,4,3,1,1,1,1,0,1,3,1,1,1,1.1500918807
623606,2,1,2,1950,1,,1,1,2,,,,,,2,,8,,6,,,,,18,3,3,3,60,4,4,5,2,6,4,1,1,3,1,1,1,1.1500918807
623606,3,1,6,1982,1,,1,2,5,60,100,2,2001,2,3,,4,,3,,,,1,3,1,3,3,28,1,1,3,1,3,2,0,1,3,1,1,1,1.1500918807
623614,1,2,1,1958,1,,2,1,2,,,,,,2,,13,,,,,,,19,3,19,3,52,4,3,7,3,,5,0,0,1,3,5,2,0.1107835607
623614,2,1,2,1952,1,,2,1,3,,,,,,1,,1,,6,,,,,19,3,19,3,58,4,4,1,1,6,4,1,1,1,3,5,2,0.1107835607
623614,3,2,6,2001,1,,2,2,1,,,,,,3,,17,,,,,,,,,19,3,9,1,1,7,3,,5,0,0,1,3,5,2,0.1107835607
623619,1,1,1,1969,1,,2,2,5,42,60,2,1987,2,3,,11,,,,,,3,19,3,19,3,41,3,2,7,3,,5,0,0,1,3,5,2,0.0957501261
623619,2,2,4,1934,1,,2,4,2,,,,,,1,,16,,,,,,,19,3,19,3,76,5,5,6,3,,5,1,1,1,3,5,2,0.0957501261
623619,3,1,11,1959,1,,2,2,2,,,,,,2,,11,,,,,,,19,3,19,3,51,4,3,7,3,,5,0,0,1,3,5,2,0.0957501261
623961,1,1,1,1934,1,,1,2,3,,,,,,1,,15,8,3,,,,,3,1,3,1,76,5,5,6,3,3,5,1,1,1,1,1,2,0.2974930313
624017,1,2,1,1923,1,,2,4,2,,,,,,2,,16,,,,,,,1,1,1,1,87,5,5,6,3,,5,1,1,1,1,1,0,0.5220795139
624389,1,2,1,1957,1,,2,3,3,,,,,,1,,1,,3,,,,,19,3,1,3,53,4,3,1,1,3,2,1,1,3,1,1,1,0.4093934356
624389,2,1,7,1979,1,,1,2,3,,,,,,3,,12,1,3,,,,,1,1,1,3,31,2,1,7,3,3,5,0,1,3,1,1,1,0.4093934356
624389,3,2,7,2000,1,,1,2,1,,,,,,4,,17,,,,,,,1,1,1,3,10,1,1,7,3,,5,0,1,3,1,1,1,0.4093934356
624400,1,1,1,1950,1,,3,2,3,,,,,,1,,16,,,,,,,1,1,1,1,60,4,4,6,3,,5,1,1,1,1,1,1,0.2035192514
624422,1,1,1,1930,1,,2,1,2,,,,,,1,,15,8,3,,,,,5,1,5,2,80,5,5,6,3,3,5,0,1,2,1,2,0,1.6563374144
624422,2,2,2,1931,1,,4,1,2,,,,,,2,,16,,,,,,,5,1,5,2,79,5,5,6,3,,5,1,1,2,1,2,0,1.6563374144
624744,1,2,1,1962,1,,1,1,5,52,60,2,1981,2,2,,2,,19,,,,2,8,1,8,4,48,3,3,2,1,19,4,0,1,3,1,2,2,0.2862837506
624744,2,1,2,1959,1,,1,1,5,48,60,2,1978,2,1,,4,,17,,,,2,8,1,8,4,51,4,3,3,1,17,3,1,1,3,1,2,2,0.2862837506
624744,3,1,6,1990,1,,1,2,5,100,100,2,2009,1,3,,1,,3,,,,2,8,1,8,4,20,1,1,1,1,3,2,0,1,3,1,2,2,0.2862837506
624744,4,1,6,1993,1,,1,2,3,,,,,,4,,17,,,,,,,8,1,8,4,17,1,1,7,3,,5,0,0,3,1,2,2,0.2862837506
624781,1,1,1,1958,1,,1,1,5,50,60,2,1977,2,1,,1,,3,,,,1,16,3,16,4,52,4,3,1,1,3,2,1,1,1,3,4,0,2.9888699126
624781,2,2,2,1971,1,,1,1,5,42,60,2,1990,2,2,,13,,,,,,1,,,16,4,39,2,2,7,3,,5,0,0,1,3,4,0,2.9888699126
624781,3,1,6,1999,1,,1,2,2,,,,,,3,,17,,,,,,,16,3,16,4,11,1,1,7,3,,5,0,0,1,3,4,0,2.9888699126
624781,4,1,6,2003,1,,1,2,1,,,,,,4,,17,,,,,,,16,3,16,4,7,1,1,7,3,,5,0,0,1,3,4,0,2.9888699126
624804,1,1,1,1969,1,,3,1,5,40,60,2,1988,2,1,,12,1,7,,,,1,16,3,16,3,41,3,2,7,3,7,5,1,1,1,3,4,0,2.6446939812
624804,2,2,2,1966,1,,3,1,5,43,60,2,1986,2,2,,13,,,,,,2,16,3,16,3,44,3,2,7,3,,5,0,0,1,3,4,0,2.6446939812
624804,3,2,6,1997,1,,1,2,2,,,,,,3,,17,,,,,,,16,3,16,3,13,1,1,7,3,,5,0,0,1,3,4,0,2.6446939812
625193,1,1,1,1940,1,,2,1,7,110,110,1,1972,,1,,15,3,16,,,9,3,20,3,20,2,70,5,5,6,3,16,5,1,1,2,3,5,1,0.1629744874
625193,2,2,2,1932,1,,2,1,7,110,110,1,1957,,2,,15,3,16,,,10,3,20,3,20,2,78,5,5,6,3,16,5,0,1,2,3,5,1,0.1629744874
625304,1,1,1,1938,1,,2,1,5,40,60,2,1956,2,1,,15,2,8,,,,2,6,1,1,2,72,5,5,6,3,8,5,1,1,1,1,1,1,0.2309432508
625304,2,2,2,1944,1,,2,1,3,,,,,,2,,13,,,,,,,1,1,1,2,66,5,5,7,3,,5,0,0,1,1,1,1,0.2309432508
625509,1,1,1,1956,1,,5,2,3,,,,,,1,,16,,,,,,,18,3,18,2,54,4,3,6,3,,5,1,1,1,3,4,2,0.3116021609
625509,2,2,11,1951,1,,3,2,2,,,,,,2,,13,,,,,,,18,3,18,2,59,4,4,7,3,,5,0,0,1,3,4,2,0.3116021609
625513,1,1,1,1920,1,,4,4,2,,,,,,1,,15,1,19,,,,,18,3,18,1,90,5,5,6,3,19,5,1,1,1,3,4,2,0.3312240137
625536,1,2,1,1955,1,,2,3,5,7,10,2,1975,2,2,,20,,10,,,,2,18,3,18,3,55,4,4,5,2,10,4,1,1,1,3,4,2,0.4375425726
625536,2,1,7,1981,1,,2,2,7,110,110,2,2008,,3,,11,,,,,8,3,18,3,18,3,29,1,1,7,3,,5,0,0,1,3,4,2,0.4375425726
625536,3,2,7,1985,1,,2,2,5,80,100,2,2005,1,4,,17,,,,,,2,18,3,18,3,25,1,1,7,3,,5,0,0,1,3,4,2,0.4375425726
625538,1,1,1,1939,1,,2,1,7,105,110,2,1983,,1,,15,3,16,,,4,3,18,3,18,4,71,5,5,6,3,16,5,1,1,1,3,4,2,0.3575571515
625538,2,2,2,1946,1,,2,1,2,,,,,,2,,13,,,,,,,18,3,18,4,64,4,4,7,3,,5,0,0,1,3,4,2,0.3575571515
625538,3,1,6,1969,1,,2,2,7,96,110,2,2006,,3,,11,,,,,4,3,18,3,18,4,41,3,2,7,3,,5,0,0,1,3,4,2,0.3575571515
625538,4,2,6,1973,1,,2,2,7,104,110,2,2001,,4,,11,,,,,8,3,18,3,18,4,37,2,2,7,3,,5,0,0,1,3,4,2,0.3575571515
625641,1,1,1,1946,1,,2,1,3,,,,,,1,,15,8,7,,,,,3,1,8,2,64,4,4,6,3,7,5,1,1,2,1,2,1,0.2611670448
625641,2,2,2,1953,1,,3,1,5,42,60,2,1971,2,2,,3,,16,,,,5,3,1,8,2,57,4,4,2,1,16,3,0,1,2,1,2,1,0.2611670448
625651,1,1,1,1948,1,,2,1,3,,,,,,1,,8,,6,,,,,8,1,8,2,62,4,4,5,2,6,4,1,1,2,1,2,1,0.1890729804
625651,2,2,2,1954,1,,3,1,3,,,,,,2,,1,,20,,,,,8,1,8,2,56,4,4,1,1,20,4,0,1,2,1,2,1,0.1890729804
625694,1,1,1,1937,1,,2,1,7,102,110,2,1975,,1,,16,,,,,1,3,5,1,5,3,73,5,5,6,3,,5,1,1,1,1,2,2,0.4255137895
625694,2,2,2,1962,1,,2,1,6,,,2,1987,,2,,13,,,,,1,10,,,5,3,48,3,3,7,3,,5,0,0,1,1,2,2,0.4255137895
625694,3,2,6,2000,1,,1,2,1,,,,,,3,,17,,,,,,,5,1,5,3,10,1,1,7,3,,5,0,0,1,1,2,2,0.4255137895
625803,1,1,1,1939,1,,2,1,2,,,,,,1,,15,1,8,,,,,11,2,11,2,71,5,5,6,3,8,5,1,1,2,2,3,0,0.5152648393
625803,2,2,2,1945,1,,2,1,2,,,,,,2,,15,1,3,,,,,11,2,11,2,65,4,5,6,3,3,5,0,1,2,2,3,0,0.5152648393
625837,1,2,1,1963,1,,2,1,7,101,110,2,1992,,2,,3,,16,,,9,3,11,2,11,4,47,3,3,2,1,16,3,0,1,2,2,3,0,0.6621394403
625837,2,1,2,1960,1,,2,1,5,56,60,2,1979,2,1,,8,,6,,,,2,11,2,11,4,50,3,3,5,2,6,4,1,1,2,2,3,0,0.6621394403
625837,3,1,6,1998,1,,2,2,2,,,,,,3,,17,,,,,,,11,2,11,4,12,1,1,7,3,,5,0,0,2,2,3,0,0.6621394403
625837,4,2,6,2000,1,,2,2,1,,,,,,4,,17,,,,,,,11,2,11,4,10,1,1,7,3,,5,0,0,2,2,3,0,0.6621394403
625926,1,1,1,1961,1,,2,3,7,110,110,2,1982,,1,,3,,16,,,7,3,16,3,16,1,49,3,3,2,1,16,3,1,1,1,3,4,2,0.1593332299
625983,1,1,1,1952,1,,2,1,5,54,60,2,1970,2,1,,2,,15,,,,2,18,3,18,4,58,4,4,2,1,15,3,1,1,3,3,4,2,0.3708465895
625983,2,2,2,1954,1,,2,1,5,42,60,2,1972,2,2,,2,,15,,,,2,16,3,18,4,56,4,4,2,1,15,3,0,1,3,3,4,2,0.3708465895
625983,3,1,6,1981,1,,1,2,7,100,110,2,2004,,3,,11,,,,,3,3,18,3,18,4,29,1,1,7,3,,5,0,0,3,3,4,2,0.3708465895
625983,4,2,6,1983,1,,1,2,5,100,100,2,2001,2,4,,2,,10,,,,2,18,3,18,4,27,1,1,2,1,10,4,0,1,3,3,4,2,0.3708465895
626001,1,1,1,1953,1,,3,1,3,,,,,,1,,16,,,,,,,18,3,18,2,57,4,4,6,3,,5,1,1,1,3,4,2,0.3114882182
626001,2,2,2,1952,1,,3,1,2,,,,,,2,,13,,,,,,,18,3,18,2,58,4,4,7,3,,5,0,0,1,3,4,2,0.3114882182
626030,1,2,1,1949,1,,3,4,3,,,,,,1,,15,1,7,,,,,18,3,18,2,61,4,4,6,3,7,5,1,1,1,3,4,2,0.3374618417
626030,2,2,7,1982,1,,1,2,5,80,100,2,2001,2,2,,11,,,,,,2,18,3,18,2,28,1,1,7,3,,5,0,0,1,3,4,2,0.3374618417
626162,1,1,1,1952,1,,2,1,6,50,60,2,1974,,1,,2,,15,,,3,2,19,3,19,3,58,4,4,2,1,15,3,1,1,1,3,5,1,0.9982831021
626162,2,2,2,1954,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,3,56,4,4,7,3,,5,0,0,1,3,5,1,0.9982831021
626162,3,2,6,1981,1,,2,2,5,91,100,2,2000,2,,2,12,2,19,,2010,,2,19,3,19,3,29,1,1,7,3,19,5,0,0,1,3,5,1,0.9982831021
626178,1,1,1,1951,1,,2,1,3,,,,,,1,,2,,15,,,,,19,3,19,3,59,4,4,2,1,15,3,1,1,1,3,5,1,1.3159474843
626178,2,2,2,1957,1,,2,1,5,58,60,2,1975,2,2,,13,,,,,,1,19,3,19,3,53,4,3,7,3,,5,0,0,1,3,5,1,1.3159474843
626178,3,1,6,1982,1,,2,2,5,73,100,2,2000,2,3,,12,1,3,,,,2,19,3,19,3,28,1,1,7,3,3,5,0,0,1,3,5,1,1.3159474843
626189,1,2,1,1933,1,,4,4,1,,,,,,1,,16,,,,,,,19,3,19,1,77,5,5,6,3,,5,1,1,1,3,5,1,1.1083246222
626240,1,1,1,1935,1,,2,1,2,,,,,,1,,15,1,6,,,,,5,1,5,2,75,5,5,6,3,6,5,1,1,1,1,2,0,1.0489773919
626240,2,2,2,1941,1,,2,1,2,,,,,,2,,13,,,,,,,5,1,5,2,69,5,5,7,3,,5,0,0,1,1,2,0,1.0489773919
626259,1,1,1,1956,1,,1,1,5,49,60,2,1975,2,1,,10,,3,,,,2,5,1,5,3,54,4,3,4,2,3,2,1,1,2,1,2,0,1.2807688988
626259,2,2,2,1956,1,,1,1,3,,,,,,2,,13,,,,,,,5,1,5,3,54,4,3,7,3,,5,0,0,2,1,2,0,1.2807688988
626259,3,2,6,1984,1,,1,2,7,110,110,1,2010,,4,,2,,3,,,9,3,5,1,5,3,26,1,1,2,1,3,2,0,1,2,1,2,0,1.2807688988
626288,1,1,1,1960,1,,1,1,2,,,,,,1,,1,,17,,,,,5,1,5,4,50,3,3,1,1,17,3,1,1,2,1,2,0,1.6664289857
626288,2,2,2,1966,1,,1,1,2,,,,,,2,,1,,16,,,,,5,1,5,4,44,3,2,1,1,16,3,0,1,2,1,2,0,1.6664289857
626288,3,1,6,1993,1,,1,2,3,,,,,,3,,17,,,,,,,5,1,5,4,17,1,1,7,3,,5,0,0,2,1,2,0,1.6664289857
626288,4,2,6,1995,1,,1,2,3,,,,,,4,,17,,,,,,,5,1,5,4,15,1,1,7,3,,5,0,0,2,1,2,0,1.6664289857
626310,1,2,1,1959,1,,2,1,5,36,60,2,1978,2,1,,12,2,3,,,,1,13,3,13,4,51,4,3,7,3,3,5,0,0,2,3,4,1,0.1171855471
626310,2,1,2,1958,1,,2,1,7,110,110,2,1981,,2,,2,,15,,,10,4,14,3,13,4,52,4,3,2,1,15,3,1,1,2,3,4,1,0.1171855471
626310,3,1,6,1991,1,,1,2,5,80,100,2,2010,1,3,,17,,,,,,3,13,3,13,4,19,1,1,7,3,,5,0,0,2,3,4,1,0.1171855471
626310,4,2,4,1927,1,,3,4,1,,,,,,4,,16,,,,,,,13,3,13,4,83,5,5,6,3,,5,0,1,2,3,4,1,0.1171855471
626312,1,2,1,1929,1,,4,4,2,,,,,,1,,15,8,7,,,,,13,3,13,1,81,5,5,6,3,7,5,1,1,1,3,4,1,0.1326810405
626361,1,1,1,1938,1,,3,1,5,6,10,2,1957,1,1,,15,6,13,,,,3,13,3,13,2,72,5,5,6,3,13,5,1,1,1,3,4,1,0.1312435581
626361,2,2,2,1941,1,,3,1,2,,,,,,2,,13,,,,,,,13,3,13,2,69,5,5,7,3,,5,0,0,1,3,4,1,0.1312435581
626449,1,1,1,1959,1,,1,1,5,56,60,2,1978,2,1,,2,,3,,,,2,12,2,12,4,51,4,3,2,1,3,2,1,1,2,2,3,2,0.4845749288
626449,2,2,2,1963,1,,1,1,5,38,60,2,1981,2,2,,1,,7,,,,2,19,3,12,4,47,3,3,1,1,7,4,0,1,2,2,3,2,0.4845749288
626449,3,1,6,1986,1,,1,2,6,110,110,1,2008,,3,,17,,,,,4,3,12,2,12,4,24,1,1,7,3,,5,0,0,2,2,3,2,0.4845749288
626449,4,2,6,1998,1,,1,2,2,,,,,,4,,17,,,,,,,12,2,12,4,12,1,1,7,3,,5,0,0,2,2,3,2,0.4845749288
626550,1,2,1,1957,1,,3,1,3,,,,,,2,,13,,,,,,,9,2,9,3,53,4,3,7,3,,5,0,0,2,2,3,2,0.8227281399
626550,2,1,2,1952,1,,2,1,3,,,,,,1,,2,,12,,,,,9,2,9,3,58,4,4,2,1,12,4,1,1,2,2,3,2,0.8227281399
626550,3,1,7,1977,1,,1,2,4,,,,,,,2,2,,13,,2009,,,9,2,9,3,33,2,1,2,1,13,4,0,1,2,2,3,2,0.8227281399
626641,1,2,1,1936,1,,2,4,3,,,,,,1,,15,1,17,,,,,8,1,8,2,74,5,5,6,3,17,5,0,1,2,1,2,0,0.7094067953
626641,2,1,7,1964,1,,2,3,5,45,60,2,1983,2,2,,2,,3,,,,2,8,1,8,2,46,3,3,2,1,3,2,1,1,2,1,2,0,0.7094067953
626680,1,1,1,1941,1,,2,4,3,,,,,,1,,16,,,,,,,9,2,9,1,69,5,5,6,3,,5,1,1,1,2,3,0,0.9524483078
626688,1,1,1,1965,1,,1,1,4,,,,,,1,,1,,3,,,,,,,9,4,45,3,3,1,1,3,2,1,1,2,2,3,0,1.1730846165
626688,2,2,2,1970,1,,1,1,5,36,60,2,1989,2,2,,1,,3,,,,2,9,2,9,4,40,2,2,1,1,3,2,0,1,2,2,3,0,1.1730846165
626688,3,1,6,1993,1,,1,2,3,,,,,,4,,17,,,,,,,9,2,9,4,17,1,1,7,3,,5,0,0,2,2,3,0,1.1730846165
626688,4,2,6,1999,1,,1,2,2,,,,,,3,,17,,,,,,,9,2,9,4,11,1,1,7,3,,5,0,0,2,2,3,0,1.1730846165
626851,1,1,1,1956,1,,1,1,8,110,110,1,1982,,1,,4,,17,,,3,3,19,3,19,4,54,4,3,3,1,17,3,1,1,2,3,5,2,0.8229840569
626851,2,2,2,1959,1,,1,1,5,50,60,2,1978,2,2,,4,,15,,,,3,19,3,19,4,51,4,3,3,1,15,3,0,1,2,3,5,2,0.8229840569
626851,3,2,6,1987,1,,1,2,6,110,110,2,2010,,3,,17,,,,,9,3,19,3,19,4,23,1,1,7,3,,5,0,0,2,3,5,2,0.8229840569
626851,4,1,6,1992,1,,1,2,5,94,100,2,2010,2,4,,11,,,,,,3,19,3,19,4,18,1,1,7,3,,5,0,0,2,3,5,2,0.8229840569
626868,1,2,1,1946,1,,2,2,3,,,,,,1,,15,1,3,,,,,19,3,19,2,64,4,4,6,3,3,5,0,1,2,3,5,2,0.6746724959
626868,2,2,4,1925,1,,3,4,1,,,,,,2,,16,,,,,,,19,3,19,2,85,5,5,6,3,,5,1,1,2,3,5,2,0.6746724959
626892,1,1,1,1929,1,,3,1,3,,,,,,1,,15,4,15,,,,,19,3,19,2,81,5,5,6,3,15,5,1,1,1,3,5,2,0.6934989928
626892,2,2,2,1940,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,2,70,5,5,7,3,,5,0,0,1,3,5,2,0.6934989928
627067,1,1,1,1933,1,,2,1,3,,,,,,1,,15,2,15,,,,,20,3,20,2,77,5,5,6,3,15,5,1,1,2,3,5,0,0.5654760758
627067,2,2,2,1938,1,,2,1,3,,,,,,2,,15,8,1,,,,,20,3,20,2,72,5,5,6,3,1,5,0,1,2,3,5,0,0.5654760758
627096,1,1,1,1965,1,,1,1,5,36,60,2,1983,2,1,,4,,15,,,,2,16,3,3,3,45,3,3,3,1,15,3,1,1,2,1,1,1,0.6847896537
627096,2,2,2,1964,1,,1,1,4,,,,,,2,,2,,19,,,,,,,3,3,46,3,3,2,1,19,4,0,1,2,1,1,1,0.6847896537
627096,3,1,6,2005,1,,1,2,1,,,,,,3,,18,,,,,,,3,1,3,3,5,1,1,7,3,,5,0,0,2,1,1,1,0.6847896537
627314,1,2,1,1964,1,,2,1,3,,,,,,2,,2,,15,,,,,17,3,17,4,46,3,3,2,1,15,3,0,1,2,3,4,2,0.2151936901
627314,2,1,2,1967,1,,2,1,3,,,,,,1,,1,,7,,,,,17,3,17,4,43,3,2,1,1,7,4,1,1,2,3,4,2,0.2151936901
627314,3,1,6,1991,1,,1,2,3,,,,,,3,,17,,,,,,,17,3,17,4,19,1,1,7,3,,5,0,0,2,3,4,2,0.2151936901
627314,4,1,6,1997,1,,1,2,2,,,,,,4,,17,,,,,,,17,3,17,4,13,1,1,7,3,,5,0,0,2,3,4,2,0.2151936901
627375,1,1,1,1956,1,,3,2,5,36,60,2,1977,2,1,,8,,6,,,,2,19,3,19,1,54,4,3,5,2,6,4,1,1,1,3,5,2,0.4629108703
627479,1,2,1,1965,1,,2,1,3,,,,,,1,,13,,,,,,,19,3,19,5,45,3,3,7,3,,5,0,0,1,3,5,2,0.1701270303
627479,2,1,2,1959,1,,2,1,3,,,,,,2,,1,,1,,,,,19,3,19,5,51,4,3,1,1,1,1,1,1,1,3,5,2,0.1701270303
627479,3,2,6,1986,1,,1,2,3,,,,,,3,,13,,,,,,,19,3,19,5,24,1,1,7,3,,5,0,0,1,3,5,2,0.1701270303
627479,4,2,6,1988,1,,2,2,3,,,,,,4,,13,,,,,,,19,3,19,5,22,1,1,7,3,,5,0,0,1,3,5,2,0.1701270303
627479,5,1,6,1989,1,,2,2,3,,,,,,5,,11,,,,,,,19,3,19,5,21,1,1,7,3,,5,0,0,1,3,5,2,0.1701270303
627797,1,1,1,1949,1,,2,1,5,36,60,2,1968,1,1,,15,5,11,,,,2,6,1,6,2,61,4,4,6,3,11,5,1,1,2,1,2,1,0.1551095393
627797,2,2,2,1951,1,,2,1,3,,,,,,2,,15,2,7,,,,,6,1,6,2,59,4,4,6,3,7,5,0,1,2,1,2,1,0.1551095393
627842,1,2,1,1965,1,,1,1,3,,,,,,1,,1,,9,,,,,1,1,1,4,45,3,3,1,1,9,4,0,1,4,1,1,1,0.2260717626
627842,2,1,2,1951,1,,1,1,3,,,,,,2,,15,1,1,,,,,1,1,1,4,59,4,4,6,3,1,5,0,1,4,1,1,1,0.2260717626
627842,3,1,6,1987,1,,1,2,3,,,,,,3,,1,,13,,,,,1,1,1,4,23,1,1,1,1,13,4,1,1,4,1,1,1,0.2260717626
627842,4,2,6,1991,1,,1,2,3,,,,,,4,,1,,7,,,,,1,1,1,4,19,1,1,1,1,7,4,0,1,4,1,1,1,0.2260717626
627845,1,2,1,1942,1,,2,1,3,,,,,,1,,15,1,17,,,,,1,1,1,2,68,5,5,6,3,17,5,0,1,2,1,1,1,0.2061993311
627845,2,1,2,1935,1,,2,1,3,,,,,,2,,15,1,17,,,,,1,1,1,2,75,5,5,6,3,17,5,1,1,2,1,1,1,0.2061993311
628091,1,2,1,1927,1,,4,4,2,,,,,,1,,15,1,1,,,,,9,2,3,1,83,5,5,6,3,1,5,1,1,1,1,1,2,0.1911780774
628193,1,1,1,1972,1,,3,3,2,,,,,,2,,11,,,,,,,19,3,19,1,38,2,2,7,3,,5,1,1,1,3,5,2,0.3294382138
628262,1,2,1,1970,1,,1,1,5,42,60,2,1988,2,1,,13,,,,,,5,19,3,19,4,40,2,2,7,3,,5,0,0,1,3,5,2,0.2808054683
628262,2,1,2,1968,1,,1,1,5,48,60,2,1987,2,2,,7,,6,,,,2,19,3,19,4,42,3,2,4,2,6,4,1,1,1,3,5,2,0.2808054683
628262,3,1,6,1997,1,,1,2,3,,,,,,3,,17,,,,,,,19,3,19,4,13,1,1,7,3,,5,0,0,1,3,5,2,0.2808054683
628262,4,1,6,2002,1,,1,2,1,,,,,,4,,17,,,,,,,19,3,19,4,8,1,1,7,3,,5,0,0,1,3,5,2,0.2808054683
628418,1,1,1,1948,1,,1,1,3,,,,,,1,,8,,3,,,,,12,2,12,3,62,4,4,5,2,3,2,1,1,1,2,3,2,0.3123168202
628418,2,2,2,1951,1,,1,1,3,,,,,,2,,13,,,,,,,12,2,12,3,59,4,4,7,3,,5,0,0,1,2,3,2,0.3123168202
628418,3,2,6,1971,1,,1,2,5,50,60,2,1990,1,3,,11,,,,,,2,12,2,12,3,39,2,2,7,3,,5,0,0,1,2,3,2,0.3123168202
629455,1,1,1,1948,1,,2,1,2,,,,,,1,,1,,2,,,,,20,3,20,4,62,4,4,1,1,2,2,1,1,3,3,5,1,0.1734051793
629455,2,2,2,1955,1,,1,1,2,,,,,,2,,15,1,7,,,,,20,3,20,4,55,4,4,6,3,7,5,0,1,3,3,5,1,0.1734051793
629455,3,2,6,1985,1,,1,2,5,76,100,2,2004,2,3,,11,,,,,,4,20,3,20,4,25,1,1,7,3,,5,0,1,3,3,5,1,0.1734051793
629455,4,1,6,1990,1,,1,2,3,,,,,,4,,17,,,,,,,20,3,20,4,20,1,1,7,3,,5,0,0,3,3,5,1,0.1734051793
629458,1,2,1,1949,1,,2,1,5,42,60,2,1969,2,1,,13,,,,,,2,20,3,20,4,61,4,4,7,3,,5,0,0,1,3,5,1,0.1199216233
629458,2,1,2,1956,1,,3,1,3,,,,,,2,,1,,4,,,,,20,3,20,4,54,4,3,1,1,4,2,1,1,1,3,5,1,0.1199216233
629458,3,1,6,1984,1,,1,2,6,109,110,2,2006,,3,,17,,,,,1,2,20,3,20,4,26,1,1,7,3,,5,0,0,1,3,5,1,0.1199216233
629458,4,1,6,1990,1,,1,2,5,67,100,2,2009,2,4,,11,,,,,,2,20,3,20,4,20,1,1,7,3,,5,0,0,1,3,5,1,0.1199216233
629478,1,2,1,1944,1,,2,1,8,102,110,2,1969,,1,,15,3,16,,,9,3,20,3,20,4,66,5,5,6,3,16,5,0,1,3,3,5,1,0.123349185
629478,2,1,2,1940,1,,2,1,5,48,60,2,1960,2,2,,15,4,1,,,,2,20,3,20,4,70,5,5,6,3,1,5,1,1,3,3,5,1,0.123349185
