NQUEST,NORD,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,MOTIV,ANNOENUS,TIPOLAU,TIPODIP,NASCREG,NASCAREA,IREG,NCOMP,ETA,CLETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
612269,1,2,1,1969,1,,2,2,5,60,60,2,1989,2,1,,6,,12,,,,1,17,3,8,1,41,3,2,4,2,12,4,1,1,1,1,2,2,0.5568424192
612402,1,1,1,1968,1,,1,2,7,100,110,2,1993,,1,,2,,15,,,6,3,18,3,8,1,42,3,2,2,1,15,3,1,1,1,1,2,2,0.6218058343
612423,1,1,1,1954,1,,2,1,5,55,60,2,1973,2,1,,2,,14,,,,1,15,3,8,2,56,4,4,2,1,14,4,1,1,2,1,2,2,0.3172039254
612423,2,2,2,1956,1,,2,1,5,53,60,2,1975,2,2,,2,,8,,,,2,15,3,8,2,54,4,3,2,1,8,4,0,1,2,1,2,2,0.3172039254
612483,1,1,1,1925,1,,2,4,1,,,,,,1,,15,8,3,,,,,8,1,8,1,85,5,5,6,3,3,5,1,1,1,1,2,2,0.3392575882
612547,1,2,1,1966,1,,2,1,7,100,110,2,1990,,1,,2,,11,,,8,3,8,1,8,4,44,3,2,2,1,11,4,0,1,2,1,2,2,0.5287308573
612547,2,1,2,1966,1,,2,1,5,50,60,2,1985,2,2,,2,,15,,,,2,8,1,8,4,44,3,2,2,1,15,3,1,1,2,1,2,2,0.5287308573
612547,3,1,6,2004,1,,1,2,1,,,,,,3,,17,,,,,,,8,1,8,4,6,1,1,7,3,,5,0,0,2,1,2,2,0.5287308573
612547,4,1,6,2004,1,,1,2,1,,,,,,4,,17,,,,,,,8,1,8,4,6,1,1,7,3,,5,0,0,2,1,2,2,0.5287308573
613319,1,1,1,1956,1,,1,1,5,58,60,2,1974,2,1,,4,,11,,,,2,9,2,9,3,54,4,3,3,1,11,4,1,1,2,2,3,2,0.2922586879
613319,2,2,2,1960,1,,1,1,3,,,,,,2,,2,,19,,,,,9,2,9,3,50,3,3,2,1,19,4,0,1,2,2,3,2,0.2922586879
613319,3,1,6,1987,1,,1,2,5,52,60,2,2005,1,3,,17,,,,,,2,9,2,9,3,23,1,1,7,3,,5,0,0,2,2,3,2,0.2922586879
613488,1,2,1,1927,1,,3,1,2,,,,,,2,,13,,,,,,,9,2,9,2,83,5,5,7,3,,5,0,0,1,2,3,2,0.2596278255
613488,2,1,2,1923,1,,3,1,7,100,100,1,1950,,1,,15,2,18,,,8,3,9,2,9,2,87,5,5,6,3,18,5,1,1,1,2,3,2,0.2596278255
613535,1,1,1,1944,1,,1,4,5,7,10,2,1966,2,1,,6,,6,,,,2,9,2,9,3,66,5,5,4,2,6,4,1,1,1,2,3,2,0.3771503337
613535,2,2,7,1983,1,,1,2,5,36,60,2,2001,2,2,,11,,,,,,3,9,2,9,3,27,1,1,7,3,,5,0,0,1,2,3,2,0.3771503337
613535,3,2,11,1941,1,,1,2,4,,,,,,3,,13,,,,,,,9,2,9,3,69,5,5,7,3,,5,0,0,1,2,3,2,0.3771503337
613605,1,2,1,1933,1,,2,4,7,100,110,2,1956,,1,,15,3,16,,,9,3,15,3,5,1,77,5,5,6,3,16,5,1,1,1,1,2,2,0.4029192519
613621,1,2,1,1939,1,,2,4,2,,,,,,1,,15,1,3,,,,,5,1,5,1,71,5,5,6,3,3,5,1,1,1,1,2,2,0.405275339
613624,1,2,1,1918,1,,3,4,2,,,,,,1,,15,9,7,,,,,5,1,5,2,92,5,5,6,3,7,5,1,1,2,1,2,2,0.4029192519
613624,2,2,11,1926,1,,3,4,2,,,,,,2,,15,1,3,,,,,5,1,5,2,84,5,5,6,3,3,5,0,1,2,1,2,2,0.4029192519
613697,1,2,1,1939,1,,3,4,2,,,,,,1,,16,,,,,,,3,1,3,1,71,5,5,6,3,,5,1,1,1,1,1,2,0.3002401157
613825,1,2,1,1942,1,,4,4,2,,,,,,1,,15,1,3,,,,,13,3,3,1,68,5,5,6,3,3,5,1,1,1,1,1,2,0.2883846609
614068,1,2,1,1931,1,,3,4,1,,,,,,1,,15,1,1,,,,,18,3,18,1,79,5,5,6,3,1,5,1,1,1,3,4,2,0.2747835148
614094,1,1,1,1933,1,,2,1,5,7,10,2,1953,2,1,,15,3,16,,,,5,18,3,18,2,77,5,5,6,3,16,5,1,1,1,3,4,2,0.2177004041
614094,2,2,2,1948,1,,2,1,3,,,,,,2,,13,,,,,,,18,3,18,2,62,4,4,7,3,,5,0,0,1,3,4,2,0.2177004041
614660,1,2,1,1955,1,,2,4,3,,,,,,1,,2,,20,,,,,19,3,19,2,55,4,4,2,1,20,4,1,1,1,3,5,3,0.5031858555
614660,2,1,7,1990,1,,1,2,5,98,100,2,2008,2,2,,11,,,,,,4,19,3,19,2,20,1,1,7,3,,5,0,0,1,3,5,3,0.5031858555
614683,1,1,1,1954,1,,3,1,7,110,110,2,1979,,1,,15,2,15,,,1,3,9,2,19,4,56,4,4,6,3,15,5,1,1,2,3,5,3,0.2742999575
614683,2,2,2,1954,1,,2,1,7,110,110,2,1982,,2,,2,,15,,,3,3,19,3,19,4,56,4,4,2,1,15,3,0,1,2,3,5,3,0.2742999575
614683,3,2,6,1989,1,,1,2,5,96,100,2,2008,1,3,,17,,,,,,3,19,3,19,4,21,1,1,7,3,,5,0,0,2,3,5,3,0.2742999575
614683,4,2,6,1993,1,,1,2,3,,,,,,4,,17,,,,,,,19,3,19,4,17,1,1,7,3,,5,0,0,2,3,5,3,0.2742999575
614783,1,2,1,1941,1,,2,3,7,110,110,2,1963,,1,,15,3,15,,,9,3,15,3,19,1,69,5,5,6,3,15,5,1,1,1,3,5,3,0.304311352
615309,1,1,1,1933,1,,3,1,2,,,,,,1,,15,1,6,,,,,9,2,9,2,77,5,5,6,3,6,5,1,1,2,2,3,1,0.5354179559
615309,2,2,2,1934,1,,3,1,2,,,,,,2,,15,1,3,,,,,9,2,9,2,76,5,5,6,3,3,5,0,1,2,2,3,1,0.5354179559
615399,1,1,1,1960,1,,2,1,3,,,,,,1,,4,,7,,,,,19,3,9,4,50,3,3,3,1,7,4,1,1,2,2,3,2,0.7069296949
615399,2,2,2,1966,1,,2,1,3,,,,,,2,,13,,,,,,,9,2,9,4,44,3,2,7,3,,5,0,0,2,2,3,2,0.7069296949
615399,3,1,7,1986,1,,2,2,5,76,100,2,2009,2,3,,4,,9,,,,1,9,2,9,4,24,1,1,3,1,9,4,0,1,2,2,3,2,0.7069296949
615399,4,2,7,1994,1,,2,2,3,,,,,,4,,17,,,,,,,9,2,9,4,16,1,1,7,3,,5,0,0,2,2,3,2,0.7069296949
615505,1,1,1,1925,1,,2,4,3,,,,,,1,,15,1,14,,,,,5,1,1,1,85,5,5,6,3,14,5,1,1,1,1,1,2,0.1961372622
615662,1,1,1,1939,1,,2,1,5,7,10,2,1960,1,1,,16,,,,,,2,8,1,8,2,71,5,5,6,3,,5,1,1,1,1,2,2,0.2031931964
615662,2,2,2,1941,1,,2,1,5,8,10,2,1960,2,2,,13,,,,,,2,8,1,8,2,69,5,5,7,3,,5,0,0,1,1,2,2,0.2031931964
615751,1,1,1,1926,1,,3,4,7,90,100,2,1956,,1,,15,6,6,,,4,3,9,2,9,1,84,5,5,6,3,6,5,1,1,1,2,3,2,0.2311262679
615986,1,1,1,1939,1,,3,1,2,,,,,,1,,16,,,,,,,18,3,1,2,71,5,5,6,3,,5,1,1,1,1,1,2,0.1419635113
615986,2,2,2,1935,1,,2,1,1,,,,,,2,,13,,,,,,,18,3,1,2,75,5,5,7,3,,5,0,0,1,1,1,2,0.1419635113
616016,1,2,1,1938,1,,2,1,2,,,,,,2,,15,8,7,,,,,1,1,1,2,72,5,5,6,3,7,5,0,1,2,1,1,2,0.3598238898
616016,2,1,2,1935,1,,2,1,2,,,,,,1,,15,8,7,,,,,1,1,1,2,75,5,5,6,3,7,5,1,1,2,1,1,2,0.3598238898
616032,1,2,1,1959,1,,2,1,3,,,,,,1,,2,,17,,,,,1,1,1,4,51,4,3,2,1,17,3,1,1,2,1,1,2,0.4270075771
616032,2,1,2,1964,1,,2,1,3,,,,,,2,,1,,8,,,,,20,3,1,4,46,3,3,1,1,8,4,0,1,2,1,1,2,0.4270075771
616032,3,1,6,1990,1,,1,2,5,70,100,2,2010,2,3,,11,,,,,,2,1,1,1,4,20,1,1,7,3,,5,0,0,2,1,1,2,0.4270075771
616032,4,2,6,1996,1,,1,2,3,,,,,,4,,17,,,,,,,1,1,1,4,14,1,1,7,3,,5,0,0,2,1,1,2,0.4270075771
616078,1,2,1,1928,1,,3,4,2,,,,,,1,,15,1,7,,,,,1,1,1,2,82,5,5,6,3,7,5,0,1,2,1,1,2,0.3241399832
616078,2,1,7,1949,1,,2,3,7,100,110,2,1974,,2,,15,2,17,,,3,3,1,1,1,2,61,4,4,6,3,17,5,1,1,2,1,1,2,0.3241399832
616111,1,2,1,1920,1,,2,4,2,,,,,,1,,15,1,1,,,,,8,1,8,1,90,5,5,6,3,1,5,1,1,1,1,2,2,0.5853235518
616191,1,2,1,1938,1,,2,4,4,,,,,,1,,16,,,,,,,8,1,8,1,72,5,5,6,3,,5,1,1,1,1,2,2,0.5853235518
616313,1,1,1,1958,1,,2,1,5,38,60,2,1977,2,1,,4,,11,,,,2,8,1,8,3,52,4,3,3,1,11,4,1,1,2,1,2,2,0.2287311726
616313,2,2,2,1958,1,,2,1,7,110,110,1,1981,,2,,3,,16,,,10,3,8,1,8,3,52,4,3,2,1,16,3,0,1,2,1,2,2,0.2287311726
616313,3,1,6,1995,1,,2,2,3,,,,,,3,,17,,,,,,,8,1,8,3,15,1,1,7,3,,5,0,0,2,1,2,2,0.2287311726
616381,1,1,1,1932,1,,3,1,3,,,,,,1,,15,2,17,,,,,3,1,3,2,78,5,5,6,3,17,5,1,1,2,1,1,2,0.1880074495
616381,2,2,2,1937,1,,4,1,3,,,,,,2,,15,2,19,,,,,3,1,3,2,73,5,5,6,3,19,5,0,1,2,1,1,2,0.1880074495
617019,1,1,1,1958,1,,2,1,3,,,,,,1,,1,,3,,,,,3,1,3,4,52,4,3,1,1,3,2,1,1,2,1,1,2,0.2550894441
617019,2,2,2,1965,1,,2,1,3,,,,,,2,,1,,3,,,,,3,1,3,4,45,3,3,1,1,3,2,0,1,2,1,1,2,0.2550894441
617019,3,2,6,1993,1,,2,2,3,,,,,,3,,17,,,,,,,3,1,3,4,17,1,1,7,3,,5,0,0,2,1,1,2,0.2550894441
617019,4,1,6,1994,1,,2,2,3,,,,,,4,,17,,,,,,,3,1,3,4,16,1,1,7,3,,5,0,0,2,1,1,2,0.2550894441
617023,1,1,1,1958,1,,1,1,5,43,60,2,1977,2,1,,2,,10,,,,2,3,1,3,3,52,4,3,2,1,10,4,1,1,3,1,1,2,0.1855619424
617023,2,2,2,1962,1,,1,1,4,,,,,,2,,2,,7,,,,,20,3,3,3,48,3,3,2,1,7,4,0,1,3,1,1,2,0.1855619424
617023,3,1,6,1987,1,,1,2,5,64,100,2,2007,2,3,,2,,3,,,,2,3,1,3,3,23,1,1,2,1,3,2,0,1,3,1,1,2,0.1855619424
617089,1,2,1,1958,1,,2,1,3,,,,,,1,,13,,,,,,,3,1,3,2,52,4,3,7,3,,5,0,0,1,1,1,2,0.1474732963
617089,2,1,2,1950,1,,2,1,2,,,,,,2,,1,,3,,,,,3,1,3,2,60,4,4,1,1,3,2,1,1,1,1,1,2,0.1474732963
617231,1,2,1,1942,1,,2,1,2,,,,,,2,,15,1,3,,,,,11,2,11,2,68,5,5,6,3,3,5,0,1,2,2,3,0,0.4633090068
617231,2,1,2,1937,1,,2,1,2,,,,,,1,,15,8,6,,,,,11,2,11,2,73,5,5,6,3,6,5,1,1,2,2,3,0,0.4633090068
617398,1,1,1,1941,1,,1,1,8,110,110,2,1965,,1,,5,,16,,,1,3,3,1,3,3,69,5,5,3,1,16,3,1,1,2,1,1,3,0.8532455235
617398,2,2,2,1963,1,,1,1,8,110,110,1,1985,,2,,5,,16,,,1,3,,,3,3,47,3,3,3,1,16,3,0,1,2,1,1,3,0.8532455235
617398,3,1,6,1997,1,,1,2,3,,,,,,3,,17,,,,,,,3,1,3,3,13,1,1,7,3,,5,0,0,2,1,1,3,0.8532455235
617436,1,2,1,1937,1,,5,3,2,,,,,,1,,15,1,19,,,,,3,1,3,1,73,5,5,6,3,19,5,1,1,1,1,1,3,0.8746718217
617637,1,1,1,1932,1,,2,1,5,43,60,2,1951,2,1,,15,4,7,,,,2,3,1,3,2,78,5,5,6,3,7,5,1,1,2,1,1,3,0.7202199747
617637,2,2,2,1933,1,,2,1,3,,,,,,2,,15,2,7,,,,,3,1,3,2,77,5,5,6,3,7,5,0,1,2,1,1,3,0.7202199747
617902,1,2,1,1947,1,,2,1,6,100,110,2,1972,,2,,13,,,,,9,3,3,1,3,2,63,4,4,7,3,,5,0,0,1,1,1,3,0.5821023177
617902,2,1,2,1949,1,,1,1,7,107,110,2,1973,,1,,15,2,17,,,3,3,3,1,3,2,61,4,4,6,3,17,5,1,1,1,1,1,3,0.5821023177
618079,1,1,1,1953,1,,2,1,5,70,100,2,1969,2,1,,12,2,19,,,,2,18,3,3,3,57,4,4,7,3,19,5,0,1,3,1,1,2,0.6607866176
618079,2,2,2,1954,1,,2,1,4,,,,,,2,,12,2,19,,,,,16,3,3,3,56,4,4,7,3,19,5,0,1,3,1,1,2,0.6607866176
618079,3,1,6,1984,1,,2,2,5,70,100,2,2003,2,3,,2,,9,,,,2,3,1,3,3,26,1,1,2,1,9,4,1,1,3,1,1,2,0.6607866176
618164,1,1,1,1965,1,,1,1,5,36,60,2,1984,2,1,,2,,8,,,,2,8,1,8,3,45,3,3,2,1,8,4,1,1,2,1,2,2,0.431576894
618164,2,2,2,1965,1,,1,1,5,36,60,2,1984,2,2,,1,,7,,,,10,8,1,8,3,45,3,3,1,1,7,4,0,1,2,1,2,2,0.431576894
618164,3,1,6,1998,1,,1,2,2,,,,,,3,,17,,,,,,,8,1,8,3,12,1,1,7,3,,5,0,0,2,1,2,2,0.431576894
618272,1,2,1,1934,1,,4,4,1,,,,,,2,,15,1,1,,,,,15,3,8,1,76,5,5,6,3,1,5,1,1,1,1,2,1,0.2860506931
618755,1,1,1,1939,1,,2,1,3,,,,,,1,,15,8,6,,,,,5,1,5,2,71,5,5,6,3,6,5,1,1,2,1,2,1,0.2733845775
618755,2,2,2,1941,1,,2,1,3,,,,,,2,,15,2,4,,,,,5,1,5,2,69,5,5,6,3,4,5,0,1,2,1,2,1,0.2733845775
619038,1,1,1,1930,1,,3,4,1,,,,,,1,,15,1,3,,,,,15,3,15,1,80,5,5,6,3,3,5,1,1,1,3,4,3,0.4516230774
619060,1,2,1,1925,1,,4,4,2,,,,,,1,,16,,,,,,,15,3,15,1,85,5,5,6,3,,5,1,1,1,3,4,3,0.4615815332
619170,1,2,1,1935,1,,3,4,2,,,,,,1,,16,,,,,,,15,3,15,2,75,5,5,6,3,,5,0,1,2,3,4,3,0.3782667516
619170,2,1,7,1964,1,,2,2,3,,,,,,2,,1,,9,,,,,15,3,15,2,46,3,3,1,1,9,4,1,1,2,3,4,3,0.3782667516
619396,1,2,1,1959,1,,2,1,2,,,,,,1,,13,,,,,,,15,3,15,3,51,4,3,7,3,,5,0,0,1,3,4,3,0.3811481634
619396,2,1,2,1954,1,,2,1,2,,,,,,2,,2,,19,,,,,15,3,15,3,56,4,4,2,1,19,4,1,1,1,3,4,3,0.3811481634
619396,3,2,6,1992,1,,2,2,3,,,,,,3,,17,,,,,,,15,3,15,3,18,1,1,7,3,,5,0,0,1,3,4,3,0.3811481634
619456,1,2,1,1952,1,,3,2,5,54,60,2,1971,2,1,,6,,7,,,,4,15,3,15,1,58,4,4,4,2,7,4,1,1,1,3,4,3,0.5730031549
619457,1,1,1,1959,1,,4,1,5,39,60,2,1978,2,1,,15,2,15,,,,3,15,3,15,4,51,4,3,6,3,15,5,1,1,1,3,4,3,0.408253862
619457,2,2,2,1961,1,,3,1,5,36,60,2,1979,2,2,,13,,,,,,1,15,3,15,4,49,3,3,7,3,,5,0,0,1,3,4,3,0.408253862
619457,3,2,6,1988,1,,2,2,5,68,100,2,2008,1,3,,17,,,,,,3,15,3,15,4,22,1,1,7,3,,5,0,0,1,3,4,3,0.408253862
619457,4,2,6,1995,1,,2,2,3,,,,,,4,,17,,,,,,,15,3,15,4,15,1,1,7,3,,5,0,0,1,3,4,3,0.408253862
619807,1,1,1,1964,1,,1,1,3,,,,,,1,,1,,7,,,,,1,1,1,3,46,3,3,1,1,7,4,1,1,2,1,1,2,0.4119279687
619807,2,2,2,1965,1,,1,1,3,,,,,,2,,1,,14,,,,,19,3,1,3,45,3,3,1,1,14,4,0,1,2,1,1,2,0.4119279687
619807,3,2,6,1996,1,,1,2,3,,,,,,4,,17,,,,,,,1,1,1,3,14,1,1,7,3,,5,0,0,2,1,1,2,0.4119279687
620179,1,2,1,1963,1,,3,4,4,,,,,,1,,1,,3,,,,,6,1,6,1,47,3,3,1,1,3,2,1,1,1,1,2,0,0.8982877621
620481,1,1,1,1957,1,,2,1,3,,,,,,1,,2,,4,,,,,9,2,8,3,53,4,3,2,1,4,2,0,1,3,1,2,1,0.2947923682
620481,2,2,2,1958,1,,2,1,5,51,60,2,1976,1,2,,6,,18,,,,4,8,1,8,3,52,4,3,4,2,18,4,1,1,3,1,2,1,0.2947923682
620481,3,2,6,1988,1,,2,2,5,85,100,2,2007,1,3,,20,,19,,,,3,8,1,8,3,22,1,1,5,2,19,4,0,1,3,1,2,1,0.2947923682
620503,1,2,1,1949,1,,2,1,4,,,,,,1,,15,2,3,,,,,8,1,8,2,61,4,4,6,3,3,5,0,1,2,1,2,1,0.2100810893
620503,2,1,2,1946,1,,3,1,4,,,,,,2,,15,2,3,,,,,8,1,8,2,64,4,4,6,3,3,5,1,1,2,1,2,1,0.2100810893
620593,1,2,1,1929,1,,3,4,2,,,,,,1,,16,,,,,,,16,3,16,2,81,5,5,6,3,,5,1,1,2,3,4,2,0.1763524801
620593,2,1,7,1973,1,,5,2,5,48,60,2,1992,2,2,,16,,,,,,2,16,3,16,2,37,2,2,6,3,,5,0,1,2,3,4,2,0.1763524801
620649,1,2,1,1948,1,,3,1,5,48,60,2,1970,1,2,,15,6,14,,,,2,3,1,3,3,62,4,4,6,3,14,5,0,1,3,1,1,2,0.911421805
620649,2,1,2,1944,1,,2,1,7,95,100,2,1970,,1,,15,3,16,,,5,3,3,1,3,3,66,5,5,6,3,16,5,1,1,3,1,1,2,0.911421805
620649,3,1,7,1976,1,,2,2,7,98,100,2,2005,,3,,2,,17,,,10,3,3,1,3,3,34,2,1,2,1,17,3,0,1,3,1,1,2,0.911421805
620805,1,1,1,1951,1,,2,1,5,45,60,2,1970,2,1,,3,,16,,,,2,5,1,5,3,59,4,4,2,1,16,3,0,1,3,1,2,1,0.2906346835
620805,2,2,2,1949,1,,2,1,5,50,60,2,1969,2,2,,8,,1,,,,1,5,1,5,3,61,4,4,5,2,1,1,0,1,3,1,2,1,0.2906346835
620805,3,1,6,1982,1,,1,2,5,84,100,2,2001,2,3,,2,,8,,,,2,5,1,5,3,28,1,1,2,1,8,4,1,1,3,1,2,1,0.2906346835
620829,1,2,1,1968,1,,1,3,7,105,110,2,1993,,1,,3,,15,,,1,2,3,1,5,3,42,3,2,2,1,15,3,1,1,1,1,2,1,0.3805404572
620829,2,1,7,1998,1,,1,2,2,,,,,,2,,17,,,,,,,5,1,5,3,12,1,1,7,3,,5,0,0,1,1,2,1,0.3805404572
620829,3,2,7,2000,1,,1,2,1,,,,,,3,,17,,,,,,,5,1,5,3,10,1,1,7,3,,5,0,0,1,1,2,1,0.3805404572
620858,1,1,1,1958,1,,1,1,3,,,,,,1,,2,,15,,,,,5,1,5,4,52,4,3,2,1,15,3,1,1,3,1,2,1,0.3176700116
620858,2,2,2,1958,1,,1,1,5,8,10,2,1977,2,2,,2,,13,,,,2,5,1,5,4,52,4,3,2,1,13,4,0,1,3,1,2,1,0.3176700116
620858,3,2,6,1986,1,,1,1,6,95,110,2,2010,,3,,3,,16,,,9,3,5,1,5,4,24,1,1,2,1,16,3,0,1,3,1,2,1,0.3176700116
620858,4,1,6,1993,1,,1,2,3,,,,,,4,,17,,,,,,,5,1,5,4,17,1,1,7,3,,5,0,0,3,1,2,1,0.3176700116
620862,1,1,1,1946,1,,2,1,5,7,10,2,1965,1,1,,5,,3,,,,2,5,1,5,3,64,4,4,3,1,3,2,1,1,2,1,2,1,0.3515187657
620862,2,2,2,1952,1,,2,1,4,,,,,,2,,13,,,,,,,5,1,5,3,58,4,4,7,3,,5,0,0,2,1,2,1,0.3515187657
620862,3,2,6,1975,1,,2,2,5,44,60,2,1994,1,3,,3,,16,,,,4,5,1,5,3,35,2,2,2,1,16,3,0,1,2,1,2,1,0.3515187657
621685,1,2,1,1966,1,,2,1,4,,,,,,1,,2,,17,,,,,7,1,7,3,44,3,2,2,1,17,3,0,1,3,1,1,0,0.8575421148
621685,2,1,2,1969,1,,2,1,4,,,,,,2,,8,,8,,,,,7,1,7,3,41,3,2,5,2,8,4,1,1,3,1,1,0,0.8575421148
621685,3,2,7,1991,1,,2,2,3,,,,,,3,,1,,7,,,,,7,1,7,3,19,1,1,1,1,7,4,0,1,3,1,1,0,0.8575421148
621735,1,2,1,1953,1,,2,1,2,,,,,,1,,13,,,,,,,12,2,12,4,57,4,4,7,3,,5,0,0,3,2,3,0,1.296041636
621735,2,1,2,1951,1,,3,1,3,,,,,,2,,15,1,19,,,,,12,2,12,4,59,4,4,6,3,19,5,0,1,3,2,3,0,1.296041636
621735,3,2,6,1979,1,,1,1,4,,,,,,3,,2,,19,,,,,12,2,12,4,31,2,1,2,1,19,4,0,1,3,2,3,0,1.296041636
621735,4,1,6,1980,1,,2,2,4,,,,,,4,,1,,8,,,,,12,2,12,4,30,1,1,1,1,8,4,1,1,3,2,3,0,1.296041636
621762,1,1,1,1928,1,,2,1,2,,,,,,1,,15,1,6,,,,,12,2,12,2,82,5,5,6,3,6,5,1,1,2,2,3,0,1.4302058976
621762,2,2,2,1933,1,,4,1,1,,,,,,2,,15,1,20,,,,,15,3,12,2,77,5,5,6,3,20,5,0,1,2,2,3,0,1.4302058976
621766,1,2,1,1954,1,,2,2,4,,,,,,1,,2,,17,,,,,12,2,12,2,56,4,4,2,1,17,3,1,1,2,2,3,0,1.4392568355
621766,2,1,4,1920,1,,4,4,2,,,,,,2,,15,1,1,,,,,12,2,12,2,90,5,5,6,3,1,5,0,1,2,2,3,0,1.4392568355
621773,1,2,1,1961,1,,3,1,3,,,,,,1,,13,,,,,,,12,2,12,4,49,3,3,7,3,,5,1,1,1,2,3,0,1.4215759126
621773,2,1,2,1960,1,,2,1,3,,,,,,2,,12,1,6,,,,,12,2,12,4,50,3,3,7,3,6,5,0,0,1,2,3,0,1.4215759126
621773,3,1,6,1990,1,,1,2,3,,,,,,3,,11,,,,,,,12,2,12,4,20,1,1,7,3,,5,0,0,1,2,3,0,1.4215759126
621773,4,2,6,1995,1,,1,2,3,,,,,,4,,17,,,,,,,12,2,12,4,15,1,1,7,3,,5,0,0,1,2,3,0,1.4215759126
621999,1,1,1,1925,1,,3,2,2,,,,,,1,,16,,,,,,,19,3,19,1,85,5,5,6,3,,5,1,1,1,3,5,2,0.1576369222
622031,1,1,1,1930,1,,3,4,2,,,,,,1,,15,1,1,,,,,19,3,19,1,80,5,5,6,3,1,5,1,1,1,3,5,2,0.1576369222
622034,1,1,1,1959,1,,2,1,7,96,110,2,1984,,1,,3,,16,,,10,2,19,3,19,4,51,4,3,2,1,16,3,1,1,1,3,5,2,0.1930889932
622034,2,2,2,1968,1,,2,1,5,50,60,2,1986,2,2,,13,,,,,,3,19,3,19,4,42,3,2,7,3,,5,0,0,1,3,5,2,0.1930889932
622034,3,1,6,1993,1,,1,2,3,,,,,,3,,17,,,,,,,19,3,19,4,17,1,1,7,3,,5,0,0,1,3,5,2,0.1930889932
622034,4,1,6,1996,1,,1,2,3,,,,,,4,,17,,,,,,,19,3,19,4,14,1,1,7,3,,5,0,0,1,3,5,2,0.1930889932
622063,1,2,1,1938,1,,3,3,2,,,,,,1,,16,,,,,,,19,3,19,2,72,5,5,6,3,,5,0,1,2,3,5,2,0.1475895083
622063,2,1,7,1956,1,,2,2,3,,,,,,2,,1,,6,,,,,19,3,19,2,54,4,3,1,1,6,4,1,1,2,3,5,2,0.1475895083
622071,1,1,1,1968,1,,2,1,5,45,60,2,1988,2,1,,8,,8,,,,10,19,3,19,4,42,3,2,5,2,8,4,1,1,1,3,5,2,0.2470140236
622071,2,2,2,1970,1,,2,1,5,38,60,2,1989,2,2,,13,,,,,,5,19,3,19,4,40,2,2,7,3,,5,0,0,1,3,5,2,0.2470140236
622071,3,1,6,1997,1,,1,2,2,,,,,,3,,17,,,,,,,19,3,19,4,13,1,1,7,3,,5,0,0,1,3,5,2,0.2470140236
622071,4,2,6,1999,1,,1,2,2,,,,,,4,,17,,,,,,,19,3,19,4,11,1,1,7,3,,5,0,0,1,3,5,2,0.2470140236
622228,1,1,1,1949,1,,2,1,4,,,,,,1,,15,1,3,,,,,8,1,8,2,61,4,4,6,3,3,5,0,1,2,1,2,0,0.6191179538
622228,2,2,2,1952,1,,2,1,4,,,,,,2,,1,,3,,,,,8,1,8,2,58,4,4,1,1,3,2,1,1,2,1,2,0,0.6191179538
622306,1,2,1,1953,1,,2,4,2,,,,,,1,,16,,,,,,,17,3,1,1,57,4,4,6,3,,5,1,1,1,1,1,1,0.1725479436
622707,1,2,1,1952,1,,3,1,2,,,,,,2,,13,,,,,,,18,3,1,5,58,4,4,7,3,,5,0,0,2,1,1,1,0.2376243751
622707,2,1,2,1945,1,,3,1,2,,,,,,1,,15,1,3,,,,,5,1,1,5,65,4,5,6,3,3,5,1,1,2,1,1,1,0.2376243751
622707,3,2,6,1972,1,,2,3,5,38,60,2,1992,2,,2,1,,17,,2010,,2,1,1,1,5,38,2,2,1,1,17,3,0,1,2,1,1,1,0.2376243751
622707,4,1,9,1998,1,,1,2,2,,,,,,,2,17,,,,2010,,,1,1,1,5,12,1,1,7,3,,5,0,0,2,1,1,1,0.2376243751
622707,5,1,9,2002,1,,1,2,1,,,,,,,2,17,,,,2010,,,1,1,1,5,8,1,1,7,3,,5,0,0,2,1,1,1,0.2376243751
622717,1,2,1,1935,1,,3,4,2,,,,,,1,,15,1,19,,,,,20,3,1,2,75,5,5,6,3,19,5,1,1,1,1,1,1,0.2533599725
622717,2,2,7,1972,1,,2,2,5,36,60,2,1991,2,2,,12,2,2,,,,2,1,1,1,2,38,2,2,7,3,2,5,0,0,1,1,1,1,0.2533599725
622915,1,1,1,1939,1,,3,1,5,38,60,2,1959,2,1,,6,,11,,,,2,16,3,16,2,71,5,5,4,2,11,4,1,1,2,3,4,0,2.5911348335
622915,2,2,2,1941,1,,2,1,5,42,60,2,1959,2,2,,13,,,,,,2,16,3,16,2,69,5,5,7,3,,5,0,1,2,3,4,0,2.5911348335
623250,1,2,1,1977,1,,2,1,5,36,60,2,1998,2,2,,13,,,,,,1,16,3,16,5,33,2,1,7,3,,5,0,0,1,3,4,2,0.4791469048
623250,2,1,2,1974,1,,2,1,3,,,,,,1,,1,,7,,,,,16,3,16,5,36,2,2,1,1,7,4,1,1,1,3,4,2,0.4791469048
623250,3,2,6,2000,1,,1,2,2,,,,,,3,,17,,,,,,,16,3,16,5,10,1,1,7,3,,5,0,0,1,3,4,2,0.4791469048
