NQUEST,Y,CN,CD1,CD2,CD,C,S
22996,34639.505696,22800,0,0,0,22800,11839.505696
23193,17549.80155,21900,0,490,490,22390,-4840.19845
23370,16898.265189,13440,0,2000,2000,15440,1458.2651888
23384,21431.660275,20400,0,0,0,20400,1031.660275
23490,25255.268911,17400,5200,1000,6200,23600,1655.2689113
23797,25209.427511,20400,0,0,0,20400,4809.4275113
23798,11702.742028,15360,0,0,0,15360,-3657.257972
23821,10675.980825,14400,0,500,500,14900,-4224.019175
23823,23149.965806,20400,0,3500,3500,23900,-750.0341941
23865,32000,31200,0,0,0,31200,800
23986,21150,20400,0,0,0,20400,750
24010,7831.660275,16800,0,0,0,16800,-8968.339725
24147,63158.946835,48000,0,1500,1500,49500,13658.946835
24149,7430.262576,10800,0,0,0,10800,-3369.737424
24158,32222.162193,18000,0,0,0,18000,14222.162193
24171,29310,15600,0,0,0,15600,13710
24194,48563.32055,32100,0,4500,4500,36600,11963.32055
24195,18774.980825,18000,0,0,0,18000,774.98082505
24202,39600,21600,0,0,0,21600,18000
24326,21631.660275,10800,0,0,0,10800,10831.660275
24374,27120.988877,33600,0,0,0,33600,-6479.011123
24379,14803.532281,13200,0,0,0,13200,1603.5322807
24382,13588.64877,13300,0,0,0,13300,288.64877005
24393,14480.706367,14400,0,0,0,14400,80.706367253
24529,65000.743946,76440,5500,0,5500,81940,-16939.25605
24616,30024.324385,20400,0,4000,4000,24400,5624.324385
24760,16767.823694,15600,0,0,0,15600,1167.8236938
24764,26425.32822,22800,0,2000,2000,24800,1625.32822
24809,48145.447959,19200,0,0,0,19200,28945.447959
24853,49199.38736,33600,0,0,0,33600,15599.38736
24885,9112.0815218,9600,0,0,0,9600,-487.9184782
24924,21962.539486,16080,0,1100,1100,17180,4782.5394861
24984,68957.210009,38400,0,0,0,38400,30557.210009
25007,19102.925717,16800,0,220,220,17020,2082.9257171
25138,21050,19800,0,0,0,19800,1250
25148,52096.608103,60600,0,0,0,60600,-8503.391897
25245,32400,21600,0,0,0,21600,10800
25435,81214.711033,43500,0,1600,1600,45100,36114.711033
25625,260982.14505,60000,0,0,0,60000,200982.14505
25930,38863.324474,28800,0,0,0,28800,10063.324474
25968,26579.371363,21600,0,630,630,22230,4349.3713628
25970,17620,15840,0,0,0,15840,1780
26048,45791.054775,24000,9000,0,9000,33000,12791.054775
26163,25940.929778,25800,0,1500,1500,27300,-1359.070222
26281,19711.786225,12000,0,0,0,12000,7711.786225
26310,39163.32055,19300,0,4000,4000,23300,15863.32055
26349,39313.2055,24000,0,1299,1299,25299,14014.2055
26499,14550,13800,0,0,0,13800,750
26653,18896.741222,15000,0,0,0,15000,3896.7412218
26684,19660,18000,0,0,0,18000,1660
27109,12200,11400,0,0,0,11400,800
27114,10806,12000,0,0,0,12000,-1194
27116,18063.32055,15800,0,0,0,15800,2263.32055
27123,23626.6411,21200,0,0,0,21200,2426.6411001
27155,100206.96526,62400,0,0,0,62400,37806.965261
27157,39225.082689,16200,0,0,0,16200,23025.082689
27224,61284.906265,33000,0,1000,1000,34000,27284.906265
27238,36131.660275,34800,0,1500,1500,36300,-168.339725
27505,24054.192187,12000,0,0,0,12000,12054.192187
27509,13565.217498,15600,0,0,0,15600,-2034.782502
27730,33428.979018,22200,0,250,250,22450,10978.979018
27734,27908.840309,21400,0,1500,1500,22900,5008.8403093
27739,18143.235983,15000,0,800,800,15800,2343.2359829
27742,29783.975784,28200,0,1500,1500,29700,83.97578392
27744,34758.049151,20900,0,0,0,20900,13858.049151
27881,13263.32055,9240,0,0,0,9240,4023.32055
27912,43305.791788,41200,0,0,0,41200,2105.7917876
27923,27275.608693,25200,0,500,500,25700,1575.6086925
27930,41644.324385,34000,0,1000,1000,35000,6644.324385
27947,23401.397699,25800,0,0,0,25800,-2398.602301
28100,49841.094627,46800,0,0,0,46800,3041.0946273
28221,32569.022988,16800,0,0,0,16800,15769.022988
28331,27342.420771,22800,0,0,0,22800,4542.4207713
28346,17253.100495,16200,0,0,0,16200,1053.1004951
28362,41788.974237,34800,0,0,0,34800,6988.9742369
28441,44195.806044,40800,0,2000,2000,42800,1395.8060437
28802,50627.321287,33000,0,390,390,33390,17237.321287
28859,31920.33342,16800,0,0,0,16800,15120.33342
28897,24030.867811,18000,100,0,100,18100,5930.8678108
28920,55710.323089,44000,0,0,0,44000,11710.323089
28992,49361.521544,31400,0,2000,2000,33400,15961.521544
29006,56462.867706,25200,0,1200,1200,26400,30062.867706
29140,54065.855844,27600,8000,0,8000,35600,18465.855844
29280,80143.31607,62800,0,800,800,63600,16543.31607
29286,12050,11400,0,0,0,11400,650
29288,25063.32055,23400,0,0,0,23400,1663.32055
29678,20506.179025,18200,0,0,0,18200,2306.1790247
29680,16622.839751,21600,0,0,0,21600,-4977.160249
29684,54540.147736,45800,0,0,0,45800,8740.1477363
29737,65238.251422,33600,0,300,300,33900,31338.251422
29742,55740,30000,9000,500,9500,39500,16240
29774,14715.925192,13200,0,0,0,13200,1515.9251916
29798,34677.873915,22800,0,0,0,22800,11877.873915
29823,41426.332055,28800,0,0,0,28800,12626.332055
31066,31250,14400,0,15000,15000,29400,1850
31092,50810.547861,38200,2500,1700,4200,42400,8410.5478606
31093,25221.043222,15600,12000,0,12000,27600,-2378.956778
31120,60551.09851,36600,0,750,750,37350,23201.09851
31122,38031.660275,25200,0,2000,2000,27200,10831.660275
31137,85235.216979,49200,0,0,0,49200,36035.216979
31145,31506.91121,22800,0,0,0,22800,8706.9112095
31161,44741.158358,37200,0,0,0,37200,7541.1583575
31163,36088.64877,22800,0,0,0,22800,13288.64877
31191,24341.660275,18816,0,0,0,18816,5525.660275
31219,11431.660275,10800,0,0,0,10800,631.66027502
31220,69877.843258,36700,0,0,0,36700,33177.843258
31221,54822.162193,37200,0,0,0,37200,17622.162193
31246,31042.516221,25200,0,0,0,25200,5842.5162206
31281,39074.68249,20400,0,0,0,20400,18674.68249
31304,54223.855612,52800,0,0,0,52800,1423.8556125
31309,68113.992218,36100,0,0,0,36100,32013.992218
31387,40816.530435,23760,0,1450,1450,25210,15606.530435
31403,34363.822468,22800,0,0,0,22800,11563.822468
31441,53474.695394,38400,1200,1400,2600,41000,12474.695394
31448,45474.805288,32200,0,0,0,32200,13274.805288
31556,22897.166028,21000,0,0,0,21000,1897.1660275
31560,30824.948479,30000,0,0,0,30000,824.94847882
31561,21091.660275,24528,0,50,50,24578,-3486.339725
31625,44375.254368,38800,16000,0,16000,54800,-10424.74563
31641,33167.623209,25200,0,0,0,25200,7967.6232092
31652,53679.742369,25200,0,4000,4000,29200,24479.742369
31665,23183.391506,22560,0,670,670,23230,-46.60849443
31671,33775.715437,25080,0,1350,1350,26430,7345.7154372
31695,37543.082671,34800,0,0,0,34800,2743.082671
31724,47773.18039,36790,0,700,700,37490,10283.18039
31735,28573.3618,22200,340,678,1018,23218,5355.3618
31757,17964.990883,12000,0,0,0,12000,5964.990883
31785,75590.195932,60000,0,0,0,60000,15590.195932
31798,11180,14040,0,0,0,14040,-2860
31799,30516.205024,24600,0,350,350,24950,5566.2050242
31860,45840.950631,31200,0,1500,1500,32700,13140.950631
31868,9000,4320,8000,0,8000,12320,-3320
31869,13031.660275,6720,0,0,0,6720,6311.660275
31912,27040.814621,20400,0,0,0,20400,6640.8146212
32001,28297.369712,19200,0,0,0,19200,9097.3697115
32028,60210.929174,21000,0,500,500,21500,38710.929174
32033,45498.843516,20400,0,0,0,20400,25098.843516
32034,22425.315507,13200,0,500,500,13700,8725.3155071
32041,22799.047919,20400,0,0,0,20400,2399.0479189
32044,7488,9420,0,0,0,9420,-1932
32047,10426.799628,14268,0,670,670,14938,-4511.200372
32052,42068.317216,19200,0,0,0,19200,22868.317216
32057,50513.092718,23400,0,0,0,23400,27113.092718
32066,17890,15600,0,0,0,15600,2290
32067,24120.657738,12000,200,300,500,12500,11620.657738
32144,31662.7561,13800,0,800,800,14600,17062.7561
32190,22520.62193,19800,5000,0,5000,24800,-2279.37807
32198,55051.660275,27720,8200,0,8200,35920,19131.660275
32206,15907.306344,11580,2000,400,2400,13980,1927.3063437
32209,52556.453199,41600,0,1000,1000,42600,9956.4531989
32210,9700,13680,0,400,400,14080,-4380
32229,12175.32822,16800,0,0,0,16800,-4624.67178
32288,52721.976866,34410,24000,2000,26000,60410,-7688.023134
32318,22658.355722,13800,0,0,0,13800,8858.3557223
32320,58888.523887,45600,0,500,500,46100,12788.523887
32328,14610.441487,12000,0,0,0,12000,2610.4414866
32438,12200,6900,0,300,300,7200,5000
32464,10450,9900,0,200,200,10100,350
32470,32989.035751,22800,0,0,0,22800,10189.035751
32471,11799.308368,10800,0,0,0,10800,999.3083679
32524,92431.005179,42000,0,0,0,42000,50431.005179
32556,22545.320978,19200,0,0,0,19200,3345.3209781
32668,34952.311436,22200,0,500,500,22700,12252.311436
32703,19626.799233,11448,0,0,0,11448,8178.799233
32709,150229.90434,90000,0,3000,3000,93000,57229.904337
32713,57032.368058,25200,0,2000,2000,27200,29832.368058
32729,57949.876968,40900,0,1700,1700,42600,15349.876968
32731,22505.498083,21600,0,0,0,21600,905.49808251
32733,18349.652605,27600,0,500,500,28100,-9750.347395
32734,47536.533926,40800,0,500,500,41300,6236.5339256
32742,41529.550619,37200,0,700,700,37900,3629.5506193
32751,28886.712967,23800,0,0,0,23800,5086.7129673
32764,33531.660275,25200,0,0,0,25200,8331.660275
32765,62927.243261,37600,0,500,500,38100,24827.243261
32772,28732.288143,24000,0,3000,3000,27000,1732.2881425
32810,12729.212627,9750,0,200,200,9950,2779.2126269
32822,38071,20040,0,0,0,20040,18031
32839,25217.734699,19200,0,500,500,19700,5517.7346988
32861,53112.169806,30000,0,1000,1000,31000,22112.169806
32887,161001.89408,45600,0,0,0,45600,115401.89408
32962,29474.245834,22900,0,250,250,23150,6324.2458342
32982,21518.996165,20400,0,0,0,20400,1118.996165
32987,22209.269024,17880,0,300,300,18180,4029.2690238
33036,19550,10080,0,0,0,10080,9470
33038,18400,16800,0,0,0,16800,1600
33228,56669.892088,33600,0,0,0,33600,23069.892088
33245,36469.35576,31200,0,0,0,31200,5269.3557596
33275,39701.089894,20400,0,0,0,20400,19301.089894
33303,37714.507495,28200,0,0,0,28200,9514.507495
33328,58154.478908,34800,6000,0,6000,40800,17354.478908
33335,66387.516428,44300,0,1500,1500,45800,20587.516428
33336,28853.799233,17100,0,0,0,17100,11753.799233
33347,33980.382247,28800,0,0,0,28800,5180.3822468
33348,35646.877773,25200,0,0,0,25200,10446.877773
33451,28594.224136,21600,0,5000,5000,26600,1994.2241359
33455,33685.444425,19200,0,1000,1000,20200,13485.444425
33479,44763.32055,33600,0,0,0,33600,11163.32055
33644,22691.722198,20400,0,0,0,20400,2291.7221982
33751,62474.630345,35400,0,0,0,35400,27074.630345
33761,106428.91841,46800,0,0,0,46800,59628.918409
33773,29465.651009,21600,0,0,0,21600,7865.6510086
33777,38710.198323,23600,0,0,0,23600,15110.198323
33778,49296.071731,23300,2300,600,2900,26200,23096.071731
33781,20406.332055,18000,0,0,0,18000,2406.332055
33814,60058.036223,44000,0,0,0,44000,16058.036223
33823,42943.04196,32400,0,0,0,32400,10543.04196
33839,13009.158358,10800,0,0,0,10800,2209.1583575
33877,34151.713254,30000,7000,5000,12000,42000,-7848.286746
33882,38139.332507,22800,0,1000,1000,23800,14339.332507
33888,17354.552901,15000,0,0,0,15000,2354.5529014
33889,41977.198309,24600,0,1000,1000,25600,16377.198309
33937,78000,48000,0,0,0,48000,30000
33941,29207.166561,32800,0,500,500,33300,-4092.833439
33983,85291.918177,40800,10000,15000,25000,65800,19491.918177
33985,102608.11567,46800,0,0,0,46800,55808.115672
33994,46259.342804,26500,0,0,0,26500,19759.342804
34059,66354.426727,30300,3000,0,3000,33300,33054.426727
34198,16618.996165,10800,0,0,0,10800,5818.996165
34199,30608.996165,24000,0,0,0,24000,6608.996165
34230,9386.3903942,10560,0,0,0,10560,-1173.609606
34252,18891.230583,13800,0,0,0,13800,5091.2305834
34269,52841.727496,25200,12000,0,12000,37200,15641.727496
34377,15606.332055,13104,0,0,0,13104,2502.332055
34396,30380,12000,0,0,0,12000,18380
34513,51143.24385,22680,0,350,350,23030,28113.24385
34732,27998.301375,19200,0,0,0,19200,8798.3013751
34738,51702.62576,36000,0,0,0,36000,15702.62576
34778,21679.867501,15600,0,520,520,16120,5559.8675015
34793,24925.32822,16800,0,0,0,16800,8125.32822
34800,15825.32822,15000,0,0,0,15000,825.32822001
34825,67073.71545,38400,0,1000,1000,39400,27673.71545
34833,35031.43883,27200,0,0,0,27200,7831.43883
34886,77780.246871,39600,0,2000,2000,41600,36180.246871
34900,34035.311268,30000,0,0,0,30000,4035.3112684
35005,21310,21700,0,600,600,22300,-990
35022,22763.553925,18000,0,200,200,18200,4563.5539248
35032,48144.23321,42000,0,0,0,42000,6144.2332099
35106,24010.053332,16800,0,0,0,16800,7210.0533322
35234,32242.713606,17400,0,300,300,17700,14542.713606
35319,14431.660275,10800,0,0,0,10800,3631.660275
35322,15633.710082,15600,0,1400,1400,17000,-1366.289918
35323,17037.05615,15600,0,0,0,15600,1437.0561501
35326,32540,13200,0,0,0,13200,19340
35340,10140,9756,0,0,0,9756,384
35346,10850,10200,0,0,0,10200,650
35349,14880,13200,0,0,0,13200,1680
35355,12150,10800,0,0,0,10800,1350
35366,36619.445947,18000,0,0,0,18000,18619.445947
35370,10070,9000,0,0,0,9000,1070
35371,10625,9840,0,0,0,9840,785
35372,35123.03166,26400,0,0,0,26400,8723.0316603
35374,26427.72932,16800,0,0,0,16800,9627.7293203
35379,38970.306041,20400,0,0,0,20400,18570.306041
35458,41260.683761,32400,0,500,500,32900,8360.6837606
35498,54575.343448,31200,23500,0,23500,54700,-124.6565525
35500,30789.428996,20400,0,150,150,20550,10239.428996
35502,7368.1325937,16000,0,0,0,16000,-8631.867406
35507,68715.204644,35300,0,2000,2000,37300,31415.204644
35508,21032.208929,27000,0,2000,2000,29000,-7967.791071
35512,20026.6411,15000,0,0,0,15000,5026.6411001
35518,31057.255936,20400,0,0,0,20400,10657.255936
35520,35550.846784,19800,8000,2000,10000,29800,5750.8467843
35588,32961.787601,32400,0,0,0,32400,561.78760083
35600,13192.098794,12000,0,0,0,12000,1192.0987944
35640,44017.315851,33600,0,0,0,33600,10417.315851
35682,55575.650072,31300,0,0,0,31300,24275.650072
35718,22119.885116,18000,0,400,400,18400,3719.8851162
35735,65629.460154,36000,3000,0,3000,39000,26629.460154
35788,32497.585626,34600,0,0,0,34600,-2102.414374
35968,32047.99233,21600,0,0,0,21600,10447.99233
36010,23100,15600,0,0,0,15600,7500
36067,38781.778303,21600,0,1000,1000,22600,16181.778303
36106,32452.04258,27600,0,1200,1200,28800,3652.0425802
36120,39845.493572,28200,0,2000,2000,30200,9645.4935715
36130,28814.563727,25200,0,0,0,25200,3614.5637265
36131,54798.190606,45750,0,500,500,46250,8548.1906057
36146,56150,21700,0,200,200,21900,34250
36148,18963.32055,18000,0,0,0,18000,963.32055003
36164,37100,24000,0,3000,3000,27000,10100
36186,13335.513773,18600,0,0,0,18600,-5264.486227
36249,20390,9840,0,0,0,9840,10550
36250,26282.675495,17400,0,0,0,17400,8882.6754948
36311,31284.849537,24000,0,2000,2000,26000,5284.849537
36321,59684.478334,25200,0,2300,2300,27500,32184.478334
36333,19631.660275,16800,0,0,0,16800,2831.660275
36378,52127.881608,25500,0,1000,1000,26500,25627.881608
36403,15600,16800,0,0,0,16800,-1200
36409,78826.942163,53600,0,1700,1700,55300,23526.942163
36415,35231.660275,27600,0,1000,1000,28600,6631.660275
36427,60953.988226,33500,0,0,0,33500,27453.988226
36443,47307.946015,32000,0,300,300,32300,15007.946015
36450,72853.392903,37400,0,800,800,38200,34653.392903
36494,24290.332055,19800,0,0,0,19800,4490.332055
36522,44844.107628,31200,0,2000,2000,33200,11644.107628
36524,66231.455441,32400,0,1500,1500,33900,32331.455441
36596,7683,6660,0,0,0,6660,1023
36697,20400.941211,16800,0,0,0,16800,3600.941211
36774,8000,8364,0,50,50,8414,-414
36849,16326.995079,10200,0,0,0,10200,6126.9950789
36891,23285.263059,21000,0,0,0,21000,2285.2630592
36893,28645.967616,25200,0,0,0,25200,3445.9676155
37001,44717.246094,20400,0,0,0,20400,24317.246094
37011,64751.026676,50400,0,0,0,50400,14351.026676
37042,80991.257209,48000,0,3500,3500,51500,29491.257209
37286,33600,25200,0,10000,10000,35200,-1600
37299,32800,20400,0,0,0,20400,12400
37459,34631.660275,32400,1000,1000,2000,34400,231.66027502
37504,78268.85062,72000,-4000,0,-4000,68000,10268.85062
37521,35483.595637,19200,0,150,150,19350,16133.595637
37665,48335.189223,25500,0,0,0,25500,22835.189223
37677,33921.021363,23150,0,0,0,23150,10771.021363
37721,29874.944639,22800,0,0,0,22800,7074.9446388
37808,93253.2822,44000,0,3000,3000,47000,46253.2822
37810,4100,4800,0,0,0,4800,-700
38014,28089.738301,24000,0,0,0,24000,4089.7383012
38016,22870.887538,18000,0,50,50,18050,4820.8875379
38018,32930.531459,28800,0,1000,1000,29800,3130.5314594
38095,34579.449584,26400,0,1100,1100,27500,7079.4495836
38106,42416.337505,34800,0,1560,1560,36360,6056.3375052
38112,55195.074207,48000,0,1500,1500,49500,5695.0742074
38118,41882.935072,26000,0,1800,1800,27800,14082.935072
38121,52622.679843,43200,0,600,600,43800,8822.6798429
38128,9100,9600,0,1000,1000,10600,-1500
38135,20080,13080,0,0,0,13080,7000
38169,32625.151345,32400,0,0,0,32400,225.15134485
38177,22470.61809,23640,0,860,860,24500,-2029.38191
38183,71890.292119,48000,0,0,0,48000,23890.292119
38255,27355.815579,19200,0,0,0,19200,8155.8155792
38261,26675.463568,22200,0,0,0,22200,4475.4635676
38272,29706.544444,23200,0,0,0,23200,6506.5444444
38316,88010.474536,46800,0,1000,1000,47800,40210.474536
38319,29609.498083,21600,0,0,0,21600,8009.4980825
38349,42854.89127,30000,0,0,0,30000,12854.89127
38362,27169.011393,21600,0,0,0,21600,5569.0113925
38481,21481.660275,13800,0,0,0,13800,7681.660275
38489,68824.781858,30000,0,1000,1000,31000,37824.781858
38493,70590.147002,47152,0,0,0,47152,23438.147002
38495,65393.48059,45600,0,0,0,45600,19793.48059
38496,9627.0761647,8964,0,0,0,8964,663.07616465
38499,26169.754944,18000,0,0,0,18000,8169.754944
38554,159609.49808,159300,0,700,700,160000,-390.5019175
38797,18522.659918,14400,0,0,0,14400,4122.6599183
38800,35744.527322,22800,0,0,0,22800,12944.527322
38871,9000,9000,0,0,0,9000,0
38877,33221.621925,21180,6500,1200,7700,28880,4341.6219251
38885,35244.346239,20200,0,0,0,20200,15044.346239
38903,12800,12000,0,0,0,12000,800
38909,32800,22800,0,0,0,22800,10000
38913,21356.651223,17400,0,0,0,17400,3956.6512226
38939,34307.536955,19200,0,0,0,19200,15107.536955
38940,28128.494248,18000,0,0,0,18000,10128.494248
38957,21808.878383,20400,0,0,0,20400,1408.8783835
38964,20518.302445,12000,0,0,0,12000,8518.3024452
38967,37443.24385,48000,0,0,0,48000,-10556.75615
38977,75569.88495,42000,0,0,0,42000,33569.88495
38979,20217.255131,19200,0,1800,1800,21000,-782.7448694
38992,95511.83976,54000,0,500,500,54500,41011.83976
38995,47633.792202,51000,0,0,0,51000,-3366.207798
39055,34747.99233,33600,0,0,0,33600,1147.99233
39056,88450.671668,41800,0,0,0,41800,46650.671668
39057,78149.887738,70800,0,0,0,70800,7349.887738
39058,16925.32822,22800,0,0,0,22800,-5874.67178
39060,16911.660275,14400,0,0,0,14400,2511.660275
39061,34544.838108,34800,13000,0,13000,47800,-13255.16189
39083,38009.498083,21600,0,0,0,21600,16409.498083
39086,57407.308964,36000,0,240,240,36240,21167.308964
39095,35858.524083,21600,0,0,0,21600,14258.524083
39111,17451.165971,13200,0,0,0,13200,4251.1659713
39218,34533.393112,30000,8000,0,8000,38000,-3466.606888
39227,15496.332055,13800,0,0,0,13800,1696.332055
39259,23417.909391,21600,0,2000,2000,23600,-182.0906088
39284,70227.328185,20400,0,700,700,21100,49127.328185
39317,49829.320513,36600,2850,1760,4610,41210,8619.3205134
39318,42231.660275,28800,0,0,0,28800,13431.660275
39351,15733.336993,13320,0,0,0,13320,2413.336993
39356,23018.119736,10200,0,0,0,10200,12818.119736
39433,31084.254363,19200,0,0,0,19200,11884.254363
39436,36032.330892,20400,8000,0,8000,28400,7632.3308918
39441,28267,24050,0,0,0,24050,4217
39485,99829.458963,62400,3500,1000,4500,66900,32929.458963
39486,66497.123548,48300,0,0,0,48300,18197.123548
39488,30763.32055,24000,0,0,0,24000,6763.32055
39491,53515.217498,31200,0,350,350,31550,21965.217498
39542,16740,10440,0,0,0,10440,6300
39581,34710.057609,17200,0,650,650,17850,16860.057609
39697,53586.27142,25200,0,0,0,25200,28386.27142
39907,30359.505696,21600,0,0,0,21600,8759.5056963
50052,7839,7980,0,0,0,7980,-141
50060,44635.910861,27600,0,0,0,27600,17035.910861
50085,11387.779036,11124,0,0,0,11124,263.77903612
50135,43783.428407,31700,0,3000,3000,34700,9083.4284069
50150,28645.703465,19984,0,800,800,20784,7861.7034646
50178,5330,6072,0,0,0,6072,-742
50231,24100,14640,0,0,0,14640,9460
50232,14845,19200,0,0,0,19200,-4355
50274,31442.098709,32640,800,1300,2100,34740,-3297.901291
50281,48807.08033,33600,0,0,0,33600,15207.08033
50618,57763.930324,30000,0,0,0,30000,27763.930324
50674,35429.749718,25080,0,730,730,25810,9619.7497178
51013,44200,30000,0,0,0,30000,14200
51185,44260.534904,19200,0,0,0,19200,25060.534904
51297,49389.857395,22800,0,1600,1600,24400,24989.857395
51351,40817.608749,36000,0,4000,4000,40000,817.60874877
51352,26546.841586,22200,0,0,0,22200,4346.8415863
51363,14064.269024,12625,0,0,0,12625,1439.2690238
51444,30821.660275,19800,0,0,0,19800,11021.660275
51467,21988,21200,0,0,0,21200,788
51544,38062.012694,16800,0,0,0,16800,21262.012694
51719,39733.155464,32400,0,1100,1100,33500,6233.1554642
51733,22077.345753,18000,0,0,0,18000,4077.3457534
51792,13015.830138,6000,0,300,300,6300,6715.8301375
51895,28651.899617,16800,0,0,0,16800,11851.899617
51900,42252.224086,28800,0,2800,2800,31600,10652.224086
52400,8060,8940,0,0,0,8940,-880
52455,20529.807128,14400,0,470,470,14870,5659.8071276
52478,34000,14400,0,0,0,14400,19600
52505,24924.560316,16800,0,600,600,17400,7524.5603162
52700,28293.2822,18600,0,1300,1300,19900,8393.2822001
52716,17961.343123,15600,0,0,0,15600,2361.3431235
52718,18201.543441,14400,0,1500,1500,15900,2301.5434406
52733,10908.254906,9000,0,0,0,9000,1908.254906
52736,22575.96932,22800,0,0,0,22800,-224.0306799
52985,41816.105092,26400,0,1500,1500,27900,13916.105092
53006,43456.377738,25200,0,0,0,25200,18256.377738
53008,60557.138797,33600,0,1500,1500,35100,25457.138797
53028,11062.66411,10800,0,0,0,10800,262.66411001
53081,64295.420677,40200,0,0,0,40200,24095.420677
53085,31580.072719,25200,2800,5000,7800,33000,-1419.927281
53086,28832.308575,18460,7200,300,7500,25960,2872.3085754
53108,74975.292514,36000,19000,1800,20800,56800,18175.292514
53109,22587.225741,20600,0,0,0,20600,1987.2257406
53202,41085.591144,39600,0,0,0,39600,1485.5911437
53225,50620.533921,34800,15000,0,15000,49800,820.53392141
53234,40130.708751,30600,0,0,0,30600,9530.708751
53373,50733.024569,29400,0,0,0,29400,21333.024569
53380,24750,19200,0,0,0,19200,5550
53520,25869.953668,16200,0,5000,5000,21200,4669.9536677
53549,57598.645326,26400,0,0,0,26400,31198.645326
53552,12084.429908,8136,10000,500,10500,18636,-6551.570092
53564,53540.422956,37400,0,1000,1000,38400,15140.422956
53596,20617.930629,20400,0,0,0,20400,217.93062867
53666,28192.544144,22188.783739,0,300,300,22488.783739,5703.7604056
53741,16841.48668,15600,0,390,390,15990,851.48668036
53751,17025.32822,22200,0,1500,1500,23700,-6674.67178
53849,45998.312721,42000,14000,3500,17500,59500,-13501.68728
53871,34031.660275,21600,0,0,0,21600,12431.660275
53997,51715.889165,38400,0,500,500,38900,12815.889165
54143,40659.96165,22800,0,500,500,23300,17359.96165
54279,31437.99233,21600,0,2500,2500,24100,7337.99233
54683,43008.996165,31200,0,0,0,31200,11808.996165
54694,23533.371653,17400,0,0,0,17400,6133.3716532
54763,42477.108085,38400,0,510,510,38910,3567.1080852
54949,48431.660275,26400,900,0,900,27300,21131.660275
55094,32348.880364,23050,0,4700,4700,27750,4598.8803644
55104,42534.785363,26400,14000,0,14000,40400,2134.7853626
55147,40296.869536,24600,0,0,0,24600,15696.869536
55209,14820,17300,0,0,0,17300,-2480
55300,9000,9000,0,350,350,9350,-350
55308,14390,13200,0,0,0,13200,1190
55333,24823.0501,24600,0,0,0,24600,223.05010032
55349,17951.573812,12000,0,0,0,12000,5951.5738118
55425,31871.533058,12552,0,900,900,13452,18419.533058
55430,33911.006564,27900,0,400,400,28300,5611.006564
