NQUEST,ANABIT,GODABIT,UNIPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS,IMPACQ,FITTONOP,TFITTONOP,TFITTO,TIPOAFF,DFITTOM,TFITTOM,PROPRIET,TFITIMP,UBIC1,SUPAB,ANCOSTR,BAGNI,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,MANSTR2,TMANSTR2,ENERGIA,TENERGIA,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,CHIFINCONS,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,MUTUOE,FMUTRIF,MUTUORIF,REAPMUT,MUTUORIC,DOCSEZD,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,QUOPRO
818071,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,22000,,,,,,,,500,2,97,1979,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,2,,1,1,,,,,2,0,,1,1,0,,0,,100
818099,1996,2,,,,,,,,,,,,,,,,51,6,1,200,7,,2,50,1968,1,25000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
818113,1988,1,1,1988,1,1,0,0,0,0,0,0,0,2,65000,,,,,,,,500,2,80,1987,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818125,1990,2,,,,,,,,,,,,,,,,90,6,1,150,7,,2,120,1988,2,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
818166,2005,5,,,,,,,,,,,,,,,,,,,,7,120,2,60,1980,1,30000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
818217,1972,1,1,1972,1,0,0,0,0,0,0,0,0,3,7000,,,,,,,,300,3,90,1950,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818245,1984,1,1,1984,1,0,0,0,0,0,0,0,0,7,110000,,,,,,,,450,3,105,1984,2,180000,2,,2,,2,,2,,2,,2,,2,,,,1,2,,,,1,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818290,1985,5,,,,,,,,,,,,,,,,,,,,7,150,2,90,1982,1,40000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,1,1,,,,,1,1,1,1,1,0,,0,,
818345,1982,1,1,1982,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,4,98,1960,1,150000,1,1,2,,2,,2,,2,,1,11000,2,,2,,2,,2,,,,1,6000,2,,2,,,,,2,1,0,,0,,0,,0,,100
818396,1983,1,1,2000,1,1,0,0,0,0,0,0,0,3,50000,,,,,,,,300,4,90,1982,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818398,2004,1,1,2004,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,500,2,140,1982,2,140000,2,,2,,2,,2,,2,,1,1000,2,,2,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818425,1973,1,1,1973,1,0,0,0,0,0,0,0,0,2,12000,,,,,,,,800,6,220,1973,2,500000,1,1,2,,2,,2,,2,,1,1200,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818426,1977,1,1,1977,1,0,0,0,0,0,0,0,0,7,5000,,,,,,,,700,6,130,1977,2,150000,2,,1,1,2,,2,,2,,1,8000,2,,2,,2,,2,,4,1,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,100
818435,1958,1,1,1958,1,1,0,0,0,0,0,0,0,1,1500,,,,,,,,300,6,50,1900,1,70000,2,,2,,2,,2,,1,1250,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818491,1996,1,1,1996,1,1,0,0,0,0,0,0,0,3,5000,,,,,,,,800,2,110,1996,2,500000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818560,1950,1,1,1950,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,4,80,1940,1,200000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818571,1971,1,1,1984,1,1,0,0,0,0,0,0,0,4,,,,,,,,,750,3,110,1952,1,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818577,1978,1,1,1978,1,1,0,0,0,0,0,0,0,1,22000,,,,,,,,360,2,75,1975,1,120000,2,,2,,2,,2,,2,,1,780,2,,2,,2,,,,1,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
818591,1966,2,,,,,,,,,,,,,,,,300,1,2,,4,,2,62,1950,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
818612,1964,2,,,,,,,,,,,,,,,,74,5,2,,7,,2,70,1950,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
818631,2004,1,1,2004,1,1,0,0,0,0,0,0,0,1,105000,,,,,,,,350,3,135,1980,2,200000,2,,2,,2,,2,,2,,1,7000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818640,1982,5,,,,,,,,,,,,,,,,,,,,1,200,3,130,1981,1,180000,2,,2,,2,,2,,2,,,,,,,,,,,,3,1,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,
818704,1976,1,1,1986,1,0,0,0,0,0,0,0,0,3,6500,,,,,,,,500,2,90,1975,1,200000,1,1,2,,2,,2,,2,,1,800,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818768,1973,1,1,1994,1,1,0,0,0,0,0,0,0,6,,,,,,,,,70,3,110,1961,1,220000,1,1,2,,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818769,2008,5,,,,,,,,,,,,,,,,,,,,1,700,2,100,1976,2,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
818857,2008,1,1,2008,1,0,0,0,0,0,0,0,0,2,200000,,,,,,,,800,4,50,2008,1,250000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818869,2002,1,1,2000,1,0,0,0,0,0,0,0,0,1,250000,,,,,,,,900,4,140,1980,2,450000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
818972,2000,1,1,2000,0,1,0,0,0,0,0,0,0,8,13000,,,,,,,,200,2,80,1990,1,50000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819010,2002,1,1,2002,1,0,0,0,0,0,0,0,0,1,145000,,,,,,,,400,2,100,1980,1,160000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819031,1973,2,,,,,,,,,,,,,,,,160,6,2,,7,,2,70,1970,1,90000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,
819125,1978,1,1,1978,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,3,70,1968,1,90000,1,2,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819127,1977,1,1,1977,1,1,0,0,0,0,0,0,0,7,50000,,,,,,,,400,3,170,1973,2,300000,2,,2,,2,,2,,2,,1,20000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819139,1988,5,,,,,,,,,,,,,,,,,,,,1,300,3,84,1980,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,1,1,,,,,2,0,,0,,0,,1,1,
819153,1987,1,1,1978,1,0,0,0,0,0,0,0,0,7,70000,,,,,,,,300,3,100,1978,1,140000,1,3,1,1,1,2,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819156,1987,2,,,,,,,,,,,,,,,,95,6,1,400,7,,2,80,1970,2,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,1,3,1,1,2,,2,0,,0,,0,,0,,
819163,1976,1,1,2003,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,4,72,1974,1,150000,1,2,2,,1,3,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819168,1970,5,,,,,,,,,,,,,,,,,,,,2,300,4,90,1965,1,90000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819190,1969,1,1,2008,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1000,1,160,1936,2,1000000,2,,2,,1,1,2,,2,,1,2000,2,,2,,2,,2,,2,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
819197,1969,1,2,2004,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,2000,2,200,1930,2,500000,1,3,1,1,1,1,2,,2,,2,,2,,,,1,1,2,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,50
819258,2005,1,1,2005,0,1,0,0,0,0,0,0,0,7,100000,,,,,,,,500,4,150,2004,2,150000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
819330,1985,1,1,1985,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,600,3,100,1968,1,200000,1,1,2,,2,,2,,2,,2,,2,,,,2,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819349,1977,1,1,1961,1,1,0,0,0,0,0,0,0,2,7500,,,,,,,,1000,4,180,1961,2,800000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
819350,1980,1,1,1980,1,1,1,0,0,0,0,0,0,1,15000,,,,,,,,500,4,70,1950,2,200000,2,,2,,1,2,2,,1,70000,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819402,2002,1,1,2002,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,210,2,120,2002,2,175000,2,,1,1,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
819433,1949,2,,,,,,,,,,,,,,,,70,6,2,,7,,3,50,1949,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819453,1999,1,1,1998,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,500,3,110,1996,2,140000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819456,1982,1,1,1982,1,0,0,0,0,0,0,0,0,7,19000,,,,,,,,320,3,190,1982,2,123000,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819465,1990,1,1,1990,0,1,0,0,0,0,0,0,0,1,50000,,,,,,,,900,2,90,1976,2,230000,1,1,2,,2,,2,,2,,2,,1,4000,1,4000,2,,2,,2,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
819490,2010,5,,,,,,,,,,,,,,,,,,,,98,150,2,40,2000,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819511,1985,2,,,,,,,,,,,,,,,,100,6,1,500,7,,2,65,1980,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
819517,2008,2,,,,,,,,,,,,,,,,400,1,2,,4,,4,64,1965,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,1,3,1,3,2,,2,0,,0,,0,,0,,
819522,1985,1,1,1985,0,1,0,0,0,0,0,0,0,1,35000,,,,,,,,1000,6,80,1970,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819575,2008,5,,,,,,,,,,,,,,,,,,,,1,500,2,60,2004,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819599,1958,2,,,,,,,,,,,,,,,,110,6,1,450,7,,4,50,1950,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819603,1998,1,1,1992,1,1,0,0,0,0,0,0,0,3,100000,,,,,,,,1500,1,150,1870,2,1000000,2,,2,,1,1,2,,2,,2,,2,,,,1,1,2,,1,2,2,,2,,2,,,,,2,1,1,1,0,,0,,0,,100
819625,2010,5,,,,,,,,,,,,,,,,,,,,4,300,2,60,1970,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819626,2001,1,1,2001,1,1,0,0,0,0,0,0,0,2,100000,,,,,,,,400,2,80,2000,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819653,1949,1,1,1980,1,0,0,1,0,0,0,0,0,4,,,,,,,,,700,2,200,1925,2,300000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819661,2001,2,,,,,,,,,,,,,,,,350,1,2,,4,,2,60,1970,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819664,1990,1,1,1990,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,400,2,60,1975,1,70000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819685,1972,1,1,1972,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,2,85,1951,1,80000,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819693,2003,2,,,,,,,,,,,,,,,,650,1,2,,4,,2,80,1998,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819711,2008,2,,,,,,,,,,,,,,,,180,4,2,,4,,4,80,1970,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819727,1990,1,1,1990,1,1,0,0,0,0,0,0,0,2,12000,,,,,,,,800,2,100,1800,1,450000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819735,1990,2,,,,,,,,,,,,,,,,625,4,2,,4,,4,115,1960,2,240000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
819750,2009,1,1,2009,1,1,0,0,0,0,0,0,0,1,220000,,,,,,,,1500,4,256,1999,2,300000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819831,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,400,4,120,1967,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819849,1969,1,1,1969,1,0,0,0,0,0,0,0,0,1,7500,,,,,,,,250,4,65,1960,1,70000,2,,2,,2,,2,,2,,1,1200,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819955,1990,1,1,2005,0,0,1,0,0,0,0,0,0,1,100000,,,,,,,,800,2,115,1987,1,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
819972,1980,1,1,1980,0,1,0,0,0,0,0,0,0,4,,,,,,,,,300,3,70,1975,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820037,2001,2,,,,,,,,,,,,,,,,375,1,2,,4,,1,65,1950,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
820054,1981,1,1,1981,1,0,0,0,0,0,0,0,0,2,110000,,,,,,,,1000,2,180,1981,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820063,1956,1,1,1956,1,0,0,0,0,0,0,0,0,2,30000,,,,,,,,2000,2,560,1956,2,500000,2,,2,,2,,2,,2,,1,4500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820069,1977,1,1,1977,1,0,0,0,0,0,0,0,0,2,55000,,,,,,,,700,3,90,1975,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820087,1964,1,1,1964,1,0,0,0,0,0,0,0,0,2,13000,,,,,,,,700,2,120,1958,1,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820115,1997,1,1,1997,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,2,100,1988,1,17000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820116,1997,2,,,,,,,,,,,,,,,,500,4,2,,4,,3,120,1990,2,20000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
820118,2002,1,1,2002,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,600,3,120,1980,2,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,3,2,2,,1,5000,1,1,,,,,2,0,,0,,0,,1,1,100
820152,1985,1,1,1985,1,0,0,0,0,0,0,0,0,1,10000,,,,,,,,500,3,90,1975,1,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820171,1989,1,1,1989,1,1,0,0,0,0,0,0,0,2,16000,,,,,,,,550,3,90,1989,2,20000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
820173,1978,1,1,1978,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,4,165,1968,2,250000,1,1,2,,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820176,2000,1,1,2008,0,1,0,0,0,0,0,0,0,5,80000,,,,,,,,550,3,90,1950,1,190000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820210,1996,2,,,,,,,,,,,,,,,,550,4,1,600,4,,2,65,1990,1,190000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,
820251,1975,2,,,,,,,,,,,,,,,,200,6,2,,7,,4,60,1965,1,130000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
820254,1988,5,,,,,,,,,,,,,,,,,,,,7,150,2,50,1975,1,60000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
820274,2000,1,1,2000,0,1,0,0,0,0,0,0,0,1,55000,,,,,,,,400,2,130,1960,1,160000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,1,5000,2,,,,,2,2,0,,0,,0,,0,,100
820429,1953,1,1,1953,1,0,0,0,0,0,0,0,0,4,,,,,,,,,800,2,150,1953,2,500000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820459,1966,1,1,1965,1,0,0,0,0,0,0,0,0,5,2000,,,,,,,,900,1,80,1965,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820465,1967,1,1,1967,1,1,0,0,0,0,0,0,0,4,,,,,,,,,700,4,150,1953,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820474,1955,1,1,1955,1,0,0,0,0,0,0,0,0,1,2000,,,,,,,,300,3,60,1950,1,60000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820552,1980,1,1,1980,1,0,0,0,0,0,0,0,0,2,25000,,,,,,,,600,2,100,1959,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820569,1995,1,1,1995,1,1,0,0,0,0,0,0,0,2,200000,,,,,,,,500,2,100,1994,2,250000,2,,2,,2,,2,,2,,1,30000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820575,1960,1,1,1960,1,0,0,0,0,0,0,0,0,3,5000,,,,,,,,400,3,85,1960,1,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820593,2007,2,,,,,,,,,,,,,,,,450,7,2,,4,,2,80,1000,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
820602,1998,1,1,1998,1,1,0,0,0,0,0,0,0,1,85000,,,,,,,,600,3,80,1995,1,140000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820606,1982,1,1,1982,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,600,4,93,1979,1,210000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820632,1995,1,1,1995,1,1,0,0,0,0,0,0,0,4,,,,,,,,,550,3,100,1975,2,250000,1,1,2,,2,,2,,2,,2,,1,1550,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820645,1947,1,1,1947,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,3,80,1900,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820670,1988,1,1,1988,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,500,3,80,1963,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,2500,2,,2,,,,,2,2,0,,0,,0,,0,,100
820675,1983,1,1,1983,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,4,100,1960,1,70000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820697,2003,1,1,2003,1,1,0,0,0,0,0,0,0,4,,,,,,,,,200,4,110,1950,2,90000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820707,1987,1,1,1987,1,1,0,0,0,0,0,0,0,2,30000,,,,,,,,150,2,110,1980,2,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820718,1966,1,1,1970,1,0,0,0,0,0,0,0,0,5,5000,,,,,,,,250,4,200,1911,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820745,1981,1,2,2004,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,700,2,95,1980,2,180000,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,50
820818,1974,1,1,1974,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,1,60,1960,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820826,1960,1,1,1960,1,0,0,0,0,0,0,0,0,4,,,,,,,,,250,3,57,1960,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820837,1960,1,1,1960,1,0,0,0,0,0,0,0,0,6,,,,,,,,,2000,4,160,1958,2,450000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820846,1990,1,1,1990,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,600,4,40,1989,1,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820847,2000,1,1,2000,0,1,0,0,0,0,0,0,0,4,,,,,,,,,1200,4,140,2000,3,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820886,1977,1,1,1977,1,0,0,0,0,0,0,0,0,2,4500,,,,,,,,300,3,130,1977,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820918,1984,1,1,1984,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,250,2,120,1975,2,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
820966,2008,1,1,2008,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,900,3,60,2006,1,250000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
820967,2010,1,1,2010,1,0,0,0,0,0,0,0,0,2,170000,,,,,,,,700,6,60,2007,1,180000,2,,2,,2,,2,,1,50000,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
821008,1998,1,1,1998,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,800,2,110,1996,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821020,2007,1,1,2007,1,0,0,0,0,0,0,0,0,4,,,,,,,,,800,3,110,1970,2,400000,2,,2,,2,,2,,2,,1,20000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821037,1990,1,1,1998,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,750,3,100,1990,2,250000,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821090,2004,2,,,,,,,,,,,,,,,,400,1,2,,4,,2,80,1920,2,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821094,2007,1,1,2007,1,1,0,0,0,0,0,0,0,2,200000,,,,,,,,700,3,80,1980,1,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
