NQUEST,ANABIT,GODABIT,UNIPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS,IMPACQ,FITTONOP,TFITTONOP,TFITTO,TIPOAFF,DFITTOM,TFITTOM,PROPRIET,TFITIMP,UBIC1,SUPAB,ANCOSTR,BAGNI,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,MANSTR2,TMANSTR2,ENERGIA,TENERGIA,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,CHIFINCONS,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,MUTUOE,FMUTRIF,MUTUORIF,REAPMUT,MUTUORIC,DOCSEZD,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,QUOPRO
858345,1970,1,1,1975,1,1,0,0,0,0,0,0,0,1,12000,,,,,,,,700,1,300,1800,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858349,1997,1,2,1997,1,0,0,0,0,0,0,0,0,1,80000,2,,,,,,,450,2,75,1996,2,160000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,1,2,2,,2,,2,,,,,2,1,1,1,0,,0,,0,,50
858352,1984,1,2,1984,1,0,0,0,0,0,0,0,0,1,22500,2,,,,,,,400,6,110,1962,1,200000,2,,2,,2,,1,1,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,50
858353,1993,5,,,,,,,,,,,,,,,,,,,,1,400,6,90,1930,2,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858356,2007,1,1,1980,1,1,0,0,0,0,0,0,0,2,12500,,,,,,,,400,6,95,1979,1,450000,1,1,2,,2,,2,,2,,2,,1,25000,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858357,1980,1,1,1980,1,1,0,0,0,0,0,0,0,7,35000,,,,,,,,350,6,110,1978,2,180000,1,2,1,1,2,,2,,2,,1,3000,1,2000,1,1350,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858359,1957,1,1,1997,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,80,1956,1,120000,1,1,2,,2,,2,,2,,1,10000,1,6000,2,,1,1,2,,,2,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
858360,1998,1,1,1997,1,1,0,0,0,0,0,0,0,2,75000,,,,,,,,350,6,85,1996,2,150000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858373,1979,1,1,1979,1,0,0,0,0,0,0,0,0,1,450,,,,,,,,300,6,60,1893,1,80000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858377,1976,5,,,,,,,,,,,,,,,,,,,,3,300,6,50,1900,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858380,2001,2,,,,,,,,,,,,,,,,40,6,1,300,7,,2,50,1950,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
858386,1982,1,2,1992,0,1,0,0,0,0,0,0,0,4,,2,,,,,,,500,6,90,1900,1,150000,1,2,2,,1,2,2,,2,,1,3000,2,,1,3000,2,,2,,4,2,2,,2,,2,,,,,2,2,1,2,0,,0,,0,,22
858390,2001,5,,,,,,,,,,,,,,,,,,,,1,800,3,107,1986,2,400000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858392,2009,2,,,,,,,,,,,,,,,,350,1,2,,4,,6,60,1970,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,1,1,,,,,1,1,1,0,,0,,0,,
858396,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,70000,,,,,,,,600,2,120,1998,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858397,1973,2,,,,,,,,,,,,,,,,420,5,2,,7,,2,70,1970,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858421,2007,2,,,,,,,,,,,,,,,,480,1,2,,4,,2,60,2004,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858445,1986,1,1,1986,1,0,0,0,0,0,0,0,0,4,,,,,,,,,420,4,80,1975,1,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858454,1953,1,1,1953,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,2,70,1900,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858456,1990,2,,,,,,,,,,,,,,,,470,1,2,,4,,4,90,1950,1,350000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858460,1977,1,1,1977,1,1,0,0,0,0,0,0,0,5,5000,,,,,,,,400,3,90,1975,2,350000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858471,1952,1,1,1995,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,3,80,1900,1,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858474,1967,2,,,,,,,,,,,,,,,,650,1,2,,4,,4,120,1900,2,350000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858479,1987,1,1,1987,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,2,100,1950,2,500000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858481,1965,5,,,,,,,,,,,,,,,,,,,,2,550,2,90,1965,1,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858492,1982,4,,,,,,,,,,,,,,,,,,,,1,600,6,65,1900,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858504,1978,1,1,1978,1,1,0,0,0,0,0,0,0,7,35000,,,,,,,,700,6,220,1976,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858506,1970,1,1,1970,1,0,0,0,0,0,0,0,0,7,40000,,,,,,,,600,6,130,1968,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858507,2007,4,,,,,,,,,,,,,,,,,,,,1,1000,6,110,1900,2,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858514,1972,1,1,1971,1,1,0,0,0,0,0,0,0,4,,,,,,,,,400,2,75,1969,1,160000,2,,2,,2,,2,,2,,1,1300,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858525,2008,1,1,2008,1,1,0,0,0,0,0,0,0,6,,,,,,,,,700,3,120,1970,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,2,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,100
858530,1985,1,1,1985,1,1,0,0,0,0,0,0,0,7,30000,,,,,,,,400,5,97,1985,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858534,2003,1,1,2003,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,400,4,70,1700,2,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858535,1964,1,1,1964,0,1,0,0,0,0,0,0,0,2,3000,,,,,,,,600,4,120,1964,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858551,1987,1,1,1987,1,1,0,0,0,0,0,0,0,3,75000,,,,,,,,500,5,120,1986,2,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858557,1998,1,1,1998,1,1,0,0,0,0,0,0,0,2,110000,,,,,,,,5000,4,300,1800,2,900000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858564,1983,1,1,1983,1,0,0,0,0,0,0,0,0,1,30000,,,,,,,,300,4,42,1950,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858570,1986,2,,,,,,,,,,,,,,,,500,7,2,,4,,3,80,1959,1,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858585,1988,1,1,1990,0,1,0,0,0,0,0,0,0,7,4000,,,,,,,,400,1,100,1978,2,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
858588,1978,2,,,,,,,,,,,,,,,,100,6,1,400,98,,2,70,1960,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858607,1977,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,2000,4,310,1970,2,1500000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858637,2002,2,,,,,,,,,,,,,,,,190,6,1,400,7,,2,60,1950,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858638,2005,2,,,,,,,,,,,,,,,,465,1,1,750,4,,2,75,1960,1,170000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,
858640,1962,1,1,1962,1,1,0,0,0,0,0,0,0,2,25000,,,,,,,,500,2,110,1962,1,250000,2,,2,,2,,2,,2,,1,1150,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858666,2001,1,1,2001,1,1,0,0,0,0,0,0,0,1,145000,,,,,,,,800,4,100,1947,2,230000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,4,2,2,,1,3000,2,,,,,2,2,1,1,0,,0,,0,,100
858677,2001,1,1,2001,1,1,0,0,0,0,0,0,0,1,140000,,,,,,,,1000,3,120,1978,2,320000,1,2,2,,2,,2,,2,,2,,2,,,,1,1,2,,4,2,2,,2,,1,1,,,,,2,0,,1,1,0,,0,,100
858689,2009,1,1,2009,1,0,0,0,0,0,0,0,0,1,250000,,,,,,,,600,4,75,1993,2,260000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858712,1996,1,1,1996,1,1,0,0,0,0,0,0,0,7,20000,,,,,,,,200,6,120,1995,2,70000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858714,1980,1,1,1985,1,0,0,0,0,0,0,0,0,4,,,,,,,,,800,6,120,1967,1,200000,1,4,2,,2,,1,1,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858722,1970,1,1,1970,1,0,0,0,0,0,0,0,0,2,4000,,,,,,,,480,4,120,1969,2,170000,1,3,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858725,2007,5,,,,,,,,,,,,,,,,,,,,1,350,3,100,2000,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,
858728,1997,5,,,,,,,,,,,,,,,,,,,,1,250,2,120,1990,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,1,2,0,,1,1,0,,1,1,
858731,2003,2,,,,,,,,,,,,,,,,310,4,2,,4,,2,100,1980,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,1,500,2,,2,,,,,2,2,0,,0,,0,,0,,
858732,1977,5,,,,,,,,,,,,,,,,,,,,1,300,3,90,1977,2,120000,1,1,2,,2,,2,,2,,2,,2,,,,,,2,,3,1,2,,2,,1,3,3,3,2,,2,1,1,0,,0,,0,,
858735,1959,1,1,2006,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,2,140,1958,2,130000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
858736,1984,1,1,1984,0,1,0,0,0,0,0,0,0,7,15000,,,,,,,,350,2,120,1983,2,100000,2,,2,,1,1,2,,2,,2,,2,,,,1,1,2,,,2,2,,1,5000,1,3,2,3,2,,2,0,,0,,0,,0,,100
858742,1985,1,1,1985,1,1,0,0,0,0,0,0,0,7,6000,,,,,,,,180,3,110,1984,1,25000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858743,1983,1,1,2008,1,1,0,0,0,0,0,0,0,3,68000,,,,,,,,300,3,95,1958,1,100000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,1,2,2,,2,,2,,,,,2,2,1,1,1,1,0,,0,,100
858751,1983,1,1,1983,1,0,0,0,0,0,0,0,0,7,10000,,,,,,,,280,3,110,1981,1,80000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,1,2,2,,2,,2,,,,,2,2,0,,0,,0,,1,1,100
858758,1995,1,1,1995,1,1,0,0,0,0,0,0,0,7,250000,,,,,,,,2000,2,240,1993,2,500000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858763,1956,1,1,1996,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,4,60,1920,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,3000,2,,2,,,,,2,2,0,,0,,0,,0,,100
858765,1980,1,1,1980,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,200,3,30,1910,1,10000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858769,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,450,4,85,1995,1,140000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,3,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858770,1980,1,1,1975,1,0,0,0,0,0,0,0,0,6,,,,,,,,,400,4,80,1900,1,300000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858778,1958,2,,,,,,,,,,,,,,,,230,2,2,,4,,3,60,1958,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858784,1985,1,1,1982,1,1,0,0,0,0,0,0,0,7,100000,,,,,,,,1000,3,240,1982,2,400000,2,,1,1,2,,2,,2,,1,12000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858786,2006,1,1,2006,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,500,4,60,1950,1,120000,1,1,2,,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858787,1994,1,1,1981,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1000,3,200,1901,2,280000,1,7,1,10,2,,2,,2,,1,30000,2,,2,,2,,2,,,,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
858799,1980,1,1,1970,1,1,0,0,0,0,0,0,0,7,20000,,,,,,,,600,1,186,1970,2,300000,2,,2,,2,,2,,2,,1,20000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858800,1965,1,1,1970,1,1,0,0,0,0,0,0,0,6,,,,,,,,,400,1,90,1940,1,120000,2,,2,,1,1,2,,2,,1,5000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858808,1961,1,1,1987,1,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,6,230,1961,2,1000000,2,,2,,2,,2,,2,,1,30000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858810,1980,1,1,1980,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,500,4,120,1950,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858811,1993,1,1,1991,0,1,0,0,0,0,0,0,0,7,85000,,,,,,,,600,4,95,1990,2,240000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
858815,1970,1,1,1970,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,400,4,80,1960,1,140000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858830,2010,2,,,,,,,,,,,,,,,,100,4,1,300,4,,2,50,1960,1,50000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858846,1982,1,1,1982,1,0,0,0,0,0,0,0,0,2,20000,,,,,,,,600,3,90,1982,2,200000,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858847,1977,1,1,1977,1,0,0,0,0,0,0,0,0,7,4000,,,,,,,,1300,1,200,1977,2,400000,2,,2,,1,1,2,,2,,1,4000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858858,1997,2,,,,,,,,,,,,,,,,200,4,2,,4,,1,90,1980,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
858864,2000,1,1,2000,1,0,0,0,0,0,0,0,0,7,400000,,,,,,,,600,1,600,1997,2,500000,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858893,1970,1,1,1970,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,3,90,1960,1,80000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858896,1953,4,,,,,,,,,,,,,,,,,,,,2,150,1,70,1950,1,30000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
858899,1995,1,1,1995,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,3,90,1995,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858916,1995,1,1,1995,1,0,0,0,0,0,0,0,0,4,,,,,,,,,100,3,70,1995,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858932,2006,1,1,1995,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,3,90,1995,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858944,1996,1,1,2001,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,500,2,100,1988,2,130000,2,,2,,2,,2,,2,,1,3000,2,,2,,1,1,,,,2,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
858946,2000,1,1,2000,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,700,4,140,1960,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858950,1989,1,1,1988,1,1,0,0,0,0,0,0,0,2,60000,,,,,,,,600,2,100,1989,1,170000,1,1,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858996,1961,1,1,1961,1,1,0,0,0,0,0,0,0,4,,,,,,,,,700,2,140,1953,2,280000,2,,2,,2,,2,,2,,1,1390,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
858999,1977,4,,,,,,,,,,,,,,,,,,,,3,360,2,110,1910,1,128000,2,,2,,2,,2,,2,,,,,,,,,,,,2,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,
859006,1972,1,1,1972,1,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,2,100,1906,2,500000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859008,1957,4,,,,,,,,,,,,,,,,,,,,1,600,2,120,1950,2,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859017,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,150000,,,,,,,,400,2,120,2000,2,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,1,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
859022,2008,1,1,2008,1,1,0,0,0,0,0,0,0,1,190000,,,,,,,,800,3,100,2007,2,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859031,1968,1,1,2000,1,0,0,0,0,0,0,0,0,4,,,,,,,,,650,2,100,1968,1,220000,2,,2,,2,,2,,2,,1,1200,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859039,1986,1,1,1986,1,1,0,0,0,0,0,0,0,1,38000,,,,,,,,500,2,80,1980,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859052,1999,2,,,,,,,,,,,,,,,,600,1,2,,4,,2,85,1960,1,310000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859061,2005,4,,,,,,,,,,,,,,,,,,,,4,260,4,45,1890,1,100000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859074,1994,1,1,1994,1,0,0,0,0,0,0,0,0,4,,,,,,,,,800,3,90,1900,1,900000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859075,2001,4,,,,,,,,,,,,,,,,,,,,1,900,3,90,1960,1,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,
859080,1976,1,1,1976,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,1000,3,100,1972,2,290000,1,1,2,,2,,2,,2,,1,2100,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859083,1997,4,,,,,,,,,,,,,,,,,,,,2,600,3,77,1960,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859084,1980,1,1,2003,1,0,0,0,0,0,0,0,0,4,,,,,,,,,800,4,55,1900,1,220000,2,,2,,2,,2,,2,,1,1400,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859085,2000,1,1,2000,1,0,0,0,0,0,0,0,0,1,190000,,,,,,,,600,4,80,1970,1,290000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,2,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,100
859127,1971,1,1,1971,1,1,0,0,0,0,0,0,0,4,,,,,,,,,600,2,100,1950,1,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859134,1998,1,1,1998,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,500,3,80,1970,2,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859143,2006,1,1,2006,1,1,0,0,0,0,0,0,0,2,295000,,,,,,,,1000,2,90,2005,2,310000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859153,1987,1,1,1987,1,1,0,0,0,0,0,0,0,8,40000,,,,,,,,1000,4,110,1958,2,250000,2,,2,,2,,2,,2,,1,2600,2,,2,,2,,,,1,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,100
859165,1972,2,,,,,,,,,,,,,,,,460,1,2,,4,,2,105,1962,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859168,1967,1,1,1967,1,1,0,0,0,0,0,0,0,5,15000,,,,,,,,700,2,120,1950,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859191,1960,1,1,1970,1,1,0,0,0,0,0,0,0,1,5000,,,,,,,,350,3,70,1940,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859194,1992,1,1,1992,1,1,0,0,0,0,0,0,0,2,100000,,,,,,,,800,4,140,1992,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859200,2007,1,1,2007,1,0,0,0,0,0,0,0,0,1,140000,,,,,,,,700,2,55,2007,2,150000,2,,1,1,2,,2,,2,,2,,2,,,,2,,1,1,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859203,2004,1,1,2004,1,0,0,0,0,0,0,0,0,1,130000,,,,,,,,700,3,50,2000,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859208,2004,2,,,,,,,,,,,,,,,,750,4,2,,4,,3,50,1950,1,70000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859212,2010,2,,,,,,,,,,,,,,,,450,1,2,,4,,4,60,1940,1,100000,2,,1,1,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859214,2009,1,1,2002,0,1,0,0,0,0,0,0,0,1,75000,,,,,,,,350,4,45,1800,1,110000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
859237,1955,2,,,,,,,,,,,,,,,,120,6,1,400,7,,3,65,1950,1,140000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859244,2010,2,,,,,,,,,,,,,,,,220,6,1,500,7,,2,70,2005,1,160000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
859245,2009,2,,,,,,,,,,,,,,,,700,7,2,,4,,3,80,1970,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
