NQUEST,CHKCC,CHKTIPO,PINT1,PINT11,PINT2,PINT21,PBORS1,PBORS11,PBORS2,PBORS21,PCAS1,PCAS11,PCAS2,PCAS21,ASPASS,ASPTAX
865851,3,3,,1,,,,1,,,0,,,,2,2
865882,3,2,0,,,,10,,0,,0,,,,2,2
865891,4,3,5,,3,,5,,1,,5,,0,,1,3
865899,4,3,5,,1,,10,,2,,5,,1,,2,2
865908,,,,1,,,,1,,,,1,,,4,2
865912,3,1,10,,0,,,1,,,,1,,,1,2
865913,4,3,10,,5,,5,,2,,5,,0,,2,3
865931,3,3,80,,80,,2,,0,,0,,,,1,2
865937,3,3,0,,,,5,,,1,10,,,1,1,2
865957,4,3,5,,5,,5,,,1,10,,,1,2,3
865969,2,1,10,,5,,0,,,,10,,,1,1,2
866025,4,3,100,,70,,50,,50,,15,,1,,1,3
866027,4,3,,1,,,0,,,,0,,,,2,3
866029,6,3,,1,,,,1,,,50,,70,,2,2
866034,,,,1,,,,1,,,,1,,,1,3
866044,1,1,50,,30,,20,,1,,80,,90,,1,3
866047,3,1,,1,,,,1,,,,1,,,1,3
866055,4,4,70,,75,,20,,20,,0,,,,3,2
866063,2,2,100,,70,,50,,30,,10,,10,,1,3
866065,,,,1,,,,1,,,,1,,,2,5
866070,2,3,0,,,,0,,,,,1,,,1,3
866071,1,2,100,,70,,100,,100,,30,,30,,1,3
866076,1,2,100,,30,,70,,50,,0,,,,1,2
866086,4,3,,1,,,,1,,,0,,,,2,2
866106,3,1,1,,10,,0,,,,10,,10,,1,1
866107,1,2,70,,100,,10,,3,,50,,20,,1,3
866109,1,1,10,,0,,10,,0,,10,,0,,3,1
866136,,,,1,,,0,,,,0,,,,1,2
866145,2,1,0,,,,0,,,,0,,,,1,3
866171,3,2,0,,,,1,,0,,0,,,,1,1
866190,3,1,,1,,,,1,,,,1,,,2,3
866202,4,4,,1,,,,1,,,0,,,,2,3
866204,4,4,40,,10,,60,,30,,5,,0,,2,3
866206,4,2,,1,,,40,,,1,,1,,,2,3
866213,4,3,,1,,,,1,,,,1,,,2,2
866215,2,2,,1,,,,1,,,0,,,,1,3
866222,4,2,,1,,,,1,,,,1,,,2,2
866225,,,,1,,,,1,,,,1,,,2,2
866226,4,4,,1,,,,1,,,,1,,,2,2
866228,4,3,,1,,,,1,,,,1,,,1,3
866232,4,3,,1,,,,1,,,,1,,,1,3
866234,4,4,,1,,,,1,,,,1,,,1,3
866246,3,1,60,,70,,60,,,1,,2,,,2,2
866247,4,3,60,,60,,,1,,,50,,,2,2,3
866249,,,,1,,,,1,,,,1,,,3,3
866257,2,4,,1,,,,2,,,,1,,,2,3
866259,4,3,50,,50,,60,,,1,,1,,,2,2
866263,,,,1,,,,1,,,,2,,,2,2
866290,2,2,,1,,,,1,,,,1,,,2,2
866292,3,2,,1,,,,1,,,,1,,,1,2
866293,3,3,,1,,,,1,,,,1,,,1,2
866299,3,3,,1,,,,1,,,,1,,,1,2
866313,3,3,,1,,,,1,,,,1,,,1,3
866320,1,3,100,,50,,,1,,,80,,100,,2,2
866328,3,1,,1,,,,1,,,,1,,,2,2
866332,2,3,100,,50,,10,,0,,5,,0,,2,2
866335,,,,1,,,,1,,,,1,,,1,1
866343,1,1,50,,50,,5,,1,,5,,5,,2,3
866350,,,10,,10,,,1,,,,1,,,2,2
866354,3,2,10,,8,,,1,,,,1,,,2,2
866359,3,3,,1,,,,1,,,,1,,,2,2
866386,,,,1,,,,1,,,,1,,,2,3
866399,4,2,,1,,,,1,,,,1,,,1,3
866407,4,1,,1,,,,1,,,,1,,,1,1
866411,3,2,,1,,,,1,,,,1,,,1,1
866441,1,2,50,,30,,10,,5,,40,,20,,2,2
866446,3,4,50,,50,,5,,5,,0,,,,2,3
866452,,,0,,,,0,,,,0,,,,2,2
866453,2,1,50,,0,,30,,0,,0,,,,2,2
866455,2,1,100,,100,,10,,0,,0,,,,1,3
866463,5,5,100,,100,,10,,0,,10,,10,,2,3
866471,3,3,,1,,,,1,,,0,,,,1,3
866477,3,1,,1,,,,1,,,30,,80,,2,3
866479,,,,2,,,,2,,,,2,,,5,5
866485,,,,2,,,,2,,,,2,,,2,3
866490,3,3,70,,90,,,1,,,0,,,,1,3
866496,,,40,,30,,,2,,,100,,100,,1,3
866501,2,3,100,,100,,0,,,,90,,100,,1,3
866502,3,3,,1,,,,1,,,20,,80,,2,3
866505,3,3,100,,100,,1,,1,,100,,100,,1,3
866506,3,7,,2,,,,2,,,100,,100,,3,2
866507,2,3,70,,50,,50,,50,,30,,80,,3,4
866508,2,3,,2,,,,2,,,,1,,,3,2
866514,3,2,,1,,,,1,,,,1,,,1,3
866523,3,3,,1,,,,1,,,30,,20,,3,2
866525,3,1,90,,100,,60,,50,,50,,50,,1,3
866536,2,1,20,,30,,,1,,,50,,40,,2,2
866560,2,2,,1,,,,1,,,,1,,,2,2
866567,,,,1,,,,1,,,60,,60,,1,3
866572,,,0,,,,0,,,,,1,,,2,3
866575,3,3,0,,,,0,,,,10,,0,,2,2
866583,3,2,0,,,,0,,,,90,,90,,1,3
866597,4,1,10,,5,,50,,5,,0,,,,2,3
866601,4,1,80,,80,,30,,5,,50,,30,,1,3
866604,3,1,0,,,,0,,,,5,,0,,1,3
866612,4,1,75,,0,,,1,,,0,,,,1,2
866625,3,1,60,,20,,,1,,,10,,0,,1,3
866627,2,1,80,,30,,5,,0,,30,,20,,2,3
866652,4,3,10,,10,,10,,10,,10,,10,,2,2
866654,3,2,15,,15,,15,,15,,15,,15,,2,2
866666,2,2,,1,,,,1,,,0,,,,2,3
866687,4,4,,1,,,,1,,,,1,,,1,3
866694,1,1,,1,,,,1,,,,1,,,3,3
866700,2,1,90,,,1,,2,,,,2,,,1,3
866702,2,3,,1,,,,1,,,,1,,,1,2
866755,1,1,80,,,1,0,,,,0,,,,1,3
866760,1,2,,1,,,5,,0,,5,,5,,2,2
866762,2,2,25,,25,,25,,25,,25,,25,,2,2
866769,3,2,60,,60,,20,,2,,10,,50,,2,3
866770,,,70,,70,,30,,10,,10,,30,,1,3
866791,3,3,80,,,1,,1,,,,1,,,1,3
866792,3,4,,1,,,,1,,,,1,,,2,2
866810,2,2,0,,,,0,,,,0,,,,2,2
866813,2,2,70,,50,,20,,1,,20,,1,,1,3
866818,1,1,0,,,,0,,,,10,,5,,1,1
866819,2,3,20,,20,,20,,20,,20,,20,,2,3
866829,7,1,50,,51,,0,,,,,1,,,1,3
866841,3,3,10,,10,,10,,10,,10,,10,,2,2
866844,3,1,5,,5,,50,,5,,10,,10,,1,2
866848,3,1,10,,15,,,1,,,,1,,,2,2
866863,1,1,,2,,,,2,,,,2,,,1,3
866871,1,1,,1,,,,2,,,,2,,,1,3
866887,6,7,,1,,,,1,,,,1,,,1,3
866890,,,50,,,1,60,,,1,60,,,1,4,5
866892,1,2,,1,,,,1,,,,1,,,2,2
866910,3,1,10,,0,,30,,5,,10,,0,,1,2
866940,5,4,,2,,,,2,,,,2,,,1,3
866942,,,,1,,,,2,,,,2,,,1,3
866944,5,3,,1,,,,1,,,,2,,,1,3
866956,1,1,,1,,,,1,,,,1,,,1,3
866960,1,4,70,,,1,50,,,1,,1,,,1,3
866966,,,,1,,,,1,,,,2,,,1,3
866972,,,,1,,,,2,,,,2,,,4,4
866973,3,3,,1,,,,1,,,,2,,,4,3
866980,5,2,,1,,,,1,,,50,,,1,1,3
866985,6,6,,1,,,,1,,,,1,,,4,4
866993,4,4,,2,,,,1,,,,2,,,4,4
866996,,,,1,,,,1,,,,1,,,1,3
867008,,,,1,,,,1,,,,1,,,4,4
867011,,,,1,,,,1,,,,1,,,4,4
867013,,,,1,,,,1,,,,1,,,4,4
867015,,,,1,,,,1,,,,1,,,4,4
867026,,,,1,,,,1,,,,1,,,4,4
867034,2,1,10,,0,,10,,0,,20,,0,,2,4
867043,3,1,0,,,,0,,,,10,,0,,2,3
867076,2,2,,1,,,,1,,,,1,,,2,3
867081,,,,1,,,,1,,,,1,,,4,4
867082,,,,1,,,,1,,,,1,,,2,2
867086,,,,1,,,,1,,,,1,,,4,4
867087,,,,1,,,,1,,,,1,,,2,4
867090,,,,1,,,,1,,,,1,,,1,2
867095,4,7,,1,,,,1,,,,1,,,2,2
867103,2,1,,1,,,,1,,,,1,,,2,2
867132,,,100,,50,,30,,0,,0,,,,2,3
867143,,,100,,100,,20,,0,,0,,,,2,3
867167,1,1,,1,,,,1,,,10,,,1,2,3
867182,4,1,0,,,,0,,,,0,,,,1,3
867189,3,1,,1,,,,1,,,10,,10,,1,3
867192,2,1,50,,30,,40,,30,,30,,50,,2,3
867205,1,1,99,,,1,20,,0,,20,,0,,1,3
867216,1,1,100,,10,,,1,,,10,,0,,1,3
867222,1,3,,1,,,,1,,,0,,,,2,3
867224,1,3,,1,,,,1,,,0,,,,2,2
867225,2,2,0,,,,,1,,,0,,,,2,2
867226,1,2,10,,10,,10,,0,,50,,90,,2,3
867229,1,2,50,,,1,50,,,1,10,,0,,3,3
867239,1,1,100,,100,,,1,,,50,,100,,1,3
867244,2,2,100,,100,,0,,,,0,,,,2,3
867247,2,3,100,,100,,0,,,,0,,,,3,3
867269,2,2,,1,,,,1,,,,1,,,2,3
867291,,,,1,,,1,,1,,,1,,,2,2
867294,,,,1,,,,1,,,10,,,1,4,3
867298,3,1,1,,1,,5,,1,,,1,,,1,3
867304,1,1,0,,,,100,,0,,20,,0,,2,2
867322,5,3,,1,,,,1,,,,1,,,2,2
867344,1,2,60,,10,,,1,,,10,,0,,1,2
867373,,,,1,,,0,,,,0,,,,3,3
867375,2,2,60,,60,,20,,5,,50,,10,,1,3
867383,3,2,30,,10,,0,,,,10,,0,,1,2
867384,3,3,5,,,1,,1,,,0,,,,2,3
867392,4,4,,1,,,,1,,,,1,,,2,2
867433,,,,1,,,,1,,,,1,,,4,4
867437,4,3,,1,,,,1,,,,1,,,4,4
867447,4,3,0,,,,0,,,,,1,,,2,2
867452,1,1,60,,50,,10,,5,,60,,50,,2,3
867455,1,1,75,,50,,60,,40,,10,,0,,2,2
867472,1,3,90,,90,,50,,50,,5,,0,,1,3
867476,4,1,90,,80,,10,,5,,10,,5,,1,3
867482,2,1,0,,,,10,,0,,10,,0,,2,2
867489,3,3,50,,30,,0,,,,0,,,,1,3
867498,3,3,20,,10,,10,,3,,10,,5,,2,2
867502,4,3,10,,10,,20,,5,,0,,,,2,2
867505,1,1,40,,20,,30,,0,,20,,0,,2,2
867517,3,2,10,,10,,5,,0,,10,,5,,2,3
867536,1,1,30,,10,,30,,0,,30,,10,,2,3
867577,3,3,5,,2,,10,,4,,10,,5,,2,3
867585,1,1,30,,0,,15,,0,,40,,40,,2,3
867603,3,1,,1,,,,1,,,20,,10,,1,3
867605,3,3,5,,2,,10,,4,,10,,5,,2,2
867616,3,3,0,,,,0,,,,0,,,,2,2
867624,3,2,0,,,,0,,,,,1,,,2,1
867626,2,1,0,,,,0,,,,20,,0,,2,2
867627,2,2,80,,80,,0,,,,30,,,1,1,3
867633,3,1,0,,,,0,,,,0,,,,2,2
867639,2,2,20,,0,,0,,,,0,,,,1,3
867653,1,1,20,,0,,0,,,,,1,,,2,2
867674,3,6,,1,,,,1,,,,1,,,1,3
867677,4,3,,1,,,,1,,,,1,,,1,3
867683,3,1,,1,,,,1,,,0,,,,1,2
867686,3,2,10,,0,,,2,,,0,,,,1,2
867695,2,1,,1,,,,1,,,10,,,1,1,2
867696,2,1,,1,,,,1,,,10,,0,,1,2
867698,3,1,,1,,,,1,,,,1,,,1,2
867706,3,3,10,,10,,5,,2,,0,,,,1,3
867720,3,1,0,,,,0,,,,20,,0,,2,2
867765,4,4,,1,,,,1,,,,1,,,2,3
867788,2,2,10,,2,,4,,2,,5,,1,,1,3
867799,2,1,70,,20,,30,,2,,,1,,,1,3
867836,2,1,,1,,,,1,,,10,,8,,1,3
867838,1,1,100,,70,,50,,70,,10,,1,,2,3
867850,4,3,,1,,,,1,,,,1,,,1,1
867863,2,2,3,,0,,90,,0,,50,,25,,2,2
867876,1,3,70,,80,,50,,0,,60,,30,,1,3
867913,2,1,5,,0,,0,,,,15,,5,,3,1
867921,3,6,,1,,,,1,,,,1,,,3,3
867925,,,,1,,,,1,,,80,,,1,2,3
867929,1,3,,1,,,,1,,,,1,,,2,1
867950,1,1,80,,0,,0,,,,0,,,,1,3
867963,,,,1,,,,1,,,,1,,,2,4
867964,3,3,,2,,,,2,,,,2,,,1,4
867965,3,1,100,,60,,10,,0,,0,,,,1,3
867969,1,1,80,,20,,10,,5,,0,,,,1,3
867977,4,4,10,,5,,20,,10,,5,,1,,2,2
867993,3,1,,1,,,,1,,,,1,,,2,2
867995,1,1,10,,5,,30,,5,,20,,20,,2,3
868007,4,3,10,,5,,20,,10,,5,,2,,2,2
868012,3,1,,1,,,,1,,,,1,,,2,2
868064,3,1,,1,,,,1,,,,1,,,4,4
868065,2,1,,1,,,,1,,,,1,,,2,4
868080,3,1,,1,,,,1,,,,1,,,2,3
868093,1,2,,1,,,,2,,,,2,,,5,5
868098,1,1,,1,,,,1,,,,1,,,2,2
868101,3,1,,1,,,,1,,,,1,,,4,4
868109,5,6,,2,,,,2,,,,2,,,4,4
868110,4,1,,1,,,,1,,,,1,,,5,5
868111,4,3,,2,,,,2,,,,1,,,1,3
868113,5,4,,1,,,0,,,,0,,,,1,3
868115,7,7,,1,,,,1,,,0,,,,2,2
868117,5,4,50,,10,,0,,,,50,,100,,1,3
868118,1,1,0,,,,,1,,,0,,,,1,3
868124,1,2,60,,0,,70,,30,,10,,0,,1,3
868134,2,2,80,,80,,,1,,,0,,,,1,3
868141,4,1,70,,70,,0,,,,0,,,,1,3
868150,1,2,0,,,,10,,0,,100,,100,,1,3
868152,3,3,,1,,,,1,,,0,,,,1,3
868154,,,90,,30,,5,,1,,2,,0,,2,3
868158,2,3,,1,,,,1,,,,1,,,2,2
868163,,,,1,,,,1,,,,1,,,2,2
868191,,,,1,,,,1,,,,1,,,2,2
868200,3,2,3,,0,,30,,3,,50,,40,,1,3
868201,,,,1,,,,1,,,,1,,,4,4
868222,2,2,90,,50,,10,,5,,5,,0,,2,2
868235,3,1,,1,,,,1,,,,1,,,3,3
868251,1,1,30,,20,,20,,5,,10,,20,,2,2
868264,1,2,50,,50,,10,,0,,5,,5,,2,3
868280,,,,1,,,,1,,,,1,,,1,3
868281,,,,1,,,,1,,,,1,,,1,3
868292,5,3,,1,,,,1,,,,1,,,4,3
868294,,,,1,,,,1,,,,1,,,2,3
868299,1,1,,1,,,,1,,,,1,,,1,3
868305,,,,1,,,,1,,,,1,,,1,3
868329,3,3,,1,,,,1,,,20,,5,,3,3
868331,,,,1,,,,1,,,,1,,,4,4
868334,3,2,5,,20,,,2,,,40,,20,,1,1
868336,4,2,,1,,,,1,,,,1,,,1,1
868337,1,1,20,,20,,0,,,,30,,50,,3,3
868339,3,2,,1,,,,1,,,,1,,,1,1
868341,3,2,,1,,,,1,,,,1,,,2,3
868350,3,1,20,,10,,10,,11,,10,,0,,2,2
868383,1,1,100,,100,,5,,0,,60,,80,,1,2
868389,1,3,70,,70,,,1,,,40,,0,,1,3
868399,5,2,70,,,1,0,,,,60,,20,,1,3
868401,3,3,60,,60,,,1,,,20,,20,,1,3
868406,1,2,80,,70,,,1,,,30,,50,,1,3
868422,4,3,,1,,,,1,,,,1,,,1,3
868426,4,1,,1,,,,1,,,,1,,,1,3
868428,4,1,,1,,,,1,,,,1,,,1,3
868440,4,1,,1,,,,1,,,,1,,,1,3
868446,4,3,,1,,,,1,,,,1,,,1,3
868451,4,3,90,,,1,0,,,,0,,,,1,2
868454,3,1,,1,,,,1,,,0,,,,2,3
868456,4,2,,1,,,,1,,,0,,,,2,2
868462,4,3,,1,,,,1,,,,1,,,2,2
868463,4,3,,1,,,,1,,,0,,,,2,3
868466,4,3,50,,50,,20,,20,,0,,,,2,2
868468,,,,1,,,,1,,,,1,,,2,3
868478,3,2,,1,,,,1,,,0,,,,2,3
868479,4,3,,1,,,,1,,,,1,,,1,3
868481,,,,1,,,,1,,,0,,,,1,3
868482,4,2,,1,,,,1,,,,1,,,1,3
868485,,,,1,,,,1,,,,1,,,4,4
868489,6,6,,1,,,,1,,,,1,,,4,4
868497,7,6,,1,,,,1,,,,1,,,4,4
868498,,,,1,,,,1,,,,1,,,4,2
868500,,,,1,,,,1,,,,1,,,4,4
868504,6,6,,1,,,,1,,,,1,,,4,4
868521,6,6,,1,,,,1,,,,1,,,4,4
868540,1,2,,1,,,,2,,,,2,,,5,5
868548,2,4,30,,50,,,1,,,,1,,,2,2
868556,4,2,,1,,,,1,,,,1,,,2,4
868570,4,1,40,,20,,10,,5,,20,,20,,1,3
868571,3,1,0,,,,60,,10,,0,,,,1,2
868588,4,1,30,,,1,,1,,,0,,,,2,2
868590,4,1,,1,,,10,,10,,0,,,,2,2
868591,3,1,,1,,,,1,,,20,,20,,1,3
868614,3,3,,1,,,,1,,,,1,,,1,2
868618,3,3,,1,,,,1,,,,1,,,1,1
868691,5,5,,1,,,,1,,,,1,,,1,3
868692,1,1,,1,,,,1,,,,1,,,1,3
868698,,,,1,,,,1,,,,1,,,1,3
868700,2,1,,1,,,,1,,,,1,,,2,3
868708,1,4,10,,5,,10,,,1,10,,0,,3,3
868745,4,1,,1,,,,1,,,,1,,,4,3
868761,4,1,1,,,1,,1,,,10,,,1,1,2
868767,1,1,0,,,,0,,,,0,,,,2,2
868772,3,1,0,,,,0,,,,0,,,,2,3
868776,3,1,40,,0,,40,,0,,70,,0,,1,3
868779,2,3,50,,0,,30,,0,,0,,,,1,3
868790,4,3,,1,,,,1,,,,1,,,1,3
868791,4,3,,1,,,,1,,,,1,,,1,3
868797,3,1,,1,,,,1,,,,1,,,1,1
868798,2,1,,1,,,,1,,,,1,,,1,3
868800,6,4,,1,,,,1,,,,1,,,1,3
868803,,,,1,,,,1,,,,1,,,1,3
868805,,,,1,,,,1,,,,1,,,1,3
868812,,,,1,,,,1,,,,1,,,1,3
868833,3,2,,1,,,,1,,,,1,,,1,3
868855,4,2,,1,,,,1,,,,1,,,3,2
868861,4,4,,1,,,,1,,,,1,,,2,2
868862,2,1,0,,,,0,,,,10,,0,,1,3
868872,5,5,0,,,,0,,,,10,,0,,2,3
869001,1,2,80,,100,,30,,50,,5,,5,,2,2
869007,1,1,80,,80,,50,,20,,30,,10,,3,2
869008,3,1,,1,,,,1,,,,1,,,1,3
869011,2,3,100,,80,,,1,,,50,,50,,2,3
869012,4,3,,1,,,,1,,,,1,,,2,3
869013,,,,1,,,,1,,,,1,,,2,2
869014,,,,1,,,,1,,,,1,,,4,4
869015,,,,1,,,,1,,,,1,,,2,2
869016,,,,1,,,,1,,,,1,,,2,2
869017,,,,1,,,,1,,,,1,,,4,2
869019,1,2,60,,,1,60,,,1,50,,,1,1,2
869020,2,1,80,,30,,30,,5,,0,,,,1,3
869023,3,3,,1,,,50,,30,,0,,,,1,3
869025,1,3,20,,10,,30,,10,,5,,1,,3,2
869031,3,1,60,,40,,,1,,,40,,0,,1,2
869035,3,2,,1,,,,1,,,10,,,1,1,3
869037,1,1,90,,,1,,1,,,0,,,,2,3
869040,,,,1,,,,1,,,0,,,,2,2
869041,2,1,10,,50,,10,,50,,10,,30,,2,2
869045,3,1,,1,,,,1,,,,1,,,1,3
870001,4,2,,1,,,,1,,,,1,,,2,2
870003,,,,1,,,,1,,,,1,,,4,4
870004,3,3,0,,,,0,,,,0,,,,1,1
