NQUEST,NORD,INTPER,ATTIVP,PARTIME,CONTRATT,TUTTANNO,MESILAV,PUBBLICO,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,OREDES
821020,1,1,1,1,1,1,12,1,,36,1,1,16250,2,0,36
821090,1,1,1,1,1,1,12,2,3,40,1,4,18200,2,0,6
821090,2,1,1,1,1,1,12,2,1,40,2,,9100,2,0,
821090,3,1,1,1,3,1,12,2,1,40,1,6,16600,2,0,
821094,1,1,1,1,1,1,12,1,,38,1,3,15600,2,0,45
821094,2,2,1,1,1,1,12,1,,38,2,,15000,2,0,
821160,1,1,1,1,1,1,12,2,7,50,2,,65000,1,3600,50
821217,1,1,1,1,1,1,12,2,7,40,2,,50000,2,0,35
821217,2,2,1,1,1,1,12,1,,40,1,10,25000,2,0,
821218,1,1,1,1,1,1,12,1,,30,2,,16000,2,0,30
821218,2,1,1,1,1,1,12,2,7,44,2,,40000,2,0,
821350,1,1,1,1,1,1,12,2,1,42,2,,13000,2,0,30
821350,2,1,1,2,1,1,12,2,1,30,2,,8000,2,0,
821451,3,3,1,1,1,1,12,1,,30,2,,15000,2,0,20
821451,4,3,1,1,1,1,12,1,,40,2,,30000,2,0,
821574,2,1,1,1,2,1,12,2,2,32,2,,12000,2,0,
821609,1,1,1,1,1,1,12,2,2,40,1,20,19500,2,0,
821609,2,2,1,1,1,1,12,2,1,40,2,,12000,2,0,60
821609,3,3,1,1,1,1,12,2,2,40,1,20,19500,2,0,
821643,1,1,1,1,1,1,12,1,,39,1,0,17000,2,0,39
821675,1,1,1,1,1,1,12,1,,36,2,,17000,1,600,36
821675,2,2,1,1,1,1,12,2,6,40,1,3,15000,1,400,
821692,1,1,1,1,1,1,12,2,6,40,1,4,14800,2,0,36
821692,2,1,1,1,1,1,12,2,7,40,2,,25400,1,1000,
821727,1,1,1,1,1,1,12,2,7,36,2,,20000,1,240,30
821727,2,1,1,1,1,1,12,2,4,40,2,,13000,2,0,
821841,1,1,1,1,1,1,12,2,2,45,1,5,16000,2,0,40
821841,2,1,1,1,1,1,12,1,,25,2,,18000,2,0,
821844,1,1,1,2,1,1,12,2,4,26,1,2,11900,2,0,36
822019,2,1,1,1,1,1,12,2,7,40,2,,18000,2,0,
822019,3,1,1,1,1,1,12,1,,40,2,,14000,2,0,
822119,1,1,1,1,1,1,12,2,4,40,1,0,10660,2,0,40
822119,2,1,1,1,1,1,12,2,6,40,2,,18060,2,0,
822123,2,1,1,1,1,1,12,2,7,40,2,,17000,2,0,
822126,2,1,1,1,1,1,12,2,5,40,2,,16000,2,0,
822150,1,1,1,1,1,1,12,2,6,40,2,,16772,2,0,45
822150,2,1,1,1,1,1,12,2,6,40,2,,16730,2,0,
822191,1,1,1,2,1,1,12,2,4,24,2,,11000,2,0,24
822191,2,1,1,1,1,1,12,2,1,40,2,,26400,2,0,
822255,1,1,1,1,1,1,12,2,7,40,1,0,30000,2,0,40
822266,3,2,1,1,1,1,12,2,1,25,2,,7800,2,0,
822301,1,1,1,1,1,1,12,2,4,40,2,,17000,2,0,40
822408,3,3,1,1,1,1,12,2,2,40,1,20,12000,2,0,50
822497,1,1,1,1,2,1,12,1,,30,2,,15000,1,700,35
822518,1,1,1,1,1,1,12,1,,35,2,,20000,2,0,35
822530,2,1,1,1,1,1,12,2,1,40,2,,16000,2,0,
822536,1,1,1,1,1,1,12,1,,36,2,,15000,2,0,50
822536,2,2,1,1,1,1,12,2,4,40,2,,15000,2,0,40
822614,1,1,1,1,1,1,12,1,,18,2,,26000,2,0,0
822614,2,1,1,2,2,1,12,1,,30,2,,6000,2,0,
822675,1,1,1,1,1,1,12,2,7,40,1,0,23000,2,0,20
822675,2,1,1,1,1,1,12,2,7,40,1,0,17000,2,0,
822694,1,1,1,1,1,1,12,1,,40,1,0,22000,1,1200,40
822700,1,1,1,1,1,1,12,2,7,40,1,0,21000,1,1200,25
822704,1,1,1,1,1,1,12,2,5,40,1,0,18000,2,0,20
822725,1,1,1,1,1,1,12,2,4,5,2,,12000,2,0,8
822776,1,1,1,1,1,1,12,2,5,40,1,0,21800,2,0,40
822826,1,1,1,1,1,1,12,2,4,45,1,5,15500,2,0,40
822826,2,2,1,1,1,1,12,2,6,30,1,3,9500,2,0,40
822908,1,1,1,1,1,1,12,1,,50,2,,48000,2,0,60
823046,1,1,1,1,1,1,12,1,,36,1,2,19260,2,0,50
823188,1,1,1,1,1,1,12,2,4,44,1,10,16000,2,0,48
823250,1,1,1,1,1,1,12,1,,48,1,6,25000,2,0,44
823250,2,1,1,1,1,1,12,1,,40,1,1,18000,2,0,
823258,2,1,1,1,1,1,12,1,,40,1,4,25000,2,0,
823327,1,1,1,1,1,1,12,2,6,40,1,8,22000,2,0,80
823337,2,2,1,2,1,1,12,2,7,20,2,,6000,2,0,20
823337,3,1,1,2,2,2,4,2,7,25,2,,2400,2,0,
823425,1,1,1,1,1,1,12,2,3,45,1,5,18144,2,0,50
823425,3,1,1,1,1,1,12,2,2,40,2,,17192,2,0,
823427,1,1,1,1,1,1,12,1,,40,2,,22000,2,0,40
823427,2,1,1,1,1,1,12,1,,40,2,,19000,2,0,
823451,1,1,1,1,1,1,12,2,2,45,1,5,19166,2,0,50
823488,4,2,1,1,1,1,12,2,3,40,2,,13400,2,0,
823490,1,1,1,1,1,1,12,2,3,40,2,,14000,2,0,0
823506,1,1,1,1,1,2,10,2,3,40,2,,11000,2,0,60
823519,1,1,1,1,1,1,12,2,4,48,1,4,16000,2,0,35
823522,1,1,1,1,1,2,11,2,1,48,2,,10100,2,0,60
823608,1,1,1,2,1,3,,2,4,15,2,,5000,2,0,15
823707,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,40
823752,2,1,1,1,2,2,9,1,,18,2,,11000,2,0,
823842,1,1,1,1,1,1,12,2,2,36,2,,18000,2,0,36
823868,2,1,1,1,1,1,12,1,,36,2,,14000,2,0,
823871,1,1,1,1,1,1,12,2,2,36,2,,17000,2,0,36
823871,2,1,1,1,1,1,12,2,6,36,2,,16000,2,0,
823959,1,1,1,1,1,1,12,2,1,40,2,,13000,2,0,40
823963,1,1,1,1,1,1,12,1,,36,2,,15600,1,1500,36
823963,2,1,1,1,1,1,12,2,2,40,2,,29600,2,0,
824196,1,1,1,1,1,1,12,2,7,38,2,,40000,1,1200,30
824196,2,2,1,1,1,1,12,2,7,38,2,,30000,1,1200,38
824338,1,1,1,1,1,1,12,1,,35,2,,18000,1,1300,35
824344,1,1,1,1,1,1,12,1,,36,2,,19000,1,290,36
824345,1,1,1,1,1,1,12,1,,40,1,3,63000,2,0,40
824351,4,1,2,2,2,3,,2,2,10,2,,300,2,0,
824425,1,1,1,1,1,2,4,2,4,40,2,,4800,2,0,
824425,2,2,1,1,1,1,12,2,6,40,1,0,15000,2,0,40
824623,1,1,1,2,2,1,12,2,7,24,2,,5200,2,0,40
824663,1,1,1,2,1,1,12,2,5,20,2,,6000,2,0,40
824671,1,1,1,1,1,1,12,2,6,40,2,,17000,2,0,40
824718,1,1,1,1,1,1,12,2,6,40,2,,19000,2,0,50
824724,2,2,1,1,1,1,12,1,,36,1,0,19500,1,400,32
824724,3,1,1,1,2,2,3,1,,18,2,,3600,2,0,
824725,2,2,1,2,1,1,12,2,1,20,2,,13000,2,0,20
824734,1,1,1,1,1,1,12,2,1,40,1,6,16800,2,0,20
824735,1,1,1,1,1,1,12,1,,18,2,,22300,2,0,36
824797,1,1,1,1,1,2,8,2,5,8,1,2,9540,2,0,
824798,1,1,1,1,1,1,12,1,,35,2,,17000,2,0,35
824808,1,1,1,1,1,1,12,1,,34,2,,17000,2,0,30
824808,2,1,1,1,1,1,12,1,,30,2,,16000,2,0,
824817,1,1,1,2,2,3,,2,2,20,2,,2400,2,0,40
824824,2,2,1,2,1,1,12,2,1,20,2,,10000,2,0,20
824846,3,2,1,1,1,1,12,2,2,40,2,,13000,2,0,
824846,4,4,1,1,1,1,12,1,,45,2,,15000,2,0,
824869,1,1,1,1,1,1,12,1,,30,2,,20000,2,0,30
824869,2,1,1,1,1,1,12,2,6,24,2,,13000,2,0,2
824887,2,2,1,1,1,1,12,2,6,40,2,,24000,2,0,40
824887,3,2,1,1,1,1,12,2,1,40,2,,20000,2,0,
825040,1,1,1,1,1,1,12,2,5,40,2,,15000,2,0,40
825040,3,1,1,1,1,1,12,2,5,40,2,,16000,2,0,
825068,1,1,1,2,1,1,12,2,7,23,2,,9000,2,0,30
825068,2,1,1,1,1,1,12,2,5,45,2,,18000,2,0,
825068,3,1,1,1,1,1,12,2,4,40,2,,17000,2,0,
825071,1,1,1,2,3,1,12,2,1,20,2,,6000,2,0,40
825078,1,1,1,1,1,1,12,1,,18,2,,25000,2,0,26
825078,2,1,1,1,1,1,12,2,7,42,2,,40000,2,0,
825096,3,1,1,1,1,1,12,2,4,45,2,,17000,2,0,
825153,1,1,1,1,1,1,12,2,4,40,2,,16000,2,0,45
825164,1,1,1,1,1,1,12,2,2,48,2,,18000,2,0,48
825164,3,3,1,1,2,2,6,2,4,40,2,,8200,2,0,
825172,1,1,1,2,1,1,12,2,1,24,1,4,9550,2,0,40
825172,2,2,1,1,1,2,6,2,1,20,1,2,5000,2,0,
825189,1,1,1,1,1,1,12,2,6,40,1,0,16827,1,1000,50
825189,2,2,1,2,1,1,12,2,6,18,2,,7250,2,0,35
825197,1,1,1,1,1,1,12,1,,40,1,4,24000,2,0,45
825214,1,1,1,1,1,1,12,1,,36,2,,26000,2,0,40
825214,2,1,1,1,1,1,12,1,,36,2,,20800,2,0,
825314,2,1,1,1,1,1,12,2,3,40,2,,20000,1,500,
825314,3,1,1,1,1,1,12,2,3,40,2,,11000,2,0,
825510,1,1,1,1,1,1,12,2,6,36,2,,16900,2,0,36
825510,2,2,1,1,1,1,12,2,1,35,2,,11700,2,0,35
825513,3,1,1,1,1,1,12,2,7,40,2,,14000,2,0,
825824,3,3,1,1,1,1,12,2,1,40,2,,7000,2,0,
825824,4,3,1,1,1,1,12,2,1,40,2,,7000,2,0,
825824,5,3,1,1,1,1,12,2,1,40,2,,7000,2,0,
825824,6,3,1,1,1,1,12,2,1,40,2,,7000,2,0,
825849,3,2,1,1,1,1,12,2,3,40,2,,15000,2,0,
825859,2,2,1,1,1,2,7,1,,35,2,,7000,1,500,40
825859,3,1,1,1,1,1,12,1,,36,1,10,15000,1,500,
825889,2,2,1,1,1,1,12,1,,40,1,6,20846,1,1200,50
825940,1,1,1,1,1,1,12,1,,40,1,6,16912,1,720,48
825940,2,1,1,1,1,1,12,2,2,40,2,,16289,2,0,
825951,2,1,1,1,1,1,12,1,,40,2,,17164,2,0,
825951,3,1,1,1,1,1,12,2,3,45,1,5,17052,2,0,
825977,1,1,1,1,1,1,12,2,2,45,2,,10000,2,0,60
825977,2,1,1,1,1,1,12,2,1,50,2,,12000,2,0,
826006,2,1,1,1,1,1,12,2,3,40,2,,12000,2,0,
826006,4,1,1,1,1,1,12,2,2,40,2,,6000,2,0,
826006,5,1,1,1,2,1,12,2,2,40,2,,5000,2,0,
826105,1,1,1,1,1,1,12,2,6,40,2,,21000,2,0,40
826105,3,3,2,1,3,2,3,2,4,40,2,,3000,2,0,40
826115,3,1,1,1,1,1,12,2,1,44,1,4,9000,2,0,
826118,1,1,1,1,1,1,12,2,2,40,1,0,14000,2,0,40
826118,2,2,1,1,1,1,12,2,6,40,2,,14500,2,0,40
826210,1,1,1,1,1,1,12,1,,36,2,,18000,2,0,36
826216,1,1,1,1,1,1,12,2,6,36,2,,26000,2,0,36
826224,1,1,1,1,2,2,7,2,2,48,2,,13000,2,0,48
826224,2,1,2,2,2,3,,2,1,20,2,,1000,2,0,
826234,1,1,1,1,1,1,12,2,2,50,1,10,14000,2,0,50
826242,1,1,1,1,1,1,12,2,3,40,1,6,14000,2,0,40
826242,2,1,1,1,1,1,12,2,4,40,2,,13000,2,0,
826362,4,1,1,1,1,1,12,2,1,40,2,,15000,2,0,
826365,1,1,1,1,1,1,12,2,2,35,2,,11700,2,0,35
826412,1,1,1,1,1,1,12,1,,30,2,,17000,2,0,30
826412,2,1,1,1,1,1,12,2,2,45,2,,20000,2,0,
826456,2,2,1,2,1,1,12,2,1,30,2,,13000,2,0,38
826489,2,1,1,1,1,1,12,2,3,40,2,,20000,2,0,
826489,3,3,1,1,1,1,12,2,1,40,2,,7000,2,0,
826489,4,1,1,1,1,1,12,2,6,40,1,0,3600,2,0,
826509,1,1,1,1,1,1,12,2,4,40,1,2,16898,2,0,46
826509,2,1,1,1,2,1,12,2,1,40,2,,14170,2,0,
826516,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0,40
826559,1,1,1,1,1,1,12,2,1,50,2,,13910,2,0,55
826570,2,1,1,1,2,1,12,2,4,40,2,,15526,2,0,
826584,1,1,1,1,1,1,12,2,6,40,2,,13767,2,0,46
826584,2,2,1,1,1,1,12,2,6,40,2,,13975,2,0,46
826595,1,1,1,1,1,1,12,2,1,32,2,,9607,2,0,42
826595,2,1,1,1,1,1,12,2,6,40,2,,14826,2,0,
826622,1,1,1,1,1,1,12,2,6,36,2,,12000,2,0,40
826687,3,1,1,1,1,1,12,2,2,50,1,5,19474,2,0,
826696,2,1,1,1,1,1,12,2,2,40,2,,20000,2,0,
826744,1,1,1,1,2,1,12,2,2,40,2,,19000,2,0,40
826744,2,2,1,1,1,1,12,1,,36,1,2,15000,2,0,36
826892,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0,40
826892,2,1,1,1,1,1,12,2,2,40,1,6,16000,2,0,
826971,1,1,1,2,2,1,12,2,1,30,2,,10500,2,0,40
826996,1,1,1,1,1,1,12,1,,25,2,,19630,2,0,30
827084,1,1,1,1,1,1,12,1,,48,1,12,21000,2,0,48
827084,3,3,1,2,2,2,3,2,1,8,2,,450,2,0,
827084,5,1,1,1,1,1,12,1,,40,2,,23000,2,0,
827098,1,1,1,1,2,1,12,2,2,40,1,0,18600,2,0,40
827168,2,2,1,1,1,1,12,1,,36,2,,23400,2,0,36
827188,3,1,1,1,2,2,10,2,2,40,2,,10000,2,0,
827252,1,1,1,1,1,1,12,2,6,38,1,2,26000,1,,38
827252,2,1,1,2,1,1,12,2,2,15,1,2,12000,2,0,
827329,1,1,1,1,1,1,12,1,,40,2,,18368,1,700,50
827329,2,3,1,1,1,1,12,1,,45,1,5,19166,1,890,
827369,1,1,1,1,1,1,12,2,2,40,2,,16772,2,0,50
827369,2,1,1,1,1,1,12,2,1,45,1,5,15372,2,0,
827407,2,1,1,1,1,1,12,1,,45,1,5,17346,1,660,
827413,1,1,1,1,1,1,12,2,4,36,2,,15000,2,0,36
827413,2,2,1,1,1,1,12,1,,40,2,,46000,2,0,2
827436,1,1,1,1,1,1,12,1,,40,2,,18000,1,,20
827436,2,1,1,1,1,1,12,1,,40,1,5,22000,1,,
827449,1,1,1,2,1,1,12,2,7,20,2,,8000,1,,30
827457,2,1,1,1,2,1,12,1,,18,2,,19000,2,0,
827482,1,1,1,1,1,1,12,1,,40,2,,19500,2,0,28
827517,1,1,1,1,1,1,12,2,4,40,2,,15500,2,0,50
827615,1,1,1,1,1,1,12,2,5,40,2,,9000,2,0,40
827647,2,1,1,1,2,1,12,2,2,40,2,,24000,2,0,
827647,3,1,1,1,1,1,12,2,5,40,2,,15600,2,0,
827773,1,1,1,1,1,1,12,2,4,40,2,,19500,1,1000,50
827870,1,1,1,1,2,2,8,1,,24,2,,9000,2,0,24
827874,2,2,1,1,2,2,9,2,5,40,2,,7000,2,0,
827874,3,1,1,2,2,2,10,2,1,25,2,,3000,2,0,
827874,4,1,1,1,2,2,8,2,2,40,2,,8000,2,0,
827880,1,1,1,1,2,2,7,2,1,40,2,,9000,2,0,7
828169,2,1,1,1,1,1,12,1,,40,1,1,21500,2,0,
850009,1,1,1,1,1,1,12,1,,36,2,,19500,2,0,36
850010,1,1,1,1,1,1,12,1,,40,2,,20000,2,0,40
850010,2,1,1,1,1,1,12,1,,40,2,,20000,2,0,
850016,1,1,1,1,1,1,12,2,7,40,1,10,20000,1,3000,40
850016,2,2,1,1,1,1,12,2,2,40,2,,20000,2,0,
850019,1,1,1,1,1,1,12,2,2,40,2,,35000,2,0,40
850019,2,2,1,1,1,1,12,2,1,45,2,,15000,2,0,45
850024,1,1,1,1,1,1,12,1,,18,2,,19000,2,0,18
850025,1,1,1,1,2,2,6,2,2,36,2,,5000,2,0,30
850027,1,1,1,1,1,1,12,2,2,45,1,5,22400,2,0,45
850030,1,1,1,1,1,1,12,2,5,30,2,,13000,2,0,40
850035,1,1,1,1,1,1,12,2,7,36,2,,20000,2,0,40
850035,2,1,1,1,1,1,12,2,7,36,2,,20000,2,0,36
850036,1,1,1,1,1,1,12,2,4,40,2,,16500,1,1100,40
851017,1,1,1,2,1,3,,2,2,20,2,,6000,2,0,40
851025,2,2,1,1,2,2,3,2,2,40,2,,2500,2,0,40
851032,5,5,1,1,1,1,12,2,1,50,2,,5200,2,0,40
851037,1,1,1,1,2,3,,2,2,35,2,,13000,2,0,50
851037,2,1,1,2,1,1,12,2,5,30,2,,15000,2,0,20
851043,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0,60
851043,2,2,1,2,1,1,12,2,1,34,2,,12000,2,0,34
851058,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,36
851068,1,1,1,1,1,1,12,2,2,40,2,,25000,1,1200,40
851068,2,2,1,1,1,1,12,1,,24,2,,15000,2,0,24
851079,1,1,1,1,1,1,12,2,1,40,2,,25000,2,0,40
851097,1,1,1,2,3,2,8,2,2,50,2,,7000,2,0,50
851101,2,1,1,1,2,2,7,2,2,60,2,,12000,2,0,
851107,1,1,1,2,2,1,12,2,4,25,1,2,10000,2,0,36
851107,2,2,1,2,1,1,12,2,4,24,2,,9000,2,0,36
851111,1,1,1,1,1,1,12,1,,36,1,4,36000,2,0,42
851114,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0,
851128,1,1,1,1,1,1,12,1,,40,2,,26000,2,0,40
851134,2,2,1,2,2,2,3,1,,15,2,,900,2,0,36
851136,1,1,1,1,1,1,12,2,2,37,2,,28000,1,1400,50
851136,2,2,1,1,1,1,12,1,,24,2,,15000,2,0,
851147,1,1,1,1,2,2,1,1,,3,2,,800,2,0,32
851147,2,1,1,1,1,2,10,2,2,25,2,,12000,2,0,
851147,3,3,1,1,1,1,12,1,,36,2,,14000,2,0,36
851158,1,1,1,1,1,1,12,1,,30,1,5,21000,2,0,18
851172,1,1,1,1,1,1,12,1,,50,2,,23000,1,1200,50
851172,2,1,1,1,1,1,12,1,,36,1,10,22000,2,0,
851176,1,1,1,1,1,1,12,1,,38,1,2,23000,2,0,38
851176,2,1,1,1,1,1,12,1,,26,1,0,20000,2,0,
851203,2,1,1,1,1,1,12,2,1,40,1,3,16000,2,0,
851211,1,1,1,2,2,3,,2,1,14,2,,5000,2,0,28
851216,2,1,1,1,1,1,12,2,3,60,2,,17000,2,0,
851218,2,1,1,1,2,3,,2,2,50,2,,6000,2,0,
851223,2,1,1,1,2,3,,2,2,40,2,,10000,2,0,
851231,2,1,1,1,1,1,12,2,6,40,2,,24000,2,0,
851233,1,1,1,1,1,1,12,2,7,40,1,2,20000,1,2400,40
851233,2,1,1,1,1,1,12,1,,18,2,,16000,2,0,
851281,1,1,1,1,1,1,12,2,7,36,1,9,23000,2,0,40
851292,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0,
851322,1,1,1,1,1,1,12,1,,40,2,,18000,2,0,40
851322,2,1,1,1,1,1,12,2,5,40,2,,15000,2,0,
851322,3,1,1,1,1,1,12,2,2,40,2,,14000,2,0,
851329,1,1,1,1,1,1,12,1,,36,1,3,15000,2,0,36
851331,2,1,1,1,1,1,12,2,4,36,2,,19500,2,0,
851331,3,1,1,1,2,1,12,2,4,40,2,,13650,2,0,
851333,1,1,1,1,1,1,12,1,,36,2,,25000,1,500,24
851336,1,1,1,1,1,1,12,2,7,40,2,,26000,2,0,40
851336,2,2,1,2,2,2,9,2,2,25,2,,5000,2,0,25
851341,2,1,1,2,1,1,12,1,,24,2,,7000,2,0,
851342,1,1,1,2,1,1,12,2,2,24,2,,13000,2,0,30
851342,3,1,1,1,1,1,12,2,4,40,2,,15400,2,0,
851349,2,2,1,1,1,1,12,2,1,2,2,,5200,2,0,2
851367,1,1,1,1,1,1,12,2,4,40,1,8,19000,2,0,40
851367,2,1,1,1,1,1,12,2,4,40,2,,18000,2,0,
851385,3,1,1,2,2,2,5,2,2,20,2,,4500,2,0,
851385,4,1,1,1,2,2,2,2,3,38,2,,3000,2,0,
851386,1,1,1,1,1,2,10,2,1,38,2,,12400,2,0,45
851392,1,1,1,1,1,1,12,2,5,42,1,2,22000,2,0,40
851399,1,1,1,2,2,2,4,1,,18,2,,4000,2,0,35
851399,2,1,1,1,1,1,12,2,7,60,2,,42000,1,3500,
851497,1,1,1,1,1,1,12,1,,45,1,4,15680,2,0,50
851514,2,1,1,1,1,1,12,2,2,40,1,10,19000,2,0,
851522,2,1,1,1,1,1,12,2,3,36,1,2,23500,2,0,
851530,1,1,1,1,1,1,12,1,,18,2,,21000,2,0,18
851562,1,1,1,1,1,2,4,1,,36,2,,6560,2,0,
851576,1,1,1,1,1,2,3,1,,38,2,,6000,1,300,
851584,2,1,1,1,1,2,6,1,,40,2,,7000,2,0,
851586,2,1,1,1,2,1,12,2,1,48,2,,10000,2,0,
851587,2,1,1,1,1,1,12,1,,18,2,,19000,2,0,
851623,2,1,1,1,1,1,12,2,2,8,2,,24000,2,0,
851670,1,1,1,2,1,1,12,2,2,28,2,,9000,2,0,28
851670,2,1,1,1,1,1,12,2,2,50,1,10,21000,2,0,
851673,1,1,1,1,1,1,12,2,4,40,2,,15500,2,0,45
851673,2,1,1,1,1,1,12,2,4,40,2,,15000,2,0,
851682,1,1,1,1,1,1,12,2,5,40,2,,16500,2,0,40
851690,1,1,1,1,1,1,12,2,2,40,1,4,15500,2,0,40
851690,6,1,1,2,2,2,7,2,1,20,2,,4000,2,0,
851692,1,1,1,2,2,2,4,2,2,24,2,,2800,2,0,36
851699,1,1,1,1,1,1,12,2,6,48,1,2,18000,2,0,35
851703,1,1,1,1,1,1,12,2,6,40,1,2,20000,2,0,45
851704,1,1,1,1,1,1,12,1,,40,2,,33000,2,0,40
851705,3,1,1,1,1,1,12,2,5,40,2,,13000,2,0,
851705,4,1,1,1,1,1,12,2,1,40,2,,12000,2,0,
851724,1,1,1,1,1,1,12,1,,36,2,,14000,2,0,60
851754,1,1,1,1,1,1,12,1,,30,2,,20000,2,0,30
851754,2,1,1,1,1,1,12,2,1,40,2,,16000,2,0,
851759,2,1,1,1,1,1,12,1,,25,2,,20000,2,0,
851759,3,1,1,1,1,1,12,2,5,40,2,,18000,2,0,
851761,1,1,1,1,1,1,12,2,5,40,1,3,20000,2,0,50
851764,1,1,1,2,1,1,12,2,2,25,2,,9500,2,0,40
851764,3,1,1,1,1,1,12,2,5,40,2,,18000,2,0,
851764,4,1,1,1,1,1,12,2,2,40,1,2,17000,2,0,
851794,2,1,1,1,1,1,12,1,,25,2,,20000,2,0,
851800,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,60
851803,3,1,1,1,2,1,12,2,1,30,2,,15000,2,0,
851803,4,1,1,1,2,1,12,2,1,30,2,,10000,2,0,
851806,2,1,1,2,2,2,7,2,1,40,2,,6000,2,0,
851806,3,1,1,1,2,2,6,2,1,40,2,,3000,2,0,
851807,2,2,1,1,1,1,12,2,2,40,2,,12000,2,0,
851812,2,1,1,1,1,1,12,2,3,50,2,,15000,2,0,
851823,1,1,1,1,1,1,12,2,3,40,1,10,23000,2,0,40
851827,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
851827,3,1,1,1,2,1,12,2,2,50,2,,4000,2,0,
851829,2,1,1,1,1,1,12,2,1,40,2,,10000,2,0,
851829,3,1,1,1,2,1,12,2,1,30,2,,5000,2,0,
851831,2,1,1,2,2,2,9,2,2,20,2,,5000,2,0,
851834,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
851842,1,1,1,2,3,3,,2,2,10,2,,8000,2,0,40
851844,1,1,1,1,1,1,12,2,5,40,2,,19000,1,1000,40
851844,2,2,1,1,1,1,12,2,6,36,1,3,16000,2,0,36
851844,3,3,1,2,2,2,3,2,1,20,2,,3500,2,0,40
851844,4,4,2,2,2,3,,2,1,40,2,,500,2,0,
851847,3,3,1,1,2,1,12,2,6,40,2,,9000,2,0,
851859,1,1,1,1,2,1,12,2,5,40,1,3,20881,2,0,40
851862,1,1,1,1,1,1,12,1,,36,2,,43000,2,0,36
851863,1,1,2,1,1,1,12,2,2,16,1,2,36000,2,0,10
851863,2,2,1,1,1,1,12,2,2,36,2,,9600,2,0,
851867,1,1,1,1,1,1,12,2,7,38,1,2,20000,2,0,30
851867,2,2,1,1,1,1,12,1,,40,2,,15600,2,0,36
851872,1,1,1,1,1,1,12,1,,32,1,2,19500,2,0,40
851874,1,1,1,1,1,1,12,2,6,40,2,,11900,2,0,40
851880,2,2,1,2,3,3,,2,1,10,2,,3500,2,0,40
851886,1,1,1,1,1,1,12,2,4,40,1,10,8000,2,0,50
851911,2,1,1,1,1,1,12,2,1,40,2,,15000,2,0,
851911,4,1,1,1,1,1,12,2,1,40,2,,14000,2,0,
851911,5,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
851944,1,1,1,2,1,1,12,2,3,24,2,,9000,2,0,24
851944,2,1,1,1,1,1,12,2,1,40,2,,12000,2,0,
851960,1,1,1,1,3,3,,2,4,32,2,,8000,2,0,45
851963,1,1,1,1,1,1,12,1,,36,2,,15000,2,0,36
851963,2,1,1,1,1,1,12,2,6,40,1,5,20000,2,0,
851965,1,1,1,1,3,1,12,2,1,40,2,,11000,2,0,40
851982,1,1,1,1,1,1,12,2,4,40,2,,16000,2,0,40
851982,5,1,1,1,1,1,12,2,1,36,2,,5000,2,0,
851989,1,1,1,1,1,1,12,2,6,40,2,,12600,2,0,40
852003,1,1,1,1,1,1,12,2,4,30,2,,8000,2,0,35
852014,5,1,1,1,2,2,2,2,1,40,2,,2200,2,0,
852017,2,1,1,1,1,1,12,1,,36,2,,20000,2,0,
852021,2,1,1,1,1,2,6,2,2,40,2,,7000,2,0,
852021,3,1,1,1,1,1,12,2,2,40,2,,15000,2,0,
852030,3,1,1,1,1,1,12,2,3,40,2,,20000,2,0,
852039,1,1,1,2,2,3,,1,,12,2,,7000,2,0,20
852039,2,1,1,1,1,1,12,1,,40,2,,19000,2,0,
852058,1,1,1,1,1,1,12,2,2,40,1,1,18500,2,0,40
852058,2,2,1,1,1,1,12,2,3,30,2,,11000,2,0,
852070,1,1,1,1,1,1,12,2,6,40,2,,18200,1,100,40
852087,2,1,1,2,2,1,12,2,1,20,2,,10400,2,0,
852094,1,1,1,1,1,1,12,2,6,40,2,,23400,2,0,40
852094,2,2,1,2,1,1,12,2,2,20,2,,7000,2,0,
852095,1,1,1,2,1,1,12,2,3,24,2,,7800,2,0,40
852095,2,1,1,1,1,1,12,1,,40,2,,15600,1,70,
852095,5,1,1,2,2,2,6,1,,18,2,,5600,2,0,
852099,1,1,1,1,1,1,12,2,7,40,2,,18000,2,0,30
852099,2,1,1,1,1,1,12,2,4,40,2,,15600,2,0,
852103,3,1,1,1,1,1,12,1,,36,2,,16900,2,0,
852115,1,1,1,1,1,1,12,2,6,40,1,0,35000,1,1200,40
852115,2,1,1,1,1,1,12,2,4,40,2,,15600,2,0,
852130,1,1,1,1,1,1,12,1,,40,1,0,19500,2,0,40
852130,2,1,1,1,1,1,12,2,2,40,2,,14300,2,0,
852134,1,1,1,1,2,2,6,2,6,45,2,,7000,2,0,40
852136,1,1,1,1,1,1,12,1,,40,2,,18000,2,0,40
