NQUEST,QUEST,NQUESTP,CONTINT,NOPCF,STUPCF,CONPCF,SETPCF,ANAPCF,CITPCF,NOMCF,STUMCF,CONMCF,SETMCF,ANAMCF,CITMCF,VITGEN,NGEN,VITF,NFRAT,NSORE,FIGLI,NFIGLI,PRIMOGE,PRIMOSEX,PRIMOANASC,NFIGLINOIT,PARNOIT,ANCONV,CAPI
859634,2,,4,2,,,,,,2,,,,,,2,,1,0,3,1,2,2,1,1961,,,,1
859648,2,,4,2,,,,,,2,,,,,,2,,1,3,0,2,,,,,,,1982,1
859656,2,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
859660,2,,1,2,,,,,,2,,,,,,2,,1,4,5,1,3,2,1,1965,,,1963,1
859667,1,,2,2,,,,,,1,2,9,,1930,,1,1,1,1,2,2,,,,,,,1986,1
859668,1,,1,1,1,8,4,1934,,1,2,9,,1933,,1,4,1,1,4,2,,,,,,,2009,1
859674,2,,2,2,,,,,,2,,,,,,2,,2,,,1,1,2,1,1965,,,,1
859683,2,,1,2,,,,,,2,,,,,,2,,2,,,1,3,2,1,1959,,,,1
859695,2,,1,1,1,9,,1942,,1,2,9,,1950,,1,3,1,2,2,2,,,,,,,1995,1
859696,2,,1,2,,,,,,1,1,9,,1922,,1,1,1,1,1,1,3,2,2,1974,,,,1
859714,1,,2,1,7,1,2,1925,,1,7,9,,1928,,1,3,1,3,2,1,1,2,1,1982,1,,1981,1
859715,1,,1,1,2,1,4,1928,,1,2,9,,1929,,1,2,1,1,3,1,1,2,2,1983,,,1983,1
859717,2,,2,1,1,1,2,1904,,1,1,9,,1911,,2,,1,0,3,1,5,2,1,1955,,,1954,1
859720,2,,2,1,4,2,3,1916,,1,4,9,,1915,,1,1,1,3,1,1,2,2,2,1974,,2,,1
859721,2,,4,1,2,8,1,1924,,1,2,8,1,1921,,1,1,1,0,1,1,1,2,2,1970,,,,1
859728,2,,2,1,2,1,2,1919,,1,2,9,,1926,,1,1,1,3,2,2,,,,,,,1981,1
859730,2,,2,1,5,6,4,1927,,1,5,6,4,1937,,2,,1,0,1,2,,,,,,2,,1
859732,2,,2,1,3,2,3,1910,,1,5,3,3,1915,,2,,1,2,4,2,,,,,,,1984,1
859734,2,,2,1,2,1,2,1924,,1,2,9,,1932,,2,,1,0,1,2,,,,,,,,1
859740,2,,1,1,2,8,4,1952,,1,3,9,,1955,,1,4,1,1,3,2,,,,,,,2002,1
859744,2,,1,1,2,1,2,1911,,1,2,9,,1915,,2,,1,2,1,1,2,2,1,1965,,,1965,1
859746,2,,2,1,2,1,4,1911,,1,2,9,,1913,,2,,2,,,1,1,2,2,1955,,,,1
859754,1,,2,1,1,8,1,1911,,1,1,9,,1912,,2,,1,1,4,2,,,,,,,1975,1
859776,2,,2,1,2,1,2,1933,,1,2,9,,1939,,2,,2,,,2,,,,,,,1998,1
859779,2,,2,1,2,2,3,1925,,1,2,9,,1927,,1,2,1,1,3,2,,,,,,,1981,1
859784,2,,1,1,2,2,3,1903,,1,2,9,,1905,,2,,1,3,2,2,,,,,,2,,1
859795,2,,2,1,2,1,4,1909,,1,1,8,4,1908,,2,,1,3,3,2,,,,,,,1987,1
859804,1,,1,2,,,,,,2,,,,,,2,,1,8,8,1,1,2,2,1974,,,1973,1
859845,1,,2,1,3,1,2,1953,2,1,2,2,3,1954,2,1,3,1,1,2,2,,,,,,,1992,1
859854,2,,1,1,1,1,1,1908,,1,1,1,1,1909,,2,,1,2,0,1,1,2,1,1967,,,1966,1
859856,2,,2,1,2,1,1,1925,,1,2,1,1,1930,,1,1,1,2,4,2,,,,,,,1978,1
859857,2,,3,1,2,1,2,1953,,1,2,1,4,1955,,1,2,2,,,2,,,,,,2,,1
859858,2,,3,1,2,7,4,1915,,1,2,9,,1915,,1,2,1,0,0,1,2,2,2,1978,,,1977,1
859861,2,,4,1,2,1,3,1916,,1,2,9,,1920,,1,1,1,6,7,2,,,,,,,2000,1
859864,2,,3,1,2,1,2,1924,,1,2,1,2,,,1,1,1,1,0,2,,,,,,2,,1
859865,2,,2,1,3,8,4,1904,,1,3,9,,1923,,1,1,1,0,3,1,2,2,2,1974,,,1972,1
859879,2,,2,1,3,1,2,1927,,1,1,9,,1934,,1,3,1,1,4,2,,,,,,,1987,1
859888,1,,3,1,3,8,1,1937,,1,3,9,,1943,,2,,1,1,1,2,,,,,,2,,1
859889,1,,1,1,3,1,1,1899,2,1,2,9,,1921,2,2,,1,0,1,1,2,2,1,1961,0,2,,1
859890,1,,1,1,2,8,1,1912,,1,2,9,,1915,,2,,1,2,3,2,,,,,,,1967,1
859892,1,,1,1,2,8,4,1890,,1,2,9,,1887,,2,,1,2,3,1,2,2,2,1966,,,1955,1
859908,2,,1,1,4,8,4,1949,,1,4,1,4,1952,,2,,1,2,0,2,,,,,,,2001,1
859913,2,,2,1,2,1,2,1938,,1,3,9,,1945,,2,,1,6,1,1,1,2,2,1989,,,1990,1
859918,2,,1,1,5,5,2,1941,,1,4,9,,1942,,2,,1,0,1,2,,,,,,,2001,1
859920,2,,1,1,2,1,4,1953,,1,2,9,,1962,,2,,1,1,3,2,,,,,,,2001,1
859922,2,,3,2,,,,,,2,,,,,,2,,1,1,1,2,,,,,,2,,1
859932,2,,2,1,2,1,4,1934,,1,2,9,,1939,,1,2,1,1,1,2,,,,,,2,,1
859941,1,,3,2,,,,,,2,,,,,,2,,1,2,1,2,,,,,,2,,1
859944,2,,4,2,,,,,,2,,,,,,2,,2,,,1,2,1,,,,,,1
859946,2,,3,1,3,1,2,1949,,1,2,9,,1953,,1,3,1,3,4,2,,,,,,,1990,1
859949,2,,3,1,2,2,3,1930,,1,2,9,,1938,,1,2,1,2,1,2,,,,,,,1992,1
859983,1,,2,1,2,2,3,1911,,1,2,9,,1920,,2,,1,0,1,1,1,2,1,1974,,,1972,1
859985,1,,3,1,1,9,,1908,,1,2,9,,1912,,2,,1,5,3,1,1,2,1,1975,,,1972,0
859993,1,,4,1,3,8,4,1920,,1,4,9,,1921,,2,,1,4,2,2,,,,,,,1970,0
860011,1,,2,1,4,2,2,1927,,1,4,2,2,1922,,1,2,1,1,0,2,,,,,,,1984,1
860014,1,,2,1,2,8,4,1927,,1,2,9,,1938,,1,3,1,0,1,2,,,,,,,1997,1
860022,1,,1,1,2,1,2,1920,,1,2,9,,1910,,1,1,1,2,2,1,2,2,2,1975,,,1972,1
860042,1,,4,1,2,2,5,1921,,1,3,9,,1924,,1,1,1,1,0,2,,,,,,,1977,0
860044,1,,3,2,,,,,,2,,,,,,1,3,1,3,2,2,,,,,,,1992,0
860050,2,,2,1,5,3,3,1947,,1,4,7,4,1956,,2,,1,1,0,2,,,,,,2,,1
860059,2,,3,1,3,2,3,1939,,1,4,9,,1947,,1,4,1,1,3,2,,,,,,,2007,0
860078,2,,3,1,2,1,1,1918,,1,2,1,2,1925,,2,,1,1,3,2,,,,,,2,,0
860080,2,,4,1,4,2,5,1929,,1,4,9,,1939,,1,4,1,5,4,1,1,2,1,1983,,,1983,0
860089,2,,3,1,4,5,4,1925,,1,3,9,,1932,,1,3,1,2,1,2,,,,,,,1981,0
860092,2,,3,1,5,6,5,1897,,1,5,9,,1900,,2,,1,4,2,1,2,2,2,1965,,,1962,0
860093,2,,3,1,5,5,2,1921,,1,5,4,2,1921,,1,2,1,2,0,2,,,,,,,1987,0
860094,2,,3,1,2,4,3,1945,2,1,3,4,2,1948,2,1,3,1,1,1,2,,,,,,,2003,0
860095,2,,4,1,4,4,4,1935,,1,4,4,4,1943,,1,1,1,1,0,2,,,,,,2,,0
860110,2,,3,1,2,9,,1901,,1,2,9,,1904,,2,,1,6,8,1,2,2,2,1949,,,1948,0
860127,2,,1,1,5,2,4,1944,,1,5,3,3,1953,,1,2,1,1,0,2,,,,,,2,,1
860129,2,,2,1,1,8,1,1933,2,1,1,9,,1939,2,1,2,1,4,4,2,,,,,,,1999,0
860133,2,,2,1,1,4,1,1930,2,1,1,9,,1927,2,1,2,1,6,4,2,,,,,,,1991,0
860157,2,,4,1,3,1,2,1941,,1,3,9,,1948,,1,2,1,0,1,2,,,,,,2,,0
860160,2,,4,1,3,7,2,1901,,1,3,2,4,1905,,2,,1,3,0,1,2,2,2,1967,,,1964,1
860163,2,,2,1,3,2,3,1915,,1,3,1,4,1915,,2,,1,5,6,1,2,2,1,1968,,,1968,1
860164,2,,2,1,5,3,3,1953,,1,5,3,3,1960,,1,2,1,1,0,2,,,,,,2,,1
860166,2,,2,1,5,6,2,1935,,1,5,2,4,1940,,1,3,1,1,1,2,,,,,,,2001,1
860167,2,,4,1,2,1,3,1944,,1,3,1,3,1946,,1,2,1,0,3,2,,,,,,2,,1
860174,2,,3,1,4,4,2,1944,,1,4,4,4,1945,1,1,4,1,1,0,2,,,,,,,2005,1
860178,2,,2,2,,,,,,2,,,,,,1,1,1,3,0,1,4,2,2,1990,4,2,,1
860179,2,,4,1,3,4,4,1936,,1,3,9,,1941,,1,4,1,1,2,2,,,,,,,2010,1
860182,2,,3,1,2,10,,1891,,1,2,9,,1891,,2,,1,1,0,1,2,2,2,1949,,,,1
860191,2,,2,1,4,2,3,1900,,1,4,9,,1901,,2,,1,1,1,2,,,,,,2,,0
860199,2,,2,1,3,1,1,1947,,1,2,1,1,1947,,1,1,1,0,2,2,,,,,,2,,0
860209,2,,2,1,4,7,4,1890,,1,4,9,,1891,,2,,2,,,1,1,2,2,1959,,,1952,1
860223,2,,2,1,3,1,2,1950,2,1,3,1,2,1960,2,1,2,1,5,7,2,,,,,,,2000,1
860224,2,,4,1,4,4,4,1914,,1,4,9,,1918,,1,2,1,0,2,2,,,,,,,1979,1
860227,2,,3,1,4,4,4,1935,,1,2,9,,1942,,1,3,1,0,1,2,,,,,,,1998,1
860228,2,,3,1,2,8,3,1893,,1,2,8,3,1893,,2,,1,2,1,2,,,,,,2,,1
860230,2,,2,1,3,1,3,1908,2,1,2,9,,1911,2,2,,1,7,5,1,2,2,2,1995,2,1,,0
860245,2,,2,1,2,1,2,1897,,1,1,9,,1897,,2,,1,4,1,2,,,,,,2,,1
860249,2,,2,1,4,2,4,1925,,1,4,2,2,1935,,1,3,1,1,3,2,,,,,,,1987,1
860265,2,,2,2,,,,,,2,,,,,,2,,1,3,1,1,4,2,2,1990,4,1,,1
860267,2,,3,1,2,1,2,1942,,1,2,1,2,1942,,1,3,1,0,1,2,,,,,,,1999,1
860272,2,,2,1,2,1,2,1927,,1,2,9,,1933,,1,1,1,2,3,1,1,2,2,1974,,,1983,1
860276,2,,2,1,2,1,4,1916,,1,2,9,,1922,,2,,1,3,3,2,,,,,,,2004,1
860281,1,,1,1,4,9,,1935,,1,4,9,,1936,,1,2,1,0,2,2,,,,,,2,,1
860285,1,,2,1,2,1,4,1932,,1,2,9,,1932,,1,1,1,1,0,2,,,,,,,1986,1
860287,2,,2,1,2,1,3,1927,,1,2,1,2,1931,,1,3,1,0,1,1,1,2,2,1982,,,1981,1
860291,2,,1,1,2,2,2,1891,,1,4,3,3,1894,,2,,1,0,0,2,,,,,,,1962,1
860292,2,,2,1,2,8,4,1940,,1,2,9,,1946,,1,4,1,1,4,2,,,,,,,2000,1
860297,2,,1,1,1,8,4,1922,,1,1,8,4,1930,,1,1,1,1,0,1,2,2,1,1966,,,1966,1
860300,2,,1,1,1,1,2,1911,2,1,1,9,,1923,2,1,1,1,3,11,2,,,,,,,2001,1
860324,1,,1,2,,,,,,2,,,,,,2,,1,1,1,1,3,2,2,1944,,,,1
860328,1,,1,2,,,,,,2,,,,,,1,2,1,1,4,1,2,2,1,1970,,,1969,1
860331,1,,1,2,,,,,,2,,,,,,1,3,1,5,2,1,2,2,1,1976,,,1975,1
860332,1,,1,1,1,8,4,1923,,1,1,9,,1933,,1,3,1,3,6,2,,,,,,,1992,1
860333,1,,1,2,,,,,,2,,,,,,2,,1,0,4,1,1,2,1,1965,,,1963,1
860339,1,,1,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,,,1
860345,2,,1,1,2,1,2,1935,,1,2,9,,1940,,1,2,1,3,4,2,,,,,,,1989,1
860346,2,,1,2,,,,,,2,,,,,,1,3,1,2,2,2,,,,,,,1986,1
860349,2,,2,1,1,8,4,1918,,1,1,9,,1920,,2,,1,2,2,1,3,2,2,1975,,,1971,1
860352,2,,1,1,2,2,3,1908,,1,2,9,,1918,,2,,1,4,4,2,,,,,,,1981,1
860353,2,,1,1,2,1,4,1931,,1,2,9,,1935,,2,,1,2,2,2,,,,,,,2009,1
860360,2,,1,1,7,1,4,1940,,1,3,2,3,1950,,1,4,1,3,4,2,,,,,,,2002,1
860370,2,,1,2,,,,,,2,,,,,,2,,1,0,1,1,2,2,1,1947,,,,1
860375,2,,1,1,2,1,4,1926,,1,2,9,,1935,,1,3,1,2,0,2,,,,,,,1991,1
860376,2,,1,1,1,1,4,1931,,1,1,9,,1936,,1,2,1,5,3,2,,,,,,,1981,1
860379,1,,2,1,5,9,,1899,,1,3,9,,1908,,2,,1,1,0,1,1,2,2,1971,,,,1
860381,1,,2,1,2,1,2,1915,,1,2,9,,1919,,2,,1,1,0,1,1,2,2,1976,,,1970,1
860383,1,,2,1,2,2,2,1910,,1,2,1,1,1913,,2,,1,1,4,1,1,2,2,1977,,2,,1
860385,1,,1,1,2,1,1,1930,2,1,2,9,,1935,2,1,4,1,4,5,1,3,2,1,2003,3,,1990,1
860399,2,,2,1,2,1,3,1935,2,1,1,9,,1937,2,1,2,1,4,2,2,,,,,,,2002,1
860444,2,,1,1,1,8,4,1915,,1,1,2,4,1918,,2,,1,0,3,1,3,2,1,1970,,,1969,1
860461,2,,1,1,1,9,,1907,,1,1,9,,1914,,2,,2,,,1,2,2,1,1962,,,,1
860470,1,,1,2,,,,,,2,,,,,,2,,1,1,1,1,2,1,,,,2,,1
860471,1,,2,2,,,,,,2,,,,,,2,,1,8,5,1,1,1,,,,,1986,1
860483,2,,1,2,,,,,,2,,,,,,2,,1,7,6,1,5,2,1,1956,,,1955,1
860484,2,,1,1,2,1,1,1914,,1,1,9,,1920,,2,,1,4,5,1,1,2,2,1979,,,1978,1
860488,2,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,2,1949,,,,1
860489,2,,1,1,2,7,2,1908,,1,2,9,,1909,,2,,1,5,3,1,1,1,,,,,1971,1
860493,2,,1,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,2,,1
860499,2,,1,1,1,1,2,1925,,1,1,9,,1928,,1,2,1,5,4,1,1,2,1,1981,,,1976,1
860503,2,,2,1,1,8,4,1923,,1,1,8,4,1934,,1,2,1,1,2,2,,,,,,,1981,1
860505,2,,1,2,,,,,,2,,,,,,2,,2,,,1,3,2,1,1950,,,,1
860506,2,,1,2,,,,,,2,,,,,,1,1,1,3,3,2,,,,,,2,,1
860508,2,,2,2,,,,,,2,,,,,,2,,1,4,3,1,2,1,,,,,1961,1
860512,2,,2,2,,,,,,2,,,,,,2,,1,3,1,1,4,2,2,1965,,,,1
860524,1,,2,1,3,8,5,1948,,1,3,9,,1954,,3,,1,1,0,2,,,,,,,2009,0
860525,2,,1,1,5,5,2,1931,,1,4,9,,1936,,2,,2,,,2,,,,,,,1993,1
860530,2,,2,1,1,8,2,1909,,1,1,9,,1915,,3,,1,0,1,1,1,2,2,1960,,,1959,0
860535,2,,2,1,2,1,1,1899,,1,2,1,1,1907,,2,,1,0,2,1,3,2,1,1967,,,1965,0
860536,2,,1,1,1,1,1,1923,2,1,1,1,1,1928,2,3,,2,,,2,,,,,,,1996,0
860539,2,,2,1,2,1,5,1915,,1,2,9,,1923,,2,,2,,,2,,,,,,,1986,0
860546,2,,1,2,,,,,,2,,,,,,2,,1,1,0,1,1,2,2,1962,,,1958,0
860551,2,,2,1,2,1,1,1937,2,1,2,1,1,1949,2,3,,1,0,1,2,,,,,,2,,0
860555,2,,1,2,,,,,,2,,,,,,2,,2,,,1,3,2,2,1948,,,1946,0
860572,2,,1,1,2,2,3,1928,,1,1,9,,1936,,1,2,1,2,0,1,1,2,2,1989,,,1987,1
860573,2,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
860594,2,,1,1,1,1,1,1921,,1,2,9,,1922,,1,1,1,4,3,1,2,2,2,1973,,,1971,1
860596,2,,1,1,4,1,4,1914,,1,2,9,,1913,,2,,2,,,1,2,2,2,1972,,,,1
860649,1,,1,1,3,1,2,1929,,1,2,9,,1931,,2,,1,1,2,2,,,,,,,1983,1
860650,1,,1,1,1,9,,1910,,1,1,9,,1906,,2,,1,1,2,1,2,1,,,,,1969,1
860659,1,,1,2,,,,,,2,,,,,,2,,2,,,1,1,1,,,,,1963,1
860661,1,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,2,1952,,,,1
860663,2,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,2,1957,,,,1
860670,2,,1,1,3,7,4,1945,,1,3,9,,1949,,1,4,1,1,1,2,,,,,,,1995,1
860671,2,,1,1,2,1,1,1945,,1,2,9,,1948,,1,4,1,1,1,2,,,,,,,1986,1
860677,2,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1950,,,1946,1
860679,2,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1965,,,1963,1
860684,2,,1,1,1,1,1,1877,,1,1,1,1,1901,,2,,2,,,2,,,,,,,1996,1
860687,2,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,2,1946,,,,1
860688,2,,1,1,2,1,1,1927,,1,2,1,1,1929,,1,1,1,1,2,2,,,,,,,1979,1
860689,2,,1,2,,,,,,1,2,9,,,,1,1,1,1,4,1,2,2,1,1973,,,1972,1
860690,2,,1,1,2,1,4,1911,,1,2,9,,1918,,2,,1,2,2,2,,,,,,,1986,1
860696,1,,2,1,2,1,4,1898,,1,2,1,4,1906,,2,,2,,,1,2,2,1,1975,,,,1
860698,1,,1,1,2,2,3,1927,,1,2,9,,1933,,2,,1,0,1,2,,,,,,,2005,1
860702,1,,2,1,2,1,1,1942,,1,2,9,,1945,,1,3,1,2,1,2,,,,,,,1998,1
860704,2,,2,1,3,1,4,1938,,1,2,9,,1939,,1,3,1,3,2,2,,,,,,,1996,1
860725,2,,1,1,2,1,1,1912,,1,2,9,,1915,,2,,1,1,0,2,,,,,,,1970,1
860726,2,,3,1,2,1,4,1936,,1,2,1,4,1941,,1,2,1,1,0,2,,,,,,2,,1
860730,2,,1,1,3,1,4,1958,,1,3,2,3,1956,,1,2,2,,,2,,,,,,,2005,1
860731,2,,3,1,1,1,1,1945,,1,1,9,,1948,,1,2,1,5,3,2,,,,,,,1989,1
860732,2,,2,1,1,1,1,1909,,1,1,1,1,1910,,2,,1,2,1,1,2,2,2,1966,,,1965,1
860737,2,,2,1,2,1,4,1928,,1,2,9,,1931,,1,2,1,0,1,1,1,2,1,1981,,,1980,1
860745,1,,2,1,2,8,4,1947,,1,2,9,,1951,,1,1,1,2,1,2,,,,,,,2010,0
860757,2,,1,1,1,1,2,1895,,1,1,9,,1901,,2,,1,2,3,1,1,1,,,,,1973,0
860758,2,,1,1,2,2,3,1928,,1,2,9,,1938,,1,1,1,4,2,2,,,,,,,1989,0
860761,2,,2,1,2,8,1,1927,,1,2,1,1,1929,,1,1,1,4,1,1,2,2,2,1975,,2,,0
860774,2,,1,1,4,3,3,1874,,1,2,9,,1892,,2,,1,0,2,1,3,2,1,1950,,,,0
860775,2,,1,1,2,2,4,1894,,1,2,9,,1896,,2,,1,0,1,2,,,,,,,,0
860776,2,,1,1,1,1,2,1933,,1,1,9,,1937,,1,2,1,2,1,1,1,2,2,1981,0,,1981,0
860780,2,,1,1,2,1,1,1929,,1,2,9,,1935,,1,2,1,0,1,2,,,,,,,1987,0
860781,2,,1,1,2,1,1,1900,,1,2,1,1,1907,,2,,1,2,3,1,2,2,2,1959,,,,0
860783,2,,1,2,,,,,,2,,,,,,2,,1,1,2,1,3,2,1,1958,,,,0
860787,2,,1,1,1,1,1,1934,,1,1,1,1,1931,,2,,1,4,3,1,2,2,2,1983,,2,,0
860793,1,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1951,,,1950,1
860796,1,,1,1,2,1,1,,,1,2,9,,1934,,1,1,1,1,0,2,,,,,,2,,1
860799,1,,3,1,2,9,,1922,,1,2,9,,1928,,1,1,1,2,2,2,,,,,,,1976,1
860800,1,,1,1,2,1,2,1946,,1,2,9,,1949,,1,4,1,1,0,2,,,,,,,2004,1
860804,2,,2,1,2,9,,,,1,2,1,4,,,2,,1,1,0,2,,,,,,2,,1
860820,2,,1,1,3,1,2,1955,2,1,3,9,,1958,2,2,,1,2,4,2,,,,,,2,,1
860821,2,,1,1,5,3,3,1939,,1,4,9,,1934,,1,3,2,,,2,,,,,,,1997,1
860823,2,,3,1,2,1,2,1932,,1,3,1,2,1943,,1,2,1,1,1,2,,,,,,,1982,1
860826,2,,3,1,2,9,,1909,,1,2,9,,1913,,2,,1,2,1,1,3,2,1,1963,,,,1
860827,2,,2,1,2,1,4,1931,,1,2,9,,1935,,1,3,1,1,0,2,,,,,,,1993,1
860828,2,,3,2,,,,,,2,,,,,,2,,1,2,2,1,1,2,1,1974,,,1970,1
860833,2,,4,1,4,2,2,1948,,1,4,2,4,1954,,1,4,1,2,0,2,,,,,,,2003,1
860842,1,,2,1,3,2,3,1908,,1,2,1,4,1913,,1,1,1,1,1,1,2,2,1,1975,,,1973,0
860844,2,,1,1,2,1,1,1898,,1,2,9,,1904,,2,,2,,,1,1,2,1,1955,,,1952,0
860851,2,,2,1,2,1,4,1926,,1,2,1,4,1933,,1,3,1,2,0,1,2,1,,,,,1996,0
860856,2,,2,1,2,1,1,1897,,1,2,1,1,1912,,2,,1,1,3,1,2,2,1,1974,,,1966,0
860876,1,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,2,1950,,,,1
860878,1,,1,2,,,,,,2,,,,,,2,,1,3,0,1,2,2,1,1969,,,1968,1
860884,1,,1,2,,,,,,2,,,,,,1,4,1,2,0,2,,,,,,,1996,1
860885,2,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
860893,2,,1,1,1,1,4,1925,,1,1,9,,,,2,,2,,,2,,,,,,2,,1
860900,2,,1,2,,,,,,2,,,,,,1,1,2,,,2,,,,,,,1995,1
860905,2,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1980,1
860922,1,,2,1,2,1,4,1944,,1,2,9,,1946,,1,3,1,2,2,2,,,,,,,1996,1
860927,2,,2,1,2,1,4,1903,,1,2,9,,1912,,2,,1,1,2,1,2,2,1,1974,,,1972,1
860929,2,,2,1,1,1,4,1915,,1,1,9,,1916,,2,,1,1,2,1,2,2,1,1962,,,,1
860940,2,,2,1,2,1,4,1924,,1,2,9,,,,1,2,1,1,1,1,1,2,1,1978,,,1977,1
860958,2,,2,1,2,1,4,1911,,1,2,9,,1916,,2,,1,1,2,1,2,2,2,1972,,,1971,1
860960,2,,2,1,1,1,1,1910,,1,1,9,,1917,,2,,1,5,6,2,,,,,,,1982,1
860963,1,,1,1,4,4,4,1921,,1,2,9,,1922,,1,2,2,,,2,,,,,,2,,1
860968,1,,1,1,1,8,1,1899,,1,1,8,1,1909,,2,,1,2,0,2,,,,,,2,,1
860977,2,,1,1,2,1,4,1927,,1,2,9,,1940,,2,,1,2,4,1,3,2,1,1980,,,1979,1
860985,2,,1,1,2,8,4,1915,,1,1,9,,1920,,2,,1,1,1,2,,,,,,,1983,1
860988,2,,1,1,1,8,1,1913,,1,1,9,,1918,,1,1,1,4,0,1,2,2,2,1974,,,1973,1
860992,2,,1,1,1,1,2,1900,,1,1,9,,1902,,2,,2,,,2,,,,,,2,,1
861001,2,,1,1,2,1,2,1931,,1,2,9,,1928,,1,1,1,1,0,2,,,,,,2,,1
861008,1,,3,1,2,1,2,1922,2,1,2,9,,1935,2,1,3,1,4,4,2,,,,,,,1998,0
861014,1,,1,1,7,1,1,1880,,1,7,9,,1887,,2,,2,,,1,2,2,1,1949,,,,0
861017,2,,1,1,1,1,1,1903,,1,1,1,1,1908,,2,,1,0,3,1,1,2,1,1971,,,1971,0
861018,2,,2,1,1,1,4,1914,,1,1,9,,1917,,2,,1,3,3,1,2,2,2,1974,,,1972,0
861019,2,,3,1,1,1,1,1913,,1,1,1,1,1920,,2,,1,1,1,1,2,2,2,1966,,,1965,0
861027,2,,1,1,2,8,4,1920,,1,2,9,,1928,,1,2,1,1,2,2,,,,,,,1996,0
861052,1,,2,1,1,1,4,1950,2,1,2,9,,1952,2,1,2,1,2,2,2,,,,,,2,,1
861054,1,,2,1,4,1,2,1920,,1,2,9,,1926,,1,3,2,,,1,1,1,,,,,1982,1
861057,1,,2,1,2,1,2,1945,2,1,2,9,,1948,2,1,4,1,4,3,2,,,,,,,1992,1
861061,1,,2,1,1,1,2,1939,,1,2,1,2,1940,,1,4,1,0,4,2,,,,,,,1992,1
861065,2,,2,1,5,6,4,1912,,1,4,9,,1913,,2,,1,2,3,1,2,1,,,,,1970,1
861069,2,,2,1,1,1,1,1935,2,1,2,9,,1936,2,1,2,1,3,1,2,,,,,,1,,1
861097,2,,1,2,,,,,,2,,,,,,2,,1,0,1,1,1,2,1,1959,,,,1
861105,2,,2,1,2,1,2,1918,,1,2,9,,1924,,1,1,1,4,4,2,,,,,,,,1
861114,2,,2,1,3,1,3,1934,,1,3,9,,1937,,2,,1,2,5,1,2,2,2,1986,,,1984,1
861116,2,,4,2,,,,,,2,,,,,,3,,1,6,2,2,,,,,,,2010,0
861119,2,,2,1,2,1,2,1929,,1,2,9,,,,2,,1,1,1,2,,,,,,2,,1
861129,2,,1,1,2,8,1,1911,,1,2,8,1,1922,,2,,1,1,0,2,,,,,,2,,0
861135,2,,1,1,7,1,5,1904,,1,7,9,,1909,,2,,2,,,1,1,2,2,1976,,,1975,0
861136,2,,4,1,3,8,4,1926,,1,3,9,,1930,,1,3,1,1,4,2,,,,,,,1993,1
861141,2,,4,2,,,,,,2,,,,,,3,,1,1,2,2,,,,,,,1995,0
861145,2,,2,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,2,,1
861150,2,,2,1,2,1,2,1891,,1,2,9,,1897,1,2,,1,3,1,1,3,2,2,1958,,,1974,1
861152,1,,3,1,1,8,4,1915,,1,1,9,,1923,,2,,2,,,1,2,2,1,1984,,2,,1
861155,1,,2,1,2,1,2,1959,,1,2,9,,1962,,1,4,1,3,1,2,,,,,,,2008,1
861159,1,,1,2,,,,,,2,,,,,,2,,1,7,3,1,3,2,1,1961,,,1959,1
861162,1,,1,1,2,1,4,1928,,1,1,9,,1928,,1,1,1,1,1,1,3,2,1,1963,,,1962,1
861165,1,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1988,1
861168,1,,3,1,1,1,1,1938,,1,1,9,,1941,,1,1,1,3,5,2,,,,,,,1992,1
861173,1,,2,1,4,1,4,1895,,1,1,1,4,1895,,2,,1,0,1,1,4,2,2,1946,,,,1
861176,1,,2,1,2,8,4,1918,,1,2,9,,1920,,2,,1,1,1,2,,,,,,2,,1
861177,1,,1,1,2,1,4,1922,,1,2,9,,1928,,2,,1,3,1,1,1,2,1,1970,,,,1
861178,1,,1,1,1,1,2,1920,,1,1,9,,1920,,2,,1,2,2,1,1,2,1,1970,,,1969,1
861189,1,,1,1,2,1,3,1908,,1,2,9,,1912,,2,,1,2,2,1,6,2,1,1958,,,,1
861191,1,,1,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,,1999,1
861194,1,,1,2,,,,,,2,,,,,,2,,2,,,1,3,2,1,1958,,,,1
861201,1,,3,1,5,5,3,1932,,1,4,9,,1936,,1,4,1,3,1,2,,,,,,,1998,1
861204,1,,2,2,,,,,,2,,,,,,2,,1,2,3,1,4,2,1,1957,,,1956,1
