NQUEST,TIPOIMM,QUOPRO,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,ANPOSS,SUPAB,ANCOSTR,SUPTE,SUPTM,USOIMM,VALABIT,AFFITTO,AFFEFF,AFFIMP,POSS,IMMDOVE,IMMREG,IMMEST,PRO7,PRO8,PRO9,quo
857728,1,100,1,1,0,0,0,0,2006,45,1974,,,1,150000,2,,4000,1,2,2,,0,0,0,1
857728,6,100,1,1,0,0,0,0,2010,26,1925,,,,100000,2,,3000,2,1,,,0,0,0,1
857728,4,100,0,1,0,0,0,0,2007,15,1953,,,4,30000,1,3000,0,3,1,,,0,0,0,1
857779,1,100,1,0,0,0,0,0,1991,65,1970,,,1,20000,2,,1500,3,2,18,,0,0,0,1
857779,7,50,1,1,0,0,0,0,,,,3,,9,30000,2,,5000,3,2,18,,0,0,0,0.5
857803,1,100,1,1,0,0,0,0,1980,100,1950,,,1,250000,2,,7800,3,2,18,,0,0,0,1
857810,6,100,1,0,0,0,0,0,2002,35,1933,,,,100000,2,,3000,2,1,,,0,0,0,1
857830,1,50,1,0,0,0,0,0,2000,80,1900,,,,160000,2,,3600,3,2,9,,0,0,0,0.5
857837,1,100,1,0,0,0,0,0,2010,70,1960,,,4,200000,1,25000,0,1,1,,,0,0,0,1
857837,6,100,1,0,0,0,0,0,1990,15,1960,,,3,,2,0,80000,5,1,,,0,0,0,1
857840,1,50,0,1,0,0,0,0,1969,80,1900,,,3,,2,0,800,98,1,,,0,0,0,0.5
857865,1,33,0,1,0,0,0,0,2006,100,1960,,,8,150000,2,,1500,3,1,,,0,0,0,0.33
857865,7,33,0,1,0,0,0,0,,,,4,,11,15000,2,,500,3,1,,,0,0,0,0.33
857865,7,33,0,1,0,0,0,0,,,,3,,11,5000,2,,300,3,1,,,0,0,0,0.33
857865,7,33,0,1,0,0,0,0,,,,3,,11,5000,2,,300,3,1,,,0,0,0,0.33
857866,1,100,1,0,0,0,0,0,1991,100,1970,,,14,300000,2,,8400,1,1,,,0,0,0,1
857867,1,100,1,0,0,0,0,0,1982,40,1930,,,4,100000,1,3000,0,3,1,,,0,0,0,1
857867,1,100,1,0,0,0,0,0,1982,45,1930,,,4,100000,1,3000,0,3,1,,,0,0,0,1
857874,1,25,1,0,0,0,0,0,2010,20,1964,,,8,15000,2,,600,3,2,16,,0,0,0,0.25
857892,1,100,1,1,0,0,0,0,1999,60,1960,,,14,150000,2,,7000,1,1,,,0,0,0,1
857921,1,100,1,0,0,0,0,0,1990,90,1980,,,4,150000,1,4800,0,3,1,,,0,0,0,1
857921,1,100,1,0,0,0,0,0,1998,70,1997,,,4,120000,1,4200,0,3,1,,,0,0,0,1
857926,4,100,1,0,0,0,0,0,2004,50,1973,,,2,50000,2,,800,6,1,,,0,0,0,1
857944,1,50,1,1,1,0,0,0,2006,110,1900,,,1,100000,2,,3600,3,1,,,0,0,0,0.5
857944,7,50,1,1,1,0,0,0,,,,1,,11,60000,2,,3000,3,1,,,0,0,0,0.5
857994,1,100,1,0,0,0,0,0,1993,75,1900,,,1,50000,2,,2000,1,1,,,0,0,0,1
858023,1,25,0,1,0,0,0,0,1990,65,1960,,,8,65000,2,,6000,3,1,,,0,0,0,0.25
858048,3,100,1,0,0,0,0,0,1998,200,1980,,,2,300000,2,,10000,1,1,,,0,0,0,1
858065,5,100,1,0,0,0,0,0,1990,200,1960,,,2,300000,2,,18000,1,1,,,0,0,0,1
858067,5,100,0,1,0,0,0,0,2000,200,1960,,,2,150000,2,,10000,1,1,,,0,0,0,1
858068,1,100,0,1,0,0,0,0,2008,70,2008,,,1,300000,2,,6000,1,1,,,0,0,0,1
858074,1,100,1,1,0,0,0,0,2007,65,2006,,,1,160000,2,,4800,2,1,,,0,0,0,1
858079,2,100,1,0,0,0,0,0,1990,60,1970,,,2,30000,2,,5000,1,1,,,0,0,0,1
858089,4,100,0,1,0,0,0,0,2000,50,1970,,,,40000,2,,4000,3,1,,,0,0,0,1
858180,1,50,1,0,0,0,0,0,1984,120,1943,,,4,300000,1,7000,0,5,1,,,0,0,0,0.5
858180,1,100,0,1,0,0,0,0,2001,70,1970,,,1,300000,2,,5000,1,1,,,0,0,0,1
858180,1,100,1,0,0,0,0,0,1986,50,1930,,,4,180000,1,6000,0,1,1,,,0,0,0,1
858180,2,100,1,0,0,0,0,0,2000,130,1943,,,2,350000,2,,12000,5,1,,,0,0,0,1
858186,1,100,1,0,0,0,0,0,1973,90,1900,,,3,250000,2,,6000,4,1,,,0,0,0,1
858186,7,100,1,0,0,0,0,0,,,,7,,11,140000,2,,2000,4,1,,,0,0,0,1
858187,7,100,1,0,0,0,0,0,,,,2,,2,60000,2,,6000,98,1,,,0,0,0,1
858187,7,100,1,0,0,0,0,0,,,,8,,2,240000,2,,24000,98,1,,,0,0,0,1
858190,4,100,0,1,0,0,0,0,2010,50,2003,,,10,80000,2,,4000,1,1,,,0,0,0,1
858204,1,100,1,0,0,0,0,0,1980,30,1953,,,1,20000,2,,1200,3,1,,,0,0,0,1
858205,1,100,1,0,0,0,0,0,2003,70,1970,,,14,100000,2,,4000,98,1,,,0,0,0,1
858205,7,100,1,1,0,0,0,0,,,,1,,11,20000,2,,1000,1,1,,,0,0,0,1
858207,1,100,1,0,0,0,0,0,2009,50,2008,,,4,130000,2,,5000,2,1,,,0,0,0,1
858237,1,100,1,1,0,0,0,0,1972,80,1972,,,1,190000,2,,4800,6,2,20,,0,0,0,1
858289,1,100,1,0,0,0,0,0,1990,90,1927,,,4,250000,1,30000,0,1,1,,,0,0,0,1
858305,1,30,1,0,0,0,0,0,1998,400,1800,,,8,200000,2,,4800,3,2,3,,0,0,0,0.3
858319,3,100,1,0,0,0,0,0,1998,80,1998,,,3,140000,2,,6000,3,1,,,0,0,0,1
858352,8,50,1,0,0,0,0,0,,,,,450,11,40000,2,,480,1,1,,,0,0,0,0.5
858356,1,100,0,1,0,0,0,0,1975,70,1800,,,8,100000,2,,2400,1,1,,,0,0,0,1
858357,1,50,1,0,0,0,0,0,1990,90,1988,,,5,120000,1,1800,0,6,1,,,0,0,0,0.5
858357,3,100,1,0,0,0,0,0,1974,300,1974,,,5,160000,1,5400,0,6,1,,,0,0,0,1
858359,1,100,1,0,0,0,0,0,1956,70,1956,,,8,70000,2,,1200,3,1,,,0,0,0,1
858360,7,16,1,0,0,0,0,0,,,,2,,10,50000,2,,100,3,1,,,0,0,0,0.16
858386,1,22,0,1,0,0,0,0,1992,120,1975,,,14,200000,2,,6000,3,1,,,0,0,0,0.22
858386,1,100,1,0,0,0,0,0,1988,50,1954,,,8,50000,2,,1500,3,1,,,0,0,0,1
858386,7,100,0,1,0,0,0,0,,,,1,,9,5000,2,,500,3,1,,,0,0,0,1
858386,7,22,0,1,0,0,0,0,,,,1,,9,6000,2,,600,3,1,,,0,0,0,0.22
858460,7,100,0,1,0,0,0,0,,,,,5000,9,1500,2,,1000,3,1,,,0,0,0,1
858666,1,50,0,1,0,0,0,0,2000,75,1950,,,14,210000,2,,8400,3,1,,,0,0,0,0.5
858666,1,50,0,1,0,0,0,0,2000,100,1950,,,8,700000,2,,24000,3,1,,,0,0,0,0.5
858677,1,50,0,1,0,0,0,0,2003,150,1300,,,1,1000000,2,,12000,3,2,9,,0,0,0,0.5
858677,1,100,0,1,0,0,0,0,2003,100,1300,,,1,1000000,2,,12000,3,2,9,,0,0,0,1
858714,1,100,0,1,0,0,0,0,1992,126,1992,,,4,150000,1,3600,0,6,1,,,0,0,0,1
858714,1,100,0,1,0,0,0,0,1992,126,1992,,,4,180000,1,4800,0,6,1,,,0,0,0,1
858714,1,100,0,1,0,0,0,0,1992,126,1992,,,4,180000,1,6000,0,6,1,,,0,0,0,1
858714,8,100,1,0,0,0,0,0,,,,2,,9,20000,2,,1000,3,1,,,0,0,0,1
858722,1,100,1,0,0,0,0,0,1970,120,1969,,,14,150000,2,,5000,1,1,,,0,0,0,1
858722,2,100,1,0,0,0,0,0,1970,110,1969,,,14,150000,2,,4500,1,1,,,0,0,0,1
858732,2,100,1,0,0,0,0,0,1977,30,1977,,,2,60000,2,,3000,5,1,,,0,0,0,1
858735,7,100,1,0,0,0,0,0,,,,,350,9,5000,2,,300,3,1,,,0,0,0,1
858736,7,100,0,1,0,0,0,0,,,,,5000,9,18000,2,,1000,1,1,,,0,0,0,1
858758,6,100,1,1,0,0,0,0,1995,70,1995,,,3,20000,2,,1000,6,1,,,0,0,0,1
858770,1,100,1,0,0,0,0,0,1988,50,1900,,,4,70000,1,1500,0,3,1,,,0,0,0,1
858770,1,100,1,0,0,0,0,0,1988,50,1900,,,14,70000,2,,1500,3,1,,,0,0,0,1
858784,6,100,1,1,0,0,0,0,1985,100,1982,,,3,20000,2,,1000,6,1,,,0,0,0,1
858786,1,10,1,0,0,0,0,0,1985,80,1950,,,14,100000,2,,1000,3,2,16,,0,0,0,0.1
858787,1,50,1,0,0,0,0,0,1981,70,1910,,,4,70000,1,2000,0,3,1,,,0,0,0,0.5
858787,1,50,1,0,0,0,0,0,1981,70,1981,,,4,70000,1,2000,0,3,1,,,0,0,0,0.5
858787,1,100,1,0,0,0,0,0,1981,70,1910,,,4,70000,1,2000,0,3,1,,,0,0,0,1
858787,1,100,1,0,0,0,0,0,1981,100,1910,,,4,70000,1,2000,0,3,1,,,0,0,0,1
858787,6,100,1,0,0,0,0,0,1981,20,1910,,,3,10000,2,,1000,3,1,,,0,0,0,1
858787,6,100,1,0,0,0,0,0,1981,20,1910,,,4,10000,1,800,0,3,1,,,0,0,0,1
858787,6,100,1,0,0,0,0,0,1981,20,1910,,,4,10000,1,800,0,3,1,,,0,0,0,1
858800,7,50,0,1,0,0,0,0,,,,,6000,9,15000,2,,1000,5,1,,,0,0,0,0.5
858811,1,100,1,0,0,0,0,0,1991,95,1990,,,14,240000,2,,7000,98,1,,,0,0,0,1
858847,7,100,1,0,0,0,0,0,,,,2,,2,100000,2,,10000,3,1,,,0,0,0,1
858893,7,100,1,0,0,0,0,0,,,,,3000,9,10000,2,,250,3,1,,,0,0,0,1
858950,1,100,1,1,0,0,0,0,2009,70,1990,,,1,70000,2,,1200,1,1,,,0,0,0,1
858950,7,100,1,1,0,0,0,0,,,,,3000,8,5000,2,,500,1,1,,,0,0,0,1
859080,1,100,1,1,0,0,0,0,1982,70,1955,,,8,140000,2,,4800,3,1,,,0,0,0,1
859200,6,100,1,0,0,0,0,0,2007,30,2007,,,3,20000,2,,840,1,1,,,0,0,0,1
859212,4,100,1,1,0,0,0,0,1970,50,1970,,,6,100000,1,6000,0,2,2,7,,0,0,0,1
859259,2,33,1,0,0,0,0,0,1969,100,1969,,,5,200000,1,4000,0,3,1,,,0,0,0,0.33
859259,7,50,1,0,0,0,0,0,,,,,1000,9,20000,2,,1000,3,1,,,0,0,0,0.5
859263,6,100,1,0,0,0,0,0,1995,15,1988,,,8,20000,2,,1000,1,1,,,0,0,0,1
859264,1,50,0,1,0,0,0,0,1992,55,1970,,,13,80000,2,,4000,1,1,,,0,0,0,0.5
859306,7,80,1,1,1,1,0,0,,,,,1000,9,5000,2,,100,3,1,,,0,0,0,0.8
859321,1,100,0,1,0,0,0,0,2010,75,2000,,,1,190000,2,,6000,1,1,,,0,0,0,1
859321,1,100,1,0,0,0,0,0,2000,150,1950,,,2,330000,2,,8400,1,1,,,0,0,0,1
859321,1,100,1,0,0,0,0,0,2004,120,1950,,,8,140000,2,,3600,1,1,,,0,0,0,1
859321,6,100,1,1,0,0,0,0,1997,360,1950,,,3,240000,2,,3600,1,1,,,0,0,0,1
859321,3,100,0,1,0,0,0,0,2000,35,1970,,,3,30000,2,,840,1,1,,,0,0,0,1
859449,1,25,1,0,0,0,0,0,2002,100,1940,,,8,100000,2,,3600,3,1,,,0,0,0,0.25
859449,7,25,1,0,0,0,0,0,,,,6,,11,100000,2,,1200,3,1,,,0,0,0,0.25
859449,8,25,1,0,0,0,0,0,,,,6,,11,50000,2,,1000,3,1,,,0,0,0,0.25
859453,1,100,0,1,0,0,0,0,2010,130,1989,,,3,200000,2,,6000,6,1,,,0,0,0,1
859453,5,100,0,1,0,0,0,0,2002,130,1989,,,2,150000,2,,6000,6,1,,,0,0,0,1
859456,1,100,1,1,0,0,0,0,2004,90,1950,,,8,70000,2,,3600,1,1,,,0,0,0,1
859456,7,100,1,1,0,0,0,0,,,,,1000,9,10000,2,,600,1,1,,,0,0,0,1
859459,5,100,1,1,0,0,0,0,1987,35,1987,,,2,35000,2,,3000,6,1,,,0,0,0,1
859501,1,100,1,0,0,0,0,0,2000,35,1950,,,4,90000,1,2400,0,3,1,,,0,0,0,1
859517,1,100,1,0,0,0,0,0,1980,40,1960,,,4,50000,1,2400,0,1,1,,,0,0,0,1
859517,6,100,1,0,0,0,0,0,1980,20,1950,,,4,15000,1,1200,0,3,1,,,0,0,0,1
859539,1,100,1,1,0,0,0,0,1970,100,1970,,,3,450000,2,,4800,6,1,,,0,0,0,1
859572,1,75,1,1,0,0,0,0,2010,90,1964,,,3,100000,2,,4800,3,1,,,0,0,0,0.75
859591,6,100,1,1,0,0,0,0,2005,40,1970,,,2,40000,2,,1200,1,1,,,0,0,0,1
859592,1,100,1,1,0,0,0,0,1992,80,1985,,,1,90000,2,,6000,1,1,,,0,0,0,1
859592,1,100,1,1,0,0,0,0,2008,150,2005,,,3,180000,2,,7200,1,1,,,0,0,0,1
859597,3,100,1,0,0,0,0,0,2000,1000,1999,,,2,400000,2,,48000,2,1,,,0,0,0,1
859611,1,100,1,1,0,0,0,0,1989,80,1985,,,1,80000,2,,1800,2,1,,,0,0,0,1
859634,1,100,1,0,0,0,0,0,2000,60,1985,,,1,150000,2,,8400,1,2,11,,0,0,0,1
859667,3,100,1,0,0,0,0,0,2006,100,2006,,,2,20000,2,,500,6,1,,,0,0,0,1
859717,7,100,1,1,0,0,0,0,,,,,500,11,2000,2,,100,3,1,,,0,0,0,1
859721,7,100,0,1,0,0,0,0,,,,,3000,10,70000,2,,3000,98,1,,,0,0,0,1
859732,1,100,0,0,1,0,0,0,1998,80,1950,,,8,300000,2,,7200,1,1,,,0,0,0,1
859732,1,100,0,1,0,0,0,0,1996,70,1990,,,4,300000,1,7000,0,1,1,,,0,0,0,1
859732,1,100,1,0,0,0,0,0,2001,30,1700,,,1,150000,2,,3600,1,2,7,,0,0,0,1
859734,4,100,1,0,0,0,0,0,1992,50,1965,,,5,50000,1,3600,0,3,1,,,0,0,0,1
859734,4,100,1,0,0,0,0,0,1992,50,1965,,,5,50000,1,3600,0,3,1,,,0,0,0,1
859734,7,100,1,0,0,0,0,0,,,,,1000,8,5000,2,,200,3,1,,,0,0,0,1
859744,1,100,0,1,0,0,0,0,2008,65,1950,,,4,200000,1,4800,0,3,1,,,0,0,0,1
859744,1,100,0,1,0,0,0,0,2008,70,1950,,,4,200000,1,4800,0,3,1,,,0,0,0,1
859744,4,100,0,1,0,0,0,0,2008,50,1950,,,14,150000,2,,6000,3,1,,,0,0,0,1
859744,7,100,1,1,0,0,0,0,,,,,1000,9,10000,2,,1000,1,1,,,0,0,0,1
859746,1,100,1,0,0,0,0,0,1996,70,1850,,,8,60000,2,,3600,3,1,,,0,0,0,1
859746,1,100,1,0,0,0,0,0,1996,50,1850,,,8,40000,2,,2760,3,1,,,0,0,0,1
859746,7,100,1,0,0,0,0,0,,,,,5000,11,5000,2,,200,3,1,,,0,0,0,1
859776,7,30,0,1,0,0,0,0,,,,5,,11,50000,2,,300,5,1,,,0,0,0,0.3
859779,1,100,1,1,0,0,0,0,1992,50,1992,,,1,110000,2,,12000,2,1,,,0,0,0,1
859858,1,50,1,1,0,0,0,0,2005,85,1973,,,1,500000,2,,24000,1,2,7,,0,0,0,0.5
859858,2,50,1,1,0,0,0,0,1995,400,1960,,,8,400000,2,,24000,1,1,,,0,0,0,0.5
859858,5,100,1,1,0,0,0,0,1991,100,1940,,,5,150000,1,8000,0,3,1,,,0,0,0,1
859861,1,100,1,1,0,0,0,0,2002,85,2002,,,3,300000,2,,10000,2,1,,,0,0,0,1
859865,1,100,0,1,0,0,0,0,1995,90,1960,,,6,95000,1,2400,0,1,1,,,0,0,0,1
859865,1,100,0,1,0,0,0,0,1999,45,1925,,,8,60000,2,,4200,2,1,,,0,0,0,1
859865,1,100,1,0,0,0,0,0,1999,80,1935,,,14,100000,2,,6000,2,1,,,0,0,0,1
859918,1,100,0,1,0,0,0,0,1997,60,1960,,,4,200000,1,8400,0,3,1,,,0,0,0,1
859941,7,100,1,0,0,0,0,0,,,,1,,9,15000,2,,1000,3,1,,,0,0,0,1
859983,1,100,0,1,0,0,0,0,1990,100,1960,,,8,450000,2,,10000,3,1,,,0,0,0,1
859983,1,100,1,1,0,0,0,0,1985,100,1985,,,1,550000,2,,15000,2,2,1,,0,0,0,1
859993,2,50,1,0,0,0,0,0,1986,240,1960,,,2,700000,2,,10000,2,1,,,0,0,0,0.5
860011,1,100,0,1,0,0,0,0,1999,60,1989,,,1,230000,2,,5000,1,1,,,0,0,0,1
860011,1,100,1,0,0,0,0,0,1969,50,1969,,,1,200000,2,,4000,3,2,5,,0,0,0,1
860014,1,100,0,1,0,0,0,0,2005,60,1950,,,4,160000,1,8000,0,3,1,,,0,0,0,1
860042,1,100,1,0,0,0,0,0,1989,100,1930,,,3,350000,2,,6000,1,2,9,,0,0,0,1
860042,6,100,1,0,0,0,0,0,2005,20,1975,,,3,100000,2,,2500,2,1,,,0,0,0,1
860042,7,100,1,0,0,0,0,0,,,,,5000,10,15000,2,,500,1,2,9,,0,0,0,1
860044,1,17,1,0,0,0,0,0,1998,80,1976,,,1,250000,2,,15000,3,1,,,0,0,0,0.17
860078,7,100,1,0,0,0,0,0,,,,3,,6,200000,2,,10000,3,1,,,0,0,0,1
860089,1,14,0,1,0,0,0,0,1964,120,1964,,,14,300000,2,,12000,6,2,6,,0,0,0,0.14
860089,7,14,0,1,0,0,0,0,,,,2,,10,80000,2,,5000,3,2,6,,0,0,0,0.14
860092,1,100,0,1,0,0,0,0,1990,700,1700,,,3,3000000,2,,100000,3,1,,,0,0,0,1
860092,1,100,1,0,0,0,0,0,1990,100,1990,,,1,500000,2,,15000,1,2,,215,0,0,0,1
860092,1,100,1,0,0,0,0,0,2000,100,2000,,,1,500000,2,,15000,1,2,,215,0,0,0,1
860093,6,100,1,0,0,0,0,0,2005,15,2005,,,3,50000,2,,2500,98,1,,,0,0,0,1
860160,1,100,1,0,0,0,0,0,1972,350,1957,,,1,300000,2,,4000,4,1,,,0,0,0,1
860160,8,100,1,0,0,0,0,0,,,,,650,11,5000,2,,300,98,1,,,0,0,0,1
860163,1,100,1,1,0,0,0,0,1999,60,1998,,,1,110000,2,,6000,2,1,,,0,0,0,1
860166,1,33,1,0,0,0,0,0,1994,30,1920,,,8,180000,2,,9000,3,1,,,0,0,0,0.33
860166,1,100,0,1,0,0,0,0,1999,50,1920,,,14,350000,2,,14000,1,1,,,0,0,0,1
860191,1,50,1,0,0,0,0,0,1990,100,1950,,,1,400000,2,,6000,3,2,7,,0,0,0,0.5
860209,6,100,0,1,0,0,0,0,1963,12,1961,,,3,30000,2,,1200,6,1,,,0,0,0,1
860224,1,100,1,0,0,0,0,0,2004,80,1961,,,8,150000,2,,6000,3,2,6,,0,0,0,1
860224,6,100,1,0,0,0,0,0,2009,25,2009,,,3,50000,2,,2400,98,1,,,0,0,0,1
860227,1,33,1,0,0,0,0,0,1988,30,1925,,,4,120000,1,,0,3,1,,,0,0,0,0.33
860227,1,33,1,0,0,0,0,0,1988,160,1925,,,14,500000,2,,12000,3,1,,,0,0,0,0.33
860227,1,50,1,1,0,0,0,0,2010,70,1970,,,1,300000,2,,10000,1,2,7,,0,0,0,0.5
860245,1,50,1,0,0,0,0,0,1983,35,1983,,,1,100000,2,,6000,2,2,8,,0,0,0,0.5
860249,1,100,1,1,0,0,0,0,2000,80,1950,,,1,150000,2,,3600,3,1,,,0,0,0,1
860265,1,100,1,0,0,0,0,0,2005,160,2004,,,,30000,2,,1000,2,2,,419,0,0,0,1
860272,6,100,1,1,0,0,0,0,2010,14,1964,,,3,35000,2,,1800,1,1,,,0,0,0,1
860276,1,100,1,1,0,0,0,0,2006,125,1959,,,1,150000,2,,6000,1,2,16,,0,0,0,1
860287,1,50,0,1,0,0,0,0,2010,100,1974,,,8,140000,2,,4800,3,1,,,0,0,0,0.5
860291,1,100,1,0,0,0,0,0,1973,50,1833,,,1,100000,2,,2200,3,1,,,0,0,0,1
860297,1,33,0,1,0,0,0,0,1966,200,1959,,,2,120000,2,,600,3,1,,,0,0,0,0.33
860331,1,100,1,0,0,0,0,0,1950,60,1950,,,8,60000,2,,3600,3,1,,,0,0,0,1
860331,7,100,1,0,0,0,0,0,,,,,2000,11,10000,2,,1200,3,1,,,0,0,0,1
860349,7,100,1,0,0,0,0,0,,,,,2000,1,10000,2,,1200,3,1,,,0,0,0,1
860370,7,100,1,0,0,0,0,0,,,,,1000,11,,2,0,100,5,1,,,0,0,0,1
860375,2,100,0,1,0,0,0,0,2000,60,1980,,,2,130000,2,,4800,1,1,,,0,0,0,1
860379,1,100,1,0,0,0,0,0,1981,130,1800,,,1,150000,2,,6000,3,1,,,0,0,0,1
860381,1,100,0,1,0,0,0,0,1970,70,1960,,,14,120000,2,,7200,2,1,,,0,0,0,1
860444,1,100,0,1,0,0,0,0,1986,90,1986,,,1,300000,2,,10000,6,1,,,0,0,0,1
860444,1,100,1,0,0,0,0,0,1991,130,1960,,,14,200000,2,,9600,1,1,,,0,0,0,1
860444,7,100,1,0,0,0,0,0,,,,,2000,11,25000,2,,500,3,1,,,0,0,0,1
860444,8,100,1,0,0,0,0,0,,,,,300,11,30000,2,,1200,3,1,,,0,0,0,1
860461,1,100,1,0,0,0,0,0,1975,150,1975,,,1,60000,2,,1000,6,1,,,0,0,0,1
860525,2,50,0,1,0,0,0,0,2008,60,1980,,,2,100000,2,,1000,1,1,,,0,0,0,0.5
860650,5,100,1,1,0,0,0,0,1986,70,1986,,,14,70000,2,,4800,2,1,,,0,0,0,1
860671,7,100,0,1,0,0,0,0,,,,20,,2,350000,2,,6000,3,1,,,0,0,0,1
860696,1,100,1,0,0,0,0,0,1980,60,1970,,,1,180000,2,,12000,3,1,,,0,0,0,1
860702,4,100,1,0,0,0,0,0,1992,50,1980,,,2,175000,2,,8400,5,1,,,0,0,0,1
860732,7,100,1,1,0,0,0,0,,,,,70,,40000,2,,4800,1,1,,,0,0,0,1
860757,7,100,1,1,0,0,0,0,,,,,1200,9,15000,2,,500,1,1,,,0,0,0,1
860774,7,100,1,0,0,0,0,0,,,,,1500,11,3000,2,,300,4,1,,,0,0,0,1
860780,7,100,1,0,0,0,0,0,,,,,1000,9,2500,2,,250,1,1,,,0,0,0,1
860851,1,100,1,0,0,0,0,0,2005,50,1980,,,1,100000,2,,6000,1,1,,,0,0,0,1
860960,4,100,1,1,0,0,0,0,2001,50,1975,,,2,100000,2,,12000,1,1,,,0,0,0,1
861017,7,100,1,0,0,0,0,0,,,,2,,9,8000,2,,300,1,1,,,0,0,0,1
861019,7,100,0,1,0,0,0,0,,,,3,,9,15000,2,,600,3,1,,,0,0,0,1
861027,1,25,0,1,0,0,0,0,2006,80,1500,,,14,150000,2,,4800,3,1,,,0,0,0,0.25
861027,1,25,0,1,0,0,0,0,2006,80,1950,,,14,150000,2,,4800,3,1,,,0,0,0,0.25
861027,1,25,0,1,0,0,0,0,2006,80,1980,,,14,120000,2,,4800,3,1,,,0,0,0,0.25
861027,4,100,1,0,0,0,0,0,1995,60,1970,,,5,150000,1,8000,0,3,2,8,,0,0,0,1
861027,7,25,0,1,0,0,0,0,,,,10,,11,80000,2,,1000,3,1,,,0,0,0,0.25
861027,4,25,0,1,0,0,0,0,2006,40,1980,,,13,20000,2,,2000,3,1,,,0,0,0,0.25
861061,1,100,0,1,0,0,0,0,2004,120,1970,,,4,260000,1,9000,0,5,2,13,,0,0,0,1
861165,1,100,1,1,0,0,0,0,1987,75,1800,,,,,2,0,25,1,1,,,0,0,0,1
861201,1,100,0,1,0,0,0,0,2006,60,1950,,,4,180000,1,3120,0,3,1,,,0,0,0,1
861230,6,100,1,0,0,0,0,0,1980,20,1950,,,3,100000,2,,1200,1,1,,,0,0,0,1
861345,1,100,1,1,0,0,0,0,2002,200,1900,,,1,200000,2,,8400,1,1,,,0,0,0,1
861408,2,20,1,0,0,0,0,0,1999,15,1950,,,14,,2,0,,6,1,,,0,0,0,0.2
861461,1,100,1,1,1,0,0,0,2002,70,1970,,,8,180000,2,,8400,1,1,,,0,0,0,1
861471,1,100,0,1,0,0,0,0,1995,100,1988,,,3,100000,2,,1200,1,2,,235,0,0,0,1
861471,7,100,0,1,0,0,0,0,,,,,5000,1,5000,2,,300,1,2,,235,0,0,0,1
861477,3,100,1,0,0,0,0,0,2008,80,1980,,,3,60000,2,,4800,1,1,,,0,0,0,1
861477,7,100,1,0,0,0,0,0,,,,,1300,3,500,2,,25,1,1,,,0,0,0,1
861488,3,100,1,0,0,0,0,0,2000,500,1949,,,2,100000,2,,4000,3,1,,,0,0,0,1
861488,7,100,1,0,0,0,0,0,,,,20,,2,200000,2,,20000,3,1,,,0,0,0,1
861491,1,100,1,0,0,0,0,0,2009,150,1960,,,1,180000,2,,6000,3,1,,,0,0,0,1
861491,1,100,1,0,0,0,0,0,2009,150,1960,,,3,150000,2,,6000,3,1,,,0,0,0,1
861741,3,100,0,1,0,0,0,0,1994,200,1980,,,3,80000,2,,7200,1,1,,,0,0,0,1
861974,1,100,1,0,0,0,0,0,1986,80,1900,,,3,30000,2,,1000,3,1,,,0,0,0,1
861979,7,100,1,0,0,0,0,0,,,,,6000,9,20000,2,,1000,4,1,,,0,0,0,1
861992,7,25,1,0,0,0,0,0,,,,4,,11,100000,2,,6000,3,1,,,0,0,0,0.25
862017,1,100,1,0,0,0,0,0,1994,80,1994,,,1,200000,2,,8400,2,1,,,0,0,0,1
862017,1,100,1,0,0,0,0,0,1994,100,1930,,,14,150000,2,,4800,3,1,,,0,0,0,1
862053,3,50,1,1,0,0,0,0,2007,230,2007,,,2,250000,2,,7800,2,1,,,0,0,0,0.5
862065,1,33,1,1,0,0,0,0,1983,40,1983,,,1,5000,2,,500,2,1,,,0,0,0,0.33
862080,1,25,1,0,0,0,0,0,2010,60,1920,,,8,60000,2,,1800,3,2,5,,0,0,0,0.25
862080,1,100,1,1,0,0,0,0,2006,115,2006,,,8,185000,2,,7200,2,1,,,0,0,0,1
862093,1,15,1,1,0,0,0,0,1988,100,1960,,,2,270000,2,,700,3,1,,,0,0,0,0.15
862095,2,100,0,1,0,0,0,0,2000,100,1999,,,2,,2,0,800,1,1,,,0,0,0,1
862127,3,100,0,1,1,1,0,0,1990,1000,1990,,,2,1600000,2,,72000,6,1,,,0,0,0,1
862168,7,100,1,0,0,0,0,0,,,,,5000,9,1000,2,,200,3,1,,,0,0,0,1
862188,7,100,1,1,0,0,0,0,,,,,5000,9,6000,2,,300,3,1,,,0,0,0,1
862251,6,100,1,1,0,0,0,0,2004,300,1985,,,5,100000,1,7000,0,1,1,,,0,0,0,1
862303,1,100,1,0,0,0,0,0,1995,80,1970,,,3,130000,2,,3000,3,1,,,0,0,0,1
862455,3,100,0,1,0,0,0,0,1990,1000,1990,,,2,30000,2,,12000,1,1,,,0,0,0,1
862506,1,100,0,1,0,0,0,0,1960,850,1960,,,5,2200000,1,82000,0,3,1,,,0,0,0,1
862506,1,100,0,1,0,0,0,0,2000,95,1973,,,1,385000,2,,12000,3,2,5,,0,0,0,1
862506,1,100,0,1,0,0,0,0,2000,100,1950,,,4,100000,1,3600,0,3,1,,,0,0,0,1
862506,1,100,0,1,0,0,0,0,2000,100,1964,,,1,280000,2,,6000,3,1,,,0,0,0,1
