NQUEST,DEPC,NDEPC,IDEPC,LIB,NLIB,ILIB,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,PREFBA12,PREFBA13,SERVB1,SERVB2,SERVB3,SERVB4,SERVB5,SERVB6,SERVB7,SERVB8,SERVB9,SERVB10,SERVB11,SERVB12,SERVB13,SERVB14,FIDBANC,PRIVATEB,SCOPER,UTSCOPER,FSCOPER1,FSCOPER,CARTA,CARTE,USOCART,CARTDEB1,CARTDEB,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS
801255,1,2,1,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,1,1,1,,,1,2,2,,800,2
801271,1,2,1,2,,,2,,,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,2,2,,1000,2
801279,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2
801288,1,1,1,1,1,,2,,,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,700,2
801380,2,,,1,1,2,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,2,,2,,700,2
801434,1,2,2,2,,,2,,,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,2,2,,1200,1
801448,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,2,2,,,1,2,2,,500,2
801486,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1300,2
801492,1,2,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,2,2,,500,2
801541,1,1,2,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1000,2
801543,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,800,2
801596,2,,,1,1,2,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,1000,2
801599,1,1,2,2,,,2,,,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,1,1,2,,,2,,,,,1,2,2,,2000,2
801622,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,1,2,,1400,2
801626,1,1,2,2,,,2,,,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,2000,2
801653,1,1,1,2,,,2,,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,1,1,1000,2
801768,1,2,2,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,2,,,2,,,,,1,2,2,,3000,2
801798,2,,,1,1,1,,,,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,,,,,2,,,,,2,,2,,600,2
801801,2,,,1,1,1,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,2,,2,,700,2
801803,1,3,3,1,1,1,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,3,2,,1200,2
801806,1,1,2,1,1,1,2,,,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,2,2,,1500,2
801812,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,400,2
801813,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1500,2
801833,1,2,2,2,,,2,,,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,2,2,,2000,2
801851,1,2,2,1,1,1,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,2,2,,2300,2
801875,1,3,2,2,,,1,2,2,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,8,2,2,,,,2,,,,,1,3,1,2,450,1
801877,1,1,2,2,,,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,10,2,2,,,,1,2,2,,,1,2,2,,600,1
801878,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,1200,2
801888,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1300,2
801892,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,700,2
801894,1,1,1,2,,,2,,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,400,2
801899,1,2,3,2,,,1,2,3,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,8,2,2,,,,2,,,,,1,2,2,,450,1
801901,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,1000,2
801907,1,1,2,1,1,2,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9,2,1,2,,,1,1,2,,,1,1,2,,700,1
801908,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,1,1,2,,,1,1,2,,1200,2
801948,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,1,2,,,1,1,1,,,1,1,2,,1000,2
801955,1,1,2,1,1,2,2,,,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,3,,,,2,,,,,1,1,2,,800,2
801966,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,4,1,2,,,1,1,2,,,1,1,2,,1000,2
801972,1,1,2,2,,,2,,,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
801986,2,,,1,1,2,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,,,,,2,,,,,2,,2,,400,2
801987,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1150,2
802001,1,1,2,1,1,3,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,3,,,,2,,,,,1,1,2,,600,2
802007,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2
802038,1,1,2,2,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,1,1,2,,,1,1,1,,,1,1,2,,700,2
802127,1,1,1,1,1,1,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,2,,,,,2,,2,,1500,2
802145,1,2,1,1,1,1,2,,,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,2,,2,,250,2
802186,1,1,2,2,,,2,,,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,1,2,,1000,2
802223,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,1,2,,1300,2
802232,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,,,,2,,,,,2,,2,,1000,2
802250,1,1,1,2,,,2,,,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,,,,2,,,,,1,1,2,,800,2
802253,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,3,,,,2,,,,,1,1,2,,400,2
802261,1,1,1,2,,,2,,,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,600,2
802326,1,1,1,2,,,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,2,2,,,,2,,,,,1,1,1,1,1200,2
802332,1,1,2,2,,,2,,,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,900,2
802349,2,,,1,1,2,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,1800,2
802354,1,1,2,2,,,2,,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,1300,2
802364,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1200,2
802444,1,1,1,2,,,2,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,2,,,1,1,1,1,1300,1
802451,1,2,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,2000,2
802475,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,400,2
802480,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,1200,2
802548,1,3,3,1,1,2,2,,,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,3,2,,,1,3,2,,700,2
802590,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,2000,2
802595,1,2,2,2,,,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,4,2,2,,,,2,,,,,1,1,2,,2500,2
802646,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,2,,2,,700,2
802652,1,1,2,2,,,2,,,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,600,2
802669,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,500,2
802675,1,2,4,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,,1,2,1,,,1,3,2,,1000,1
802684,1,1,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,7,2,1,2,,,1,2,1,,,1,2,2,,800,1
802722,1,1,1,2,,,2,,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,450,2
802780,2,,,1,1,1,,,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,600,2
802895,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,1,2,,1100,2
802904,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,2,,,1,1,2,,800,1
802905,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,1,2,2,,,1,2,2,,1200,2
802914,1,2,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,1,2,1,,,1,2,2,,2000,2
802927,1,1,1,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,1,2,,600,2
802957,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,1,1,2,,,1,1,2,,500,2
802972,1,1,1,1,1,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,1,1,2,,,1,1,2,,1200,2
802988,1,1,1,1,1,1,2,,,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,2,2,,,,2,,,,,2,,1,1,350,1
803055,1,1,1,2,,,2,,,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,1,2,,600,2
803058,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,800,2
803101,1,1,1,2,,,2,,,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,2,,,2,,,,,1,1,2,,300,2
803194,1,1,1,2,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,500,2
803200,1,1,1,1,1,1,2,,,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,500,2
803205,1,2,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,3,2,,1000,2
803277,1,1,1,1,1,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,2,,,,,2,,2,,300,2
803299,1,2,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,7,1,1,2,,,1,2,2,,,1,2,1,1,800,2
803305,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,3,,,,2,,,,,1,1,2,,500,2
803371,1,1,2,2,,,2,,,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,1,1,1,,,1,1,2,,500,2
803422,1,1,1,2,,,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,2,,,,1,1,1,,,1,1,2,,700,2
803449,1,1,2,1,1,2,2,,,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,1,2,,,,1,1,1,,,1,2,2,,600,2
803483,1,1,1,1,2,2,2,,,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,8,1,1,1,,1000,1,1,2,,,1,1,2,,600,1
803501,1,4,4,1,1,2,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,8,2,1,2,,,2,,,,,1,2,2,,1500,1
803509,1,2,2,1,2,2,2,,,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,9,1,1,1,,0,1,2,2,,,1,2,2,,800,1
803526,1,1,2,2,,,2,,,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,,,,2,,,,,2,,2,,800,2
803552,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1500,2
803566,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,2,,,,2,,,,,2,,2,,800,2
803567,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2
803570,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1400,2
803574,1,1,2,2,,,2,,,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,2,2,,1600,1
803612,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,3,3,,,,2,,,,,2,,2,,200,2
803661,1,1,2,1,1,2,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,1,2,,,1,1,2,,,1,2,2,,500,2
803736,1,1,2,1,1,1,2,,,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,1,1,600,2
803754,1,1,1,1,1,1,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,700,2
803779,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,450,2
803830,1,1,1,2,,,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,750,2
803877,1,1,4,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,2,2,,,,1,3,2,,,1,4,2,,500,1
803879,1,1,2,2,,,2,,,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,2,2,,,,1,1,2,,,1,2,2,,500,2
803880,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,350,1
803887,1,1,2,1,1,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,2,2,,1000,1
803889,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,500,1
803900,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,,,,1,1,1,,,1,2,1,1,1100,2
803915,1,2,2,2,,,2,,,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,2,2,,900,2
803917,1,1,2,2,,,2,,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,2,2,,1200,2
803922,1,1,3,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,1000,2
803936,1,1,4,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,600,2
803950,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2
804009,1,1,1,2,,,2,,,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,300,2
804016,2,,,1,2,2,,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,,,,,2,,,,,2,,2,,1000,2
804040,2,,,1,1,2,,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,700,2
804163,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,400,2
804172,1,1,2,2,,,2,,,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,1500,2
804181,1,2,2,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
804196,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1000,2
804203,1,1,2,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1700,2
804209,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,2,,,,2,,,,,1,1,2,,1000,2
804210,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,2000,2
804214,1,2,2,2,,,2,,,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,2,1,,,1,2,2,,2000,2
804219,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,1000,2
804222,1,1,1,2,,,2,,,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,1,1,600,1
804301,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1300,2
804324,1,1,1,2,,,2,,,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,900,2
804343,1,1,,1,1,1,,,,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,2,,2,,700,2
804381,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,500,2
