NQUEST,DEPC,NDEPC,IDEPC,LIB,NLIB,ILIB,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,PREFBA12,PREFBA13,SERVB1,SERVB2,SERVB3,SERVB4,SERVB5,SERVB6,SERVB7,SERVB8,SERVB9,SERVB10,SERVB11,SERVB12,SERVB13,SERVB14,FIDBANC,PRIVATEB,SCOPER,UTSCOPER,FSCOPER1,FSCOPER,CARTA,CARTE,USOCART,CARTDEB1,CARTDEB,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS
735030,2,,,1,1,2,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,2,,2,,1000,2
735103,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,2,,,1,1,1,,,1,2,2,,1200,2
735119,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,1,2,,,1,1,2,,1200,2
735143,1,2,3,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,10,2,1,2,,,1,2,2,,,1,3,1,1,1000,2
735144,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,7,1,1,2,,,1,1,2,,,1,2,2,,1600,1
735148,1,1,3,2,,,2,,,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1500,2
735250,1,1,2,2,,,2,,,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,2,2,,1100,1
735401,1,1,2,2,,,2,,,1,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,7,2,1,2,,,2,,,,,1,1,1,1,1000,1
735436,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,2,,,2,,,,,2,,2,,480,2
735538,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1000,2
735621,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,2,1,1,700,2
735624,1,1,1,2,,,2,,,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,500,2
735659,1,1,2,1,1,,1,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,3,1,2,1600,1
735677,1,1,2,2,,,2,,,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,3,,,,2,,,,,2,,2,,1000,2
735743,1,2,2,2,,,2,,,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,7,2,1,1,,20000,1,2,2,,,1,2,2,,700,1
735747,1,2,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,4,2,1,2,,,1,2,2,,,1,2,1,1,300,1
735761,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,2,,2,,1200,2
735814,1,1,1,2,,,2,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,2,,,,2,,,,,2,,2,,400,2
735903,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,500,2
735969,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,850,2
736010,1,1,1,2,,,2,,,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,2,,,,,1,1,2,,1000,2
736011,1,1,1,2,,,2,,,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,1,2,,,2,,,,,1,1,2,,1200,2
736034,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1200,2
736037,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,500,2
736205,1,1,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,1,1,2,,800,2
736206,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,1,1,1,800,2
736212,1,1,1,2,,,2,,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
736214,1,1,,1,1,1,,,,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,,,,,2,,,,,2,,2,,700,2
736222,1,1,1,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,1,1,1,,,1,1,2,,1000,2
736476,1,1,2,2,,,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,9,2,1,2,,,1,2,2,,,1,1,1,2,3000,2
736528,1,1,1,2,,,2,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,900,2
736534,1,2,2,1,2,2,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,2,2,,850,2
736538,1,1,2,2,,,2,,,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,,,,2,,,,,2,,2,,1300,2
736549,1,1,1,2,,,2,,,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,900,2
736578,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,,,,,2,,,,,2,,2,,500,2
736579,2,,,1,1,2,,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,,,,,2,,,,,2,,2,,1000,2
736627,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1500,2
736629,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2
736657,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1200,2
736703,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,900,2
736714,1,1,1,2,,,2,,,1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,1200,2
736722,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2
736739,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,750,2
736753,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
736754,1,1,1,2,,,2,,,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,1000,2
736801,1,1,1,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,1,2,,500,1
736828,1,2,2,2,,,2,,,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,3,,,,2,,,,,1,1,2,,1300,2
736831,1,2,2,2,,,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,5,2,1,2,,,1,1,2,,,1,1,2,,1000,2
736862,1,1,1,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,,,,2,,,,,1,1,2,,400,1
736917,1,1,2,1,2,2,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,10,1,1,2,,,1,2,3,,1000,1,1,2,,350,1
736919,1,1,1,1,2,1,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10,2,3,,,,2,,,,,1,1,2,,1000,2
736921,1,4,4,2,,,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,2,,,1,1,2,,,1,1,2,,800,2
736935,1,2,2,1,1,3,2,,,2,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,7,2,1,1,,0,1,2,2,,,1,2,1,1,400,1
736939,1,1,1,2,,,2,,,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,600,2
736957,1,1,2,2,,,2,,,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,10,1,3,,,,1,3,2,,,1,1,1,1,500,1
737009,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,478,2
737110,1,1,1,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,600,2
737215,1,1,1,1,1,1,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,10,2,1,1,,1200,1,2,3,,2000,1,1,1,1,300,2
737312,1,2,2,2,,,1,2,2,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,1,2,,,1,5,2,,,1,2,1,2,1000,2
737323,1,1,2,1,1,2,2,,,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9,2,1,2,,,1,2,2,,,1,2,1,1,500,1
737343,1,1,1,2,,,2,,,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,1,2,,,1,1,2,,500,1
737349,1,2,3,1,1,1,2,,,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,2,1,1,700,2
737360,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,2,,2,,500,2
737401,1,3,2,2,,,1,2,2,2,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,10,2,3,,,,1,1,2,,,1,2,1,1,2000,1
737402,1,1,1,2,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,1000,2
737406,1,3,2,1,1,1,2,,,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,9,2,2,,,,1,2,2,,,1,1,2,,600,2
737420,1,1,2,2,,,1,1,1,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,7,1,2,,,,1,1,2,,,1,2,1,1,150,1
737436,1,3,3,2,,,2,,,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,,,,2,,,,,1,3,2,,1300,2
737479,1,2,3,2,,,2,,,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,8,2,2,,,,1,3,2,,,1,2,1,1,1200,2
737531,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,2,2,,,,1,1,2,,,1,2,2,,500,1
737711,1,1,2,2,,,2,,,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,2,,,,,2,,2,,900,2
737730,1,2,2,1,1,2,2,,,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,6,2,2,,,,1,2,2,,,2,,1,1,200,1
737902,1,1,2,2,,,2,,,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,1000,2
737905,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,250,2
737939,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2
800003,1,2,2,1,1,2,2,,,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,2,,,1,2,1,1,200,2
800008,1,1,2,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,2,,,1,1,1,,,1,1,2,,650,2
800010,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,300,2
800013,1,1,1,2,,,2,,,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,,,,2,,,,,2,,2,,1400,2
800015,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,200,2
800029,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,,,2,,,,,1,1,2,,1200,2
800040,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2,1,2,,,2,,,,,1,1,2,,1000,2
800041,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,1,,200,2,,,,,2,,1,1,1000,2
800106,1,2,1,1,1,1,2,,,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,1000,2
800127,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,2,,,,,1,1,2,,1200,2
800135,1,1,2,2,,,2,,,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,1,,1500,2,,,,,1,1,2,,600,2
800148,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,500,2
800179,1,1,1,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,1,2,,800,2
800180,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2
800181,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2
800183,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,1,2,,1000,2
800184,1,1,1,2,,,2,,,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,2,,2,,800,2
800243,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1500,2
800260,1,1,1,2,,,2,,,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,2,,,,1,1,1,,,1,1,2,,1200,2
800274,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,2,,,1,1,1,,,1,1,2,,1800,2
800277,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,2,,2,,800,2
800308,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,2500,2
800336,1,1,1,1,1,2,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,2,1,2,,,1,1,2,,,1,1,2,,200,2
800416,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2
800449,1,2,2,2,,,2,,,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,2,,,,,1,2,2,,700,2
800464,1,1,2,2,,,2,,,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,1,2,,,1,2,1,,,1,2,2,,200,2
800479,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,1,2,,400,2
800483,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,2,2,,,,2,,,,,1,1,2,,800,2
800500,1,1,2,2,,,2,,,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,600,2
800525,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6,2,2,,,,1,1,1,,,1,1,2,,900,2
800546,1,1,2,2,,,2,,,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,,,,1,1,2,,,1,1,2,,600,2
800549,1,1,1,2,,,2,,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,1,2,,800,2
800569,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,,,,1,1,2,,,1,1,2,,350,2
800570,1,3,3,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,3,2,,1700,2
800571,1,1,2,2,,,2,,,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,1,2,2,,,1,2,2,,1500,2
800600,1,2,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,1,2,2,,,1,1,2,,300,2
800689,1,1,2,2,,,2,,,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,6,2,1,2,,,1,2,2,,,1,2,2,,500,1
800702,1,3,2,1,2,2,1,1,1,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,10,2,2,,,,1,1,2,,,1,2,1,1,700,1
800705,1,3,2,2,,,1,3,2,2,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,,,,2,,,,,1,1,1,1,900,2
800831,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,2,2,,700,2
800832,1,1,2,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,1,2,2,,,1,2,2,,1000,1
800833,1,1,1,2,,,2,,,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,2,,2,,600,2
800842,1,1,2,2,,,2,,,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,1,2,2,,800,2
800853,1,1,1,2,,,2,,,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,1,2,,700,2
800858,1,2,3,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,1,2,2,,850,2
800860,1,1,1,2,,,2,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,2,,,,,1,1,2,,500,1
800884,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1100,2
800901,1,1,2,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,,,,2,,,,,1,1,1,1,1500,2
800927,1,1,1,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,3,,,,2,,,,,2,,2,,1000,2
800937,2,,,1,1,2,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,,,,,2,,,,,2,,2,,1000,2
800959,1,1,2,2,,,2,,,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,1,2,,,2,,,,,1,2,2,,1000,2
800999,1,2,2,2,,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,,,,2,,,,,2,,1,3,1500,2
801010,1,1,2,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,2,,2,,600,2
801011,2,,,1,1,1,,,,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,,,,,2,,,,,2,,2,,500,2
801028,1,1,1,2,,,2,,,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,,,,2,,,,,1,1,2,,600,2
801037,1,1,2,2,,,2,,,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,1,2,,,1,1,1,,,1,2,2,,1500,2
801104,1,2,2,1,1,,2,,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,,,,2,,,,,2,,2,,1000,2
801202,1,1,2,2,,,2,,,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,2,,,,1,1,2,,,1,2,2,,1500,2
801221,1,1,2,1,1,2,2,,,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,,,,2,,,,,1,2,2,,1300,2
801238,1,1,1,2,,,2,,,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,2,2,,,,2,,,,,2,,2,,550,2
