NQUEST,FIDGEN,FID1,FID2,FID3,FID4,FID5,FID6,FID7,FID8,SOCGEN,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,EDUC6,GIUSTIZ1,NSGIUSTIZ2,GIUSTIZ2,HAPPY
818398,2,10,3,1,3,2,1,1,7,1,5,10,10,10,10,10,10,10,10,5,8,8,1,,10000,
818435,1,10,1,2,6,2,1,1,5,1,10,10,10,10,8,7,10,10,10,10,8,8,2,2,,5
818491,9,10,9,9,9,5,5,5,9,8,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
818571,1,10,8,8,8,8,5,5,6,1,7,10,10,10,10,7,7,10,10,10,10,7,2,,10000,
818612,9,1,9,8,8,8,7,6,8,1,8,9,9,9,9,8,8,9,9,9,8,8,2,,500,
818631,5,10,9,5,6,2,4,4,3,1,9,9,9,8,7,6,10,9,10,7,7,6,1,,30000,
818704,6,7,7,6,5,8,5,6,6,1,6,7,8,8,7,7,7,7,8,7,7,7,2,1,,
818857,7,7,7,7,7,7,7,5,5,2,8,8,8,8,8,8,8,8,8,8,8,8,2,,20000,
818869,8,9,8,8,8,8,7,7,7,1,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
818972,8,6,5,6,7,8,7,7,7,6,6,8,7,7,7,6,8,7,7,7,6,7,2,1,,
819031,5,10,7,5,5,3,3,1,5,7,8,10,10,10,10,10,10,10,10,10,10,10,2,1,,5
819125,8,10,8,6,8,7,8,6,5,1,10,10,10,9,9,3,10,9,9,8,9,6,2,,500,
819127,4,8,2,5,7,5,5,4,7,1,6,10,10,10,7,7,7,8,10,8,8,8,2,,4000,
819139,3,5,5,3,3,5,3,2,7,2,2,3,3,3,2,3,9,9,7,8,6,6,2,,3000,
819156,4,10,7,6,6,6,4,2,4,2,8,9,7,8,7,7,8,8,8,9,6,7,2,,500,
819168,3,10,10,10,8,8,5,5,8,1,8,9,10,10,5,7,7,9,9,8,6,7,2,1,,
819190,7,10,9,10,10,8,8,5,4,10,8,10,10,10,8,10,8,10,10,10,8,10,2,,50000,8
819197,4,9,8,3,5,4,3,3,1,1,7,10,8,8,8,8,8,10,8,8,8,8,1,,20000,7
819330,5,10,10,5,7,5,5,3,8,1,10,10,10,10,8,9,10,10,10,10,9,9,2,,10000,
819349,8,10,10,9,8,8,8,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
819350,6,10,6,6,6,6,2,2,8,1,10,10,10,9,9,8,10,10,10,10,10,10,2,,5000,
819402,7,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,8,7,6,7,6,2,1,,
819433,7,9,6,6,6,5,4,3,6,5,7,9,9,8,8,9,7,9,9,9,9,9,2,1,,
819453,7,10,8,7,7,7,6,5,8,5,8,9,9,9,9,10,8,9,9,9,9,10,2,1,,
819465,7,10,8,6,7,7,7,7,8,4,10,10,10,10,10,10,10,10,10,10,10,10,2,,20000,
819490,7,10,7,4,4,3,3,3,2,5,8,10,10,10,10,9,10,10,10,10,10,9,2,,1500,
819511,6,10,7,7,7,7,7,7,7,4,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
819517,7,9,8,7,7,7,7,7,7,6,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
819626,7,10,8,8,8,8,8,6,6,1,8,9,10,8,9,9,8,9,9,8,9,9,2,,3000,
819653,7,10,8,8,8,8,8,8,6,3,8,9,10,8,8,8,9,9,9,6,8,9,2,1,,
819664,7,9,7,5,6,6,6,2,6,1,5,10,10,8,4,8,9,10,10,6,9,9,2,,10000,
819711,1,10,6,4,4,2,2,2,4,1,7,7,8,4,4,7,7,8,7,7,7,8,2,,1000,
819727,1,10,4,8,9,9,6,2,9,2,8,10,10,6,5,10,6,10,10,6,6,10,2,,300,
819750,1,10,3,3,3,3,3,3,3,1,5,10,10,9,8,10,7,10,10,6,8,10,2,1,,
819849,5,5,6,6,6,5,5,4,3,1,6,9,8,6,6,7,7,7,7,8,8,7,2,1,,
820037,9,10,9,8,7,7,6,5,9,1,7,9,9,9,9,8,7,9,9,9,9,7,2,,500,
820054,7,10,10,7,7,8,8,8,8,1,7,10,10,10,7,9,7,10,10,10,8,8,2,2,,
820063,8,10,8,8,8,8,8,7,8,10,9,10,10,10,1,10,10,10,10,8,1,9,2,2,,
820087,7,10,10,10,7,7,7,7,9,1,10,10,10,9,6,8,10,10,10,9,9,10,2,2,,
820115,5,10,5,5,5,5,5,5,5,7,8,10,10,10,10,6,10,10,10,10,10,4,2,1,,
820116,7,10,5,5,5,5,4,4,5,7,8,10,10,10,10,6,7,10,10,10,10,5,2,,10000,
820173,5,8,5,4,5,6,6,3,8,7,7,7,7,9,9,6,8,9,9,9,9,7,2,1,,
820552,6,10,8,7,7,6,6,3,5,1,8,8,10,8,5,7,8,8,10,6,7,8,2,,2000,
820569,6,10,7,6,6,7,7,6,7,2,8,10,10,10,7,7,10,9,10,8,7,8,2,1,,
820575,8,10,10,10,8,8,7,7,8,1,7,10,10,10,5,5,8,8,10,8,6,6,2,1,,
820593,7,10,10,7,6,5,5,5,5,7,7,8,8,8,5,7,5,7,7,5,5,5,2,1,,
820632,1,10,8,8,9,8,5,5,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
820718,6,10,7,7,6,6,5,3,2,2,6,8,8,8,8,8,8,8,8,8,8,8,2,1,,
820818,7,7,8,9,8,7,8,8,8,8,8,7,6,7,7,7,8,7,6,7,8,7,2,2,,
820826,8,7,6,7,6,7,6,5,7,8,8,9,8,7,8,8,8,7,8,9,8,7,2,1,,
820846,8,7,8,7,6,7,8,7,8,8,8,7,6,7,8,7,8,8,7,8,7,8,2,2,,
820886,7,9,7,4,1,1,1,1,1,1,8,6,8,7,8,8,9,8,8,8,9,9,2,1,,
821037,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7,7,8,8,8,8,2,1,,
821126,6,8,6,5,5,4,3,3,6,8,8,8,7,6,7,6,6,7,8,8,8,7,2,1,,
821181,7,9,6,6,5,4,3,3,6,8,8,9,8,9,9,7,8,7,8,9,8,7,2,2,,
821350,7,9,8,6,6,5,4,3,5,6,8,8,8,8,8,8,9,8,8,8,8,8,2,1,,
821387,8,10,10,8,10,8,8,6,6,10,9,10,10,10,10,8,10,10,10,10,10,8,2,1,,
821451,8,10,9,7,7,7,7,7,7,8,8,8,8,8,9,9,8,8,8,8,8,8,2,2,,
821489,2,9,4,7,2,1,2,1,1,10,5,9,10,10,9,2,10,9,9,9,9,5,2,,500,
821501,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,2,2,,
821574,7,8,6,7,6,6,5,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
821692,5,10,5,1,1,1,1,1,3,10,8,8,10,10,5,2,8,10,10,10,5,4,2,,100,
821770,8,6,7,8,7,7,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,8
821852,3,9,5,4,4,5,4,4,4,7,7,9,8,9,9,8,7,7,8,9,9,8,2,1,,6
821856,1,10,7,10,5,5,5,5,5,4,10,10,10,10,8,10,10,10,10,10,10,10,2,1,,7
821984,8,10,7,9,6,6,6,5,6,8,6,5,7,7,9,8,9,10,10,7,6,8,2,1,,
821998,7,9,7,6,6,5,5,5,7,8,7,7,8,7,6,8,8,8,9,8,7,10,2,1,,
822033,4,10,6,6,6,6,4,4,6,7,8,9,9,6,7,8,8,8,9,8,9,7,2,1,,
822034,8,6,6,7,5,6,5,5,4,8,5,8,7,6,6,9,8,7,8,6,6,9,2,1,,
822119,1,10,8,8,8,8,8,8,7,10,10,10,10,10,8,8,10,10,10,10,8,9,2,1,,
822123,9,10,10,8,8,8,7,7,8,1,9,9,9,10,8,8,9,9,9,10,8,8,2,,1000,
822133,8,10,8,8,8,8,8,8,8,1,8,8,8,9,9,8,9,9,9,9,9,8,2,1,,
822150,1,10,10,5,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
822166,1,10,5,5,5,5,5,5,5,1,10,10,10,10,10,8,10,10,10,10,10,8,2,1,,
822218,4,10,8,8,5,5,5,2,5,2,8,9,9,6,6,7,8,8,9,4,8,8,2,1,,
822255,1,10,5,5,5,5,1,1,10,1,5,10,10,5,10,10,5,10,10,5,10,10,2,1,,
822289,1,10,8,7,7,6,4,1,10,1,5,10,10,10,10,8,5,10,10,10,10,8,2,1,,
822468,8,10,8,9,8,6,6,6,6,10,1,10,10,10,5,8,10,10,10,10,8,10,2,1,,
822497,6,10,8,7,7,7,6,5,8,1,7,10,10,7,7,6,10,10,10,8,7,7,2,,10000,
822536,1,10,7,7,7,5,8,5,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,
822559,3,10,7,7,8,4,5,2,7,1,5,8,9,9,5,9,6,9,9,9,7,9,2,1,,
822614,3,9,6,3,4,3,3,3,3,9,8,9,9,9,8,9,8,8,8,8,8,8,2,,20000,
822675,6,10,8,8,8,8,8,6,8,10,6,7,10,9,8,8,7,8,10,9,8,7,2,1,,
822694,3,7,7,7,7,7,7,5,7,6,7,8,9,7,7,7,8,8,9,7,7,7,2,1,,
822700,1,10,7,7,2,2,2,2,7,7,8,8,8,7,9,9,8,8,8,8,8,8,2,2,,
822725,3,7,6,6,6,2,2,2,1,5,5,7,7,5,5,7,5,5,7,6,6,6,2,1,,
822754,1,8,8,8,8,8,6,5,5,3,5,7,8,8,7,7,7,7,8,8,8,6,2,2,,
822826,5,8,6,2,6,2,6,6,6,2,5,8,7,10,9,7,7,10,10,10,10,8,2,1,,9
822908,4,10,9,5,5,5,5,5,7,1,6,10,10,7,9,5,7,10,10,7,8,5,2,1,,
823046,6,10,6,5,7,7,6,6,6,6,7,9,9,10,8,6,7,10,10,10,10,8,2,1,,
823053,4,10,5,8,6,6,1,1,3,6,4,10,9,10,5,10,6,10,10,10,8,10,2,1,,
823258,7,9,8,6,6,6,6,6,6,1,8,9,9,8,8,8,9,8,8,8,8,8,2,,10000,
823338,6,9,6,6,6,6,6,5,6,10,9,8,9,9,8,7,9,9,9,9,8,7,2,,3000,
823395,9,10,10,9,8,8,7,6,9,1,8,9,9,9,9,9,8,9,9,9,8,8,2,,1000,
823447,9,10,8,7,7,7,7,7,8,1,8,10,9,9,8,8,8,9,9,9,8,8,2,,1000,
823477,9,7,6,5,6,4,4,4,4,6,7,6,7,8,7,8,8,7,8,8,7,8,2,1,,
823488,9,10,10,10,10,10,8,7,10,8,5,6,5,5,5,6,5,6,6,7,7,7,2,1,,
823490,5,10,5,5,5,5,3,2,3,7,6,5,4,5,6,5,6,5,4,6,5,6,2,1,,
823524,7,10,8,5,6,4,4,1,7,4,4,5,6,5,5,5,8,7,6,8,7,8,1,1,,
823608,5,9,8,6,6,5,5,3,4,5,8,9,8,8,5,6,8,8,7,7,7,7,2,,18000,
823641,7,9,8,7,7,7,6,6,6,1,8,10,9,9,9,7,9,8,8,8,8,6,2,,10000,
823679,7,10,5,3,3,4,2,1,4,1,10,10,10,8,8,7,10,10,10,10,10,10,2,1,,
823707,2,10,10,5,5,5,5,5,2,1,1,10,10,5,5,10,10,10,10,10,3,10,2,1,,
823767,9,10,10,8,8,8,8,8,8,10,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
823842,9,10,10,7,8,7,5,3,5,8,6,6,5,5,6,5,5,5,5,6,6,5,2,1,,
823871,8,8,8,5,5,5,5,5,5,7,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
823954,5,10,8,5,7,5,5,6,5,1,10,8,10,9,8,8,10,8,10,8,9,8,2,,20000,7
823957,8,10,9,8,6,6,6,7,8,1,9,9,9,9,7,8,9,9,9,9,7,8,2,,100000,8
823959,6,8,8,8,1,1,1,1,1,1,10,10,8,5,5,7,10,10,8,5,5,7,2,1,,6
824120,1,10,9,8,8,8,8,8,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,12000,
824125,8,10,9,9,9,9,9,7,7,1,8,9,9,9,9,8,8,9,9,9,6,7,2,,100,
824196,8,10,10,4,4,3,4,2,7,1,4,8,8,8,7,5,8,8,8,7,7,6,2,,5000,8
824236,5,1,5,5,5,5,6,4,5,8,6,8,10,2,8,10,6,8,10,2,8,5,2,1,,
824241,1,8,10,5,6,5,3,3,4,8,10,10,10,10,10,10,10,10,10,10,10,10,1,1,,
824344,9,10,10,7,7,7,7,6,6,1,8,10,10,10,10,10,10,10,10,10,10,10,2,,50000,
824351,5,8,8,7,5,8,10,10,4,1,7,7,10,10,8,8,10,8,10,8,7,8,2,,10000,
824419,7,9,7,7,7,7,7,5,7,5,8,8,8,8,8,7,8,8,8,8,8,7,2,1,,
824425,6,10,6,6,6,6,6,2,6,6,7,7,8,8,8,7,8,9,9,8,8,8,2,,15000,
824434,5,7,6,6,6,6,6,4,7,7,7,9,9,8,8,8,7,9,9,7,7,8,2,,10000,
824574,6,10,5,5,5,5,4,4,3,7,7,8,8,8,6,7,7,10,9,7,7,7,2,1,,
824663,6,7,7,6,6,6,6,6,6,6,6,7,6,6,7,6,6,7,7,6,6,6,2,1,,
824671,6,7,6,6,5,6,5,4,5,6,6,6,5,6,6,6,6,5,6,6,7,6,2,1,,
824734,8,10,9,8,8,7,8,6,6,1,8,9,9,9,8,8,9,10,10,9,8,8,2,1,,
824735,7,10,9,8,7,6,6,6,6,1,8,10,10,8,8,8,9,9,10,7,9,8,2,,10000,
824755,4,10,8,7,7,6,7,5,6,1,8,9,10,10,8,9,8,9,10,9,9,10,2,,10000,
824798,4,8,2,2,2,3,1,1,4,10,8,8,8,8,8,5,8,8,8,8,8,8,2,1,,
824808,6,7,3,3,3,3,4,5,5,6,6,6,6,6,7,3,6,6,6,6,6,3,2,2,,
824869,8,9,9,9,4,6,6,4,5,1,8,8,8,8,8,8,8,8,8,8,8,8,1,,10000,
824876,6,8,7,6,6,6,6,5,4,1,7,8,8,8,9,7,8,8,8,8,8,8,2,1,,
824887,7,9,7,7,6,6,6,5,5,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
824891,7,9,8,6,6,6,4,3,3,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
825040,1,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
825068,1,6,3,1,1,6,7,7,8,3,5,7,10,10,1,5,10,10,10,3,10,10,2,,20000,
825071,8,10,7,7,8,8,8,1,8,1,1,8,9,10,10,9,8,9,9,10,10,8,2,2,,
825164,4,10,5,5,5,5,6,4,5,10,10,10,10,10,7,6,10,10,10,10,9,7,2,1,,
825216,5,10,8,8,8,8,7,5,8,1,7,10,10,9,7,7,9,9,10,8,8,8,2,1,,7
825513,4,8,6,6,6,6,4,3,7,3,5,9,7,8,7,7,7,9,9,10,8,8,2,1,,6
825528,4,10,8,8,8,8,5,3,5,1,6,8,8,8,8,7,8,9,10,9,9,10,2,1,,6
825859,1,8,3,1,3,3,2,1,1,10,10,10,10,10,10,10,1,10,10,10,10,10,2,,500,
825889,1,10,10,10,9,9,8,8,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
825951,1,10,5,5,5,5,5,5,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
826006,6,9,6,6,6,6,6,6,6,7,7,7,7,9,6,6,7,7,7,7,7,7,2,1,,
826132,8,10,10,8,10,7,5,3,8,1,1,10,10,10,7,8,7,10,10,10,9,7,2,1,,
826135,6,10,7,7,5,4,4,4,1,1,1,10,10,10,10,10,8,10,10,10,10,9,1,,100000,
826214,8,10,8,7,7,7,6,6,5,1,8,8,8,9,9,9,8,8,8,8,8,8,2,1,,
826224,1,10,1,1,1,1,1,1,1,1,10,10,10,10,10,10,8,8,8,8,8,8,2,1,,
826248,6,10,8,7,6,6,6,6,6,8,8,9,9,6,7,7,9,8,9,6,7,7,2,,500000,
826262,7,10,8,8,8,6,3,3,8,1,8,10,10,10,7,10,9,10,10,8,8,10,2,1,,
826307,7,10,8,8,7,7,6,5,7,1,8,10,10,7,7,6,7,10,10,8,8,8,2,1,,6
826362,6,9,8,7,6,7,6,6,6,6,6,7,6,7,7,6,6,7,6,7,7,7,2,1,,
826365,6,9,6,7,7,6,7,7,7,7,7,8,7,8,8,8,8,7,8,8,8,8,2,1,,
826412,7,6,7,8,7,7,7,8,7,7,7,6,7,8,7,7,7,8,7,7,7,7,2,1,,
826427,7,9,8,7,7,6,6,5,6,7,6,7,6,6,6,6,6,7,6,7,6,5,2,1,,
826507,1,10,8,8,8,8,8,8,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
826509,1,10,10,8,8,8,5,5,6,2,10,10,10,10,8,8,10,10,10,10,8,8,2,,10000,
826570,1,10,10,5,5,5,5,5,7,1,10,10,10,10,7,10,10,10,10,10,7,10,2,,15000,
826584,1,10,8,8,8,8,5,5,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,20000,
826605,1,10,5,5,5,5,5,5,8,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
826622,8,10,9,7,6,6,6,6,8,1,8,9,9,9,7,7,9,9,9,9,6,7,2,,500,
826687,1,10,6,6,6,6,3,3,5,1,7,10,10,10,10,10,7,10,10,10,10,10,2,,12000,
826693,8,10,9,9,9,8,7,6,9,1,8,9,9,9,9,8,8,8,8,8,8,8,2,,500,
826729,2,10,8,8,7,7,7,7,8,2,10,10,10,10,8,10,10,10,10,10,10,10,2,,1000,
826757,8,9,9,6,7,7,7,7,5,1,10,10,10,9,8,9,9,9,9,9,8,8,2,1,,
826929,5,10,5,5,5,5,5,5,6,1,8,10,10,9,9,8,9,8,10,10,9,8,2,1,,
826959,5,10,8,3,3,3,5,3,7,1,8,10,10,10,10,8,8,10,10,10,8,8,2,2,,
826971,7,9,8,7,7,7,7,7,7,3,8,8,8,8,8,8,7,7,7,7,7,7,2,1,,
826979,2,10,8,6,4,2,2,2,7,10,8,10,10,10,9,5,8,10,10,10,9,5,2,2,,
827046,6,8,7,7,6,6,6,6,5,3,7,8,8,8,7,8,7,9,9,8,8,9,2,1,,
827098,4,8,1,4,4,4,4,4,2,1,10,10,10,9,8,6,10,10,10,10,8,5,2,,50000,
827146,5,9,7,7,7,6,5,7,6,9,10,10,9,10,7,4,10,10,10,10,8,5,2,,10000,
827168,6,10,8,8,7,6,3,3,6,10,3,9,9,9,8,5,7,9,9,8,7,6,2,,3500,7
827252,6,10,10,8,8,8,8,8,5,1,8,8,8,10,1,8,9,6,10,7,7,10,2,1,,
827345,8,10,8,7,7,7,7,7,7,1,8,8,8,8,8,8,8,9,9,9,6,7,2,,500,
827398,8,10,9,9,8,8,8,8,9,1,9,10,10,10,8,8,9,10,10,10,9,8,2,,1000,
827428,6,9,7,5,5,5,5,5,10,10,8,8,7,9,9,7,9,9,8,9,8,8,1,,1000,
827447,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,,
827449,9,10,10,10,8,8,8,8,8,5,10,9,9,9,9,9,9,9,9,9,9,9,1,1,,
827457,6,10,8,8,7,6,6,6,6,10,10,8,8,9,7,6,8,9,8,9,9,9,2,2,,
827482,4,10,8,6,6,6,6,6,6,1,10,10,10,10,8,8,10,10,10,8,8,8,2,1,,
827517,7,8,7,4,5,4,5,3,6,2,9,9,8,10,10,7,7,9,8,9,10,7,2,1,,8
827578,5,10,5,5,5,5,3,1,1,1,8,7,7,8,8,8,6,7,8,7,7,7,2,1,,
827615,6,10,10,10,7,6,4,1,5,6,5,7,7,10,8,7,6,7,8,10,7,7,2,1,,
827618,10,10,10,5,8,6,6,5,6,4,7,7,6,6,10,6,7,7,6,6,6,10,2,,4000,
827639,9,8,7,6,7,8,7,8,8,9,8,7,8,8,8,8,8,7,8,9,8,7,2,,10000,
827689,6,10,2,2,2,2,2,2,2,9,7,6,7,6,7,7,7,6,7,6,7,7,2,1,,
827781,7,9,7,7,7,5,5,5,5,1,7,8,8,8,6,8,7,8,8,8,8,8,2,1,,
827870,7,10,9,7,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,
827874,3,10,5,5,1,2,2,1,1,5,6,6,6,6,6,6,5,7,5,8,10,2,2,,10000,
828117,3,8,7,8,7,4,3,2,5,6,5,10,10,10,5,5,5,10,10,10,5,5,2,,2500,
828121,7,10,8,7,7,5,1,1,5,7,8,10,10,10,5,5,6,10,10,10,6,6,2,1,,
828169,5,8,5,5,5,4,4,4,6,8,7,10,10,10,8,10,10,10,10,10,10,10,2,,5000,
828184,5,7,1,5,5,5,1,1,1,5,4,10,10,10,5,7,5,10,10,10,5,5,2,1,,
850010,7,10,8,7,7,6,5,5,6,4,9,10,10,10,10,8,9,10,10,10,10,8,2,1,,
850011,6,8,8,7,7,7,7,7,5,1,8,10,10,9,9,8,8,9,9,8,8,8,2,,5000,
850013,4,8,6,6,3,3,4,1,7,2,7,9,9,8,8,6,7,10,9,9,9,6,1,,5000,9
850016,3,10,8,3,5,5,3,1,2,6,8,10,10,8,10,10,8,10,10,8,8,10,2,,20000,10
850019,8,10,7,5,6,6,6,6,6,6,6,7,6,7,7,7,7,8,7,6,7,8,2,1,,
850027,3,9,8,5,1,1,1,1,1,5,8,10,10,10,8,10,10,10,9,10,10,8,2,,5000,
850035,8,10,8,7,7,7,4,4,7,2,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,9
850036,7,9,9,7,7,7,7,5,7,1,8,8,8,8,8,8,8,8,8,8,8,8,2,,5000,
851015,1,10,10,1,2,1,1,1,4,1,10,10,10,10,10,10,9,10,10,10,7,10,1,,10000,
851032,1,10,1,1,1,6,1,1,1,1,10,10,10,10,5,5,10,10,10,10,3,4,2,2,,
851037,1,10,2,10,5,1,1,1,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,20000,
851043,6,4,1,1,1,5,5,6,5,1,10,10,10,10,10,7,10,10,10,10,10,7,2,,5000,
851049,1,10,1,1,1,1,1,1,1,1,1,10,7,10,10,10,2,7,7,5,10,1,2,1,,
851058,1,10,3,3,1,1,1,1,1,10,10,10,10,10,10,10,10,8,10,10,8,10,2,,3000,
851079,7,10,2,5,10,10,6,6,1,7,10,1,10,10,10,10,5,10,10,10,1,1,2,1,,
851099,1,10,1,5,5,5,1,1,1,1,6,10,10,10,10,10,6,10,10,10,10,10,2,1,,
851110,10,9,4,3,8,4,7,7,9,9,8,8,8,7,8,8,8,8,8,7,7,8,2,,2000,
851185,3,10,9,7,8,8,3,3,9,2,9,10,10,10,9,8,9,9,9,9,9,9,2,,1000,
851207,5,10,8,1,4,5,5,5,5,1,10,10,10,10,1,10,10,10,10,10,10,10,2,,1000,
851216,1,10,1,1,1,5,1,1,3,1,6,10,10,10,5,10,10,10,10,10,10,10,2,,5000,
851218,1,10,1,1,1,1,1,1,1,10,10,10,10,10,1,10,10,10,10,10,10,10,2,,500,
851223,4,10,9,1,1,1,4,4,1,1,10,10,10,10,8,8,10,10,10,10,10,10,2,,100000,
851226,1,10,1,4,5,5,4,4,3,1,10,10,10,10,6,10,10,10,10,10,7,10,2,1,,
851231,1,10,5,4,3,2,1,1,5,1,10,10,10,10,4,10,10,10,10,10,10,10,2,2,,
851233,7,9,8,5,7,7,6,6,6,1,10,10,10,10,10,7,10,10,10,10,10,8,1,,2000,
851331,8,10,10,8,8,8,8,8,4,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,1000,
851333,6,8,8,2,4,3,3,2,8,1,5,5,5,5,3,3,5,5,5,5,3,3,2,,4000,
851349,5,10,10,5,5,5,5,5,6,2,10,10,10,10,10,6,10,10,10,10,10,6,2,,2000,
851355,3,10,3,6,3,3,1,1,5,1,10,10,8,10,10,10,10,10,8,10,10,10,2,1,,
851359,5,10,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,,1000,
851365,6,8,8,6,6,6,1,1,1,1,4,4,8,4,6,6,5,5,6,5,5,5,2,1,,
851367,1,10,5,3,3,5,1,1,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,1000,
851385,5,8,8,4,6,6,6,6,5,3,8,10,10,7,7,6,8,10,9,9,8,6,2,1,,
851392,5,10,10,5,5,5,5,5,7,1,10,10,10,10,7,7,10,10,10,10,9,10,2,,500000,
851393,4,8,7,5,6,6,6,5,4,4,8,8,9,8,7,8,8,9,8,7,9,9,2,,50000,
851414,5,10,10,10,7,5,5,3,5,1,8,10,10,8,8,9,10,10,8,6,6,7,2,,50000,
851493,8,10,9,8,7,6,6,5,8,1,10,9,8,8,6,8,9,9,9,8,7,8,2,,1000,
851497,1,10,5,5,5,5,5,5,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,12000,
851514,8,10,9,7,7,7,7,7,9,1,9,10,10,10,8,7,9,10,10,10,7,7,2,,1000,
851526,6,9,8,6,6,6,5,4,4,1,8,9,9,8,6,7,8,8,8,8,8,8,2,1,,
851542,5,10,7,6,6,5,5,4,4,1,7,8,8,8,7,8,8,7,8,8,9,6,2,1,,
851544,8,9,7,5,5,5,5,5,3,1,9,9,8,7,7,6,9,8,8,8,8,7,2,1,,
851575,6,10,8,7,6,6,6,6,6,1,7,10,10,10,9,9,10,10,7,10,7,7,2,,1000,
851580,4,6,5,4,4,4,4,4,4,5,5,5,6,6,5,6,6,7,6,8,6,6,2,,1000,
851623,6,8,7,7,6,6,6,6,6,6,5,7,7,7,7,7,5,5,6,6,6,6,2,1,,
851670,7,10,8,7,7,6,5,5,9,1,10,10,10,10,10,9,10,10,10,10,9,9,2,,10000,8
851690,7,10,8,6,6,6,6,6,6,3,5,8,8,8,4,7,8,8,8,8,7,7,2,1,,5
851693,5,10,10,10,7,6,6,7,7,2,5,10,8,8,5,6,10,10,10,10,8,8,2,1,,5
851699,9,10,8,6,9,5,5,6,1,2,10,10,10,10,8,7,10,10,10,10,10,7,2,,10000,10
851718,1,7,5,4,4,4,3,3,3,1,8,8,8,7,7,6,6,6,7,6,6,6,1,1,,
851721,2,10,10,10,4,4,1,1,7,3,6,10,10,10,10,8,6,10,10,10,10,8,2,1,,
851724,1,10,8,4,5,5,4,4,6,1,8,9,9,8,8,7,8,8,9,8,8,7,2,1,,
851754,7,8,8,7,7,7,7,7,7,4,8,8,8,8,8,8,8,8,8,8,8,8,2,,5000,
851759,8,8,7,7,7,6,6,6,7,2,8,8,8,8,8,8,8,8,8,8,8,8,2,,10000,
851761,8,7,7,7,7,7,7,7,7,3,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
851800,7,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,2,1,,
851803,4,8,3,3,3,3,3,3,2,10,4,3,5,5,5,5,5,4,6,7,6,6,2,1,,
851812,5,5,4,4,4,4,4,4,4,8,5,4,5,5,4,5,6,6,6,6,6,6,2,1,,
851819,6,9,7,5,5,5,5,5,4,7,7,6,7,7,5,6,6,7,6,6,6,6,2,1,,
851842,7,7,5,5,5,5,5,5,5,7,7,6,5,6,6,6,4,5,4,4,4,4,2,1,,
851846,8,10,9,8,7,6,6,5,9,10,10,10,10,10,9,10,10,10,10,10,10,10,2,,50,
851848,5,10,5,6,8,7,7,5,3,10,10,10,10,10,6,6,10,10,10,10,9,10,2,,1,
851854,7,10,10,8,9,6,6,5,5,10,9,10,10,10,9,7,10,10,10,10,9,10,2,,3000,
851859,8,10,10,7,5,10,6,4,5,7,10,10,10,10,7,7,10,10,10,10,7,5,2,,3000,
851867,1,10,2,1,1,1,1,1,1,10,5,8,10,10,7,6,9,10,10,10,9,9,2,,50,
851872,7,10,9,6,7,7,7,6,6,10,10,9,9,8,8,7,10,9,9,8,8,7,1,,200,
