nquest,pro1,pro2,pro3,pro4,pro5,pro6,tipoimm,quopro,pro7,pro8,pro9,pro10,anposs,supab,ancostr,supte,suptm,usoimm,valabit,affitto,affeff,affimp,poss,immdove,immreg,immest
880268,1,,,,,,1,100,0,0,0,0,1999,100,1980,,,8,250000,2,0,6200,1,1,,
880271,1,2,,,,,4,100,0,0,0,0,2011,100,1980,,,2,280000,2,0,12000,1,1,,
880291,2,,,,,,1,100,0,0,0,0,2004,50,1960,,,6,80000,1,6000,,2,1,,
880291,2,,,,,,1,100,0,0,0,0,2000,50,1970,,,6,90000,1,6000,,1,1,,
880291,2,,,,,,1,100,0,0,0,0,2006,50,1965,,,4,90000,1,6000,,2,1,,
880291,1,,,,,,1,100,0,0,0,0,1972,80,1960,,,4,100000,1,3600,,2,1,,
880291,1,,,,,,1,100,0,0,0,0,1960,100,1958,,,6,100000,1,3600,,1,1,,
880291,1,,,,,,1,100,0,0,0,0,1973,100,1960,,,6,100000,1,3600,,1,1,,
880291,1,,,,,,1,100,0,0,0,0,1973,98,1960,,,6,100000,1,3500,,1,1,,
880291,2,,,,,,1,100,0,0,0,0,2000,50,1970,,,6,100000,1,6000,,1,1,,
880291,1,,,,,,1,100,0,0,0,0,1973,100,1960,,,6,110000,1,3500,,1,1,,
880291,1,5,,,,6,4,100,0,0,0,0,1950,30,1300,,,2,120000,1,18000,,1,1,,
880302,1,2,,,,,1,100,0,0,0,0,2011,105,1956,,,15,140000,2,0,,1,1,,
880408,1,2,,,,,1,100,0,0,0,0,1990,100,1990,,,15,200000,2,0,4000,1,1,,
880508,2,,,,,,6,100,0,0,0,0,2006,100,2003,,,3,30000,2,0,300,3,1,,
880508,2,,,,,,7,100,0,0,0,0,,,,2,,9,35000,2,0,150,3,1,,
880515,1,,,,,,7,100,0,0,0,0,,,,,4500,9,15000,2,0,2500,3,1,,
880515,1,,,,,,1,30,0,0,0,0,1999,120,1967,,,15,200000,2,0,6000,3,1,,
880515,2,,,,,,1,100,0,0,0,0,2009,80,1600,,,8,200000,2,0,4800,1,1,,
880515,1,,,,,,1,30,0,0,0,0,1999,250,1975,,,15,500000,2,0,12000,3,1,,
880516,1,,,,,,7,100,0,0,0,0,,,,,4000,11,20000,2,0,6000,3,1,,
880516,1,,,,,,1,100,0,0,0,0,1987,70,1987,,,8,50000,2,0,1800,6,1,,
880516,1,,,,,,1,100,0,0,0,0,1987,70,1987,,,15,70000,2,0,2400,6,1,,
880516,1,,,,,,1,100,0,0,0,0,1987,70,1987,,,15,70000,2,0,2400,6,1,,
880518,1,,,,,,1,100,0,0,0,0,1991,110,1980,,,1,160000,2,0,4000,1,1,,
880522,1,2,,,,,6,100,0,0,0,0,1980,20,1979,,,3,15000,2,0,500,1,1,,
880522,1,,,,,,8,100,0,0,0,0,,,,,2000,3,60000,2,0,,3,1,,
880533,1,,,,,,7,20,0,0,0,0,,,,,6000,11,5000,2,0,6000,3,1,,
880533,1,,,,,,1,20,0,0,0,0,2012,75,1950,,,8,160000,2,0,4800,3,1,,
880541,1,2,,,,,6,100,0,0,0,0,2012,51,1994,,,3,60000,2,0,3000,2,1,,
880541,2,,,,,,7,100,0,0,0,0,,,,17,,9,210000,2,0,3000,3,1,,
880541,1,,,,,,1,100,0,0,0,0,2011,210,1968,,,8,600000,2,0,8200,3,1,,
880549,1,2,,,,,8,100,0,0,0,0,,,,,500,11,500,2,0,,1,1,,
880549,1,2,,,,,7,100,0,0,0,0,,,,1,,9,5000,2,0,,1,1,,
880575,1,,,,,,7,100,0,0,0,0,,,,,300,11,100,2,0,,3,2,7,
880579,1,,,,,,1,100,0,0,0,0,1950,100,1900,,,8,50000,2,0,1000,3,2,7,
880591,1,,,,,,1,100,0,0,0,0,2000,90,1950,,,13,250000,2,0,4800,3,2,18,
880830,1,,,,,,1,100,0,0,0,0,1950,50,1950,,,4,200000,1,3000,,3,1,,
880830,1,,,,,,1,100,0,0,0,0,1980,100,1960,,,4,300000,1,20000,,3,1,,
880830,1,,,,,,4,100,0,0,0,0,1980,100,1960,,,6,300000,1,7000,,3,1,,
880830,1,,,,,,4,100,0,0,0,0,1980,100,1960,,,5,300000,1,7000,,3,1,,
880830,2,,,,,,1,100,0,0,0,0,1980,150,1960,,,4,500000,1,12000,,3,1,,
880830,1,,,,,,1,100,0,0,0,0,1980,100,1890,,,1,600000,2,0,18000,3,1,,
880841,1,2,,,,,1,100,0,0,0,0,2000,40,1970,,,1,200000,2,0,6000,1,2,7,
880843,1,,,,,,6,100,0,0,0,0,2005,14,2005,,,3,40000,2,0,1500,2,1,,
880843,2,,,,,,1,100,0,0,0,0,1981,55,1920,,,8,100000,2,0,6000,5,1,,
880884,1,,,,,,1,100,0,0,0,0,1976,250,1976,,,1,300000,2,0,20000,1,2,1,
880884,1,,,,,,4,50,0,0,0,0,2010,200,2009,,,5,300000,1,18000,,1,1,,
880884,2,,,,,,1,100,0,0,0,0,1982,250,1950,,,1,1000000,2,0,25000,3,1,,
880911,2,,,,,,1,33,0,0,0,0,2007,150,1965,,,1,200000,2,0,5000,3,2,1,
880921,2,,,,,,1,100,0,0,0,0,2012,60,1960,,,15,117000,2,0,6000,3,1,,
880921,2,,,,,,1,100,0,0,0,0,2012,100,1972,,,1,500000,2,0,15000,3,1,,
880943,1,,,,,,1,100,0,0,0,0,1999,75,1500,,,1,70000,2,0,3000,3,1,,
880943,2,,,,,,2,100,0,0,0,0,1996,30,1930,,,2,120000,2,0,10000,1,1,,
880949,1,2,,,,,6,100,0,0,0,0,1982,15,1982,,,2,30000,2,0,1100,2,1,,
880949,1,2,,,,,1,100,0,0,0,0,1992,50,1975,,,1,80000,2,0,3000,1,2,13,
880978,1,,,,,,1,100,0,0,0,0,2006,85,1960,,,8,250000,2,0,9600,3,1,,
880978,1,2,,,,,1,100,0,0,0,0,1986,70,1970,,,1,250000,2,0,9600,1,2,7,
880983,1,,,,,,1,100,0,0,0,0,2005,50,2005,,,1,100000,2,0,4000,2,2,20,
880985,1,2,,,,,6,100,0,0,0,0,2003,17,2003,,,3,40000,2,0,3500,1,1,,
880985,1,2,,,,,6,100,0,0,0,0,2012,17,2012,,,2,60000,2,0,4000,1,1,,
880985,1,2,,,,,1,100,0,0,0,0,1988,60,1977,,,1,150000,2,0,6000,1,2,2,
880985,1,2,,,,,1,100,0,0,0,0,2010,60,2009,,,14,200000,2,0,,1,1,,
880985,1,2,,,,,1,100,0,0,0,0,2004,50,2003,,,1,200000,2,0,8000,1,2,9,
880985,1,2,,,,,1,100,0,0,0,0,2007,60,2005,,,1,200000,2,0,8000,1,2,9,
880985,1,2,,,,,1,100,0,0,0,0,2006,60,2006,,,1,200000,2,0,8000,1,2,9,
880986,2,,,,,,1,50,0,0,0,0,2009,50,1967,,,1,250000,2,0,12000,3,2,7,
881009,1,,,,,,7,35,0,0,0,0,,,,1,,11,20000,2,0,1000,3,2,18,
881015,2,,,,,,8,100,0,0,0,0,,,,,690,11,10000,2,0,100,3,1,,
881015,1,2,,,,,6,100,0,0,0,0,1970,12,1962,,,3,50000,2,0,2000,1,1,,
881015,2,,,,,,1,100,0,0,0,0,1985,150,1950,,,4,150000,1,6000,,3,1,,
881015,1,2,,,,,1,100,0,0,0,0,1975,50,1965,,,1,200000,2,0,1500,1,2,1,
881015,2,,,,,,1,100,0,0,0,0,1985,90,1970,,,1,300000,2,0,1200,3,2,7,
881015,1,,,,,,1,30,0,0,0,0,1995,400,1955,,,8,400000,2,0,4000,3,1,,
881015,1,2,,,,,1,100,0,0,0,0,1975,150,1962,,,15,700000,1,12000,,1,1,,
881015,1,2,,,,,1,100,0,0,0,0,2000,150,1962,,,8,700000,2,0,22000,1,1,,
881016,1,2,,,,,7,100,0,0,0,0,,,,1,,11,50000,2,0,1000,3,2,8,
881016,1,2,,,,,1,100,0,0,0,0,1978,80,1956,,,1,250000,2,0,6000,1,2,7,
881019,1,,,,,,1,100,0,0,0,0,1998,90,1990,,,1,160000,2,0,3500,3,1,,
881019,1,,,,,,1,100,0,0,0,0,1998,80,1990,,,4,190000,1,15000,,3,1,,
881019,1,,,,,,1,100,0,0,0,0,1990,80,1990,,,8,300000,2,0,7500,3,1,,
881023,1,,,,,,1,100,0,0,0,0,2000,50,1976,,,1,200000,2,0,4000,3,2,6,
881029,1,,,,,,8,25,0,0,0,0,,,,,100,11,1000,2,0,150,3,2,1,
881029,1,,,,,,8,25,0,0,0,0,,,,,500,11,1000,2,0,200,3,2,1,
881029,1,,,,,,8,25,0,0,0,0,,,,,900,11,1500,2,0,250,3,2,1,
881037,1,,,,,,6,100,0,0,0,0,1993,15,1963,,,4,18000,1,1700,,4,1,,
881037,1,,,,,,1,100,0,0,0,0,1960,55,1960,,,4,200000,1,7000,,5,1,,
881057,1,,,,,,1,100,0,0,0,0,1998,60,1990,,,1,200000,2,0,4000,5,2,1,
881081,1,2,,,,,1,100,0,0,0,0,1961,35,1960,,,6,70000,1,5445,,2,1,,
881082,1,2,,,,,1,100,0,0,0,0,1971,150,1971,,,1,200000,2,0,4000,6,2,13,
881087,1,,,,,,1,12,0,0,0,0,2009,110,1970,,,15,280000,2,0,12000,3,1,,
881089,2,,,,,,1,50,0,0,0,0,1990,70,1960,,,14,130000,2,0,3000,3,1,,
881170,1,,,,,,1,100,0,0,0,0,1990,50,1990,,,1,70000,2,0,5000,1,1,,
881170,1,,,,,,1,100,0,0,0,0,1990,90,1990,,,1,100000,2,0,5000,1,1,,
881172,1,,,,,,7,100,0,0,0,0,,,,,1500,9,20000,2,0,5000,3,1,,
881248,1,,,,,,1,50,0,0,0,0,1995,200,1930,,,14,20000,2,0,3000,3,2,,243
881263,1,,,,,,1,100,0,0,0,0,2000,100,1950,,,1,100000,1,2000,,5,1,,
881263,2,,,,,,4,100,0,0,0,0,2000,70,1960,,,2,200000,1,6000,,5,1,,
881283,2,,,,,,7,100,0,0,0,0,,,,,5000,10,20000,1,500,,5,1,,
881302,2,,,,,,7,100,0,0,0,0,,,,3,,11,25000,2,0,1000,3,1,,
881302,2,,,,,,1,100,0,0,0,0,2005,95,1942,,,1,60000,2,0,150,3,1,,
881302,1,,,,,,1,100,0,0,0,0,2002,50,2002,,,1,80000,2,0,1500,4,1,,
881304,1,,,,,,7,100,0,0,0,0,,,,1,,11,10000,2,0,100,1,1,,
881330,1,,,,,,1,100,0,0,0,0,1975,80,1965,,,14,250000,2,0,600,1,1,,
881331,1,,,,,,2,100,0,0,0,0,1992,120,1990,,,3,250000,2,0,600,2,1,,
881331,1,,,,,,1,100,0,0,0,0,1985,130,1823,,,2,300000,2,0,700,1,1,,
881333,1,2,,,,,6,100,0,0,0,0,1994,25,1994,,,3,50000,2,0,200,2,1,,
881333,1,2,,,,,6,100,0,0,0,0,1994,50,1994,,,3,50000,2,0,200,2,1,,
881335,1,2,,,,,1,100,0,0,0,0,2010,85,1960,,,4,230000,1,5520,,1,1,,
881360,1,,,,,,1,100,0,0,0,0,1980,70,1979,,,1,250000,2,0,700,3,2,16,
881448,1,,,,,,7,100,0,0,0,0,,,,,6500,13,64000,2,0,600,3,2,20,
881475,1,2,,,,,7,100,0,0,0,0,,,,,2500,9,7500,2,0,400,1,1,,
881507,1,,,,,,7,100,0,0,0,0,,,,,8000,15,130000,2,0,4500,5,1,,
881507,1,2,,,,,1,100,0,0,0,0,2010,100,2010,,,4,200000,1,6600,,2,1,,
881507,2,,,,,,1,100,0,0,0,0,1997,110,1996,,,2,220000,2,0,6000,2,1,,
881520,2,,,,,,1,100,0,0,0,0,2002,200,1900,,,3,70000,2,0,3600,3,1,,
881520,2,,,,,,1,75,0,0,0,0,1984,80,1900,,,8,80000,2,0,3600,3,1,,
881520,2,,,,,,7,100,0,0,0,0,,,,12,,9,150000,2,0,2400,3,1,,
881525,1,,,,,,7,10,0,0,0,0,,,,1,,9,3000,2,0,1000,3,1,,
881525,1,,,,,,1,10,0,0,0,0,2006,200,1890,,,8,120000,2,0,1500,3,1,,
881525,1,,,,,,1,10,0,0,0,0,2006,140,1927,,,15,220000,2,0,5000,3,1,,
881585,1,,,,,,1,33,0,0,0,0,1979,90,1920,,,14,250000,2,0,6500,1,1,,
881627,1,,,,,,1,100,0,0,0,0,2005,80,1800,,,8,50000,2,0,1800,3,1,,
881658,1,2,,,,,1,100,0,0,0,0,1991,70,1991,,,1,90000,2,0,2500,2,1,,
881662,1,2,,,,,1,100,0,0,0,0,2008,50,1900,,,14,15000,2,0,50,7,2,,235
881671,1,,,,,,7,50,0,0,0,0,,,,5,,9,120000,2,0,3000,3,1,,
881701,1,,,,,,1,30,0,0,0,0,2006,80,1800,,,1,50000,2,0,2500,3,2,13,
881727,2,,,,,,7,50,0,0,0,0,,,,,2000,3,3500,2,0,200,2,1,,
881730,1,,,,,,1,100,0,0,0,0,1982,100,1981,,,6,200000,1,4800,,6,1,,
881809,1,,,,,,7,100,0,0,0,0,,,,,1600,9,40000,2,0,1000,3,1,,
881809,2,,,,,,1,33,0,0,0,0,2012,110,1930,,,14,300000,2,0,9600,3,1,,
881817,1,2,,,,,7,50,0,0,0,0,,,,,8600,9,40000,2,0,100,1,1,,
881817,1,,,,,,2,100,0,0,0,0,1998,60,1944,,,5,100000,1,6000,,7,1,,
881821,2,,,,,,8,100,0,0,0,0,,,,,2000,15,12000,2,0,100,3,1,,
881821,2,,,,,,1,100,0,0,0,0,2001,70,1920,,,14,80000,2,0,7200,3,1,,
881821,2,,,,,,1,100,0,0,0,0,2000,70,2000,,,14,100000,2,0,7200,3,1,,
881822,1,2,,,,,7,100,0,0,0,0,,,,1,,9,20000,2,0,100,3,1,,
881822,1,2,,,,,1,100,0,0,0,0,1979,45,1979,,,1,250000,2,0,6000,2,1,,
881822,1,2,,,,,1,100,0,0,0,0,2006,100,2006,,,1,1000000,2,0,12000,6,1,,
881840,1,2,,,,,1,100,0,0,0,0,2001,52,1965,,,8,20000,2,0,1200,1,2,,235
881842,1,,,,,,7,100,0,0,0,0,,,,10,,10,500000,2,0,3000,4,1,,
881902,1,2,,,,,5,100,0,0,0,0,2005,60,1900,,,2,90000,2,0,6000,1,1,,
881902,1,2,,,,,1,100,0,0,0,0,1990,96,1960,,,14,150000,2,0,4800,1,1,,
881918,1,2,,,,,6,100,0,0,0,0,1983,84,1962,,,3,40000,2,0,1200,6,1,,
881918,1,2,,,,,7,100,0,0,0,0,,,,2,,14,40000,2,0,500,5,1,,
881923,1,,,,,,8,100,0,0,0,0,,,,5,,3,10000,2,0,600,3,1,,
881923,1,,,,,,7,100,0,0,0,0,,,,13,,10,260000,2,0,12000,3,1,,
881931,2,,,,,,2,100,0,0,0,0,1985,90,1890,,,3,280000,2,0,15000,1,1,,
881931,1,,,,,,1,100,0,0,0,0,1983,110,1890,,,8,400000,2,0,15000,1,1,,
881934,1,2,,,,,1,100,0,0,0,0,1984,70,1967,,,14,150000,2,0,5000,1,1,,
881934,1,2,,,,,1,100,0,0,0,0,2001,64,2001,,,1,200000,2,0,6000,1,2,7,
881946,2,,,,,,2,100,0,0,0,0,1967,120,1800,,,2,400000,2,0,50000,3,1,,
881949,1,,,,,,1,33,0,0,0,0,2010,200,1963,,,1,50000,2,0,200,3,1,,
881949,1,,,,,,1,50,0,0,0,0,2010,35,1900,,,14,100000,2,0,300,3,1,,
881952,1,,,,,,1,50,0,0,0,0,1976,35,1975,,,1,100000,2,0,5000,1,1,,
881952,1,,,,,,1,83,0,0,0,0,2007,80,1956,,,6,250000,1,6000,,3,1,,
881952,1,,,,,,1,100,0,0,0,0,2007,100,1956,,,14,300000,2,0,7000,3,1,,
881957,1,,,,,,1,50,0,0,0,0,2000,80,1960,,,8,120000,2,0,6000,3,1,,
881985,2,,,,,,1,100,0,0,0,0,1997,50,1966,,,1,100000,2,0,300,3,1,,
881985,2,,,,,,1,100,0,0,0,0,2011,400,1700,,,13,1000000,2,0,1500,3,1,,
881987,1,,,,,,1,100,0,0,0,0,1971,111,1971,,,1,500000,2,0,400,6,1,,
882039,1,,,,,,7,100,0,0,0,0,,,,2,,15,90000,2,0,100,3,1,,
882039,1,,,,,,1,100,0,0,0,0,1996,100,1600,,,4,650000,1,15600,,3,1,,
882321,1,,,,,,4,50,0,0,0,0,2006,70,1960,,,8,40000,2,0,5000,3,1,,
882347,1,,,,,,7,100,0,0,0,0,,,,1,,3,20000,2,0,2000,1,2,12,
882349,1,,,,,,1,100,0,0,0,0,1992,140,1992,,,14,200000,2,0,600,6,1,,
882515,2,,,,,,8,100,0,0,0,0,,,,,100,11,5000,2,0,500,3,1,,
882515,1,,,,,,7,100,0,0,0,0,,,,,4700,11,20000,2,0,1000,3,1,,
882535,1,,,,,,4,100,0,0,0,0,2004,240,1992,,,2,200000,2,0,2000,1,1,,
882556,1,,,,,,7,100,0,0,0,0,,,,1,,4,10000,1,400,,3,1,,
882556,1,,,,,,1,100,0,0,0,0,1994,70,1880,,,8,100000,2,0,300,3,1,,
882561,1,,,,,,1,100,0,0,0,0,1966,107,1959,,,1,120000,2,0,300,3,2,15,
882582,1,,,,,,1,70,0,0,0,0,1987,90,1956,,,3,90000,2,0,400,3,1,,
882625,1,,,,,,1,100,0,0,0,0,1990,40,1970,,,1,80000,2,0,300,1,1,,
882625,1,,,,,,1,100,0,0,0,0,1990,80,1990,,,1,120000,2,0,300,1,1,,
882653,1,,,,,,3,100,0,0,0,0,1990,70,1980,,,2,120000,2,0,800,3,1,,
882675,1,2,,,,,6,100,0,0,0,0,2012,18,2009,,,3,17000,2,0,600,2,1,,
882692,1,,,,,,7,100,0,0,0,0,,,,,6000,14,10000,1,200,,3,1,,
882692,1,,,,,,1,100,0,0,0,0,1950,100,1950,,,8,200000,2,0,10000,6,1,,
882692,1,,,,,,1,100,0,0,0,0,1982,100,1982,,,4,200000,1,4200,,3,1,,
882697,1,,,,,,7,100,0,0,0,0,,,,,600,14,1000,2,0,100,3,1,,
882697,1,,,,,,7,100,0,0,0,0,,,,,1200,14,2000,2,0,100,3,1,,
882723,1,,,,,,7,33,0,0,0,0,,,,40,,4,800000,1,500,,3,1,,
882744,1,,,,,,1,100,0,0,0,0,1980,100,1960,,,1,200000,2,0,500,3,1,,
882748,1,2,,,,,1,100,0,0,0,0,2009,100,1960,,,8,180000,2,0,300,3,1,,
882776,2,,,,,,1,100,0,0,0,0,2006,300,1930,,,2,500000,2,0,6000,3,1,,
882781,2,,,,,,1,100,0,0,0,0,2009,100,1975,,,4,130000,1,4300,,1,1,,
882797,1,,,,,,1,100,0,0,0,0,1997,40,1960,,,1,150000,2,0,2000,2,1,,
882805,2,,,,,,7,50,0,0,0,0,,,,9,,10,400000,2,0,10000,3,1,,
882805,2,,,,,,1,50,0,0,0,0,1975,800,1975,,,4,1000000,1,10000,,3,1,,
882810,1,2,,,,,1,100,0,0,0,0,1976,90,1950,,,4,100000,1,350,,1,1,,
882832,1,,,,,,8,100,0,0,0,0,,,,36,,11,500000,2,0,10000,3,1,,
882902,1,,,,,,1,100,0,0,0,0,2005,60,1900,,,1,150000,2,0,1000,1,2,4,
882918,1,,,,,,1,33,0,0,0,0,2007,70,1970,,,4,100000,1,5800,,3,2,6,
882918,1,,,,,,1,33,0,0,0,0,2008,70,1970,,,8,100000,2,0,3600,3,2,6,
882918,1,,,,,,1,33,0,0,0,0,2008,70,1970,,,8,100000,2,0,3600,3,1,,
882918,1,,,,,,1,33,0,0,0,0,2008,70,1970,,,8,100000,2,0,3600,3,2,6,
882918,1,,,,,,4,33,0,0,0,0,2008,59,1970,,,4,100000,1,1200,,3,2,6,
882918,1,,,,,,4,33,0,0,0,0,2008,138,1970,,,4,120000,1,3600,,3,2,6,
882921,1,,,,,,1,50,0,0,0,0,2006,70,1965,,,1,40000,1,1300,,3,2,16,
882926,1,,,,,,1,100,0,0,0,0,1986,60,1961,,,4,70000,1,2000,,3,2,15,
882930,1,,,,,,1,33,0,0,0,0,1997,140,1950,,,15,280000,2,0,5000,3,1,,
883052,1,2,,,,,6,50,0,0,0,0,2010,40,1910,,,2,20000,2,0,,3,1,,
883052,1,,,,,,1,25,0,0,0,0,2000,90,1980,,,14,50000,2,0,3000,3,1,,
883052,1,2,,,,,6,50,0,0,0,0,2010,50,1910,,,8,50000,2,0,,3,1,,
883052,1,,,,,,4,25,0,0,0,0,2000,30,1920,,,2,150000,2,0,700,3,1,,
883157,1,,,,,,1,100,0,0,0,0,1978,100,1978,,,4,250000,1,4900,,2,1,,
883188,1,,,,,,1,33,0,0,0,0,1988,120,1955,,,14,330000,2,0,700,3,1,,
883206,2,,,,,,7,25,0,0,0,0,,,,,1200,3,80000,2,0,500,1,1,,
883206,1,,,,,,1,100,0,0,0,0,2004,70,2003,,,4,130000,1,4000,,6,1,,
883206,1,,,,,,1,100,0,0,0,0,2003,70,2003,,,4,150000,1,4000,,6,1,,
883228,2,,,,,,8,100,0,0,0,0,,,,,950,13,100000,2,0,6000,5,1,,
883230,1,,,,,,1,100,0,0,0,0,1992,70,1967,,,3,180000,2,0,500,2,1,,
883246,1,,,,,,1,100,0,0,0,0,1998,80,1995,,,15,300000,1,2000,,4,1,,
883252,2,,,,,,1,33,0,0,0,0,2009,70,1980,,,1,130000,2,0,350,3,1,,
883280,1,,,,,,1,33,0,0,0,0,2006,100,2000,,,4,100000,2,0,400,3,1,,
883280,1,,,,,,2,33,0,0,0,0,2006,100,2006,,,8,100000,2,0,400,3,1,,
883280,1,,,,,,1,33,0,0,0,0,2006,100,2000,,,4,120000,2,0,350,3,1,,
883280,1,,,,,,2,100,0,0,0,0,2010,50,1968,,,8,150000,2,0,600,1,2,19,
883280,1,,,,,,2,33,0,0,0,0,1999,50,1966,,,13,150000,2,0,400,3,1,,
883280,1,,,,,,1,33,0,0,0,0,1999,150,1960,,,4,300000,1,600,,3,1,,
883280,1,,,,,,2,33,0,0,0,0,1970,80,1970,,,8,300000,1,500,,3,2,19,
883280,1,,,,,,2,33,0,0,0,0,2005,80,1968,,,8,300000,2,0,500,3,2,19,
883280,1,,,,,,2,33,0,0,0,0,1999,120,1968,,,8,300000,2,0,400,3,1,,
883280,1,,,,,,1,33,0,0,0,0,1999,120,1960,,,4,500000,1,800,,3,1,,
883329,1,,,,,,1,100,0,0,0,0,1988,70,1700,,,4,200000,1,7200,,1,1,,
883329,1,,,,,,1,100,0,0,0,0,1988,70,1700,,,4,200000,1,7200,,1,1,,
883329,1,,,,,,4,100,0,0,0,0,1988,80,1700,,,8,250000,2,0,12000,1,1,,
883343,1,,,,,,7,100,0,0,0,0,,,,,6000,9,15000,2,0,1000,3,1,,
883343,1,,,,,,1,100,0,0,0,0,1974,70,1900,,,3,100000,2,0,3600,5,1,,
883352,1,,,,,,1,100,0,0,0,0,2005,90,1900,,,8,50000,2,0,2400,3,1,,
883382,1,,,,,,7,100,0,0,0,0,,,,3,,10,100000,2,0,20000,3,1,,
883388,1,,,,,,7,100,0,0,0,0,,,,10,,10,100000,2,0,10000,3,1,,
883468,1,2,,,,,1,100,0,0,0,0,1999,60,1970,,,1,100000,2,0,5000,1,1,,
883491,1,,,,,,1,50,0,0,0,0,1978,90,1978,,,14,90000,2,0,3500,6,1,,
883492,1,,,,,,8,100,0,0,0,0,,,,,1000,11,4000,2,0,4000,3,1,,
883492,1,,,,,,7,100,0,0,0,0,,,,,2000,11,10000,2,0,3000,3,1,,
883517,1,,,,,,6,100,0,0,0,0,1955,15,1955,,,8,15000,2,0,1000,2,1,,
883518,1,,,,,,6,100,0,0,0,0,1973,20,1950,,,3,30000,2,0,2000,5,1,,
883518,1,,,,,,6,100,0,0,0,0,2000,15,2000,,,4,50000,1,1800,,1,1,,
883518,1,,,,,,1,100,0,0,0,0,2003,100,1960,,,1,500000,2,0,12000,3,2,7,
883530,1,,,,,,1,100,0,0,0,0,2006,50,1970,,,4,200000,1,6000,,3,1,,
883530,1,2,,,,,1,100,0,0,0,0,2006,70,1950,,,1,200000,2,0,8000,3,2,7,
883530,1,2,,,,,1,100,0,0,0,0,1994,70,1992,,,1,500000,2,0,15000,2,2,4,
883532,1,2,,,,,6,100,0,0,0,0,2005,15,2005,,,3,25000,2,0,1000,1,1,,
883544,1,,,,,,6,100,0,0,0,0,2008,27,2008,,,3,15000,2,0,1000,2,1,,
883556,1,,,,,,1,100,0,0,0,0,2002,60,1969,,,8,130000,2,0,4800,3,1,,
883556,1,,,,,,1,100,0,0,0,0,2002,69,1900,,,14,138000,2,0,3600,3,1,,
883556,1,,,,,,1,100,0,0,0,0,2002,67,1884,,,8,150000,2,0,6000,3,1,,
883556,1,,,,,,1,100,0,0,0,0,2002,80,1969,,,8,160000,2,0,5000,3,1,,
883588,1,,,,,,1,30,0,0,0,0,1999,300,1999,,,14,120000,2,0,900,6,2,,272
883616,2,,,,,,1,100,0,0,0,0,2008,80,1970,,,8,200000,2,0,500,1,1,,
883642,1,,,,,,1,100,0,0,0,0,2005,100,1962,,,8,200000,2,0,600,4,1,,
883727,1,,,,,,7,30,0,0,0,0,,,,2,,11,10000,2,0,500,3,1,,
883727,1,,,,,,1,30,0,0,0,0,2009,150,1960,,,3,100000,2,0,2000,3,1,,
883754,1,2,,,,,7,100,0,0,0,0,,,,,6000,11,20000,2,0,500,1,1,,
883754,1,2,,,,,2,100,0,0,0,0,1986,70,1900,,,8,200000,2,0,900,4,1,,
883754,1,2,,,,,2,100,0,0,0,0,1987,110,1900,,,5,300000,1,12000,,4,1,,
883759,2,,,,,,7,100,0,0,0,0,,,,,700,11,1000,2,0,100,3,1,,
883761,1,,,,,,7,100,0,0,0,0,,,,,6000,9,1000,2,0,50,3,1,,
883762,1,,,,,,8,50,0,0,0,0,,,,,1000,11,500,2,0,50,1,1,,
883762,1,,,,,,7,100,0,0,0,0,,,,,1500,11,1500,2,0,100,1,1,,
883789,1,,,,,,1,100,0,0,0,0,1963,120,1963,,,14,350000,2,0,10000,6,1,,
883827,2,,,,,,7,100,0,0,0,0,,,,5,,10,100000,2,0,2500,3,1,,
883833,1,,,,,,7,100,0,0,0,0,,,,,2000,11,3000,2,0,300,3,1,,
883833,1,2,,,,,1,100,0,0,0,0,1980,50,1980,,,1,50000,2,0,2400,6,1,,
883858,1,2,,,,,6,100,0,0,0,0,1978,20,1978,,,3,20000,2,0,1200,6,1,,
883872,2,,,,,,7,25,0,0,0,0,,,,,200,9,1000,2,0,100,3,1,,
883872,2,,,,,,1,25,0,0,0,0,1994,120,1750,,,8,100000,2,0,3000,3,1,,
883886,2,,,,,,8,100,0,0,0,0,,,,17,,15,20000,2,0,100,3,1,,
883886,2,,,,,,1,100,0,0,0,0,1990,90,1920,,,1,100000,2,0,2400,3,1,,
883886,1,2,,,,,1,100,0,0,0,0,2005,80,2004,,,4,250000,1,7200,,2,1,,
883892,2,,,,,,1,100,0,0,0,0,2003,60,1967,,,1,300000,2,0,300,3,2,11,
883892,2,,,,,,1,100,0,0,0,0,2010,120,1960,,,4,400000,1,4800,,3,1,,
883902,1,,,,,,1,100,0,0,0,0,1980,85,1920,,,14,250000,2,0,800,1,1,,
883915,2,,,,,,1,100,0,0,0,0,1998,100,1990,,,14,100000,2,0,1200,6,2,,201
883932,2,,,,,,7,100,0,0,0,0,,,,4,,11,80000,2,0,2000,3,1,,
883937,1,,,,,,3,100,0,0,0,0,1980,200,1980,,,2,80000,2,0,1000,3,1,,
883943,1,2,,,,,7,100,0,0,0,0,,,,3,,11,60000,2,0,2000,3,1,,
883974,1,,,,,,1,100,0,0,0,0,1982,50,1900,,,3,100000,2,0,2500,1,1,,
883981,1,,,,,,6,50,0,0,0,0,1998,30,1980,,,3,45000,2,0,2500,1,1,,
883990,3,,,,,,1,100,0,0,0,0,2002,35,1900,,,3,130000,2,0,3000,1,1,,
883990,2,,,,,,1,100,0,0,0,0,2001,40,1900,,,3,150000,2,0,3000,1,1,,
