nquest,debm31,tdebita31,mutuodu31,mutuoin31,tmutuoab31,debgar31_1,debgar31_2,debgar31_3,debgar31_4,debgar31_5,DEBPERS31,debrf31,debm32,tdebita32,mutuodu32,mutuoin32,tmutuoab32,debgar32_1,debgar32_2,debgar32_3,debgar32_4,debgar32_5,DEBPERS32,debrf32,debm33,tdebita33,mutuodu33,mutuoin33,tmutuoab33,debgar33_1,debgar33_2,debgar33_3,debgar33_4,debgar33_5,DEBPERS33,debrf33,taeg11,taeg12,taeg13
871025,2,700,1,1000,400,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
871030,4,8000,5,12000,1200,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,
871191,1,18500,4,18500,440,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
871200,4,3000,5,5000,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
871215,2,400,1,5000,430,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,6.04,,
871231,2,1100,16,1200,54,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
871378,1,15000,5,22000,300,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,7.03,,
871427,1,1300,5,5500,1105,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
871461,1,5000,5,5000,1500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
871740,1,8000,4,10000,1200,1,0,0,0,0,,2,2,9000,7,10000,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,4,3,
871998,1,7000,8,10600,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
872006,1,6000,5,15000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
872070,1,2500,5,9000,1800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
872077,1,3000,4,11000,2800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
872119,1,4000,2,6000,2600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
872125,4,750,1,750,91,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
872257,1,2000,6,16000,3100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
872272,4,12000,6,15000,3000,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,
872296,2,16500,5,18000,4200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,
872432,1,8000,3,8000,2970,1,0,0,0,0,,2,2,4000,2,4000,2400,1,0,0,0,0,,2,,,,,,,,,,,,,3.09,3.6,
872434,1,17000,3,17000,6600,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,4.08,,
872488,1,10000,4,13000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,
872545,2,10000,10,20000,3800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,
872556,1,6200,4,8300,2300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
872600,1,2000,5,4000,450,0,0,0,1,0,1,2,1,4000,5,6000,2050,0,0,0,1,0,1,2,4,2000,2,2000,1000,0,0,0,1,0,1,2,5,5,0
872602,4,5000,4,10000,2680,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
872619,1,6432,4,7213,918,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,
872623,1,5000,10,10000,1440,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
872892,4,5000,5,7000,1496,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
872913,2,6000,4,12000,3100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
872982,1,14000,2,14000,7560,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
873104,1,10000,10,15000,2300,0,0,0,1,0,1,2,2,15000,12,33000,6000,0,0,0,1,0,2,2,,,,,,,,,,,,,4,7,
873624,1,15000,3,20000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
873980,2,2200,1,2300,200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
873996,2,2500,3,3400,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.05,,
874032,1,20000,10,36000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
874038,1,20000,4,24000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
874057,1,15000,7,17000,3300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,
874073,1,2400,4,15000,500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,
874074,1,5000,5,12000,2760,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
874164,4,9000,4,12000,3000,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,
874194,2,600,1,1200,800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
874236,1,1980,2,5000,2100,1,0,0,0,0,,2,2,6000,5,10000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,8,6,
874241,1,35000,10,40000,4000,1,0,0,0,0,,2,2,2000,10,16000,1800,0,0,0,1,0,1,2,,,,,,,,,,,,,4.05,4.05,
874248,1,1500,5,9000,1800,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
874257,1,10000,8,25000,5500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
874325,1,1000,4,18000,6100,0,0,0,1,0,1,2,1,760,3,8000,3500,0,0,0,1,0,1,2,,,,,,,,,,,,,0,0,
874363,1,8000,3,18000,6000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
874392,4,15000,10,30000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,
874500,1,3000,4,5000,850,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,
874515,1,6000,4,12000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
874537,1,4000,5,15000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
874656,1,7000,6,25000,6000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
874670,1,2500,5,5000,850,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,
874681,1,2000,3,6000,2600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
874700,4,23000,7,25000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
874715,1,10500,7,18000,3456,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7.02,,
874718,4,1200,5,10000,255,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
874757,1,10000,5,12000,3000,0,0,0,1,0,1,2,1,4000,6,8211,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,7,0,
874761,1,10000,3,12000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
875088,1,5000,4,18000,5600,0,0,0,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
875105,2,600,3,3600,1300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
875126,1,4500,4,10000,2160,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
875139,4,11000,10,20000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
875141,2,3000,2,6000,1500,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,
875289,4,3000,4,10000,3600,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6,,
875306,4,13000,7,15000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
875429,1,10000,5,13000,2500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
875538,2,5000,3,6000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
875652,1,10000,5,12000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
875726,4,2000,3,4000,1500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,
876023,4,3000,3,5000,2200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
876125,1,5000,5,12000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
876197,1,20000,3,25000,7000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
876364,4,2500,10,4000,1440,0,0,0,1,0,1,2,1,2500,7,15500,2900,1,0,0,0,0,,2,,,,,,,,,,,,,16.5,3,
876436,1,3000,3,3700,1300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
876442,4,9000,4,10000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,18,,
876481,1,7000,5,15000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
876523,1,10000,5,12000,3500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
876828,4,28000,5,30000,6600,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,
877045,2,2000,2,7000,2500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
877062,1,1000,3,9000,3000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
877065,1,5060,3,6000,940,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,
877098,2,15000,6,30000,5880,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,
877145,1,20000,10,40000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.25,,
877171,4,9000,5,12000,3000,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,9.17,,
877173,1,2000,3,3000,1900,0,0,0,1,0,1,2,2,240,1,480,240,0,0,0,1,0,1,2,,,,,,,,,,,,,9.02,0,
877176,1,3000,4,12600,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
877233,1,1548,6,12384,2064,0,0,0,1,0,1,2,4,2000,2,2000,150,0,0,0,1,0,1,1,,,,,,,,,,,,,10,0,
877271,4,6000,10,12000,1200,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6.02,,
877275,2,3000,6,6000,1211,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
877285,1,4500,3,8200,2724,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
877328,4,20000,10,40000,8400,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,6.03,,
877487,1,4000,5,10000,2400,0,0,0,1,0,1,2,2,1000,1,2000,1000,0,0,0,1,0,1,2,,,,,,,,,,,,,5,0,
877621,4,101000,20,130000,10300,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,
877644,1,3000,4,10000,3000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,
877645,1,7725,5,9300,1500,1,0,0,0,0,,2,1,3800,4,4000,200,1,0,0,0,0,,2,2,4000,5,6000,2000,0,0,0,0,1,,2,6,3.5,6.5
877704,1,6000,5,15000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
877739,4,2500,5,6000,1400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
877833,2,6000,5,6000,1250,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
877912,1,7000,4,7000,100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.05,,
878039,4,10000,5,15000,3500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
878142,1,500,1,2000,1200,1,0,0,0,0,,2,2,500,1,2000,1200,1,0,0,0,0,,2,,,,,,,,,,,,,1,1,
878156,1,500,2,2400,1500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
878212,2,5000,5,5000,1600,0,0,0,1,0,1,2,2,5000,5,5000,99,0,0,0,1,0,1,2,,,,,,,,,,,,,8,9,
878357,1,2700,4,4500,1800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,
878366,1,12500,4,25000,7200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
878412,4,5000,6,7000,1200,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,
878416,4,9000,5,12000,2400,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
878437,1,3300,5,11000,2600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
878475,4,3700,5,5000,1584,0,0,0,1,0,1,1,4,3800,5,4000,318,0,0,0,1,0,1,1,,,,,,,,,,,,,8.9,8.9,
878513,1,14000,7,16000,3000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,5.26,,
878573,1,9000,3,9000,5000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,18,,
878778,4,35000,10,45000,8000,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,
878781,1,6000,5,11000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
878783,4,11500,10,15000,2880,0,0,0,1,0,1,2,4,14400,10,15000,2880,0,0,0,1,0,1,2,,,,,,,,,,,,,13,8,
878797,1,6000,5,10000,3000,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,12,,
878800,4,1000,2,2000,1200,0,0,0,1,0,1,2,4,1500,2,3000,1400,0,0,0,1,0,1,2,,,,,,,,,,,,,10,11,
878810,1,7000,4,7000,340,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,
878836,1,20000,7,20000,4536,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
878970,1,2000,4,10800,1500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
879099,2,1200,3,3600,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
879257,1,10800,2,10800,4500,0,0,0,1,0,1,2,2,1995,2,2400,664,0,0,0,1,0,1,2,,,,,,,,,,,,,3,5.99,
879258,1,4500,2,10000,7600,0,0,0,1,0,2,2,1,200,3,5000,2400,0,0,0,1,0,2,2,,,,,,,,,,,,,0,0,
879308,1,2500,3,5000,1936,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
879319,1,50,5,21000,4800,1,0,0,0,0,,2,2,6000,5,9382,2304,1,0,0,0,0,,2,4,15000,10,20000,3000,0,0,0,1,0,2,1,8,8.07,7.05
879436,4,20000,10,20000,250,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,
879441,1,2000,4,10000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
879449,1,2000,6,11000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
879452,1,12000,5,16000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
879454,2,4000,3,6000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
879458,2,1500,4,4000,852,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
879484,1,8000,4,11000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
879492,1,6000,5,9000,2400,1,0,0,0,0,,2,2,20000,10,30000,5400,0,0,0,1,0,1,2,,,,,,,,,,,,,6,6,
879591,3,3000,5,5000,1600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
879628,2,100,12,49000,490,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
879676,1,16000,4,16000,345,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
879693,1,9150,3,16000,1860,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
879710,4,5000,10,10000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
879723,1,3500,4,10000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
879724,1,3000,4,6000,2000,0,0,0,1,0,1,2,2,500,2,1000,500,0,0,0,1,0,1,2,,,,,,,,,,,,,5,0,
879740,4,20000,10,25000,3600,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
879747,1,4200,3,14000,4200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,
879766,4,8000,8,8000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,16,,
879795,4,10000,6,17000,4300,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
879875,1,11000,3,16000,7000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,
879946,1,6360,5,13080,3180,1,0,0,0,0,,2,2,13740,5,22000,4580,0,0,0,1,0,1,2,,,,,,,,,,,,,8.05,9,
879958,1,600,5,6000,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,
879977,1,10000,5,18000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,
880003,2,1500,3,2000,500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
880011,1,11000,4,12000,650,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
880235,1,12000,5,15000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
880326,1,3800,5,9300,1900,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9.09,,
880398,4,2500,24,3000,300,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
880507,1,6000,3,10000,3840,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
880581,1,2500,5,6000,2000,1,0,0,0,0,,2,2,20000,7,45000,4500,0,0,0,1,0,1,2,,,,,,,,,,,,,6,4,
880701,4,2200,5,5000,2200,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,
880721,1,6000,3,9200,3200,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,
880727,2,1200,4,4200,1500,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
880737,1,18000,5,25000,7000,0,1,0,0,0,,2,3,2500,2,5000,2500,0,0,0,1,0,1,2,4,3000,3,4500,1500,0,0,0,1,0,2,2,3.8,7,8
880813,1,8000,5,20000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
880840,5,20000,5,20000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
880844,2,6000,7,18000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
880859,1,2000,3,8000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
880893,1,5000,3,7500,2500,0,0,0,0,1,,2,4,10000,12,18000,3000,0,0,0,0,1,,2,,,,,,,,,,,,,7,0,
880904,1,7000,10,20000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,
881003,1,2800,5,10000,3000,0,0,0,1,0,1,2,2,12000,5,12000,3000,1,0,0,0,0,,2,,,,,,,,,,,,,0,0,
881055,1,15000,4,20000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,
881075,4,8000,10,8000,800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
881089,1,2400,5,26000,4800,0,0,0,1,0,1,2,2,150,12,400,300,0,0,0,1,0,1,2,,,,,,,,,,,,,8,8,
881180,2,500,1,1200,700,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,
881284,1,9500,24,10000,450,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
881293,1,4000,3,6000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
881302,1,5000,5,6000,1000,0,0,0,1,0,1,2,1,3600,5,12500,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,9.05,7,
881381,2,1000,1,1000,100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,
881554,1,10000,5,11000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
881585,4,8000,5,74000,18000,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
881809,1,7000,4,9000,1000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
881871,1,3600,2,7000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
881913,2,300,1,600,300,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,15,,
881918,1,1800,4,18000,3600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
881922,1,6000,4,10000,2600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
881931,1,20000,4,35000,13000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
882127,4,20000,10,30000,7000,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,
882140,1,2500,3,5000,2500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,
882647,1,20000,5,22000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
882675,1,8140,5,95000,1360,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
882687,2,388,1,600,212,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
882781,1,3000,2,7000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
882921,2,700,1,700,100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
883052,1,7000,5,10000,2844,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,
883119,2,1500,24,3000,50,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
883150,1,12000,5,18000,4800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
883157,1,1890,4,8500,1890,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
883162,4,3000,7,6000,2000,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,
883194,1,2500,5,12000,2500,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
883225,2,500,1,1100,600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
883228,1,4500,5,12000,3000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
883252,4,20000,10,20000,2400,0,0,0,1,0,1,2,4,23000,10,23000,4000,0,0,0,1,0,2,2,,,,,,,,,,,,,9.5,9.5,
883342,4,12000,5,20000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,,
883356,1,4000,5,5000,1800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,
883448,1,5000,2,5000,600,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
883468,1,10000,5,18000,3800,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,
883555,4,4000,10,20000,4000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
883588,1,1596,3,4788,1596,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
883763,1,9500,6,16000,4800,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,
883787,1,2500,5,7000,1700,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
883853,4,750,1,1000,98,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
883862,4,19000,10,25000,3360,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
883890,1,2000,1,2000,158,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,
883894,4,7000,6,10000,3000,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
883910,1,24000,3,36000,6000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,
883912,5,1200,2,2400,1200,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
883974,1,4000,4,7000,2100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
883983,1,800,5,8000,2100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,
884143,1,3000,5,14000,3350,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
884219,1,1900,5,7000,2400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,
884231,4,40000,20,50000,5000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,
884247,1,17000,10,25000,2880,0,0,0,1,0,1,2,4,24400,12,30000,2880,0,0,0,1,0,1,2,,,,,,,,,,,,,6.26,2.05,
884250,2,8000,5,10000,1920,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
884332,1,2300,4,9600,2300,1,0,0,0,0,,2,1,25000,5,40000,9600,0,0,0,0,1,,2,,,,,,,,,,,,,4.5,3,
884352,1,8000,5,15000,3100,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
884383,2,800,24,1600,80,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,
884490,4,18000,7,25000,5088,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,11,,
884503,2,300,1,700,400,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
884519,1,2000,4,8000,2000,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
