nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,etalav2,etapen,coppu,prevcom,anprevcom,mprevcom1,mprevcom,coppip,docsezb
821841,3,,,,,,,,,,,,,,,,,2
821844,1,1,2,,,30,1,24,,,70,60,3,,,,,2
821852,1,2,1,30,1,18,1,20,,,,,,,,,,2
821852,2,2,2,,3,16,1,33,,32,65,50,,,,,,2
821852,3,0,,,,,,,,,,,,,,,,2
821854,1,1,2,,,28,1,35,,,,,,,,,,2
821854,2,0,,,,,,,,,,,,,,,,2
821856,1,1,2,,,25,1,18,,,65,40,,,,,,2
821856,2,0,,,,,,,,,,,,,,,,2
821856,3,0,,,,,,,,,,,,,,,,2
821856,4,,,,,,,,,,,,,,,,,2
821984,1,2,1,5,1,16,1,30,,,,,,,,,,2
821987,1,1,2,,,14,1,38,,,,,,,,,,2
821987,2,2,2,,3,14,1,35,,,,,,,,,,2
821993,1,2,2,,1,10,1,25,,,,,,,,,,2
821998,1,2,2,,3,10,1,35,,,,,,,,,,2
822019,1,2,2,,1,18,2,,,,,,,,,,,1
822019,2,2,2,,1,18,1,36,,34,,,2,,,,,1
822019,3,2,2,,1,21,1,12,,22,,,1,,,,,1
822019,4,0,,,,,,,,,,,,,,,,1
822033,1,3,2,,3,14,1,30,,,,,,,,,,1
822033,2,1,2,,,17,1,40,,,,,,,,,,1
822034,1,3,2,,1,13,1,42,,,,,,,,,,2
822119,1,4,1,2,1,22,1,5,,24,70,70,2,,,,,2
822119,2,4,2,,1,20,1,14,,24,,,2,,,,,2
822119,3,,,,,,,,,,,,,,,,,2
822123,1,1,2,,,17,1,30,,,,,,,,,,1
822123,2,1,1,1,,30,1,6,,,,,2,,,,,1
822139,1,1,2,,,15,1,33,,,,,,,,,,2
822151,1,2,2,,1,14,1,34,,,,,,,,,,2
822166,1,1,2,,,27,1,32,,,,,,,,,,1
822166,2,2,2,,1,16,1,37,,,,,,,,,,1
822166,3,3,1,1,3,22,1,4,,36,,,,,,,,1
822191,1,1,2,,,19,1,29,,,68,80,2,,,,,2
822191,2,1,2,,,22,1,26,,,,,2,,,,,2
822191,3,0,,,,,,,,,,,,,,,,2
822191,4,,,,,,,,,,,,,,,,,2
822255,1,3,2,,3,19,1,26,,40,67,60,1,,,,80,2
822255,2,1,2,,,20,1,35,,,,,,,,,,2
822263,1,1,2,,,29,1,28,,,70,40,,,,,,2
822263,2,0,,,,,,,,,,,,,,,,2
822263,3,0,,,,,,,,,,,,,,,,2
822266,1,2,2,,1,15,1,16,,,,,,,,,,2
822266,2,1,2,,,14,1,40,,,,,,,,,,2
822266,3,1,1,2,,17,1,20,,,,,2,,,,,2
822281,1,1,2,,,20,1,40,,,,,,,,,,2
822398,1,2,2,,3,12,1,38,,,,,,,,,,2
822398,2,3,1,3,3,13,1,20,,,,,,,,,,2
822408,1,4,2,,1,14,1,40,,,,,,,,,,2
822408,2,4,1,6,1,14,1,34,,,,,,,,,,2
822408,3,1,2,,,14,1,25,,,56,60,2,,,,,2
822419,1,3,2,,1,12,1,35,,,,,,,,,,2
822419,2,4,2,,1,10,1,30,,,,,,,,,,2
822468,1,0,,,,,,,,,,,,,,,,2
822497,1,2,1,2,1,18,1,9,,39,66,80,,,,,,2
822518,1,2,2,,1,22,1,22,,32,67,60,2,,,,,2
822530,1,6,1,1,3,17,1,14,,,,,,,,,,2
822530,2,3,2,,1,18,1,10,,26,,,3,,,,,2
822536,1,2,2,,1,16,1,24,,22,65,80,,,,,,2
822536,2,1,2,,,25,1,12,,,60,70,3,,,,,2
822559,1,1,2,,,25,1,35,,,,,,,,,,2
822559,2,3,2,,1,15,1,30,,,,,,,,,,2
822589,1,3,2,,1,16,1,40,,,,,,,,,,2
822614,1,2,2,,3,30,1,26,,30,65,70,,,,,,2
822614,2,1,1,13,,35,1,15,,,65,70,,,,,,2
822614,3,0,,,,,,,,,,,,,,,,2
822614,4,,,,,,,,,,,,,,,,,2
822678,1,1,2,,,16,1,45,,,,,,,,,,1
822694,1,1,2,,,20,1,26,,,64,60,2,,,,,2
822704,1,1,2,,,18,1,45,,,,,,,,,,2
822754,1,0,,,,,,,,,,,,,,,,2
822754,2,1,1,1,,16,1,42,,,,,,,,,,2
822776,1,1,2,,,17,1,34,,,64,70,2,,,,,2
822776,2,1,2,,,14,1,32,,,,,,,,,,2
822776,3,0,,,,,,,,,,,,,,,,2
822826,1,1,2,,,19,1,13,,,65,80,2,,,,,2
822826,2,1,2,,,22,1,7,,,65,80,2,,,,,2
822826,3,,,,,,,,,,,,,,,,,2
823046,1,10,2,,1,15,1,28,,32,65,60,,,,,,2
823046,2,0,,,,,,,,,,,,,,,,2
823046,3,0,,,,,,,,,,,,,,,,2
823053,1,0,,,,,,,,,,,,,,,,2
823250,1,1,2,,,20,1,35,,,62,80,,,,,,2
823250,2,1,2,,,16,1,29,,,60,80,3,,,,,2
823250,3,0,,,,,,,,,,,,,,,,2
823250,4,0,,,,,,,,,,,,,,,,2
823258,1,2,2,,1,24,2,,,,,,,,,,,1
823258,2,3,2,,1,26,1,23,,29,,,,,,,,1
823258,3,0,,,,,,,,,,,,,,,,1
823258,4,,,,,,,,,,,,,,,,,1
823259,1,1,2,,,14,2,,,,,,,,,,,2
823259,2,3,1,1,1,14,1,35,,,,,,,,,,2
823327,1,1,2,,,20,1,16,,,60,70,1,,,,70,2
823338,1,3,2,,3,20,1,45,,,,,,,,,,2
823338,2,1,2,,,18,1,20,,,,,,,,,,2
823338,3,4,1,4,3,19,1,3,,34,,,,,,,,2
823343,1,1,2,,,14,1,47,,,,,,,,,,2
823343,2,3,2,,1,18,1,15,,,,,,,,,,2
823346,1,3,1,15,1,14,1,25,,,,,,,,,,2
823425,1,1,2,,,23,1,20,,,65,80,3,,,,,1
823425,2,0,,,,,,,,,,,,,,,,1
823425,3,1,2,,,20,1,2,,,,,2,,,,,1
823451,1,1,2,,,23,1,15,,,65,80,2,,,,,1
823451,2,0,,,,,,,,,,,,,,,,1
823451,3,0,,,,,,,,,,,,,,,,1
823477,1,0,,,,,,,,,,,,,,,,2
823488,1,1,2,,,17,1,36,,,,,,,,,,1
823488,2,0,,,,,,,,,,,,,,,,1
823488,3,1,1,3,,20,1,10,,,75,60,2,,,,,1
823488,4,1,2,,,26,1,4,,,,,2,,,,,1
823488,5,1,2,,,20,1,2,,,,,2,,,,,1
823490,1,1,1,1,,17,1,20,,,75,70,2,,,,,2
823490,2,0,,,,,,,,,,,,,,,,2
823490,3,0,,,,,,,,,,,,,,,,2
823506,1,4,1,2,3,15,1,15,,,,,,,,,,2
823506,2,1,2,,,49,2,,,,,,2,,,,,2
823506,3,0,,,,,,,,,,,,,,,,2
823506,4,0,,,,,,,,,,,,,,,,2
823506,5,,,,,,,,,,,,,,,,,2
823506,6,,,,,,,,,,,,,,,,,2
823506,7,,,,,,,,,,,,,,,,,2
823519,1,5,2,,1,16,1,38,,39,60,70,2,,,,,2
823519,2,4,2,,1,16,1,23,,,,,,,,,,2
823519,3,3,2,,1,19,1,3,,19,,,2,,,,,2
823524,1,1,2,,,16,1,35,,,,,,,,,,2
823524,2,0,,,,,,,,,,,,,,,,2
823679,1,2,2,,3,12,1,37,,,,,,,,,,2
823679,2,6,1,10,1,18,1,2,,,,,,,,,,2
823752,1,2,1,1,3,27,1,20,,32,65,30,,,,,,2
823752,2,1,2,,,30,1,20,,,65,85,2,,,,,2
823752,3,0,,,,,,,,,,,,,,,,2
823752,4,0,,,,,,,,,,,,,,,,2
823752,5,,,,,,,,,,,,,,,,,2
823767,1,1,2,,,21,1,30,,,67,50,,,,,,2
823767,2,0,,,,,,,,,,,,,,,,2
823767,3,0,,,,,,,,,,,,,,,,2
823865,1,0,,,,,,,,,,,,,,,,2
823865,2,1,1,1,,27,1,20,,,,,,,,,,2
823865,3,,,,,,,,,,,,,,,,,2
823868,1,0,,,,,,,,,,,,,,,,2
823868,2,1,1,1,,16,1,30,,,,,1,,,,,2
823868,3,,,,,,,,,,,,,,,,,2
823868,4,,,,,,,,,,,,,,,,,2
823918,1,2,1,3,1,14,1,14,,,,,,,,,,2
823918,2,2,2,,3,12,1,25,,,,,,,,,,2
823954,1,3,1,6,1,17,1,37,,,,,,,,,,1
823957,1,1,2,,,17,1,35,,,,,,,,,,1
823957,2,1,2,,,25,1,40,,,,,,,,,,1
823959,1,7,1,1,1,16,1,34,,40,67,60,2,,,,,1
823963,1,2,2,,1,16,1,34,,18,60,70,,,,,,2
823963,2,3,2,,1,20,1,28,,28,,,1,,,,,2
823963,3,0,,,,,,,,,,,,,,,,2
823963,4,0,,,,,,,,,,,,,,,,2
823993,1,2,2,,1,15,1,40,,,,,,,,,,1
823993,2,0,,,,,,,,,,,,,,,,1
824120,1,2,2,,1,11,1,36,,,,,,,,,,2
824120,2,1,2,,,37,1,15,,,,,,,,,,2
824196,1,4,2,,1,24,1,28,,38,67,60,1,,,,65,2
824196,2,2,2,,1,25,1,26,,28,68,70,1,,,,75,2
824196,3,0,,,,,,,,,,,,,,,,2
824236,1,0,,,,,,,,,,,,,,,,2
824241,1,1,2,,,18,1,35,,,,,,,,,,2
824241,2,1,2,,,20,1,40,,,,,,,,,,2
824302,1,1,2,,,18,1,25,,,,,,,,,,2
824338,1,2,2,,1,19,1,38,,25,60,90,2,,,,,2
824338,2,1,2,,,15,1,25,,,,,,,,,,2
824344,1,2,2,,1,15,1,25,,29,58,50,,,,,,2
824344,2,1,2,,,18,1,3,,,,,,,,,,2
824344,3,,,,,,,,,,,,,,,,,2
824344,4,,,,,,,,,,,,,,,,,2
824345,1,3,2,,1,29,1,24,,43,67,75,2,,,,,1
824345,2,0,,,,,,,,,,,,,,,,1
824345,3,0,,,,,,,,,,,,,,,,1
824351,1,2,2,,1,20,1,37,,,,,,,,,,2
824351,2,1,2,,,20,1,25,,,,,,,,,,2
824351,3,3,1,2,1,25,1,7,,30,,,2,,,,,2
824351,4,1,1,2,,27,1,3,,,,,2,,,,,2
824351,5,4,1,3,3,19,1,1,,19,,,,,,,,2
824480,1,0,,,,,,,,,,,,,,,,2
824480,2,1,2,,,23,1,40,,,,,,,,,,2
824574,1,0,,,,,,,,,,,,,,,,2
824623,1,1,1,8,,15,1,4,,,70,50,,,,,,2
824637,1,1,1,3,,20,1,35,,,,,,,,,,2
824663,1,1,2,,,27,1,9,,,70,80,2,,,,,2
824671,1,1,2,,,25,1,11,,,65,90,2,,,,,2
824671,2,0,,,,,,,,,,,,,,,,2
824671,3,,,,,,,,,,,,,,,,,2
824695,1,1,2,,,30,1,30,,,,,,,,,,2
824718,1,1,2,,,25,1,7,,,70,80,2,,,,,2
824718,2,0,,,,,,,,,,,,,,,,2
824724,1,2,2,,1,18,1,47,,,,,,,,,,2
824724,2,1,2,,,20,1,39,,,59,70,2,,,,,2
824724,3,4,1,1,1,32,1,4,,37,,,2,,,,,2
824725,1,2,2,,3,25,1,19,,30,67,70,,,,,,2
824725,2,1,2,,,34,1,4,,,60,70,2,,,,,2
824725,3,,,,,,,,,,,,,,,,,2
824725,4,,,,,,,,,,,,,,,,,2
824730,1,0,,,,,,,,,,,,,,,,2
824734,1,2,2,,1,18,1,41,,35,65,70,2,,,,,2
824734,2,2,1,7,1,18,1,2,,,,,,,,,,2
824734,3,2,1,7,1,19,1,3,,,,,,,,,,2
824735,1,1,2,,,23,1,26,,,66,70,2,,,,,2
824755,1,1,2,,,22,1,35,,,,,,,,,,1
824755,2,1,2,,,16,1,35,,,,,,,,,,1
824761,1,2,1,7,3,19,1,19,,,,,,,,,,2
824761,2,9,2,,3,16,1,4,,44,67,40,,,,,,2
824761,3,,,,,,,,,,,,,,,,,2
824761,4,,,,,,,,,,,,,,,,,2
824798,1,1,1,1,,17,1,12,,,,,,,,,,2
824798,2,,,,,,,,,,,,,,,,,2
824798,3,0,,,,,,,,,,,,,,,,2
824803,1,0,,,,,,,,,,,,,,,,2
824803,2,0,,,,,,,,,,,,,,,,2
824808,1,4,1,3,1,23,1,26,,32,70,70,2,,,,,2
824808,2,1,2,,,20,1,15,,,67,70,2,,,,,2
824808,3,,,,,,,,,,,,,,,,,2
824824,1,2,1,6,2,25,1,15,,29,67,70,,,,,,2
824824,2,1,2,,,19,1,8,,,,,2,,,,,2
824824,3,,,,,,,,,,,,,,,,,2
824824,4,,,,,,,,,,,,,,,,,2
824846,1,1,2,,,17,1,40,,,,,,,,,,2
824846,2,0,,,,,,,,,,,,,,,,2
824857,1,0,,,,,,,,,,,,,,,,2
824876,1,2,2,,2,14,1,43,,,,,,,,,,2
824876,2,0,,,,,,,,,,,,,,,,2
824876,3,1,2,,,28,1,10,,,,,,,,,,2
824887,1,5,2,,1,15,1,40,,,,,,,,,,2
824887,2,2,2,,3,17,1,32,,25,,,2,,,,,2
824887,3,1,2,,,20,1,25,,,,,,,,,,2
824891,1,0,,,,,,,,,,,,,,,,2
824891,2,0,,,,,,,,,,,,,,,,2
824938,1,2,2,,1,15,1,35,,,,,,,,,,2
824938,2,1,2,,,18,1,15,,,,,,,,,,2
825040,1,4,2,,1,20,1,11,,37,56,100,2,,,,,2
825040,2,0,,,,,,,,,,,,,,,,2
825040,3,2,2,,3,18,1,11,,30,,,2,,,,,2
825040,4,0,,,,,,,,,,,,,,,,2
825040,5,,,,,,,,,,,,,,,,,2
825040,6,,,,,,,,,,,,,,,,,2
825040,7,,,,,,,,,,,,,,,,,2
825078,1,3,2,,1,25,1,21,,25,67,70,2,,,,,2
825078,2,1,2,,,32,1,19,,,,,2,,,,,2
825078,3,,,,,,,,,,,,,,,,,2
825096,1,2,1,2,1,19,1,23,,,,,,,,,,2
825096,2,1,2,,,18,1,44,,,,,,,,,,2
825096,3,1,2,,,27,1,9,,,,,2,,,,,2
825096,4,1,2,,,24,1,9,,,,,,,,,,2
825153,1,2,2,,1,17,1,12,,36,65,60,2,,,,,2
825153,2,1,2,,,17,1,10,,,,,,,,,,2
825153,3,,,,,,,,,,,,,,,,,2
825153,4,,,,,,,,,,,,,,,,,2
825153,5,,,,,,,,,,,,,,,,,2
825172,1,3,2,,1,18,1,11,,40,65,60,2,,,,,2
825172,2,2,1,1,1,18,1,5,,,,,,,,,,2
825172,3,,,,,,,,,,,,,,,,,2
825184,1,2,2,,1,16,1,39,,,,,,,,,,2
825184,2,0,,,,,,,,,,,,,,,,2
825189,1,4,2,,3,21,1,23,,35,65,70,2,,,,,2
825189,2,3,1,1,1,20,1,3,,,,,,,,,,2
825189,3,,,,,,,,,,,,,,,,,2
825189,4,,,,,,,,,,,,,,,,,2
825216,1,1,2,,,21,1,34,,,,,,,,,,2
825513,1,1,1,6,,16,1,18,,,,,,,,,,1
825528,1,0,,,,,,,,,,,,,,,,1
825782,1,1,2,,,16,1,35,,,,,,,,,,2
825782,2,1,2,,,23,1,37,,,,,,,,,,2
825824,1,1,2,,,15,1,16,,,68,50,,,,,,1
825824,2,0,,,,,,,,,,,,,,,,1
825824,3,1,2,,,20,2,,,,,,,,,,,1
825824,4,1,2,,,21,2,,,,,,,,,,,1
825824,5,0,,,,,,,,,,,,,,,,1
825824,6,0,,,,,,,,,,,,,,,,1
825824,7,,,,,,,,,,,,,,,,,1
825849,1,0,,,,,,,,,,,,,,,,2
825889,1,0,,,,,,,,,,,,,,,,2
825889,2,1,2,,,25,1,24,,,,,,,,,,2
825889,3,,,,,,,,,,,,,,,,,2
825940,1,1,2,,,18,1,31,,,65,65,,,,,,2
825940,2,1,2,,,18,1,40,,,,,2,,,,,2
825951,1,1,2,,,18,1,39,,,60,65,2,,,,,2
825951,2,1,2,,,20,1,38,,,,,2,,,,,2
825977,1,2,2,,1,20,1,25,,47,65,50,2,,,,,2
825977,2,1,2,,,23,1,35,,,,,,,,,,2
825977,3,2,1,3,1,20,2,,,,,,,,,,,2
826006,1,0,,,,,,,,,,,,,,,,2
826006,2,1,1,2,,15,1,25,,,,,2,,,,,2
826006,3,1,1,3,,16,1,6,,,,,,,,,,2
826006,4,1,1,1,,16,1,5,,,,,2,,,,,2
826006,5,1,1,1,,16,1,4,,,,,2,,,,,2
826105,1,4,2,,1,15,1,12,,37,67,70,3,,,,,2
826105,2,1,2,,,40,1,2,,,,,,,,,,2
826105,3,3,2,,1,18,1,2,,19,67,80,2,,,,,2
826105,4,0,,,,,,,,,,,,,,,,2
826115,1,5,2,,1,14,1,40,,,,,,,,,,2
826115,2,3,2,,1,14,1,10,,,,,,,,,,2
826115,3,1,2,,,19,1,2,,,65,50,2,,,,,2
826118,1,4,2,,1,18,1,13,,27,65,60,2,,,,,2
826118,2,3,2,,1,18,1,11,,24,65,60,2,,,,,2
826132,1,1,2,,,11,1,40,,,,,,,,,,2
826135,1,3,2,,3,18,1,42,,23,70,50,,,,,,2
826152,1,8,2,,1,14,1,33,,,,,,,,,,2
826152,2,1,2,,,20,1,5,,,,,,,,,,2
826214,1,1,2,,,19,1,42,,,65,60,,,,,,2
826214,2,2,2,,3,20,1,35,,30,,,,,,,,2
826214,3,1,2,,,25,1,,8,,,,,,,,,2
826216,1,1,2,,,24,1,38,,,64,60,1,,,,70,2
826216,2,2,2,,3,21,1,36,,30,,,,,,,,2
826216,3,0,,,,,,,,,,,,,,,,2
826216,4,0,,,,,,,,,,,,,,,,2
826216,5,0,,,,,,,,,,,,,,,,2
826224,1,1,2,,,24,1,7,,,65,60,1,,,,70,2
826224,2,1,1,2,,21,1,1,,,,,,,,,,2
826224,3,,,,,,,,,,,,,,,,,2
826234,1,4,2,,1,20,1,16,,34,67,40,2,,,,,2
826234,2,0,,,,,,,,,,,,,,,,2
826234,3,,,,,,,,,,,,,,,,,2
826242,1,4,1,1,3,16,1,10,,34,70,40,2,,,,,2
826248,1,2,2,,1,19,1,38,,,,,,,,,,2
826248,2,1,2,,,19,1,33,,,,,,,,,,2
826266,1,4,2,,1,14,1,40,,,,,,,,,,2
826266,2,2,2,,1,27,1,18,,,,,,,,,,2
826307,1,2,2,,3,14,1,43,,,,,,,,,,2
826347,1,1,2,,,16,1,24,,,67,50,,,,,,2
826362,1,0,,,,,,,,,,,,,,,,2
826362,2,1,1,14,,16,1,10,,,,,,,,,,2
826362,3,0,,,,,,,,,,,,,,,,2
826362,4,1,2,,,15,1,20,,,,,2,,,,,2
826365,1,1,2,,,16,1,20,,,65,50,2,,,,,2
826365,2,1,1,3,,15,1,29,,,,,,,,,,2
826365,3,0,,,,,,,,,,,,,,,,2
826427,1,1,2,,,26,1,36,,,,,,,,,,2
826427,2,1,2,,,15,1,30,,,,,,,,,,2
826456,1,3,2,,2,30,1,13,,34,75,70,,,,,,2
826456,2,3,2,,1,26,1,15,,29,65,60,2,,,,,2
826456,3,,,,,,,,,,,,,,,,,2
826456,4,,,,,,,,,,,,,,,,,2
826509,1,2,2,,1,19,1,25,,44,65,70,2,,,,,2
826509,2,1,1,2,,20,1,15,,,,,,,,,,2
826509,3,,,,,,,,,,,,,,,,,2
826509,4,,,,,,,,,,,,,,,,,2
826516,1,2,2,,1,24,1,15,,39,65,70,2,,,,,2
826565,1,4,2,,1,14,1,40,,,,,,,,,,2
826687,1,1,2,,,20,1,35,,,,,,,,,,2
826687,2,1,2,,,16,1,35,,,,,,,,,,2
826744,1,2,2,,3,16,1,33,,46,65,40,2,,,,,2
826744,2,4,2,,3,20,1,9,,38,65,40,,,,,,2
826744,3,0,,,,,,,,,,,,,,,,2
826744,4,0,,,,,,,,,,,,,,,,2
826892,1,1,1,2,,20,2,,,,,,,,,,,2
826892,2,1,2,,,16,1,24,,,,,3,,,,,2
826955,1,6,2,,3,15,1,22,,,,,,,,,,2
826971,1,3,1,5,1,16,1,3,,,,,,,,,,2
826971,2,,,,,,,,,,,,,,,,,2
826971,3,,,,,,,,,,,,,,,,,2
826996,1,1,2,,,20,1,36,,,63,60,1,,,,70,1
827006,1,2,2,,1,16,1,40,,,,,,,,,,1
827036,1,2,1,1,3,18,1,21,,24,63,40,,,,,,1
827046,1,2,2,,1,12,1,40,,,,,,,,,,1
827046,2,1,2,,,18,1,15,,,,,,,,,,1
827146,1,0,,,,,,,,,,,,,,,,2
827168,1,3,2,,1,20,1,35,,,,,,,,,,1
827168,2,1,2,,,24,1,38,,,,,3,,,,,1
827188,1,4,2,,1,17,1,40,,,,,,,,,,2
827188,2,0,,,,,,,,,,,,,,,,2
827188,3,4,1,1,1,19,1,8,,25,,,2,,,,,2
827188,4,1,2,,,23,1,1,,,,,4,,,,,2
827345,1,1,2,,,14,1,27,,,,,,,,,,2
827369,1,3,2,,3,16,1,19,,33,65,70,,,,,,2
827369,2,1,2,,,20,1,11,,,,,2,,,,,2
827386,1,4,2,,1,13,1,20,,,,,,,,,,2
827398,1,0,,,,,,,,,,,,,,,,2
827398,2,3,2,,1,14,1,36,,,,,,,,,,2
827413,1,2,2,,1,18,1,36,,45,62,60,2,,,,,1
827413,2,1,2,,,30,1,23,,,68,60,2,,,,,1
827413,3,0,,,,,,,,,,,,,,,,1
827428,1,3,2,,1,20,1,4,,,,,,,,,,2
827428,2,0,,,,,,,,,,,,,,,,2
827428,3,,,,,,,,,,,,,,,,,2
827436,1,5,2,,1,25,1,13,,35,65,30,1,,,,40,2
827436,2,5,2,,3,17,1,16,,25,,,1,,,,,2
827436,3,,,,,,,,,,,,,,,,,2
827436,4,,,,,,,,,,,,,,,,,2
827447,1,1,2,,,14,1,16,,,,,,,,,,2
827457,1,3,1,24,3,16,1,22,,32,65,80,,,,,,2
827457,2,1,2,,,27,1,12,,,,,2,,,,,2
827457,3,,,,,,,,,,,,,,,,,2
827486,1,2,2,,1,16,1,35,,,,,,,,,,2
827578,1,1,2,,,28,1,42,,,75,80,,,,,,2
827615,1,1,2,,,20,1,18,,,67,80,2,,,,,2
827615,2,,,,,,,,,,,,,,,,,2
827615,3,,,,,,,,,,,,,,,,,2
827618,1,1,2,,,25,1,35,,,,,,,,,,2
827618,2,0,,,,,,,,,,,,,,,,2
827639,1,1,2,,,18,1,25,,,,,,,,,,2
827647,1,2,2,,1,15,1,44,,,,,,,,,,2
827647,2,1,2,,,15,1,30,,,,,,,,,,2
827647,3,1,2,,,20,1,5,,,,,2,,,,,2
827689,1,0,,,,,,,,,,,,,,,,2
827847,1,1,2,,,19,1,35,,,,,,,,,,2
827847,2,3,2,,1,19,1,35,,,,,,,,,,2
827847,3,0,,,,,,,,,,,,,,,,2
827870,1,5,1,6,1,20,1,20,,27,65,60,2,,,,,2
827874,1,1,1,5,,16,1,24,,,,,,,,,,2
827874,2,1,1,1,,35,1,10,,,,,2,,,,,2
827874,3,1,1,3,,25,2,,,,,,2,,,,,2
827874,4,1,2,,,19,1,2,,,,,,,,,,2
827880,1,1,2,,,15,1,22,,,65,50,2,,,,,2
827880,2,1,2,,,35,1,10,,,,,,,,,,2
827880,3,0,,,,,,,,,,,,,,,,2
827880,4,0,,,,,,,,,,,,,,,,2
827887,1,3,2,,3,15,1,35,,,,,,,,,,2
827887,2,0,,,,,,,,,,,,,,,,2
828121,1,0,,,,,,,,,,,,,,,,1
828183,1,0,,,,,,,,,,,,,,,,1
828184,1,0,,,,,,,,,,,,,,,,2
828184,2,0,,,,,,,,,,,,,,,,2
850013,1,2,1,2,3,19,1,5,,19,65,80,2,,,,,2
850013,2,2,2,,3,19,1,20,,21,,,,,,,,2
850013,3,,,,,,,,,,,,,,,,,2
850016,1,3,2,,1,19,1,9,,22,65,40,2,,,,,2
850016,2,2,2,,1,19,1,10,,24,,,2,,,,,2
850024,1,1,1,4,,25,1,13,,,70,60,2,,,,,2
850030,1,5,2,,3,24,1,7,,30,70,50,2,,,,,2
850035,1,1,2,,,20,1,11,,,65,70,2,,,,,2
850035,2,1,2,,,20,1,14,,,,,2,,,,,2
850035,3,,,,,,,,,,,,,,,,,2
851015,1,2,2,,1,17,1,35,,,,,,,,,,2
851015,2,0,,,,,,,,,,,,,,,,2
851025,1,5,1,1,3,14,1,5,,18,70,30,2,,,,,2
851025,2,1,2,,,30,1,20,,,,,2,,,,,2
851025,3,0,,,,,,,,,,,,,,,,2
851025,4,0,,,,,,,,,,,,,,,,2
851025,5,0,,,,,,,,,,,,,,,,2
851025,6,0,,,,,,,,,,,,,,,,2
851101,1,2,1,6,1,18,1,4,,,,,,,,,,2
851101,2,3,2,,1,18,1,6,,30,65,90,3,,,,,2
851101,3,,,,,,,,,,,,,,,,,2
851101,4,,,,,,,,,,,,,,,,,2
851107,1,2,2,,1,20,1,28,,40,68,70,3,,,,,2
851107,2,2,2,,3,18,1,30,,42,,,2,,,,,2
851107,3,0,,,,,,,,,,,,,,,,2
851110,1,1,2,,,18,1,33,,,60,40,,,,,,2
851114,1,0,,,,,,,,,,,,,,,,2
851114,2,1,2,,,18,1,20,,,,,3,,,,,2
851114,3,,,,,,,,,,,,,,,,,2
851114,4,,,,,,,,,,,,,,,,,2
851116,1,1,2,,,16,1,40,,,,,,,,,,2
851116,2,0,,,,,,,,,,,,,,,,2
851151,1,1,2,,,20,1,40,,,,,,,,,,2
851151,2,0,,,,,,,,,,,,,,,,2
851172,1,2,2,,1,28,1,19,,48,67,60,2,,,,,2
851172,2,1,2,,,20,1,30,,,,,2,,,,,2
851172,3,,,,,,,,,,,,,,,,,2
851172,4,,,,,,,,,,,,,,,,,2
851176,1,4,2,,1,20,1,25,,20,65,70,,,,,,2
851176,2,1,2,,,26,1,18,,,66,60,,,,,,2
851176,3,,,,,,,,,,,,,,,,,2
851281,1,1,2,,,21,1,38,,,62,80,2,,,,,2
851281,2,0,,,,,,,,,,,,,,,,2
851281,3,0,,,,,,,,,,,,,,,,2
851322,1,3,2,,1,19,1,28,,40,65,60,2,,,,,2
851322,2,2,2,,1,19,1,27,,35,,,2,,,,,2
851322,3,0,,,,,,,,,,,,,,,,2
851322,4,0,,,,,,,,,,,,,,,,2
851331,1,5,2,,1,16,1,22,,,,,,,,,,2
851331,2,1,2,,,18,1,23,,,,,,,,,,2
851331,3,1,2,,,26,1,3,,,,,2,,,,,2
851333,1,3,2,,1,27,1,31,,32,67,70,,,,,,2
851336,1,1,2,,,19,1,31,,,60,70,2,,,,,2
851336,2,6,2,,3,19,1,15,,44,55,60,2,,,,,2
851336,3,,,,,,,,,,,,,,,,,2
851336,4,,,,,,,,,,,,,,,,,2
851342,1,1,2,,,30,1,15,,,65,40,,,,,,2
851342,2,1,2,,,43,1,31,,,,,,,,,,2
851342,3,4,2,,1,25,1,15,,41,,,2,,,,,2
851342,4,,,,,,,,,,,,,,,,,2
851342,5,,,,,,,,,,,,,,,,,2
851392,1,5,2,,3,16,1,34,,47,58,70,2,,,,,1
851392,2,5,1,5,3,14,1,10,,,,,,,,,,1
851392,3,0,,,,,,,,,,,,,,,,1
851393,1,2,2,,3,16,1,28,,20,70,40,,,,,,2
851399,1,2,2,,1,18,1,28,,48,67,40,,,,,,1
851399,2,2,2,,1,19,1,34,,19,,,2,,,,,1
851399,3,0,,,,,,,,,,,,,,,,1
851399,4,0,,,,,,,,,,,,,,,,1
851399,5,,,,,,,,,,,,,,,,,1
851448,1,0,,,,,,,,,,,,,,,,2
851493,1,1,2,,,16,1,43,,,,,,,,,,2
851493,2,1,2,,,22,1,37,,,,,,,,,,2
851504,1,1,2,,,17,1,48,,,,,,,,,,2
851504,2,2,2,,3,16,1,30,,,,,,,,,,2
851514,1,5,2,,1,15,1,5,,,,,,,,,,2
851514,2,5,2,,1,15,1,22,,47,,,2,,,,,2
851514,3,0,,,,,,,,,,,,,,,,2
851514,4,,,,,,,,,,,,,,,,,2
851542,1,1,2,,,18,2,,,,,,,,,,,1
851542,2,3,2,,3,20,1,35,,,,,,,,,,1
851544,1,3,1,1,3,14,1,15,,,,,,,,,,2
851552,1,2,2,,1,14,1,33,,,,,,,,,,1
851552,2,2,2,,3,16,1,4,,,,,,,,,,1
