nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
857227,2,1,1,1,1,1,12,2,7,35,2,,26000,1,1500
857273,1,1,1,1,1,1,12,2,7,40,2,,19000,2,0
857315,1,1,2,2,2,2,1,2,1,70,2,,1000,1,
857350,1,1,1,1,1,1,12,2,2,50,2,,30000,2,0
857350,2,1,1,1,1,1,12,2,1,40,2,,17000,2,0
857399,3,1,1,1,1,1,12,2,3,40,2,,14500,2,0
857408,1,1,1,1,1,1,12,2,3,30,2,,14500,2,0
857408,2,1,1,1,1,1,12,2,2,40,2,,13500,2,0
857466,1,1,1,1,1,1,12,1,,36,1,1,15000,2,0
857466,2,1,1,1,1,1,12,1,,36,1,2,18000,2,0
857467,1,1,1,2,2,1,12,2,1,13,2,,4000,2,0
857467,3,1,1,2,1,1,12,2,1,36,2,,1800,2,0
857514,2,1,1,1,1,1,12,2,1,60,1,10,18000,2,0
857521,1,1,1,1,1,1,12,2,2,24,2,,9000,2,0
857528,2,1,1,1,1,1,12,2,5,50,2,,30000,2,0
857621,2,1,1,2,1,1,12,2,1,18,2,,8000,2,0
857624,2,1,1,1,1,1,12,1,,18,2,,24000,2,0
857654,1,1,1,1,1,1,12,2,7,45,1,7,37000,1,1200
857670,1,1,1,1,1,1,12,1,,36,2,,19500,1,1260
857679,2,2,1,1,1,1,12,1,,40,2,,25000,2,0
857686,1,1,1,1,1,1,12,2,6,40,2,,21000,2,0
857686,2,2,1,1,1,1,12,2,6,40,2,,21000,2,0
857741,2,1,1,1,2,1,12,2,1,40,2,,14000,2,0
857794,1,1,1,2,1,1,12,2,2,20,2,,5500,2,0
857794,4,1,1,1,1,1,12,2,1,40,2,,11700,2,0
857840,2,1,1,1,1,1,12,1,,22,2,,16900,2,0
857856,2,1,1,1,1,1,12,2,2,40,2,,14300,2,0
857857,1,1,1,1,1,1,12,2,7,40,1,4,20000,2,0
857866,2,1,1,2,1,1,12,2,5,25,2,,7200,2,0
857892,1,1,1,1,1,1,12,2,7,40,1,5,20000,2,0
857892,2,2,1,2,1,1,12,2,1,12,2,,10000,2,0
857901,2,1,1,1,1,1,12,2,3,48,2,,17000,2,0
857951,1,1,1,1,2,1,12,2,5,40,2,,14800,2,0
857994,1,1,1,1,1,1,12,1,,50,1,10,30000,2,0
858046,1,1,1,1,1,1,12,2,2,40,1,2,18000,1,
858047,2,1,1,1,2,1,12,2,2,40,1,2,13500,2,0
858090,1,1,1,1,1,1,12,2,7,36,1,0,23000,1,200
858159,1,1,1,1,1,1,12,1,,40,1,10,22000,2,0
858159,2,1,1,2,1,1,12,2,1,20,2,,9000,2,0
858178,2,1,1,1,1,1,12,1,,40,2,,100000,2,0
858230,1,1,1,1,1,1,12,2,3,40,2,,14000,1,100
858230,3,3,1,2,3,2,8,2,3,22,2,,3000,2,0
858238,1,1,1,1,1,1,12,2,3,40,2,,17000,1,100
858238,2,1,1,1,1,1,12,2,2,40,2,,19000,1,100
858278,1,1,1,1,1,1,12,2,2,40,1,2,15000,2,0
858282,1,1,1,1,2,3,,2,3,40,2,,8000,2,0
858282,2,1,1,1,1,1,12,1,,36,2,,13000,2,0
858282,4,1,1,1,2,2,10,2,2,40,2,,9000,2,0
858305,1,1,1,1,1,1,12,1,,25,2,,19000,2,0
858305,2,1,1,1,1,1,12,2,6,40,1,5,24000,2,0
858305,3,1,1,1,1,1,12,2,2,35,1,5,19500,2,0
858352,1,1,1,1,1,1,12,2,7,10,2,,,2,0
858353,2,1,1,1,2,1,12,1,,36,2,,14000,2,0
858390,1,1,1,2,1,1,12,2,1,26,2,,10500,2,0
858392,1,1,1,2,1,1,12,2,1,12,2,,2600,2,0
858392,1,1,2,2,1,1,12,2,1,2,2,,610,2,0
858445,1,1,1,1,1,1,12,1,,25,2,,19500,2,0
858534,1,1,1,2,1,2,4,2,1,30,1,0,13000,2,0
858534,2,1,1,2,1,1,12,2,7,10,2,,6000,2,0
858585,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0
858585,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0
858585,3,1,1,2,3,3,,2,2,40,2,,5000,2,0
858712,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0
858735,1,1,1,1,1,3,,2,1,18,2,,7000,2,0
858743,1,1,1,1,1,1,12,1,,40,2,,16000,2,0
858743,3,1,1,1,1,1,12,2,1,40,2,,10000,2,0
858811,1,1,1,1,1,1,12,2,7,42,2,,31000,1,1200
858811,2,1,1,1,1,1,12,1,,35,2,,17000,2,0
859008,2,1,1,2,1,1,12,2,6,30,2,,17000,2,0
859008,3,1,1,2,2,1,12,1,,20,2,,6000,2,0
859085,1,1,1,1,1,1,12,1,,36,2,,19000,2,0
859153,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0
859200,1,1,1,1,1,1,12,1,,28,2,,13000,2,0
859200,2,1,1,1,1,1,12,1,,28,2,,13000,2,0
859244,3,1,1,1,1,1,12,2,5,40,2,,15200,2,0
859259,2,1,1,1,2,2,3,1,,35,2,,4000,2,0
859261,1,1,1,1,1,1,12,2,7,50,2,,55000,1,220
859261,2,1,1,1,1,1,12,2,7,40,2,,50000,2,0
859264,1,1,1,1,1,1,12,2,6,45,2,,25000,1,7500
859264,2,2,1,1,2,2,4,2,2,40,2,,7400,2,0
859271,1,1,1,1,1,1,12,2,4,38,2,,17400,2,0
859271,2,2,1,2,1,1,12,2,4,20,1,2,9100,2,0
859271,3,1,1,1,1,1,12,2,7,38,1,2,24000,1,1200
859282,1,1,1,1,1,1,12,2,7,38,1,1,38000,2,0
859282,2,1,1,1,1,1,12,2,2,30,2,,15600,2,0
859360,2,1,1,1,2,1,12,2,2,36,2,,15000,2,0
859426,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0
859426,2,1,1,1,1,1,12,2,2,40,2,,20000,2,0
859456,1,1,1,1,1,1,12,1,,36,2,,18500,2,0
859456,2,1,1,1,1,1,12,1,,36,2,,19000,2,0
859459,1,1,1,2,1,1,12,2,5,25,1,8,27000,2,0
859459,3,3,1,1,2,1,12,2,7,40,1,10,14000,2,0
859501,1,1,1,1,1,1,12,2,6,20,2,,21500,2,0
859507,1,1,1,1,1,1,12,2,2,40,2,,18200,2,0
859515,2,2,1,2,3,3,,2,1,8,2,,3500,2,0
859572,3,1,1,2,2,1,12,1,,24,2,,3200,2,0
859573,1,1,1,1,2,3,,2,1,30,2,,4000,2,0
859580,1,1,1,1,1,1,12,2,4,40,2,,18550,2,0
859584,2,1,1,1,1,2,5,2,4,48,2,,5000,2,0
859592,1,1,1,1,1,1,12,1,,48,1,10,80000,2,0
859592,2,1,1,1,1,1,12,1,,36,2,,18000,2,0
859611,1,1,1,1,1,1,12,1,,40,2,,40000,2,0
859611,2,1,1,1,1,1,12,1,,36,2,,18200,2,0
859611,3,1,1,1,2,1,12,1,,30,2,,15800,2,0
859695,2,1,1,2,2,1,12,2,2,20,2,,10000,2,0
859734,2,1,1,1,1,1,12,2,2,40,1,5,14100,2,0
859740,1,1,1,2,1,1,12,2,7,32,1,5,23000,2,0
859740,2,1,1,2,1,1,12,2,1,30,2,,14000,2,0
859754,3,1,1,2,1,1,12,2,6,25,2,,3700,2,0
859754,4,1,1,1,2,1,12,2,7,40,2,,18000,2,0
859779,2,1,1,1,1,1,12,2,7,40,2,,35000,2,0
859795,2,2,1,1,1,2,7,1,,36,2,,14000,1,320
859856,4,4,1,1,2,1,12,1,,35,2,,20000,2,0
859888,1,1,1,1,1,1,12,2,4,40,2,,18200,2,0
859908,1,1,1,2,1,1,12,2,2,22,2,,11200,2,0
859908,2,2,1,1,1,1,12,2,4,40,2,,19000,2,0
859913,1,1,1,2,1,1,12,2,6,20,2,,6700,2,0
859913,2,2,1,1,1,1,12,2,4,40,2,,14900,2,0
859920,2,2,1,1,1,1,12,2,2,40,1,5,23000,2,0
859983,1,1,1,1,1,1,12,2,2,40,2,,,2,0
859985,2,2,1,1,1,1,12,1,,36,1,6,15000,2,0
860011,1,1,1,1,1,1,12,2,6,50,2,,44000,1,1200
860042,2,1,1,1,2,1,12,2,4,18,2,,22000,2,0
860059,1,1,1,1,1,1,12,2,5,40,1,4,23800,2,0
860059,2,1,1,1,1,1,12,2,6,40,1,10,24000,1,1200
860095,1,1,1,1,1,1,12,1,,48,2,,32000,2,0
860127,1,1,1,1,1,1,12,2,2,50,2,,35000,1,1200
860133,1,1,1,1,1,2,3,2,6,50,1,7,4000,1,320
860167,1,1,1,1,1,2,10,2,6,40,2,,17000,2,0
860167,2,2,1,1,1,1,12,2,6,44,2,,32600,1,1250
860230,1,1,1,1,1,1,12,2,6,40,1,0,16800,2,0
860230,3,1,1,1,1,1,12,2,4,40,2,,,2,0
860230,4,1,1,1,1,1,12,2,3,40,2,,,2,0
860353,1,1,1,2,1,1,12,2,2,24,2,,9200,2,0
860370,1,1,1,1,1,1,12,1,,18,2,,18000,2,0
860484,2,1,1,1,1,1,12,2,3,10,2,,16000,2,0
860484,3,1,1,1,1,1,12,2,5,42,2,,14400,2,0
860503,1,1,1,1,1,1,12,1,,24,1,1,22000,2,0
860573,2,1,1,1,1,1,12,2,3,40,2,,22000,2,0
860688,2,1,1,1,1,1,12,1,,18,2,,21000,2,0
860704,1,1,1,1,1,1,12,2,1,45,1,5,22700,2,0
860704,2,1,1,2,1,1,12,2,1,26,2,,10450,2,0
860726,1,1,1,2,2,1,12,2,2,30,2,,9100,1,
860731,1,1,1,1,1,1,12,2,2,40,2,,13650,2,0
860731,2,1,1,1,1,1,12,2,1,40,1,2,15600,1,
860731,3,1,1,1,1,1,12,2,1,30,2,,10000,1,
860758,2,2,1,1,1,1,12,1,,18,2,,18000,2,0
860776,2,2,1,2,2,1,12,2,1,10,1,1,3000,2,0
860776,3,1,1,2,2,3,,2,1,16,2,,3500,2,0
860799,1,1,1,1,1,1,12,2,1,32,2,,15000,2,0
860804,1,1,1,1,1,1,12,2,2,40,2,,28000,2,0
860804,3,1,1,2,2,2,4,2,2,32,2,,6000,2,0
860804,4,1,1,1,1,1,12,2,4,40,2,,16000,2,0
860820,1,1,1,2,2,2,7,2,2,25,2,,7000,2,0
860820,1,1,2,2,2,2,5,2,1,20,2,,3000,2,0
860820,2,1,1,1,2,1,12,2,2,40,2,,14000,2,0
860826,2,1,1,1,1,1,12,2,1,40,2,,15000,2,0
860833,2,2,1,1,1,1,12,2,2,40,2,,19500,2,0
860851,1,1,1,1,1,1,12,2,2,45,2,,30000,2,0
860851,2,1,1,1,1,1,12,2,2,43,2,,14000,2,0
860884,1,1,1,1,1,1,12,2,4,39,2,,22000,2,0
860884,2,2,1,2,1,1,12,2,1,20,2,,12000,2,0
860893,1,1,1,1,1,1,12,2,2,38,2,,22000,2,0
860900,2,1,1,1,1,1,12,2,2,39,2,,22000,2,0
860905,1,1,1,1,1,1,12,2,2,39,2,,25000,2,0
860985,2,1,1,1,1,1,12,2,2,40,2,,19500,2,0
860985,3,1,1,1,1,1,12,2,4,40,2,,15000,2,0
860985,4,1,1,1,1,1,12,2,6,40,2,,11200,2,0
861001,1,1,1,1,1,1,12,2,2,40,1,2,22000,2,0
861061,1,1,1,1,1,1,12,1,,40,2,,26000,2,0
861061,2,2,1,1,1,1,12,2,7,40,2,,25000,2,0
861114,1,1,1,1,1,1,12,1,,37,2,,13000,2,0
861114,2,2,1,1,1,1,12,2,7,38,2,,24000,2,0
861116,1,1,1,1,1,1,12,2,2,10,2,,11000,2,0
861165,1,1,1,1,1,1,12,2,5,40,2,,22000,2,0
861165,2,1,1,1,1,1,12,1,,45,2,,21000,2,0
861272,2,1,1,1,1,1,12,1,,36,2,,16500,2,0
861281,2,1,1,1,1,1,12,1,,36,2,,14400,2,0
861417,2,1,1,1,1,1,12,1,,35,2,,32000,1,300
861476,3,3,1,1,3,1,12,2,3,36,2,,6500,2,0
861477,1,1,1,1,1,1,12,1,,36,1,2,30832,2,0
861486,2,2,1,2,2,2,4,2,1,18,2,,3500,2,0
861525,1,1,1,1,1,1,12,2,5,36,2,,18200,2,0
861526,2,1,1,1,1,1,12,2,2,40,2,,14040,2,0
861526,2,1,2,2,3,3,,2,4,3,2,,1000,2,0
861578,3,1,1,1,1,1,12,2,4,40,2,,13000,2,0
861581,2,1,1,1,1,1,12,1,,40,1,3,23000,2,0
861731,1,1,1,1,1,1,12,2,1,30,2,,13000,2,0
861752,3,1,1,2,1,1,12,2,1,20,2,,7000,2,0
861778,1,1,1,1,1,1,12,1,,30,2,,14000,2,0
861808,1,1,1,1,2,1,12,2,4,30,2,,10000,2,0
861829,1,1,1,1,3,2,6,2,2,40,2,,7000,2,0
861858,1,1,1,2,1,1,12,1,,14,2,,15600,2,0
861858,2,2,1,1,1,1,12,2,2,45,2,,15600,1,550
861949,1,1,1,1,1,1,12,2,6,27,2,,20700,2,0
861954,1,1,1,1,1,1,12,2,4,40,2,,19000,2,0
861979,1,1,1,1,1,2,8,2,4,40,1,5,10000,2,0
861979,3,1,1,1,1,1,12,1,,36,2,,14000,2,0
862062,2,2,1,1,2,2,4,1,,40,1,10,7000,2,0
862080,2,1,1,1,1,1,12,1,,35,1,1,17000,2,0
862146,1,1,1,1,1,1,12,2,3,46,2,,15800,2,0
862146,3,1,1,1,2,1,12,2,1,38,2,,9000,2,0
862150,1,1,1,1,1,1,12,1,,40,2,,16000,2,0
862150,2,2,1,1,1,1,12,1,,26,2,,13000,2,0
862162,2,2,1,1,1,1,12,2,6,48,2,,18000,2,0
862264,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0
862279,1,1,1,1,1,1,12,2,7,18,2,,13000,2,0
862280,1,1,1,1,1,1,12,2,6,40,2,,16000,2,0
862295,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0
862358,2,1,1,1,1,1,12,2,1,30,2,,10000,2,0
862445,1,1,1,1,1,1,12,2,7,18,2,,13000,2,0
862445,2,1,1,1,1,1,12,2,7,18,2,,17000,2,0
862455,1,1,1,1,1,1,12,2,7,12,2,,13000,2,0
862462,1,1,1,1,1,2,10,2,2,35,2,,10000,2,0
862466,1,1,1,1,1,1,12,2,1,40,2,,10000,2,0
862478,1,1,1,2,1,1,12,2,1,20,2,,6000,2,0
862478,2,1,1,1,1,1,12,2,1,40,2,,12000,2,0
862531,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0
862531,2,2,1,1,1,2,9,2,2,40,1,0,10000,2,0
862583,1,1,1,1,1,1,12,2,3,40,2,,16000,2,0
862583,2,1,1,1,2,2,6,2,1,40,1,2,8000,2,0
862590,1,1,1,1,1,1,12,1,,36,2,,21800,2,0
862609,1,1,1,1,1,1,12,2,2,40,2,,18500,2,0
862617,1,1,1,1,1,1,12,2,4,40,1,5,35000,2,0
862739,1,1,1,2,1,1,12,2,1,12,2,,6500,2,0
862739,1,1,2,2,1,1,12,2,1,16,2,,5000,2,0
862752,1,1,1,1,1,1,12,2,6,40,1,4,23000,1,
862824,1,1,1,1,1,1,12,2,1,50,2,,10000,1,1000
862826,1,1,1,1,1,1,12,2,1,50,2,,11050,2,0
862827,1,1,1,1,1,1,12,2,4,40,2,,22000,2,0
862830,1,1,1,1,1,1,12,2,7,38,2,,40000,2,0
862853,1,1,1,1,1,1,12,1,,36,2,,20000,2,0
862874,1,1,1,2,1,1,12,2,6,30,2,,12000,2,0
862874,3,1,1,1,1,1,12,2,4,40,2,,15000,2,0
862904,2,1,1,2,3,3,,2,2,10,2,,3000,2,0
862968,3,3,1,2,1,2,7,2,1,18,2,,6800,2,0
862975,1,1,1,1,1,1,12,2,6,39,2,,17000,1,900
862976,2,1,1,1,1,1,12,1,,42,1,3,15000,1,900
862976,3,1,1,1,1,2,5,2,6,40,1,2,6000,2,0
862976,4,1,1,1,3,3,,2,2,10,2,,3000,2,0
863045,1,1,1,1,1,1,12,2,2,40,2,,18000,2,0
863045,2,1,1,1,1,1,12,2,2,40,2,,15000,2,0
863054,1,1,1,1,1,1,12,2,5,40,1,6,10000,2,0
863055,1,1,1,1,1,1,12,2,2,40,1,8,16900,2,0
863055,2,1,1,1,1,1,12,2,1,48,2,,13000,2,0
863055,3,1,1,1,1,1,12,2,1,40,2,,15000,2,0
863064,2,1,1,1,1,1,12,2,7,37,1,3,20000,2,0
863078,1,1,1,1,1,2,9,1,,44,2,,22000,2,0
863078,2,1,1,1,2,1,12,2,2,42,2,,10000,2,0
863099,1,1,1,1,2,2,6,2,2,20,2,,6400,2,0
863191,1,1,1,1,1,1,12,2,7,40,2,,24000,2,0
863223,1,1,1,1,1,1,12,2,1,40,2,,14000,2,0
863236,1,1,1,1,2,2,7,2,2,40,2,,7800,2,0
863236,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0
863236,3,3,1,1,1,1,12,2,2,40,2,,13000,2,0
863239,2,2,1,1,1,1,12,1,,38,2,,18000,2,0
863291,1,1,1,1,1,1,12,2,6,40,2,,27300,1,1250
863291,2,1,1,2,1,1,12,2,2,35,2,,22400,2,0
863311,1,1,1,2,2,2,8,2,1,20,2,,4100,2,0
863333,1,1,1,2,2,2,7,2,2,15,2,,5000,2,0
863387,3,1,1,2,2,1,12,2,1,30,2,,8400,2,0
863402,2,1,1,1,1,1,12,1,,36,2,,18000,2,0
863425,2,1,1,1,1,3,,2,1,8,2,,10000,2,0
863451,1,1,1,1,1,1,12,2,1,25,2,,12000,2,0
863451,2,1,1,1,1,1,12,2,7,50,2,,35000,2,0
863542,1,1,1,1,2,1,12,2,1,50,2,,15000,2,0
863543,1,1,1,1,1,1,12,2,7,40,1,2,30000,2,0
863684,2,1,1,1,1,1,12,2,4,40,2,,20000,2,0
863684,3,1,1,1,2,2,2,2,4,40,2,,2450,2,0
863684,3,1,1,1,2,2,10,2,4,40,2,,12000,2,0
863692,1,1,1,1,1,1,12,2,7,40,1,1,29000,1,1000
863692,2,1,1,2,1,1,12,2,6,30,2,,11500,1,400
863694,1,1,1,2,1,1,12,2,1,20,2,,6800,2,0
863705,2,1,1,1,1,1,12,1,,36,2,,16000,2,0
863860,1,1,1,2,1,1,12,1,,36,2,,26000,2,0
863863,1,1,1,1,1,1,12,2,5,40,2,,21000,2,0
863863,2,2,1,1,1,1,12,2,5,37,2,,15000,2,0
863867,1,1,1,1,1,1,12,2,6,40,2,,20000,2,0
863867,2,1,1,2,2,2,8,2,4,22,2,,4000,2,0
863979,1,1,1,1,1,1,12,2,4,40,2,,20000,2,0
864000,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0
864051,1,1,1,1,2,1,12,1,,30,1,5,19000,2,0
864120,1,1,1,1,1,1,12,2,5,60,1,20,19000,2,0
864125,2,1,1,1,1,1,12,1,,36,2,,23000,2,0
864133,1,1,1,1,1,1,12,1,,40,2,,35000,2,0
864133,2,1,1,1,1,1,12,2,3,40,2,,21000,2,0
864213,1,1,1,1,2,2,7,2,2,40,1,5,9000,2,0
864228,2,2,1,1,1,1,12,1,,36,2,,18000,2,0
864230,1,1,1,2,3,3,,2,3,10,2,,1000,2,0
864230,2,2,1,1,2,2,8,2,4,40,2,,10800,2,0
864243,1,1,1,1,1,1,12,2,6,40,2,,22000,2,0
864409,1,1,1,1,1,1,12,1,,40,1,0,23612,2,0
864431,2,1,1,1,1,1,12,1,,40,2,,17000,2,0
864457,2,1,1,2,1,1,12,2,6,30,2,,7200,2,0
864473,1,1,1,1,1,1,12,2,1,48,2,,14000,2,0
864473,1,1,2,2,1,1,12,2,1,8,2,,4000,2,0
864473,2,2,1,2,1,1,12,2,1,20,2,,8000,2,0
864474,1,1,1,1,1,1,12,2,7,40,1,1,16500,1,1300
864474,2,2,1,1,2,2,10,1,,36,2,,9000,2,0
864474,3,1,1,1,2,2,2,2,5,40,2,,2500,2,0
864477,1,1,1,1,1,1,12,1,,40,2,,50000,2,0
864477,2,2,1,1,1,1,12,1,,40,2,,24000,2,0
864482,1,1,1,1,1,1,12,1,,36,1,0,26000,2,0
864486,1,1,1,1,1,1,12,1,,36,2,,16000,2,0
864512,1,1,1,2,2,1,12,2,1,9,2,,3800,2,0
864512,2,2,1,1,1,1,12,2,4,40,2,,15500,2,0
864520,1,1,1,1,1,1,12,2,1,43,2,,14000,2,0
864520,2,2,1,2,1,2,4,2,1,28,2,,2600,2,0
864531,1,1,1,1,1,1,12,2,1,40,2,,12000,2,0
864531,2,2,1,1,1,1,12,2,1,30,2,,9100,2,0
864532,1,1,1,1,1,1,12,1,,36,2,,20000,1,1200
864555,1,1,1,2,1,1,12,2,1,20,1,10,7300,2,0
864555,2,2,1,2,1,1,12,2,1,24,2,,2200,2,0
864658,1,1,1,1,1,1,12,2,7,45,2,,30000,2,0
864658,2,2,1,1,1,1,12,2,6,40,2,,11000,2,0
864698,1,1,1,1,1,1,12,2,1,60,1,10,10000,2,0
864709,4,1,1,1,1,1,12,2,4,40,1,0,13000,2,0
864715,1,1,1,1,1,1,12,2,1,48,1,0,9150,2,0
864757,1,1,1,1,1,1,12,2,4,40,2,,20000,2,0
864780,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0
864809,1,1,1,2,2,2,8,2,6,15,2,,7500,2,0
864809,2,1,1,1,1,1,12,2,7,40,2,,28000,2,0
864809,3,1,1,1,1,1,12,2,1,40,2,,18000,2,0
864809,4,1,1,2,2,2,11,2,2,40,2,,25000,2,0
864875,2,1,1,1,1,1,12,2,3,40,2,,17000,2,0
865032,1,1,1,2,1,1,12,2,1,20,2,,7000,2,0
865032,2,1,1,1,1,1,12,2,1,40,1,2,15500,2,0
865094,1,1,1,1,1,1,12,1,,36,2,,21000,2,0
865142,1,1,1,1,1,1,12,2,4,40,1,0,19500,1,2000
865143,1,1,1,1,1,1,12,2,2,40,1,0,14300,2,0
865154,1,1,1,1,1,1,12,2,5,40,2,,16900,2,0
865202,1,1,1,1,1,1,12,2,6,40,2,,30000,2,0
865202,2,1,1,2,1,1,12,2,4,20,1,1,14000,2,0
865269,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0
865357,3,3,1,1,2,2,9,1,,18,2,,11870,2,0
865393,3,1,1,1,1,1,12,2,4,40,2,,17000,1,1200
865402,1,1,1,1,1,1,12,2,4,40,2,,17500,2,0
865409,2,2,1,2,1,1,12,2,1,18,2,,5200,2,0
865456,2,1,1,1,1,1,12,1,,40,2,,23000,2,0
865494,1,1,1,1,1,1,12,1,,36,2,,23000,2,0
865494,1,1,1,2,3,3,,2,2,20,2,,8000,2,0
865494,1,1,2,2,3,3,,2,1,23,2,,7000,2,0
865498,1,1,1,1,1,1,12,2,2,48,2,,20000,2,0
865500,1,1,1,1,1,1,12,2,4,48,2,,16400,2,0
865500,3,3,1,1,2,1,12,2,1,36,2,,10000,2,0
865504,1,1,1,1,1,1,12,2,2,40,2,,17000,2,0
865535,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0
865575,1,1,1,1,1,2,8,1,,18,2,,13600,2,0
865575,2,1,1,1,1,1,12,1,,18,2,,23200,2,0
865609,2,1,1,2,1,1,12,1,,30,2,,11700,2,0
865623,1,1,1,1,2,2,4,2,1,40,2,,4800,2,0
865673,1,1,1,1,1,1,12,1,,50,2,,23000,1,1500
865673,2,2,1,1,1,1,12,1,,45,2,,26000,1,1500
865695,1,1,1,1,1,1,12,1,,36,2,,18000,2,0
865780,2,1,1,1,1,1,12,2,3,40,2,,20000,2,0
865805,1,1,1,1,1,1,12,1,,36,2,,20000,1,280
865805,2,2,1,1,1,1,12,1,,38,2,,51500,2,0
865806,1,1,1,1,1,1,12,1,,40,1,4,20000,1,1108
865806,2,1,1,1,1,1,12,2,6,40,1,2,20000,1,
865909,2,1,1,1,1,1,12,2,4,10,2,,,2,0
865912,2,1,1,1,1,1,12,2,2,40,2,,19500,2,0
865937,1,1,1,2,2,2,6,2,1,30,2,,8000,2,0
866055,1,1,1,1,1,1,12,2,7,40,1,5,36000,2,0
866059,1,1,1,1,1,1,12,1,,38,1,1,23000,1,600
866071,1,1,1,1,1,1,12,2,7,45,2,,29000,1,1300
866071,2,1,1,2,1,1,12,2,5,20,2,,12000,2,0
866073,1,1,1,1,1,1,12,2,4,45,2,,14400,1,2000
866075,1,1,1,1,1,1,12,2,2,40,2,,37000,2,0
866075,2,2,1,2,1,1,12,2,2,30,2,,16000,2,0
866103,3,1,1,1,1,1,12,2,7,40,2,,36000,2,0
866103,4,1,1,1,1,1,12,1,,36,2,,20000,2,0
866220,1,1,1,1,1,1,12,2,6,40,1,1,20000,2,0
866249,1,1,1,1,1,1,12,2,4,24,2,,9000,2,0
866255,1,1,1,1,1,1,12,2,2,40,2,,11000,2,0
866269,1,1,1,1,1,1,12,1,,36,2,,16000,2,0
866269,2,1,1,1,1,1,12,1,,36,2,,16000,2,0
866324,1,1,1,1,2,1,12,1,,18,1,0,20000,2,0
866324,2,1,1,1,1,1,12,1,,18,1,0,20000,2,0
866332,2,2,1,1,1,1,12,2,7,40,1,4,22000,1,1500
866354,1,1,1,1,1,1,12,2,2,40,2,,15480,2,0
866359,1,1,1,1,1,1,12,2,2,40,2,,15000,2,0
866382,1,1,1,2,2,1,12,2,2,15,2,,6500,2,0
866387,1,1,1,1,1,1,12,2,6,36,1,8,21000,2,0
866425,3,3,1,1,1,1,12,2,1,40,2,,11000,2,0
866507,2,1,1,1,1,1,12,1,,36,2,,18000,2,0
866511,1,1,1,1,2,2,8,2,1,50,2,,6000,2,0
866527,1,1,1,1,1,1,12,2,6,40,2,,12000,2,0
866541,1,1,1,1,1,1,12,2,5,40,2,,25000,2,0
866541,6,6,1,2,1,1,12,2,1,25,2,,6000,2,0
866560,1,1,1,2,2,2,1,2,2,40,2,,1200,2,0
866566,1,1,1,1,1,2,6,2,4,38,2,,7500,2,0
866566,2,1,1,1,1,1,12,2,1,40,1,5,16000,2,0
866585,1,1,1,1,1,1,12,2,6,39,1,1,15600,2,0
866594,1,1,1,1,1,1,12,1,,40,2,,50000,1,1500
866606,1,1,1,1,1,1,12,2,7,40,2,,26500,2,0
866627,2,1,1,1,1,1,12,1,,36,2,,21500,1,450
866829,2,1,2,1,1,1,12,1,,18,2,,20000,2,0
866855,1,1,1,1,1,1,12,1,,40,2,,14300,2,0
866871,1,1,1,1,1,1,12,2,2,40,2,,17000,1,150
866946,2,1,1,1,1,1,12,2,1,40,2,,13500,2,0
866960,3,1,1,1,1,1,12,2,1,40,2,,18000,2,0
866993,2,2,1,1,1,1,12,2,2,28,2,,13000,2,0
867001,2,1,1,1,1,1,12,2,2,30,2,,18000,2,0
867003,1,1,1,1,1,1,12,2,1,30,2,,18000,2,0
867008,1,1,1,1,1,1,12,2,1,10,2,,15000,2,0
867008,1,1,2,2,3,3,,2,1,10,2,,5000,1,
867103,1,1,1,1,2,2,9,2,2,40,2,,9500,2,0
867104,2,1,1,1,2,2,7,2,2,40,2,,5000,2,0
867167,4,2,1,1,1,1,12,2,2,40,2,,23000,2,0
867170,1,1,1,1,1,1,12,2,2,40,2,,13000,2,0
867170,2,2,1,1,1,1,12,1,,40,2,,13000,2,0
867192,1,1,1,1,1,1,12,2,1,40,2,,26000,2,0
867192,2,1,1,1,1,1,12,2,6,40,2,,15000,2,0
867201,1,1,1,1,1,2,6,2,2,40,2,,9000,2,0
867205,1,1,1,1,1,1,12,2,6,40,1,5,35000,2,0
867205,2,2,1,1,1,1,12,2,4,40,2,,15000,2,0
867216,1,1,1,2,1,1,12,2,6,32,2,,18000,1,
867216,2,2,1,1,1,1,12,1,,37,2,,19000,1,
867224,1,1,1,2,2,1,12,2,1,25,2,,8000,2,0
867224,2,1,1,2,2,2,3,1,,30,2,,1200,2,0
867247,1,1,1,1,1,1,12,1,,39,1,2,18000,1,
867253,1,1,1,1,1,1,12,1,,36,2,,19000,1,
867275,1,1,1,1,1,2,8,2,4,36,2,,8800,2,0
