nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
506411,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0
506411,3,1,1,2,3,1,12,2,2,20,2,,5000,2,0
506413,2,2,1,2,1,1,12,2,7,25,2,,15000,2,0
506458,1,1,1,1,1,1,12,1,,36,1,6,24000,2,0
506458,2,1,1,1,1,1,12,1,,30,2,,19000,2,0
506492,1,1,1,1,1,1,12,1,,36,2,,21000,2,0
506492,2,1,1,2,1,1,12,2,4,28,2,,6000,2,0
506619,1,1,1,2,2,2,1,2,2,50,2,,556,2,0
506619,2,1,1,2,2,3,,2,2,40,2,,476,2,0
506628,1,1,1,1,1,1,12,1,,36,2,,18500,2,0
506628,2,1,1,1,1,1,12,1,,18,2,,22000,2,0
506657,2,1,1,1,1,1,12,1,,36,2,,24000,2,0
506738,2,1,1,1,1,1,12,2,4,40,2,,26000,2,0
506753,1,1,1,1,1,1,12,1,,36,2,,16000,2,0
506753,2,1,1,2,1,2,10,2,1,22,2,,7000,2,0
506772,2,1,1,1,1,1,12,2,2,36,2,,16000,2,0
506772,3,1,1,1,1,1,12,2,2,36,2,,14000,2,0
506798,2,1,1,1,1,2,6,2,2,40,2,,4800,2,0
506799,1,1,1,1,2,1,12,2,7,40,2,,15000,2,0
506799,3,1,1,1,1,1,12,2,7,40,2,,12000,2,0
506997,2,1,1,1,1,1,12,2,7,40,2,,18000,2,0
506997,5,1,1,1,1,1,12,2,2,40,1,5,17500,2,0
506997,6,1,1,1,1,1,12,2,2,50,2,,15000,2,0
507037,1,1,1,1,1,1,12,1,,40,1,2,18000,1,500
507037,2,1,1,1,1,1,12,1,,36,2,,10000,2,0
507081,1,1,1,1,1,1,12,1,,36,2,,21000,2,0
507081,2,1,1,1,1,1,12,2,6,40,2,,12000,2,0
507147,2,1,1,1,1,1,12,1,,36,2,,19500,2,0
507185,2,1,1,1,1,1,12,2,3,40,2,,15000,2,0
507185,3,3,1,2,2,1,12,1,,25,2,,13000,2,0
507185,4,4,1,2,2,1,12,2,5,25,2,,10500,2,0
507190,3,1,1,1,1,1,12,2,3,40,2,,17000,2,0
507260,1,1,1,1,1,1,12,2,3,5,2,,1200,2,0
507260,2,1,1,1,1,2,5,2,1,40,2,,4000,2,0
507287,1,1,1,1,1,1,12,2,2,40,1,5,16000,1,660
507287,2,2,1,1,1,2,4,2,4,40,2,,4200,2,0
507304,1,1,1,1,1,1,12,1,,40,2,,25000,2,0
507322,1,1,1,1,1,1,12,2,4,44,1,5,20000,2,0
507322,2,1,1,1,1,1,12,1,,36,1,5,23000,2,0
507329,1,1,1,1,1,1,12,2,4,38,1,0,20000,2,0
507329,2,2,1,1,1,1,12,2,4,38,1,0,17000,2,0
507336,4,1,1,1,1,1,12,2,1,40,2,,11800,2,0
507360,2,2,1,1,1,1,12,2,2,40,2,,15000,2,0
507444,1,1,1,1,2,2,5,2,4,50,2,,5391,2,0
507529,1,1,1,1,1,2,3,2,7,40,2,,2700,1,3500
507541,1,1,1,1,1,1,12,2,6,43,1,2,20000,2,0
507541,2,2,1,1,2,1,12,2,6,38,1,2,13000,2,0
507542,1,1,1,2,1,1,12,2,5,10,2,,4000,2,0
507544,1,1,1,1,1,1,12,1,,36,2,,27000,1,1000
507544,2,1,1,1,1,1,12,1,,36,2,,22000,2,0
507547,3,1,1,1,2,1,12,2,2,40,2,,16000,2,0
507552,1,1,1,1,2,2,3,2,2,40,2,,,2,0
507580,1,1,1,2,1,1,12,2,3,23,2,,18000,2,0
507580,2,1,1,1,2,2,4,2,2,30,2,,4000,2,0
507644,4,1,1,2,1,1,12,2,6,36,2,,10400,2,0
507644,5,1,1,1,1,1,12,2,4,36,2,,13000,2,0
507663,1,1,1,1,1,2,9,1,,36,2,,15000,1,140
507680,2,1,1,1,1,1,12,2,4,40,2,,15400,2,0
507750,1,1,1,1,1,1,12,2,6,48,1,4,23100,2,0
507863,1,1,1,1,1,1,12,2,7,70,2,,1600,2,0
507908,2,1,1,1,1,1,12,1,,40,1,10,25000,1,
507913,2,2,1,2,1,1,12,2,1,8,2,,3600,2,0
508152,2,2,1,1,1,1,12,1,,36,2,,21000,2,0
508861,3,1,1,1,1,1,12,2,7,40,1,10,15000,1,110
509057,1,1,1,1,1,1,12,2,1,40,2,,14000,2,0
509057,3,2,1,1,1,1,12,2,2,40,2,,11000,2,0
509074,1,1,1,1,1,1,12,1,,20,2,,21500,2,0
509074,2,1,1,1,1,1,12,2,1,39,2,,13000,2,0
509074,4,1,1,1,1,1,12,1,,40,2,,16000,2,0
509076,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0
509076,3,2,1,1,1,1,12,2,2,48,2,,15000,1,200
509108,2,1,1,1,2,3,,2,1,40,2,,16000,2,0
509139,1,1,1,1,1,1,12,1,,36,1,1,23000,1,80
509366,1,1,1,1,1,1,12,1,,36,2,,20000,1,
509550,1,1,1,1,1,1,12,1,,25,2,,18000,2,0
509601,1,1,1,1,1,1,12,2,2,30,2,,60000,2,0
509601,4,2,1,1,1,1,12,2,2,30,2,,18000,2,0
509689,1,1,1,1,1,1,12,1,,36,2,,19000,2,0
509689,3,3,1,1,3,1,12,2,2,36,2,,12000,2,0
509806,2,2,1,2,3,3,,2,2,48,2,,12000,2,0
509808,1,1,1,1,1,1,12,1,,40,2,,54000,2,0
509889,1,1,1,1,1,1,12,2,2,48,2,,17000,2,0
510239,1,1,1,1,1,1,12,2,5,40,1,4,32000,1,
510239,2,2,1,1,1,1,12,2,6,24,2,,10500,2,0
510374,2,1,1,1,1,1,12,2,2,40,2,,15600,2,0
510432,1,1,1,2,2,2,8,2,2,14,2,,4000,2,0
510433,1,1,1,1,2,2,7,2,2,40,1,4,10000,2,0
510433,3,1,1,1,1,1,12,1,,40,1,4,14000,2,0
510984,2,2,1,1,1,1,12,1,,25,2,,20000,2,0
510984,3,3,1,1,1,1,12,2,2,40,2,,22000,2,0
511136,1,1,1,1,2,1,12,1,,24,2,,13000,2,0
511147,1,1,1,1,1,1,12,1,,36,1,1,20000,2,0
511170,3,1,1,1,1,1,12,2,1,50,2,,20000,2,0
511315,1,1,1,1,1,1,12,1,,36,2,,24000,1,56
511342,1,1,1,1,1,1,12,1,,40,2,,13000,2,0
511352,1,1,1,1,1,1,12,2,2,36,2,,14000,2,0
511352,2,1,1,2,2,1,12,2,1,20,2,,5000,2,0
511352,3,3,1,1,2,1,12,1,,40,2,,16000,2,0
511365,1,1,1,1,1,1,12,1,,36,2,,18000,2,0
511474,1,1,1,1,1,1,12,1,,22,2,,30000,2,0
511489,2,1,1,1,1,1,12,2,2,45,2,,22000,2,0
511489,3,1,1,1,1,1,12,2,1,45,2,,9100,2,0
511489,4,1,1,1,1,1,12,2,2,48,2,,16000,2,0
511507,2,1,1,1,1,1,12,1,,36,2,,18000,2,0
511624,2,1,1,1,1,1,12,2,1,35,2,,13000,2,0
511757,2,1,1,1,1,1,12,1,,40,2,,15600,2,0
512406,1,1,1,1,1,1,12,1,,36,2,,15000,2,0
512420,1,1,1,1,1,1,12,1,,32,2,,55000,2,0
512433,1,1,1,2,2,2,6,2,6,50,2,,6000,2,0
512452,1,1,1,1,1,1,12,2,2,35,2,,17000,2,0
512459,1,1,1,1,1,1,12,1,,45,2,,60000,2,0
512517,1,1,1,1,1,2,6,2,7,40,1,2,7500,1,600
512517,2,2,1,1,1,1,12,1,,36,1,3,15000,2,0
512784,1,1,1,1,1,1,12,2,1,50,2,,19000,2,0
512843,2,2,1,1,1,1,12,2,6,50,1,30,24000,2,0
512843,3,1,1,2,3,2,4,2,3,30,2,,1600,2,0
512849,3,1,1,1,1,1,12,2,1,40,2,,10000,2,0
512850,1,1,1,1,1,1,12,1,,36,2,,23000,2,0
512850,3,3,1,2,2,1,12,2,1,20,2,,7000,2,0
512884,2,1,1,1,1,1,12,2,1,40,2,,9600,2,0
512884,3,3,1,2,2,2,10,2,1,6,2,,1500,2,0
512887,1,1,1,1,1,1,12,2,2,36,2,,15000,2,0
512921,1,1,1,1,1,1,12,1,,18,2,,23000,2,0
512921,2,2,1,1,1,1,12,2,7,36,2,,10000,2,0
512928,2,1,1,1,1,1,12,2,2,40,2,,19968,2,0
512941,1,1,1,1,1,1,12,2,1,36,2,,16000,2,0
512944,2,1,1,1,1,1,12,2,2,36,2,,16000,2,0
513045,3,1,1,1,1,1,12,2,5,36,2,,16600,2,0
513064,1,1,1,1,1,1,12,2,6,40,2,,20650,2,0
513064,2,1,1,1,1,1,12,2,6,40,2,,15850,2,0
513113,1,1,1,2,1,1,12,2,7,19,1,5,12000,2,0
513113,2,1,1,1,1,1,12,2,1,45,1,5,37000,2,0
513326,2,1,1,2,2,3,,2,6,48,2,,5000,1,1000
513329,3,1,1,2,1,1,12,2,1,20,2,,10000,2,0
513377,1,1,1,1,1,1,12,1,,36,2,,14000,2,0
513406,3,1,1,2,1,1,12,2,7,30,2,,14000,2,0
513411,1,1,1,1,1,1,12,1,,36,1,2,21000,2,0
513421,1,1,1,1,1,1,12,2,1,40,2,,15400,2,0
513421,2,1,1,1,1,1,12,2,6,50,1,10,21000,1,880
513427,1,1,1,1,1,1,12,1,,38,1,0,15600,2,0
513427,2,2,1,1,1,1,12,2,4,40,1,5,16200,2,0
513430,1,1,1,1,1,1,12,1,,36,2,,30000,2,0
513430,2,2,1,2,1,2,8,1,,18,2,,10000,2,0
513437,1,1,1,2,1,1,12,2,2,20,2,,11000,2,0
513437,2,1,1,1,1,1,12,2,4,40,1,20,40000,1,400
513449,1,1,1,1,2,2,9,1,,24,2,,11650,2,0
513449,2,2,1,1,2,2,8,2,2,40,2,,10860,2,0
611167,1,1,1,1,1,1,12,1,,40,2,,16000,2,0
611167,2,1,1,1,1,2,1,1,,40,2,,900,2,0
611167,2,1,1,1,2,2,6,1,,40,2,,5000,2,0
611412,1,1,1,1,1,1,12,1,,38,2,,50000,2,0
611412,2,2,1,1,1,1,12,1,,38,2,,45000,2,0
611441,1,1,1,1,1,1,12,2,2,45,2,,18000,2,0
611441,2,2,1,1,1,1,12,2,4,40,2,,20000,2,0
611614,1,1,1,2,1,1,12,2,2,20,2,,6000,2,0
611614,1,1,2,2,2,3,,2,4,2,2,,150,2,0
611614,2,1,1,1,1,1,12,2,6,36,2,,22000,2,0
611614,3,1,1,1,2,1,12,2,6,40,2,,11000,2,0
611699,1,1,1,1,1,1,12,1,,36,2,,14500,2,0
611774,2,1,1,1,1,1,12,1,,50,2,,60000,1,1200
612011,2,2,1,1,1,1,12,2,2,40,2,,16100,2,0
612423,1,1,1,1,1,1,12,2,4,40,2,,17600,2,0
612423,2,2,1,1,1,1,12,2,2,40,2,,14500,2,0
613319,1,1,1,1,1,1,12,2,4,45,2,,27000,1,650
613319,2,1,1,1,1,1,12,2,4,45,1,8,21000,2,0
614660,1,1,1,2,1,1,12,2,1,20,2,,6240,2,0
614683,2,1,1,1,1,1,12,1,,40,2,,39000,2,0
615399,1,1,1,1,1,1,12,2,7,37,2,,21000,2,0
615399,3,1,1,1,1,1,12,2,1,40,2,,12000,2,0
616313,1,1,1,1,1,1,12,2,7,37,2,,35000,1,1200
616313,2,1,1,2,1,1,12,1,,16,2,,20000,2,0
617019,1,1,1,1,1,2,11,2,6,40,2,,20215,1,220
617019,2,2,1,1,2,2,2,2,5,40,2,,2500,2,0
617019,2,2,1,1,3,2,2,2,2,40,1,1,2000,2,0
617023,1,1,1,1,1,1,12,2,7,38,1,0,24000,2,0
617023,2,1,1,1,1,1,12,2,6,40,1,7,23000,2,0
617023,3,1,1,1,1,1,12,2,5,40,1,4,16000,1,
617398,2,1,1,1,2,1,12,1,,40,2,,40000,2,0
618079,3,2,1,1,2,2,10,2,4,40,2,,13200,1,850
618164,1,1,1,1,1,1,12,2,6,48,1,5,22400,2,0
618164,2,1,1,2,1,1,12,2,2,19,2,,11200,2,0
620481,1,1,1,1,1,1,12,2,7,36,2,,19600,1,2000
620481,3,3,1,1,2,1,12,1,,60,2,,27600,2,0
620649,3,2,1,1,1,1,12,2,5,48,2,,19500,2,0
620805,1,1,1,1,1,2,8,1,,32,2,,13600,2,0
620829,1,1,1,2,2,2,11,1,,16,2,,17100,2,0
620858,2,2,1,2,1,1,12,2,2,24,2,,12000,2,0
621685,1,1,1,1,1,1,12,1,,38,2,,18200,2,0
621773,2,1,1,1,1,1,12,2,5,40,1,4,17000,2,0
622034,1,1,1,1,1,1,12,1,,30,2,,30000,2,0
623281,1,1,1,1,1,1,12,1,,34,2,,14000,2,0
623300,2,2,1,1,2,2,7,2,6,48,2,,8000,1,100
623300,3,1,1,1,1,1,12,2,5,40,2,,14000,1,
623305,1,1,1,1,1,1,12,2,4,32,2,,19000,2,0
623310,3,3,1,1,1,1,12,2,1,60,2,,8500,2,0
623606,1,1,1,1,2,2,6,2,1,44,2,,7000,2,0
623606,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0
624744,1,1,1,1,1,1,12,2,1,40,2,,18000,2,0
624744,2,1,1,1,1,1,12,1,,36,2,,19000,2,0
625641,2,1,1,1,1,1,12,1,,36,2,,21400,2,0
625651,2,2,1,2,1,1,12,2,1,6,2,,2600,2,0
625837,1,1,1,1,1,1,12,1,,28,2,,22000,2,0
625926,1,1,1,1,1,1,12,1,,25,2,,20000,2,0
625983,1,1,1,1,1,1,12,1,,36,2,,19000,1,600
625983,2,1,1,1,1,1,12,1,,36,2,,18500,1,600
625983,3,1,1,1,1,1,12,1,,30,2,,36400,2,0
625983,4,1,1,1,1,1,12,2,6,30,2,,12000,2,0
626162,1,1,1,1,1,1,12,1,,36,2,,22000,1,240
626162,3,1,1,1,1,1,12,2,1,46,2,,13000,2,0
626178,1,1,1,1,1,1,12,1,,36,1,1,14000,1,500
626178,3,1,1,1,1,1,12,2,2,40,2,,9000,2,0
626259,3,1,1,1,1,1,12,2,2,40,2,,17000,2,0
626288,1,1,1,1,1,1,12,2,5,36,2,,17000,1,700
626288,2,2,1,2,1,1,12,2,2,20,2,,9000,2,0
626288,3,1,1,2,2,3,,2,2,20,2,,7000,1,1000
626310,2,1,1,1,1,1,12,1,,36,2,,27000,2,0
626449,1,1,1,1,1,1,12,2,7,42,2,,21000,2,0
626449,2,1,1,2,1,1,12,2,7,20,1,1,9000,2,0
626449,3,1,1,1,2,2,4,2,7,41,2,,5600,1,200
626550,2,1,1,1,1,1,12,2,2,45,2,,15400,2,0
626688,1,1,1,1,1,1,12,2,6,40,1,12,18000,1,600
626688,2,2,1,1,1,1,12,2,2,40,2,,17000,2,0
626688,3,3,2,2,3,2,1,2,6,70,2,,1800,2,0
626851,1,1,1,1,1,1,12,1,,36,2,,47000,2,0
626851,2,1,1,1,1,1,12,1,,36,2,,26000,2,0
627096,1,1,1,1,1,1,12,1,,36,2,,20000,2,0
627096,2,1,1,1,1,1,12,2,4,36,2,,19000,2,0
627314,1,1,1,1,1,1,12,1,,36,1,12,14000,2,0
627314,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0
627479,2,1,1,1,1,1,12,2,1,45,2,,15600,2,0
627842,2,1,1,1,1,1,12,2,2,30,2,,8500,2,0
629455,1,1,1,1,1,1,12,2,4,36,2,,18000,2,0
629458,2,1,1,1,1,1,12,2,2,36,2,,22000,2,0
629518,4,1,1,1,1,1,12,2,1,36,2,,15000,2,0
629555,1,1,2,1,1,2,5,2,2,40,1,2,12500,2,0
629555,3,3,1,1,1,2,9,2,6,37,1,1,7000,1,
630345,1,1,1,1,2,2,8,1,,40,2,,9600,2,0
631431,3,2,1,2,2,2,5,1,,30,2,,3500,2,0
631431,4,2,1,1,1,1,12,2,4,40,2,,15000,2,0
631532,1,1,1,1,1,1,12,1,,25,2,,21000,2,0
631712,1,1,1,1,1,1,12,1,,36,1,0,18000,2,0
631712,4,1,1,1,1,1,12,2,3,40,2,,23000,2,0
631712,5,1,1,1,1,1,12,2,7,30,2,,12000,2,0
631796,4,1,1,1,1,1,12,2,2,40,2,,13000,2,0
631903,1,1,1,2,1,1,12,2,1,20,2,,8000,2,0
631903,2,1,1,1,1,1,12,2,3,40,2,,15000,2,0
632021,1,1,1,1,1,1,12,2,6,39,2,,22000,2,0
632021,2,1,1,1,1,1,12,2,2,36,2,,10000,2,0
632078,1,1,1,1,1,1,12,2,3,48,2,,13000,2,0
632078,2,1,1,1,1,1,12,2,2,46,2,,10000,2,0
632347,1,1,1,1,1,1,12,2,6,40,2,,18500,2,0
633412,1,1,1,1,1,1,12,1,,44,1,4,20000,2,0
633412,2,1,1,1,1,1,12,1,,44,1,4,22000,2,0
633458,2,2,2,2,2,1,12,2,7,30,2,,15000,2,0
633654,3,1,1,2,3,1,12,2,1,30,2,,7000,2,0
634144,2,1,1,1,1,1,12,1,,36,2,,25000,2,0
634481,4,1,1,1,1,1,12,2,1,40,2,,16700,2,0
634732,1,1,1,1,1,2,6,1,,36,2,,8000,2,0
634732,2,1,1,1,1,1,12,2,7,38,2,,30000,2,0
634821,1,1,1,1,1,1,12,2,7,38,2,,38000,1,1000
635047,3,1,1,1,1,1,12,1,,36,2,,14500,2,0
635112,1,1,1,1,1,1,12,1,,36,2,,13000,1,400
635112,2,2,1,1,1,1,12,1,,40,1,3,23000,1,700
635263,1,1,1,1,1,1,12,1,,36,2,,18850,2,0
635263,2,1,1,1,1,1,12,1,,36,2,,18500,2,0
635288,1,1,1,1,1,1,12,2,4,38,1,2,26000,2,0
635346,1,1,1,1,1,1,12,2,4,45,2,,30000,1,1200
635346,2,1,1,2,1,1,12,2,2,20,2,,11000,2,0
636237,1,1,1,2,1,1,12,2,6,30,2,,12000,2,0
636237,2,2,1,2,2,3,,2,1,10,2,,3000,2,0
636237,4,1,1,1,1,1,12,2,2,40,2,,7000,2,0
636305,1,1,1,1,2,1,12,2,1,40,2,,8000,2,0
636305,2,2,1,1,1,1,12,2,5,40,2,,17000,2,0
636305,3,3,1,2,2,2,5,2,4,20,1,3,3500,2,0
636941,1,1,1,1,1,1,12,2,6,40,2,,21000,2,0
636941,2,1,1,1,1,1,12,2,4,40,2,,15400,2,0
637701,4,4,1,1,1,1,12,2,2,40,2,,13000,2,0
638225,3,1,1,1,1,1,12,2,1,30,2,,13000,2,0
638250,1,1,2,1,1,1,12,2,1,10,2,,10800,2,0
638339,1,1,1,1,1,1,12,2,6,40,1,1,26500,2,0
638339,2,1,1,1,1,1,12,2,2,40,1,0,13000,2,0
638339,3,3,1,1,2,2,5,2,2,45,1,5,6000,2,0
638395,1,1,1,1,1,1,12,2,7,50,2,,35000,2,0
638414,1,1,1,1,1,1,12,2,7,38,2,,32000,2,0
638508,2,1,1,1,1,1,12,2,1,40,2,,17000,2,0
638603,1,1,1,1,1,1,12,2,7,40,2,,40000,1,1200
638603,2,1,1,1,1,1,12,1,,25,2,,19000,2,0
638811,1,1,1,1,1,1,12,2,7,37,2,,42586,1,1000
638811,2,1,1,1,1,1,12,2,7,37,2,,42386,1,1000
639013,1,1,1,2,2,1,12,2,1,25,2,,3650,2,0
639013,2,2,2,1,2,2,3,2,2,30,2,,2650,2,0
639331,1,1,1,2,1,1,12,2,3,25,2,,11500,2,0
639331,2,2,1,1,1,1,12,2,4,40,2,,17000,2,0
639331,3,1,1,1,1,1,12,2,4,40,2,,18000,2,0
639331,4,1,1,1,1,1,12,2,4,40,2,,17500,2,0
639502,3,1,1,1,1,1,12,2,6,36,2,,20000,2,0
639971,1,1,1,1,1,1,12,2,2,45,2,,13000,2,0
640250,3,1,1,1,1,1,12,2,7,40,1,3,41000,1,
640821,1,1,1,2,2,2,10,1,,13,2,,10000,2,0
640864,1,1,1,1,2,2,7,2,6,40,2,,5000,2,0
641088,1,1,1,1,1,1,12,1,,36,1,2,24000,1,1500
641088,2,1,1,1,1,1,12,1,,36,1,3,16000,1,700
641305,1,1,1,1,1,1,12,2,4,40,2,,18000,2,0
641628,3,3,1,1,1,1,12,1,,40,2,,23000,2,0
641628,4,1,1,2,2,2,3,2,1,30,2,,4000,2,0
642007,1,1,1,1,1,1,12,1,,36,2,,18000,2,0
648534,1,1,1,1,2,2,6,2,1,40,2,,6000,2,0
648889,1,1,1,1,1,1,12,2,2,40,1,1,20000,2,0
648889,2,1,1,1,1,1,12,1,,36,2,,15000,1,520
648914,1,1,1,1,1,1,12,1,,36,1,3,22000,2,0
648914,2,1,1,1,1,1,12,2,5,38,1,1,14200,2,0
649054,1,1,1,1,1,1,12,2,2,40,2,,15500,2,0
649054,2,1,1,2,1,1,12,2,2,20,2,,7500,2,0
649071,3,1,1,1,1,1,12,2,2,40,2,,15500,2,0
649089,1,1,1,1,1,1,12,2,6,48,2,,18000,2,0
649233,3,2,1,1,1,1,12,2,1,40,2,,15600,2,0
650023,2,1,1,1,1,1,12,2,7,48,1,3,22770,1,2500
650101,3,1,1,1,2,2,6,2,5,48,2,,12000,2,0
670338,1,1,1,2,2,1,12,2,3,30,2,,9000,2,0
670485,2,2,1,1,2,2,7,2,2,36,2,,7500,2,0
670599,1,1,1,1,1,1,12,2,1,37,2,,13500,2,0
670711,1,1,1,2,1,1,12,1,,32,2,,16000,2,0
670797,3,1,1,1,1,1,12,2,6,40,1,2,18900,2,0
670834,1,1,1,2,1,1,12,2,1,5,2,,1580,2,0
670834,2,1,1,1,1,1,12,1,,42,2,,22000,2,0
670853,2,1,1,1,2,1,12,2,2,9,2,,13000,2,0
670857,2,1,1,1,1,1,12,2,2,10,2,,18000,2,0
670874,1,1,1,1,1,1,12,2,7,36,2,,23000,1,70
670874,4,2,1,2,1,1,12,1,,30,2,,15000,2,0
670941,1,1,1,1,1,1,12,1,,36,2,,24000,2,0
670941,4,4,1,1,3,2,3,2,2,48,2,,2000,2,0
671136,1,1,1,1,1,1,12,2,6,40,2,,13000,2,0
671136,5,1,1,1,1,1,12,2,1,40,2,,10000,2,0
671150,1,1,1,1,1,1,12,1,,36,2,,30000,1,850
671152,2,1,1,1,1,1,12,2,1,45,1,10,30000,2,0
671200,3,3,1,1,2,1,12,2,1,42,2,,13000,2,0
671206,1,1,1,1,1,1,12,2,7,37,1,3,30000,2,0
671206,2,1,1,2,1,1,12,2,2,30,2,,13000,2,0
671244,1,1,1,1,1,1,12,1,,42,2,,17600,2,0
671300,1,1,1,1,1,2,10,2,2,40,2,,12000,2,0
671362,1,1,1,1,1,1,12,1,,19,2,,24000,2,0
671480,1,1,1,1,1,1,12,2,7,42,1,2,22000,2,0
671582,3,1,1,1,1,1,12,2,1,40,2,,15000,2,0
671603,2,1,1,1,1,1,12,2,6,48,1,8,16700,2,0
671645,2,2,1,1,1,1,12,2,5,40,2,,15000,2,0
671698,1,1,1,1,1,1,12,2,4,50,2,,20000,2,0
671733,2,1,1,1,1,1,12,1,,36,2,,15000,2,0
671841,1,1,1,1,1,1,12,2,6,50,2,,41000,1,1300
671841,2,2,1,1,1,1,12,1,,36,1,7,16000,1,1300
671909,1,1,1,1,1,1,12,2,6,40,2,,16500,2,0
671909,2,2,1,1,1,1,12,2,2,40,2,,25600,2,0
672065,3,1,1,1,2,2,10,1,,36,2,,12000,2,0
672142,1,1,1,1,1,1,12,2,6,36,2,,12000,2,0
672351,3,1,1,1,1,1,12,2,2,50,2,,16000,2,0
672351,4,1,1,1,2,2,6,2,2,36,2,,7000,2,0
672404,3,1,1,2,1,1,12,2,4,18,2,,9500,2,0
672405,1,1,1,1,1,1,12,1,,40,2,,18200,2,0
672417,1,1,1,1,1,1,12,2,7,40,2,,17000,2,0
672417,2,2,1,2,1,1,12,2,6,20,2,,6000,2,0
672485,1,1,1,1,1,1,12,1,,25,2,,18000,2,0
672485,2,1,1,1,1,1,12,2,7,36,2,,30000,2,0
672572,1,1,1,1,2,3,,1,,10,2,,300,2,0
672580,1,1,1,1,1,1,12,1,,42,1,2,17000,2,0
672599,2,1,1,1,1,1,12,1,,30,2,,21500,2,0
672620,2,2,1,1,1,1,12,2,7,36,2,,14000,2,0
672679,2,1,1,1,1,1,12,2,5,40,1,0,15500,1,
672683,2,1,1,1,1,1,12,2,1,30,2,,14000,2,0
672687,2,1,1,1,1,1,12,1,,36,2,,11700,2,0
672978,1,1,1,1,1,1,12,2,7,36,2,,15500,1,750
672978,2,1,1,1,1,1,12,2,7,36,2,,22000,1,1200
672978,3,3,2,2,3,3,,2,1,12,2,,4800,2,0
672978,4,1,2,1,2,2,6,2,1,40,2,,5600,2,0
673093,2,1,1,1,1,1,12,1,,30,2,,24000,2,0
673145,1,1,1,1,1,1,12,1,,36,2,,18500,1,70
673145,2,1,1,1,1,1,12,2,2,40,2,,22000,2,0
673373,1,1,1,1,1,2,1,2,4,40,2,,2000,2,0
673373,2,1,1,1,2,1,12,2,3,40,2,,17000,2,0
673373,3,1,1,1,1,1,12,1,,36,1,0,22000,2,0
673378,1,1,1,1,1,1,12,1,,36,2,,19000,2,0
673378,3,1,1,2,1,1,12,2,2,20,2,,8000,2,0
673445,1,1,1,1,1,1,12,2,4,40,2,,15000,2,0
673451,1,1,1,1,1,1,12,2,7,40,1,10,80000,2,0
673451,2,1,1,1,1,1,12,2,7,36,2,,20000,2,0
673452,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0
673454,1,1,1,1,1,1,12,2,6,45,2,,60000,2,0
673454,2,1,1,2,1,1,12,2,7,25,2,,14000,2,0
673467,1,1,1,1,1,1,12,2,7,45,1,5,16000,2,0
673540,1,1,1,2,2,1,12,2,4,40,1,10,10000,2,0
673555,1,1,1,1,1,1,12,1,,18,2,,16000,2,0
673555,2,1,1,1,1,1,12,2,2,25,1,10,18000,2,0
673661,2,1,1,1,1,1,12,1,,18,2,,22000,2,0
673685,1,1,1,1,1,1,12,1,,36,2,,18500,2,0
673685,2,1,1,1,1,1,12,1,,36,2,,17500,2,0
673695,1,1,1,1,1,1,12,2,5,40,2,,11000,2,0
673744,1,1,1,1,1,1,12,1,,30,2,,21000,2,0
673744,2,1,1,1,1,1,12,1,,40,2,,23000,2,0
673746,2,1,1,1,1,2,6,2,3,48,1,8,12000,2,0
673746,3,1,1,1,1,1,12,2,4,40,2,,15600,2,0
673858,1,1,1,1,1,1,12,2,1,40,2,,17000,2,0
673882,1,1,1,2,1,1,12,2,6,20,2,,6500,2,0
673882,2,1,1,1,1,1,12,2,2,40,2,,26000,2,0
674019,1,1,1,1,1,1,12,1,,36,2,,16900,2,0
674019,3,1,1,1,2,1,12,2,2,40,2,,11700,2,0
674105,1,1,1,1,1,1,12,2,6,40,2,,19500,2,0
674105,2,2,1,2,1,1,12,2,4,20,2,,6000,2,0
674106,1,1,1,1,1,1,12,1,,36,2,,17500,2,0
674114,2,2,1,1,1,1,12,2,4,36,2,,19200,1,600
674176,1,1,1,1,1,1,12,2,1,40,2,,14300,2,0
674226,1,1,1,1,1,1,12,1,,36,2,,15600,2,0
674226,2,1,1,1,1,1,12,1,,36,2,,21000,2,0
674229,2,1,1,1,1,1,12,1,,36,2,,18200,2,0
674239,1,1,1,1,1,1,12,1,,24,2,,21000,2,0
674239,2,2,1,1,1,1,12,1,,24,2,,19000,2,0
674239,3,1,2,2,2,2,2,2,7,40,2,,1100,1,1000
674264,1,1,1,1,1,1,12,2,2,50,2,,27000,1,
674264,2,2,1,1,1,1,12,2,4,22,2,,13000,2,0
674271,1,1,1,1,1,1,12,1,,36,2,,17000,1,500
674281,1,1,1,2,3,1,12,2,1,6,2,,2000,2,0
674285,2,1,1,1,1,1,12,2,2,32,2,,15500,2,0
674320,1,1,1,1,1,1,12,1,,25,2,,21600,2,0
674320,2,1,1,1,1,1,12,2,6,40,2,,28400,2,0
674320,3,1,1,2,2,2,6,1,,10,2,,2000,2,0
674320,3,1,1,2,3,3,,2,1,50,2,,1000,2,0
674322,1,1,1,1,1,1,12,1,,36,1,0,50000,2,0
