NQUEST,anabit,godabit,unipro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,UBIC1N,supab,ancostr,bagni,boiler,valabit,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristrut,tristrutn,tristrut,energia,tenergian,tenergia,imupricas,timupricas,imualtab,timualtab,imurip1,imurip2,imuasp,debita1,ndebita1,debita2,ndebita2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,mutuoric,mutuoric3,intpersezd,docsezd,ritaff,QUOPRO
859271,1987,1,1,1985,1,0,0,0,0,0,0,0,0,8,35000,,,,,,,,500,3,94,1971,2,2,150000,2,,2,,2,,2,,2,,1,5000,,,2,,,2,,,1,470,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859282,2005,1,1,2005,1,1,0,0,0,0,0,0,0,2,160000,,,,,,,,600,1,90,2004,2,1,220000,2,,2,,2,,2,,2,,1,1200,,,2,,,2,,,1,322,2,,,,0,1,1,2,,1,1,0,,0,,0,,0,,1,4,2,2,,2,,2,,,,,2,,2,2,1,2,,100
859286,1999,1,1,1999,1,1,0,0,0,0,0,0,0,1,92000,,,,,,,,400,3,92,1970,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,1,1,2,,1,1,0,,0,,0,,0,,1,4,2,2,,2,,2,,,,,2,,2,2,1,2,,100
859293,1993,2,,,,,,,,,,,,,,,,600,8,2,,4,,1,90,1970,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
859321,1993,1,1,1991,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,600,1,75,1850,1,1,210000,1,5,1,1,2,,2,,2,,2,,1,25000,1,1,9000,2,,,1,196,1,1900,95,5,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859360,2007,1,1,2007,1,1,0,0,0,0,0,0,0,4,,,,,,,,,300,2,100,2000,2,1,140000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859381,1983,1,1,1983,1,1,0,0,0,0,0,0,0,4,,,,,,,,,200,5,150,1980,2,2,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859426,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,600,2,90,1998,2,1,170000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
859429,1971,1,1,1971,1,1,0,0,0,0,0,0,0,2,4000,,,,,,,,400,3,92,1968,1,1,135000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859449,1982,1,1,1982,1,1,0,0,0,0,0,0,0,7,10000,,,,,,,,400,4,100,1980,2,1,200000,1,1,2,,1,1,1,1,2,,1,1500,1,700,2,,,2,,,1,200,1,250,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859453,1989,1,1,1989,1,1,0,0,0,0,0,0,0,7,25000,,,,,,,,600,4,130,1988,2,1,100000,1,1,1,1,2,,2,,2,,2,,2,,,,,,,,1,600,1,1400,100,0,0,2,,1,1,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,1,,100
859456,1991,5,,,,,,,,,,,,,,,,,,,,1,400,4,120,1971,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,2,,1,600,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
859459,1990,1,1,1990,1,1,0,0,0,0,0,0,0,7,100000,,,,,,,,600,4,120,1990,2,1,120000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,80,1,350,80,20,20,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
859464,2006,5,,,,,,,,,,,,,,,,,,,,1,500,1,110,1900,1,1,250000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
859501,2009,1,1,2009,0,1,0,0,0,0,0,0,0,1,200000,,,,,,,,500,2,80,2001,1,1,230000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,70,1,180,100,0,1,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,1,,100
859507,1995,1,1,2004,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,300,2,53,1980,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,30,1,1,2,,0,,0,,0,,0,,0,,2,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
859515,1962,1,1,1962,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,2,50,1940,1,1,60000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859538,1963,1,2,1963,1,1,0,0,0,0,0,0,0,2,1500,2,,,,,,,500,1,95,1953,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,60
859572,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,50000,,,,,,,,1000,4,150,1980,2,1,170000,2,,2,,2,,2,,2,,1,300,,,2,,,2,,,1,200,1,400,100,0,10,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
859573,2009,2,,,,,,,,,,,,,,,,300,1,2,,4,,2,100,1990,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
859580,1986,1,1,1990,1,1,0,0,0,0,0,0,0,4,,,,,,,,,300,2,120,1975,2,1,150000,2,,2,,2,,2,,2,,1,350,,,2,,,2,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859584,1987,1,1,1987,1,1,0,0,0,0,0,0,0,6,,,,,,,,,300,2,100,1970,1,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
859587,2009,2,,,,,,,,,,,,,,,,400,2,2,,3,,2,160,1978,2,1,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,2,
859588,2011,2,,,,,,,,,,,,,,,,300,1,2,,4,,1,80,1999,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,60,,,2,,0,,0,,0,,0,,0,,,,,2,,1,2500,2,,,,,2,,1,,1,2,1,
859592,1984,1,1,1970,1,0,0,0,0,0,0,0,0,6,,,,,,,,,400,2,120,1945,2,1,300000,1,2,2,,2,,2,,1,30000,2,,2,,,,,,,,1,1200,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859597,1995,1,1,1995,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,350,2,100,1989,2,1,150000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,550,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859611,1981,1,1,1990,1,1,0,0,0,0,0,0,0,4,,,,,,,,,350,1,120,1969,2,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859616,1975,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,2,110,1975,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,350,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859695,2006,1,1,2006,1,1,0,0,0,0,0,0,0,1,130000,,,,,,,,1000,3,100,2000,2,2,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859696,1981,1,1,1981,1,0,0,0,0,0,0,0,0,7,20000,,,,,,,,300,4,100,1981,1,2,35000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859734,1962,1,1,1992,1,0,0,0,0,0,0,0,0,4,,,,,,,,,2000,3,150,1950,2,1,1000000,2,,1,2,1,1,2,,2,,2,,2,,,,,,,,1,300,1,500,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859740,2008,1,1,2008,1,1,0,0,0,0,0,0,0,2,250000,,,,,,,,600,3,65,2008,1,1,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,70,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859754,1985,1,1,1985,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,700,3,120,1981,2,1,350000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,800,1,600,70,30,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859779,1988,1,1,2000,1,1,0,0,0,0,0,0,0,7,35000,,,,,,,,500,3,110,1986,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,300,1,250,60,40,80,2,,2,,0,,0,,0,,0,,0,,,,,1,75000,2,,2,,,,,2,,2,2,1,2,,100
859795,2002,1,1,2002,1,1,0,0,0,0,0,0,0,1,125000,,,,,,,,700,1,95,1956,1,1,350000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,500,1,200,50,50,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859856,1993,1,1,1993,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,600,1,180,1900,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,16,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859888,2001,2,,,,,,,,,,,,,,,,310,6,1,600,7,,2,90,1960,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
859889,1990,1,1,1990,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,800,1,70,1960,1,1,300000,2,,2,,2,,2,,2,,1,1900,,,2,,,2,,,1,230,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
859908,2007,2,,,,,,,,,,,,,,,,800,5,2,,7,,1,98,1900,1,1,350000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,2,
859913,1995,2,,,,,,,,,,,,,,,,400,6,1,500,7,,3,94,1960,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,1,
859920,2012,2,,,,,,,,,,,,,,,,230,6,1,600,7,,2,90,1960,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,100,,,2,,1,1,1,1,0,,0,,0,,,2,1,2,,2,,1,2,1,,,,,,,1,1,2,
859946,1998,2,,,,,,,,,,,,,,,,70,6,2,,6,,3,60,1950,1,2,20000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,70,,,2,,0,,0,,0,,1,1,0,,,4,2,2,,2,,1,2,1,,,,,,,1,1,1,
859983,2005,2,,,,,,,,,,,,,,,,2500,1,2,,4,,1,140,1960,2,2,1200000,1,3,1,1,2,,2,,2,,2,,2,,,,,,,,,,1,1500,100,0,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
859985,1972,1,1,2000,1,1,0,0,0,0,0,0,0,1,170000,,,,,,,,1600,1,120,1900,2,2,800000,2,,2,,2,,2,,2,,1,600,,,2,,,2,,,1,800,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
859993,2012,2,,,,,,,,,,,,,,,,1000,1,2,,5,,3,100,2008,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,,,1,5000,100,0,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
860011,1969,1,1,1969,1,0,0,1,0,0,0,0,0,2,15000,,,,,,,,1200,3,130,1968,2,2,700000,1,1,1,1,2,,2,,2,,1,1000,1,3000,1,2,,1,2,,1,700,1,1000,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
860042,2007,1,1,2004,1,1,0,0,0,0,0,0,0,1,900000,,,,,,,,2200,1,150,1890,2,2,1000000,1,1,2,,2,,2,,2,,1,5000,2,,2,,,2,,,1,900,1,300,100,0,100,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860059,2007,1,1,2003,1,0,0,0,0,0,0,0,0,1,160000,,,,,,,,800,3,85,1964,1,2,200000,2,,2,,2,,2,,2,,1,500,,,1,2,,2,,,1,60,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860092,1990,1,1,1990,0,1,0,0,0,0,0,0,0,1,300000,,,,,,,,2000,2,160,1926,2,1,750000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,2000,1,1000,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860095,1999,1,1,1999,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,900,2,60,1950,1,2,230000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,80,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860127,2007,1,1,2007,1,0,0,0,0,0,0,0,0,2,200000,,,,,,,,900,3,65,2006,2,1,240000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,180,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860133,2008,2,,,,,,,,,,,,,,,,800,1,2,,5,,3,70,1960,1,2,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
860157,2001,2,,,,,,,,,,,,,,,,500,2,1,750,4,,1,25,1900,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,3,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
860164,2008,4,,,,,,,,,,,,,,,,,,,,1,800,3,110,1900,1,2,190000,2,,2,,2,,2,,2,,1,1500,,,1,1,1500,2,,,1,400,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
860167,2003,1,1,2003,1,0,0,0,0,0,0,0,0,1,135000,,,,,,,,800,3,70,1963,1,2,200000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,161,1,164,100,0,4,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860182,1972,2,,,,,,,,,,,,,,,,80,6,1,800,7,,3,70,1970,1,2,110000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
860228,1950,1,1,1970,0,1,0,0,0,0,0,0,0,3,25000,,,,,,,,500,3,70,1950,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860230,2000,2,,,,,,,,,,,,,,,,200,1,1,500,5,,3,50,1950,1,2,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
860328,1982,1,1,1980,1,1,0,0,0,0,0,0,0,7,20000,,,,,,,,250,3,100,1980,1,2,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860353,2005,5,,,,,,,,,,,,,,,,,,,,1,300,3,90,1970,1,2,115000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
860370,1950,1,1,1950,1,1,0,0,0,0,0,0,0,4,,,,,,,,,300,1,80,1950,1,2,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860381,2000,1,1,2000,1,1,0,0,0,0,0,0,0,5,45000,,,,,,,,500,4,90,1890,1,1,80000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,50,1,120,100,0,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860484,1989,1,1,1987,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,400,1,97,1987,1,1,200000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,550,1,100,0,100,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860499,1996,1,1,1996,0,1,0,0,0,0,0,0,0,1,15000,,,,,,,,100,1,36,1900,1,1,70000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
860503,1989,1,1,2009,0,1,0,0,0,0,0,0,0,6,,,,,,,,,400,2,98,1978,2,1,250000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,250,1,250,0,100,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
860525,1998,1,1,1990,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,550,2,100,1990,2,1,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,,100
860573,1998,1,1,1998,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,450,3,90,1978,2,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,450,2,,,,45,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860596,1977,1,1,1976,1,0,0,0,0,0,0,0,0,2,35000,,,,,,,,450,3,80,1976,2,1,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,35,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860677,1968,1,1,1950,1,0,0,0,0,0,0,0,0,7,4000,,,,,,,,200,4,100,1900,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860684,1970,1,1,1960,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,4,100,1930,2,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860688,1979,1,1,1990,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,400,4,100,1950,2,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,150,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860689,1926,1,1,1926,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,4,120,1920,2,1,180000,2,,2,,2,,2,,2,,1,20000,,,2,,,2,,,2,,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860704,1996,2,,,,,,,,,,,,,,,,800,2,2,,4,,1,80,1966,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,2,,,2,,0,,1,1,0,,0,,0,,,2,2,2,,2,,2,,,,,2,,2,1,1,1,2,
860726,2000,5,,,,,,,,,,,,,,,,,,,,1,700,4,55,1890,1,1,75000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,25,2,,2,,0,,0,,0,,0,,0,,,,,2,,1,4500,2,,,,,2,,1,,1,1,,
860731,1989,1,1,1989,0,1,0,0,0,0,0,0,0,1,65000,,,,,,,,750,3,75,1977,1,1,185000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,450,2,,,,45,2,,2,,0,,0,,0,,0,,0,,,,,2,,1,4500,2,,,,,2,,2,1,1,2,,100
860757,2006,2,,,,,,,,,,,,,,,,400,4,2,,4,,3,95,2003,1,1,200000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,1,1,0,,,1,1,2,,2,,2,,,,,2,,2,1,1,2,2,
860758,1994,1,1,1994,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,400,4,105,1990,2,1,115000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860776,1998,2,,,,,,,,,,,,,,,,300,4,2,,4,,4,110,1965,1,2,90000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,60,,,2,,0,,0,,0,,1,1,0,,,4,1,2,,1,5000,2,,,,,2,,2,2,2,2,1,
860780,1990,1,1,1990,1,0,0,0,0,0,0,0,0,4,,,,,,,,,200,3,100,1950,1,1,60000,1,1,2,,1,1,1,1,2,,2,,2,,,,,,,,1,200,1,650,75,25,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860783,1988,2,,,,,,,,,,,,,,,,35,6,1,200,7,,3,70,1985,1,1,50000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
860787,1984,5,,,,,,,,,,,,,,,,,,,,4,200,5,50,1984,1,1,40000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,1,1,0,,0,,0,,,3,2,2,,2,,2,,,,,2,,2,2,1,2,,
860799,1991,1,1,1990,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,500,4,150,1950,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,230,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860804,1974,1,1,1970,0,1,0,0,0,0,0,0,0,1,20000,,,,,,,,500,4,150,1970,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860820,2007,2,,,,,,,,,,,,,,,,380,2,2,,4,,4,90,1950,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,1,1,0,,0,,0,,0,,,2,2,2,,2,,2,,,,,2,,2,2,1,2,2,
860826,1999,1,1,1998,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,300,3,80,1970,1,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,80,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860833,2004,1,1,2004,1,0,0,0,0,0,0,0,0,6,,,,,,,,,500,4,120,2000,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860851,1978,1,1,1977,1,0,0,0,0,0,0,0,0,7,5000,,,,,,,,500,3,80,1977,2,1,240000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,250,1,550,100,0,40,2,,1,1,0,,0,,0,,0,,0,,3,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
860884,2003,1,1,2003,1,0,0,0,0,0,0,0,0,6,,,,,,,,,800,3,180,2000,2,1,600000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860893,1985,1,1,1985,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,550,2,80,1985,1,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860900,1989,1,1,1989,1,1,0,0,0,0,0,0,0,4,,,,,,,,,500,2,120,1989,2,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860905,2006,1,1,2006,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,650,2,90,2006,2,1,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860929,1966,1,2,1965,1,0,0,0,0,0,0,0,0,1,2500,2,,,,,,,600,1,90,1960,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,50
860940,1978,1,1,1978,1,1,0,0,0,0,0,0,0,2,21000,,,,,,,,700,1,120,1978,2,1,300000,1,2,1,1,2,,2,,2,,1,17000,2,,2,,,2,,,1,240,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
