NQUEST,anabit,godabit,unipro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,UBIC1N,supab,ancostr,bagni,boiler,valabit,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristrut,tristrutn,tristrut,energia,tenergian,tenergia,imupricas,timupricas,imualtab,timualtab,imurip1,imurip2,imuasp,debita1,ndebita1,debita2,ndebita2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,mutuoric,mutuoric3,intpersezd,docsezd,ritaff,QUOPRO
860963,1993,1,1,1993,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,1,80,1950,1,1,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
860977,1990,1,1,1997,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,300,3,90,1950,1,1,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,10,1,1,2,,0,,0,,0,,0,,0,,3,,1,2,,2,,2,,,,,2,,2,2,1,2,,100
860985,1959,1,1,1987,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,2,200,1959,2,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,700,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861001,1986,1,1,1986,1,0,0,0,0,0,0,0,0,2,35000,,,,,,,,300,2,75,1986,2,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861018,2001,4,,,,,,,,,,,,,,,,,,,,2,500,4,80,1930,1,1,225000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
861019,1965,1,1,1999,0,1,0,0,0,0,0,0,0,4,,,,,,,,,800,5,140,1907,1,1,300000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,155,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861061,2003,1,1,2002,1,1,0,0,0,0,0,0,0,1,160000,,,,,,,,800,3,120,1990,2,1,170000,1,1,1,1,2,,2,,2,,2,,2,,,,,,,,1,500,1,1600,90,10,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861065,1973,1,1,1989,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,1000,2,120,1958,1,2,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,400,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861114,1984,1,1,1982,0,1,0,0,0,0,0,0,0,1,11000,,,,,,,,500,1,75,1960,1,1,160000,2,,2,,2,,2,,2,,1,860,,,2,,,2,,,2,,2,,,,10,1,1,2,,1,1,0,,0,,1,1,0,,4,1,2,2,,2,,2,,,,,2,,2,2,1,1,,100
861116,2011,2,,,,,,,,,,,,,,,,420,1,2,,4,,1,58,1960,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,1,1500,1,2,1,,,,,,,1,2,1,
861150,1990,1,1,1990,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,500,1,100,1963,1,1,350000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,36,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,2,,100
861165,1987,1,1,2008,1,1,0,0,0,0,0,0,0,1,130000,,,,,,,,700,1,70,1400,1,2,190000,2,,2,,2,,2,,2,,1,2000,,,2,,,2,,,2,,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,3,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
861177,1998,2,,,,,,,,,,,,,,,,45,6,1,700,7,,2,110,1990,2,1,450000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
861189,1961,2,,,,,,,,,,,,,,,,600,1,1,800,4,,2,75,1960,1,2,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861232,1967,1,1,1965,1,1,0,0,0,0,0,0,0,2,10000,,,,,,,,1000,2,80,1965,2,1,400000,2,,2,,2,,2,,2,,1,5000,,,2,,,2,,,1,700,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861260,1973,2,,,,,,,,,,,,,,,,440,2,2,,4,,3,90,1950,1,2,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,40,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861272,1974,2,,,,,,,,,,,,,,,,385,2,2,,3,,1,50,1800,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,52,,,2,,0,,0,,0,,1,1,0,,,3,2,2,,2,,2,,,,,1,3,2,,1,2,1,
861281,1983,1,1,1997,1,1,0,0,0,0,0,0,0,1,95000,,,,,,,,450,1,80,1800,1,2,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,10,1,1,2,,0,,0,,0,,0,,0,,3,,2,2,,1,500,2,,,,,2,,2,2,1,1,,100
861345,1995,1,1,1995,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,700,1,200,1800,1,2,400000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,800,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861408,2012,5,,,,,,,,,,,,,,,,,,,,1,400,3,100,1970,2,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,1,3,3,3,2,,,,,1,2,,
861417,2005,2,,,,,,,,,,,,,,,,750,1,2,,4,,1,100,1900,1,2,280000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,10,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861440,2009,2,,,,,,,,,,,,,,,,250,2,2,,4,,3,35,1800,1,2,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,40,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
861452,1985,1,1,1983,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,500,3,130,1983,2,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861471,2002,5,,,,,,,,,,,,,,,,,,,,1,800,2,97,1963,2,2,250000,1,1,2,,2,,2,,2,,1,3000,2,,2,,,2,,,1,700,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
861476,2000,1,1,2000,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,800,3,200,1974,2,1,300000,2,,1,1,2,,2,,2,,1,4000,2,,2,,,2,,,1,400,1,510,50,50,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861477,1983,1,1,2006,1,0,0,0,0,0,0,0,0,6,,,,,,,,,550,2,90,1983,2,1,180000,1,2,2,,2,,2,,2,,2,,2,,,,,,,,1,300,1,450,70,30,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861486,2007,2,,,,,,,,,,,,,,,,600,1,2,,4,,3,90,1970,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861499,1973,2,,,,,,,,,,,,,,,,390,2,2,,4,,2,60,1960,1,1,50000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,2,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861502,1966,1,1,1972,1,0,0,0,0,0,0,0,0,1,6000,,,,,,,,450,3,70,1965,1,2,100000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,280,2,,,,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861508,1997,2,,,,,,,,,,,,,,,,56,6,1,400,7,,3,75,1978,1,2,40000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,2,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861510,1978,1,1,1978,1,0,0,0,0,0,0,0,0,7,14000,,,,,,,,700,2,110,1978,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,400,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861525,1980,2,,,,,,,,,,,,,,,,430,2,1,600,4,,2,80,1970,1,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,1,1,2,2,
861526,1980,1,1,1980,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,600,2,95,1970,2,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,323,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,1,,1,2,,100
861578,1998,2,,,,,,,,,,,,,,,,350,1,1,500,4,,2,85,1970,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
861581,1992,2,,,,,,,,,,,,,,,,500,1,2,,4,,1,80,1970,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,40,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861584,1987,1,1,1984,1,1,1,1,0,0,0,0,0,2,50000,,,,,,,,600,2,150,1980,2,1,350000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861731,1979,1,1,2005,1,0,0,0,0,0,0,0,0,3,60000,,,,,,,,400,2,100,1979,1,1,300000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861733,1978,1,1,1978,1,0,0,0,0,0,0,0,0,5,25000,,,,,,,,450,1,120,1970,2,1,140000,2,,2,,2,,2,,2,,1,1000,,,2,,,2,,,1,800,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861752,1975,2,,,,,,,,,,,,,,,,89,6,2,,7,,2,90,1970,1,2,90000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861772,1998,1,1,1998,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,500,2,100,1970,1,2,110000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,157,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861778,1993,1,1,1994,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,1,80,1980,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,80,2,,,,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861798,1966,1,1,1966,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,500,2,80,1966,1,2,60000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861808,2006,2,,,,,,,,,,,,,,,,300,4,1,400,4,,1,70,1970,1,2,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,80,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
861825,1983,1,1,1980,1,0,0,0,0,0,0,0,0,7,70000,,,,,,,,800,1,110,1980,1,1,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,200,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861829,2007,2,,,,,,,,,,,,,,,,400,4,1,500,4,,2,60,1980,1,2,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,100,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,1,
861850,1985,1,1,1980,1,1,0,0,0,0,0,0,0,7,50000,,,,,,,,500,2,120,1980,2,1,140000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,300,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861858,2011,1,1,2011,1,1,0,0,0,0,0,0,0,2,260000,,,,,,,,800,3,110,2008,2,1,280000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,60,1,500,100,0,80,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
861867,1993,1,1,1992,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,600,1,65,1900,1,1,100000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,120,1,40,100,0,100,2,,2,,0,,0,,0,,1,1,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
861949,1991,1,1,1991,1,0,0,0,0,0,0,0,0,7,60000,,,,,,,,400,4,135,1991,2,1,135000,2,,2,,2,,2,,2,,1,85000,,,1,2,,2,,,2,,2,,,,20,1,1,2,,0,,0,,0,,0,,0,,3,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
861954,1990,1,1,2007,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,4,110,1982,2,1,300000,1,1,2,,1,1,2,,2,,2,,2,,,,,,,,1,300,1,200,80,20,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861979,1961,1,1,2012,1,0,0,0,0,0,0,0,0,6,,,,,,,,,350,4,100,1961,2,1,120000,2,,2,,2,,2,,2,,1,1000,,,2,,,2,,,1,100,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
861992,1992,1,1,1989,1,0,0,0,0,0,0,0,0,1,9000,,,,,,,,600,1,65,1800,1,1,150000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,18,1,1000,0,100,0,2,,2,,1,1,0,,0,,0,,0,,,1,2,2,,2,,1,2,1,,,,,,,1,1,,100
862003,1967,1,1,1967,1,0,0,0,0,0,0,0,0,1,2000,,,,,,,,500,4,100,1967,1,1,400000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,120,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862007,1978,5,,,,,,,,,,,,,,,,,,,,2,400,3,100,1976,1,1,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862012,1977,1,1,1977,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,1500,3,150,1977,2,1,700000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,644,2,,,,80,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862062,2001,1,1,2001,1,0,0,0,0,0,0,0,0,8,120000,,,,,,,,500,3,240,1940,2,1,240000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,500,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862075,1962,1,1,1962,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,500,3,60,1949,1,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862080,1982,1,1,1982,1,1,0,0,0,0,0,0,0,2,20000,,,,,,,,500,2,85,1982,1,1,150000,1,1,1,2,2,,2,,2,,2,,2,,,,,,,,1,112,1,854,100,0,10,2,,2,,0,,0,,0,,1,1,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,1,,100
862132,1955,1,1,1961,1,0,0,0,0,0,0,0,0,3,3000,,,,,,,,450,3,47,1955,1,1,80000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,400,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862146,1990,5,,,,,,,,,,,,,,,,,,,,1,340,1,90,1800,1,2,36000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862150,2007,5,,,,,,,,,,,,,,,,,,,,1,600,1,100,1900,2,1,225000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862151,1964,1,1,1964,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,2,120,1900,2,2,260000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,280,2,,,,0,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862162,2006,1,1,2006,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,5,190,2006,2,1,45000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,450,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862168,2004,1,1,2004,1,0,0,0,0,1,0,0,0,4,,,,,,,,,200,5,70,1960,1,2,180000,2,,2,,1,1,1,1,2,,2,,2,,,,,,,,1,120,2,,,,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862264,2007,1,1,2007,1,0,0,0,0,0,0,0,0,2,220000,,,,,,,,500,3,100,2007,2,2,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
862279,1970,1,1,1970,0,1,0,0,0,0,0,0,0,2,15000,,,,,,,,350,2,80,1970,1,2,130000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862280,1983,5,,,,,,,,,,,,,,,,,,,,1,500,3,70,1970,1,2,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862295,2008,2,,,,,,,,,,,,,,,,550,1,2,,4,,3,100,1980,2,2,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
862302,1960,1,1,1980,1,0,0,0,0,0,0,0,0,7,20000,,,,,,,,350,3,90,1955,1,1,150000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,2,,2,,,,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862303,1974,1,1,2012,1,0,0,0,0,0,0,0,0,1,138000,,,,,,,,400,1,85,1972,1,1,140000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,60,2,,,,0,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
862310,1980,1,1,1980,1,1,0,0,0,0,0,0,0,2,20000,,,,,,,,500,2,94,1979,2,2,240000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,1,140,1,400,100,0,40,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862314,1980,1,1,1980,1,1,0,0,0,0,0,0,0,2,25000,,,,,,,,400,2,130,1979,2,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,50,2,,2,,0,,0,,0,,1,1,0,,,1,2,2,,2,,2,,,,,2,,2,2,1,2,,100
862358,1985,2,,,,,,,,,,,,,,,,50,6,1,300,7,,3,70,1980,1,2,40000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
862416,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,50000,,,,,,,,400,2,100,1980,2,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,50,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862424,1998,1,2,1998,1,0,0,0,0,0,0,0,0,4,,2,,,,,,,1500,3,160,1970,2,2,500000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,100,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,50
862445,2010,5,,,,,,,,,,,,,,,,,,,,1,400,2,100,1970,2,2,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862455,2004,1,1,2004,1,1,0,0,0,0,0,0,0,4,,,,,,,,,900,1,110,1970,2,2,350000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,1,300,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862462,2000,1,1,1980,1,0,0,0,0,0,0,0,0,6,,,,,,,,,450,3,100,1980,2,1,220000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,80,2,,2,,0,,0,,0,,1,1,0,,,4,2,2,,2,,2,,,,,1,2,2,,1,2,,100
862466,2008,5,,,,,,,,,,,,,,,,,,,,1,400,2,80,1960,1,2,120000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862471,2007,2,,,,,,,,,,,,,,,,750,8,2,,4,,2,100,1985,2,2,200000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,50,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
862478,2009,1,1,2009,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,600,3,100,1990,2,2,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,30,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862503,1984,1,1,1981,1,1,0,0,0,0,0,0,0,1,21000,,,,,,,,700,1,96,1965,1,1,150000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,260,2,,,,60,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862531,2000,1,1,2000,1,0,0,0,0,0,0,0,0,2,90000,,,,,,,,500,1,80,1999,1,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,80,2,,,,100,1,1,2,,0,,0,,0,,0,,0,,4,,2,2,,2,,2,,,,,2,,2,2,2,2,,100
862554,1998,1,1,1995,1,1,0,0,0,0,0,0,0,1,37000,,,,,,,,400,4,85,1900,1,1,100000,2,,2,,2,,2,,2,,1,18000,,,2,,,2,,,1,54,2,,,,70,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862583,1990,1,1,1990,1,0,0,0,0,0,0,0,0,2,35000,,,,,,,,500,4,90,1989,1,2,100000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,2,,2,,,,90,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,100
862590,2012,1,1,2011,1,1,0,0,0,0,0,0,0,7,350000,,,,,,,,2000,2,110,2011,2,1,600000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,250,2,,,,100,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,1,,100
862604,1985,1,1,1960,0,1,0,0,0,0,0,0,0,4,,,,,,,,,500,1,120,1700,1,1,300000,2,,2,,1,1,2,,2,,2,,2,,,,,,,,1,300,2,,,,20,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
862605,1988,1,1,1988,0,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,2,140,1986,2,1,250000,2,,1,1,1,1,2,,2,,2,,2,,,,,,,,1,780,1,700,100,0,30,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,2,1,,100
862609,2009,1,1,2009,1,0,0,0,0,0,0,0,0,1,220000,,,,,,,,1000,2,65,2006,1,1,280000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,16,2,,,,100,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,1,,100
862617,2004,1,1,2004,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,600,2,70,2002,1,1,250000,2,,2,,2,,2,,2,,2,,,,,,,,,,1,60,2,,,,50,1,1,2,,0,,0,,0,,0,,0,,1,,2,2,,2,,2,,,,,2,,2,2,1,2,,100
862739,2004,2,,,,,,,,,,,,,,,,310,1,2,,4,,2,30,1900,1,1,50000,1,1,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,,,0,,,2,,0,,0,,0,,0,,0,,,,,2,,1,1000,2,,,,,2,,1,,1,2,2,
862752,2009,2,,,,,,,,,,,,,,,,450,1,2,,4,,3,45,1960,1,1,90000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,30,,,2,,1,1,0,,0,,1,1,0,,,1,2,2,,2,,1,2,1,,,,,,,1,2,2,
862789,2010,2,,,,,,,,,,,,,,,,500,1,2,,4,,3,104,1970,2,1,160000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,,,10,,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,2,
862824,2009,5,,,,,,,,,,,,,,,,,,,,4,500,2,110,1975,2,1,180000,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,,,,50,2,,2,,0,,0,,0,,0,,0,,,,,2,,2,,2,,,,,2,,2,2,1,2,,
862826,2009,5,,,,,,,,,,,,,,,,,,,,4,400,2,80,1950,1,1,140000,1,1,2,,2,,2,,2,,2,,1,3000,2,,,2,,,2,,2,,,,10,2,,2,,0,,0,,0,,0,,0,,,,,2,,1,4500,2,,,,,2,,2,2,1,2,,
