NQUEST,comprens,ita,veroaf,veroab,verored,klima,facil,durata
685528,8,10,7,8,6,7,7,42
685537,6,6,6,6,6,6,6,40
685543,9,9,9,9,9,9,9,47
685560,7,10,8,8,8,8,7,39
685582,9,8,9,10,8,10,9,76
685588,9,9,8,9,8,9,8,30
685589,8,8,9,9,8,8,9,56
685591,7,6,9,9,9,8,7,52
685622,10,10,10,10,10,10,10,26
685627,9,10,9,10,9,10,9,50
685630,6,6,7,8,7,8,7,44
685647,9,9,9,9,9,9,9,27
685650,10,10,10,10,10,10,10,39
685664,8,9,9,8,8,8,8,47
685681,10,10,7,10,10,10,10,141
685695,10,10,10,10,10,10,10,90
685727,6,6,6,6,6,6,6,26
685733,10,10,7,7,7,7,7,35
685734,9,9,7,8,9,10,9,58
685742,7,7,9,9,9,9,8,21
685747,9,9,8,8,9,9,9,47
685769,7,8,8,9,8,10,7,51
685780,8,8,8,8,8,8,8,67
685793,9,9,8,10,9,9,9,30
685805,10,10,10,10,10,10,10,44
685812,9,10,8,9,9,10,8,60
685836,8,8,7,8,8,7,7,60
685854,7,7,7,10,10,8,8,58
685874,6,6,9,9,9,8,6,51
685891,8,8,8,8,8,8,8,36
685895,8,8,7,7,7,8,8,61
685902,6,7,6,6,7,7,7,40
685903,6,6,6,6,6,6,6,60
685905,8,8,8,8,8,8,8,67
685906,6,6,6,6,6,6,6,48
685908,7,7,6,6,7,7,7,39
685930,10,10,10,10,10,10,10,57
685931,9,9,9,9,9,9,9,36
685956,8,8,8,8,8,8,8,43
685965,5,6,6,6,6,6,6,49
685969,9,9,9,9,9,9,9,27
686006,8,8,7,8,8,8,8,45
686014,9,9,8,8,8,9,9,24
686019,7,9,7,8,8,10,7,73
686032,9,9,9,9,9,9,10,55
686073,7,9,10,10,10,10,7,42
686091,9,9,9,9,9,9,9,24
686092,10,9,8,9,9,9,9,24
686094,8,8,9,9,9,9,9,30
686103,9,10,8,10,10,10,10,47
686133,9,8,6,9,8,7,8,37
686134,10,10,7,8,7,10,10,60
686135,8,8,5,9,8,8,8,52
686172,9,9,6,9,7,10,9,57
686173,10,10,10,9,9,10,10,61
686178,10,10,10,10,10,10,10,30
686184,7,6,9,9,8,9,7,51
686185,10,10,10,10,10,10,10,30
686190,7,7,10,8,7,9,7,36
686233,7,7,6,6,6,6,6,32
686234,6,6,6,6,6,6,6,36
686235,6,6,4,6,6,5,5,21
686253,6,5,4,8,6,5,5,58
686259,8,8,7,8,8,9,9,71
686286,6,6,4,5,4,3,6,49
686289,9,9,8,8,9,9,9,40
686293,9,9,9,9,9,9,9,33
686304,10,10,10,10,10,10,10,90
686314,10,10,10,10,10,10,10,33
686325,10,10,10,10,10,10,10,36
686374,8,8,8,8,8,9,8,45
686423,10,10,10,10,10,10,10,48
686429,10,10,10,10,10,10,10,48
686433,8,9,8,9,9,8,8,50
686494,10,8,1,3,1,7,8,48
686495,10,10,2,7,2,8,7,36
686500,10,9,10,10,10,10,10,58
686501,10,10,10,10,10,10,10,28
686522,3,3,8,9,9,6,6,36
686528,10,10,10,10,10,10,10,45
686538,7,7,8,8,8,9,7,33
686543,10,10,10,10,10,10,10,107
686558,8,7,3,7,1,7,8,29
686559,7,8,9,9,9,9,8,50
686571,8,10,8,8,8,8,8,41
686579,9,9,7,9,7,9,9,59
686601,8,8,5,6,5,8,8,32
686602,8,8,8,8,8,8,8,30
686634,9,9,9,9,9,9,9,77
686657,10,10,10,10,10,10,10,60
686658,8,7,9,9,9,8,8,35
686661,10,10,8,7,10,9,9,62
686717,5,6,8,8,7,6,7,40
686730,9,9,7,9,8,8,9,38
686741,8,9,8,7,8,9,9,45
686742,9,9,9,9,9,9,9,52
686757,10,10,10,10,8,9,10,38
686760,4,5,6,6,8,8,7,50
686763,7,7,7,5,5,6,6,81
686806,8,8,7,8,5,9,8,55
686810,6,6,6,6,6,6,6,40
686829,7,6,6,7,7,8,6,31
686831,8,6,6,6,6,7,6,20
686862,10,10,10,10,10,10,10,39
686863,8,8,9,10,10,8,8,36
686866,7,8,9,9,10,7,8,57
686870,9,10,10,10,10,9,7,42
686893,7,6,7,8,8,8,7,63
686898,8,8,7,7,6,6,6,53
686911,10,10,10,10,10,10,10,45
686913,8,8,7,10,10,8,9,40
686920,8,7,6,5,8,8,8,31
686940,9,9,9,9,9,9,9,70
686954,8,8,8,8,8,8,8,30
687007,7,9,8,9,10,9,9,56
687018,7,7,6,8,8,7,7,25
687022,9,9,8,9,9,9,9,48
687024,9,9,2,8,8,6,8,26
687030,10,10,5,10,10,10,10,48
687033,6,6,5,6,4,6,6,42
687039,9,9,7,8,8,9,9,106
687043,6,6,7,7,7,6,5,67
687056,8,10,5,8,7,8,8,45
687063,9,9,9,9,9,9,9,24
687070,10,10,10,10,10,10,10,54
687075,9,10,9,10,9,8,8,56
687099,9,10,7,9,10,9,10,41
687112,8,8,10,10,10,9,9,53
687132,9,9,8,9,9,10,10,119
687134,8,10,5,8,6,7,7,49
687135,8,10,7,8,7,8,7,35
687147,8,8,7,8,8,9,8,33
687148,7,7,7,7,7,7,7,36
687157,7,7,7,8,7,8,7,31
687164,7,7,8,8,8,9,7,55
687165,9,9,8,7,6,9,9,71
687168,9,9,9,9,9,9,9,69
687174,8,10,5,8,5,8,8,68
687188,10,9,10,10,8,7,5,47
687213,5,5,6,6,6,7,5,27
687218,9,9,9,10,9,9,9,33
687248,9,9,7,9,7,9,7,81
687250,10,9,7,9,8,9,9,82
687281,10,10,10,10,10,10,9,54
687287,10,10,7,8,8,10,10,42
687291,10,9,8,8,8,10,10,38
687303,8,9,9,10,10,9,9,41
687304,10,10,10,10,10,10,8,55
687305,10,10,10,10,10,10,10,56
687321,9,9,9,9,8,9,9,78
687322,8,9,9,9,8,10,9,54
687324,7,9,8,8,9,9,9,38
687327,10,10,8,9,8,8,7,83
687328,9,9,9,9,9,9,10,47
687353,9,8,7,10,10,8,4,46
687356,6,6,7,10,10,4,3,35
687361,5,8,6,9,9,7,6,48
687404,10,10,10,10,10,10,10,66
687462,10,9,10,10,10,9,9,56
687463,9,10,10,10,10,8,7,37
687471,8,9,9,7,8,9,8,38
687491,5,5,10,10,10,10,8,29
687497,9,9,9,9,9,9,9,49
687508,9,8,8,8,8,8,8,40
687564,6,6,6,8,6,8,6,60
687569,8,10,7,7,7,6,7,50
687576,7,7,6,6,5,8,7,40
687582,10,9,9,9,8,9,9,58
687600,9,9,9,10,9,9,9,80
687630,10,10,10,10,10,10,10,24
687644,6,6,7,8,9,7,6,59
687685,9,9,7,8,8,9,9,64
687699,9,9,4,6,6,8,9,59
687831,8,8,8,8,8,8,8,22
687833,9,9,9,9,9,9,9,40
687841,7,8,9,9,9,9,9,41
687845,9,9,9,9,9,9,9,39
687849,9,9,9,9,9,9,9,29
687851,6,7,7,7,7,7,7,27
687878,8,9,10,10,9,8,8,34
687883,9,9,8,9,9,9,6,30
687888,9,9,9,9,9,9,9,45
687892,9,9,9,9,9,9,9,47
687893,9,9,9,9,9,9,9,35
687894,9,9,9,9,9,9,9,40
687897,7,8,9,8,8,8,9,38
687915,6,6,6,8,8,8,8,36
687916,8,8,7,9,7,8,8,48
687917,7,8,8,8,8,8,8,52
687933,8,8,2,5,3,5,5,38
687934,7,7,7,7,7,7,7,36
687938,6,4,1,1,1,8,7,48
687953,8,8,8,8,7,8,8,45
687961,9,8,9,10,9,9,9,22
687971,10,10,10,10,10,8,10,62
687981,10,10,10,10,10,10,9,29
687986,8,7,8,9,9,7,5,58
687987,9,9,9,9,9,9,8,52
687988,7,7,7,8,7,8,7,34
687990,8,10,7,8,9,10,9,48
687992,10,10,8,10,10,10,10,56
687993,10,10,10,10,10,8,10,40
688003,10,10,10,10,10,10,10,65
688009,8,8,8,10,8,8,8,53
688086,8,8,8,8,8,8,8,70
688104,6,6,6,6,6,6,6,36
688111,10,10,8,9,8,9,9,59
688123,9,9,9,9,9,9,9,31
688128,8,8,8,8,8,8,8,33
688139,10,10,10,10,10,10,10,82
688142,9,9,9,10,10,10,10,40
688149,8,8,7,8,8,9,9,22
688157,7,8,5,8,5,9,9,47
688159,6,7,7,8,6,7,7,53
688162,8,9,7,8,8,8,8,37
688172,7,7,7,8,8,7,7,28
688179,10,10,9,9,9,10,10,84
688194,10,10,10,10,10,10,10,58
688204,8,9,9,9,9,9,9,49
688210,7,7,7,7,7,7,7,39
688212,10,10,10,10,10,10,10,55
688214,8,8,8,10,8,9,8,28
688226,10,10,10,10,10,10,10,39
688228,10,5,5,10,3,7,6,36
688231,9,9,8,10,8,9,9,23
688250,10,10,9,10,10,10,9,44
688264,10,8,9,10,8,9,9,41
688275,9,10,10,10,10,10,9,49
688276,7,10,10,10,10,9,10,49
688277,10,10,10,10,10,10,10,69
688287,9,9,9,9,9,9,9,125
688296,9,9,7,8,7,8,9,60
688323,9,9,8,8,7,9,7,35
688338,10,10,8,10,8,8,8,27
688344,8,8,8,8,8,8,8,39
688360,8,9,6,7,7,9,8,36
688385,9,9,9,9,9,9,9,80
688390,9,9,9,9,9,9,9,39
700037,10,10,10,10,10,10,10,52
700073,8,10,10,10,10,10,10,42
700213,8,8,8,8,9,8,8,48
700221,9,10,8,9,9,8,10,49
700235,8,8,8,8,8,8,8,56
700410,6,6,5,6,5,6,6,26
700531,8,8,8,8,7,8,7,57
700622,8,7,6,9,6,8,6,52
700624,8,9,7,9,8,9,7,57
700643,5,4,6,7,8,6,4,43
700729,8,7,8,8,8,9,9,65
700730,6,5,8,7,8,9,6,60
700738,7,6,7,7,8,8,8,45
700740,10,7,8,7,8,9,9,65
700752,9,8,6,6,8,9,9,70
700818,7,7,7,7,7,7,7,38
700913,10,10,10,10,10,10,10,58
700950,10,10,10,10,10,10,10,102
701002,8,8,8,8,8,8,8,29
701229,6,6,5,6,6,6,5,27
701240,5,6,5,7,6,6,6,37
701324,10,10,10,9,9,9,9,58
701361,10,10,10,10,10,10,10,40
701514,7,7,7,8,7,8,7,68
701531,8,8,6,9,9,8,8,38
701536,8,8,6,8,7,7,7,41
701553,9,9,7,9,9,9,9,48
701579,9,9,7,9,8,9,9,65
701604,9,9,7,10,9,9,10,43
701620,8,9,10,9,9,10,8,35
701638,9,10,9,10,9,10,8,75
701647,9,8,8,10,8,9,9,50
701727,6,6,6,6,6,6,6,20
701800,9,9,7,9,7,8,8,85
702150,10,10,10,10,8,10,10,50
702432,9,8,6,6,8,8,8,63
702643,8,8,5,9,8,8,9,52
702656,10,10,10,10,10,10,10,53
702723,6,6,6,6,6,6,6,24
702827,10,10,10,10,10,10,10,58
702853,10,10,10,10,10,10,10,45
703258,9,9,8,9,9,9,9,22
703808,10,10,10,10,10,10,10,84
703830,10,10,10,10,10,10,10,56
703837,10,10,10,10,10,10,10,26
703917,9,7,7,7,7,7,7,69
704118,6,5,6,8,8,8,7,60
704132,10,10,10,10,10,10,10,60
704160,8,8,8,8,8,8,8,42
704305,7,6,7,7,6,7,8,32
704365,7,7,7,7,7,7,7,31
704372,7,7,7,7,7,7,7,29
704702,10,10,10,10,10,10,10,25
704743,10,10,10,10,10,10,10,48
704752,10,10,9,10,8,10,10,26
704766,10,10,10,10,9,10,10,37
704806,10,10,10,10,10,10,9,30
704832,8,8,9,9,9,8,8,38
704836,8,8,8,8,8,8,8,29
704911,10,10,10,10,10,10,10,55
704927,10,10,10,10,10,10,10,54
705115,8,8,8,8,8,8,8,25
705116,8,8,8,8,8,8,8,36
705124,6,8,9,9,9,7,7,23
705176,8,8,8,8,8,8,8,38
705205,9,9,9,9,9,9,9,36
705210,7,7,8,9,9,9,7,33
705215,7,7,8,8,9,9,7,28
705222,8,8,9,9,9,9,8,27
705238,7,7,9,9,9,8,7,29
705244,9,9,9,9,9,9,9,30
705513,10,10,10,10,10,10,10,37
705637,7,7,7,7,7,7,7,41
705774,5,9,9,7,7,9,7,33
705777,4,7,9,9,9,8,7,39
705821,6,8,6,8,6,8,8,42
706104,10,6,6,8,7,8,5,31
706224,8,9,9,9,9,9,9,46
706234,4,6,4,8,6,4,4,30
706258,8,8,8,8,8,8,8,30
706329,10,8,5,10,10,8,8,28
706407,9,8,8,8,8,9,9,51
706422,9,8,8,8,8,9,9,32
706436,8,7,8,8,8,9,9,41
706448,9,8,8,9,9,9,9,70
706460,9,9,8,8,8,9,9,35
706628,10,10,10,10,10,10,10,73
706629,8,8,8,10,10,10,8,42
706634,8,8,5,8,8,8,8,49
706649,8,8,8,8,5,7,8,51
706656,7,7,9,9,9,8,8,25
706727,9,9,9,9,9,9,9,112
706822,10,10,9,10,10,10,9,46
706832,10,10,10,10,10,10,10,46
706900,9,9,9,9,9,9,9,38
706921,7,7,7,7,7,7,7,26
706926,9,9,9,9,9,9,9,28
706973,9,9,9,9,9,9,9,39
707041,9,9,8,8,8,9,9,45
707104,9,9,8,10,9,9,8,62
707106,7,8,8,9,8,8,7,49
707130,9,9,8,8,8,9,9,60
707232,8,7,6,7,7,8,8,28
707253,9,9,4,7,6,8,3,26
707307,10,10,8,9,8,10,10,65
707312,10,10,8,10,8,10,10,90
707344,10,10,8,10,9,10,10,70
707509,9,9,9,9,9,9,9,40
707523,10,10,9,9,9,9,9,21
707541,9,9,9,9,9,9,9,32
707554,9,9,9,9,9,9,7,37
707601,8,9,9,9,9,10,10,56
707646,5,7,4,8,7,5,5,48
707771,6,7,6,9,9,9,7,56
707811,9,9,9,9,9,9,9,36
707857,9,9,9,9,9,9,9,26
707938,10,10,10,10,10,9,10,39
707963,10,10,7,10,8,9,10,29
708009,10,10,4,5,4,10,10,59
708023,8,8,8,9,9,9,8,66
708030,9,9,7,10,8,8,9,74
708043,9,9,9,10,9,9,9,62
708044,10,10,6,6,6,7,7,38
708219,10,10,9,10,10,10,10,87
708447,10,10,8,10,9,9,10,71
708521,10,10,10,10,10,10,10,38
708522,10,10,8,10,8,10,10,51
708700,8,7,7,8,7,7,7,71
708747,6,6,5,5,9,6,6,31
709002,10,10,10,10,10,10,10,52
709420,8,10,8,8,7,8,8,45
709421,8,10,8,8,7,8,8,57
709422,9,10,6,8,6,8,8,60
709423,8,10,8,8,7,9,8,60
709426,9,10,8,8,6,8,9,72
709438,10,10,8,9,8,8,8,60
709442,9,10,6,6,6,8,8,65
709449,9,10,9,9,8,9,9,70
709460,9,10,8,8,8,9,9,62
709464,9,10,8,8,7,8,9,50
709470,8,10,8,8,7,8,8,72
709803,9,9,4,9,5,8,9,32
709830,8,8,4,6,9,8,8,34
709953,10,10,10,10,10,10,10,74
710064,9,10,9,9,7,9,8,105
710165,9,9,9,9,9,9,9,34
710170,9,9,9,9,9,9,9,47
710247,10,10,10,10,10,10,10,75
710303,7,8,5,6,5,9,7,150
710413,8,8,9,9,7,8,7,29
710415,9,9,9,9,9,9,9,29
710440,9,9,9,9,9,9,9,34
710507,9,9,9,9,9,9,9,34
710556,9,9,9,9,9,9,9,36
710606,7,7,8,8,8,9,7,67
710624,8,8,5,8,5,8,7,70
710872,10,9,9,10,9,10,9,68
710905,8,9,9,9,9,9,9,45
710944,9,9,9,9,9,9,9,44
711014,10,10,9,10,8,10,7,49
711022,9,9,9,9,9,9,9,23
711107,9,9,7,7,7,9,9,28
711153,8,8,6,6,6,9,9,27
711312,10,10,10,10,10,10,10,65
711417,9,9,9,9,9,9,9,28
711432,7,7,7,7,7,7,7,35
711467,5,5,5,5,5,5,5,26
711479,9,8,9,9,9,9,9,37
711545,8,7,5,5,8,8,8,65
711611,10,10,10,10,10,7,8,20
711624,10,10,10,10,10,10,10,40
711645,10,10,10,10,10,10,10,59
711660,10,10,10,10,10,10,10,61
711829,9,8,8,9,8,8,8,50
711831,6,6,6,6,6,7,5,37
711925,10,10,10,10,10,10,10,36
712022,9,9,9,9,9,9,9,37
712127,10,10,10,10,10,10,10,66
712132,8,8,8,8,8,8,8,46
712136,10,10,10,10,10,10,10,53
712141,9,9,9,9,9,9,9,53
712148,10,10,10,10,10,10,10,76
712219,7,9,8,8,7,8,7,58
712236,7,10,8,8,8,8,7,40
712244,7,10,8,8,8,8,8,50
712503,6,6,9,8,8,5,9,42
712509,9,9,8,8,8,8,8,44
712525,9,9,9,9,9,9,9,52
712533,9,9,4,4,5,7,5,38
712610,9,9,9,9,9,9,9,38
712707,9,9,9,9,9,7,8,33
712723,7,10,7,10,10,10,8,25
712823,10,10,10,10,10,10,10,47
712869,10,10,10,10,9,10,10,26
712878,10,10,7,8,7,10,10,46
712905,8,8,8,10,8,9,9,78
712908,9,9,8,10,9,9,9,25
712910,8,7,8,10,8,9,8,27
712964,9,9,8,10,9,8,8,80
713044,6,6,6,6,6,5,6,40
713057,6,6,6,6,6,5,6,32
713134,9,9,9,9,8,9,9,62
713222,8,7,5,7,6,7,7,74
713247,7,7,6,7,6,7,6,68
713250,8,6,7,7,7,7,7,72
713303,8,7,6,6,6,7,7,123
713319,7,7,6,6,6,7,7,84
713328,4,4,8,8,8,4,4,25
713359,7,7,10,10,10,8,8,27
713400,10,10,10,10,10,10,10,52
713518,9,9,7,8,8,10,10,70
713617,8,8,8,8,8,8,8,43
713642,9,9,9,9,9,9,9,52
713676,6,6,6,7,7,6,6,38
713700,10,10,10,10,10,10,10,47
713802,10,10,10,10,10,10,10,36
713811,10,10,8,10,10,10,10,66
713837,10,10,10,10,10,10,10,70
713839,10,10,5,10,8,8,10,31
713844,10,10,10,10,10,10,10,42
713851,10,10,7,10,10,10,10,37
713852,10,10,10,10,10,10,10,47
713854,10,10,10,10,10,10,10,45
713873,10,10,10,10,10,10,10,50
714008,8,8,8,8,8,8,8,36
714021,8,8,5,9,5,8,8,44
714029,7,10,8,10,10,10,7,33
714110,8,9,7,8,7,8,8,31
714238,7,6,5,5,8,6,6,38
714248,9,10,10,10,10,10,10,45
714265,6,6,6,10,8,6,6,32
714416,9,9,8,9,9,7,8,30
714430,10,9,8,8,8,8,8,41
714437,10,8,8,8,9,8,9,34
714475,9,8,8,9,8,8,8,36
714538,9,9,4,9,9,9,9,32
714574,8,7,4,7,5,6,6,34
714602,9,8,9,9,8,8,9,66
714604,8,7,8,8,8,8,8,48
714622,7,7,8,8,8,7,7,44
714709,5,5,4,7,6,6,5,41
714712,5,5,4,6,6,6,6,23
714734,8,9,7,7,7,8,8,57
714811,8,8,8,9,8,8,8,50
714820,10,10,10,10,10,10,10,38
714825,8,8,8,8,8,8,9,59
714828,10,10,10,10,10,10,10,54
714833,8,8,8,10,7,8,8,53
714843,10,10,10,10,10,10,10,45
714854,8,8,9,10,10,9,9,41
714863,9,9,9,9,9,9,9,49
714933,6,6,10,10,10,8,7,36
715001,10,10,7,10,10,10,10,56
715004,9,9,10,10,9,10,9,52
715014,9,8,9,10,10,10,8,57
715027,9,8,10,10,9,10,8,46
715065,10,10,9,10,9,10,10,77
715469,10,10,10,10,10,10,10,70
715499,10,10,9,10,10,10,10,60
715500,7,7,8,8,7,7,7,54
715508,10,10,9,10,10,10,10,60
715551,10,10,10,10,10,10,10,46
715572,10,10,10,10,10,10,10,50
715632,10,10,10,10,10,10,10,53
715776,10,10,10,10,10,10,10,88
715782,8,8,9,9,9,9,8,46
715821,6,5,6,7,6,6,6,46
715837,7,4,7,6,6,5,6,51
715839,8,5,5,7,7,6,6,59
715847,6,6,4,6,6,6,6,38
715865,8,6,6,8,7,7,7,73
715872,5,5,7,7,7,7,7,39
715879,7,5,4,7,6,5,5,53
715880,8,5,5,6,7,6,6,52
715937,6,7,8,8,9,8,6,49
716023,10,10,10,10,10,10,10,93
716105,9,9,9,9,9,9,9,62
716204,10,10,10,10,10,10,10,70
716305,10,10,10,10,10,10,10,53
716500,9,9,9,9,9,9,9,86
716507,9,9,9,9,9,9,9,41
716512,9,9,9,9,9,9,9,38
716834,10,8,5,6,6,9,9,30
716849,8,8,7,7,7,8,8,34
716856,8,7,8,8,6,8,6,27
716908,10,9,8,9,9,10,10,54
716910,10,10,10,10,10,10,10,58
716937,10,10,10,10,10,10,10,79
717014,10,10,10,10,10,10,10,65
717044,10,10,10,10,10,10,10,42
717205,7,7,7,8,8,6,6,33
717242,8,7,7,8,6,7,7,81
717311,10,7,7,10,7,6,7,52
717312,7,6,10,10,10,7,6,43
717316,9,7,5,8,6,6,6,25
717317,10,10,7,10,8,10,9,31
717331,6,6,6,10,6,8,7,33
717409,9,9,9,9,9,9,9,99
717414,9,9,9,9,9,9,9,131
717434,9,9,9,9,9,9,9,68
717605,7,7,9,10,8,8,8,52
717624,8,8,8,8,8,8,8,56
717669,9,8,9,9,9,9,8,52
717801,6,8,8,10,10,10,10,46
717804,10,10,10,10,10,10,10,78
717809,10,10,10,10,10,10,10,65
717834,6,8,5,8,5,10,10,57
717858,6,7,10,10,10,10,10,51
717865,7,7,10,7,5,10,10,62
717871,5,6,10,10,10,10,10,54
717877,10,10,5,8,10,10,10,57
717885,10,10,5,10,5,10,10,62
717900,10,10,3,6,3,10,10,85
718006,9,9,9,9,9,9,9,49
718115,8,10,6,8,6,9,8,73
718506,9,9,9,9,9,9,9,50
718531,8,8,8,8,8,8,8,57
718600,9,10,7,8,6,8,8,62
718624,8,10,7,9,6,8,8,39
718645,8,10,8,8,8,9,8,42
718674,10,10,8,9,8,9,10,73
718764,9,10,8,10,10,10,9,75
718767,10,10,9,10,10,10,10,41
718772,9,9,7,8,9,10,9,46
718832,8,7,6,7,7,6,7,39
719025,8,8,8,9,7,8,9,83
719109,10,10,10,10,10,10,10,78
719334,8,9,8,9,9,9,9,38
719358,8,9,7,5,8,8,7,28
719528,5,6,6,5,6,5,5,51
719556,8,6,6,7,7,6,6,42
719565,6,6,2,4,3,6,6,53
719571,8,8,5,6,6,6,6,23
719606,6,6,4,6,4,4,3,35
719609,5,6,6,6,6,6,6,58
719611,5,6,3,6,5,4,5,62
719613,6,6,6,6,6,6,6,41
719615,6,6,6,6,6,6,6,54
719656,6,6,6,6,6,6,6,60
719666,7,6,7,7,7,6,7,56
719712,8,9,9,9,9,9,8,26
719722,7,7,10,10,10,8,9,24
719763,9,9,8,8,8,9,9,54
719801,6,8,8,8,7,8,7,35
719810,8,8,8,9,8,9,9,40
719840,8,9,9,8,8,8,8,69
719940,7,7,7,7,7,7,7,51
719963,8,9,8,7,8,8,8,34
720003,9,9,8,8,8,10,10,95
720009,8,7,7,8,7,9,8,55
720110,9,9,9,9,9,9,9,45
720117,9,9,9,9,9,9,9,75
720138,8,6,6,7,6,6,8,40
720139,9,9,9,9,9,9,9,57
720157,8,9,8,8,8,8,8,42
720161,9,9,9,9,9,9,9,47
720163,9,9,9,9,9,9,9,62
720209,9,9,9,9,9,9,8,59
720256,7,8,9,9,9,9,8,75
720312,7,7,5,7,4,7,7,65
720373,7,7,6,7,6,7,7,65
720404,9,10,10,10,10,10,10,71
720416,9,9,9,8,10,10,9,41
720566,10,9,8,9,9,8,9,37
720593,9,9,8,9,9,10,9,29
720603,9,9,9,9,7,10,9,47
720634,9,9,9,9,9,10,9,31
720784,8,9,9,9,9,10,8,34
720883,9,9,9,9,9,9,9,28
720889,9,8,8,9,9,8,8,31
721201,9,8,8,7,7,9,8,65
721260,5,5,9,9,9,8,5,50
721520,7,7,6,7,7,7,7,40
721521,7,7,7,7,7,8,7,60
721548,7,7,7,7,7,6,6,35
721628,9,9,9,9,9,9,9,25
721631,9,9,9,9,9,9,9,22
721717,8,10,6,8,7,8,8,47
721747,8,10,6,8,5,8,8,75
721777,9,10,8,8,8,9,9,58
721806,7,8,10,10,10,10,8,43
721843,10,10,10,10,10,10,10,78
721862,10,10,10,10,10,10,10,50
721871,10,10,10,10,10,10,10,49
721872,7,7,10,10,8,10,10,26
722007,10,10,10,10,10,10,10,29
722013,8,9,5,10,5,8,8,30
722104,8,10,10,10,10,10,9,46
722116,7,7,9,9,9,9,8,58
722139,10,10,10,10,10,10,10,55
722141,8,6,6,8,6,8,7,51
722145,10,10,10,10,10,10,10,49
722146,10,10,10,10,10,10,10,60
722212,10,10,10,10,10,10,10,47
722259,7,7,8,8,7,8,7,25
722310,9,9,8,9,7,9,9,82
722321,9,9,8,8,8,8,8,49
722324,8,9,7,9,7,8,8,54
722331,9,9,9,9,9,9,9,68
722353,10,10,10,10,10,10,10,71
722364,9,9,9,10,10,10,10,37
722365,9,9,9,9,9,9,9,59
722378,9,9,9,9,9,9,9,37
722447,8,8,7,9,7,8,8,51
722505,8,9,9,8,9,9,9,37
722509,9,9,9,9,9,9,9,49
722518,9,9,9,9,9,9,9,73
722601,10,10,6,7,6,10,10,70
722608,9,10,8,9,10,10,9,56
722678,10,10,8,10,10,10,10,31
722704,8,8,8,8,8,8,8,43
722720,9,9,9,9,9,9,9,63
722743,10,10,10,10,10,10,10,54
722853,10,7,5,10,10,8,8,53
722875,8,7,5,6,6,7,8,34
723200,7,7,7,7,7,7,7,51
723204,4,7,7,5,4,6,6,24
723207,8,8,8,8,8,8,8,61
723463,9,9,9,9,9,9,9,57
723480,8,7,9,9,8,8,6,51
723492,8,9,9,9,9,9,9,53
723504,9,8,8,8,9,8,9,37
723506,10,10,8,10,9,9,9,49
723507,10,10,10,10,10,10,10,21
723535,9,9,10,10,10,9,9,40
723536,10,10,10,10,10,10,10,58
723629,9,9,9,9,9,9,9,40
723666,9,9,9,9,9,9,9,79
723745,9,9,10,10,10,10,9,41
723934,9,9,9,9,9,9,9,48
723986,9,9,5,9,6,8,8,47
724042,10,10,10,10,10,10,10,50
724103,9,8,9,9,9,9,9,39
724132,9,8,9,9,9,9,7,62
724209,7,7,7,7,7,7,7,25
724211,7,7,7,7,7,7,7,37
724213,7,7,7,7,7,7,7,20
724307,8,9,9,9,9,9,9,53
724353,3,4,4,3,3,3,4,51
724509,7,7,7,7,7,7,7,43
724523,8,7,7,7,7,7,7,62
724537,8,8,6,7,6,8,8,49
724543,9,9,8,8,8,8,8,77
724635,9,9,9,9,8,9,9,47
724636,8,9,9,8,8,9,9,89
724708,6,8,7,9,9,9,8,73
724714,9,9,9,9,9,9,9,86
724818,8,8,7,6,8,9,8,37
724867,7,6,6,9,9,6,6,79
724899,8,8,8,7,6,7,7,38
724926,8,9,9,8,8,8,9,92
725236,5,6,5,8,6,6,6,41
725509,8,8,7,9,7,9,9,55
725602,8,8,7,10,8,9,8,45
725619,10,10,10,10,10,10,10,31
725643,9,10,10,10,10,10,8,42
725701,7,7,8,9,9,8,8,44
725716,8,8,8,8,8,8,8,62
725726,7,7,9,9,8,8,8,49
725801,10,10,8,8,8,10,10,78
725902,7,8,8,7,7,7,8,83
726010,8,10,7,8,8,8,8,54
726146,9,9,8,8,7,8,8,53
726161,9,9,7,7,7,9,9,40
726234,10,10,10,10,10,10,10,66
726463,10,10,8,9,9,9,9,43
726553,10,10,10,10,10,10,10,57
726563,10,10,10,10,10,10,9,91
726568,10,10,10,10,10,10,10,57
726703,7,8,9,9,9,8,8,26
726743,7,8,8,8,8,8,8,45
726811,7,7,8,10,10,8,7,30
726823,6,6,7,10,10,6,5,45
726867,10,10,10,10,10,10,9,29
726906,9,9,9,9,7,9,8,43
726932,9,9,9,9,9,9,9,30
727001,9,9,9,9,9,10,9,68
727009,7,8,7,9,8,8,8,112
727039,8,8,9,10,9,9,8,71
727138,9,9,9,9,9,9,9,80
727160,10,9,8,10,9,9,9,39
727170,9,9,9,9,9,9,9,81
727171,8,9,8,10,9,10,8,55
727267,8,7,6,8,7,7,5,70
727318,8,8,8,8,8,8,8,33
727326,9,9,9,9,9,9,9,37
727402,10,10,10,10,10,10,10,41
727473,8,8,8,8,8,8,8,33
727477,8,8,8,8,8,8,8,44
727520,7,8,8,10,9,9,8,36
727537,10,10,9,10,7,9,9,31
727567,10,10,5,10,8,10,10,23
727604,6,6,6,6,6,6,6,43
727650,6,6,6,6,6,7,6,27
727726,10,10,10,10,9,10,10,50
727740,8,8,9,9,9,8,8,67
727825,7,7,7,7,7,7,7,53
