nquest,nord,SEX,PARENT,ANASC,CIT,ANINGR,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,motiv,annoenus,tipolau,tipodip,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
867505,2,1,2,1943,1,,1,5,70,100,2,1961,2,2,,15,4,13,,,,2,1,1,1,2,69,5,6,3,13,5,1,1,2,1,1,0,1.6753368075
867522,1,2,1,1937,1,,4,2,,,,,,1,,15,3,16,,,,,8,1,1,2,75,5,6,3,16,5,1,1,1,1,1,0,1.6832107371
867522,2,1,7,1954,1,,3,3,,,,,,2,,12,8,7,,,,,8,1,1,2,58,4,7,3,7,5,0,0,1,1,1,0,1.6832107371
867565,1,2,1,1931,1,,1,3,,,,,,1,,15,8,7,,,,,1,1,1,2,81,5,6,3,7,5,0,1,2,1,1,0,1.177566339
867565,2,1,2,1932,1,,1,2,,,,,,2,,15,1,8,,,,,1,1,1,2,80,5,6,3,8,5,1,1,2,1,1,0,1.177566339
867618,1,1,1,1941,1,,1,5,6,10,2,1961,2,1,,6,,19,,,,2,3,1,3,2,71,5,4,2,19,4,1,1,2,1,1,2,0.360752444
867618,2,2,2,1942,1,,1,5,7,10,2,1961,2,2,,15,2,8,,,,2,3,1,3,2,70,5,6,3,8,5,0,1,2,1,1,2,0.360752444
867641,1,1,1,1927,1,,2,7,90,100,2,1957,,1,,15,8,1,,,2,2,3,1,3,1,85,5,6,3,1,5,1,1,1,1,1,2,0.2672446181
867653,1,1,1,1964,2,1994,1,5,8,10,2,1983,2,1,,1,,19,3,,,1,,,3,4,48,3,1,1,19,4,1,1,1,1,1,2,0.4891250587
867653,2,2,2,1974,2,2000,1,3,,,,,,2,,13,,,2,,,,,,3,4,38,2,7,3,,5,0,0,1,1,1,2,0.4891250587
867653,3,1,6,2002,2,,2,2,,,,,,3,,17,,,,,,,3,1,3,4,10,1,7,3,,5,0,0,1,1,1,2,0.4891250587
867653,4,1,6,2004,2,,2,1,,,,,,4,,17,,,,,,,3,1,3,4,8,1,7,3,,5,0,0,1,1,1,2,0.4891250587
867674,1,1,1,1976,2,2000,3,4,,,,,,1,,1,,6,3,,,,,,5,1,36,2,1,1,6,4,1,1,1,1,2,2,3.1338800807
867686,1,1,1,1930,1,,1,5,7,10,2,1950,2,1,,15,5,3,,,,2,5,1,5,2,82,5,6,3,3,5,1,1,2,1,2,2,0.8920862756
867686,2,2,2,1929,1,,1,5,7,10,2,1946,2,2,,15,2,3,,,,2,5,1,5,2,83,5,6,3,3,5,0,1,2,1,2,2,0.8920862756
867696,1,1,1,1934,1,,4,2,,,,,,1,,15,1,3,,,,,5,1,5,1,78,5,6,3,3,5,1,1,1,1,2,2,0.9444207672
867698,1,1,1,1938,1,,1,2,,,,,,1,,15,1,8,,,,,15,3,5,2,74,5,6,3,8,5,1,1,1,1,2,2,0.9955839896
867698,2,2,2,1940,1,,1,2,,,,,,2,,13,,,,,,,18,3,5,2,72,5,7,3,,5,0,0,1,1,2,2,0.9955839896
867720,1,2,1,1922,1,,3,4,,,,,,1,,15,4,19,,,,,5,1,1,1,90,5,6,3,19,5,1,1,1,1,1,1,0.3048269623
867736,1,1,1,1947,1,,4,2,,,,,,1,,16,,,,,,,1,1,1,1,65,5,6,3,,5,1,1,1,1,1,1,0.4187942179
867784,1,2,1,1947,1,,1,3,,,,,,1,,15,1,3,,,,,8,1,1,4,65,5,6,3,3,5,0,1,4,1,1,2,0.1871301663
867784,2,1,2,1946,1,,1,3,,,,,,2,,15,2,15,,,,,1,1,1,4,66,5,6,3,15,5,0,1,4,1,1,2,0.1871301663
867784,3,2,4,1925,1,,4,2,,,,,,3,,15,1,1,,,,,8,1,1,4,87,5,6,3,1,5,0,1,4,1,1,2,0.1871301663
867784,4,1,6,1972,1,,2,5,57,60,2,1991,1,4,,2,,14,,,,2,1,1,1,4,40,2,2,1,14,4,1,1,4,1,1,2,0.1871301663
867799,1,1,1,1976,1,,1,4,,,,,,1,,8,,7,,,,,5,1,5,2,36,2,5,2,7,4,1,1,2,1,2,2,1.6434224531
867799,2,2,2,1978,1,,1,5,70,100,2,1997,2,2,,2,,3,,,,2,5,1,5,2,34,1,2,1,3,2,0,1,2,1,2,2,1.6434224531
867801,1,2,1,1949,1,,4,7,103,110,2,1973,,1,,15,3,16,,,9,3,5,1,5,1,63,4,6,3,16,5,1,1,1,1,2,2,0.7866846044
867838,1,1,1,1966,1,,1,5,54,60,2,1985,2,1,,4,,11,,,,2,5,1,5,3,46,3,3,1,11,4,1,1,2,1,2,2,1.3660522209
867838,2,2,2,1969,1,,1,4,,,,,,2,,8,,19,,,,,5,1,5,3,43,2,5,2,19,4,0,1,2,1,2,2,1.3660522209
867838,3,1,6,1996,1,,2,3,,,,,,3,,17,,,,,,,5,1,5,3,16,1,7,3,,5,0,0,2,1,2,2,1.3660522209
867901,1,2,1,1927,1,,4,2,,,,,,1,,16,,,,,,,18,3,18,1,85,5,6,3,,5,1,1,1,3,4,1,0.3165750638
867913,1,1,1,1964,1,,1,5,37,60,2,1982,2,1,,8,,3,,,,2,18,3,18,4,48,3,5,2,3,2,0,1,2,3,4,1,0.5510470638
867913,2,2,2,1971,1,,1,5,42,60,2,1990,2,2,,3,,16,,,,3,18,3,18,4,41,2,2,1,16,3,1,1,2,3,4,1,0.5510470638
867913,3,2,6,1996,1,,2,3,,,,,,3,,17,,,,,,,18,3,18,4,16,1,7,3,,5,0,0,2,3,4,1,0.5510470638
867913,4,2,6,2008,1,,2,1,,,,,,4,,18,,,,,,,18,3,18,4,4,1,7,3,,5,0,0,2,3,4,1,0.5510470638
867914,1,1,1,1965,1,,1,5,60,60,2,2008,2,1,,2,,10,,,,1,18,3,18,5,47,3,2,1,10,4,1,1,2,3,4,1,0.4181355313
867914,2,2,2,1964,1,,1,5,60,60,2,2009,2,2,,1,,19,,,,4,18,3,18,5,48,3,1,1,19,4,0,1,2,3,4,1,0.4181355313
867914,3,2,6,1995,1,,2,3,,,,,,3,,17,,,,,,,18,3,18,5,17,1,7,3,,5,0,0,2,3,4,1,0.4181355313
867914,4,2,6,1996,1,,2,3,,,,,,4,,17,,,,,,,18,3,18,5,16,1,7,3,,5,0,0,2,3,4,1,0.4181355313
867914,5,2,6,2006,1,,2,1,,,,,,5,,17,,,,,,,18,3,18,5,6,1,7,3,,5,0,0,2,3,4,1,0.4181355313
867921,1,1,1,1942,1,,1,2,,,,,,1,,15,2,19,,,,,18,3,18,2,70,5,6,3,19,5,1,1,2,3,4,1,0.2476265731
867921,2,2,2,1951,1,,1,3,,,,,,2,,16,,,,,,,18,3,18,2,61,4,6,3,,5,0,1,2,3,4,1,0.2476265731
867925,1,2,1,1928,1,,4,5,7,10,2,1946,2,1,,15,3,16,,,,5,18,3,18,1,84,5,6,3,16,5,1,1,1,3,4,1,0.2670228555
867929,1,1,1,1970,2,1994,1,5,9,10,2,1989,2,1,,1,,3,3,,,3,,,5,6,42,2,1,1,3,2,1,1,2,1,2,2,0.7614112662
867929,2,2,2,1976,2,1999,1,5,8,10,2,1995,2,2,,1,,3,2,,,2,,,5,6,36,2,1,1,3,2,0,1,2,1,2,2,0.7614112662
867929,3,2,6,1998,2,2010,2,2,,,,,,,2,17,,,,2009,,,,,5,6,14,1,7,3,,5,0,0,2,1,2,2,0.7614112662
867929,4,1,6,1998,2,,2,1,,,,,,,2,17,,,,2009,,,5,1,5,6,14,1,7,3,,5,0,0,2,1,2,2,0.7614112662
867929,5,1,6,2001,2,,2,1,,,,,,,2,17,,,,2009,,,5,1,5,6,11,1,7,3,,5,0,0,2,1,2,2,0.7614112662
867929,6,2,6,2010,2,,2,1,,,,,,3,,18,,,,,,,5,1,5,6,2,1,7,3,,5,0,0,2,1,2,2,0.7614112662
867937,1,1,1,1949,2,1997,1,3,,,,,,1,,16,,,2,,,,,,5,2,63,4,6,3,,5,0,1,2,1,2,2,0.4719217324
867937,2,2,2,1952,2,1996,1,3,,,,,,2,,1,,20,3,,,,,,5,2,60,4,1,1,20,4,1,1,2,1,2,2,0.4719217324
867947,1,1,1,1947,1,,1,3,,,,,,1,,15,1,3,,,,,5,1,5,3,65,5,6,3,3,5,1,1,3,1,2,2,0.4159529141
867947,2,2,2,1950,1,,1,3,,,,,,2,,15,1,3,,,,,5,1,5,3,62,4,6,3,3,5,0,1,3,1,2,2,0.4159529141
867947,3,1,6,1976,1,,2,4,,,,,,3,,1,,3,,,,,5,1,5,3,36,2,1,1,3,2,0,1,3,1,2,2,0.4159529141
867963,1,2,1,1938,1,,4,2,,,,,,1,,15,1,3,,,,,5,1,5,1,74,5,6,3,3,5,1,1,1,1,2,2,0.4236785723
867965,1,1,1,1960,1,,1,5,49,60,2,1978,2,1,,5,,21,,,,2,5,1,5,5,52,3,3,1,21,4,1,1,2,1,2,2,0.6146018308
867965,2,2,2,1966,1,,1,5,40,60,2,1985,2,2,,2,,17,,,,2,5,1,5,5,46,3,2,1,17,3,0,1,2,1,2,2,0.6146018308
867965,3,2,6,1994,1,,2,3,,,,,,3,,17,,,,,,,5,1,5,5,18,1,7,3,,5,0,0,2,1,2,2,0.6146018308
867965,4,1,6,1996,1,,2,3,,,,,,4,,17,,,,,,,5,1,5,5,16,1,7,3,,5,0,0,2,1,2,2,0.6146018308
867965,5,1,6,1999,1,,2,2,,,,,,5,,17,,,,,,,5,1,5,5,13,1,7,3,,5,0,0,2,1,2,2,0.6146018308
867969,1,1,1,1962,1,1982,1,7,85,100,2,1987,,1,,8,,19,,,2,3,,,5,5,50,3,5,2,19,4,1,1,1,1,2,2,0.7107631447
867969,2,2,2,1972,1,1992,1,7,90,100,2,1992,,2,,13,,,,,6,3,,,5,5,40,2,7,3,,5,0,0,1,1,2,2,0.7107631447
867969,3,2,6,1996,1,,2,3,,,,,,3,,17,,,,,,,5,1,5,5,16,1,7,3,,5,0,0,1,1,2,2,0.7107631447
867969,4,2,6,1999,1,,2,2,,,,,,4,,17,,,,,,,5,1,5,5,13,1,7,3,,5,0,0,1,1,2,2,0.7107631447
867969,5,1,6,2005,1,,2,1,,,,,,5,,17,,,,,,,5,1,5,5,7,1,7,3,,5,0,0,1,1,2,2,0.7107631447
867993,1,2,1,1961,1,,3,4,,,,,,,2,1,,19,,2009,,,1,1,1,1,51,3,1,1,19,4,1,1,1,1,1,0,1.4665089374
868013,1,2,1,1938,1,,1,2,,,,,,2,,15,9,19,,,,,7,1,1,2,74,5,6,3,19,5,1,1,2,1,1,0,1.4335590214
868013,2,1,2,1939,1,,1,2,,,,,,1,,15,7,19,,,,,1,1,1,2,73,5,6,3,19,5,0,1,2,1,1,0,1.4335590214
868093,1,2,1,1972,1,,1,5,37,60,2,1991,1,1,,13,,,,,,3,16,3,4,5,40,2,7,3,,5,0,0,1,1,2,0,1.5509148048
868093,2,1,2,1969,1,,1,5,48,60,2,1988,2,2,,8,,7,,,,5,4,1,4,5,43,2,5,2,7,4,1,1,1,1,2,0,1.5509148048
868093,3,1,6,2000,1,,2,2,,,,,,3,,17,,,,,,,4,1,4,5,12,1,7,3,,5,0,0,1,1,2,0,1.5509148048
868093,4,1,6,2004,1,,2,1,,,,,,4,,17,,,,,,,4,1,4,5,8,1,7,3,,5,0,0,1,1,2,0,1.5509148048
868093,5,1,7,2012,1,,2,1,,,,,,,1,18,,,,2012,,,4,1,4,5,0,1,7,3,,5,0,0,1,1,2,0,1.5509148048
868098,1,2,1,1978,1,,1,6,108,110,2,2011,,1,,2,,17,,,1,3,4,1,4,3,34,1,2,1,17,3,0,1,2,1,2,0,1.9504041052
868098,2,1,2,1978,1,,1,5,48,60,2,1997,2,2,,3,,16,,,,2,4,1,4,3,34,1,2,1,16,3,1,1,2,1,2,0,1.9504041052
868098,3,2,6,2010,1,,2,1,,,,,,3,,18,,,,,,,4,1,4,3,2,1,7,3,,5,0,0,2,1,2,0,1.9504041052
868109,1,1,1,1960,2,1989,1,3,,,,,,1,,1,,6,3,,,,,,5,6,52,3,1,1,6,4,1,1,1,1,2,1,0.5813093159
868109,2,2,2,1974,2,1998,1,3,,,,,,2,,13,,,2,,,,,,5,6,38,2,7,3,,5,0,0,1,1,2,1,0.5813093159
868109,3,1,6,1997,2,1997,2,3,,,,,,3,,17,,,,,,,,,5,6,15,1,7,3,,5,0,0,1,1,2,1,0.5813093159
868109,4,1,6,1999,2,,2,3,,,,,,4,,17,,,,,,,5,1,5,6,13,1,7,3,,5,0,0,1,1,2,1,0.5813093159
868109,5,2,6,2000,2,,2,2,,,,,,5,,17,,,,,,,5,1,5,6,12,1,7,3,,5,0,0,1,1,2,1,0.5813093159
868109,6,2,6,2006,2,,2,1,,,,,,6,,17,,,,,,,5,1,5,6,6,1,7,3,,5,0,0,1,1,2,1,0.5813093159
868117,1,1,1,1966,1,,1,4,,,,,,1,,1,,8,,,,,3,1,5,5,46,3,1,1,8,4,1,1,2,1,2,1,0.3126496819
868117,2,2,2,1967,1,,1,5,50,60,2,1997,2,2,,1,,17,,,,1,5,1,5,5,45,3,1,1,17,3,0,1,2,1,2,1,0.3126496819
868117,3,1,6,2004,1,,2,1,,,,,,3,,17,,,,,,,5,1,5,5,8,1,7,3,,5,0,0,2,1,2,1,0.3126496819
868117,4,1,6,2007,1,,2,1,,,,,,4,,18,,,,,,,5,1,5,5,5,1,7,3,,5,0,0,2,1,2,1,0.3126496819
868117,5,2,6,2011,1,,2,1,,,,,,,1,18,,,,2011,,,5,1,5,5,1,1,7,3,,5,0,0,2,1,2,1,0.3126496819
868128,1,1,1,1935,1,,1,2,,,,,,1,,15,1,6,,,,,5,1,5,2,77,5,6,3,6,5,1,1,2,1,2,1,0.2045629783
868128,2,2,2,1944,1,,1,2,,,,,,2,,15,1,20,,,,,5,1,5,2,68,5,6,3,20,5,0,1,2,1,2,1,0.2045629783
868141,1,1,1,1928,1,,1,4,,,,,,1,,15,8,1,,,,,8,1,5,2,84,5,6,3,1,5,1,1,1,1,2,1,0.2026844195
868141,2,2,2,1932,1,,1,2,,,,,,2,,13,,,,,,,5,1,5,2,80,5,7,3,,5,0,0,1,1,2,1,0.2026844195
868152,1,1,1,1948,1,,1,2,,,,,,1,,16,,,,,,,5,1,5,2,64,4,6,3,,5,0,1,2,1,2,1,0.1797745181
868152,2,2,2,1950,1,,1,2,,,,,,2,,15,1,3,,,,,3,1,5,2,62,4,6,3,3,5,1,1,2,1,2,1,0.1797745181
868158,1,2,1,1942,1,,4,5,40,60,2,1960,2,1,,15,3,16,,,,5,20,3,20,1,70,5,6,3,16,5,1,1,1,3,5,0,0.5904993112
868164,1,1,1,1957,1,,1,5,60,100,2,1978,2,1,,2,,19,,,,2,20,3,20,3,55,4,2,1,19,4,1,1,2,3,5,0,0.7664663658
868164,2,2,2,1957,1,,1,3,,,,,,2,,13,,,,,,,20,3,20,3,55,4,7,3,,5,0,0,2,3,5,0,0.7664663658
868164,3,1,6,1985,1,,2,3,,,,,,4,,2,,19,,,,,20,3,20,3,27,1,2,1,19,4,0,1,2,3,5,0,0.7664663658
868165,1,2,1,1950,1,,1,2,,,,,,2,,13,,,,,,,20,3,20,5,62,4,7,3,,5,0,0,2,3,5,0,0.7275860313
868165,2,1,2,1949,1,,1,2,,,,,,1,,15,1,3,,,,,20,3,20,5,63,4,6,3,3,5,1,1,2,3,5,0,0.7275860313
868165,3,1,6,1975,1,,2,5,38,60,2,1996,2,3,,1,,3,,,,1,20,3,20,5,37,2,1,1,3,2,0,1,2,3,5,0,0.7275860313
868165,4,2,6,1978,1,,2,5,45,60,2,1998,1,4,,17,,,,,,2,20,3,20,5,34,1,7,3,,5,0,0,2,3,5,0,0.7275860313
868165,5,2,6,1987,1,,2,3,,,,,,6,,11,,,,,,,20,3,20,5,25,1,7,3,,5,0,0,2,3,5,0,0.7275860313
868180,1,2,1,1965,1,,1,3,,,,,,3,,13,,,,,,,20,3,20,3,47,3,7,3,,5,0,0,1,3,5,0,0.5609866848
868180,2,1,2,1962,1,,1,3,,,,,,2,,1,,3,,,,,20,3,20,3,50,3,1,1,3,2,1,1,1,3,5,0,0.5609866848
868180,3,2,6,1991,1,,2,5,84,100,2,2010,1,1,,11,,,,,,3,20,3,20,3,21,1,7,3,,5,0,0,1,3,5,0,0.5609866848
868231,1,2,1,1969,2,2002,1,5,50,60,2,1989,2,1,,1,,19,3,,,2,,,9,2,43,2,1,1,19,4,0,1,2,2,3,0,1.6839974887
868231,2,1,2,1969,1,2000,1,5,40,60,2,1989,2,2,,1,,19,,,,2,,,9,2,43,2,1,1,19,4,1,1,2,2,3,0,1.6839974887
868234,1,2,1,1979,1,,1,3,,,,,,1,,1,,3,,,,,9,2,9,3,33,1,1,1,3,2,0,1,2,2,3,0,1.4842676198
868234,2,1,2,1976,1,,1,5,40,60,2,1995,2,2,,2,,3,,,,1,9,2,9,3,36,2,2,1,3,2,1,1,2,2,3,0,1.4842676198
868234,3,1,6,2012,1,,2,1,,,,,,,1,18,,,,2012,,,9,2,9,3,0,1,7,3,,5,0,0,2,2,3,0,1.4842676198
868238,1,2,1,1977,1,,1,7,95,110,2,2003,,2,,6,,19,,,8,3,9,2,9,4,35,2,4,2,19,4,0,1,2,2,3,0,1.5429542441
868238,2,1,2,1971,1,,1,5,58,60,2,1990,2,1,,2,,3,,,,3,9,2,9,4,41,2,2,1,3,2,1,1,2,2,3,0,1.5429542441
868238,3,1,6,2008,1,,2,1,,,,,,,2,18,,,,2009,,,9,2,9,4,4,1,7,3,,5,0,0,2,2,3,0,1.5429542441
868238,4,2,6,2006,1,,2,1,,,,,,,2,17,,,,2009,,,9,2,9,4,6,1,7,3,,5,0,0,2,2,3,0,1.5429542441
868251,1,2,1,1958,1,,1,3,,,,,,1,,13,,,,,,,12,2,12,4,54,3,7,3,,5,0,1,3,2,3,2,0.2326859997
868251,2,1,2,1954,1,,1,3,,,,,,2,,16,,,,,,,12,2,12,4,58,4,6,3,,5,0,1,3,2,3,2,0.2326859997
868251,3,2,6,1989,1,,2,5,75,100,2,2008,1,4,,12,1,9,,,,2,10,2,12,4,23,1,7,3,9,5,0,0,3,2,3,2,0.2326859997
868251,4,2,4,1922,1,,4,1,,,,,,5,,16,,,,,,,16,3,12,4,90,5,6,3,,5,1,1,3,2,3,2,0.2326859997
868264,1,1,1,1962,1,,1,8,110,110,1,2010,,1,,2,,17,,,10,2,12,2,12,4,50,3,2,1,17,3,1,1,2,2,3,2,0.3443518731
868264,2,2,2,1964,1,,1,3,,,,,,2,,1,,3,,,,,12,2,12,4,48,3,1,1,3,2,0,1,2,2,3,2,0.3443518731
868264,3,1,6,1991,1,,2,5,65,100,2,2010,1,3,,17,,,,,,3,12,2,12,4,21,1,7,3,,5,0,0,2,2,3,2,0.3443518731
868264,4,2,6,1996,1,,2,3,,,,,,4,,17,,,,,,,12,2,12,4,16,1,7,3,,5,0,0,2,2,3,2,0.3443518731
868280,1,1,1,1964,1,,1,2,,,,,,1,,12,1,1,,,,,1,1,19,4,48,3,7,3,1,5,1,1,1,3,5,2,0.4218425363
868280,2,2,2,1967,1,,1,3,,,,,,2,,12,1,9,,,,,19,3,19,4,45,3,7,3,9,5,0,0,1,3,5,2,0.4218425363
868280,3,2,6,1990,1,,2,5,70,100,2,2009,2,3,,11,,,,,,2,19,3,19,4,22,1,7,3,,5,0,0,1,3,5,2,0.4218425363
868280,4,2,6,1996,1,,2,3,,,,,,4,,11,,,,,,,19,3,19,4,16,1,7,3,,5,0,0,1,3,5,2,0.4218425363
868283,1,2,1,1966,1,,1,4,,,,,,1,,12,1,1,,,,,19,3,19,6,46,3,7,3,1,5,0,0,4,3,5,2,0.2051959952
868283,2,1,2,1968,1,,1,3,,,,,,2,,1,,8,,,,,19,3,19,6,44,2,1,1,8,4,1,1,4,3,5,2,0.2051959952
868283,3,1,6,1988,1,,2,5,65,100,2,2008,2,3,,1,,6,,,,2,19,3,19,6,24,1,1,1,6,4,0,1,4,3,5,2,0.2051959952
868283,4,1,6,1990,1,,2,4,,,,,,4,,1,,6,,,,,19,3,19,6,22,1,1,1,6,4,0,1,4,3,5,2,0.2051959952
868283,5,1,6,1994,1,,2,3,,,,,,5,,1,,6,,,,,19,3,19,6,18,1,1,1,6,4,0,1,4,3,5,2,0.2051959952
868283,6,2,6,2002,1,,2,1,,,,,,6,,17,,,,,,,19,3,19,6,10,1,7,3,,5,0,0,4,3,5,2,0.2051959952
868294,1,1,1,1980,2,2000,1,1,,,,,,1,,8,,19,3,,,,,,19,3,32,1,5,2,19,4,1,1,1,3,5,2,0.4068145302
868294,2,2,3,1984,2,2008,1,4,,,,,,2,,13,,,2,,,,,,19,3,28,1,7,3,,5,0,0,1,3,5,2,0.4068145302
868294,3,2,6,2010,2,,2,1,,,,,,3,,18,,,,,,,19,3,19,3,2,1,7,3,,5,0,0,1,3,5,2,0.4068145302
868331,1,2,1,1940,1,,2,3,,,,,,1,,16,,,,,,,14,3,14,1,72,5,6,3,,5,1,1,1,3,4,1,0.1521401565
868334,1,1,1,1960,1,,1,5,42,60,2,1979,2,1,,7,,6,,,,2,14,3,14,3,52,3,4,2,6,4,1,1,2,3,4,1,0.1726239545
868334,2,2,2,1966,1,,1,5,48,60,2,1985,2,2,,2,,7,,,,5,14,3,14,3,46,3,2,1,7,4,0,1,2,3,4,1,0.1726239545
868334,3,2,6,1989,1,,2,5,100,100,2,2008,1,3,,17,,,,,,3,14,3,14,3,23,1,7,3,,5,0,0,2,3,4,1,0.1726239545
868337,1,1,1,1968,1,,1,5,38,60,2,1988,2,1,,8,,9,,,,2,14,3,14,4,44,2,5,2,9,4,1,1,1,3,4,1,0.2056008156
868337,2,2,2,1971,1,,1,5,44,60,2,1990,2,2,,13,,,,,,2,14,3,14,4,41,2,7,3,,5,0,0,1,3,4,1,0.2056008156
868337,3,1,6,2001,1,,2,2,,,,,,3,,17,,,,,,,14,3,14,4,11,1,7,3,,5,0,0,1,3,4,1,0.2056008156
868337,4,1,6,2007,1,,2,1,,,,,,4,,18,,,,,,,14,3,14,4,5,1,7,3,,5,0,0,1,3,4,1,0.2056008156
868361,1,1,1,1927,1,,1,5,8,10,2,1945,2,1,,15,2,15,,,,2,14,3,14,2,85,5,6,3,15,5,1,1,2,3,4,1,0.1206800039
868361,2,2,2,1940,1,,1,5,70,100,2,1958,2,2,,15,1,7,,,,3,14,3,14,2,72,5,6,3,7,5,0,1,2,3,4,1,0.1206800039
868381,1,2,1,1963,1,,1,7,110,110,2,1997,,1,,13,,,,,5,2,9,2,9,4,49,3,7,3,,5,0,0,1,2,3,2,0.4302834171
868381,2,1,2,1963,1,,1,7,110,110,1,1991,,2,,4,,15,,,7,3,9,2,9,4,49,3,3,1,15,3,1,1,1,2,3,2,0.4302834171
868381,3,1,6,2000,1,,2,2,,,,,,3,,17,,,,,,,3,1,9,4,12,1,7,3,,5,0,0,1,2,3,2,0.4302834171
868381,4,2,6,2003,1,,2,1,,,,,,4,,17,,,,,,,9,2,9,4,9,1,7,3,,5,0,0,1,2,3,2,0.4302834171
868406,1,2,1,1970,1,,1,8,110,110,2,1995,,1,,2,,14,,,9,3,9,2,9,4,42,2,2,1,14,4,0,1,2,2,3,2,0.7915057386
868406,2,1,2,1974,1,,1,5,48,60,2,1993,1,2,,1,,3,,,,2,1,1,9,4,38,2,1,1,3,2,1,1,2,2,3,2,0.7915057386
868406,3,2,6,2007,1,,2,1,,,,,,3,,18,,,,,,,9,2,9,4,5,1,7,3,,5,0,0,2,2,3,2,0.7915057386
868406,4,1,6,2012,1,,2,1,,,,,,,1,18,,,,2012,,,9,2,9,4,0,1,7,3,,5,0,0,2,2,3,2,0.7915057386
868456,1,2,1,1944,1,,2,5,52,60,2,1964,2,1,,15,3,16,,,,5,19,3,19,2,68,5,6,3,16,5,1,1,2,3,5,1,0.7931840539
868456,2,1,11,1951,1,,2,5,40,60,2,1971,2,2,,8,,1,,,,2,19,3,19,2,61,4,5,2,1,1,0,1,2,3,5,1,0.7931840539
868462,1,2,1,1972,1,,1,3,,,,,,2,,1,,20,,,,,19,3,19,6,40,2,1,1,20,4,0,1,4,3,5,1,0.8475072084
868462,2,1,2,1966,1,2006,1,3,,,,,,3,,1,,8,,,,,,,19,6,46,3,1,1,8,4,0,1,4,3,5,1,0.8475072084
868462,3,2,4,1936,1,,4,1,,,,,,1,,15,1,17,,,,,19,3,19,6,76,5,6,3,17,5,1,1,4,3,5,1,0.8475072084
868462,4,1,7,1992,1,2006,2,3,,,,,,4,,1,,1,,,,,,,19,6,20,1,1,1,1,1,0,1,4,3,5,1,0.8475072084
868462,5,1,7,1992,1,2006,2,3,,,,,,5,,17,,,,,,,,,19,6,20,1,7,3,,5,0,0,4,3,5,1,0.8475072084
868462,6,2,7,1998,1,2006,2,2,,,,,,6,,17,,,,,,,,,19,6,14,1,7,3,,5,0,0,4,3,5,1,0.8475072084
868463,1,2,1,1962,1,,1,3,,,,,,1,,13,,,,,,,19,3,19,3,50,3,7,3,,5,0,0,1,3,5,1,0.6936584255
868463,2,1,2,1959,1,,1,3,,,,,,2,,1,,15,,,,,19,3,19,3,53,3,1,1,15,3,1,1,1,3,5,1,0.6936584255
868463,3,1,6,1986,1,,2,7,92,100,2,2012,,3,,17,,,,,1,3,19,3,19,3,26,1,7,3,,5,0,0,1,3,5,1,0.6936584255
868466,1,1,1,1962,1,,1,5,50,60,2,1981,1,1,,2,,3,,,,2,19,3,19,5,50,3,2,1,3,2,1,1,2,3,5,1,0.9816307651
868466,2,2,2,1966,1,,1,5,56,60,2,1985,1,2,,3,,16,,,,3,19,3,19,5,46,3,2,1,16,3,0,1,2,3,5,1,0.9816307651
868466,3,1,6,1990,1,,2,5,60,100,2,2010,2,3,,11,,,,,,1,19,3,19,5,22,1,7,3,,5,0,0,2,3,5,1,0.9816307651
868466,4,1,6,1994,1,,2,3,,,,,,4,,17,,,,,,,19,3,19,5,18,1,7,3,,5,0,0,2,3,5,1,0.9816307651
868466,5,2,6,2001,1,,2,2,,,,,,5,,17,,,,,,,19,3,19,5,11,1,7,3,,5,0,0,2,3,5,1,0.9816307651
868474,1,1,1,1955,1,,1,5,45,60,2,1976,2,1,,2,,19,,,,1,19,3,19,2,57,4,2,1,19,4,0,1,2,3,5,1,0.7887204442
868474,2,2,2,1952,1,,1,7,110,110,2,1976,,2,,5,,15,,,9,3,19,3,19,2,60,4,3,1,15,3,1,1,2,3,5,1,0.7887204442
868476,1,2,1,1957,1,,1,5,36,60,2,1974,2,1,,13,,,,,,5,19,3,19,4,55,4,7,3,,5,0,0,1,3,5,1,0.6928722032
868476,2,1,2,1957,1,,1,5,48,60,2,1975,2,2,,2,,4,,,,2,19,3,19,4,55,4,2,1,4,2,1,1,1,3,5,1,0.6928722032
868476,3,2,6,1985,1,,2,6,102,110,2,2012,,3,,17,,,,,7,3,19,3,19,4,27,1,7,3,,5,0,0,1,3,5,1,0.6928722032
868476,4,1,6,1989,1,,2,5,95,100,2,2007,1,4,,17,,,,,,2,19,3,19,4,23,1,7,3,,5,0,0,1,3,5,1,0.6928722032
868478,1,2,1,1964,1,,1,5,52,60,2,1983,2,1,,2,,15,,,,2,19,3,19,4,48,3,2,1,15,3,0,1,2,3,5,1,0.9530297674
868478,2,1,2,1964,1,,1,5,44,60,2,1983,2,2,,2,,15,,,,2,19,3,19,4,48,3,2,1,15,3,1,1,2,3,5,1,0.9530297674
868478,3,1,6,1986,1,,2,5,60,100,2,2005,2,3,,11,,,,,,2,19,3,19,4,26,1,7,3,,5,0,0,2,3,5,1,0.9530297674
