nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,poss,impacq,tfitto,tipoaff,propriet,tfitimp,supab,ancostr,bagni,riscald,valabit,vac,vacdov1,vacdov2,vacdov3,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristr,tristr,debita1,ndebita1,debita2,ndebita2,debitb,tdebitb,debitc,tdebitc,debitd,tdebitd,debite,tdebite,ratab,ratac,taxc,ratad,taxd,ratae,taxe,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,mutuoe,mutuorif,mutuoric,pro7,pro8,pro9,TDEBITA
707130,1980,1,1,100,1980,1,2,,,,,7,15000,,,,600,140,1978,2,1,220000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707232,1985,1,1,100,1979,1,2,,,,,2,15000,,,,500,130,1979,2,1,450000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707253,1980,1,1,100,1980,1,,,,,,4,,,,,1000,180,1980,2,1,600000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707307,1986,1,1,100,1986,1,2,,,,,1,30000,,,,400,80,1960,1,1,100000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707312,1997,1,1,100,1997,1,,,,,,1,160000,,,,700,130,1971,2,1,350000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707344,2002,2,,,,,,,,,,,,500,1,4,,70,1970,1,1,110000,1,0,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,1,2000,2,,,,,1000,,,,1,1,2,2,,2,,2,,,2,,,,38000
707509,1970,1,1,100,1970,1,2,,,,,2,40000,,,,900,120,1970,2,1,260000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,6500,2,,,,,2000,5.6,,,,2,2,2,,2,,2,,,2,,0,0,
707523,1966,1,1,100,1993,1,,,,,,4,,,,,300,100,1966,1,1,120000,2,,,,2,,2,,2,,2,,2,,1,800,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707537,1956,1,1,100,1956,1,,,,,,1,20000,,,,400,100,1955,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2500,2,,,,,1250,6,,,,2,2,2,,2,,2,,,2,,0,0,
707541,2008,2,,,,,,,,,,,,300,1,4,,60,1975,1,1,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,3500,2,,,,,1500,6,,,,2,2,2,,2,,2,,,1,,,,
707554,1981,1,1,100,1985,1,,,,,,4,,,,,700,120,1850,2,1,195000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,2,,,,,1000,,,,,1,2,2,,2,,2,,,1,,0,0,
707601,2004,1,1,100,2004,1,,,,,,1,136000,,,,500,100,1959,1,1,180000,1,1,0,0,1,1,2,,2,,2,,2,,1,1300,2,,2,,2,,2,,2,,1,16000,2,,1,37656,,5064,,,,5878,,,1,2,2,,2,,2,,,2,,0,0,
707646,1970,1,1,100,1970,1,,,,,,1,0,,,,300,80,1950,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707663,1986,1,1,100,1986,1,2,,,,,1,35000,,,,500,100,1950,1,1,150000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707734,2007,1,1,100,2007,1,,,,,,2,90000,,,,300,100,2000,2,1,200000,2,,,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,6200,2,,,2,,0,0,
707771,1980,2,,,,,,,,,,,,114,6,7,,93,1976,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,,,
707811,1974,1,1,100,1968,1,,,,,,4,,,,,700,130,1968,2,1,500000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707857,1974,1,1,100,1997,1,,,,,,6,,,,,1000,85,1957,1,1,600000,1,1,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,10000
707900,2003,5,,,,,,,,,,,,,,7,300,70,1950,1,1,300000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,1,1,,,,,,15000
707916,1981,5,,,,,,,,,,,,,,4,2500,200,1960,2,1,1000000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
707938,2000,1,1,100,1991,1,,,,,,3,200000,,,,1400,90,1991,2,1,500000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707941,2000,1,1,100,2000,1,2,,,,,1,14000,,,,1000,100,1995,2,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5000,2,,2,,,3600,,,,,,,1,2,2,,2,,2,,,2,,0,0,
707961,1975,1,1,100,1975,1,,,,,,7,40000,,,,800,90,1975,1,1,350000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707963,2007,1,1,100,2007,1,2,,,,,2,700000,,,,1000,120,1964,2,1,700000,1,0,0,1,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
707985,1975,1,1,100,1975,1,,,,,,7,20000,,,,1000,120,1975,2,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708009,1979,1,1,100,1979,1,2,,,,,2,45000,,,,1500,120,1976,2,1,700000,1,1,1,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708023,2005,1,1,100,2005,1,,,,,,1,115000,,,,700,90,1970,1,1,200000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,82000
708030,1998,1,1,100,1998,1,2,,,,,1,100000,,,,1000,70,1964,1,1,270000,1,1,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,6000
708043,2000,1,1,100,1999,1,2,,,,,1,280000,,,,1500,110,1960,2,1,350000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,80000
708044,1978,1,1,100,1978,1,,,,,,1,10000,,,,900,100,1978,1,1,450000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708046,2003,1,1,100,2003,1,2,,,,,1,319000,,,,1300,190,1972,2,1,600000,1,0,1,0,1,3,2,,1,1,2,,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,,,,,,,,4,,2,2,,2,,1,1,,,,0,0,225000
708049,1990,1,1,100,1990,1,,,,,,1,40000,,,,900,80,1989,1,2,300000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708056,2006,1,1,100,2006,2,,,,,,1,300000,,,,1300,110,1954,2,1,390000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708090,2007,2,,,,,,,,,,,,800,7,4,,70,1970,1,2,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708121,2008,2,,,,,,,,,,,,400,4,4,,70,1998,1,1,250000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708126,2006,1,1,100,2005,1,,,,,,1,175000,,,,700,52,1960,1,1,270000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,78000
708168,2000,1,1,100,2000,1,,,,,,1,145000,,,,1000,100,1990,1,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708219,1987,1,1,100,1987,1,,,,,,1,73000,,,,1000,100,1961,2,1,600000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708434,2008,1,1,100,2007,1,,,,,,1,780000,,,,1600,165,1950,2,1,780000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,1,1,,,,0,0,88000
708447,1987,1,1,100,1982,1,,,,,,1,55000,,,,2000,180,1945,2,1,1000000,1,0,1,0,1,1,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708521,1973,1,1,100,1972,1,2,,,,,1,17800,,,,2000,115,1970,2,1,500000,1,1,0,0,2,,1,1,1,1,2,,2,,1,10000,2,,1,1700,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,7500,2,,2,,,2,,0,0,
708522,2000,2,,,,,,,,,,,,600,2,4,,70,1960,1,1,200000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708700,2008,1,1,100,2008,1,2,,,,,6,,,,,800,100,1970,2,1,300000,2,,,,2,,2,,2,,2,,2,,1,50000,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,30000
708747,2000,1,1,100,2000,1,2,,,,,1,150000,,,,600,100,1990,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708801,2007,2,,,,,,,,,,,,430,1,4,,130,1940,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708806,1985,2,,,,,,,,,,,,200,6,7,,200,1980,1,1,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708813,1997,1,1,100,1996,1,2,,,,,1,30000,,,,500,120,1970,2,1,100000,1,1,0,0,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,95000
708823,1972,1,1,100,1972,1,2,,,,,6,,,,,300,100,1972,1,1,100000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708825,1956,1,1,100,1954,1,2,,,,,1,500,,,,600,100,1740,2,1,200000,2,,,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,20000,2,,2,,,2,,0,0,
708829,1958,1,2,50,1990,1,,,,,,1,900,,,,200,100,1700,1,1,50000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
708831,1998,5,,,,,,,,,,,,,,1,300,100,1700,1,1,400000,1,1,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708840,2001,1,1,100,2001,1,2,,,,,7,220000,,,,1200,200,2001,2,1,440000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,85000
708914,1988,4,,,,,,,,,,,,,,1,400,75,1955,1,1,90000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,,,
708920,1982,1,1,100,1982,1,2,,,,,2,10000,,,,450,90,1807,1,1,120000,2,,,,2,,2,,2,,2,,2,,1,1250,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,1500,2,,2,,,2,,0,0,
708922,1999,1,1,100,1999,1,2,,,,,4,,,,,390,70,1895,1,1,90000,2,,,,2,,2,,2,,2,,2,,1,1200,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,0,0,
708924,1980,2,,,,,,,,,,,,220,4,4,,67,1970,1,1,79000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
708935,1978,1,1,100,1978,1,2,,,,,4,,,,,600,100,1950,1,1,130000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709002,1984,1,1,100,1984,1,2,,,,,1,50000,,,,600,110,1981,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709200,1973,1,1,100,1973,1,2,,,,,7,200000,,,,800,200,1973,2,1,450000,1,1,0,0,1,1,2,,2,,2,,2,,1,20000,1,4000,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,22000
709310,1967,1,1,100,1985,1,2,,,,,3,6500,,,,200,80,1965,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709407,1995,2,,,,,,,,,,,,400,1,4,,80,1980,1,1,150000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,8000,2,,2,,,3600,,,,,,,1,2,2,,2,,2,,,2,,,,
709416,1998,2,,,,,,,,,,,,270,1,7,,65,1970,1,2,130000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
709420,1984,1,1,100,1984,1,2,,,,,2,42000,,,,450,100,1982,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,11000,2,,2,,,3850,5.05,,,,,,1,1,2,,2,,2,,,2,,0,0,
709421,1998,1,1,100,1998,1,,,,,,2,140000,,,,700,135,1998,2,1,280000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709422,2003,2,,,,,,,,,,,,410,2,4,,85,1965,1,1,130000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
709423,1976,1,1,100,1976,2,,,,,,7,8000,,,,450,110,1976,1,1,160000,1,1,0,0,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709426,1983,5,,,,,,,,,,,,,,1,1000,170,1920,2,1,250000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
709438,1979,1,1,100,1977,2,,,,,,4,,,,,600,56,1960,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709442,1993,1,1,100,2006,1,,,,,,8,65000,,,,600,100,1993,1,1,200000,2,,,,1,1,2,,2,,2,,2,,1,4600,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,97000
709449,2002,1,1,100,2002,1,2,,,,,2,350000,,,,1000,150,2002,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,52000
709460,2004,1,1,100,2004,1,2,,,,,2,112500,,,,500,79,2004,2,1,170000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,2,,2,2,,2,,2,,,2,,0,0,36000
709464,1980,1,1,100,1980,1,2,,,,,5,100000,,,,700,120,1980,2,1,500000,1,1,0,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709470,1984,1,1,100,1984,1,2,,,,,7,65000,,,,500,115,1984,2,1,200000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709504,2000,1,1,100,2000,1,,,,,,6,,,,,400,60,2000,1,1,180000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709508,1963,1,1,100,1963,1,,,,,,4,,,,,500,80,1963,1,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709519,1992,1,1,100,1990,1,,,,,,1,150000,,,,250,40,1992,1,1,160000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709520,1950,1,1,100,1950,1,,,,,,4,,,,,250,50,1950,1,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709524,1973,1,1,100,1973,1,,,,,,4,,,,,500,85,1973,2,1,200000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709553,1970,1,1,100,1970,1,,,,,,6,,,,,600,90,1969,2,1,250000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709601,1931,4,,,,,,,,,,,,,,2,200,65,1930,1,1,100000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
709614,1981,1,1,100,1981,1,,,,,,7,40000,,,,500,150,1950,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709623,2005,1,1,100,2003,1,,,,,,6,,,,,500,130,2003,2,1,250000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709709,1992,1,1,100,1991,1,,,,,,1,120000,,,,600,80,1986,1,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709719,2002,5,,,,,,,,,,,,,,1,500,75,1900,2,1,150000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,2,2,,1,8000,2,,,2,,,,14000
709803,1974,1,1,100,1974,1,,,,,,1,18000,,,,1200,110,1974,1,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709830,1979,1,1,100,1979,1,,,,,,6,,,,,600,120,1930,2,1,450000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709947,1946,2,,,,,,,,,,,,60,5,7,,50,1930,1,2,50000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
709950,1991,1,1,100,1990,1,2,,,,,1,150000,,,,1200,130,1980,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
709953,2004,5,,,,,,,,,,,,,,1,500,60,1965,1,1,140000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710010,1981,2,,,,,,,,,,,,500,5,4,,80,1960,1,1,250000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710026,1979,1,1,100,1985,1,2,,,,,3,20000,,,,800,95,1976,2,1,350000,2,,,,2,,2,,2,,2,,2,,1,9000,2,,1,2200,2,,2,,1,1500,2,,2,,2,,1500,,,,,,,,2,2,2,,2,,2,,,2,,0,0,
710064,1969,1,1,100,1998,1,2,,,,,2,100000,,,,1500,100,1960,2,1,600000,2,,,,1,3,2,,2,,2,,2,,1,20000,1,25000,1,5000,2,,2,,2,,1,30000,1,10000,2,,,2500,6.05,1500,5,,,,4,1,2,,2,,1,1,,,,0,0,
710112,1965,1,1,100,1998,1,,,,,,4,,,,,1000,109,1965,1,1,200000,1,0,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710120,1978,1,1,100,1978,1,,,,,,1,15000,,,,500,85,1955,1,1,180000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710165,2005,2,,,,,,,,,,,,365,1,4,,75,1950,1,1,120000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710170,1986,2,,,,,,,,,,,,550,2,4,,150,1986,2,1,300000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710247,1998,1,1,100,1998,1,,,,,,1,95000,,,,500,100,1974,1,1,200000,1,1,0,0,2,,2,,2,,2,,2,,1,500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710303,1976,1,1,100,1976,1,,,,,,7,14000,,,,400,125,1976,2,1,200000,1,1,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,1,,,,0,0,
710308,1961,4,,,,,,,,,,,,,,2,500,80,1961,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710318,1989,1,1,100,1989,1,2,,,,,2,56000,,,,500,100,1989,2,1,200000,1,0,0,1,2,,2,,2,,2,,2,,1,4000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710413,1998,2,,,,,,,,,,,,380,1,4,,105,1970,1,1,250000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710415,2004,2,,,,,,,,,,,,396,1,4,,65,1900,1,1,120000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,1500,1,900,2,,,900,,900,,,,,3,2,2,,1,2500,2,,,1,,,,
710440,1992,2,,,,,,,,,,,,345,1,4,,70,1950,1,1,100000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710503,2003,1,1,100,2003,1,,,,,,1,120000,,,,400,75,1991,1,1,170000,1,1,0,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,1,40000,2,,2,,,2,,0,0,35000
710507,2002,1,1,100,2002,2,,,,,,4,,,,,500,70,1982,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710547,1976,1,1,100,1976,2,,,,,,4,,,,,350,100,1972,1,1,100000,2,,,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710556,1997,1,1,100,1997,1,2,,,,,1,80000,,,,600,90,1996,2,1,180000,1,1,0,0,2,,2,,2,,2,,2,,1,300,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710606,1975,1,2,66,2004,1,,,,,,3,19000,,,,700,120,1974,2,1,200000,2,,,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710614,1973,3,1,100,1998,1,,,,,,3,28000,,,,600,82,1972,2,1,115000,1,0,0,1,2,,2,,2,,2,,2,,1,3000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710624,2005,1,1,100,2001,1,2,,,,,7,150000,,,,750,120,2001,2,1,370000,1,1,0,0,2,,2,,2,,2,,2,,1,3000,2,,2,,1,1,2,,2,,1,2000,2,,2,,,900,6,,,,,1,1,2,2,,2,,2,,,2,,0,0,40000
710771,1974,1,1,100,1968,1,,,,,,6,,,,,200,120,1949,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710844,1960,1,1,100,1993,1,,,,,,4,,,,,800,200,1800,2,1,200000,2,,,,2,,2,,1,1,2,,2,,1,20000,2,,1,2000,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,0,0,
710872,1982,1,1,100,1981,1,,,,,,6,,,,,400,75,1945,1,1,100000,1,1,0,0,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
