nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,poss,impacq,tfitto,tipoaff,propriet,tfitimp,supab,ancostr,bagni,riscald,valabit,vac,vacdov1,vacdov2,vacdov3,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra,tmanstra,manstr2,tmanstr2,ristr,tristr,debita1,ndebita1,debita2,ndebita2,debitb,tdebitb,debitc,tdebitc,debitd,tdebitd,debite,tdebite,ratab,ratac,taxc,ratad,taxd,ratae,taxe,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,mutuoe,mutuorif,mutuoric,pro7,pro8,pro9,TDEBITA
710905,1990,2,,,,,,,,,,,,30,6,7,,50,1960,1,2,20000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
710917,1967,1,1,100,1967,2,,,,,,1,20000,,,,500,80,1965,1,1,300000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
710933,1947,2,,,,,,,,,,,,26,6,7,,70,1947,1,1,20000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,2500,2,,,,,1200,,,,,4,2,2,,2,,2,,,2,,,,
710944,1990,4,,,,,,,,,,,,,,98,600,45,1965,1,1,300000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,2000,2,,2,,,890,,,,,,,4,2,2,,2,,2,,,2,,,,
711014,1983,1,1,100,1983,1,2,,,,,1,25000,,,,400,84,1980,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711022,1985,1,1,100,1985,1,2,,,,,1,40000,,,,400,85,1960,1,1,110000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711024,1991,1,1,100,1991,1,2,,,,,1,79000,,,,650,110,1965,2,1,220000,1,1,0,0,2,,2,,2,,2,,2,,1,5500,2,,2,,2,,2,,2,,1,16000,2,,2,,,4000,7.5,,,,,,2,2,2,,2,,2,,,1,,0,0,
711107,1962,1,1,100,1962,1,2,,,,,7,10000,,,,700,140,1960,1,1,200000,2,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711111,1970,1,1,100,1995,1,2,,,,,7,50000,,,,600,180,1970,2,1,400000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711112,2000,1,1,100,2000,1,2,,,,,1,100000,,,,1500,200,1998,2,1,400000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,8000
711138,2005,1,1,100,2000,1,,,,,,4,,,,,1000,200,2004,2,1,800000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,100000
711153,1930,1,1,100,1975,1,2,,,,,4,,,,,600,180,1900,1,1,300000,2,,,,2,,2,,1,1,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711312,1999,1,1,100,1999,1,2,,,,,2,200000,,,,1500,200,1997,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,35000
711402,1964,1,1,100,1964,1,2,,,,,1,35000,,,,550,130,1962,2,1,250000,1,1,0,0,2,,2,,2,,2,,2,,1,5500,2,,2,,2,,2,,2,,1,1950,1,650,2,,,975,4.6,650,,,,,1,2,1,2000,2,,2,,,2,,0,0,
711417,2006,2,,,,,,,,,,,,240,1,4,,55,1907,1,1,80000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,6500,2,,,,,3250,4.6,,,,2,2,2,,2,,2,,,1,,,,
711432,2003,1,1,100,2003,1,2,,,,,4,,,,,500,116,1960,1,1,210000,1,1,0,0,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711434,1950,1,1,100,1950,1,2,,,,,4,,,,,500,105,1949,1,1,170000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711467,1994,1,1,100,1994,1,2,,,,,2,62500,,,,400,115,1986,2,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,0,0,
711479,1970,1,1,100,1970,1,2,,,,,1,30000,,,,400,80,1970,1,1,150000,2,,,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711521,1983,1,1,100,1983,1,,,,,,4,,,,,300,60,1952,1,1,80000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711528,1989,1,1,100,1989,1,,,,,,4,,,,,450,85,1960,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,4000,2,,2,,,1,,0,0,
711532,1996,2,,,,,,,,,,,,282,1,4,,80,1970,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
711536,1990,4,,,,,,,,,,,,,,5,350,80,1980,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,3000,2,,2,,,2,,,,
711545,1985,1,1,100,1985,1,2,,,,,1,43000,,,,1000,210,1925,2,1,320000,1,1,0,0,2,,2,,2,,2,,2,,1,5500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,5000,2,,2,,,2,,0,0,
711611,1998,2,,,,,,,,,,,,500,7,4,,70,1960,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
711624,2003,1,1,100,2002,1,2,,,,,1,200000,,,,800,110,1950,1,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,1,5000,1,2500,2,,2,,2000,1000,7,,,,,1,1,2,2,,2,,2,,,2,,0,0,20000
711645,1979,1,1,100,1979,1,2,,,,,2,30000,,,,1000,106,1979,2,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711648,1926,1,1,100,2001,1,,,,,,3,40000,,,,200,70,1924,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711660,1975,1,1,100,1975,1,,,,,,7,0,,,,800,80,1975,1,1,160000,1,0,0,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711700,1965,1,1,100,1965,1,,,,,,1,26000,,,,600,100,1960,1,1,160000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711719,2003,2,,,,,,,,,,,,460,1,4,,85,1960,1,1,125000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,3500,2,,,,,1300,,,,,2,2,2,,2,,2,,,1,,,,
711802,2001,2,,,,,,,,,,,,453,1,4,,30,1930,1,1,50000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,2500,2,,,1,,,,
711829,1966,1,1,100,1966,1,2,,,,,1,6000,,,,800,100,1960,1,1,150000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711831,1962,1,1,100,1962,1,,,,,,7,2000,,,,400,60,1962,1,1,80000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
711832,1989,4,,,,,,,,,,,,,,1,400,70,1960,1,1,69000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,15000,2,,2,,,5000,,,,,,,1,2,2,,1,5000,2,,,2,,,,
711925,2006,2,,,,,,,,,,,,546,7,4,,80,1970,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
712022,2000,4,,,,,,,,,,,,,,2,450,100,1990,1,1,180000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,5000,2,,2,,,1,,,,
712111,1992,2,,,,,,,,,,,,150,1,8,,87,1991,1,1,100000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,1,,,,
712116,2004,2,,,,,,,,,,,,560,2,4,,70,2002,1,1,200000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,1,,,,,,
712122,2001,2,,,,,,,,,,,,400,1,8,,90,1982,1,2,160000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
712127,1995,1,1,100,1994,1,2,,,,,1,140000,,,,1500,250,1995,2,1,800000,1,1,0,0,1,1,2,,1,1,2,,2,,1,5000,2,,3,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,8000
712132,1968,1,1,100,1968,1,2,,,,,4,,,,,300,150,1960,1,1,300000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,4,,2,2,,2,,2,,,2,,0,0,12000
712136,2000,5,,,,,,,,,,,,,,1,550,100,1973,2,1,300000,1,1,0,0,1,2,2,,1,1,2,,2,,2,,2,,3,,2,,1,1,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,,,3000
712141,1972,1,1,100,1980,1,,,,,,4,,,,,700,110,1800,1,1,350000,1,1,0,0,2,,2,,2,,2,,2,,1,7000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,1,1,,,,0,0,
712148,2005,2,,,,,,,,,,,,550,2,4,,75,2001,1,1,200000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,1,3000,2,,2,,,3000,,,,,,,1,2,2,,2,,1,1,,,,,,
712219,1999,1,1,100,1999,1,,,,,,2,100000,,,,700,87,1997,1,1,190000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712236,1976,1,1,100,1976,1,,,,,,1,10000,,,,700,90,1935,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712244,2002,2,,,,,,,,,,,,150,6,7,,80,1980,2,1,80000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
712301,1975,2,,,,,,,,,,,,290,1,4,,83,1973,1,1,250000,1,0,0,1,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,5000,2,,2,,,2,,,,
712308,1975,1,1,100,1985,1,2,,,,,2,90000,,,,500,80,1965,1,1,300000,1,1,0,0,2,,2,,2,,2,,2,,1,1300,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712503,1992,1,1,100,1992,1,,,,,,1,50000,,,,200,50,1920,1,2,80000,2,,,,2,,2,,2,,2,,2,,1,600,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712509,1980,1,1,100,1980,1,2,,,,,7,250000,,,,1000,230,1980,2,1,250000,1,0,0,1,2,,2,,2,,2,,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712523,1981,1,1,100,1981,1,2,,,,,1,52000,,,,350,130,1960,2,1,300000,2,,,,2,,1,1,2,,2,,2,,1,35000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712525,2002,1,1,100,2002,1,2,,,,,1,78000,,,,500,98,1985,1,1,140000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712533,1990,1,1,100,1982,1,,,,,,4,,,,,1500,140,1980,2,1,300000,1,1,0,0,1,1,2,,2,,2,,2,,1,7500,1,300,3,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712609,1988,1,1,100,1988,1,2,,,,,1,60000,,,,400,80,1983,1,1,150000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712610,1991,2,,,,,,,,,,,,300,4,4,,82,1970,1,1,170000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
712707,1974,1,1,100,1991,1,,,,,,6,,,,,350,110,1940,2,1,140000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712723,1963,1,1,100,1963,1,,,,,,6,,,,,300,80,1950,1,2,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712755,1986,1,1,100,1972,1,2,,,,,1,8000,,,,300,110,1965,1,1,120000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712758,2000,1,1,100,2000,1,,,,,,6,,,,,400,95,1975,2,1,150000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712812,1964,1,1,100,1964,1,2,,,,,1,3100,,,,900,120,1961,1,1,600000,1,0,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712823,2005,1,1,100,2005,1,2,,,,,8,100000,,,,750,80,1989,2,1,450000,1,1,0,0,1,3,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,46000
712869,1999,2,,,,,,,,,,,,309,1,4,,95,1960,1,2,150000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
712878,1981,1,1,100,2006,1,,,,,,4,,,,,1500,110,1930,2,1,700000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712905,1977,1,1,100,1977,1,2,,,,,7,30000,,,,900,180,1976,2,1,400000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712908,1999,1,1,100,1996,1,,,,,,1,350000,,,,1000,250,1980,2,1,600000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712910,1959,1,1,100,1959,1,2,,,,,1,4000,,,,500,95,1920,1,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712925,1954,1,1,100,1954,1,,,,,,7,1000,,,,400,80,1953,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712942,1972,1,1,100,1972,1,2,,,,,1,5000,,,,400,120,1970,1,1,250000,2,,,,2,,2,,2,,2,,2,,1,3000,2,,3,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712964,1999,1,1,100,1994,1,2,,,,,1,140000,,,,1200,300,1800,2,1,500000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
712965,2008,5,,,,,,,,,,,,,,4,300,38,1950,1,1,60000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,700,2,,,2,,,,
713044,1960,1,1,100,1960,1,,,,,,4,,,,,500,100,1959,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713057,1970,1,1,100,1970,1,,,,,,4,,,,,450,70,1960,1,1,130000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713134,1972,1,1,100,1972,1,,,,,,1,20000,,,,800,120,1968,2,1,250000,1,1,0,0,2,,1,1,2,,2,,2,,1,3500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713163,1985,1,1,100,1985,1,,,,,,1,25000,,,,600,80,1970,2,1,180000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713215,2006,1,1,100,2004,1,2,,,,,1,20000,,,,350,100,1950,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,4,,2,2,,2,,2,,,2,,0,0,25000
713222,2002,2,,,,,,,,,,,,160,1,4,,110,1995,1,1,50000,2,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,,,,,,,4,,2,2,,2,,1,1,,,,,,59000
713247,1999,1,1,100,1999,1,2,,,,,3,15000,,,,150,90,1992,2,1,50000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,,3500,,,,,,,1,2,2,,2,,2,,,2,,0,0,
713250,2007,2,,,,,,,,,,,,220,4,4,,95,1975,1,1,50000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,1,900,1,1500,,,,900,,1400,,,1,1,2,,1,1000,2,,,1,,,,
713303,1998,1,1,100,1997,1,,,,,,4,,,,,450,130,1990,2,1,250000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713319,1979,1,1,100,1977,1,2,,,,,1,10000,,,,400,130,1975,2,1,500000,1,0,1,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713328,1984,1,1,100,1976,1,,,,,,6,,,,,100,30,1955,1,2,20000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713359,2008,5,,,,,,,,,,,,,,1,300,90,1990,1,1,350000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
713400,1985,1,1,100,1980,1,2,,,,,7,150000,,,,350,200,1983,2,1,600000,2,,,,2,,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,4,,1,2,,2,,2,,,2,,0,0,45000
713518,1992,1,1,100,1991,1,,,,,,1,15000,,,,600,72,1976,1,1,150000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1500,2,,2,,,1200,4,,,,,,4,2,2,,2,,2,,,2,,0,0,
713617,1975,1,1,100,1975,1,2,,,,,1,30000,,,,250,80,1970,1,1,200000,2,,,,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713642,1980,1,1,100,1980,1,2,,,,,1,30000,,,,350,110,1975,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713676,1960,1,1,100,1960,1,2,,,,,4,,,,,400,140,1955,2,1,300000,2,,,,2,,2,,2,,2,,2,,1,500,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713678,1978,1,1,100,1978,1,2,,,,,6,,,,,300,100,1970,2,1,150000,2,,,,2,,2,,1,1,2,,2,,1,300,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713700,2005,1,1,100,2005,1,2,,,,,1,150000,,,,500,60,1970,1,1,180000,1,1,0,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713755,1960,1,1,100,1960,1,,,,,,7,10000,,,,300,60,1960,1,1,100000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713765,1988,5,,,,,,,,,,,,,,2,400,70,1970,1,1,120000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
713801,1957,1,1,100,1954,1,,,,,,7,20000,,,,800,100,1954,1,1,300000,2,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713802,1973,2,,,,,,,,,,,,80,5,7,,100,1970,1,1,150000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,1,2500,2,,,1,,,,
713811,1983,1,1,100,1983,2,,,,,,4,,,,,600,110,1970,2,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713837,1982,1,1,100,1982,1,,,,,,7,80000,,,,500,110,1980,2,1,250000,1,1,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713839,1965,1,1,100,1987,1,,,,,,5,15000,,,,900,100,1450,2,1,250000,1,0,0,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713844,2002,1,1,100,2002,1,,,,,,1,150000,,,,650,90,1971,1,1,200000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713851,2004,1,1,100,2004,1,2,,,,,1,100000,,,,400,65,1950,1,1,120000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713852,2000,1,1,100,2000,1,2,,,,,1,120000,,,,650,130,1980,2,1,180000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,4,,2,2,,2,,2,,,2,,0,0,40000
713854,1979,1,1,100,2000,1,2,,,,,8,35000,,,,1000,95,1978,2,1,300000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,7500,2,,2,,,1800,,,,,,,1,2,2,,2,,2,,,2,,0,0,
713869,2000,1,1,100,1991,1,,,,,,1,40000,,,,500,120,1650,2,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
713873,1992,1,1,100,1985,1,,,,,,1,30000,,,,300,85,1960,2,1,280000,1,1,0,0,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
714002,1990,2,,,,,,,,,,,,400,4,4,,90,1980,1,1,300000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
714005,1958,1,1,100,1958,1,,,,,,2,12000,,,,400,90,1956,2,1,98000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
714008,2001,1,1,100,2001,1,,,,,,1,120000,,,,350,75,2000,1,1,160000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
714012,1970,1,1,100,1970,1,,,,,,1,5000,,,,350,90,1960,1,2,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
714021,1989,1,1,100,1989,1,2,,,,,7,30000,,,,600,110,1988,1,1,80000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,1,5000,2,,2,,,2,,0,0,
714029,2000,1,1,100,2000,1,,,,,,1,130000,,,,400,100,1990,1,1,200000,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,,,,,,,,1,,2,2,,2,,2,,,2,,0,0,50000
714110,2003,1,1,100,1999,1,,,,,,4,,,,,450,105,1987,2,1,500000,1,1,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
714134,1983,5,,,,,,,,,,,,,,7,200,80,1983,2,1,20000,1,1,0,0,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
714238,1966,1,1,100,1966,2,,,,,,1,100000,,,,600,110,1960,1,1,250000,1,1,0,0,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,0,0,
714248,1998,2,,,,,,,,,,,,200,4,4,,60,1950,1,2,30000,2,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,2,,,,
