nquest,comprens,ita,verored,klima,facil,durata
813031,9,,9,10,9,57
813039,9,,9,10,9,52
813056,10,,8,9,9,79
813061,10,,10,10,10,100
813082,10,,8,9,9,38
813099,10,,10,10,10,56
813104,10,10,10,10,10,50
813105,8,,9,6,7,21
813109,10,,10,10,10,36
813111,10,,10,10,10,68
813123,10,,10,10,10,33
813124,10,,10,7,10,28
813129,8,,6,6,5,50
813133,8,,7,7,7,50
813135,8,,9,8,7,69
813136,7,,7,7,7,70
813138,7,,7,7,7,35
813141,7,,7,7,6,50
813156,8,,7,6,6,70
813196,7,,6,7,7,65
813200,9,,9,9,9,23
813219,9,,9,9,9,75
813227,7,,7,7,7,29
813229,8,,8,8,8,37
813246,8,,8,8,8,48
813267,9,,9,9,9,36
813270,10,,10,10,10,27
813280,9,,9,9,9,103
813281,8,,8,8,8,52
813283,9,,9,9,9,29
813287,9,,9,9,9,78
813288,8,,8,8,8,54
813295,9,,9,9,9,61
813298,9,9,9,9,9,21
813302,8,,8,2,8,118
813305,8,,8,8,8,37
813319,5,,5,5,5,54
813323,4,,9,5,3,88
813335,8,,8,8,8,76
813342,10,,10,10,10,96
813349,10,,10,10,10,44
813355,10,,8,8,8,75
813374,10,10,10,10,10,35
813378,10,,10,10,10,45
813379,10,,10,10,10,52
813393,10,,10,10,10,37
813395,10,,10,10,10,20
813418,9,,9,7,9,119
813421,10,,9,9,9,60
813424,9,,10,8,9,45
813427,9,,7,7,7,60
813435,8,,7,9,6,60
813442,8,,8,7,7,65
813462,9,,10,9,9,60
813475,10,,7,7,7,60
813480,2,,3,3,2,87
813486,2,,3,4,4,36
813493,1,,1,2,2,78
813496,2,,3,3,3,97
813511,2,,2,2,2,49
813513,2,2,3,3,3,43
813524,2,,2,1,1,36
813527,1,,2,2,2,20
813528,3,,1,2,3,96
813547,2,,3,2,2,31
813548,5,,2,4,3,43
813626,10,,3,10,10,39
813627,10,,6,8,8,40
813641,10,,10,10,10,97
813644,10,,9,10,10,30
813651,10,,10,10,10,43
813657,10,,10,10,10,45
813684,10,,10,10,10,55
813686,10,,8,10,8,66
813687,10,,10,10,10,60
813713,7,,8,9,7,36
813729,7,,9,8,7,51
813730,8,,9,8,8,34
813739,6,,6,8,6,25
813749,6,,5,4,5,37
813763,8,,8,8,8,27
813768,8,,8,8,8,35
813778,10,,10,10,10,45
813818,7,,7,8,7,29
813829,7,6,9,9,7,80
813836,8,8,9,9,9,50
813838,7,,7,9,7,50
813852,9,,9,9,9,60
813869,8,,8,9,8,50
813887,8,,8,8,8,50
813888,8,,8,9,8,60
813889,7,,8,9,7,40
813893,8,,7,9,8,60
813912,8,9,7,9,7,58
813919,8,,7,8,8,52
813926,6,7,7,8,6,43
813932,8,8,8,8,8,57
813941,6,,7,7,8,31
813942,9,,7,7,7,52
813944,9,,9,9,9,50
813947,8,,6,8,6,50
813952,7,10,6,7,6,45
813959,8,,8,8,8,29
813961,9,,8,9,9,89
813962,8,9,8,9,8,53
813969,7,,7,7,7,38
813976,6,,7,7,6,47
813986,6,,6,7,6,26
813999,7,,7,7,7,40
814006,6,,6,6,6,33
814012,7,,7,7,7,36
814023,7,,7,7,7,24
814027,7,,7,7,7,23
814030,6,,7,7,7,37
814043,8,,8,9,9,53
814044,8,,8,9,9,70
814051,8,,8,10,9,53
814053,9,,9,9,9,42
814064,7,,10,10,10,74
814075,9,,9,9,9,35
814085,8,,8,8,9,33
814086,8,,7,9,9,64
814097,8,,8,8,8,38
814098,10,,7,9,9,119
814102,9,,8,9,8,39
814103,9,,9,9,9,59
814125,10,,8,9,9,28
814134,10,,10,10,10,119
814136,10,,8,10,10,45
814142,10,,10,10,10,119
814179,10,,10,10,10,120
814186,7,,7,7,8,45
814187,8,,8,9,9,50
814197,9,9,10,10,10,60
814198,10,,7,8,9,45
814213,10,,9,9,9,69
814224,9,,8,9,9,54
814225,9,,8,9,9,79
814226,8,8,10,9,8,53
814230,10,,10,10,10,119
814233,7,,7,10,7,45
814234,8,,9,9,9,47
814245,9,,9,10,9,89
814246,8,,9,9,9,44
814261,9,,7,9,8,65
814262,9,,9,9,9,50
814264,10,,10,10,10,90
814294,10,,9,10,10,51
814299,10,,10,10,10,44
814309,10,10,10,10,10,100
814310,10,,10,10,10,45
814312,10,,10,10,10,60
814317,8,9,10,10,9,90
814326,9,9,9,10,9,43
814338,9,,2,7,8,42
814354,8,,10,10,9,71
814384,9,,8,7,8,60
814390,10,,10,10,10,60
814392,10,,9,10,9,55
814395,10,,10,10,10,75
814413,10,,10,10,10,90
814439,9,,9,9,9,60
814448,10,,9,10,10,68
814460,9,,9,9,9,50
814466,9,,7,8,8,81
814468,9,,9,9,9,54
814481,10,,9,10,10,70
814489,7,,8,9,8,57
814491,6,,6,8,8,100
814492,6,7,7,8,8,35
814496,10,,10,10,10,119
814500,9,,9,10,8,45
814513,9,,9,9,9,36
814525,8,,8,9,8,53
814527,9,,9,9,9,59
814532,9,,8,9,9,53
814533,5,,10,10,5,60
814537,9,,9,10,10,75
814546,10,,10,10,10,119
814547,9,,10,10,9,120
814553,10,,10,10,10,120
814558,10,,9,10,10,60
814567,10,,10,10,10,119
814568,9,,8,8,8,54
814573,8,,8,8,8,66
814585,9,,8,8,9,42
814586,10,,8,10,9,90
814593,9,,8,8,9,55
814601,8,,7,10,8,119
814628,5,5,6,6,6,35
814637,10,,10,10,10,56
814640,8,,3,10,8,34
814648,9,,8,10,10,65
814649,9,,7,10,9,64
814654,8,,7,10,9,63
814659,5,,9,10,7,38
814672,7,8,7,10,8,51
814713,5,,10,10,5,47
814716,7,,10,10,10,42
814719,10,,10,10,10,45
814720,10,,10,10,10,57
814722,6,,10,10,8,65
814735,10,,10,10,10,50
814738,10,,10,10,10,37
814767,6,,10,10,10,49
814780,8,,7,7,7,33
814783,9,,8,8,8,53
814784,7,,7,7,7,28
814786,9,,8,8,8,40
814796,9,,9,8,8,110
814849,8,,8,8,8,34
814856,7,,6,8,8,35
814860,8,,6,8,8,29
814862,7,,8,8,8,27
814865,6,,8,6,6,25
814868,8,,9,10,10,48
814869,8,,9,9,8,38
814870,8,,8,8,8,35
814874,6,,5,3,7,107
814876,9,,8,7,8,34
814889,9,,9,9,9,51
814902,9,,6,6,6,35
814907,5,,7,7,6,24
814911,8,8,7,8,8,24
814915,8,,8,6,7,30
814918,8,,7,8,8,35
814927,7,,2,5,5,43
814936,8,,2,7,6,40
814940,8,,8,8,7,37
814941,6,5,4,6,6,33
814945,6,,4,3,4,49
814960,7,,2,5,5,37
814961,7,5,5,7,7,48
814962,6,,3,6,6,42
814970,5,,6,6,5,39
814979,8,,2,5,5,36
814992,7,,7,8,7,55
815000,7,,9,8,7,60
815015,8,,9,7,7,65
815023,7,,7,6,6,50
815032,8,,9,7,8,55
815049,6,,6,7,6,55
815129,8,,9,9,7,74
815135,8,,10,9,9,60
815136,10,,7,9,9,85
815140,7,,8,9,8,30
815141,6,,9,9,8,55
815142,8,,10,9,8,37
815143,8,,8,8,8,65
815147,9,,7,9,9,40
815152,6,,9,9,6,25
815154,6,,8,7,7,89
815155,8,,9,9,8,40
815170,9,,8,9,9,49
815176,8,,7,8,7,40
815181,9,,9,9,9,30
815186,7,,8,8,6,25
815192,10,,10,10,10,35
815194,7,,8,8,7,20
815195,8,,7,9,8,93
815203,9,,9,9,9,56
815226,8,,8,9,8,88
815235,8,,7,8,8,72
815238,9,,9,9,9,71
815291,8,,8,8,8,76
815292,8,,8,8,8,28
815295,9,,9,9,9,77
815298,8,,8,8,8,87
815299,6,,6,6,6,104
815302,7,,7,7,7,44
815304,7,,7,7,7,24
815307,9,,9,9,9,98
815308,7,,7,7,7,33
815322,7,,7,8,7,50
815327,8,,8,8,8,42
815331,8,,6,7,8,23
815337,7,,7,7,7,77
815342,8,,7,8,7,35
815344,9,,9,9,9,41
815345,9,,9,9,9,83
815346,9,,9,9,9,60
815352,6,,6,6,6,23
815357,8,8,8,8,8,20
815360,7,,6,6,6,50
815367,7,,7,7,7,50
815369,7,,6,6,6,67
815374,8,,7,7,7,69
815377,8,,7,6,7,60
815386,8,,7,7,7,70
815394,6,,7,6,7,60
815396,8,,7,7,7,109
815398,7,,7,7,7,60
815403,7,,7,7,7,50
815406,7,,7,7,7,57
815411,8,,7,8,7,70
815412,8,,7,6,7,65
815415,7,,7,7,7,46
815416,7,,5,7,7,80
815422,7,,7,7,7,60
815429,8,,8,10,7,54
815430,6,7,5,8,6,45
815435,4,,8,9,4,38
815441,10,,8,10,10,60
815446,8,,6,9,8,50
815448,6,,10,10,5,38
815452,6,,7,9,6,42
815459,10,,7,10,10,55
815463,8,,5,8,8,50
815465,6,,8,10,6,109
815478,8,,8,10,8,65
815491,6,,8,8,7,38
815499,7,,4,6,7,73
815500,7,,9,10,8,32
815501,9,,9,9,9,24
815502,5,,6,7,8,79
815511,6,,4,5,5,43
815523,8,,8,8,8,34
815538,7,,7,7,7,103
815541,9,,9,9,9,37
815544,9,,9,9,9,65
815552,8,,8,8,8,37
815558,6,,6,6,6,91
815559,6,,6,7,7,29
815560,8,8,8,8,8,93
815563,8,,8,8,8,40
815565,7,,8,7,6,57
815585,10,,10,10,10,60
815592,10,,6,7,8,119
815609,8,,8,8,7,55
815646,6,,6,6,6,131
815647,6,,4,6,6,35
815650,6,,6,6,6,78
815652,5,,5,6,6,103
815653,6,,4,5,5,30
815657,5,6,6,6,6,55
815661,6,,4,5,5,40
815662,6,,5,6,6,20
815666,5,,5,5,5,97
815671,5,5,4,5,5,35
815679,6,,4,5,5,30
815681,4,,3,4,4,45
815683,6,,6,6,6,84
815687,6,,5,5,5,30
815690,6,,7,6,6,86
815691,6,,4,5,5,40
815693,6,7,7,6,7,62
815695,5,6,6,6,6,60
815700,7,,7,7,7,60
815717,8,,6,9,9,56
815752,10,,8,9,9,80
815753,9,,7,8,8,65
815757,9,,8,9,9,47
815759,8,,9,9,8,70
815762,8,,8,7,8,102
815767,7,,8,9,7,38
815777,8,,7,9,8,82
815783,9,,8,7,8,58
815787,6,,9,9,7,20
815790,8,,8,9,8,31
815821,7,,7,6,8,32
815826,8,,9,7,8,35
815828,6,,8,8,9,23
815842,5,,8,9,6,34
815843,8,8,8,9,7,48
815854,7,,8,9,9,20
815857,5,,8,9,7,51
815866,10,,10,10,8,40
815868,10,,10,10,10,65
815872,8,8,10,10,8,60
815889,10,,10,10,9,65
815892,10,,9,8,8,60
815896,10,,10,10,10,55
815900,8,,10,10,8,45
815946,8,,5,7,7,40
815955,7,,7,7,7,28
815960,8,,8,8,8,28
815968,8,,3,6,7,41
815970,7,8,5,7,6,49
815992,9,,8,8,8,70
816001,8,,6,8,8,49
816006,7,,8,8,7,70
816029,7,,9,9,8,45
816036,6,,8,8,6,63
816061,7,,7,8,6,70
816071,6,,8,8,6,38
816073,7,,8,8,7,76
816075,6,,4,8,6,34
816082,6,,8,10,6,29
816092,6,,7,7,6,28
816097,8,,5,7,8,53
816107,7,,6,9,6,27
816120,7,,7,9,9,30
816122,8,,9,10,9,36
816124,10,,6,8,8,24
816129,10,,10,10,10,43
816139,9,,8,10,8,48
816142,10,,10,10,10,55
816156,7,,10,10,6,94
816178,4,,7,8,5,24
816185,8,,8,10,8,45
816189,9,,7,10,9,40
816195,8,,8,8,7,27
816196,10,,10,10,10,42
816201,2,,2,4,3,27
816210,3,,10,4,6,30
816213,7,,7,8,7,51
816219,8,,6,10,7,27
816220,10,,8,10,10,40
816221,8,,8,6,6,35
816232,7,,10,10,7,47
816239,7,,6,9,7,51
816248,9,,7,10,9,38
816249,5,,6,9,6,31
816260,5,,5,10,6,53
816274,10,,6,10,10,55
816275,7,,7,6,4,28
816281,6,,8,8,6,31
816291,10,,6,10,10,37
816300,7,,8,10,6,30
816315,3,,8,9,5,37
816327,8,,8,9,8,20
816329,9,,7,10,8,37
816338,2,2,2,9,2,20
816339,3,3,7,8,3,34
816354,3,,7,9,6,29
816357,4,,10,10,5,47
816362,6,,9,9,3,32
816369,6,,10,9,7,24
816370,5,,9,10,6,26
816376,5,,7,7,6,27
816378,6,,9,9,8,22
816383,6,,9,10,7,20
816397,7,,8,9,7,33
816402,8,,5,8,8,41
816405,7,,7,10,7,108
816433,9,,8,10,8,51
816437,9,,7,10,9,20
816443,10,,7,10,10,41
816456,6,,6,5,6,28
816471,4,,6,5,5,21
816482,5,,7,6,7,22
816489,7,,5,8,8,26
816492,8,,10,9,6,22
816504,7,,8,4,3,23
816515,8,,5,9,6,37
816518,6,,8,8,8,28
816521,7,,9,10,8,30
816527,8,,8,7,7,106
816541,2,,6,10,4,39
816542,4,,4,5,5,33
816585,7,,7,8,8,45
816608,4,,9,7,6,20
816609,7,,4,4,7,20
816619,5,,9,6,6,95
816626,8,,4,7,7,35
816649,7,,10,8,8,25
816657,6,,10,10,7,83
816661,3,,10,7,5,32
816670,5,,5,5,6,57
816676,5,,4,6,6,35
816680,4,,4,5,4,35
816687,6,,5,6,6,40
816689,10,,8,9,9,60
816695,8,,8,9,8,60
816699,3,,3,5,3,40
816701,10,,8,9,9,70
816706,10,,9,9,9,75
816714,9,,8,9,8,65
816716,5,,5,6,6,40
816719,10,,7,8,9,119
816721,6,,5,6,6,40
816724,10,,8,9,9,60
816725,10,,8,9,9,60
816733,9,,7,7,8,50
816737,10,,8,9,9,60
816738,4,,4,6,3,35
816739,5,,5,6,6,40
816746,8,,2,7,6,32
816747,6,,6,8,7,36
816781,4,,8,8,7,22
816784,7,,2,3,3,33
816787,6,,6,6,8,28
816790,8,,8,8,8,33
816792,8,,7,7,8,23
816810,5,,5,5,5,35
816815,8,9,8,9,9,35
816816,9,,6,9,9,32
816820,9,,6,9,9,29
816822,8,,8,9,9,21
816823,8,,7,9,9,45
816826,9,,5,9,9,60
816827,9,,8,9,9,54
816831,9,,6,9,9,66
816835,9,,7,9,9,60
816836,9,,6,9,9,55
816839,8,,7,9,9,59
816844,9,8,9,9,9,40
816846,8,,7,9,8,29
816847,9,,8,9,9,47
816858,9,,8,9,9,45
816859,8,,5,8,8,70
816860,9,,8,9,9,35
816862,9,,6,9,9,50
816866,8,,7,8,8,89
816868,9,,7,9,9,30
816870,9,,7,9,9,50
816875,9,,7,9,9,60
816889,5,,5,5,5,26
816897,6,,6,8,7,60
816910,6,,4,5,6,24
816912,4,,2,3,5,60
816913,5,,5,5,5,25
816919,7,,5,6,6,119
816925,6,,6,6,6,25
816926,5,,6,6,6,95
816937,6,,5,7,7,60
816955,7,,5,10,6,40
816959,4,,2,6,5,30
816963,7,,7,7,7,24
816967,5,,5,6,5,40
816982,8,,8,8,8,59
816983,6,,5,8,6,40
816993,6,,5,6,6,40
817000,6,,5,6,6,40
817024,7,,6,7,7,24
817042,7,,6,8,7,68
817055,8,,9,7,7,50
817057,9,10,9,9,9,55
817058,6,,6,8,6,65
817059,9,,9,8,8,60
817064,7,,6,7,7,65
817067,7,,9,6,6,50
817071,6,,8,7,5,55
817076,6,,6,7,6,57
817082,6,,6,7,6,65
817090,7,9,7,7,6,50
817096,10,,10,10,10,47
817100,9,,9,9,9,60
817107,10,,10,10,10,53
817109,10,,10,10,10,50
817118,10,,10,10,10,62
817134,10,10,10,10,10,53
817149,10,,10,10,10,52
817160,10,,10,10,10,45
817169,8,,7,7,7,67
817175,9,,10,10,10,58
817180,10,,6,7,7,63
817182,10,,7,8,8,54
817203,10,,4,6,6,54
817204,7,,8,9,8,64
817212,10,,8,8,8,72
817221,9,,10,10,10,59
817226,8,9,8,8,8,57
817233,6,6,3,5,5,50
817236,7,,7,8,7,58
817238,8,,9,9,7,70
817244,7,,7,7,7,60
817245,7,,6,8,7,65
817248,7,,7,7,7,65
817249,8,,9,9,6,60
817251,8,,9,8,7,55
817262,6,,5,7,6,50
817276,7,,6,7,7,55
817281,9,,10,10,9,65
817286,8,,8,6,7,60
817287,7,,6,7,6,65
817291,9,,9,9,9,60
817294,7,,6,7,6,55
817302,8,,9,8,8,45
817303,6,,8,6,4,50
817340,9,,9,9,8,75
817375,6,6,6,6,6,50
817378,7,,7,7,7,51
817382,6,,6,6,6,45
817385,8,,8,8,8,57
817395,7,,7,7,7,51
817400,7,,7,7,7,56
817402,7,,7,7,7,41
817405,7,,7,7,7,36
817413,7,,6,7,7,39
817438,8,,8,8,8,44
817439,7,,7,7,7,45
817442,6,,6,6,6,46
817447,7,,7,7,7,33
817451,9,9,9,9,9,28
817457,6,,6,7,8,67
817466,7,,7,7,7,28
817480,7,,7,7,7,74
817486,6,,6,6,6,69
817487,7,,7,7,7,46
817489,8,,8,8,8,42
817497,6,,6,6,7,37
817507,4,,7,5,8,26
817534,8,,8,8,8,47
817542,8,,8,8,8,28
817548,6,,7,8,6,26
817550,8,,7,9,7,34
817553,7,,7,7,7,33
817567,8,,8,8,8,41
817576,7,,7,8,7,37
817648,7,,8,7,7,40
817656,8,,8,9,8,90
817664,8,,8,8,9,56
817668,7,,7,8,7,55
817675,4,5,6,7,3,27
817681,4,,6,6,6,22
817683,1,,1,1,1,79
817704,7,8,8,8,8,20
817706,8,,9,9,9,22
817712,9,,5,8,9,29
817720,9,,9,9,9,82
817729,1,,1,1,1,28
817731,1,,1,1,1,23
817735,1,,1,1,1,105
817739,6,,6,6,6,95
817742,6,,7,6,7,53
817745,9,,9,10,9,53
817746,9,,9,9,9,32
817747,9,,9,10,9,36
817748,9,,8,8,8,24
817749,9,,6,7,7,26
817750,9,,9,8,8,37
817763,9,,8,9,9,28
817773,8,,9,9,8,37
817775,9,,8,8,8,20
817787,8,,8,7,7,53
817793,9,,9,10,9,36
817798,8,,8,8,8,39
817800,8,,8,8,8,33
817803,9,,8,8,8,34
817813,9,,8,8,8,51
817814,9,,9,10,9,34
817815,9,,8,9,9,38
817822,8,,8,8,8,28
817829,9,,8,8,8,30
817839,8,,9,10,9,34
817842,7,,9,8,7,26
817858,8,10,9,10,8,27
817859,8,,9,10,8,23
817873,9,,9,10,9,42
817879,9,,9,9,9,33
817886,8,,9,10,8,28
817891,9,,8,9,8,102
817893,8,,8,10,8,38
817895,9,,9,9,8,26
817905,10,,8,8,8,50
817940,8,,9,8,8,93
817949,8,,9,10,8,29
817967,8,,9,10,9,32
817975,9,,9,10,9,33
817992,9,,8,10,9,31
818037,8,,9,10,8,28
818040,8,,9,9,8,37
818057,9,,9,8,8,27
818060,9,,8,8,8,80
818064,9,,8,8,9,69
818071,8,,9,10,9,38
818090,9,,9,8,8,27
818099,9,,9,10,9,44
818108,9,,8,8,8,104
818113,8,,8,9,8,32
818125,8,,9,9,8,34
818127,9,,8,9,9,26
818139,8,,7,7,7,20
818152,7,,9,9,7,37
818165,9,,8,10,9,44
818166,8,,9,10,8,37
818198,9,,7,7,7,26
818217,8,,9,8,8,24
818226,9,,9,9,9,45
818237,9,,9,10,9,37
818245,9,,8,8,8,30
818249,8,,9,10,8,30
818264,7,,9,8,8,30
818282,9,,8,7,8,30
818290,8,,9,10,8,38
818296,9,,8,8,8,37
818339,8,,9,8,8,23
818340,9,,8,8,8,30
818345,10,,10,10,10,48
818354,7,8,7,9,9,55
818378,9,,9,10,10,42
818380,7,8,8,9,9,46
818383,10,,10,10,10,74
818387,10,,10,10,10,35
818396,9,,10,10,10,53
818398,10,,10,10,10,62
818402,7,,9,10,8,36
818406,10,,10,10,10,48
818407,7,,9,9,7,43
818410,10,,10,10,10,57
818415,8,8,10,10,10,40
818420,9,,10,10,8,31
818425,10,,10,10,10,59
818426,10,,8,10,8,33
818435,10,,10,10,9,30
818437,10,,10,10,10,41
818439,10,,10,10,10,65
818446,10,,10,10,10,45
818473,9,9,10,10,10,37
818487,6,8,7,7,6,47
818491,7,,8,8,7,50
818515,7,,7,8,7,65
818517,5,,7,8,5,38
818529,5,,6,6,5,22
818531,5,,6,7,6,60
818549,7,,8,8,7,72
818557,10,,10,10,10,50
818560,10,,9,9,10,95
818570,8,,9,9,7,60
818571,9,,9,7,8,55
818573,9,,9,10,9,70
818577,8,,9,9,8,60
818579,8,,6,8,8,65
818591,6,,6,7,6,55
818606,7,,8,5,7,30
818612,6,,6,7,6,60
818620,7,,7,7,7,65
818626,8,,8,8,8,63
818631,7,,7,7,7,71
818635,6,,6,6,6,95
818640,7,,7,7,7,44
818642,8,,8,8,8,66
818648,7,,7,7,7,55
818652,8,,8,8,8,70
818662,8,,8,8,8,68
818665,7,,7,7,7,56
818670,8,,8,8,8,60
818684,8,,8,8,8,90
818690,7,,7,7,7,54
818702,6,7,7,7,7,34
818704,7,,8,7,7,26
818716,7,,8,9,9,39
818730,4,,6,5,4,31
818748,7,,7,7,7,22
818752,7,,9,8,8,28
818763,7,6,5,7,7,28
818766,9,,8,7,8,104
818767,7,,8,8,7,65
818768,10,,8,10,9,75
818769,10,,9,9,10,60
818771,9,,9,8,9,119
818857,9,,8,9,9,34
818860,10,,8,10,10,32
818862,9,,8,10,10,79
818869,10,,8,10,10,22
818884,10,,8,9,9,25
818885,10,,7,9,9,31
818893,9,,4,9,9,64
818909,9,,6,8,8,72
818915,9,,7,8,8,71
818924,9,,4,8,6,98
818972,7,,5,6,7,60
818988,9,9,7,8,8,80
819000,8,9,8,7,8,80
819003,8,8,8,9,9,60
819010,9,,8,8,8,70
819027,7,9,5,7,8,70
819031,9,,9,9,9,70
819045,8,,8,8,8,119
819048,6,,7,7,7,60
819049,7,,7,7,7,60
819050,7,,7,7,7,119
819124,7,,3,8,7,26
819125,5,,5,7,5,88
819126,5,,6,5,4,76
819127,6,,8,8,6,69
819129,7,,7,7,7,94
819139,4,,6,6,4,78
819142,4,,6,7,5,80
819148,6,,5,5,6,69
819151,6,,6,7,6,57
819153,3,,4,5,4,77
819156,3,,7,7,3,38
819161,3,,6,7,4,86
819163,4,,5,7,5,84
819166,6,,3,6,6,76
819168,4,,6,5,4,71
819181,3,,7,6,3,61
819185,5,5,5,5,5,24
819190,10,,10,10,10,33
819197,10,,6,6,8,36
819226,6,,8,8,6,27
819250,8,,4,5,7,26
819254,6,,4,7,7,35
819258,9,,7,8,7,72
819263,8,,8,8,7,34
819264,9,,6,8,8,44
819268,8,,5,8,7,31
819325,9,,8,9,9,98
819327,9,,9,9,9,138
819330,9,,9,9,9,35
819331,9,,8,9,9,40
819341,9,,9,9,9,35
819349,9,,9,9,9,97
819350,9,,8,9,9,88
819352,9,,9,9,9,31
819368,9,,9,9,9,86
819371,8,,8,8,8,68
819379,9,,9,9,9,39
819383,9,,9,9,9,108
819400,9,,9,8,8,50
819401,6,,5,6,6,65
819402,7,,7,7,7,60
819413,6,,7,6,6,45
819415,5,,5,5,4,50
819423,9,,9,10,9,45
819433,7,,10,9,8,40
819450,10,,10,10,10,40
819453,9,,9,9,9,60
819456,6,,7,6,6,65
819459,5,,5,5,5,45
819465,9,,9,9,9,48
819472,6,6,6,6,6,32
819487,7,7,7,7,7,53
819490,6,7,6,6,6,38
819510,8,,8,8,8,69
819511,7,,7,7,7,23
819517,7,7,7,7,7,45
819522,7,,7,7,7,41
819525,7,,7,7,7,35
819527,7,7,7,7,7,67
819534,7,7,7,7,7,45
819535,6,,5,6,6,41
819537,7,,7,7,7,60
819552,6,,6,6,6,37
819561,9,,9,9,10,63
819574,9,,9,10,10,54
819575,10,,9,10,10,62
819580,9,,8,9,9,61
819586,9,,9,10,9,72
819599,6,,8,7,7,25
819603,7,,5,4,6,52
819610,9,,9,8,8,46
819623,7,,6,7,7,32
819625,7,7,8,7,7,60
819626,9,,9,9,9,45
819650,9,,9,9,9,60
819653,10,,9,9,9,60
819654,8,8,9,10,9,75
819661,9,9,8,8,8,60
819664,8,,8,8,8,35
819685,8,,7,7,7,50
819686,8,8,8,8,8,63
819690,9,,8,8,8,50
819693,8,6,7,8,7,52
819695,10,,10,10,10,53
819696,7,7,9,10,7,46
819704,8,,10,10,10,46
819708,10,,10,10,10,49
819711,8,8,10,10,8,27
819712,9,9,10,10,10,42
819716,7,7,5,7,6,23
819727,9,,10,10,10,42
819730,7,,10,10,10,54
819735,10,,3,9,6,48
819744,7,,7,10,7,39
819750,10,10,10,10,10,55
819761,10,,10,10,10,49
819763,9,,10,10,10,34
819765,7,,9,10,7,42
819786,9,,10,8,7,28
819831,9,,8,10,9,31
819837,9,,9,10,10,57
819840,8,,7,8,8,45
819842,8,,8,8,7,72
819849,8,,8,9,9,41
819862,8,,7,8,8,39
819906,8,,8,8,8,40
819911,8,,7,7,8,39
819917,8,,8,8,8,28
819950,8,,8,8,8,37
819955,7,,7,7,7,31
819962,8,,7,8,8,50
819972,8,,8,8,8,33
819998,6,,6,7,6,55
820005,6,,5,7,6,65
820024,7,,8,7,7,50
820025,8,,8,6,7,60
820031,6,,5,7,6,60
820037,7,,6,7,6,60
820038,6,,6,7,6,53
820041,7,,6,7,7,70
820045,8,,7,8,7,45
820052,6,4,3,5,5,60
820054,10,,5,5,5,30
820063,6,,6,6,6,30
820067,7,,5,6,5,35
820069,10,,4,4,4,35
820087,7,,10,6,6,40
820093,10,,7,7,7,20
820107,8,,6,6,6,43
820109,7,,4,6,6,35
820112,10,,6,6,7,38
820115,6,,7,8,8,25
820116,5,,5,6,5,28
820118,8,,9,9,9,38
820120,6,,7,7,8,25
820128,6,6,6,7,6,27
820130,5,,6,7,6,96
820145,6,,7,6,6,35
820151,6,,6,6,6,29
820152,5,,6,5,5,93
820164,5,,6,6,6,103
820171,7,,7,7,7,41
820173,5,,5,6,5,36
820176,8,,8,8,8,39
820180,8,,8,9,8,65
820181,6,,5,7,6,23
820182,6,,6,6,6,26
820209,7,,5,7,6,53
820210,8,,7,7,6,57
820212,7,,9,8,7,52
820220,7,,5,6,8,55
820229,7,,8,8,7,54
820244,7,,4,5,5,55
820250,8,,5,7,6,55
820251,5,,6,5,5,60
820254,6,,6,6,6,45
820259,7,,7,7,7,44
820267,9,,9,9,9,85
820272,6,,6,6,6,31
820274,8,,8,8,8,40
820282,9,,9,9,9,50
820312,8,,8,8,8,46
820349,10,,4,8,7,66
820395,7,7,7,7,6,29
820429,7,,6,7,7,39
820446,7,,7,6,6,36
820452,8,7,7,7,7,42
820459,7,,6,5,6,40
820465,7,,8,8,8,50
820474,5,,6,6,5,87
820535,9,,9,8,9,48
820545,7,7,7,8,8,24
820547,9,,9,8,9,28
820551,7,,7,7,7,30
820552,9,,8,7,7,70
820561,8,7,8,8,8,20
820565,5,,6,8,4,35
820569,9,,9,7,8,41
820572,4,,6,8,4,21
820575,4,,8,9,5,60
820579,7,6,6,8,6,60
820593,5,6,6,6,5,60
820595,6,6,7,7,6,60
820596,3,,5,8,3,36
820597,8,,5,8,7,60
820599,7,6,9,7,6,60
820602,8,,6,7,7,60
820606,7,,7,8,7,67
820612,8,9,8,8,7,60
820616,6,,6,7,6,70
820623,6,,7,7,6,55
820630,9,,10,10,9,60
820632,8,,8,8,7,60
820645,6,,7,7,6,58
820659,7,,7,7,6,53
820663,8,,8,3,7,70
820664,8,,8,7,7,55
820670,9,,9,9,8,61
820675,8,,8,8,8,42
820696,8,,7,8,8,21
820697,9,,7,8,8,149
820701,6,,8,8,8,20
820707,8,,8,8,8,29
820713,7,,7,7,7,54
820718,7,,7,8,8,89
820723,8,,8,8,8,69
820729,8,,7,8,8,74
820730,9,,9,9,9,109
820733,9,,7,8,7,27
820736,8,,8,8,8,41
820737,8,,8,8,8,39
820739,7,,7,8,8,89
820745,7,,7,8,7,60
820746,8,,6,7,8,60
820749,7,,6,8,7,119
820763,8,,6,8,8,65
820818,8,,8,8,8,69
820821,6,,4,4,4,28
820824,5,,9,9,9,37
820826,6,,7,5,7,24
820837,9,,4,6,7,95
820846,8,,5,8,8,25
820847,5,,6,7,7,99
820867,7,,7,5,6,20
820885,10,,10,10,10,42
820886,10,,10,10,10,25
820902,10,,10,10,10,23
820910,10,,10,10,10,30
820918,10,,10,10,10,20
