NQUEST,NORD,NCOMP,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,UNIVER1,ANNIUNIVER,NORDP,MOTENT,APQUAL,ASNONOC,APSETT,MOTIV,ANNOENUS,TIPOLAU,NASCREG,NASCAREA,IREG,AREA3,AREA5,ACOM4C,ETA,CLETA,CLETA5,QUAL,Q,SETT,CFRED,PERC,NPERC,PESOFIT,SALUTC,TIPODIP
813026,1,4,1,1,1972,1,,1,1,5,36,60,2,1992,2,,,,,2,,6,,,,3,1,3,1,1,2,36,2,2,2,1,4,1,1,2,0.5004586549,,2
813026,2,4,2,2,1971,1,,1,1,7,99,110,2,2000,,2,,,,2,,6,,,8,3,1,3,1,1,2,37,2,2,2,1,4,0,1,2,0.5004586549,,3
813026,3,4,2,5,2004,1,,1,2,1,,,,,,,,,,18,,,,,,3,1,3,1,1,2,4,1,1,7,3,5,0,0,2,0.5004586549,,
813026,4,4,1,5,2007,1,,1,2,1,,,,,,,,,,18,,,,,,3,1,3,1,1,2,1,1,1,7,3,5,0,0,2,0.5004586549,,
813028,1,3,1,1,1947,1,,2,1,5,40,60,2,1966,2,,,,,15,4,2,,,,3,1,3,1,1,2,61,4,4,6,3,5,1,1,2,0.4370569794,,2
813028,2,3,2,2,1942,1,,2,1,2,,,,,,,,,,13,,,,,,3,1,3,1,1,2,66,5,5,7,3,5,0,0,2,0.4370569794,,
813028,3,3,1,5,1982,1,,1,2,5,72,100,2,2002,2,,,,,2,,9,,,,3,1,3,1,1,2,26,1,1,2,1,3,0,1,2,0.4370569794,,2
813031,1,1,1,1,1937,1,,3,2,5,37,60,2,1969,1,,3,,,15,5,6,,,,3,1,3,1,1,2,71,5,5,6,3,5,1,1,1,0.3764341452,,2
813039,1,2,1,1,1943,1,,3,1,3,,,,,,,,,,15,2,7,,,,3,1,3,1,1,2,65,4,5,6,3,5,1,1,2,0.3629132037,,
813039,2,2,2,2,1951,1,,2,1,4,,,,,,,,,,2,,9,,,,3,1,3,1,1,2,57,4,4,2,1,3,0,1,2,0.3629132037,,
813056,1,4,1,1,1948,1,,3,1,5,50,60,2,1969,1,,4,,,15,2,2,,,,3,1,3,1,1,2,60,4,4,6,3,5,1,1,4,0.4690571283,,2
813056,2,4,2,2,1947,1,,2,1,5,40,60,2,1969,1,,4,,,15,2,5,,,,19,3,3,1,1,2,61,4,4,6,3,5,0,1,4,0.4690571283,,2
813056,3,4,1,5,1977,1,,2,2,5,40,60,2,1998,2,,,,,2,,7,,,,3,1,3,1,1,2,31,2,1,2,1,4,0,1,4,0.4690571283,,2
813056,4,4,2,5,1981,1,,2,2,7,110,110,1,2006,,2,,,,1,,4,,,10,3,1,3,1,1,2,27,1,1,1,1,4,0,1,4,0.4690571283,,4
813061,1,3,1,1,1958,1,,2,1,7,101,110,2,1988,,2,,,,6,,2,,,4,9,2,9,2,3,2,50,3,3,4,2,2,1,1,2,0.7384911526,,2
813061,2,3,2,2,1961,1,,2,1,5,42,60,2,1978,2,,,,,2,,2,,,,,,9,2,3,2,47,3,3,2,1,2,0,1,2,0.7384911526,,2
813061,3,3,2,5,1989,1,,1,2,5,70,100,2,2008,1,,0,,,17,,,,,,9,2,9,2,3,2,19,1,1,7,3,5,0,0,2,0.7384911526,,3
813082,1,1,2,1,1931,1,,3,4,3,,,,,,,,,,15,8,4,,,,9,2,9,2,3,2,77,5,5,6,3,5,1,1,1,0.7566476153,,
813099,1,4,1,1,1947,1,,1,1,7,104,110,2,1971,,2,,,,3,,9,,,9,9,2,9,2,3,2,61,4,4,2,1,3,1,1,3,0.8455685939,,3
813099,2,4,2,2,1950,1,,2,1,7,100,110,2,1972,,2,,,,3,,9,,,9,9,2,9,2,3,2,58,4,4,2,1,3,0,1,3,0.8455685939,,5
813099,3,4,2,5,1987,1,,2,2,5,80,100,2,2006,1,,2,,,17,,,,,,9,2,9,2,3,2,21,1,1,7,3,5,0,0,3,0.8455685939,,3
813099,4,4,2,5,1980,1,,2,2,7,101,110,2,2005,,2,,,,4,,11,,,9,9,2,9,2,3,2,28,1,1,3,1,4,0,1,3,0.8455685939,,3
813104,1,4,1,1,1974,1,,2,1,3,,,,,,,,,,2,,9,,,,,,9,2,3,2,34,2,1,2,1,3,1,1,2,1.0058406568,,
813104,2,4,2,2,1977,1,,2,1,5,50,60,2,1997,2,,,,,1,,4,,,,16,3,9,2,3,2,31,2,1,1,1,4,0,1,2,1.0058406568,,2
813104,3,4,1,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,9,2,9,2,3,2,6,1,1,7,3,5,0,0,2,1.0058406568,,
813104,4,4,1,5,2007,1,,1,2,1,,,,,,,,,,18,,,,,,9,2,9,2,3,2,1,1,1,7,3,5,0,0,2,1.0058406568,,
813105,1,2,1,1,1933,1,,3,1,2,,,,,,,,,,15,1,2,,,,9,2,9,2,3,2,75,5,5,6,3,5,1,1,2,0.7566571447,,
813105,2,2,2,2,1938,1,,2,1,2,,,,,,,,,,15,1,2,,,,9,2,9,2,3,2,70,5,5,6,3,5,0,1,2,0.7566571447,,
813109,1,2,1,1,1954,1,,2,1,5,36,60,2,1973,2,,,,,4,,6,,,,9,2,9,2,3,2,54,4,3,3,1,4,1,1,2,0.7029068991,,2
813109,2,2,2,2,1955,1,,2,1,7,110,110,1,1978,,2,,,,5,,9,,,9,9,2,9,2,3,2,53,4,3,3,1,3,0,1,2,0.7029068991,,3
813111,1,4,1,1,1947,1,,2,1,5,48,60,2,1966,2,,,,,15,4,9,,,,9,2,9,2,3,2,61,4,4,6,3,5,0,1,4,0.8319750473,,2
813111,2,4,2,2,1947,1,,2,1,7,102,110,2,1971,,2,,,,15,3,9,,,9,9,2,9,2,3,2,61,4,4,6,3,5,1,1,4,0.8319750473,,5
813111,3,4,2,4,1911,1,,4,4,2,,,,,,,,,,16,,,,,,9,2,9,2,3,2,97,5,5,6,3,5,0,1,4,0.8319750473,3,
813111,4,4,1,5,1983,1,,1,2,5,60,60,2,2000,1,,1,,,1,,2,,,,9,2,9,2,3,2,25,1,1,1,1,2,0,1,4,0.8319750473,,2
813123,1,3,2,1,1966,1,,2,3,7,110,110,1,1991,,2,,,,6,,7,,,6,9,2,9,2,3,2,42,3,2,4,2,4,1,1,3,0.9373176847,,3
813123,2,3,1,6,1999,1,,2,2,1,,,,,,,,,,17,,,,,,9,2,9,2,3,2,9,1,1,7,3,5,0,1,3,0.9373176847,,
813123,3,3,2,6,2001,1,,2,2,1,,,,,,,,,,17,,,,,,9,2,9,2,3,2,7,1,1,7,3,5,0,1,3,0.9373176847,,
813124,1,1,1,1,1950,1,,2,2,5,40,60,2,1968,2,,,,,16,,,,,,9,2,9,2,3,2,58,4,4,6,3,5,1,1,1,0.7029021818,,2
813129,1,1,1,1,1939,1,,2,2,3,,,,,,,,,,15,2,5,,,,8,1,8,1,2,1,69,5,5,6,3,5,1,1,1,0.4861057517,,
813133,1,2,2,1,1949,1,,2,1,7,99,100,2,1972,,2,,,,3,,9,,,9,8,1,8,1,2,1,59,4,4,2,1,3,0,1,2,0.4515775501,,5
813133,2,2,1,2,1949,1,,2,1,5,38,60,2,1968,2,,,,,8,,9,,,,8,1,8,1,2,1,59,4,4,5,2,3,1,1,2,0.4515775501,,1
813135,1,4,2,1,1971,1,,2,1,3,,,,,,,,,,13,,,,,,8,1,8,1,2,1,37,2,2,7,3,5,0,0,2,0.553245306,,
813135,2,4,1,2,1962,1,,2,1,3,,,,,,,,,,1,,2,,,,8,1,8,1,2,1,46,3,3,1,1,2,1,1,2,0.553245306,,
813135,3,4,1,5,1995,1,,2,2,3,,,,,,,,,,17,,,,,,8,1,8,1,2,1,13,1,1,7,3,5,0,0,2,0.553245306,,
813135,4,4,2,3,1940,1,,2,4,2,,,,,,,,,,15,8,1,,,,8,1,8,1,2,1,68,5,5,6,3,5,0,1,2,0.553245306,,
813136,1,2,1,1,1928,1,,3,1,1,,,,,,,,,,15,8,1,,,,8,1,8,1,2,1,80,5,5,6,3,5,1,1,2,0.486109014,,
813136,2,2,2,2,1933,1,,4,1,1,,,,,,,,,,15,8,1,,,,8,1,8,1,2,1,75,5,5,6,3,5,0,1,2,0.486109014,3,
813138,1,1,1,1,1936,1,,3,3,3,,,,,,,,,,15,2,5,,,,18,3,8,1,2,1,72,5,5,6,3,5,1,1,1,0.4861057517,,
813141,1,2,1,1,1923,1,,2,1,2,,,,,,,,,,15,1,1,,,,8,1,8,1,2,1,85,5,5,6,3,5,0,1,2,0.486109014,,
813141,2,2,2,2,1925,1,,5,1,1,,,,,,,,,,15,1,1,,,,8,1,8,1,2,1,83,5,5,6,3,5,1,1,2,0.486109014,3,
813156,1,3,1,1,1949,1,,2,1,7,98,110,2,1987,,2,,,,3,,9,,,7,18,3,8,1,2,1,59,4,4,2,1,3,0,1,2,0.4744384013,,2
813156,2,3,2,2,1953,1,,2,1,7,110,110,1,1979,,2,,,,4,,9,,,3,8,1,8,1,2,1,55,4,4,3,1,3,1,1,2,0.4744384013,,3
813156,3,3,2,5,1989,1,,2,2,5,100,100,2,2008,1,,0,,,17,,,,,,8,1,8,1,2,1,19,1,1,7,3,5,0,0,2,0.4744384013,,3
813196,1,2,1,1,1934,1,,2,1,3,,,,,,,,,,16,,,,,,8,1,8,1,2,1,74,5,5,6,3,5,0,1,2,0.486109014,,
813196,2,2,2,2,1941,1,,3,1,2,,,,,,,,,,15,1,4,,,,8,1,8,1,2,1,67,5,5,6,3,5,1,1,2,0.486109014,,
813200,1,1,1,1,1946,1,,1,2,2,,,,,,,,,,8,,1,,,,20,3,20,3,5,0,62,4,4,5,2,1,1,1,1,1.2236534788,,
813219,1,2,1,1,1927,1,,3,1,1,,,,,,,,,,15,1,1,,,,20,3,20,3,5,0,81,5,5,6,3,5,1,1,1,1.3172332813,,
813219,2,2,2,2,1930,1,,3,1,1,,,,,,,,,,13,,,,,,20,3,20,3,5,0,78,5,5,7,3,5,0,0,1,1.3172332813,,
813227,1,1,2,1,1915,1,,5,4,1,,,,,,,,,,16,,,,,,20,3,20,3,5,0,93,5,5,6,3,5,1,1,1,1.317216692,2,
813229,1,1,1,1,1931,1,,1,2,3,,,,,,,,,,15,1,3,,,,20,3,20,3,5,0,77,5,5,6,3,5,1,1,1,1.3172244412,,
813246,1,3,2,1,1945,1,,1,4,1,,,,,,,,,,13,,,,,,20,3,20,3,5,0,63,4,4,7,3,5,0,1,2,1.5617652589,,
813246,2,3,2,5,1978,1,,1,2,3,,,,,,,,,,1,,2,,,,20,3,20,3,5,0,30,1,1,1,1,2,1,1,2,1.5617652589,,
813246,3,3,1,5,1988,1,,1,2,3,,,,,,,,,,11,,,,,,20,3,20,3,5,0,20,1,1,7,3,5,0,0,2,1.5617652589,,
813267,1,1,1,1,1957,1,,1,2,3,,,,,,,,,,1,,3,,,,20,3,20,3,5,0,51,4,3,1,1,2,1,1,1,1.2236534788,,
813270,1,1,2,1,1940,1,,2,4,2,,,,,,,,,,16,,,,,,11,2,11,2,3,2,68,5,5,6,3,5,1,1,1,0.355746227,,
813280,1,2,2,1,1945,1,,1,2,3,,,,,,,,,,15,8,8,,,,11,2,11,2,3,2,63,4,4,6,3,5,0,1,2,0.3304794362,,
813280,2,2,1,10,1951,1,,1,2,3,,,,,,,,,,1,,2,,,,11,2,11,2,3,2,57,4,4,1,1,2,1,1,2,0.3304794362,,
813281,1,2,2,1,1932,1,,1,4,2,,,,,,,,,,16,,,,,,11,2,11,2,3,2,76,5,5,6,3,5,0,1,2,0.3429940116,,
813281,2,2,1,5,1960,1,,1,2,3,,,,,,,,,,2,,9,,,,11,2,11,2,3,2,48,3,3,2,1,3,1,1,2,0.3429940116,,
813283,1,2,1,1,1938,1,,1,1,7,90,110,2,1964,,2,,,,15,3,9,,,1,11,2,11,2,3,2,70,5,5,6,3,5,1,1,2,0.3557507074,,2
813283,2,2,2,2,1941,1,,2,1,5,50,60,2,1960,2,,,,,15,2,9,,,,11,2,11,2,3,2,67,5,5,6,3,5,0,1,2,0.3557507074,,5
813287,1,2,1,1,1934,1,,2,1,5,50,60,2,1953,2,,,,,15,2,9,,,,11,2,11,2,3,2,74,5,5,6,3,5,1,1,2,0.3557507074,,1
813287,2,2,2,2,1935,1,,1,1,5,60,60,2,1954,2,,,,,15,3,9,,,,11,2,11,2,3,2,73,5,5,6,3,5,0,1,2,0.3557507074,,1
813288,1,3,1,1,1963,1,,1,1,3,,,,,,,,,,1,,9,,,,11,2,11,2,3,2,45,3,3,1,1,3,0,1,2,0.3472824763,,
813288,2,3,2,2,1962,1,,2,1,7,104,110,2,1992,,2,,,,10,,11,,,9,11,2,11,2,3,2,46,3,3,4,2,4,1,1,2,0.3472824763,,2
813288,3,3,1,5,1997,1,,2,2,2,,,,,,,,,,17,,,,,,11,2,11,2,3,2,11,1,1,7,3,5,0,0,2,0.3472824763,,
813295,1,2,1,1,1935,1,,2,1,3,,,,,,,,,,15,1,2,,,,11,2,11,2,3,2,73,5,5,6,3,5,1,1,2,0.3557507074,,
813295,2,2,2,2,1941,1,,2,1,3,,,,,,,,,,15,1,8,,,,11,2,11,2,3,2,67,5,5,6,3,5,0,1,2,0.3557507074,,
813298,1,4,1,1,1965,1,,1,1,2,,,,,,,,,,1,,2,,,,,,11,2,3,2,43,3,2,1,1,2,1,1,1,0.4729574294,,
813298,2,4,2,2,1971,1,,1,1,2,,,,,,,,,,13,,,,,,,,11,2,3,2,37,2,2,7,3,5,0,0,1,0.4729574294,,
813298,3,4,2,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,11,2,11,2,3,2,6,1,1,7,3,5,0,0,1,0.4729574294,,
813298,4,4,1,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,11,2,11,2,3,2,6,1,1,7,3,5,0,0,1,0.4729574294,,
813302,1,3,1,1,1954,1,,1,1,3,,,,,,,,,,1,,4,,,,11,2,11,2,3,2,54,4,3,1,1,4,1,1,1,0.4030049641,,
813302,2,3,2,2,1959,1,,1,1,3,,,,,,,,,,13,,,,,,11,2,11,2,3,2,49,3,3,7,3,5,0,0,1,0.4030049641,,
813302,3,3,2,5,1983,1,,1,2,7,106,110,2,2008,,2,,,,11,,,,,9,11,2,11,2,3,2,25,1,1,7,3,5,0,0,1,0.4030049641,,5
813305,1,1,2,1,1926,1,,1,4,2,,,,,,,,,,16,,,,,,11,2,11,2,3,2,82,5,5,6,3,5,1,1,1,0.355746227,,
813319,1,4,2,1,1944,1,,4,4,2,,,,,,,,,,16,,,,,,11,2,11,2,3,2,64,4,4,6,3,5,0,1,3,0.5089315546,3,
813319,2,4,1,5,1968,1,,3,2,3,,,,,,,,,,1,,4,,,,11,2,11,2,3,2,40,2,2,1,1,4,1,1,3,0.5089315546,,
813319,3,4,1,5,1975,1,,2,2,4,,,,,,,,,,11,,,,,,11,2,11,2,3,2,33,2,1,7,3,5,0,0,3,0.5089315546,,
813319,4,4,1,5,1975,1,,2,2,4,,,,,,,,,,1,,2,,,,11,2,11,2,3,2,33,2,1,1,1,2,0,1,3,0.5089315546,,
813323,1,1,2,1,1927,1,,5,4,1,,,,,,,,,,16,,,,,,11,2,11,2,3,2,81,5,5,6,3,5,1,1,1,0.355746227,3,
813335,1,1,2,1,1925,1,,4,4,1,,,,,,,,,,16,,,,,,11,2,11,2,3,2,83,5,5,6,3,5,1,1,1,0.355746227,3,
813342,1,2,1,1,1978,1,,1,1,7,80,110,2,2004,,2,,,,2,,5,,,6,10,2,10,2,3,0,30,1,1,2,1,4,1,1,2,0.5215514933,,3
813342,2,2,2,2,1981,1,,1,1,5,66,100,2,2000,1,,2,,,1,,4,,,,10,2,10,2,3,0,27,1,1,1,1,4,0,1,2,0.5215514933,,3
813349,1,4,1,1,1956,1,,1,1,5,52,60,2,1972,1,,1,,,2,,9,,,,10,2,10,2,3,0,52,4,3,2,1,3,1,1,2,0.3193358793,,3
813349,2,4,2,2,1957,1,,1,1,3,,,,,,,,,,8,,4,,,,10,2,10,2,3,0,51,4,3,5,2,4,0,1,2,0.3193358793,,
813349,3,4,2,5,1985,1,,2,2,5,100,100,2,2004,1,,4,,,17,,,,,,15,3,10,2,3,0,23,1,1,7,3,5,0,0,2,0.3193358793,,2
813349,4,4,2,5,1989,1,,1,2,5,100,100,2,2008,1,,0,,,17,,,,,,10,2,10,2,3,0,19,1,1,7,3,5,0,0,2,0.3193358793,,2
813355,1,2,2,1,1977,1,,3,1,7,110,110,1,2004,,2,,,,6,,7,,,3,10,2,10,2,3,0,31,2,1,4,2,4,0,1,2,0.5215514933,,3
813355,2,2,1,2,1974,1,,2,1,7,90,110,2,2001,,2,,,,9,,4,,,6,10,2,10,2,3,0,34,2,1,5,2,4,1,1,2,0.5215514933,,2
813374,1,1,2,1,1971,2,1995,2,2,3,,,,,,,,,,12,1,2,3,,,,,10,2,3,0,37,2,2,7,3,5,1,1,1,0.5215449248,,
813378,1,6,2,1,1947,1,,2,4,2,,,,,,,,,,15,1,9,,,,10,2,10,2,3,0,61,4,4,6,3,5,0,1,3,0.3871949313,,
813378,2,6,1,7,1969,1,,2,1,3,,,,,,,,,,1,,4,,,,10,2,10,2,3,0,39,2,2,1,1,4,1,1,3,0.3871949313,,
813378,3,6,2,5,1977,1,,2,1,3,,,,,,,,,,1,,2,,,,10,2,10,2,3,0,31,2,1,1,1,2,0,1,3,0.3871949313,,
813378,4,6,1,8,1997,1,,2,2,2,,,,,,,,,,17,,,,,,10,2,10,2,3,0,11,1,1,7,3,5,0,0,3,0.3871949313,,
813378,5,6,1,8,2001,1,,2,2,1,,,,,,,,,,17,,,,,,10,2,10,2,3,0,7,1,1,7,3,5,0,0,3,0.3871949313,,
813378,6,6,1,8,2004,1,,2,2,1,,,,,,,,,,18,,,,,,10,2,10,2,3,0,4,1,1,7,3,5,0,0,3,0.3871949313,,
813379,1,4,2,1,1960,1,,2,4,3,,,,,,,,,,13,,,,,,10,2,10,2,3,0,48,3,3,7,3,5,0,1,4,0.4051735019,,
813379,2,4,2,4,1924,1,,3,4,2,,,,,,,,,,16,,,,,,12,2,10,2,3,0,84,5,5,6,3,5,0,1,4,0.4051735019,,
813379,3,4,2,5,1979,1,,2,2,3,,,,,,,,,,1,,2,,,,10,2,10,2,3,0,29,1,1,1,1,2,1,1,4,0.4051735019,,
813379,4,4,2,5,1983,1,,2,2,3,,,,,,,,,,1,,4,,,,10,2,10,2,3,0,25,1,1,1,1,4,0,1,4,0.4051735019,,
813393,1,3,2,1,1968,1,,2,1,3,,,,,,,,,,13,,,,,,10,2,10,2,3,0,40,2,2,7,3,5,0,0,1,0.3785905175,,
813393,2,3,1,2,1959,1,,2,1,3,,,,,,,,,,1,,3,,,,10,2,10,2,3,0,49,3,3,1,1,2,1,1,1,0.3785905175,,
813393,3,3,2,5,1995,1,,1,2,2,,,,,,,,,,17,,,,,,10,2,10,2,3,0,13,1,1,7,3,5,0,0,1,0.3785905175,,
813395,1,2,1,1,1935,1,,2,1,2,,,,,,,,,,15,1,2,,,,10,2,10,2,3,0,73,5,5,6,3,5,1,1,1,0.3079297397,,
813395,2,2,2,2,1951,1,,2,1,3,,,,,,,,,,12,1,9,,,,12,2,10,2,3,0,57,4,4,7,3,5,0,0,1,0.3079297397,,
813418,1,1,1,1,1950,1,,3,2,4,,,,,,,,,,15,2,9,,,,3,1,3,1,1,2,58,4,4,6,3,5,1,1,1,0.4638502847,,
813421,1,3,1,1,1955,1,,4,1,7,103,110,2,1982,,2,,,,5,,11,,,10,3,1,3,1,1,2,53,4,3,3,1,4,1,1,2,0.4873357066,3,2
813421,2,3,2,2,1958,1,,4,1,4,,,,,,,,,,2,,7,,,,3,1,3,1,1,2,50,3,3,2,1,4,0,1,2,0.4873357066,2,
813421,3,3,2,5,1994,1,,4,2,3,,,,,,,,,,17,,,,,,3,1,3,1,1,2,14,1,1,7,3,5,0,0,2,0.4873357066,2,
813424,1,1,1,1,1961,1,,2,2,2,,,,,,,,,,16,,,,,,3,1,3,1,1,2,47,3,3,6,3,5,1,1,1,0.4638502847,,
813427,1,1,1,1,1923,1,,5,4,3,,,,,,,,,,15,2,9,,,,18,3,3,1,1,2,85,5,5,6,3,5,1,1,1,0.4993202264,3,
813435,1,1,1,1,1928,1,,3,4,2,,,,,,,,,,15,1,3,,,,3,1,3,1,1,2,80,5,5,6,3,5,1,1,1,0.4993202264,,
813442,1,1,2,1,1923,1,,2,4,5,7,10,2,1942,2,,,,,15,2,9,,,,3,1,3,1,1,2,85,5,5,6,3,5,1,1,1,0.4993172889,,5
813462,1,2,1,1,1935,1,,4,1,3,,,,,,,,,,15,8,4,,,,3,1,3,1,1,2,73,5,5,6,3,5,0,1,2,0.4993235774,3,
813462,2,2,2,2,1940,1,,4,1,2,,,,,,,,,,15,8,4,,,,3,1,3,1,1,2,68,5,5,6,3,5,1,1,2,0.4993235774,3,
813475,1,4,1,1,1935,1,,2,1,7,90,110,2,1959,,2,,,,15,2,4,,,6,3,1,3,1,1,2,73,5,5,6,3,5,1,1,3,0.5692142816,,2
813475,2,4,2,2,1935,1,,2,1,3,,,,,,,,,,13,,,,,,3,1,3,1,1,2,73,5,5,7,3,5,0,0,3,0.5692142816,,
813475,3,4,1,5,1970,1,,2,2,5,45,60,2,1988,2,,,,,2,,2,,,,3,1,3,1,1,2,38,2,2,2,1,2,0,1,3,0.5692142816,,2
813475,4,4,2,11,1930,1,,2,2,5,8,10,2,1950,2,,,,,15,2,2,,,,3,1,3,1,1,2,78,5,5,6,3,5,0,1,3,0.5692142816,,2
813480,1,3,2,1,1968,1,,2,3,3,,,,,,,,,,1,,5,,,,12,2,12,2,3,1,40,2,2,1,1,4,1,1,1,2.8019867734,,
813480,2,3,2,5,1994,1,,1,2,3,,,,,,,,,,17,,,,,,12,2,12,2,3,1,14,1,1,7,3,5,0,0,1,2.8019867734,,
813480,3,3,2,5,1996,1,,1,2,3,,,,,,,,,,17,,,,,,12,2,12,2,3,1,12,1,1,7,3,5,0,0,1,2.8019867734,,
813486,1,1,2,1,1928,1,,3,4,3,,,,,,,,,,15,2,6,,,,12,2,12,2,3,1,80,5,5,6,3,5,1,1,1,2.2617019175,,
813493,1,2,1,1,1943,1,,2,1,3,,,,,,,,,,15,2,6,,,,12,2,12,2,3,1,65,4,5,6,3,5,1,1,1,2.1804778554,,
813493,2,2,2,2,1950,1,,2,1,3,,,,,,,,,,13,,,,,,12,2,12,2,3,1,58,4,4,7,3,5,0,0,1,2.1804778554,,
813496,1,2,1,1,1933,1,,3,1,2,,,,,,,,,,15,1,3,,,,12,2,12,2,3,1,75,5,5,6,3,5,1,1,1,2.2617304018,,
813496,2,2,2,2,1938,1,,3,1,2,,,,,,,,,,13,,,,,,12,2,12,2,3,1,70,5,5,7,3,5,0,0,1,2.2617304018,,
813511,1,3,2,1,1977,1,,2,1,5,60,60,2,1996,2,,,,,13,,,,,,12,2,12,2,3,1,31,2,1,7,3,5,0,0,1,3.2236511475,,2
813511,2,3,1,2,1973,1,,2,1,3,,,,,,,,,,1,,4,,,,12,2,12,2,3,1,35,2,2,1,1,4,1,1,1,3.2236511475,,
813511,3,3,2,5,2007,1,,2,2,1,,,,,,,,,,18,,,,,,12,2,12,2,3,1,1,1,1,7,3,5,0,0,1,3.2236511475,,
813513,1,3,2,1,1972,1,,2,1,7,48,50,2,1998,,2,,,,13,,,,,10,,,12,2,3,1,36,2,2,7,3,5,0,0,1,3.2230685694,,10
813513,2,3,1,2,1964,1,,2,1,5,36,60,2,1983,2,,,,,2,,2,,,,13,3,12,2,3,1,44,3,2,2,1,2,1,1,1,3.2230685694,,2
813513,3,3,1,5,2004,1,,2,2,1,,,,,,,,,,18,,,,,,12,2,12,2,3,1,4,1,1,7,3,5,0,0,1,3.2230685694,,
813524,1,1,1,1,1955,1,,3,3,3,,,,,,,,,,8,,4,,,,12,2,12,2,3,1,53,4,3,5,2,4,1,1,1,2.1010509783,,
813527,1,3,2,1,1961,1,,2,3,5,42,60,2,1979,2,,,,,2,,9,,,,12,2,12,2,3,1,47,3,3,2,1,3,1,1,1,2.3159520551,,5
813527,2,3,1,5,1990,1,,2,2,5,48,60,2,2008,2,,,,,11,,,,,,12,2,12,2,3,1,18,1,1,7,3,5,0,0,1,2.3159520551,,3
813527,3,3,2,5,1995,1,,2,2,3,,,,,,,,,,17,,,,,,12,2,12,2,3,1,13,1,1,7,3,5,0,0,1,2.3159520551,,
813528,1,2,1,1,1942,1,,3,1,2,,,,,,,,,,15,2,5,,,,10,2,12,2,3,1,66,5,5,6,3,5,1,1,1,2.1804778554,,
813528,2,2,2,2,1948,1,,2,1,3,,,,,,,,,,13,,,,,,12,2,12,2,3,1,60,4,4,7,3,5,0,0,1,2.1804778554,,
813547,1,4,2,1,1950,1,,2,1,5,36,60,2,1970,2,,,,,15,2,9,,,,10,2,12,2,3,1,58,4,4,6,3,5,0,1,2,2.8690600219,,1
813547,2,4,1,2,1939,1,,3,1,5,40,60,2,1960,2,,,,,15,2,9,,,,12,2,12,2,3,1,69,5,5,6,3,5,1,1,2,2.8690600219,,10
813547,3,4,1,5,1976,1,,1,2,5,60,60,2,1996,1,,7,,,11,,,,,,12,2,12,2,3,1,32,2,1,7,3,5,0,0,2,2.8690600219,,3
813547,4,4,2,5,1980,1,,2,2,6,110,110,2,2005,,2,,,,11,,,,,10,12,2,12,2,3,1,28,1,1,7,3,5,0,0,2,2.8690600219,,3
813548,1,2,1,1,1969,1,,1,1,7,108,110,2,2003,,2,,,,2,,6,,,6,12,2,12,2,3,1,39,2,2,2,1,4,1,1,2,3.6931524786,,1
813548,2,2,2,2,1969,1,,2,1,4,,,,,,,,,,2,,4,,,,12,2,12,2,3,1,39,2,2,2,1,4,0,1,2,3.6931524786,,
813626,1,1,2,1,1960,1,,2,1,3,,,,,,,,,,13,,,,,,9,2,9,2,3,2,48,3,3,7,3,5,1,1,1,0.5464546656,,
813627,1,3,2,1,1953,1,,3,4,3,,,,,,,,,,1,,8,,,,9,2,9,2,3,2,55,4,4,1,1,4,0,1,3,0.8042996368,,
813627,2,3,1,5,1977,1,,2,2,5,60,100,2,1998,2,,,,,2,,3,,,,9,2,9,2,3,2,31,2,1,2,1,2,1,1,3,0.8042996368,,2
813627,3,3,1,5,1982,1,,2,2,3,,,,,,,,,,1,,3,,,,9,2,9,2,3,2,26,1,1,1,1,2,0,1,3,0.8042996368,,
813641,1,3,1,1,1957,1,,2,1,6,75,100,2,2001,,2,,,,5,,9,,,10,7,1,9,2,3,2,51,4,3,3,1,3,1,1,2,0.5742460762,,2
813641,2,3,2,2,1961,1,,3,1,6,110,110,1,1980,,2,,,,3,,9,,,10,7,1,9,2,3,2,47,3,3,2,1,3,0,1,2,0.5742460762,,3
813641,3,3,1,5,2000,1,,1,2,1,,,,,,,,,,17,,,,,,9,2,9,2,3,2,8,1,1,7,3,5,0,0,2,0.5742460762,,
813644,1,1,2,1,1928,1,,4,4,2,,,,,,,,,,13,,,,,,9,2,9,2,3,2,80,5,5,7,3,5,1,1,1,0.5882412415,3,
813651,1,2,1,1,1941,1,,1,1,5,7,10,2,1960,2,,,,,15,2,9,,,,7,1,9,2,3,2,67,5,5,6,3,5,1,1,2,0.5671158479,,2
813651,2,2,2,2,1944,1,,1,1,5,7,10,2,1963,2,,,,,15,2,9,,,,9,2,9,2,3,2,64,4,4,6,3,5,0,1,2,0.5671158479,,2
813657,1,2,1,1,1937,1,,2,1,5,7,10,2,1956,1,,3,,,15,5,6,,,,9,2,9,2,3,2,71,5,5,6,3,5,1,1,1,0.5882486499,,2
813657,2,2,2,2,1941,1,,3,1,5,7,10,2,1960,1,,6,,,13,,,,,,9,2,9,2,3,2,67,5,5,7,3,5,0,0,1,0.5882486499,,3
