NQUEST,NORD,NCOMP,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,UNIVER1,ANNIUNIVER,NORDP,MOTENT,APQUAL,ASNONOC,APSETT,MOTIV,ANNOENUS,TIPOLAU,NASCREG,NASCAREA,IREG,AREA3,AREA5,ACOM4C,ETA,CLETA,CLETA5,QUAL,Q,SETT,CFRED,PERC,NPERC,PESOFIT,SALUTC,TIPODIP
682848,2,2,2,2,1943,1,,2,1,2,,,,,,,,2,,15,1,1,,,,1,1,1,1,1,0,65,4,5,6,3,5,0,1,2,0.7032092274,,
682849,1,2,1,1,1946,1,,2,1,5,43,60,2,1971,2,,,1,,15,1,2,,,,18,3,1,1,1,0,62,4,4,6,3,5,1,1,1,0.9934823366,,2
682849,2,2,2,2,1949,1,,2,1,2,,,,,,,,2,,13,,,,,,1,1,1,1,1,0,59,4,4,7,3,5,0,0,1,0.9934823366,,
682850,1,2,2,1,1947,1,,1,4,3,,,,,,,,1,,15,1,2,,,,13,3,1,1,1,0,61,4,4,6,3,5,1,1,2,0.8675478819,,
682850,2,2,2,5,1983,1,,1,2,7,94,110,2,2006,,2,,2,,3,,9,,,9,1,1,1,1,1,0,25,1,1,2,1,3,0,1,2,0.8675478819,,3
682853,1,2,2,1,1931,1,,2,1,2,,,,,,,,2,,15,1,1,,,,1,1,1,1,1,0,77,5,5,6,3,5,1,1,2,0.7032092274,,
682853,2,2,1,2,1927,1,,4,1,2,,,,,,,,1,,15,8,1,,,,1,1,1,1,1,0,81,5,5,6,3,5,0,1,2,0.7032092274,3,
682879,1,1,1,1,1967,1,,2,3,5,58,60,2,1986,2,,,1,,4,,9,,,,7,1,7,1,1,3,41,3,2,3,1,3,1,1,1,1.0563094783,,3
682884,1,2,2,1,1980,1,,2,1,7,110,110,1,2003,,2,,1,,4,,10,,,7,8,1,8,1,2,0,28,1,1,3,1,4,0,1,2,2.2183534967,,2
682884,2,2,1,2,1970,1,,2,1,5,37,60,2,1989,2,,,2,,2,,7,,,,8,1,8,1,2,0,38,2,2,2,1,4,1,1,2,2.2183534967,,2
682894,1,4,1,1,1969,1,,2,2,3,,,,,,,,1,,1,,2,,,,10,2,10,2,3,0,39,2,2,1,1,2,1,1,4,0.2952546409,,
682894,2,4,1,3,1943,1,,2,1,2,,,,,,,,2,,15,1,2,,,,10,2,10,2,3,0,65,4,5,6,3,5,0,1,4,0.2952546409,,
682894,3,4,2,3,1946,1,,2,1,2,,,,,,,,3,,15,1,2,,,,10,2,10,2,3,0,62,4,4,6,3,5,0,1,4,0.2952546409,,
682894,4,4,2,10,1979,1,,2,2,5,50,60,2,1998,2,,,4,,2,,7,,,,10,2,10,2,3,0,29,1,1,2,1,4,0,1,4,0.2952546409,,5
682897,1,4,2,1,1963,1,,2,1,3,,,,,,,,1,,2,,7,,,,10,2,10,2,3,0,45,3,3,2,1,4,1,1,2,0.2167062376,,
682897,2,4,1,2,1954,1,,2,1,4,,,,,,,,2,,8,,2,,,,10,2,10,2,3,0,54,4,3,5,2,2,0,1,2,0.2167062376,,
682897,3,4,1,5,1992,1,,2,2,3,,,,,,,,3,,17,,,,,,10,2,10,2,3,0,16,1,1,7,3,5,0,0,2,0.2167062376,,
682897,4,4,1,5,1997,1,,2,2,2,,,,,,,,4,,17,,,,,,10,2,10,2,3,0,11,1,1,7,3,5,0,0,2,0.2167062376,,
682900,1,3,2,1,1962,1,,5,4,5,37,60,2,1981,2,,,1,,2,,9,,,,10,2,10,2,3,0,46,3,3,2,1,3,1,1,1,0.2218975103,3,2
682900,2,3,1,5,1991,1,,3,2,3,,,,,,,,2,,17,,,,,,10,2,10,2,3,0,17,1,1,7,3,5,0,0,1,0.2218975103,,
682900,3,3,2,5,1993,1,,2,2,3,,,,,,,,3,,17,,,,,,10,2,10,2,3,0,15,1,1,7,3,5,0,0,1,0.2218975103,,
682904,1,2,1,1,1944,1,,5,1,2,,,,,,,,1,,1,,8,,,,15,3,10,2,3,0,64,4,4,1,1,4,1,1,1,0.2630757193,3,
682904,2,2,2,2,1945,1,,4,1,1,,,,,,,,2,,13,,,,,,15,3,10,2,3,0,63,4,4,7,3,5,0,0,1,0.2630757193,3,
682906,1,2,1,1,1933,1,,3,1,2,,,,,,,,1,,15,1,3,,,,10,2,10,2,3,0,75,5,5,6,3,5,1,1,2,0.1862109335,,
682906,2,2,2,2,1936,1,,4,1,1,,,,,,,,2,,15,8,4,,,,10,2,10,2,3,0,72,5,5,6,3,5,0,1,2,0.1862109335,3,
682918,1,4,1,1,1958,1,,2,1,3,,,,,,,,1,,9,,3,,,,11,2,11,2,3,0,50,3,3,5,2,2,0,1,2,0.4309780599,,
682918,2,4,2,2,1962,1,,2,1,3,,,,,,,,2,,13,,,,,,11,2,11,2,3,0,46,3,3,7,3,5,0,0,2,0.4309780599,,
682918,3,4,1,5,1987,1,,1,2,5,80,100,2,2006,2,,,3,,1,,2,,,,11,2,11,2,3,0,21,1,1,1,1,2,1,1,2,0.4309780599,,1
682918,4,4,1,5,1992,1,,1,2,3,,,,,,,,4,,17,,,,,,11,2,11,2,3,0,16,1,1,7,3,5,0,0,2,0.4309780599,,
682969,1,1,2,1,1951,1,,3,3,5,6,10,2,1969,1,,1,1,,4,,5,,,,15,3,15,3,4,0,57,4,4,3,1,4,1,1,1,1.3714153215,,5
682972,1,5,1,1,1969,1,,2,1,5,38,60,2,1989,2,,,1,,1,,2,,,,15,3,15,3,4,0,39,2,2,1,1,2,1,1,2,1.8816325025,,1
682972,2,5,2,2,1967,1,,2,1,3,,,,,,,,2,,8,,1,,,,15,3,15,3,4,0,41,3,2,5,2,1,0,1,2,1.8816325025,,
682972,3,5,2,5,1993,1,,2,2,3,,,,,,,,3,,17,,,,,,15,3,15,3,4,0,15,1,1,7,3,5,0,0,2,1.8816325025,,
682972,4,5,2,5,1996,1,,2,2,2,,,,,,,,4,,17,,,,,,15,3,15,3,4,0,12,1,1,7,3,5,0,0,2,1.8816325025,,
682972,5,5,1,5,2001,1,,2,2,1,,,,,,,,5,,17,,,,,,15,3,15,3,4,0,7,1,1,7,3,5,0,0,2,1.8816325025,,
682982,1,4,1,1,1967,1,,2,1,5,38,60,2,1986,2,,,1,,8,,7,,,,15,3,15,3,4,2,41,3,2,5,2,4,1,1,2,0.4986361093,,2
682982,2,4,2,2,1968,1,,2,1,7,105,110,2,1992,,2,,2,,6,,7,,,8,15,3,15,3,4,2,40,2,2,4,2,4,0,1,2,0.4986361093,,3
682982,3,4,2,5,2000,1,,2,2,1,,,,,,,,3,,17,,,,,,15,3,15,3,4,2,8,1,1,7,3,5,0,0,2,0.4986361093,,
682982,4,4,2,5,2003,1,,1,2,1,,,,,,,,4,,18,,,,,,15,3,15,3,4,2,5,1,1,7,3,5,0,0,2,0.4986361093,,
682994,1,4,1,1,1949,1,,3,1,3,,,,,,,,1,,15,1,2,,,,19,3,19,3,5,3,59,4,4,6,3,5,1,1,1,0.3807518243,,
682994,2,4,2,2,1953,1,,2,1,5,42,60,2,1972,2,,,2,,13,,,,,,19,3,19,3,5,3,55,4,4,7,3,5,0,0,1,0.3807518243,,3
682994,3,4,1,5,1981,1,,1,2,3,,,,,,,,3,,11,,,,,,19,3,19,3,5,3,27,1,1,7,3,5,0,0,1,0.3807518243,,
682994,4,4,2,5,1991,1,,1,2,3,,,,,,,,4,,11,,,,,,19,3,19,3,5,3,17,1,1,7,3,5,0,0,1,0.3807518243,,
682995,1,3,1,1,1946,1,,2,1,3,,,,,,,,1,,7,,3,,,,19,3,19,3,5,3,62,4,4,4,2,2,1,1,2,0.5102637063,,
682995,2,3,2,2,1938,1,,2,1,1,,,,,,,,2,,13,,,,,,19,3,19,3,5,3,70,5,5,7,3,5,0,0,2,0.5102637063,,
682995,3,3,1,5,1967,1,,2,2,3,,,,,,,,,2,1,,7,,2007,,19,3,19,3,5,3,41,3,2,1,1,4,0,1,2,0.5102637063,,
683031,1,2,1,1,1941,1,,1,1,3,,,,,,,,1,,15,2,4,,,,6,1,6,1,2,0,67,5,5,6,3,5,1,1,2,0.4023332241,,
683031,2,2,2,2,1946,1,,1,1,3,,,,,,,,2,,15,2,4,,,,6,1,6,1,2,0,62,4,4,6,3,5,0,1,2,0.4023332241,,
683033,1,4,1,1,1966,1,,1,1,5,42,60,2,1985,1,,4,1,,4,,6,,,,5,1,5,1,2,1,42,3,2,3,1,4,1,1,1,0.326611486,,2
683033,2,4,2,2,1967,1,,1,1,5,52,60,2,1985,2,,,2,,13,,,,,,5,1,5,1,2,1,41,3,2,7,3,5,0,0,1,0.326611486,,5
683033,3,4,1,5,1997,1,,1,2,2,,,,,,,,3,,17,,,,,,5,1,5,1,2,1,11,1,1,7,3,5,0,0,1,0.326611486,,
683033,4,4,2,5,2002,1,,1,2,1,,,,,,,,4,,17,,,,,,5,1,5,1,2,1,6,1,1,7,3,5,0,0,1,0.326611486,,
683034,1,3,2,1,1959,1,,1,3,5,50,60,2,1976,2,,,1,,2,,4,,,,5,1,5,1,2,1,49,3,3,2,1,4,1,1,1,0.2876051828,,3
683034,2,3,1,5,1984,1,,1,2,5,75,100,2,2003,1,,5,2,,17,,,,,,5,1,5,1,2,1,24,1,1,7,3,5,0,0,1,0.2876051828,,3
683034,3,3,1,5,1989,1,,1,2,5,68,100,2,2008,1,,0,3,,17,,,,,,5,1,5,1,2,1,19,1,1,7,3,5,0,0,1,0.2876051828,,3
683042,1,2,1,1,1934,1,,2,1,3,,,,,,,,1,,15,2,9,,,,8,1,8,1,2,2,74,5,5,6,3,5,1,1,1,0.6585269885,,
683042,2,2,2,2,1937,1,,1,1,2,,,,,,,,2,,13,,,,,,8,1,8,1,2,2,71,5,5,7,3,5,0,0,1,0.6585269885,,
683043,1,2,2,1,1949,1,,1,4,2,,,,,,,,1,,16,,,,,,8,1,8,1,2,2,59,4,4,6,3,5,1,1,2,0.8127901143,,
683043,2,2,1,5,1973,1,,2,2,3,,,,,,,,2,,16,,,,,,8,1,8,1,2,2,35,2,2,6,3,5,0,1,2,0.8127901143,,
683044,1,2,1,1,1940,1,,2,1,5,40,60,2,1961,2,,,1,,15,3,9,,,,8,1,8,1,2,2,68,5,5,6,3,5,1,1,2,0.5888006577,,5
683044,2,2,2,2,1942,1,,2,1,5,42,60,2,1963,2,,,2,,15,2,4,,,,8,1,8,1,2,2,66,5,5,6,3,5,0,1,2,0.5888006577,,2
683052,1,1,2,1,1936,1,,2,4,3,,,,,,,,1,,15,1,4,,,,11,2,11,2,3,2,72,5,5,6,3,5,1,1,1,0.2867209738,,
683075,1,4,2,1,1963,1,,2,1,3,,,,,,,,1,,13,,,,,,16,3,16,3,4,2,45,3,3,7,3,5,0,0,2,0.2328561843,,
683075,2,4,1,2,1960,1,,2,1,3,,,,,,,,2,,1,,5,,,,16,3,16,3,4,2,48,3,3,1,1,4,1,1,2,0.2328561843,,
683075,3,4,1,5,1986,1,,1,2,4,,,,,,,,3,,1,,4,,,,16,3,16,3,4,2,22,1,1,1,1,4,0,1,2,0.2328561843,,
683075,4,4,2,5,1996,1,,1,2,2,,,,,,,,4,,17,,,,,,16,3,16,3,4,2,12,1,1,7,3,5,0,0,2,0.2328561843,,
683081,1,1,2,1,1921,1,,5,4,1,,,,,,,,1,,16,,,,,,18,3,18,3,4,2,87,5,5,6,3,5,1,1,1,1.1145510983,3,
683117,1,1,2,1,1927,1,,2,4,2,,,,,,,,1,,16,,,,,,5,1,4,1,2,2,81,5,5,6,3,5,1,1,1,0.3990933018,,
683119,1,3,2,1,1969,1,,2,1,5,42,60,2,1988,2,,,1,,4,,9,,,,4,1,4,1,2,1,39,2,2,3,1,3,0,1,2,0.5658868813,,2
683119,2,3,1,2,1969,1,,2,1,5,38,60,2,1990,2,,,2,,1,,2,,,,4,1,4,1,2,1,39,2,2,1,1,2,1,1,2,0.5658868813,,2
683119,3,3,2,5,2001,1,,2,2,1,,,,,,,,3,,17,,,,,,4,1,4,1,2,1,7,1,1,7,3,5,0,0,2,0.5658868813,,
683120,1,3,1,1,1956,1,,2,2,3,,,,,,,,1,,1,,3,,,,4,1,4,1,2,1,52,4,3,1,1,2,1,1,3,0.3875783605,,
683120,2,3,2,2,1956,1,,2,2,4,,,,,,,,2,,2,,9,,,,4,1,4,1,2,1,52,4,3,2,1,3,0,1,3,0.3875783605,,
683120,3,3,1,5,1992,1,,1,2,3,,,,,,,,3,,17,,,,,,4,1,4,1,2,1,16,1,1,7,3,5,0,1,3,0.3875783605,,
683121,1,2,1,1,1939,1,,3,1,2,,,,,,,,1,,15,1,3,,,,4,1,4,1,2,1,69,5,5,6,3,5,1,1,2,0.3050412756,,
683121,2,2,2,2,1942,1,,3,1,2,,,,,,,,2,,15,1,2,,,,4,1,4,1,2,1,66,5,5,6,3,5,0,1,2,0.3050412756,,
683135,1,4,1,1,1967,1,,2,1,3,,,,,,,,1,,1,,2,,,,9,2,9,2,3,2,41,3,2,1,1,2,1,1,1,0.5044966512,,
683135,2,4,2,2,1972,1,,2,1,5,109,110,2,1999,2,,,2,,13,,,,,,9,2,9,2,3,2,36,2,2,7,3,5,0,0,1,0.5044966512,,5
683135,3,4,1,5,1997,1,,1,2,2,,,,,,,,3,,17,,,,,,9,2,9,2,3,2,11,1,1,7,3,5,0,0,1,0.5044966512,,
683135,4,4,2,5,2002,1,,1,2,1,,,,,,,,4,,17,,,,,,9,2,9,2,3,2,6,1,1,7,3,5,0,0,1,0.5044966512,,
683143,1,5,1,1,1958,1,,2,1,3,,,,,,,,1,,1,,5,,,,15,3,15,3,4,2,50,3,3,1,1,4,1,1,2,0.2957315577,,
683143,2,5,2,2,1965,1,,2,1,3,,,,,,,,2,,13,,,,,,15,3,15,3,4,2,43,3,2,7,3,5,0,0,2,0.2957315577,,
683143,3,5,2,13,1930,1,,2,4,2,,,,,,,,3,,17,,,,,,15,3,15,3,4,2,78,5,5,7,3,5,0,0,2,0.2957315577,,
683143,4,5,2,5,1992,1,,2,2,3,,,,,,,,4,,17,,,,,,15,3,15,3,4,2,16,1,1,7,3,5,0,0,2,0.2957315577,,
683143,5,5,2,5,1994,1,,2,2,2,,,,,,,,5,,17,,,,,,15,3,15,3,4,2,14,1,1,7,3,5,0,1,2,0.2957315577,,
683145,1,2,1,1,1940,1,,4,4,5,50,60,2,1958,2,,,1,,16,,,,,,15,3,15,3,4,2,68,5,5,6,3,5,0,1,2,0.2573432331,3,2
683145,2,2,1,5,1970,1,,1,2,7,102,110,2,1998,,2,,2,,4,,2,,,8,15,3,15,3,4,2,38,2,2,3,1,2,1,1,2,0.2573432331,,3
683147,1,1,2,1,1925,1,,3,4,2,,,,,,,,1,,15,1,1,,,,1,1,2,1,1,1,83,5,5,6,3,5,1,1,1,0.2420043499,,
683157,1,3,1,1,1961,1,,1,1,3,,,,,,,,1,,1,,5,,,,2,1,2,1,1,1,47,3,3,1,1,4,1,1,2,0.2776212965,,
683157,2,3,2,2,1963,1,,1,1,5,58,60,2,1981,2,,,2,,2,,9,,,,2,1,2,1,1,1,45,3,3,2,1,3,0,1,2,0.2776212965,,2
683157,3,3,2,5,1996,1,,1,2,2,,,,,,,,3,,17,,,,,,2,1,2,1,1,1,12,1,1,7,3,5,0,0,2,0.2776212965,,
683159,1,3,1,1,1966,1,,1,1,7,99,110,2,1995,,2,,1,,3,,9,,,1,2,1,2,1,1,1,42,3,2,2,1,3,1,1,2,0.4053548072,,3
683159,2,3,2,2,1967,1,,1,1,5,70,100,2,1986,2,,,2,,2,,9,,,,1,1,2,1,1,1,41,3,2,2,1,3,0,1,2,0.4053548072,,5
683159,3,3,1,5,2004,1,,1,2,1,,,,,,,,3,,18,,,,,,2,1,2,1,1,1,4,1,1,7,3,5,0,0,2,0.4053548072,,
683164,1,3,1,1,1966,1,,1,1,4,,,,,,,,1,,2,,9,,,,13,3,6,1,2,0,42,3,2,2,1,3,1,1,2,0.6922146373,,
683164,2,3,2,2,1978,1,,1,1,7,103,110,2,2002,,2,,2,,10,,5,,,9,6,1,6,1,2,0,30,1,1,4,2,4,0,1,2,0.6922146373,,3
683164,3,3,2,5,2005,1,,1,2,1,,,,,,,,3,,18,,,,,,6,1,6,1,2,0,3,1,1,7,3,5,0,0,2,0.6922146373,,
683171,1,4,1,1,1952,1,,3,1,5,42,60,2,1972,2,,,1,,4,,9,,,,19,3,19,3,5,2,56,4,4,3,1,3,1,1,3,0.9989559977,,2
683171,2,4,2,2,1954,1,,2,1,5,42,60,2,1974,2,,,2,,2,,9,,,,19,3,19,3,5,2,54,4,3,2,1,3,0,1,3,0.9989559977,,2
683171,3,4,1,5,1978,1,,1,2,7,110,110,1,2007,,2,,3,,11,,,,,5,19,3,19,3,5,2,30,1,1,7,3,5,0,0,3,0.9989559977,,2
683171,4,4,1,5,1984,1,,1,2,5,70,100,2,2004,2,,,4,,1,,5,,,,19,3,19,3,5,2,24,1,1,1,1,4,0,1,3,0.9989559977,,2
683177,1,4,1,1,1947,1,,2,1,3,,,,,,,,2,,1,,5,,,,16,3,16,3,4,2,61,4,4,1,1,4,1,1,2,0.2328825892,,
683177,2,4,2,2,1956,1,,2,1,2,,,,,,,,1,,13,,,,,,16,3,16,3,4,2,52,4,3,7,3,5,0,0,2,0.2328825892,,
683177,3,4,1,5,1985,1,,2,2,5,70,100,2,2004,2,,,3,,1,,4,,,,16,3,16,3,4,2,23,1,1,1,1,4,0,1,2,0.2328825892,,2
683177,4,4,1,5,1990,1,,2,2,3,,,,,,,,4,,17,,,,,,16,3,16,3,4,2,18,1,1,7,3,5,0,0,2,0.2328825892,,
683185,1,5,1,1,1956,1,,2,1,3,,,,,,,,1,,1,,9,,,,19,3,19,3,5,2,52,4,3,1,1,3,1,1,2,0.733548582,,
683185,2,5,2,2,1960,1,,2,1,3,,,,,,,,2,,1,,8,,,,19,3,19,3,5,2,48,3,3,1,1,4,0,1,2,0.733548582,,
683185,3,5,1,5,1981,1,,2,2,5,65,100,2,2001,2,,,3,,11,,,,,,19,3,19,3,5,2,27,1,1,7,3,5,0,0,2,0.733548582,,2
683185,4,5,1,5,1985,1,,2,2,4,,,,,,,,4,,11,,,,,,19,3,19,3,5,2,23,1,1,7,3,5,0,0,2,0.733548582,,
683185,5,5,1,5,1992,1,,2,2,3,,,,,,,,5,,17,,,,,,19,3,19,3,5,2,16,1,1,7,3,5,0,0,2,0.733548582,,
683191,1,1,2,1,1930,1,,3,4,3,,,,,,,,1,,15,8,2,,,,8,1,8,1,2,2,78,5,5,6,3,5,1,1,1,0.4145320916,,
683192,1,1,1,1,1947,1,,2,3,3,,,,,,,,1,,20,,1,,,,8,1,8,1,2,2,61,4,4,5,2,1,1,1,1,0.4695855923,,
683201,1,4,1,1,1966,1,,2,1,5,48,60,2,1985,2,,,1,,1,,2,,,,12,2,12,2,3,3,42,3,2,1,1,2,0,1,2,3.2057908507,,2
683201,2,4,2,2,1972,1,,2,1,5,58,60,2,1991,2,,,2,,3,,9,,,,12,2,12,2,3,3,36,2,2,2,1,3,1,1,2,3.2057908507,,5
683201,3,4,1,5,2004,1,,2,2,1,,,,,,,,3,,18,,,,,,12,2,12,2,3,3,4,1,1,7,3,5,0,0,2,3.2057908507,,
683201,4,4,1,5,2006,1,,2,2,1,,,,,,,,4,,18,,,,,,12,2,12,2,3,3,2,1,1,7,3,5,0,0,2,3.2057908507,,
683206,1,3,1,1,1952,1,,1,1,4,,,,,,,,1,,1,,2,,,,16,3,16,3,4,0,56,4,4,1,1,2,1,1,1,1.7802767954,,
683206,2,3,2,2,1954,1,,1,1,2,,,,,,,,2,,13,,,,,,16,3,16,3,4,0,54,4,3,7,3,5,0,0,1,1.7802767954,,
683206,3,3,1,5,1988,1,,1,2,5,80,100,2,2007,2,,,3,,11,,,,,,16,3,16,3,4,0,20,1,1,7,3,5,0,0,1,1.7802767954,,2
683217,1,1,2,1,1937,1,,2,4,2,,,,,,,,1,,15,1,1,,,,11,2,11,2,3,2,71,5,5,6,3,5,1,1,1,0.4051470129,,
683227,1,3,1,1,1936,1,,2,1,2,,,,,,,,1,,15,8,4,,,,14,3,14,3,4,0,72,5,5,6,3,5,1,1,3,0.6686774547,,
683227,2,3,2,2,1938,1,,2,1,2,,,,,,,,2,,15,1,2,,,,14,3,14,3,4,0,70,5,5,6,3,5,0,1,3,0.6686774547,,
683227,3,3,2,5,1972,1,,2,2,2,,,,,,,,3,,16,,,,,,14,3,14,3,4,0,36,2,2,6,3,5,0,1,3,0.6686774547,,
683230,1,2,2,1,1926,1,,3,1,1,,,,,,,,1,,15,8,1,,,,14,3,14,3,4,0,82,5,5,6,3,5,0,1,2,0.5570115002,,
683230,2,2,1,2,1928,1,,3,1,1,,,,,,,,2,,15,1,3,,,,14,3,14,3,4,0,80,5,5,6,3,5,1,1,2,0.5570115002,,
683233,1,1,2,1,1924,1,,2,2,2,,,,,,,,1,,16,,,,,,14,3,14,3,4,0,84,5,5,6,3,5,1,1,1,0.6137478462,,
683240,1,2,1,1,1938,1,,2,1,2,,,,,,,,1,,15,1,3,,,,14,3,14,3,4,0,70,5,5,6,3,5,1,1,2,0.5370008912,,
683240,2,2,2,2,1945,1,,2,1,2,,,,,,,,2,,15,8,1,,,,14,3,14,3,4,0,63,4,4,6,3,5,0,1,2,0.5370008912,,
683245,1,3,1,1,1943,1,,3,1,5,7,10,2,1963,2,,,1,,5,,9,,,,19,3,18,3,4,0,65,4,5,3,1,3,1,1,3,1.8526682606,,2
683245,2,3,2,2,1949,1,,2,1,5,6,10,2,1969,2,,,2,,15,3,9,,,,18,3,18,3,4,0,59,4,4,6,3,5,0,1,3,1.8526682606,,5
683245,3,3,2,5,1973,1,,2,2,7,57,60,2,2002,,2,,3,,6,,6,,,8,18,3,18,3,4,0,35,2,2,4,2,4,0,1,3,1.8526682606,,3
683246,1,2,1,1,1919,1,,4,1,3,,,,,,,,1,,15,2,9,,,,18,3,18,3,4,0,89,5,5,6,3,5,1,1,1,1.3718210282,2,
683246,2,2,2,2,1931,1,,3,1,2,,,,,,,,2,,13,,,,,,18,3,18,3,4,0,77,5,5,7,3,5,0,0,1,1.3718210282,,
683247,1,5,1,1,1954,1,,2,1,3,,,,,,,,1,,1,,5,,,,18,3,18,3,4,0,54,4,3,1,1,4,1,1,1,1.6194013337,,
683247,2,5,2,2,1956,1,,3,1,2,,,,,,,,2,,13,,,,,,18,3,18,3,4,0,52,4,3,7,3,5,0,0,1,1.6194013337,,
683247,3,5,1,5,1984,1,,2,2,5,60,60,2,2008,1,,0,3,,11,,,,,,18,3,18,3,4,0,24,1,1,7,3,5,0,0,1,1.6194013337,,2
683247,4,5,1,5,1986,1,,2,2,5,88,100,2,2003,2,,,4,,11,,,,,,18,3,18,3,4,0,22,1,1,7,3,5,0,0,1,1.6194013337,,2
683247,5,5,1,5,1993,1,,2,2,3,,,,,,,,5,,11,,,,,,18,3,18,3,4,0,15,1,1,7,3,5,0,0,1,1.6194013337,,
683248,1,6,1,1,1950,1,,3,1,5,37,60,2,1971,2,,,1,,2,,9,,,,18,3,18,3,4,0,58,4,4,2,1,3,1,1,1,2.0118165173,,2
683248,2,6,2,2,1958,1,,2,1,5,46,60,2,1978,2,,,2,,13,,,,,,18,3,18,3,4,0,50,3,3,7,3,5,0,0,1,2.0118165173,,3
683248,3,6,2,5,1980,1,,2,2,5,58,60,2,2000,1,,5,3,,17,,,,,,18,3,18,3,4,0,28,1,1,7,3,5,0,0,1,2.0118165173,,3
683248,4,6,2,5,1984,1,,2,2,6,60,60,2,2006,,1,2,4,,17,,,,,9,18,3,18,3,4,0,24,1,1,7,3,5,0,0,1,2.0118165173,,3
683248,5,6,1,5,1994,1,,2,2,3,,,,,,,,5,,17,,,,,,18,3,18,3,4,0,14,1,1,7,3,5,0,0,1,2.0118165173,,
683248,6,6,1,5,1997,1,,1,2,2,,,,,,,,6,,17,,,,,,18,3,18,3,4,0,11,1,1,7,3,5,0,0,1,2.0118165173,,
683249,1,5,1,1,1963,1,,2,1,4,,,,,,,,1,,1,,5,,,,18,3,18,3,4,0,45,3,3,1,1,4,1,1,2,2.0785695695,,
683249,2,5,2,2,1967,1,,2,1,5,38,60,2,1985,2,,,2,,2,,9,,,,18,3,18,3,4,0,41,3,2,2,1,3,0,1,2,2.0785695695,,5
683249,3,5,2,5,1989,1,,1,2,5,90,100,2,2008,1,,0,3,,17,,,,,,18,3,18,3,4,0,19,1,1,7,3,5,0,0,2,2.0785695695,,2
683249,4,5,2,5,1993,1,,1,2,3,,,,,,,,4,,17,,,,,,18,3,18,3,4,0,15,1,1,7,3,5,0,0,2,2.0785695695,,
683249,5,5,1,6,1996,1,,1,2,2,,,,,,,,5,,17,,,,,,18,3,18,3,4,0,12,1,1,7,3,5,0,0,2,2.0785695695,,
683250,1,3,1,1,1947,1,,3,1,5,42,60,2,1969,2,,,1,,3,,9,,,,18,3,18,3,4,0,61,4,4,2,1,3,1,1,2,1.5581244365,,5
683250,2,3,2,2,1952,1,,2,1,5,45,60,2,1970,2,,,2,,3,,9,,,,18,3,18,3,4,0,56,4,4,2,1,3,0,1,2,1.5581244365,,5
683250,3,3,2,5,1985,1,,2,2,5,95,110,2,2006,1,,0,3,,11,,,,,,18,3,18,3,4,0,23,1,1,7,3,5,0,0,2,1.5581244365,,3
683251,1,2,1,1,1927,1,,3,1,1,,,,,,,,1,,15,1,1,,,,18,3,18,3,4,0,81,5,5,6,3,5,1,1,2,1.3582446485,,
683251,2,2,2,2,1933,1,,4,1,1,,,,,,,,2,,15,1,1,,,,18,3,18,3,4,0,75,5,5,6,3,5,0,1,2,1.3582446485,2,
683257,1,1,2,1,1943,1,,2,3,5,50,60,2,1962,2,,,1,,15,10,4,,,,1,1,7,1,1,3,65,4,5,6,3,5,1,1,1,0.6274053386,,3
683306,1,2,1,1,1966,1,,2,1,5,36,60,2,1984,2,,,1,,8,,4,,,,19,3,19,3,5,2,42,3,2,5,2,4,1,1,2,0.7551966751,,2
683306,2,2,2,2,1971,1,,2,1,5,36,60,2,1989,2,,,2,,2,,4,,,,19,3,19,3,5,2,37,2,2,2,1,4,0,1,2,0.7551966751,,5
683317,1,2,2,1,1950,1,,3,2,3,,,,,,,,1,,1,,8,,,,20,3,5,1,2,2,58,4,4,1,1,4,1,1,1,0.6352576935,,
683317,2,2,1,2,1947,1,,4,3,3,,,,,,,,,2,12,1,5,,,,5,1,5,1,2,2,61,4,4,7,3,5,0,0,1,0.6352576935,3,
683337,1,2,1,1,1939,1,,2,1,2,,,,,,,,1,,15,1,3,,,,8,1,8,1,2,0,69,5,5,6,3,5,1,1,2,1.1665818457,,
683337,2,2,2,2,1942,1,,2,1,3,,,,,,,,2,,15,1,2,,,,8,1,8,1,2,0,66,5,5,6,3,5,0,1,2,1.1665818457,,
683339,1,3,1,1,1963,1,,1,1,5,52,60,2,1980,2,,,1,,8,,3,,,,8,1,8,1,2,0,45,3,3,5,2,2,1,1,2,1.9954123513,,2
683339,2,3,2,2,1965,1,,1,1,5,55,60,2,1984,2,,,2,,2,,9,,,,8,1,8,1,2,0,43,3,2,2,1,3,0,1,2,1.9954123513,,3
683339,3,3,2,5,1994,1,,1,2,3,,,,,,,,3,,17,,,,,,8,1,8,1,2,0,14,1,1,7,3,5,0,0,2,1.9954123513,,
683343,1,2,1,1,1964,1,,2,1,7,99,110,2,1993,,2,,1,,5,,2,,,4,16,3,8,1,2,0,44,3,2,3,1,2,1,1,2,2.479336261,,3
683343,2,2,2,2,1969,1,,2,1,7,110,110,2,1997,,2,,2,,4,,9,,,3,16,3,8,1,2,0,39,2,2,3,1,3,0,1,2,2.479336261,,3
