nquest,npagcart,npagcaan,nprel1,nprel1an,prelmed1,pagam4u,pagam4,pagam4an,nprel2,nprel2an,prelmed2,assban,nassban,nassban2,assdep,limass,ammass,checkcc,checktipo,scont1,scont2,scont3,scont4
737905,,,,,,,,,,,,,,,,,,,,2,2,2,2
737939,,,,,,,,,,,,,,,,,,,,2,2,2,2
738012,4,,2,,50,1,4,,,6,200,1,,6,2,,,3,1,2,1,,
738013,,,0,,,1,5,,2,,250,2,,,2,,,4,4,2,2,2,1
738025,,,2,,200,1,2,,,10,100,2,,,2,,,2,3,2,1,,
738136,,,,,,,,,2,,500,1,1,,3,,,3,3,1,,,
738147,,,,,,,,,0,,,2,,,3,,,4,3,2,2,2,2
738151,2,,2,,100,1,2,,1,,100,2,,,2,,,2,3,2,2,1,
800001,2,,1,,200,1,10,,0,,,1,,4,1,3,,3,3,2,2,2,1
800010,,,1,,200,1,1,,4,,200,1,1,,2,,,1,3,2,2,2,2
800013,,,5,,200,1,6,,0,,,2,,,2,,,3,2,1,,,
800040,,,,5,300,1,3,,,2,200,1,,4,1,3,,4,1,2,1,,
800053,4,,2,,60,2,,,1,,1200,2,,,2,,,3,2,2,2,2,1
800127,,,0,,,1,3,,1,,250,2,,,2,,,3,2,2,2,2,2
800135,,,5,,250,1,3,,3,,250,1,7,,2,,,3,1,2,2,1,
800145,,,,,,,,,,,,,,,,,,,,1,,,
800148,,,,,,,,,,,,,,,,,,,,2,2,2,2
800150,,,3,,300,1,,7,3,,300,2,,,3,,,2,1,2,2,2,2
800166,,,,,,,,,,,,,,,,,,,,1,,,
800175,,,4,,200,2,,,0,,,2,,,2,,,3,1,1,,,
800181,,,,,,,,,0,,,2,,,2,,,3,3,1,,,
800183,,,3,,100,1,3,,0,,,2,,,2,,,3,3,2,2,2,2
800211,,,4,,300,1,2,,0,,,1,10,,3,,,3,1,1,,,
800243,,,,,,,,,0,,,2,,,2,,,3,1,2,2,2,2
800264,,,,,,,,,,,,,,,,,,,,2,2,1,
800267,,,,,,,,,0,,,1,,6,1,3,,3,3,2,2,2,2
800282,,,,,,,,,0,,,1,,6,2,,,3,1,2,2,1,
800298,,,,,,,,,1,,500,2,,,2,,,3,1,2,2,2,2
800327,0,,,10,700,1,,5,2,,600,2,,,1,3,,3,3,2,2,2,2
800336,10,,5,,100,1,,10,0,,,1,2,,2,,,2,1,2,2,2,2
800416,,,,,,,,,,,,,,,,,,,,2,2,2,2
800424,,,,,,,,,,,,,,,,,,,,2,2,2,2
800428,,8,,,,,,,2,,700,2,,,3,,,3,3,2,2,1,
800435,2,,6,,200,1,,3,0,,,1,,10,3,,,4,2,2,2,2,2
800449,,,3,,250,2,,,0,,,2,,,2,,,4,3,2,2,2,1
800464,2,,2,,100,1,10,,0,,,1,1,,3,,,3,3,2,2,2,1
800519,,,0,,,1,5,,0,,,2,,,2,,,4,3,2,2,2,1
800546,,,,2,150,1,,4,0,,,2,,,1,2,,3,2,1,,,
800557,,2,,10,200,1,3,,0,,,1,,10,2,,,2,2,2,2,2,2
800569,,,4,,100,2,,,0,,,2,,,2,,,5,6,2,2,2,2
800570,,,4,,250,1,,3,0,,,2,,,2,,,5,4,2,2,2,2
800571,,1,4,,200,1,,2,0,,,1,,5,2,,,3,1,2,2,2,2
800589,,,,,,,,,3,,200,1,,10,3,,,5,2,2,2,2,2
800591,,,2,,100,1,1,,,2,100,2,,,2,,,3,2,1,,,
800620,,6,,,,,,,1,,3000,2,,,1,3,,3,1,2,2,2,2
800634,15,,2,,200,1,2,,0,,,1,,3,1,3,,2,2,2,2,2,2
800648,1,,6,,250,1,,4,0,,,1,,3,1,3,,4,1,2,2,2,2
800685,0,,10,,450,2,,,,3,800,1,,10,3,,,4,1,2,1,,
800689,5,,4,,200,1,10,,0,,,1,,4,3,,,4,3,2,1,,
800690,2,,5,,250,1,10,,0,,,1,,8,1,1,40000,3,3,2,2,2,2
800700,,7,3,,150,2,,,1,,500,1,,4,3,,,4,3,2,2,2,2
800702,,10,4,,500,1,2,,0,,,1,,5,1,3,,2,1,2,2,2,2
800707,,,,,,,,,3,,200,1,,7,3,,,3,2,2,2,2,1
800789,,,,,,,,,,,,,,,,,,,,1,,,
800831,,,0,,,1,4,,2,,200,2,,,2,,,3,3,2,2,2,1
800832,2,,1,,250,1,5,,2,,200,2,,,1,3,,3,3,2,2,2,2
800858,,,5,,100,1,4,,,10,100,2,,,2,,,3,2,2,1,,
800860,,,0,,,1,5,,,2,300,2,,,2,,,3,3,2,2,2,1
800866,,,5,,100,1,4,,,11,150,2,,,2,,,3,1,2,2,2,1
800867,5,,2,,300,2,,,2,,100,1,,6,2,,,3,1,2,2,1,
800878,,,,,,,,,3,,200,2,,,2,,,3,2,2,2,1,
800880,2,,1,,300,1,5,,1,,250,2,,,2,,,4,4,2,2,2,1
800884,,,,,,,,,,,,,,,,,,,,2,1,,
800898,,,3,,150,1,3,,0,,,2,,,3,,,4,2,2,2,1,
800901,,,3,,200,1,3,,,4,300,2,,,2,,,3,1,2,2,1,
800907,,4,4,,150,1,2,,,5,350,1,,6,3,,,4,1,2,1,,
800927,,,,,,,,,3,,300,2,,,3,,,4,2,2,2,1,
800963,,,,,,,,,1,,1000,2,,,2,,,4,2,2,2,2,1
800965,,,,,,,,,0,,,2,,,3,,,4,2,2,2,1,
800988,,,,,,,,,1,,460,2,,,2,,,5,4,2,2,2,2
800996,,,,,,,,,1,,800,2,,,2,,,4,2,2,2,2,1
801010,,,,,,,,,1,,650,2,,,2,,,5,4,2,2,2,2
801109,1,,6,,200,1,1,,,1,1000,2,,,3,,,1,1,2,1,,
801113,,,4,,250,2,,,0,,,2,,,3,,,4,1,2,1,,
801121,,,,,,,,,,,,,,,,,,,,1,,,
801162,,,3,,250,1,2,,0,,,2,,,3,,,6,6,1,,,
801208,,2,2,,250,2,,,,5,500,2,,,1,3,,3,3,1,,,
801226,,,,,,,,,,,,,,,,,,,,1,,,
801238,,,1,,500,2,,,0,,,1,,3,2,,,3,3,1,,,
801246,,,,,,,,,0,,,2,,,2,,,4,1,2,2,1,
801253,0,,2,,500,2,,,1,,500,2,,,3,,,3,1,2,2,1,
801255,,,7,,100,1,10,,,1,3000,1,,2,1,3,,1,1,2,2,1,
801280,,,2,,150,1,3,,,4,150,1,,4,3,,,3,1,2,2,2,1
801281,,,4,,200,1,,4,,6,400,2,,,3,,,3,1,2,2,1,
801284,,,0,,,2,,,2,,800,2,,,3,,,3,1,2,2,2,1
801315,,,,,,,,,0,,,2,,,2,,,2,2,2,1,,
801333,,,,,,,,,,,,,,,,,,,,2,2,2,2
801341,,,,,,,,,,,,,,,,,,,,2,2,2,2
801347,,,,,,,,,,,,,,,,,,,,2,2,2,2
801348,,,,,,,,,0,,,2,,,2,,,6,3,2,1,,
801367,,,,,,,,,,,,,,,,,,,,2,2,2,2
801373,,,,,,,,,0,,,2,,,2,,,2,3,2,2,2,2
801375,,,,,,,,,0,,,2,,,2,,,4,3,2,2,2,2
801389,,,6,,100,1,2,,2,,200,1,,6,3,,,3,1,2,2,2,2
801426,,,0,,,1,4,,2,,200,2,,,2,,,3,3,2,2,2,1
801434,10,,4,,200,1,4,,2,,250,1,,10,2,,,3,1,2,2,2,1
801444,,,0,,,1,4,,2,,250,2,,,2,,,3,2,2,2,2,2
801476,,,3,,250,1,2,,1,,500,2,,,3,,,4,3,2,1,,
801485,,,,,,,,,,,,,,,,,,,,1,,,
801492,,,6,,200,2,,,,6,300,2,,,1,1,105000,2,2,2,2,1,
801496,,,,,,,,,2,,600,1,,5,3,,,3,2,2,2,2,2
801499,,,,,,,,,1,,900,2,,,2,,,3,1,2,2,2,1
801524,0,,6,,150,1,2,,4,,250,2,,,1,3,,3,1,2,2,2,2
801532,,,,,,,,,,,,,,,,,,,,1,,,
801534,,,2,,200,1,1,,4,,200,1,,7,1,3,,2,2,2,2,1,
801541,,,0,,,2,,,0,,,2,,,2,,,4,2,1,,,
801559,,,,,,,,,,,,,,,,,,,,2,2,2,2
801566,,,0,,,1,2,,0,,,1,1,,1,2,,2,1,2,2,2,1
801569,1,,2,,150,1,2,,0,,,2,,,3,,,2,1,2,2,2,1
801647,,,4,,200,2,,,0,,,2,,,3,,,2,1,2,1,,
801680,4,,0,,,1,4,,2,,200,2,,,2,,,3,2,2,2,2,1
801723,,,4,,100,1,2,,,7,100,2,,,3,,,3,1,2,2,1,
801756,,,,,,,,,,,,,,,,,,,,1,,,
801768,,,,1,500,2,,,1,,500,1,,5,1,3,,3,1,1,,,
801770,,,,,,,,,,,,,,,,,,,,2,2,2,2
801772,,,,10,500,1,2,,,10,500,2,,,1,3,,3,1,1,,,
801801,,,,,,,,,,,,,,,,,,,,2,2,1,
801803,,,2,,500,1,,7,,3,300,2,,,3,,,3,1,2,2,1,
801806,,,2,,500,2,,,,3,1000,2,,,3,,,3,1,2,2,1,
801813,,,,,,,,,,,,,,,,,,,,2,2,1,
801835,,,,,,,,,,,,,,,,,,,,2,2,1,
801846,,,3,,300,1,,5,0,,,2,,,2,,,3,2,2,2,1,
801864,,,,,,,,,,,,,,,,,,,,2,2,1,
801871,,,,,,,,,,,,,,,,,,,,2,2,1,
801875,,,3,,250,1,2,,,5,800,1,6,,1,1,50000,1,1,2,2,2,2
801876,,,4,,250,1,6,,,10,300,1,2,,1,3,,2,4,1,,,
801877,,1,3,,250,1,4,,0,,,1,,4,3,,,3,1,2,2,2,1
801888,,,3,,250,2,,,,4,400,2,,,2,,,3,2,2,1,,
801894,,,,,,,,,1,,560,2,,,3,,,4,3,2,1,,
801896,1,,4,,200,2,,,,2,400,2,,,2,,,3,2,2,1,,
801901,,,,,,,,,,5,300,2,,,2,,,4,2,2,1,,
801903,,,,,,,,,1,,900,2,,,1,3,,4,2,2,1,,
801954,,,,,,,,,1,,500,2,,,3,,,3,3,2,2,2,2
801966,1,,2,,400,2,,,,3,600,2,,,3,,,2,2,2,2,2,2
801972,,,2,,400,2,,,,7,1000,2,,,3,,,3,3,2,2,2,1
801987,,,,,,,,,,8,700,2,,,3,,,4,3,2,2,1,
802001,,,,,,,,,1,,400,2,,,3,,,2,3,2,1,,
802008,,,2,,500,1,2,,1,,700,2,,,3,,,2,1,2,2,2,2
802033,4,,2,,250,2,,,0,,,2,,,2,,,6,2,2,2,2,2
802129,,,,,,,,,,,,,,,,,,,,2,1,,
802165,,,3,,300,2,,,,2,300,2,,,2,,,2,2,2,1,,
802181,,,,,,,,,,,,,,,,,,,,1,,,
802228,,,3,,50,1,,10,,4,100,2,,,3,,,1,3,1,,,
802232,,,,,,,,,0,,,2,,,3,,,4,3,2,2,2,2
802250,,,3,,200,1,,3,0,,,2,,,2,,,5,3,2,2,2,2
802252,,,1,,250,1,,4,1,,600,1,,3,3,,,4,1,2,2,2,2
802269,,,,,,,,,,,,,,,,,,,,2,2,2,2
802276,,,,,,,,,4,,200,2,,,2,,,3,2,2,2,2,2
802299,,,2,,500,1,2,,2,,300,2,,,1,2,,3,1,2,1,,
802319,,,4,,200,2,,,0,,,2,,,2,,,2,4,2,2,1,
802332,,,4,,200,2,,,2,,500,2,,,1,3,,3,1,1,,,
802336,,,4,,250,2,,,2,,300,2,,,2,,,4,4,2,1,,
802344,,5,3,,300,2,,,2,,200,1,,7,1,3,,3,3,2,2,2,1
802354,,,,,,,,,,,,,,,,,,,,1,,,
802371,2,,2,,750,1,,10,0,,,1,,2,3,,,3,3,2,2,2,1
802377,,8,3,,300,1,4,,,5,500,1,,6,3,,,3,2,2,1,,
802389,,,,,,,,,,,,,,,,,,,,2,1,,
802408,,,0,,,2,,,1,,1000,1,4,,3,,,3,2,2,2,2,2
802427,,,0,,,2,,,1,,1200,1,,2,3,,,3,3,2,2,2,1
802444,,,4,,150,1,5,,0,,,2,,,3,,,2,3,2,1,,
802450,,,0,,,2,,,1,,300,2,,,3,,,3,1,2,1,,
802475,,,,,,,,,,,,,,,,,,,,2,2,1,
802548,2,,8,,250,1,1,,0,,,1,2,,1,1,100000,3,1,2,2,2,2
802583,,,3,,250,1,,11,,2,250,2,,,3,,,5,2,1,,,
802584,1,,3,,70,1,4,,,2,600,1,,3,3,,,3,2,1,,,
802590,,,1,,250,1,,3,3,,300,1,,2,3,,,2,1,1,,,
802593,0,,4,,500,1,4,,,4,1000,1,2,,3,,,3,2,2,1,,
802652,,,0,,,2,,,2,,300,2,,,2,,,2,2,2,2,2,2
802669,,,,,,,,,2,,250,2,,,3,,,3,1,2,2,1,
802685,,,0,,,2,,,2,,250,2,,,2,,,4,3,2,2,2,2
802686,3,,0,,,1,4,,1,,500,2,,,2,,,3,2,2,2,2,2
802693,,,0,,,2,,,3,,150,2,,,2,,,2,2,2,2,1,
802705,,,,,,,,,4,,200,1,1,,3,,,1,1,2,2,2,1
802720,,,,,,,,,,,,,,,,,,,,2,2,2,1
802722,,,,,,,,,,,,,,,,,,,,2,2,1,
802730,,,,,,,,,,,,,,,,,,,,2,2,2,1
802735,,,,,,,,,,,,,,,,,,,,2,2,1,
802742,,,,,,,,,,,,,,,,,,,,2,2,2,1
802746,,,,,,,,,1,,900,2,,,2,,,5,3,2,2,2,1
802780,,,,,,,,,,,,,,,,,,,,2,2,1,
802787,3,,5,,250,1,4,,0,,,1,,5,3,,,2,1,2,2,2,1
802822,,,,,,,,,3,,100,1,,7,3,,,1,2,2,2,2,1
802895,,,2,,100,1,4,,2,,200,2,,,1,3,,3,1,2,2,2,2
802904,3,,4,,200,1,3,,0,,,2,,,1,1,105000,2,3,2,2,2,1
802907,,,,,,,,,3,,200,2,,,2,,,4,3,1,,,
802914,10,,2,,300,1,4,,0,,,1,2,,1,1,10000,2,1,2,1,,
802926,,3,3,,100,1,3,,0,,,2,,,1,3,,5,4,1,,,
802949,6,,2,,100,1,5,,,10,200,1,,3,2,,,4,3,2,1,,
802957,,,4,,200,1,4,,,4,200,1,1,,1,1,103000,4,3,2,2,2,2
802961,0,,3,,200,1,5,,1,,600,2,,,2,,,2,1,2,2,2,1
802963,2,,4,,200,1,4,,0,,,1,,6,1,1,103000,3,3,2,2,2,2
802972,1,,2,,150,1,2,,1,,200,2,,,1,3,,1,1,2,2,2,2
802999,2,,2,,200,1,4,,4,,250,2,,,1,2,,3,1,2,2,2,2
803058,,,4,,100,1,2,,0,,,2,,,1,1,103000,3,3,2,2,2,2
803074,2,,2,,150,1,2,,2,,250,2,,,1,3,,3,1,2,2,2,1
803104,,,2,,200,1,5,,1,,200,2,,,2,,,4,4,2,1,,
803111,,,4,,100,1,6,,0,,,2,,,2,,,5,3,1,,,
803123,,,3,,100,1,4,,0,,,2,,,2,,,3,3,2,1,,
803147,6,,2,,150,1,3,,,1,100,2,,,1,3,,2,1,2,2,2,1
803156,,,,,,,,,2,,300,2,,,2,,,4,1,2,2,2,2
803194,,,,,,,,,2,,200,2,,,1,3,,3,3,2,2,2,2
803200,,1,4,,100,1,5,,1,,200,2,,,1,3,,3,2,2,1,,
803227,,,0,,,1,5,,1,,500,2,,,2,,,2,2,2,2,2,1
803277,,,4,,100,1,,6,0,,,2,,,3,,,3,3,2,2,2,2
803299,,,,5,100,1,4,,1,,800,2,,,2,,,4,2,2,2,2,1
803305,,,2,,100,1,4,,2,,100,2,,,2,,,3,3,2,1,,
803331,,,,4,200,1,5,,1,,600,2,,,2,,,3,3,2,2,2,2
803337,,,2,,250,1,2,,0,,,2,,,3,,,2,2,1,,,
803350,,,,,,,,,,,,,,,,,,,,2,2,2,2
803402,2,,2,,150,1,4,,2,,200,1,,2,1,3,,3,1,2,2,2,2
803408,,,,,,,,,,,,,,,,,,,,2,2,2,2
803422,,,,5,200,1,5,,3,,100,2,,,2,,,5,4,1,,,
803449,,,2,,200,1,6,,2,,200,2,,,1,3,,4,4,2,2,1,
803457,,5,2,,300,1,20,,0,,,1,,4,1,1,100000,2,1,2,2,2,2
803473,,1,4,,250,1,2,,0,,,1,,2,3,,,1,1,2,2,2,2
803476,0,,3,,250,1,10,,,4,250,1,,2,2,,,3,4,2,2,2,2
803478,,,1,,250,1,4,,0,,,2,,,1,3,,4,3,1,,,
803483,2,,8,,100,1,10,,2,,200,1,7,,1,3,,2,3,2,2,1,
803509,4,,3,,250,1,4,,,1,250,1,,3,1,3,,1,1,2,2,2,2
803526,,,,,,,,,,,,,,,,,,,,2,2,2,2
803530,,,,,,,,,,,,,,,,,,,,2,2,2,2
803538,,,0,,,2,,,2,,500,2,,,2,,,3,2,2,2,2,2
803552,,,,,,,,,,,,,,,,,,,,2,2,2,2
803553,,,,,,,,,,,,,,,,,,,,2,2,2,2
803567,,,,,,,,,,,,,,,,,,,,2,2,2,2
803569,,,,,,,,,,,,,,,,,,,,2,2,2,2
803574,,,4,,250,1,2,,,3,500,1,,4,2,,,2,2,2,2,2,1
803591,,,3,,250,2,,,1,,250,2,,,2,,,3,2,2,2,2,2
803602,,2,5,,250,1,10,,,4,500,2,,,1,3,,3,1,2,2,1,
803612,,,,,,,,,,,,,,,,,,,,2,2,2,1
803613,,,2,,600,2,,,0,,,1,,6,3,,,4,3,2,1,,
803618,,,3,,200,2,,,1,,300,1,,10,2,,,3,1,1,,,
803650,,,4,,200,1,2,,1,,200,2,,,3,,,3,3,2,2,1,
803661,10,,2,,250,1,,4,,2,700,1,,2,3,,,3,1,2,2,1,
803710,,,3,,300,1,,10,0,,,2,,,2,,,4,6,2,2,2,2
803736,,,2,,200,1,2,,0,,,2,,,2,,,3,2,2,2,2,1
803746,,,,,,,,,0,,,2,,,2,,,4,3,2,2,2,2
803749,,,2,,250,1,3,,,1,1000,2,,,2,,,2,1,2,2,2,1
803754,,,,,,,,,2,,400,1,5,,2,,,2,2,2,2,2,2
803769,,,2,,200,2,,,0,,,2,,,2,,,3,2,2,2,2,2
803772,5,,3,,500,1,4,,0,,,1,,5,2,,,2,1,2,2,2,1
803779,,,,,,,,,2,,300,2,,,2,,,2,3,2,2,2,1
803785,,,3,,200,1,6,,0,,,2,,,2,,,2,3,2,2,1,
803792,4,,3,,250,1,4,,0,,,2,,,2,,,2,1,2,2,2,1
803810,,,,2,500,2,,,,1,1000,1,,3,1,3,,4,1,2,2,1,
803830,,,,,,,,,,,,,,,,,,,,2,1,,
803877,5,,2,,200,1,6,,2,,500,1,,2,2,,,2,2,2,2,2,2
803880,,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,2
803889,,,,,,,,,3,,300,2,,,2,,,3,3,2,2,2,1
803900,2,,3,,120,1,2,,1,,200,1,,4,2,,,2,1,2,2,2,1
803905,,,3,,100,1,4,,,10,200,1,,3,2,,,3,1,2,2,1,
803913,4,,0,,,1,5,,2,,300,2,,,2,,,3,3,2,2,2,2
803915,,,2,,150,1,2,,,10,100,2,,,2,,,3,1,2,2,1,
803922,,,,,,,,,5,,150,2,,,2,,,3,2,2,2,1,
803930,,,,,,,,,2,,300,2,,,2,,,4,3,2,2,2,2
803950,,,,,,,,,,,,,,,,,,,,1,,,
803972,,,,,,,,,,,,,,,,,,,,2,2,2,1
803989,,,,,,,,,,,,,,,,,,,,1,,,
804009,,,1,,300,1,6,,0,,,2,,,3,,,3,3,2,2,2,2
804040,,,,,,,,,2,,300,2,,,3,,,6,2,2,2,2,2
804059,,6,5,,300,1,10,,0,,,2,,,3,,,1,1,1,,,
804163,,,2,,250,1,5,,,2,500,1,,7,3,,,2,2,1,,,
804169,,10,,,,,,,1,,800,2,,,1,3,,3,1,2,2,1,
804178,,,,,,,,,,,,,,,,,,,,2,2,1,
804181,,5,0,,,1,4,,3,,200,1,,7,2,,,2,1,2,1,,
804190,,,,,,,,,1,,1400,2,,,3,,,2,1,1,,,
804203,,,3,,400,1,6,,1,,200,2,,,2,,,3,2,1,,,
804214,,7,,8,500,1,7,,1,,500,1,,9,2,,,2,1,2,2,2,2
804219,,,5,,250,1,5,,1,,500,1,,4,2,,,3,2,2,1,,
804222,,,,9,500,1,2,,1,,300,2,,,2,,,2,1,2,2,2,1
804229,,,,,,,,,,,,,,,,,,,,2,2,2,1
804241,,,,,,,,,,,,,,,,,,,,2,2,2,2
804242,,,2,,300,2,,,2,,300,2,,,2,,,3,2,2,2,2,2
804292,,,,,,,,,,,,,,,,,,,,2,2,2,1
804301,,,0,,,2,,,2,,500,2,,,2,,,4,3,2,2,2,2
804317,,,2,,250,1,3,,0,,,2,,,2,,,2,1,2,2,2,1
804319,,,2,,250,1,4,,,2,500,2,,,2,,,2,3,2,2,1,
804324,2,,4,,150,1,2,,,4,500,1,,5,2,,,3,3,2,2,2,2
804326,,,3,,250,1,4,,0,,,1,,4,2,,,2,3,2,2,2,1
804339,,,,,,,,,,,,,,,,,,,,2,2,1,
804372,,,,,,,,,4,,250,2,,,2,,,1,2,2,2,2,1
804392,,,,,,,,,,,,,,,,,,,,2,1,,
804410,,,,,,,,,,,,,,,,,,,,2,2,2,2
804414,,,,,,,,,,,,,,,,,,,,2,2,2,2
804417,,,6,,100,1,10,,0,,,2,,,2,,,5,4,2,2,2,2
804427,,,,,,,,,,,,,,,,,,,,2,2,2,2
804439,,,10,,50,1,30,,0,,,2,,,1,3,,3,3,2,2,2,1
804457,2,,2,,300,1,4,,2,,400,1,,5,1,1,150000,1,1,2,2,2,2
804467,,,,,,,,,,,,,,,,,,,,2,2,1,
804495,,,,,,,,,,,,,,,,,,,,2,2,2,1
804516,,,,,,,,,,,,,,,,,,,,2,2,2,1
804528,,,3,,250,1,2,,,6,1000,1,1,,1,3,,3,1,1,,,
804529,,6,0,,,1,,6,1,,2000,1,,4,3,,,3,1,2,2,2,1
804534,0,,,,,,,,0,,,2,,,1,1,100000,3,1,2,2,2,2
804536,3,,4,,100,1,,7,,4,200,1,1,,1,3,,2,1,2,2,2,2
804537,,,,4,300,2,,,,7,1500,2,,,1,3,,4,1,2,2,2,1
804547,,,,,,,,,2,,300,2,,,3,,,2,1,2,1,,
804597,,4,0,,,2,,,1,,1000,1,,5,3,,,3,2,2,2,2,2
804608,,,2,,250,1,6,,0,,,1,,2,3,,,4,1,2,2,2,2
804621,,,,,,,,,1,,1400,1,,4,3,,,3,2,2,2,2,2
804627,,,4,,259,1,6,,,1,500,1,,8,3,,,4,2,2,2,2,1
804637,,,1,,250,1,4,,0,,,2,,,3,,,3,3,2,1,,
804660,,,3,,300,1,2,,,1,500,2,,,3,,,1,2,2,2,2,1
804665,,10,10,,50,1,10,,0,,,1,,3,1,3,,2,2,2,2,2,1
804685,,,3,,250,1,,6,1,,300,2,,,1,3,,3,3,2,1,,
804694,,,,,,,,,2,,400,2,,,2,,,4,3,2,1,,
804695,,,,,,,,,2,,250,2,,,1,3,,3,3,1,,,
804704,,,,,,,,,,,,,,,,,,,,2,2,1,
804720,,,2,,250,1,1,,1,,400,2,,,1,3,,3,3,2,1,,
804722,,,,,,,,,,,,,,,,,,,,2,1,,
804755,,,,,,,,,,,,,,,,,,,,2,2,2,1
804859,1,,0,,,1,4,,0,,,1,,3,1,1,103000,3,1,2,2,2,2
804880,,,1,,500,2,,,1,,1000,1,5,,1,1,200,1,1,2,2,1,
804895,,,,,,,,,,,,,,,,,,,,2,2,1,
804902,,,1,,500,2,,,2,,500,2,,,3,,,3,3,2,2,1,
804922,,,,,,,,,,,,,,,,,,,,2,2,1,
804928,,,,,,,,,,,,,,,,,,,,2,2,2,1
804949,,,,,,,,,1,,700,2,,,3,,,3,3,2,2,2,1
804952,3,,4,,300,1,5,,,3,300,1,,4,3,,,2,3,2,2,2,2
804954,,4,,4,400,1,1,,,3,2500,2,,,1,3,,3,1,2,2,2,2
804955,5,,0,,,1,,4,2,,400,2,,,3,,,1,1,1,,,
804964,4,,4,,250,1,1,,,7,1000,1,,7,1,3,,3,1,2,2,2,1
804968,,8,,10,200,1,10,,1,,1000,1,,5,3,,,1,3,2,2,2,2
804995,15,,3,,300,1,3,,,4,500,1,,1,1,2,,1,1,2,2,2,1
805009,,,3,,250,1,3,,0,,,1,,4,3,,,1,1,2,2,2,1
805038,,,,,,,,,,,,,,,,,,,,2,2,2,1
805044,,,,,,,,,1,,500,2,,,1,1,100000,3,2,2,2,2,1
805047,,,,,,,,,,,,,,,,,,,,2,2,2,1
805080,,,,,,,,,,,,,,,,,,,,2,2,2,1
805082,,,4,,200,2,,,,2,1000,2,,,2,,,3,2,2,2,1,
805084,,,,,,,,,3,,300,2,,,3,,,3,1,2,2,2,2
805086,,,,,,,,,,,,,,,,,,,,2,2,2,1
805093,,,,,,,,,,,,,,,,,,,,2,2,1,
805100,10,,10,,150,1,5,,,5,1000,2,,,1,3,,1,1,2,2,1,
805104,,4,10,,200,1,4,,0,,,1,,5,1,3,,1,1,2,2,2,1
805115,,,2,,200,1,,3,0,,,2,,,3,,,2,3,2,2,1,
805168,,,,,,,,,,,,,,,,,,,,1,,,
805173,,,5,,100,1,,3,4,,100,2,,,1,1,1002,3,3,2,2,2,2
805197,,,,,,,,,,,,,,,,,,,,2,2,2,2
805201,,,4,,200,1,5,,5,,200,2,,,2,,,2,2,2,2,2,2
805206,,,4,,150,1,3,,1,,200,2,,,2,,,3,1,2,2,2,2
805216,,,,,,,,,,,,,,,,,,,,1,,,
805217,,,4,,150,1,10,,0,,,2,,,1,1,100000,3,1,2,1,,
805223,,,,,,,,,4,,100,2,,,2,,,3,3,1,,,
805226,,8,7,,150,1,5,,,1,600,1,,3,1,1,100000,2,1,2,2,2,1
805227,2,,4,,250,1,2,,,3,800,1,,10,3,,,3,3,2,2,1,
805230,,,3,,200,1,2,,2,,300,1,,4,3,,,3,3,2,2,2,1
805234,,,4,,150,1,2,,0,,,1,,3,3,,,3,3,2,2,1,
805238,,,2,,500,1,2,,,2,400,1,,5,3,,,3,1,2,2,2,2
805252,,,,,,,,,4,,500,1,,5,3,,,3,2,2,2,1,
805264,8,,5,,300,1,2,,,5,500,1,,4,1,3,,3,3,1,,,
805300,3,,4,,250,2,,,0,,,1,,5,1,3,,3,1,2,2,1,
805312,,,,3,200,2,,,1,,800,1,,3,3,,,3,3,2,2,1,
805325,,4,6,,250,1,8,,,4,1000,1,,5,2,,,3,3,2,2,2,1
805335,,,,2,250,2,,,1,,1000,2,,,2,,,3,3,2,2,2,2
805342,0,,1,,200,2,,,2,,300,1,1,,3,,,4,3,2,2,2,2
805350,12,,8,,150,1,4,,,4,300,1,,3,1,1,100000,3,2,2,2,2,1
805351,0,,,,,,,,1,,500,1,,2,3,,,3,3,2,2,1,
805357,4,,4,,250,1,6,,,2,1000,1,,5,1,3,,2,3,2,1,,
805383,,,0,,,1,4,,3,,250,1,,3,2,,,3,3,2,2,2,1
805388,2,,3,,200,1,2,,,7,200,1,,6,2,,,4,1,2,1,,
805409,,,0,,,1,4,,2,,300,2,,,2,,,4,3,2,2,2,1
805435,,,,,,,,,,,,,,,,,,,,1,,,
805439,,,,2,150,1,,10,2,,150,2,,,1,1,0,3,1,1,,,
805476,,,0,,,2,,,0,,,1,5,,2,,,1,1,2,2,2,2
805498,,,3,,150,1,,10,3,,150,2,,,1,1,500000,3,2,2,1,,
805515,,,3,,150,1,2,,0,,,2,,,1,1,10000,2,1,2,2,2,1
805520,,,,,,,,,,,,,,,,,,,,1,,,
805521,,,,,,,,,0,,,2,,,1,1,100000,3,1,2,2,1,
805522,0,,,3,300,1,,2,,1,300,2,,,3,,,3,3,2,2,1,
805528,4,,5,,200,1,2,,0,,,2,,,2,,,2,3,1,,,
805541,,,2,,100,2,,,1,,100,2,,,3,,,5,4,2,2,2,2
805650,1,,5,,250,1,2,,2,,500,2,,,2,,,1,1,1,,,
805657,,,,,,,,,1,,900,2,,,3,,,5,5,2,2,2,2
805662,,,,3,250,1,,3,,7,300,2,,,2,,,3,1,1,,,
805664,,3,,11,500,2,,,1,,500,2,,,1,1,103000,4,1,2,2,2,1
