nquest,npagcart,npagcaan,nprel1,nprel1an,prelmed1,pagam4u,pagam4,pagam4an,nprel2,nprel2an,prelmed2,assban,nassban,nassban2,assdep,limass,ammass,checkcc,checktipo,scont1,scont2,scont3,scont4
626259,1,,4,,300,2,,,1,,2000,1,,6,1,1,90000,3,3,2,2,1,
626288,,,2,,600,2,,,,4,2000,1,,3,1,3,,4,1,2,2,2,1
626355,6,,4,,250,1,10,,0,,,2,,,1,2,,2,1,2,1,,
626361,,,,,,,,,1,,500,2,,,1,3,,3,2,2,2,1,
626550,,,,,,,,,0,,,2,,,3,,,3,1,2,2,2,2
626641,,,4,,160,2,,,0,,,2,,,2,,,5,2,2,2,1,
626851,10,,4,,400,2,,,,2,1000,1,,6,3,,,2,1,2,2,2,1
626868,,,,,,,,,,,,,,,,,,,,1,,,
627375,,,,,,,,,,,,,,,,,,,,2,2,2,1
627845,,,,,,,,,2,,250,1,,2,3,,,3,3,2,2,1,
627866,,,,,,,,,4,,200,2,,,2,,,1,1,2,2,1,
628262,1,,2,,150,1,3,,0,,,2,,,3,,,2,2,2,1,,
628418,10,,1,,200,1,10,,1,,200,1,2,,1,3,,1,1,1,,,
629455,,,,,,,,,,,,,,,,,,,,2,2,2,2
629478,,,3,,250,1,2,,2,,300,1,2,,2,,,3,1,1,,,
629505,,,,5,300,1,2,,2,,300,2,,,2,,,4,2,2,2,2,2
629520,,,2,,300,1,3,,2,,250,1,,4,2,,,4,3,2,2,2,2
629521,,,,,,,,,3,,400,2,,,2,,,4,2,2,2,2,2
629555,10,,10,,200,1,10,,0,,,2,,,1,3,,2,1,2,2,2,1
629828,,,,,,,,,,,,,,,,,,,,1,,,
630345,,,4,,150,1,4,,3,,150,2,,,3,,,3,1,2,2,2,1
630630,,,,,,,,,2,,1200,2,,,3,,,4,2,2,2,2,1
630650,,,4,,150,2,,,,6,400,2,,,3,,,4,1,2,2,1,
630743,,6,6,,300,2,,,0,,,1,,6,3,,,3,1,2,2,1,
630858,,,,8,250,2,,,2,,350,2,,,2,,,3,3,2,2,2,1
630883,5,,,6,700,1,5,,,6,500,1,,4,3,,,3,1,2,2,2,2
631233,,,10,,150,1,3,,,3,3000,1,,4,1,1,102000,3,1,2,1,,
631237,,,,,,,,,2,,700,1,2,,2,,,3,1,2,2,2,2
631431,,,8,,150,1,6,,,9,200,1,,10,2,,,3,1,2,2,1,
631532,4,,4,,200,1,4,,0,,,1,,6,1,1,103000,3,3,2,2,2,2
631903,,,4,,300,1,2,,0,,,2,,,2,,,2,4,2,1,,
631954,,,2,,300,1,,10,,4,200,1,,4,3,,,2,2,2,2,1,
632044,,,,,,,,,0,,,2,,,2,,,4,3,1,,,
632059,,,,,,,,,,,,,,,,,,,,2,2,2,2
632099,0,,0,,,2,,,0,,,1,3,,3,,,4,2,2,2,1,
632293,,,2,,250,1,2,,,2,300,2,,,3,,,4,1,2,2,2,2
632347,,,5,,150,1,7,,,2,500,1,,4,1,3,,2,2,2,1,,
633402,10,,1,,250,1,2,,1,,1500,1,,3,3,,,1,1,2,2,2,2
633458,3,,,,,,,,2,,1000,1,5,,3,,,6,6,2,2,1,
633606,,,0,,,2,,,1,,2000,2,,,1,3,,4,1,1,,,
633620,4,,2,,500,1,,11,2,,1500,1,10,,1,1,60000,1,1,2,2,1,
633654,5,,5,,100,1,10,,0,,,1,1,,1,3,,1,1,2,2,2,2
633951,,,,,,,,,2,,1000,2,,,2,,,4,1,2,2,1,
634442,2,,4,,250,2,,,,3,500,1,,4,3,,,3,3,2,2,2,1
634551,,,3,,200,1,2,,2,,200,2,,,2,,,3,4,2,2,1,
634732,10,,6,,100,1,2,,0,,,1,,3,1,1,102000,3,3,2,2,2,1
634769,,,,,,,,,4,,200,1,,5,1,1,102000,4,1,2,2,2,2
634821,,2,6,,200,1,2,,0,,,1,,2,1,1,103000,2,2,2,2,2,2
634935,,,,,,,,,,,,,,,,,,,,2,1,,
635007,,,1,,250,2,,,,2,500,1,,1,3,,,4,1,2,2,1,
635047,,,,,,,,,1,,600,2,,,2,,,3,3,2,2,1,
635112,,,6,,100,1,3,,1,,200,1,,8,2,,,2,1,2,2,2,1
635180,,,1,,200,2,,,1,,200,2,,,2,,,3,2,1,,,
635210,,,,,,,,,,,,,,,,,,,,1,,,
635288,4,,6,,250,1,10,,0,,,1,1,,3,,,1,1,2,2,2,2
635514,,,,,,,,,,,,,,,,,,,,2,2,1,
635964,,,4,,150,1,3,,,5,250,1,,4,3,,,4,2,2,2,1,
636185,,,,,,,,,,,,,,,,,,,,2,1,,
636289,,,8,,300,1,2,,0,,,2,,,2,,,4,3,2,2,2,1
636297,,,2,,300,1,6,,2,,300,2,,,2,,,3,1,2,2,2,1
636301,,,10,,100,1,,8,4,,100,2,,,2,,,4,2,2,2,2,1
636305,4,,2,,200,1,1,,,10,200,1,,10,2,,,2,1,2,2,1,
636309,1,,4,,150,1,2,,,8,100,1,1,,2,,,1,1,2,2,1,
636418,,,,,,,,,3,,400,2,,,1,3,,4,3,2,1,,
636708,,,0,,,2,,,0,,,1,,10,2,,,4,3,1,,,
636870,6,,3,,250,1,3,,3,,400,2,,,2,,,4,3,2,2,2,2
636900,,,3,,250,1,3,,2,,500,2,,,2,,,4,3,2,2,2,2
637300,,,,,,,,,3,,350,2,,,1,3,,3,2,2,2,2,1
637619,,,,,,,,,1,,500,2,,,3,,,3,1,2,2,2,1
637711,,,,,,,,,14,,1000,2,,,2,,,4,2,2,2,1,
637728,,,,,,,,,,,,,,,,,,,,2,2,2,1
637869,,,,,,,,,0,,,2,,,2,,,3,2,2,1,,
638122,2,,2,,750,1,4,,,6,700,1,,6,1,3,,2,1,2,2,2,2
638132,,,0,,,2,,,1,,1400,2,,,3,,,4,2,2,2,2,2
638322,,,,,,,,,1,,1000,1,2,,3,,,4,2,1,,,
638360,,2,,6,300,1,,7,1,,1500,1,,10,1,1,200000,2,1,2,2,2,2
638414,15,,5,,40,1,2,,0,,,1,,1,1,3,,3,1,2,2,2,2
638422,,2,2,,250,2,,,,4,500,1,,4,1,3,,3,2,2,2,2,2
638811,1,,,1,200,1,3,,2,,500,1,,6,1,1,118000,3,1,2,1,,
638906,,,4,,200,1,4,,0,,,2,,,1,1,100000,3,2,2,1,,
638981,,,,,,,,,,,,,,,,,,,,2,1,,
639013,,,2,,250,1,2,,,2,500,2,,,3,,,3,2,1,,,
639140,,,4,,100,1,6,,0,,,2,,,3,,,4,3,2,2,2,1
639292,,4,6,,200,1,2,,0,,,2,,,2,,,3,1,2,2,1,
639331,,4,4,,200,1,8,,,6,200,2,,,2,,,5,4,2,2,2,1
639502,1,,3,,200,1,,5,3,,300,2,,,1,1,103000,3,3,2,2,1,
639509,10,,4,,300,1,4,,1,,500,1,,10,3,,,1,2,2,2,2,1
639575,,,4,,200,2,,,0,,,2,,,1,3,,3,3,2,2,1,
639625,2,,6,,100,1,2,,,6,200,1,1,,2,,,2,1,2,2,1,
639697,,,0,,,1,4,,2,,250,2,,,2,,,4,1,2,2,1,
639850,,,3,,250,1,2,,,6,500,1,,1,1,3,,3,1,2,2,2,1
639971,,,,,,,,,,,,,,,,,,,,2,2,2,2
640164,3,,6,,250,1,7,,0,,,2,,,1,1,103000,1,1,2,2,2,2
640468,,,,5,500,1,5,,1,,500,2,,,3,,,3,2,2,2,1,
640509,,,,,,,,,,,,,,,,,,,,2,2,1,
640657,3,,1,,300,1,5,,1,,300,2,,,2,,,3,3,2,2,2,2
640821,3,,3,,300,1,5,,,10,600,1,,9,1,1,100000,3,1,2,2,2,1
640837,,,2,,150,1,,11,1,,500,1,1,,1,1,100000,4,1,2,1,,
640864,0,,3,,200,1,3,,,7,500,1,,6,3,,,3,1,1,,,
640954,,,,4,500,2,,,,3,300,2,,,2,,,4,2,2,2,2,1
640970,,,4,,400,2,,,,5,200,2,,,3,,,2,2,2,2,1,
640994,,,2,,400,2,,,,,,,,,,,,,,2,1,,
641088,0,,4,,500,1,3,,2,,100,1,,8,2,,,5,1,2,2,1,
641305,,,10,,200,1,6,,0,,,2,,,3,,,1,3,2,2,2,2
642108,,,,,,,,,,,,,,,,,,,,1,,,
648534,,,,,,,,,,,,,,,,,,,,2,2,2,2
648725,,,,,,,,,1,,500,2,,,3,,,5,5,1,,,
648790,,,2,,300,1,2,,,10,300,2,,,2,,,4,3,2,2,2,2
648843,,,0,,,2,,,2,,150,2,,,3,,,3,2,2,1,,
648889,,8,6,,250,2,,,0,,,1,,2,1,3,,3,3,2,2,2,1
648899,,,6,,250,1,4,,0,,,2,,,1,3,,2,2,2,1,,
648914,8,,3,,250,1,6,,1,,300,1,,5,1,3,,3,1,2,1,,
649032,,,,,,,,,2,,1000,1,2,,3,,,3,1,1,,,
649054,,,1,,500,1,6,,,3,1000,1,,4,3,,,4,1,2,2,1,
649089,,,3,,250,2,,,,2,500,2,,,1,3,,4,1,2,2,1,
649120,,,4,,250,2,,,0,,,2,,,2,,,1,3,1,,,
649169,1,,,10,200,2,,,0,,,2,,,2,,,1,1,1,,,
649173,8,,4,,200,1,6,,,1,500,1,,5,2,,,3,3,2,2,1,
649223,,,,,,,,,,,,,,,,,,,,1,,,
649233,,,,,,,,,,,,,,,,,,,,2,1,,
649374,4,,0,,,1,5,,2,,300,2,,,2,,,3,3,2,2,2,1
649391,,,,,,,,,,,,,,,,,,,,2,2,1,
650055,,,3,,210,1,3,,,3,1000,2,,,3,,,3,2,1,,,
650059,1,,2,,350,1,2,,0,,,1,,2,1,3,,3,1,2,2,2,1
650063,,,,,,,,,,,,,,,,,,,,1,,,
650101,,6,,8,100,1,4,,0,,,2,,,3,,,3,1,1,,,
670230,2,,1,,200,1,,10,0,,,1,,8,2,,,2,1,2,2,2,1
670338,,,,,,,,,3,,400,2,,,2,,,3,4,2,2,2,2
670435,2,,,,,,,,0,,,1,5,,3,,,4,4,1,,,
670485,,,,,,,,,1,,1000,1,,5,2,,,4,3,2,2,1,
670498,,,1,,300,1,4,,0,,,2,,,2,,,3,3,2,2,1,
670599,,,2,,100,2,,,1,,1500,2,,,3,,,5,4,2,2,1,
670697,,,2,,350,1,,6,,4,500,2,,,3,,,3,1,2,1,,
670698,,,0,,,1,4,,2,,600,1,,4,3,,,3,1,2,2,2,1
670749,,,,,,,,,,,,,,,,,,,,1,,,
670797,0,,1,,250,1,,10,1,,500,1,,4,1,3,,3,2,1,,,
670799,,,,,,,,,2,,150,2,,,2,,,2,2,2,2,1,
670801,2,,4,,50,1,2,,,9,100,2,,,2,,,2,1,2,2,1,
670834,,,,,,,,,0,,,2,,,2,,,3,1,2,1,,
670853,,,,,,,,,,,,,,,,,,,,1,,,
670858,,,,,,,,,,,,,,,,,,,,2,2,1,
670865,,,,,,,,,,,,,,,,,,,,2,2,2,1
670874,,,,,,,,,3,,300,1,2,,2,,,3,2,2,1,,
670941,,,10,,50,1,10,,1,,200,2,,,1,3,,3,2,2,2,2,1
670947,0,,0,,,2,,,0,,,1,,5,3,,,4,3,2,2,2,2
670950,,,,,,,,,2,,400,2,,,1,3,,4,1,2,2,1,
670987,,,4,,200,1,1,,0,,,2,,,2,,,4,6,1,,,
671033,5,,,,,,,,,5,300,1,2,,2,,,4,3,1,,,
671096,,,,,,,,,1,,500,2,,,3,,,4,2,2,2,1,
671136,,,2,,200,1,1,,0,,,2,,,2,,,5,2,2,2,1,
671149,,,4,,250,2,,,1,,500,2,,,3,,,3,1,2,2,2,1
671150,,,4,,250,1,4,,,8,1000,1,,3,2,,,4,2,2,2,1,
671152,8,,6,,100,2,,,,9,200,1,,5,2,,,1,1,2,2,1,
671153,,,4,,200,1,3,,,8,100,1,2,,2,,,1,1,2,2,2,1
671173,,,,,,,,,3,,100,2,,,2,,,3,2,2,2,1,
671235,,,,,,,,,,,,,,,,,,,,2,2,2,2
671431,,,,,,,,,2,,1000,2,,,3,,,2,3,2,2,2,2
671512,,,,5,100,1,,10,2,,150,1,,5,2,,,2,2,2,2,1,
671520,5,,2,,250,1,4,,0,,,2,,,3,,,1,1,2,2,2,1
671577,4,,0,,,1,5,,3,,200,2,,,2,,,3,3,2,2,2,1
671582,,,3,,200,1,,1,0,,,1,,2,3,,,4,1,2,2,2,2
671603,,,3,,150,1,2,,,5,100,2,,,2,,,3,1,2,2,1,
671611,4,,4,,250,1,4,,0,,,2,,,2,,,3,3,1,,,
671632,,5,2,,250,1,5,,,4,1000,2,,,2,,,3,2,2,2,2,1
671635,,6,20,,50,1,4,,2,,200,1,,8,1,3,,3,2,2,2,2,1
671645,,,2,,200,1,4,,,10,500,2,,,2,,,3,3,2,2,2,1
671685,,,2,,200,1,2,,0,,,2,,,3,,,3,1,2,1,,
671698,,,,,,,,,2,,400,2,,,2,,,5,4,1,,,
671739,,,,,,,,,2,,1000,2,,,2,,,3,1,1,,,
671893,,,4,,150,1,2,,,9,100,1,,10,2,,,2,1,2,2,1,
671900,,,,,,,,,2,,150,2,,,2,,,4,3,2,2,1,
671905,,,,,,,,,2,,200,2,,,2,,,3,3,2,2,2,1
671909,4,,1,,300,1,6,,2,,250,2,,,2,,,4,3,2,2,2,2
672142,,,,,,,,,,,,,,,,,,,,1,,,
672230,5,,4,,200,1,2,,2,,100,1,,10,2,,,3,1,2,2,1,
672316,,,,,,,,,0,,,1,2,,1,3,,4,2,2,2,2,1
672404,,,,,,,,,2,,200,1,1,,3,,,3,4,2,2,1,
672405,,,1,,250,1,3,,0,,,1,,3,3,,,2,2,2,1,,
672417,1,,4,,150,1,4,,0,,,2,,,1,3,,3,2,2,2,1,
672472,,5,2,,250,1,5,,,5,800,1,,2,1,1,103000,3,1,2,2,2,1
672485,,3,3,,300,1,3,,2,,200,2,,,2,,,2,2,1,,,
672521,0,,10,,200,1,5,,0,,,1,2,,1,1,100000,3,3,2,2,2,1
672531,,,2,,300,1,2,,0,,,2,,,2,,,3,1,2,2,1,
672584,,10,3,,250,1,4,,1,,400,2,,,2,,,3,1,1,,,
672620,,7,,3,250,2,,,,2,500,2,,,3,,,2,2,2,1,,
672631,,,,,,,,,,,,,,,,,,,,1,,,
672679,10,,3,,200,1,2,,1,,200,2,,,3,,,3,1,2,2,2,1
672712,,,,,,,,,3,,300,2,,,3,,,3,1,1,,,
672814,,,,,,,,,,,,,,,,,,,,1,,,
672818,,,2,,300,2,,,2,,250,2,,,3,,,4,3,2,1,,
672833,,,,,,,,,,,,,,,,,,,,2,2,1,
672854,,,,,,,,,,,,,,,,,,,,2,2,2,1
672874,,,5,,300,1,5,,0,,,2,,,2,,,3,2,2,2,2,2
673050,,,8,,100,1,4,,2,,150,1,,10,2,,,3,1,2,2,1,
673051,,,,,,,,,,7,800,1,,1,3,,,4,1,2,1,,
673093,0,,0,,,2,,,0,,,1,12,,1,3,,1,3,2,2,2,2
673112,,,3,,200,1,,10,2,,250,2,,,2,,,4,3,2,1,,
673145,10,,10,,100,1,10,,0,,,1,,1,2,,,2,3,2,2,2,1
673147,,,1,,300,1,,6,1,,1000,2,,,1,1,100000,3,2,2,2,1,
673218,,,,,,,,,,,,,,,,,,,,2,2,2,1
673269,,,1,,200,2,,,1,,1000,2,,,2,,,2,1,2,2,2,2
673332,3,,,4,150,1,3,,2,,200,2,,,1,3,,1,1,2,2,2,2
673344,,,,,,,,,1,,400,2,,,3,,,5,4,2,2,1,
673378,,,3,,300,1,2,,3,,200,2,,,3,,,3,2,1,,,
673419,,,,,,,,,2,,150,2,,,2,,,4,2,2,2,1,
673421,,,,,,,,,2,,250,2,,,2,,,4,3,2,2,1,
673423,,,,,,,,,3,,250,2,,,2,,,4,3,2,2,2,1
673445,,,,,,,,,,,,,,,,,,,,2,1,,
673451,5,,3,,250,1,10,,,5,400,2,,,1,1,108000,1,1,2,2,2,2
673467,,,5,,200,1,2,,0,,,1,,7,3,,,3,2,2,2,2,1
673481,,,6,,100,1,2,,,10,100,2,,,2,,,3,2,2,2,1,
673500,,8,,7,300,1,1,,2,,300,2,,,2,,,3,3,2,2,1,
673503,,,,,,,,,,,,,,,,,,,,2,2,1,
673531,,,3,,200,1,3,,0,,,2,,,1,3,,4,3,1,,,
673540,,,,,,,,,2,,300,2,,,3,,,3,6,2,2,1,
673545,,,,,,,,,3,,300,1,,4,3,,,3,2,1,,,
673555,,10,,6,300,1,,8,,8,350,2,,,3,,,4,3,2,2,2,1
673556,,,,,,,,,3,,500,1,3,,3,,,3,1,1,,,
673559,,,,,,,,,,,,,,,,,,,,1,,,
673567,,,,,,,,,,,,,,,,,,,,1,,,
673570,,,1,,200,1,2,,1,,500,2,,,2,,,3,1,1,,,
673661,,,4,,300,1,5,,,8,500,1,1,,3,,,3,2,2,2,1,
673665,,,6,,200,1,3,,0,,,2,,,2,,,3,1,2,2,2,1
673685,,,4,,250,1,4,,1,,1200,2,,,3,,,3,1,2,2,2,1
673695,,,0,,,1,4,,3,,200,2,,,2,,,3,3,2,2,2,1
673744,,,4,,400,1,5,,0,,,2,,,2,,,4,1,2,2,1,
673746,,,3,,400,1,3,,0,,,2,,,1,3,,4,1,2,2,2,1
673748,,,,,,,,,,,,,,,,,,,,2,2,2,2
673812,4,,2,,200,2,,,,8,100,1,,4,3,,,3,1,2,1,,
673828,,,,,,,,,2,,500,1,,2,2,,,4,3,2,2,2,1
673857,,,,,,,,,,,,,,,,,,,,2,2,2,2
673858,0,,,,,,,,1,,1000,2,,,3,,,3,3,2,2,2,2
673859,,,,,,,,,1,,800,2,,,3,,,5,3,2,1,,
673880,2,,1,,500,1,5,,1,,600,2,,,2,,,3,1,2,2,2,2
673882,3,,,10,1000,1,5,,,10,500,1,,2,1,3,,3,1,2,2,1,
673894,3,,1,,200,1,,5,2,,300,2,,,2,,,3,3,2,2,2,1
673905,4,,1,,500,1,1,,,3,1500,1,,2,3,,,3,3,2,2,2,2
673925,,2,4,,250,1,3,,0,,,2,,,2,,,1,2,2,2,2,1
673951,,,,,,,,,,,,,,,,,,,,2,1,,
673963,,,3,,100,1,4,,,5,200,1,,8,2,,,2,1,2,2,1,
673970,,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,1
673993,,,,,,,,,2,,600,1,1,,2,,,4,4,2,2,2,1
674005,20,,3,,250,1,8,,0,,,1,2,,1,3,,1,1,2,2,2,2
674019,,,0,,,2,,,1,,1200,1,1,,2,,,2,1,2,2,2,2
674063,,,,,,,,,2,,300,2,,,2,,,4,3,2,2,2,1
674105,,,2,,400,1,2,,2,,400,2,,,1,3,,3,2,1,,,
674141,,,,,,,,,,,,,,,,,,,,2,2,2,2
674180,,10,4,,250,1,6,,0,,,1,,2,3,,,3,1,2,1,,
674220,,,0,,,1,1,,1,,500,2,,,1,2,,3,2,2,1,,
674226,0,,4,,200,1,,10,0,,,2,,,2,,,2,1,1,,,
674229,,,4,,150,1,6,,0,,,2,,,3,,,2,2,2,2,1,
674237,,,,,,,,,,,,,,,,,,,,2,1,,
674264,10,,5,,100,1,2,,,5,300,1,1,,3,,,2,2,2,2,1,
674272,4,,3,,250,1,1,,2,,400,1,,4,1,1,103000,1,3,1,,,
674287,,,2,,400,1,2,,2,,300,2,,,2,,,4,3,2,2,2,2
674307,,,3,,100,1,2,,,10,200,1,,6,2,,,3,1,2,2,2,1
674322,8,,10,,250,1,1,,,2,1000,1,,8,1,1,100000,5,4,2,2,2,2
674354,2,,2,,250,2,,,0,,,2,,,2,,,2,1,2,1,,
674372,,,,,,,,,1,,300,1,1,,3,,,3,1,1,,,
674376,,,,,,,,,,,,,,,,,,,,1,,,
674379,,,,,,,,,2,,400,2,,,2,,,4,3,2,2,2,2
674380,,,,5,200,2,,,2,,700,1,1,,2,,,3,1,2,2,2,1
674440,,,,,,,,,2,,300,1,,6,1,1,100000,4,3,2,2,2,2
674461,,,,,,,,,,,,,,,,,,,,2,1,,
674489,,,,,,,,,2,,325,1,,4,1,3,,4,3,2,2,2,2
674542,,,,4,500,1,1,,1,,500,2,,,3,,,3,2,2,1,,
674585,,,5,,250,1,3,,0,,,1,,2,3,,,5,4,1,,,
674613,10,,,,,,,,,2,200,1,,10,2,,,1,1,2,2,2,2
674711,,7,2,,200,1,3,,1,,500,1,,3,1,3,,3,1,1,,,
674728,2,,4,,500,1,3,,3,,500,1,,3,1,3,,3,1,1,,,
674747,,,,,,,,,,2,500,1,,2,1,3,,3,2,2,2,1,
674768,6,,4,,100,1,3,,,9,100,1,,5,2,,,2,1,2,2,1,
674779,,,,,,,,,2,,400,1,,2,3,,,4,2,2,1,,
674815,,,,4,250,1,5,,2,,300,2,,,2,,,4,4,2,2,2,1
674817,2,,3,,150,1,1,,,2,500,1,,3,1,1,100000,3,2,2,2,2,2
674818,,,,,,,,,1,,500,1,1,,3,,,3,2,2,2,2,2
674844,,,,,,,,,,3,300,2,,,2,,,6,6,1,,,
674869,,,1,,1000,1,7,,,1,500,2,,,1,1,200000,3,1,2,2,2,2
674909,,,,,,,,,,,,,,,,,,,,1,,,
674929,4,,,8,250,2,,,,3,300,2,,,1,1,110000,3,2,2,1,,
674941,,,4,,200,1,1,,2,,350,2,,,3,,,2,2,2,2,1,
674968,,,,,,,,,,,,,,,,,,,,1,,,
675002,,,4,,200,1,2,,3,,500,2,,,3,,,3,1,2,2,1,
675086,0,,15,,100,1,15,,0,,,1,,6,1,3,,1,1,2,2,2,1
675113,,,3,,250,1,2,,,,,,,,,,,,,2,2,2,1
675132,2,,4,,200,1,2,,,10,100,1,,4,2,,,3,1,2,2,1,
675148,,,,,,,,,2,,400,2,,,2,,,6,4,1,,,
675157,,,4,,200,1,4,,,1,150,2,,,2,,,2,2,2,2,2,2
675232,,,15,,50,1,10,,0,,,2,,,2,,,3,2,2,2,2,2
675263,,,,,,,,,1,,1000,2,,,1,2,,3,1,2,2,2,2
675265,2,,2,,200,1,2,,0,,,1,,3,1,3,,4,3,2,2,1,
675273,1,,2,,500,1,,10,3,,500,2,,,2,,,3,1,1,,,
675277,,,,,,,,,,,,,,,,,,,,2,2,2,1
675315,,4,4,,200,1,2,,,10,100,2,,,2,,,2,1,2,2,1,
675327,,,,,,,,,,,,,,,,,,,,2,2,2,2
675333,,,3,,200,2,,,0,,,2,,,3,,,3,2,2,1,,
675334,,,3,,250,1,3,,0,,,2,,,3,,,3,2,2,2,1,
675346,,,,,,,,,,,,,,,,,,,,1,,,
675355,,,,,,,,,1,,600,2,,,3,,,5,6,1,,,
675386,,,,,,,,,3,,400,2,,,2,,,4,3,2,2,2,2
675404,1,,0,,,2,,,1,,500,1,1,,1,3,,1,1,2,1,,
675407,,,,2,400,1,,10,1,,620,2,,,3,,,3,5,1,,,
675427,,,,,,,,,,,,,,,,,,,,2,1,,
675472,,,,,,,,,,,,,,,,,,,,2,1,,
675482,,,,,,,,,,,,,,,,,,,,2,2,2,1
675524,,,,,,,,,0,,,2,,,2,,,4,3,2,2,2,2
675565,4,,1,,400,2,,,2,,300,2,,,2,,,3,3,2,2,2,1
675575,,,0,,,1,10,,0,,,1,,10,3,,,4,1,2,2,2,2
675656,,,4,,300,1,2,,2,,500,1,,2,3,,,3,1,2,2,2,1
675667,,,2,,100,2,,,,4,100,2,,,3,,,2,3,2,2,2,2
675675,,10,1,,500,1,,10,,5,500,2,,,2,,,6,3,2,2,1,
675678,20,,4,,200,2,,,,2,500,2,,,3,,,2,2,2,2,2,2
675683,,,10,,50,1,5,,0,,,2,,,3,,,5,2,2,2,1,
675695,,,1,,250,1,2,,1,,250,2,,,3,,,3,3,2,2,2,1
675717,,,,,,,,,,,,,,,,,,,,1,,,
675729,,,4,,200,1,2,,,2,1000,1,,3,3,,,1,1,2,2,2,2
675755,,3,,,,,,,,3,200,2,,,2,,,2,2,2,2,2,2
675776,,,2,,400,2,,,0,,,2,,,2,,,4,2,2,2,2,2
675801,5,,,,,,,,2,,1000,1,15,,3,,,3,2,2,2,2,2
675829,,,,,,,,,0,,,2,,,3,,,4,3,2,2,2,2
675897,,,,,,,,,,,,,,,,,,,,1,,,
675904,,,10,,100,1,,3,,1,2000,2,,,3,,,4,2,1,,,
675905,5,,2,,250,2,,,,1,250,1,1,,1,3,,2,1,2,2,2,2
675977,,,,,,,,,,,,,,,,,,,,1,,,
675983,,,3,,500,2,,,0,,,2,,,3,,,3,1,2,2,1,
675988,,,3,,250,2,,,0,,,2,,,3,,,3,2,2,2,1,
675994,,4,,2,300,2,,,1,,3000,1,,4,3,,,3,1,2,2,2,1
676008,,,8,,200,1,10,,0,,,2,,,2,,,4,1,2,2,2,2
676017,,7,,5,500,1,3,,12,,500,1,,4,1,3,,3,2,2,2,2,2
676034,1,,,,,,,,1,,250,2,,,3,,,2,6,2,2,2,1
676060,,,,,,,,,2,,600,1,2,,3,,,3,2,2,2,2,1
676063,,,,4,200,2,,,,2,300,1,,3,1,3,,4,2,2,2,2,2
676120,,,1,,250,1,1,,0,,,1,,6,1,1,120000,2,3,1,,,
676171,,,,,,,,,,,,,,,,,,,,2,1,,
676177,,,0,,,2,,,0,,,2,,,3,,,6,6,2,2,2,2
676261,0,,0,,,2,,,2,,600,2,,,3,,,4,1,2,2,2,1
676279,,,,,,,,,,,,,,,,,,,,2,2,2,2
676282,,,,,,,,,0,,,1,,4,1,3,,4,3,2,2,2,2
676304,,,,2,50,2,,,0,,,2,,,2,,,4,2,2,1,,
676344,1,,8,,100,1,8,,,3,500,1,,5,3,,,1,1,2,2,2,2
676362,,4,,,,,,,,4,500,2,,,2,,,4,3,2,2,1,
676373,,,,,,,,,,,,,,,,,,,,2,1,,
676433,,,6,,300,1,9,,0,,,1,,5,1,2,,2,1,2,2,2,1
676438,,,,,,,,,3,,200,2,,,3,,,4,3,2,1,,
676446,,,,,,,,,2,,500,2,,,3,,,3,1,2,2,2,1
676455,4,,2,,300,1,,5,,2,1000,1,,2,3,,,3,1,2,2,1,
676467,,,,,,,,,2,,200,2,,,2,,,4,3,2,2,2,2
676470,1,,,10,250,1,4,,0,,,1,,10,1,3,,3,2,2,2,1,
676521,,,3,,200,1,3,,1,,400,1,5,,1,1,200000,3,2,2,2,1,
676557,8,,2,,300,1,4,,0,,,1,,7,2,,,2,1,2,1,,
676580,,,,,,,,,4,,100,2,,,3,,,4,1,2,2,2,2
676757,,,,,,,,,,,,,,,,,,,,2,2,2,2
676778,,,4,,200,1,3,,1,,500,2,,,1,3,,2,1,2,2,2,2
676807,,,0,,,2,,,0,,,2,,,2,,,5,4,2,2,2,2
676829,,,6,,250,1,2,,0,,,2,,,1,3,,1,2,2,1,,
676860,,,,,,,,,2,,600,2,,,3,,,5,1,2,2,1,
676905,,,,,,,,,0,,,2,,,3,,,6,6,2,2,2,2
676914,0,,4,,200,2,,,,2,1000,2,,,3,,,2,3,2,1,,
676944,,,,,,,,,3,,250,1,,6,3,,,4,1,2,1,,
676981,,,3,,300,2,,,3,,400,2,,,1,3,,3,1,2,2,1,
676990,,,,,,,,,1,,700,2,,,3,,,4,1,2,2,1,
677035,,,,,,,,,1,,800,2,,,2,,,4,3,1,,,
677037,4,,4,,250,1,3,,,5,500,1,,6,3,,,1,1,2,2,1,
677112,,,1,,200,1,3,,1,,400,2,,,1,3,,3,3,2,2,1,
677127,,2,2,,250,2,,,2,,600,1,,10,1,3,,3,1,2,2,2,2
677167,4,,0,,,1,4,,1,,300,2,,,2,,,3,3,2,2,2,1
677176,1,,,,,,,,1,,300,2,,,2,,,3,3,2,2,1,
677178,,7,,5,300,1,1,,,5,300,1,,3,2,,,3,2,2,2,1,
677180,,4,,7,350,1,2,,,6,500,2,,,2,,,3,2,2,2,1,
677195,,,4,,200,2,,,5,,300,2,,,2,,,6,6,1,,,
677220,,,,,,,,,2,,500,2,,,1,3,,3,1,2,1,,
677230,,,4,,200,1,6,,,10,500,2,,,1,1,100000,3,1,2,2,2,1
677277,,,10,,150,1,6,,2,,1000,1,,5,2,,,2,3,2,2,2,1
