nquest,nord,figl,nfigl,altrf,desf1,desf2,motnf1,motnf2,motnf3,HAPPY
726740,1,,,,,,,,,6
726740,2,1,1,1,,,,,,
726740,3,,,,,,,,,
726743,1,,,,,,,,,8
726743,2,,,,,,,,,
726743,3,,,,,,,,,
726743,4,,,,,,,,,
726867,1,,,,,,,,,5
726867,2,2,,1,,,,,,
726867,3,2,,1,,,,,,
726867,4,,,,,,,,,
726906,1,,,,,,,,,6
726906,2,1,2,3,,,,,,
726906,3,,,,,,,,,
726906,4,,,,,,,,,
727001,1,,,,,,,,,9
727001,2,1,1,2,,,,,,
727001,3,,,,,,,,,
727029,1,,,,,,,,,7
727138,1,,,,,,,,,5
727138,2,,,,,,,,,
727170,1,,,,,,,,,7
727170,2,1,3,3,,,,,,
727170,3,,,,,,,,,
727170,4,,,,,,,,,
727170,5,,,,,,,,,
727171,1,,,,,,,,,3
727179,1,,,,,,,,,9
727179,2,,,,,,,,,
727179,3,,,,,,,,,
727179,4,,,,,,,,,
727267,1,,,,,,,,,5
727267,2,,,,,,,,,
727318,1,,,,,,,,,7
727318,2,,,,,,,,,
727339,1,,,,,,,,,8
727339,2,,,,,,,,,
727339,3,2,,5,,,10,99,,
727339,4,,,,,,,,,
727402,1,1,3,,1,,,,,6
727402,2,,,,,,,,,
727405,1,,,,,,,,,5
727513,1,,,,,,,,,7
727531,1,,,,,,,,,4
727531,2,1,9,,1,,,,,
727531,3,,,,,,,,,
727531,4,,,,,,,,,
727531,5,,,,,,,,,
727531,6,,,,,,,,,
727531,7,,,,,,,,,
727531,8,,,,,,,,,
727531,9,,,,,,,,,
727537,1,,,,,,,,,5
727537,2,,,,,,,,,
727567,1,1,2,3,,,,,,10
727567,2,,,,,,,,,
727567,3,,,,,,,,,
727604,1,,,,,,,,,6
727604,2,1,3,,1,,,,,
727604,3,2,,2,,,,,,
727740,1,,,,,,,,,8
727740,2,1,1,,1,,,,,
727740,3,,,,,,,,,
727842,1,,,,,,,,,10
727842,2,,,,,,,,,
728000,1,,,,,,,,,7
728000,2,,,,,,,,,
728000,3,,,,,,,,,
728160,1,,,,,,,,,8
728306,1,,,,,,,,,7
728306,2,,,,,,,,,
728306,3,2,,2,,,,,,
728605,1,,,,,,,,,4
728648,1,,,,,,,,,6
728648,2,,,,,,,,,
728665,1,1,2,,1,,,,,7
728665,2,,,,,,,,,
728665,3,,,,,,,,,
728665,4,,,,,,,,,
728734,1,,,,,,,,,9
728734,2,2,,1,,,,,,
728852,1,1,2,3,,,,,,8
728852,2,,,,,,,,,
728852,3,,,,,,,,,
728852,4,,,,,,,,,
728890,1,1,1,1,,,,,,9
728890,2,,,,,,,,,
728890,3,,,,,,,,,
729038,1,,,,,,,,,9
729038,2,,,,,,,,,
729038,3,,,,,,,,,
729232,1,,,,,,,,,8
729232,2,,,,,,,,,
729308,1,,,,,,,,,8
729310,1,,,,,,,,,7
729310,2,,,,,,,,,
729412,1,,,,,,,,,5
729412,2,,,,,,,,,
729507,1,,,,,,,,,7
729515,1,,,,,,,,,4
729737,1,2,,2,,,,,,9
729737,2,,,,,,,,,
729737,3,,,,,,,,,
729753,1,,,,,,,,,8
729753,2,,,,,,,,,
729753,3,,,,,,,,,
729753,4,,,,,,,,,
729753,5,,,,,,,,,
729822,1,,,,,,,,,3
730040,1,,,,,,,,,5
730105,1,,,,,,,,,6
730105,2,2,,2,,,,,,
730217,1,,,,,,,,,6
730271,1,2,,2,,,,,,6
730308,1,,,,,,,,,6
730308,2,,,,,,,,,
730308,3,,,,,,,,,
730308,4,,,,,,,,,
730333,1,1,1,,2,,2,8,6,7
730712,1,1,2,,1,,,,,8
730712,2,,,,,,,,,
730712,3,,,,,,,,,
730807,1,1,3,,1,,,,,7
730807,2,,,,,,,,,
730807,3,,,,,,,,,
730807,4,,,,,,,,,
730815,1,1,2,2,,,,,,9
730815,2,,,,,,,,,
730815,3,,,,,,,,,
730815,4,,,,,,,,,
730858,1,1,3,,1,,,,,8
730876,1,1,2,3,,,,,,8
730876,2,,,,,,,,,
730876,3,,,,,,,,,
730901,1,,,,,,,,,6
730901,2,,,,,,,,,
730901,3,,,,,,,,,
730939,1,1,2,,1,,,,,8
731159,1,1,4,,1,,,,,7
731344,1,,,,,,,,,8
731344,2,1,2,,2,,2,4,6,
731373,1,,,,,,,,,8
731373,2,1,2,,1,,,,,
731413,1,,,,,,,,,8
731413,2,,,,,,,,,
731413,3,,,,,,,,,
731413,4,,,,,,,,,
731413,5,,,,,,,,,
731421,1,,,,,,,,,8
731421,2,,,,,,,,,
731421,3,,,,,,,,,
731660,1,,,,,,,,,6
731660,2,,,,,,,,,
731805,1,,,,,,,,,9
731805,2,,,,,,,,,
732011,1,,,,,,,,,5
732013,1,1,2,3,,,,,,10
732013,2,,,,,,,,,
732013,3,,,,,,,,,
732013,4,,,,,,,,,
732041,1,,,,,,,,,6
732042,1,2,,1,,,,,,8
732042,2,,,,,,,,,
732042,3,,,,,,,,,
732118,1,1,2,,1,,,,,5
732301,1,,,,,,,,,8
732301,2,1,1,,1,,,,,
732308,1,,,,,,,,,7
732308,2,,,,,,,,,
732343,1,,,,,,,,,7
732343,2,,,,,,,,,
732343,3,,,,,,,,,
732343,4,,,,,,,,,
732360,1,,,,,,,,,8
732360,2,1,2,,1,,,,,
732360,3,,,,,,,,,
732371,1,,,,,,,,,7
732371,2,,,,,,,,,
732371,3,,,,,,,,,
732601,1,,,,,,,,,8
732601,2,,,,,,,,,
732601,3,,,,,,,,,
732601,4,,,,,,,,,
732815,1,1,1,,2,,2,6,1,8
732815,2,,,,,,,,,
732815,3,,,,,,,,,
732846,1,,,,,,,,,5
733036,1,,,,,,,,,7
733036,2,1,1,,1,,,,,
733049,1,2,,1,,,,,,9
733049,2,,,,,,,,,
733054,1,,,,,,,,,6
733145,1,,,,,,,,,8
733145,2,1,2,,1,,,,,
733145,3,,,,,,,,,
733145,4,,,,,,,,,
733210,1,,,,,,,,,6
733216,1,1,5,,1,,,,,5
733216,2,,,,,,,,,
733216,3,,,,,,,,,
733216,4,,,,,,,,,
733216,5,,,,,,,,,
733216,6,,,,,,,,,
733271,1,1,3,,1,,,,,6
733271,2,,,,,,,,,
733271,3,,,,,,,,,
733346,1,2,,4,,,,,,9
733346,2,,,,,,,,,
733351,1,1,2,,1,,,,,6
733351,2,,,,,,,,,
733351,3,,,,,,,,,
733426,1,,,,,,,,,10
733426,2,,,,,,,,,
733500,1,,,,,,,,,9
733500,2,,,,,,,,,
733514,1,,,,,,,,,8
733514,2,1,1,5,,,9,99,,
733514,3,,,,,,,,,
733557,1,,,,,,,,,6
733557,2,1,3,3,,,,,,
733557,3,,,,,,,,,
733557,4,,,,,,,,,
733557,5,,,,,,,,,
733605,1,,,,,,,,,10
733605,2,,,,,,,,,
733612,1,,,,,,,,,9
733612,2,,,,,,,,,
733612,3,,,,,,,,,
733643,1,,,,,,,,,5
733713,1,2,,,,1,7,99,,4
733811,1,1,1,5,,,1,2,3,5
733811,2,,,,,,,,,
733811,3,,,,,,,,,
733935,1,,,,,,,,,8
733949,1,,,,,,,,,8
733949,2,,,,,,,,,
733949,3,,,,,,,,,
733950,1,1,3,,1,,,,,7
733950,2,,,,,,,,,
733950,3,,,,,,,,,
733950,4,,,,,,,,,
733950,5,,,,,,,,,
734018,1,,,,,,,,,6
734018,2,,,,,,,,,
734034,1,1,1,,2,,2,4,99,4
734103,1,,,,,,,,,6
734103,2,,,,,,,,,
734115,1,,,,,,,,,6
734115,2,,,,,,,,,
734141,1,,,,,,,,,4
734148,1,,,,,,,,,7
734148,2,1,2,2,,,,,,
734148,3,,,,,,,,,
734148,4,,,,,,,,,
734153,1,,,,,,,,,7
734153,2,,,,,,,,,
734205,1,,,,,,,,,5
734214,1,,,,,,,,,6
734214,2,1,1,1,,,,,,
734214,3,,,,,,,,,
734259,1,2,,,,2,,,,8
734259,2,2,,,,2,,,,
734259,3,,,,,,,,,
734546,1,,,,,,,,,8
734546,2,1,3,3,,,,,,
734760,1,,,,,,,,,4
734833,1,,,,,,,,,5
734835,1,,,,,,,,,6
734835,2,,,,,,,,,
734969,1,,,,,,,,,7
734969,2,1,1,,1,,,,,
734978,1,,,,,,,,,5
735004,1,1,3,,1,,,,,5
735004,2,,,,,,,,,
735005,1,,,,,,,,,4
735009,1,,,,,,,,,5
735030,1,,,,,,,,,6
735030,2,,,,,,,,,
735104,1,,,,,,,,,8
735104,2,1,4,3,,,,,,
735104,3,,,,,,,,,
735104,4,,,,,,,,,
735104,5,,,,,,,,,
735104,6,,,,,,,,,
735119,1,,,,,,,,,8
735119,2,,,,,,,,,
735143,1,,,,,,,,,8
735143,2,,,,,,,,,
735143,3,,,,,,,,,
735143,4,,,,,,,,,
735250,1,,,,,,,,,9
735250,2,,,,,,,,,
735250,3,,,,,,,,,
735250,4,,,,,,,,,
735302,1,,,,,,,,,8
735302,2,1,2,,1,,,,,
735302,3,,,,,,,,,
735328,1,,,,,,,,,6
735345,1,,,,,,,,,9
735345,2,,,,,,,,,
735401,1,,,,,,,,,7
735401,2,,,,,,,,,
735401,3,,,,,,,,,
735401,4,,,,,,,,,
735426,1,1,3,,1,,,,,7
735426,2,,,,,,,,,
735431,1,1,2,,2,,1,2,6,6
735431,2,,,,,,,,,
735436,1,,,,,,,,,5
735616,1,2,,4,,,,,,6
735624,1,1,1,5,,,7,10,1,8
735624,2,,,,,,,,,
735734,1,,,,,,,,,6
735747,1,1,1,2,,,,,,7
735747,2,,,,,,,,,
735747,3,,,,,,,,,
735976,1,,,,,,,,,2
736010,1,1,3,,2,,10,99,,5
736010,2,,,,,,,,,
736010,3,,,,,,,,,
736010,4,,,,,,,,,
736010,5,,,,,,,,,
736037,1,,,,,,,,,5
736206,1,,,,,,,,,9
736206,2,,,,,,,,,
736206,3,,,,,,,,,
736206,4,,,,,,,,,
736212,1,1,1,,1,,,,,7
736212,2,,,,,,,,,
736212,3,,,,,,,,,
736476,1,,,,,,,,,9
736476,2,,,,,,,,,
736476,3,,,,,,,,,
736476,4,,,,,,,,,
736534,1,,,,,,,,,8
736534,2,,,,,,,,,
736534,3,2,,1,,,,,,
736534,4,,,,,,,,,
736579,1,,,,,,,,,6
736579,2,1,3,,1,,,,,
736657,1,,,,,,,,,7
736657,2,1,4,3,,,,,,
736657,3,,,,,,,,,
736657,4,,,,,,,,,
736657,5,,,,,,,,,
736703,1,,,,,,,,,6
736703,2,,,,,,,,,
736753,1,,,,,,,,,5
736862,1,,,,,,,,,6
736918,1,,,,,,,,,8
736918,2,1,2,,1,,,,,
736919,1,,,,,,,,,10
736921,1,,,,,,,,,7
736921,2,,,,,,,,,
736921,3,,,,,,,,,
736921,4,,,,,,,,,
736939,1,,,,,,,,,7
737063,1,,,,,,,,,7
737063,2,,,,,,,,,
737110,1,2,,5,,,7,1,99,7
737208,1,1,2,,2,,10,7,99,9
737208,2,,,,,,,,,
737208,3,2,,1,,,,,,
737215,1,1,2,,1,,,,,8
737218,1,,,,,,,,,7
737336,1,,,,,,,,,7
737336,2,1,1,,1,,,,,
737336,3,,,,,,,,,
737343,1,,,,,,,,,7
737401,1,,,,,,,,,8
737401,2,,,,,,,,,
737401,3,,,,,,,,,
737406,1,,,,,,,,,8
737406,2,,,,,,,,,
737406,3,,,,,,,,,
737420,1,,,,,,,,,7
737420,2,2,,1,,,,,,
737436,1,,,,,,,,,6
737436,2,1,1,2,,,,,,
737436,3,,,,,,,,,
737461,1,,,,,,,,,3
737479,1,,,,,,,,,7
737479,2,,,,,,,,,
737711,1,,,,,,,,,8
737711,2,,,,,,,,,
737746,1,,,,,,,,,7
737746,2,2,,1,,,,,,
737826,1,,,,,,,,,8
737826,2,,,,,,,,,
737860,1,,,,,,,,,6
737860,2,,,,,,,,,
737860,3,,,,,,,,,
737878,1,,,,,,,,,8
737902,1,,,,,,,,,8
737902,2,,,,,,,,,
737902,3,,,,,,,,,
738152,1,,,,,,,,,8
738152,2,,,,,,,,,
738152,3,,,,,,,,,
738152,4,,,,,,,,,
800002,1,,,,,,,,,7
800003,1,,,,,,,,,9
800003,2,1,1,2,,,,,,
800003,3,,,,,,,,,
800008,1,,,,,,,,,8
800008,2,1,1,2,,,,,,
800008,3,,,,,,,,,
800015,1,,,,,,,,,6
800015,2,,,,,,,,,
800020,1,,,,,,,,,10
800029,1,1,1,1,,,,,,7
800029,2,,,,,,,,,
800029,3,,,,,,,,,
800041,1,,,,,,,,,8
800044,1,,,,,,,,,6
800061,1,,,,,,,,,2
800061,2,,,,,,,,,
800106,1,,,,,,,,,8
800106,2,1,2,3,,,,,,
800106,3,,,,,,,,,
800106,4,,,,,,,,,
800112,1,1,2,3,,,,,,5
800112,2,,,,,,,,,
800112,3,,,,,,,,,
800120,1,,,,,,,,,5
800120,2,1,2,,1,,,,,
800120,3,,,,,,,,,
800120,4,,,,,,,,,
800134,1,,,,,,,,,3
800134,2,1,3,3,,,,,,
800134,3,2,,1,,,,,,
800134,4,,,,,,,,,
800134,5,,,,,,,,,
800134,6,,,,,,,,,
800134,7,,,,,,,,,
800171,1,,,,,,,,,5
800171,2,,,,,,,,,
800171,3,,,,,,,,,
800179,1,,,,,,,,,5
800179,2,2,,,,1,9,99,,
800180,1,,,,,,,,,6
800180,2,1,1,,1,,,,,
800180,3,,,,,,,,,
800184,1,,,,,,,,,5
800184,2,2,,,,1,9,99,,
800260,1,,,,,,,,,7
800260,2,1,2,3,,,,,,
800260,3,,,,,,,,,
800269,1,,,,,,,,,1
800269,2,,,,,,,,,
800269,3,,,,,,,,,
800269,4,,,,,,,,,
800269,5,,,,,,,,,
800270,1,1,3,,1,,,,,10
800270,2,,,,,,,,,
800270,3,,,,,,,,,
800274,1,,,,,,,,,8
800274,2,,,,,,,,,
800277,1,,,,,,,,,5
800277,2,,,,,,,,,
800286,1,,,,,,,,,7
800308,1,,,,,,,,,6
800308,2,,,,,,,,,
800308,3,,,,,,,,,
800335,1,,,,,,,,,8
800335,2,1,2,3,,,,,,
800335,3,,,,,,,,,
800335,4,,,,,,,,,
800386,1,,,,,,,,,7
800479,1,,,,,,,,,7
800483,1,,,,,,,,,8
800483,2,,,,,,,,,
800500,1,,,,,,,,,6
800500,2,,,,,,,,,
800518,1,1,1,,1,,,,,6
800518,2,2,,2,,,,,,
800525,1,,,,,,,,,8
800525,2,,,,,,,,,
800543,1,,,,,,,,,7
800543,2,1,2,,2,,9,99,,
800543,3,,,,,,,,,
800543,4,,,,,,,,,
800543,5,,,,,,,,,
800549,1,,,,,,,,,6
800550,1,,,,,,,,,1
800552,1,1,2,3,,,,,,7
800552,2,,,,,,,,,
800552,3,,,,,,,,,
800552,4,,,,,,,,,
800593,1,,,,,,,,,7
800593,2,,,,,,,,,
800593,3,,,,,,,,,
800593,4,,,,,,,,,
800600,1,,,,,,,,,10
800600,2,1,1,,2,,9,10,99,
800614,1,,,,,,,,,8
800614,2,1,2,,1,,,,,
800625,1,,,,,,,,,8
800625,2,1,2,,1,,,,,
800625,3,,,,,,,,,
800625,4,,,,,,,,,
800671,1,,,,,,,,,6
800683,1,1,2,,1,,,,,6
800683,2,,,,,,,,,
800692,1,,,,,,,,,9
800692,2,1,1,1,,,,,,
800692,3,,,,,,,,,
800694,1,,,,,,,,,5
800694,2,,,,,,,,,
800705,1,,,,,,,,,8
800705,2,1,2,,1,,,,,
800705,3,,,,,,,,,
800706,1,2,,2,,,,,,7
800821,1,,,,,,,,,7
800821,2,,,,,,,,,
800833,1,,,,,,,,,7
800836,1,,,,,,,,,9
800842,1,,,,,,,,,8
800842,2,,,,,,,,,
800842,3,,,,,,,,,
800851,1,1,1,,1,,,,,6
800851,2,,,,,,,,,
800853,1,1,1,5,,,8,99,,7
800853,2,,,,,,,,,
800862,1,2,,,,1,1,99,,7
800862,2,,,,,,,,,
800862,3,,,,,,,,,
800902,1,,,,,,,,,5
800906,1,,,,,,,,,6
800906,2,,,,,,,,,
800906,3,2,,,,1,7,99,,
800910,1,1,2,3,,,,,,7
800910,2,,,,,,,,,
800910,3,,,,,,,,,
800910,4,,,,,,,,,
800924,1,2,,2,,,,,,7
800924,2,,,,,,,,,
800937,1,,,,,,,,,6
800937,2,,,,,,,,,
800959,1,,,,,,,,,7
800959,2,,,,,,,,,
800964,1,,,,,,,,,4
800964,2,,,,,,,,,
800966,1,,,,,,,,,4
800973,1,,,,,,,,,4
800981,1,1,2,3,,,,,,5
800981,2,,,,,,,,,
800981,3,,,,,,,,,
800981,4,,,,,,,,,
800984,1,,,,,,,,,6
800986,1,1,4,3,,,,,,8
800986,2,,,,,,,,,
800986,3,,,,,,,,,
800986,4,,,,,,,,,
800986,5,,,,,,,,,
800986,6,,,,,,,,,
800999,1,1,4,,1,,,,,3
800999,2,,,,,,,,,
800999,3,,,,,,,,,
800999,4,,,,,,,,,
800999,5,,,,,,,,,
801011,1,,,,,,,,,6
801028,1,,,,,,,,,8
801028,2,,,,,,,,,
801028,3,,,,,,,,,
801028,4,,,,,,,,,
801032,1,,,,,,,,,3
801034,1,,,,,,,,,4
801037,1,,,,,,,,,8
801037,2,,,,,,,,,
801040,1,1,2,3,,,,,,8
801040,2,,,,,,,,,
801040,3,,,,,,,,,
801040,4,,,,,,,,,
801053,1,1,3,,1,,,,,10
801053,2,,,,,,,,,
801053,3,,,,,,,,,
801053,4,,,,,,,,,
801053,5,,,,,,,,,
801104,1,,,,,,,,,8
801104,2,1,3,,1,,,,,
801111,1,,,,,,,,,8
801114,1,,,,,,,,,6
801116,1,,,,,,,,,8
801116,2,1,2,,2,,9,99,,
801116,3,,,,,,,,,
801202,1,,,,,,,,,8
801202,2,,,,,,,,,
801202,3,,,,,,,,,
801202,4,,,,,,,,,
801221,1,,,,,,,,,9
801221,2,,,,,,,,,
801221,3,,,,,,,,,
801221,4,,,,,,,,,
801221,5,,,,,,,,,
801229,1,,,,,,,,,8
801229,2,,,,,,,,,
801235,1,,,,,,,,,8
801235,2,,,,,,,,,
801235,3,,,,,,,,,
801235,4,,,,,,,,,
801235,5,,,,,,,,,
801235,6,,,,,,,,,
801263,1,,,,,,,,,7
801263,2,,,,,,,,,
801263,3,,,,,,,,,
801271,1,,,,,,,,,6
801279,1,,,,,,,,,6
801288,1,,,,,,,,,8
801289,1,,,,,,,,,6
801317,1,,,,,,,,,6
801317,2,,,,,,,,,
801319,1,,,,,,,,,5
801319,2,,,,,,,,,
801332,1,,,,,,,,,9
801332,2,,,,,,,,,
801332,3,2,,2,,,,,,
801332,4,,,,,,,,,
801332,5,,,,,,,,,
801368,1,,,,,,,,,6
801368,2,,,,,,,,,
801380,1,,,,,,,,,8
801380,2,,,,,,,,,
801380,3,,,,,,,,,
801442,1,2,,2,,,,,,6
801442,2,,,,,,,,,
801448,1,,,,,,,,,6
801448,2,,,,,,,,,
801448,3,,,,,,,,,
801448,4,,,,,,,,,
801457,1,,,,,,,,,5
801457,2,,,,,,,,,
801457,3,,,,,,,,,
801463,1,2,,1,,,,,,6
801463,2,,,,,,,,,
801477,1,,,,,,,,,4
801484,1,,,,,,,,,8
801484,2,,,,,,,,,
801484,3,,,,,,,,,
801484,4,,,,,,,,,
801486,1,,,,,,,,,9
801486,2,1,1,5,,,9,99,,
801486,3,,,,,,,,,
801489,1,,,,,,,,,7
801489,2,,,,,,,,,
801506,1,,,,,,,,,9
801506,2,1,2,3,,,,,,
801506,3,,,,,,,,,
801506,4,,,,,,,,,
801506,5,,,,,,,,,
801506,6,,,,,,,,,
801518,1,,,,,,,,,6
801518,2,1,1,1,,,,,,
801518,3,,,,,,,,,
801523,1,,,,,,,,,5
801523,2,,,,,,,,,
801523,3,,,,,,,,,
801528,1,,,,,,,,,1
801528,2,,,,,,,,,
801533,1,,,,,,,,,5
801536,1,,,,,,,,,7
801536,2,1,2,3,,,,,,
801536,3,,,,,,,,,
801536,4,,,,,,,,,
801543,1,1,1,,2,,9,99,,10
801543,2,,,,,,,,,
801558,1,,,,,,,,,6
801558,2,,,,,,,,,
801596,1,,,,,,,,,6
801596,2,,,,,,,,,
801599,1,1,2,,2,,9,99,,8
801599,2,,,,,,,,,
801599,3,,,,,,,,,
801599,4,,,,,,,,,
801622,1,1,2,3,,,,,,9
801622,2,,,,,,,,,
801622,3,,,,,,,,,
801622,4,,,,,,,,,
801626,1,1,2,3,,,,,,8
801626,2,,,,,,,,,
801626,3,,,,,,,,,
801626,4,,,,,,,,,
801653,1,2,,2,,,,,,9
801686,1,,,,,,,,,6
801686,2,2,,2,,,,,,
801705,1,,,,,,,,,9
801705,2,1,2,,1,,,,,
801705,3,,,,,,,,,
801773,1,,,,,,,,,9
801773,2,1,3,,1,,,,,
801788,1,2,,2,,,,,,9
801789,1,,,,,,,,,8
801789,2,1,1,5,,,9,10,99,
801789,3,,,,,,,,,
801798,1,,,,,,,,,6
801812,1,1,2,2,,,,,,7
801812,2,,,,,,,,,
801812,3,,,,,,,,,
801812,4,,,,,,,,,
801833,1,,,,,,,,,5
801833,2,,,,,,,,,
801851,1,1,1,1,,,,,,8
801851,2,,,,,,,,,
801851,3,,,,,,,,,
801874,1,,,,,,,,,8
801874,2,1,2,,1,,,,,
801874,3,,,,,,,,,
801878,1,,,,,,,,,8
801878,2,,,,,,,,,
801878,3,,,,,,,,,
801878,4,,,,,,,,,
801892,1,,,,,,,,,7
801899,1,,,,,,,,,8
801899,2,1,2,,1,,,,,
801899,3,,,,,,,,,
801905,1,,,,,,,,,8
801905,2,1,2,3,,,,,,
801905,3,,,,,,,,,
801905,4,,,,,,,,,
801906,1,,,,,,,,,8
801906,2,1,1,3,,,,,,
801906,3,2,,2,,,,,,
801907,1,,,,,,,,,6
801907,2,,,,,,,,,
801907,3,,,,,,,,,
801908,1,,,,,,,,,10
801908,2,1,1,3,,,,,,
801908,3,,,,,,,,,
801948,1,,,,,,,,,8
801948,2,,,,,,,,,
801948,3,,,,,,,,,
801948,4,,,,,,,,,
801955,1,,,,,,,,,7
801955,2,,,,,,,,,
801955,3,,,,,,,,,
801985,1,,,,,,,,,4
801985,2,,,,,,,,,
801986,1,,,,,,,,,8
801986,2,1,3,,1,,,,,
801999,1,,,,,,,,,9
801999,2,,,,,,,,,
802003,1,,,,,,,,,4
802004,1,,,,,,,,,4
802007,1,,,,,,,,,2
802007,2,1,3,3,,,,,,
802007,3,,,,,,,,,
802007,4,,,,,,,,,
802007,5,,,,,,,,,
802007,6,,,,,,,,,
802007,7,,,,,,,,,
802007,8,,,,,,,,,
802020,1,,,,,,,,,5
802020,2,,,,,,,,,
802038,1,,,,,,,,,8
802038,2,,,,,,,,,
802038,3,,,,,,,,,
802066,1,,,,,,,,,8
802066,2,,,,,,,,,
802107,1,1,2,3,,,,,,6
802107,2,,,,,,,,,
802107,3,,,,,,,,,
802107,4,,,,,,,,,
802126,1,2,,2,,,,,,6
802127,1,1,2,,1,,,,,7
802127,2,,,,,,,,,
802127,3,,,,,,,,,
802127,4,2,,2,,,,,,
802133,1,,,,,,,,,5
802133,2,,,,,,,,,
802133,3,,,,,,,,,
802133,4,,,,,,,,,
802133,5,,,,,,,,,
802145,1,,,,,,,,,7
802186,1,1,3,3,,,,,,9
802186,2,,,,,,,,,
802186,3,,,,,,,,,
802186,4,,,,,,,,,
802186,5,,,,,,,,,
802223,1,,,,,,,,,7
802223,2,,,,,,,,,
802223,3,,,,,,,,,
802238,1,,,,,,,,,10
802238,2,,,,,,,,,
802238,3,,,,,,,,,
802238,4,,,,,,,,,
802238,5,,,,,,,,,
802253,1,,,,,,,,,5
802257,1,,,,,,,,,7
802257,2,,,,,,,,,
802258,1,,,,,,,,,10
802258,2,1,2,,1,,,,,
802258,3,,,,,,,,,
802258,4,,,,,,,,,
802261,1,2,,,,1,10,8,99,5
802275,1,1,2,,1,,,,,6
802281,1,,,,,,,,,8
802281,2,1,2,1,,,,,,
802281,3,,,,,,,,,
802281,4,,,,,,,,,
802297,1,1,2,,1,,,,,5
802297,2,,,,,,,,,
802297,3,,,,,,,,,
802300,1,,,,,,,,,6
802300,2,,,,,,,,,
802307,1,,,,,,,,,6
802307,2,,,,,,,,,
802324,1,2,,2,,,,,,5
802326,1,,,,,,,,,6
802326,2,2,,2,,,,,,
802337,1,1,3,,1,,,,,6
802349,1,,,,,,,,,7
802349,2,1,1,2,,,,,,
802349,3,,,,,,,,,
802349,4,,,,,,,,,
802364,1,,,,,,,,,7
802364,2,1,3,,1,,,,,
802364,3,,,,,,,,,
802364,4,,,,,,,,,
802365,1,1,2,,1,,,,,8
802365,2,,,,,,,,,
802365,3,,,,,,,,,
802376,1,,,,,,,,,3
802376,2,,,,,,,,,
802425,1,,,,,,,,,7
802425,2,,,,,,,,,
802428,1,,,,,,,,,7
802428,2,,,,,,,,,
802451,1,,,,,,,,,5
802451,2,,,,,,,,,
802480,1,,,,,,,,,5
802480,2,2,,5,,,7,99,,
802497,1,2,,2,,,,,,7
802563,1,,,,,,,,,7
802563,2,,,,,,,,,
802563,3,,,,,,,,,
802563,4,1,2,,1,,,,,
802563,5,,,,,,,,,
802563,6,,,,,,,,,
802564,1,2,,,,1,7,99,,6
802564,2,,,,,,,,,
802594,1,1,1,2,,,,,,9
802595,1,,,,,,,,,6
802595,2,,,,,,,,,
802601,1,,,,,,,,,6
802601,2,,,,,,,,,
802646,1,,,,,,,,,9
802646,2,,,,,,,,,
802656,1,,,,,,,,,6
802656,2,,,,,,,,,
802656,3,,,,,,,,,
802656,4,,,,,,,,,
802675,1,,,,,,,,,8
802675,2,1,2,,1,,,,,
802675,3,,,,,,,,,
802675,4,,,,,,,,,
802684,1,,,,,,,,,8
802684,2,,,,,,,,,
802709,1,,,,,,,,,6
802724,1,,,,,,,,,7
802724,2,1,2,,1,,,,,
802724,3,,,,,,,,,
802724,4,,,,,,,,,
802726,1,,,,,,,,,4
802737,1,2,,,,1,7,6,2,4
802761,1,,,,,,,,,3
802761,2,,,,,,,,,
802761,3,,,,,,,,,
802761,4,,,,,,,,,
802857,1,,,,,,,,,7
802857,2,1,2,,2,,2,1,4,
802857,3,,,,,,,,,
802857,4,,,,,,,,,
802864,1,,,,,,,,,6
802882,1,,,,,,,,,8
802882,2,,,,,,,,,
802905,1,,,,,,,,,8
802905,2,2,,4,,,,,,
802927,1,,,,,,,,,5
802967,1,,,,,,,,,6
802967,2,,,,,,,,,
802977,1,,,,,,,,,6
802977,2,,,,,,,,,
802988,1,,,,,,,,,6
803022,1,2,,2,,,,,,8
803023,1,,,,,,,,,7
803023,2,1,1,,1,,,,,
803043,1,2,,5,,,8,2,99,4
803043,2,,,,,,,,,
803055,1,,,,,,,,,7
803101,1,1,1,,1,,,,,7
803101,2,2,,1,,,,,,
803154,1,2,,2,,,,,,7
803205,1,,,,,,,,,5
803205,2,1,1,,2,,9,99,,
803205,3,,,,,,,,,
803242,1,2,,1,,,,,,5
803294,1,,,,,,,,,7
803312,1,,,,,,,,,6
803312,2,,,,,,,,,
803312,3,,,,,,,,,
803318,1,2,,,,2,,,,7
803318,2,,,,,,,,,
803348,1,,,,,,,,,6
803348,2,,,,,,,,,
803348,3,,,,,,,,,
803362,1,,,,,,,,,7
803371,1,,,,,,,,,7
803371,2,1,2,,1,,,,,
803376,1,,,,,,,,,4
803376,2,,,,,,,,,
803377,1,,,,,,,,,7
803377,2,1,1,2,,,,,,
803377,3,,,,,,,,,
803463,1,,,,,,,,,7
803501,1,,,,,,,,,8
803501,2,,,,,,,,,
803501,3,,,,,,,,,
803501,4,,,,,,,,,
803525,1,,,,,,,,,7
803525,2,1,2,3,,,,,,
803527,1,,,,,,,,,10
803527,2,1,3,2,,,,,,
803527,3,,,,,,,,,
803527,4,,,,,,,,,
803527,5,,,,,,,,,
803532,1,,,,,,,,,6
803532,2,1,3,3,,,,,,
803532,3,,,,,,,,,
