nquest,nord,nordp,nesplav,exlav,etalav,yxlav1,yxlav,prexlav,anxlav1,anxlav,mesixlav,contrib,acontrib,mcontrib,etalav2,datorest,nopend,etapen,coppu,prevcom,anprevcom,mprevcom,coppip,prefpip,prefpip1,prefpip2,motexlav,motexlav1
817839,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817842,1,,1,1,16,,,,,,,2,,,,,,,,,,,,1,,,,
817842,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817842,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817842,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817858,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817858,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
817859,1,,1,1,19,,,,,,,1,28,,,,,,,,,,,1,,,,
817859,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817873,1,,2,1,15,,,,,,,1,18,,35,1,1,65,80,2,,,,2,1,,,
817873,2,,2,1,17,,,,,,,1,15,,40,1,1,,,,,,,,,,,
817873,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817873,4,,1,1,23,1,800,,,,,2,,,,,,,,,,,,,,,,
817879,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817879,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
817886,1,,1,1,41,,,,,,,1,7,,,1,1,65,70,2,,,,2,2,1,,
817886,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817886,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817886,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817891,1,,1,1,22,,,,,,,1,33,,,,,,,,,,,2,1,,,
817891,2,,1,1,25,,,,,,,1,30,,,,,,,,,,,,,,,
817893,1,,2,1,25,,,,,,,1,10,,44,1,1,65,60,2,,,,2,1,,,
817893,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817893,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817893,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817893,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
817895,1,,1,1,21,,,,,,,1,3,,,,,,,,,,,1,,,,
817895,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817895,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817895,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817895,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
817905,1,,1,2,28,1,700,,,,,1,5,,,1,1,65,75,,,,,2,2,2,,
817905,2,,1,1,21,1,800,,,,,1,17,,,1,1,58,60,2,,,,,,,,
817905,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817905,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
817940,1,,1,2,23,,,,,,,1,17,,,,,,,,,,,2,1,,,
817949,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817967,1,,1,1,25,1,500,,,,,1,6,,,1,1,65,80,2,,,,2,2,1,,
817967,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817967,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817975,1,,1,1,30,,,,,,,1,21,,,1,1,65,70,2,,,,2,2,1,,
817975,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817975,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817975,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817992,1,,1,1,16,1,800,,,,,1,15,,,1,1,65,70,2,,,,2,2,1,,
817992,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
817992,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
817992,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818037,1,,1,1,22,1,500,,,,,2,,,,1,1,65,70,2,,,,2,1,,,
818037,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818037,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818037,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818037,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
818040,1,,1,1,41,,,,,,,2,,,,1,1,65,70,2,,,,1,,,,
818040,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818040,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818040,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818040,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
818040,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
818057,1,,1,1,24,1,500,,,,,1,7,,,1,1,65,70,2,,,,2,1,,,
818057,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818057,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818060,1,,1,1,25,1,600,,,,,2,,,,,,,,,,,,1,,,,
818060,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818060,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818060,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818064,1,,1,1,21,,,,,,,1,37,,,,,,,,,,,2,2,2,,
818064,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818064,3,,1,1,23,1,500,,,,,1,5,,,1,1,,,,,,,,,,,
818071,1,,2,1,23,,,,,,,1,39,,,,,,,,,,,2,1,,,
818071,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818090,1,,1,2,24,,,,,,,2,,,,,,,,,,,,1,,,,
818090,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818099,1,,1,1,35,1,1250,,,,,1,5,,,1,1,65,70,2,,,,2,2,1,,
818099,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818099,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818099,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818099,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
818108,1,,1,1,27,,,,,,,1,30,,,,,,,,,,,2,2,2,,
818108,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818113,1,,1,1,33,,,,,,,1,28,,,1,1,65,70,2,,,,2,2,2,,
818113,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818113,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818113,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818125,1,,1,1,22,,,,,,,1,36,,,,,,,,,,,1,,,,
818125,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818127,1,,2,1,20,,,,,,,1,25,,43,1,1,65,70,2,,,,2,2,1,,
818127,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818139,1,,1,1,18,,,,,,,1,35,,,,,,,,,,,2,2,1,,
818139,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818152,1,,1,1,20,2,,,,,,2,,,,1,1,65,0,,,,,2,1,,,
818152,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818152,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818152,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818165,1,,1,1,25,,,,,,,1,35,,,,,,,,,,,2,2,1,,
818165,2,,1,1,20,,,,,,,1,20,,,,,,,,,,,,,,,
818165,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818165,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818166,1,,1,1,18,1,600,,,,,2,,,,1,1,65,50,2,,,,1,,,,
818166,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818166,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818198,1,,1,1,15,2,,,,,,1,5,,,1,1,68,60,2,,,,1,,,,
818198,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818198,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818198,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818198,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
818217,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818226,1,,1,1,24,,,,,,,1,24,,,1,1,65,70,3,,,,2,2,2,,
818226,2,,1,1,23,,,,,,,1,25,,,1,1,,,,,,,,,,,
818226,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818226,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818237,1,,1,1,24,,,,,,,1,40,,,1,1,65,70,2,,,,2,2,2,,
818237,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818245,1,,1,1,28,,,,,,,1,15,,,,,,,,,,,2,1,,,
818245,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818249,1,,1,1,26,,,,,,,1,35,,,,,,,,,,,2,1,,,
818249,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818264,1,,1,1,15,,,,,,,1,22,,,,,,,,,,,1,,,,
818264,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818282,1,,1,1,30,,,,,,,1,22,,,1,1,65,60,2,,,,2,2,1,,
818282,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818282,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818290,1,,1,1,21,,,,,,,1,4,,,1,1,65,60,2,,,,1,,,,
818290,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818290,3,,1,1,24,2,,,,,,2,,,,1,1,,,,,,,,,,,
818290,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818296,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818339,1,,1,1,30,1,800,,,,,2,,,,1,1,65,60,2,,,,1,,,,
818339,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818339,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818339,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818340,1,,1,1,21,,,,,,,1,34,,,1,1,58,75,2,,,,2,2,2,,
818340,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818340,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818345,1,,1,2,29,,,,,,,1,29,,,1,1,70,60,,,,,2,2,2,,
818345,2,,1,1,17,,,,,,,1,15,,,,,,,,,,,,,,,
818345,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818354,1,,3,1,24,1,1200,2,1,4,,1,8,,29,1,2,60,80,2,,,,2,2,2,1,
818354,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818354,3,,5,1,14,,,,,,,1,36,,,,,,,,,,,,,,,
818378,1,,3,1,13,,,,,,,1,40,,,,,,,,,,,2,2,2,,
818378,2,,2,1,12,,,,,,,1,29,,,,,,,,,,,,,,,
818380,1,,10,1,18,1,50,1,2,,3,1,20,,44,1,1,65,50,2,,,,1,,,6,
818380,2,,2,1,20,2,,1,1,2,,1,9,,,,,,,,,,,,,,1,
818380,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818380,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818383,1,,6,3,15,1,250,1,2,,2,1,8,,35,1,1,65,40,,,,,2,2,1,7,
818383,2,,3,3,22,1,60,1,1,3,,1,12,,25,1,2,65,60,2,,,,,,,7,
818387,1,,2,1,21,1,600,2,1,2,,1,8,,23,1,1,60,70,,,,,2,2,2,1,
818396,1,,3,1,16,,,,,,,1,42,,,,,,,,,,,2,2,1,,
818396,2,,3,1,15,,,,,,,1,20,,,,,,,,,,,,,,,
818396,3,,1,1,20,1,400,,,,,1,10,,,1,2,,,,,,,,,,,
818396,4,,1,1,20,1,600,,,,,1,5,,,1,2,,,,,,,,,,,
818398,1,,6,3,17,1,300,1,1,1,,1,16,,28,1,1,65,40,,,,,1,,,7,
818398,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
818402,1,,2,1,14,,,,,,,1,35,,,,,,,,,,,2,2,1,,
818406,1,,2,2,21,,,,,,,1,28,,37,1,1,60,80,,,,,2,1,,,
818406,2,,3,3,16,,,,,,,1,31,,39,1,2,,,,,,,,,,,
818406,3,,1,1,16,1,500,,,,,1,,8,,1,1,,,,,,,,,,,
818407,1,,3,3,14,,,,,,,1,41,,,,,,,,,,,2,2,2,,
818407,2,,2,1,17,1,500,2,1,4,,1,9,,39,1,1,65,25,2,,,,,,,7,
818407,3,,1,1,20,2,,,,,,1,,0,,1,1,,,,,,,,,,,
818407,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818410,1,,1,1,20,1,600,,,,,1,16,,,1,1,60,50,2,,,,2,2,2,,
818410,2,,2,1,20,1,250,1,2,,5,1,6,,23,1,2,60,40,2,,,,,,,1,
818415,1,,4,1,14,1,200,1,2,,9,1,2,,20,1,1,65,40,2,,,,1,,,4,
818420,1,,1,1,12,,,,,,,1,16,,,,,,,,,,,2,1,,,
818420,2,,1,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
818425,1,,2,3,16,,,,,,,1,45,,,,,,,,,,,2,1,,,
818425,2,,1,1,21,,,,,,,1,36,,,1,1,64,75,2,,,,,,,,
818425,3,,4,3,19,1,400,1,1,1,,1,12,,39,1,2,65,50,2,,,,,,,1,
818426,1,,1,2,29,,,,,,,1,37,,,,,,,,,,,1,,,,
818426,2,,2,1,18,1,600,1,1,2,,1,8,,37,1,2,,,,,,,,,,4,
818435,1,,2,1,12,,,,,,,1,40,,,,,,,,,,,1,,,,
818435,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818437,1,,3,1,14,1,200,1,1,3,,1,12,,33,1,2,65,60,2,,,,1,,,1,
818437,2,,1,1,18,,,,,,,1,31,,,1,1,65,60,2,,,,,,,,
818437,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818437,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818439,1,,2,3,13,,,,,,,1,34,,,,,,,,,,,2,2,2,,
818439,2,,2,1,20,,,,,,,1,29,,,,,,,,,,,,,,,
818439,3,,4,1,19,1,400,1,2,,6,1,6,,19,1,1,65,50,2,,,,,,,6,
818446,1,,1,1,20,2,,,,,,1,19,,,1,2,65,50,2,,,,2,2,1,,
818446,2,,1,1,15,,,,,,,1,17,,,1,1,,,,,,,,,,,
818446,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818446,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818446,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
818473,1,,1,1,24,1,850,,,,,1,5,,,1,1,65,50,2,,,,1,,,,
818473,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818487,1,,1,1,18,,,,,,,1,27,,,1,2,67,80,3,,,,2,2,2,,
818491,1,,1,1,24,1,800,,,,,1,14,,,1,1,65,40,2,,,,2,2,2,,
818491,2,,1,1,15,1,300,,,,,1,27,,,1,1,,,,,,,,,,,
818491,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818491,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818515,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818515,2,,1,1,18,,,,,,,1,32,,,1,1,,,,,,,,,,,
818515,3,,1,1,18,1,1300,,,,,1,2,,,1,1,,,,,,,,,,,
818515,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818515,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818517,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818529,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818531,1,,1,1,19,,,,,,,1,40,,,,,,,,,,,2,2,2,,
818531,2,,1,1,15,1,300,,,,,1,15,,,1,1,,,,,,,,,,,
818531,3,,1,1,22,1,900,,,,,1,3,,,1,1,,,,,,,,,,,
818549,1,,1,1,19,1,720,,,,,1,15,,,1,1,60,75,3,,,,1,,,,
818549,2,,1,1,15,1,400,,,,,1,19,,,1,2,,,,,,,,,,,
818549,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818549,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818557,1,,3,3,19,1,800,1,2,,3,1,,6,23,1,1,65,0,,,,,2,2,1,7,
818560,1,,4,3,26,,,,,,,1,34,,,,,,,,,,,2,2,2,,
818560,2,,1,1,24,,,,,,,1,35,,,,,,,,,,,,,,,
818570,1,,1,2,14,,,,,,,1,40,,,,,,,,,,,2,2,2,,
818570,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818571,1,,1,2,23,,,,,,,1,36,,,,,,,,,,,2,2,2,,
818571,2,,2,3,23,,,,,,,1,36,,,,,,,,,,,,,,,
818573,1,,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,2,,
818573,2,,3,1,18,,,,,,,1,35,,,,,,,,,,,,,,,
818577,1,,2,1,14,,,,,,,1,36,,,,,,,,,,,2,2,1,,
818577,2,,1,1,17,,,,,,,1,42,,,,,,,,,,,,,,,
818579,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818579,2,,1,1,20,1,700,,,,,1,20,,,1,1,,,,,,,,,,,
818579,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818591,1,,1,1,16,,,,,,,1,35,,,,,,,,,,,2,2,2,,
818606,1,,3,1,16,,,,,,,1,40,,,,,,,,,,,2,2,2,,
818606,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818606,3,,2,1,21,2,,2,1,7,,1,24,,28,1,1,,,,,,,,,,1,
818612,1,,2,1,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
818620,1,,1,1,20,1,600,,,,,1,1,,,1,1,60,70,2,,,,2,2,1,,
818620,2,,1,1,18,,,,,,,1,31,,,1,1,,,,,,,,,,,
818626,1,,1,1,20,1,400,,,,,1,15,,,1,1,65,70,2,,,,2,1,,,
818626,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818626,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818631,1,,2,1,32,1,600,1,1,1,,1,3,,33,1,1,65,80,2,,,,1,,,1,
818631,2,,2,1,24,1,1100,1,1,1,,1,6,,26,1,1,65,80,2,,,,,,,1,
818631,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818635,1,,4,3,14,,,,,,,1,35,,31,1,1,80,70,,,,,2,2,1,,
818635,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818635,3,,2,3,25,1,25,2,1,5,,1,8,,30,1,1,,,,,,,,,,1,
818635,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818640,1,,1,2,30,,,,,,,2,,,,,,,,,,,,2,2,2,,
818640,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818640,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818642,1,,2,1,13,1,200,2,1,12,,1,17,,25,1,1,65,70,2,,,,1,,,3,
818642,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818642,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818642,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818648,1,,3,1,33,1,700,1,2,,3,2,,,35,1,1,65,40,2,,,,2,1,,6,
818652,1,,1,1,26,,,,,,,1,30,,,,,,,,,,,2,1,,,
818662,1,,2,3,34,,,,,,,1,21,,42,1,1,70,50,,,,,1,,,,
818662,2,,1,1,25,,,,,,,1,18,,,1,1,,,,,,,,,,,
818662,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818662,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818665,1,,3,1,8,1,26,2,1,5,,1,4,,37,1,1,65,20,2,,,,2,2,1,7,
818665,2,,3,1,14,1,25,2,2,,3,2,,,,,,,,,,,,,,,7,
818665,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818665,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818665,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
818670,1,,3,1,28,1,800,2,1,1,,2,,,,,,,,,,,,2,1,,7,
818670,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818670,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818684,1,,3,1,19,1,450,1,1,12,,1,20,,31,1,2,65,75,2,,,,2,2,2,2,
818684,2,,1,1,36,1,300,,,,,1,1,,,1,1,60,70,2,,,,,,,,
818684,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818684,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818690,1,,8,1,16,1,17,2,1,4,,1,12,,35,1,2,80,80,2,,,,2,2,1,1,
818690,2,,2,1,19,1,100,1,1,9,,1,5,,,,,,,,,,,,,,7,
818690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
818690,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
818702,1,,5,1,19,2,,1,1,5,,2,,,27,1,1,60,50,3,,,,2,1,,1,
818702,2,,4,1,13,2,,1,1,8,,2,,,31,1,1,65,20,,,,,,,,1,
818704,1,,3,1,10,,,,,,,1,37,,,,,,,,,,,2,2,2,,
818704,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818716,1,,3,1,23,,,,,,,1,39,,,,,,,,,,,2,2,2,,
818716,2,,1,1,20,,,,,,,1,20,,,,,,,,,,,,,,,
818730,1,,1,1,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
818748,1,,2,1,18,,,,,,,1,36,,,,,,,,,,,2,2,2,,
818752,1,,2,1,19,,,,,,,1,34,,20,1,1,59,80,1,2008,,80,2,2,1,,
818752,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818763,1,,2,1,12,,,,,,,1,8,,42,1,1,60,30,2,,,,2,1,,,
818763,2,,2,1,18,,,,,,,2,,,,,,,,,,,,,,,,
818763,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818763,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818766,1,,2,1,38,,,,,,,1,20,,,,,,,,,,,2,2,1,,
818767,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818768,1,,1,1,24,,,,,,,1,35,,,,,,,,,,,1,,,,
818768,2,,1,1,19,,,,,,,1,35,,,,,,,,,,,,,,,
818768,3,,2,3,26,2,,1,1,2,,1,4,,,,,,,,,,,,,,1,
818769,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818771,1,,1,1,20,,,,,,,1,38,,,,,,,,,,,2,2,2,,
818771,2,,1,1,25,,,,,,,1,30,,,,,,,,,,,,,,,
818771,3,,1,1,18,,,,,,,1,20,,,,,,,,,,,,,,,
818857,1,,1,1,16,,,,,,,1,36,,,,,,,,,,,2,2,2,,
818860,1,,1,1,25,,,,,,,1,36,,,1,2,60,90,2,,,,2,2,2,,
818860,2,,2,1,24,,,,,,,1,20,,33,1,1,65,70,2,,,,,,,,
818860,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818860,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818862,1,,2,3,10,,,,,,,1,40,,,,,,,,,,,2,1,,,
818862,2,,2,3,14,,,,,,,1,40,,,,,,,,,,,,,,,
818862,3,,2,1,17,2,,1,1,7,,1,19,,24,1,1,,,,,,,,,,1,
818869,1,,3,1,20,1,400,1,1,2,,1,21,,25,1,1,65,85,2,,,,1,,,1,
818869,2,,1,1,20,,,,,,,1,5,,,,,,,,,,,,,,,
818869,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818869,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818884,1,,1,1,15,,,,,,,1,37,,,,,,,,,,,2,2,2,,
818884,2,,2,1,18,,,,,,,1,23,,34,1,1,,,,,,,,,,,
818884,3,,1,1,20,2,,,,,,1,7,,,1,1,,,,,,,,,,,
818885,1,,1,1,21,,,,,,,1,36,,,,,,,,,,,1,,,,
818893,1,,3,2,22,,,,,,,1,37,,,,,,,,,,,2,2,2,,
818893,2,,1,1,35,,,,,,,1,16,,,,,,,,,,,,,,,
818909,1,,3,3,22,,,,,,,1,35,,,,,,,,,,,2,2,2,,
818909,2,,1,1,24,,,,,,,1,39,,,1,2,,,,,,,,,,,
818909,3,,2,1,24,1,1800,2,1,1,,1,1,,27,1,2,,,,,,,,,,1,
818915,1,,1,1,20,,,,,,,1,40,,,,,,,,,,,2,2,2,,
818915,2,,2,1,16,,,,,,,1,35,,,,,,,,,,,,,,,
818915,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818924,1,,3,3,34,,,,,,,1,25,,43,1,1,65,70,2,,,,2,2,2,,
818924,2,,6,3,26,,,,,,,1,34,,42,1,1,62,50,,,,,,,,,
818972,1,,2,3,15,,,,,,,1,9,,41,1,1,65,50,,,,,2,2,2,,
818988,1,,3,3,18,1,100,1,1,1,,1,4,,21,1,1,65,80,,,,,1,,,6,
818988,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
818988,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
819000,1,,1,1,15,2,,,,,,1,14,,,1,1,65,70,2,,,,1,,,,
819000,2,,1,1,20,2,,,,,,2,,,,,,,,,,,,,,,,
819000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
819000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
819000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
819003,1,,3,1,18,,,,,,,1,5,,44,1,1,65,60,2,,,,1,,,,
819010,1,,4,3,20,1,250,1,1,2,,1,20,,29,1,2,60,40,,,,,2,2,1,1,
819010,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819027,1,,2,1,14,2,,1,3,,,1,2,,38,1,1,65,80,2,,,,1,,,3,
819027,2,,1,1,20,2,,,,,,2,,,,,,,,,,,,,,,,
819027,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
819027,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
819027,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
819031,1,,1,1,13,,,,,,,1,35,,,,,,,,,,,1,,,,
819045,1,,1,1,27,,,,,,,1,21,,,1,1,65,70,2,,,,2,2,2,,
819045,2,,1,1,27,,,,,,,1,21,,,1,1,,,,,,,,,,,
819048,1,,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,2,,
819048,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819049,1,,1,1,25,,,,,,,1,35,,,,,,,,,,,2,2,2,,
819049,2,,1,1,21,,,,,,,1,30,,,,,,,,,,,,,,,
819050,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819124,1,,1,2,35,1,500,,,,,1,6,,,1,1,70,10,,,,,2,2,2,,
819124,2,,1,1,29,1,1100,,,,,1,7,,,1,2,65,50,2,,,,,,,,
819124,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
819125,1,,1,2,26,,,,,,,1,27,,,1,1,60,100,,,,,1,,,,
819125,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819125,3,,1,1,31,1,800,,,,,1,1,,,1,2,,,,,,,,,,,
819126,1,,1,1,25,,,,,,,1,31,,,1,1,61,80,2,,,,2,2,2,,
819126,2,,4,3,17,,,,,,,1,40,,,,,,,,,,,,,,,
819126,3,,1,1,20,1,800,,,,,1,1,,,1,1,,,,,,,,,,,
819127,1,,6,1,17,,,,,,,1,37,,,,,,,,,,,2,2,2,,
819127,2,,3,3,17,,,,,,,1,7,,,,,,,,,,,,,,,
819129,1,,2,3,20,,,,,,,1,21,,39,1,2,66,60,2,,,,2,2,2,,
819129,2,,1,1,30,1,600,,,,,1,9,,,1,2,,,,,,,,,,,
819129,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
819139,1,,1,1,34,1,1100,,,,,1,,2,,1,2,65,60,3,,,,2,2,2,,
819139,2,,2,1,20,1,500,1,2,,1,1,5,,38,1,2,,,,,,,,,,7,
819139,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819139,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819139,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
819142,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
819142,2,,1,1,20,1,700,,,,,1,8,,,1,1,,,,,,,,,,,
819142,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
819148,1,,3,3,18,1,30,1,1,4,,1,10,,36,1,1,65,50,,,,,1,,,1,
