nquest,nord,nordp,nesplav,exlav,etalav,yxlav1,yxlav,prexlav,anxlav1,anxlav,mesixlav,contrib,acontrib,mcontrib,etalav2,datorest,nopend,etapen,coppu,prevcom,anprevcom,mprevcom,coppip,prefpip,prefpip1,prefpip2,motexlav,motexlav1
717434,2,2,5,1,23,1,400,1,1,1,,1,10,,31,1,1,60,50,1,2007,1,55,,,,1,
717434,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
717434,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
717434,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
717434,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
717500,1,98,2,1,20,2,,1,1,3,,2,,,30,1,1,65,60,2,,,,2,2,2,1,
717500,2,1,2,1,18,2,,1,1,5,,2,,,25,1,1,60,60,2,,,,,,,1,
717500,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
717500,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
717535,1,1,1,1,30,,,,,,,1,29,,,1,2,65,85,2,,,,2,2,2,,
717535,2,2,1,1,25,,,,,,,1,6,,,,,,,,,,,,,,,
717535,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
717535,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
717541,1,1,3,1,14,,,,,,,1,40,,,,,,,,,,,2,2,1,,
717541,2,2,1,1,14,,,,,,,1,10,,,,,,,,,,,,,,,
717605,1,1,4,3,21,2,,1,1,2,,1,13,,32,1,1,68,50,2,,,,1,,,1,
717605,2,2,3,3,19,2,,2,1,2,,1,13,,34,1,1,55,30,2,,,,,,,7,
717605,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
717619,1,1,3,1,16,2,,1,1,2,,1,9,,27,1,1,65,60,2,,,,2,1,,3,
717619,2,2,2,1,20,2,,1,1,2,,1,8,,23,1,1,,,,,,,,,,7,
717624,1,1,6,3,15,2,,3,1,3,,1,10,,33,1,1,60,50,2,,,,1,,,7,
717624,2,2,3,3,14,2,,3,1,10,,1,6,,34,1,1,,,,,,,,,,1,
717624,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
717669,1,1,6,3,16,2,,1,1,2,,1,7,,31,1,1,65,50,2,,,,1,,,3,
717669,2,10,4,3,17,2,,3,1,2,,1,1,,27,1,1,60,40,3,,,,,,,7,
717669,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
717801,1,1,1,2,15,,,,,,,2,,,,,,,,,,,,1,,,,
717801,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
717801,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
717801,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
717804,1,1,1,1,30,2,,,,,,1,3,,,1,1,65,60,3,,,,1,,,,
717804,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
717809,1,1,2,3,10,2,,3,3,,,2,,,,,,,,,,,,1,,,2,
717809,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
717809,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
717809,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
717809,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
717809,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
717809,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,
717834,1,1,5,3,35,,,,,,,2,,,56,1,1,65,100,,,,,1,,,,
717858,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
717865,1,1,1,1,20,2,,,,,,2,,,,1,1,65,100,2,,,,1,,,,
717865,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
717871,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
717877,1,1,1,1,25,1,600,,,,,1,15,,,1,1,65,60,2,,,,1,,,,
717885,1,1,1,2,10,,,,,,,2,,,,,,,,,,,,1,,,,
717885,2,2,1,2,25,,,,,,,2,,,,,,,,,,,,,,,,
717885,3,4,1,2,13,2,,,,,,2,,,,,,,,,,,,,,,,
717885,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
717885,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
717900,1,1,1,1,31,1,800,,,,,1,2,,,1,1,65,100,2,,,,1,,,,
717900,2,2,1,2,30,1,30,,,,,1,4,,,1,1,60,100,,,,,,,,,
717900,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
717901,1,1,1,2,23,2,,,,,,1,5,,,1,1,65,100,,,,,2,2,2,,
717901,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
717901,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
717901,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
718005,1,1,2,3,14,,,,,,,1,31,,18,1,1,75,50,,,,,2,2,2,,
718005,2,2,1,1,20,,,,,,,1,23,,,1,1,,,,,,,,,,,
718005,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
718005,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
718006,1,1,2,1,29,1,800,1,1,2,,1,2,,36,1,2,65,60,2,,,,2,2,2,6,
718115,1,1,3,1,15,,,,,,,1,37,,,,,,,,,,,2,1,,,
718115,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
718115,3,3,1,1,21,2,,,,,,1,11,,,1,2,,,,,,,,,,,
718212,1,1,1,1,28,,,,,,,1,35,,,,,,,,,,,2,2,2,,
718252,1,1,1,1,17,,,,,,,1,35,,,,,,,,,,,1,,,,
718252,2,2,3,1,17,,,,,,,1,25,,44,1,2,,,,,,,,,,,
718252,3,3,1,1,23,1,1300,,,,,1,6,,,1,2,,,,,,,,,,,
718252,4,4,1,1,20,1,1200,,,,,1,4,,,1,2,,,,,,,,,,,
718272,1,1,3,3,17,2,,2,1,2,,1,17,,34,1,2,65,60,2,,,,2,2,1,7,
718272,2,2,1,1,27,2,,,,,,1,11,,,1,1,60,80,2,,,,,,,,
718272,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718272,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
718429,1,1,1,1,18,,,,,,,1,30,,,1,1,65,75,2,,,,2,2,1,,
718463,1,1,1,1,20,1,800,,,,,1,18,,,1,1,65,60,2,,,,2,2,2,,
718506,1,1,2,1,29,,,,,,,1,40,,,,,,,,,,,2,2,2,,
718506,2,2,1,2,25,,,,,,,2,,,,,,,,,,,,,,,,
718526,1,1,5,1,18,1,800,1,1,2,,1,6,,36,1,2,60,50,2,,,,1,,,7,
718526,2,3,5,1,18,2,,2,1,2,,1,6,,40,1,1,60,50,2,,,,,,,7,
718526,3,4,2,1,18,1,620,2,2,,6,1,2,,19,1,1,,,,,,,,,,1,
718531,1,1,4,3,24,1,250,1,2,,6,1,2,,30,1,1,60,20,3,,,,2,1,,6,
718531,2,2,2,3,27,2,,1,3,,,1,10,,27,1,1,,,,,,,,,,7,
718531,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718531,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
718600,1,1,2,3,21,1,600,1,1,1,,1,14,,33,1,1,60,57,,,,,2,1,,1,
718600,2,2,3,3,19,1,150,2,1,4,,1,15,,29,1,1,65,60,,,,,,,,1,
718600,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718600,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
718610,1,1,1,1,32,2,,,,,,1,7,,,1,1,65,50,2,,,,1,,,,
718610,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
718610,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718610,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
718621,1,1,1,1,15,,,,,,,1,15,,,1,2,65,50,2,,,,2,1,,,
718621,2,2,2,1,15,1,500,1,1,1,,1,10,,35,1,2,60,50,2,,,,,,,7,
718621,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718621,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
718624,1,1,2,1,16,,,,,,,1,38,,25,1,2,61,80,2,,,,2,2,2,,
718624,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
718624,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718645,1,1,4,3,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
718645,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
718674,1,1,4,3,26,,,,,,,1,33,,51,1,2,70,70,,,,,2,1,,,
718674,2,2,1,2,26,,,,,,,1,26,,,1,1,62,50,,,,,,,,,
718674,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
718674,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
718674,5,5,1,1,20,1,1000,,,,,1,1,,,1,2,,,,,,,,,,,
718727,1,1,2,1,26,1,950,1,1,7,,1,18,,34,1,1,60,75,2,,,,2,2,2,1,
718727,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
718727,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
718738,1,1,1,1,18,,,,,,,1,40,,,,,,,,,,,2,2,2,,
718752,1,1,4,2,18,,,,,,,1,39,,,,,,,,,,,2,2,1,,
718764,1,1,1,1,23,,,,,,,1,26,,,1,1,65,70,2,,,,2,2,2,,
718764,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
718764,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
718764,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
718767,1,1,1,2,27,,,,,,,1,15,,,1,1,65,60,,,,,2,2,2,,
718767,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
718767,3,3,1,1,23,1,600,,,,,1,5,,,1,1,,,,,,,,,,,
718772,1,1,1,1,21,,,,,,,1,25,,,,,,,,,,,2,2,2,,
718772,2,2,1,2,29,1,1000,,,,,1,10,,,1,1,,,,,,,,,,,
718772,3,3,1,1,26,1,500,,,,,1,9,,,1,1,,,,,,,,,,,
718812,1,1,1,1,25,1,800,,,,,1,8,,,1,1,60,70,2,,,,2,2,2,,
718832,1,1,2,1,15,,,,,,,1,36,,24,1,1,65,75,3,,,,2,2,2,,
718832,2,2,1,1,15,,,,,,,1,36,,,,,,,,,,,,,,,
718832,3,3,2,1,28,2,,2,3,,,2,,,,,,,,,,,,,,,7,
718832,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
718837,1,1,1,1,23,,,,,,,1,35,,,1,1,65,70,2,,,,2,2,2,,
718837,2,2,1,1,27,,,,,,,1,27,,,1,1,,,,,,,,,,,
718837,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
718837,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
718910,1,1,3,1,25,,,,,,,1,36,,,,,,,,,,,2,2,2,,
718910,2,2,1,1,18,,,,,,,1,15,,,,,,,,,,,,,,,
719025,1,1,1,1,24,,,,,,,1,29,,,1,2,60,80,2,,,,2,2,1,,
719025,2,2,3,1,15,2,,1,1,2,,1,11,,31,1,2,60,80,2,,,,,,,1,
719033,1,1,1,1,22,,,,,,,1,33,,,,,,,,,,,2,2,2,,
719062,1,1,3,1,16,,,,,,,1,25,,,,,,,,,,,2,2,1,,
719062,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
719062,3,3,2,3,18,2,,2,1,10,,1,16,,28,1,2,,,,,,,,,,1,
719062,4,4,3,1,19,2,,1,1,1,,1,3,,,,,,,,,,,,,,6,
719075,1,1,4,1,19,,,,,,,1,15,,,,,,,,,,,2,2,1,,
719109,1,1,1,1,20,,,,,,,1,15,,,1,1,65,60,2,,,,2,2,2,,
719109,2,2,1,1,20,2,,,,,,1,19,,,1,1,,,,,,,,,,,
719109,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
719109,4,10,1,1,20,2,,,,,,1,5,,,1,1,,,,,,,,,,,
719121,1,1,2,1,18,,,,,,,1,20,,,,,,,,,,,2,2,2,,
719121,2,2,1,1,19,2,,,,,,1,20,,,1,1,60,60,3,,,,,,,,
719121,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
719334,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
719334,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
719334,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
719350,1,1,4,1,20,,,,,,,1,30,,28,1,1,70,80,2,,,,2,2,2,,
719358,1,1,1,1,27,,,,,,,1,40,,,,,,,,,,,2,2,2,,
719407,1,1,1,2,18,,,,,,,1,40,,,,,,,,,,,1,,,,
719407,2,2,1,1,25,,,,,,,1,30,,,,,,,,,,,,,,,
719437,1,1,1,1,27,,,,,,,1,36,,,1,1,65,100,3,,,,2,1,,,
719437,2,2,1,1,19,,,,,,,1,25,,,,,,,,,,,,,,,
719437,3,4,1,1,23,1,500,,,,,1,5,,,1,2,,,,,,,,,,,
719528,1,1,1,1,15,2,,,,,,2,,,,1,1,70,50,2,,,,1,,,,
719556,1,1,2,1,14,,,,,,,1,22,,14,1,1,65,50,2,,,,2,2,2,,
719565,1,1,1,1,20,,,,,,,1,25,,,,,,,,,,,2,2,2,,
719565,2,2,1,1,20,,,,,,,1,20,,,1,1,,,,,,,,,,,
719565,3,3,1,1,31,1,1000,,,,,1,1,,,1,1,,,,,,,,,,,
719565,4,4,1,2,28,1,700,,,,,1,1,,,1,1,,,,,,,,,,,
719571,1,1,1,1,26,,,,,,,1,21,,,1,1,65,90,3,,,,2,2,1,,
719571,2,2,1,1,30,,,,,,,1,16,,,1,1,,,,,,,,,,,
719571,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
719571,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
719606,1,1,2,1,20,,,,,,,1,30,,,,,,,,,,,1,,,,
719609,1,1,2,1,24,,,,,,,1,31,,,,,,,,,,,2,2,1,,
719611,1,1,1,1,18,,,,,,,1,30,,,,,,,,,,,2,2,1,,
719611,2,2,1,1,23,,,,,,,1,30,,,,,,,,,,,,,,,
719611,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
719613,1,1,1,1,14,,,,,,,1,25,,,,,,,,,,,1,,,,
719613,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
719613,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
719615,1,1,1,1,29,,,,,,,1,25,,,,,,,,,,,2,2,1,,
719615,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
719615,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
719615,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
719628,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
719647,1,1,1,1,24,1,600,,,,,2,,,,1,1,65,50,2,,,,2,1,,,
719647,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
719656,1,1,1,1,16,,,,,,,1,20,,,,,,,,,,,2,1,,,
719656,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
719656,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
719656,4,3,1,2,27,2,,,,,,1,13,,,1,1,,,,,,,,,,,
719656,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
719656,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
719666,1,1,2,1,25,,,,,,,1,25,,,,,,,,,,,2,1,,,
719666,2,3,1,1,38,2,,,,,,2,,,,1,1,65,60,3,,,,,,,,
719679,1,1,1,1,28,,,,,,,1,30,,,,,,,,,,,2,1,,,
719679,2,2,1,1,35,,,,,,,1,12,,,1,1,,,,,,,,,,,
719702,1,1,1,2,23,2,,,,,,1,19,,,1,2,65,70,,,,,2,2,2,,
719702,2,2,1,2,35,2,,,,,,1,8,,,1,1,60,50,,,,,,,,,
719712,1,1,2,2,14,,,,,,,2,,,,,,,,,,,,2,2,2,,
719712,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
719714,1,1,1,1,27,1,500,,,,,1,18,,,1,2,65,80,2,,,,2,2,2,,
719714,2,2,1,2,18,,,,,,,1,20,,,1,2,,,,,,,,,,,
719722,1,1,1,2,15,,,,,,,1,20,,,,,,,,,,,2,1,,,
719722,2,2,3,3,16,,,,,,,1,1,,,,,,,,,,,,,,,
719763,1,5,1,1,33,1,1000,,,,,1,3,,,1,2,60,70,2,,,,2,2,1,,
719763,2,1,1,2,20,,,,,,,1,40,,,1,2,,,,,,,,,,,
719763,3,2,1,1,18,,,,,,,1,35,,,,,,,,,,,,,,,
719763,4,4,1,2,30,2,,,,,,1,8,,,1,2,,,,,,,,,,,
719801,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
719801,2,2,3,1,18,,,,,,,1,32,,21,1,1,60,80,2,,,,,,,,
719801,3,3,2,1,24,2,,1,1,2,,1,15,,28,1,1,,,,,,,,,,1,
719810,1,1,4,1,23,,,,,,,1,36,,,,,,,,,,,2,2,2,,
719810,2,2,1,1,19,,,,,,,1,2,,,,,,,,,,,,,,,
719810,3,3,1,1,26,1,420,,,,,1,1,,,1,2,,,,,,,,,,,
719810,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
719835,1,1,2,3,16,,,,,,,1,15,,48,1,1,65,40,,,,,2,2,2,,
719835,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
719840,1,1,2,1,16,,,,,,,1,30,,,,,,,,,,,2,2,1,,
719840,2,2,1,1,34,1,800,,,,,1,8,,,1,1,70,70,2,,,,,,,,
719840,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
719840,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
719940,1,2,1,1,19,1,1400,,,,,1,,7,,1,1,60,60,3,,,,2,1,,,
719963,1,2,1,1,21,1,350,,,,,1,23,,,1,1,60,100,2,,,,2,2,2,,
719963,2,1,1,1,22,,,,,,,1,24,,,1,1,65,100,2,,,,,,,,
719963,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
719963,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
719963,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
720003,1,1,2,3,23,1,300,3,1,2,,1,6,,32,1,2,65,80,,,,,2,2,1,1,
720003,2,2,3,1,16,1,300,2,1,2,,1,10,,28,1,2,60,80,2,,,,,,,1,
720003,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720003,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
720009,1,1,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,2,,
720009,2,2,1,1,17,,,,,,,1,35,,,,,,,,,,,,,,,
720110,1,1,3,3,16,,,,,,,1,29,,,,,,,,,,,2,2,2,,
720110,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720116,1,1,2,3,29,,,,,,,1,30,,43,1,1,65,50,,,,,1,,,,
720116,2,2,1,1,25,,,,,,,1,27,,,1,1,,,,,,,,,,,
720116,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720116,4,10,1,1,20,1,600,,,,,2,,,,1,1,,,,,,,,,,,
720116,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,
720117,1,1,1,2,29,2,,,,,,1,11,,,1,1,65,50,,,,,1,,,,
720117,2,2,2,1,28,2,,2,1,3,,1,15,,31,1,2,,,,,,,,,,1,
720117,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720117,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
720138,1,1,3,3,15,2,,1,1,3,,1,20,,28,1,1,65,70,,,,,2,2,1,1,
720138,2,2,1,1,20,1,300,,,,,1,5,,,,,,,,,,,,,,,
720138,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720138,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
720139,1,1,3,1,19,,,,,,,1,39,,40,1,1,65,90,2,,,,2,2,2,,
720139,2,2,1,1,22,,,,,,,1,30,,,1,1,,,,,,,,,,,
720139,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720157,1,1,2,3,16,,,,,,,1,30,,30,1,1,65,40,,,,,2,2,2,,
720157,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720161,1,1,1,2,15,,,,,,,1,27,,,,,,,,,,,2,2,2,,
720161,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720163,1,2,1,1,24,,,,,,,1,26,,,1,2,60,80,2,,,,2,2,2,,
720163,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720163,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
720209,1,1,2,1,24,,,,,,,1,24,,28,1,1,65,70,2,,,,1,,,,
720209,2,2,1,1,27,,,,,,,1,24,,,1,1,60,70,2,,,,,,,,
720209,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720209,4,4,1,1,25,1,400,,,,,1,,10,,,,,,,,,,,,,,
720209,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
720238,1,1,1,1,15,,,,,,,1,37,,,,,,,,,,,2,2,2,,
720256,1,1,2,1,14,2,,2,1,10,,1,17,,28,1,1,65,80,1,2007,,90,1,,,1,
720256,2,2,1,1,19,1,300,,,,,1,4,,,,,,,,,,,,,,,
720256,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720256,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
720312,1,1,2,1,29,1,400,1,1,4,,2,,,41,1,1,65,0,2,,,,2,2,2,7,
720312,2,2,1,2,20,1,400,,,,,1,18,,,1,1,,,,,,,,,,,
720312,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720373,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
720373,2,2,1,1,17,,,,,,,1,28,,,1,2,,,,,,,,,,,
720373,3,3,1,1,22,1,1000,,,,,1,,9,,1,1,,,,,,,,,,,
720373,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
720403,1,1,2,3,18,,,,,,,2,,,48,1,1,60,70,,,,,1,,,,
720403,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720404,1,1,2,3,16,,,,,,,1,18,,23,1,2,65,60,2,,,,2,2,1,,
720404,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720404,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720404,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
720404,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
720404,6,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
720415,1,1,2,3,20,,,,,,,1,8,,,,,,,,,,,2,2,1,,
720415,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720415,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720416,1,1,2,1,15,,,,,,,1,27,,,,,,,,,,,2,2,1,,
720416,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720416,3,3,2,3,20,1,600,1,1,3,,1,3,,27,2,,,,,,,,,,,2,
720503,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
720503,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720503,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720566,1,1,1,1,23,2,,,,,,1,8,,,1,1,65,60,2,,,,1,,,,
720566,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720566,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720566,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
720566,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
720566,6,98,,,,,,,,,,,,,,,,,,,,,,,,,,
720593,1,1,1,1,15,,,,,,,1,35,,,,,,,,,,,2,2,1,,
720593,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720603,1,1,2,1,12,1,150,1,1,12,,2,,,24,1,1,65,50,2,,,,1,,,1,
720603,2,2,1,1,18,1,100,,,,,2,,,,,,,,,,,,,,,,
720603,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720603,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
720610,1,1,2,1,22,,,,,,,1,24,,49,1,1,68,70,2,,,,2,1,,,
720610,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720610,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
720610,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
720610,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
720634,1,1,1,1,25,,,,,,,1,29,,,1,1,60,75,2,,,,2,2,1,,
720634,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720634,3,3,1,1,20,1,500,,,,,2,,,,,,,,,,,,,,,,
720646,1,1,1,1,23,,,,,,,1,31,,,,,,,,,,,1,,,,
720646,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720784,1,1,1,1,30,,,,,,,1,35,,,,,,,,,,,1,,,,
720784,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720854,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
720883,1,1,1,1,25,2,,,,,,1,6,,,1,1,65,70,2,,,,2,1,,,
720883,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720883,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
720889,1,1,1,1,25,,,,,,,1,35,,,,,,,,,,,2,1,,,
720889,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
720889,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721201,1,2,2,3,20,2,,2,1,7,,1,19,,35,1,1,60,80,2,,,,2,2,2,2,
721201,2,1,1,1,20,1,150,,,,,1,4,,,,,,,,,,,,,,,
721201,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
721201,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
721203,1,1,1,1,25,,,,,,,1,31,,,1,1,65,80,2,,,,1,,,,
721203,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
721203,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721203,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
721260,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
721303,1,1,2,1,15,,,,,,,1,34,,18,1,1,60,90,2,,,,2,2,1,,
721303,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
721303,3,3,1,1,20,1,950,,,,,1,5,,,1,1,,,,,,,,,,,
721303,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
721345,1,1,3,3,15,,,,,,,1,24,,,,,,,,,,,2,1,,,
721345,2,2,1,1,18,,,,,,,1,15,,,,,,,,,,,,,,,
721520,1,1,10,1,16,,,,,,,1,30,,41,1,1,57,60,1,2007,6,75,2,1,,,
721520,2,2,6,1,15,1,125,2,1,2,,1,20,,40,1,1,65,65,1,2007,6,75,,,,1,
721520,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721520,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
721521,1,1,1,1,18,,,,,,,1,37,,,,,,,,,,,2,2,2,,
721521,2,2,6,1,16,,,,,,,1,15,,,,,,,,,,,,,,,
721521,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721521,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
721548,1,1,3,3,18,,,,,,,1,34,,42,1,1,65,70,,,,,2,2,2,,
721548,2,2,4,1,18,,,,,,,1,30,,20,1,1,59,50,1,2007,1,60,,,,,
721602,1,1,1,1,14,,,,,,,1,40,,,,,,,,,,,2,2,2,,
721602,2,2,1,1,17,,,,,,,1,30,,,1,1,,,,,,,,,,,
721628,1,1,2,1,16,1,650,2,1,2,,1,11,,26,1,1,60,75,2,,,,2,2,2,1,
721631,1,1,1,2,14,,,,,,,1,40,,,,,,,,,,,2,2,2,,
721631,2,2,1,2,23,,,,,,,1,37,,,,,,,,,,,,,,,
721717,1,1,5,1,23,1,500,2,1,3,,1,20,,28,1,2,63,55,2,,,,2,2,1,1,
721717,2,2,2,1,27,1,700,1,2,,2,1,6,,27,1,1,60,55,1,2008,1,65,,,,7,
