nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,pubblico,dimaz,oretot,pstra,orestra,ylm,integ,ylnm,nattivita
812849,4,2,1,1,1,1,12,2,2,40,1,10,15000,2,0,1
812863,1,1,1,1,1,1,12,1,,40,2,,16000,2,0,1
812863,2,1,1,1,1,1,12,2,6,40,2,,14000,2,0,1
812865,1,1,1,1,1,1,12,2,4,40,2,,13188,2,0,1
812865,2,1,1,1,1,1,12,2,6,45,1,5,15330,2,0,1
812872,2,1,1,1,1,1,12,2,2,40,2,,15000,2,0,1
812875,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
812876,1,1,1,1,1,1,12,2,2,40,2,,11000,2,0,1
812876,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0,1
812887,1,1,1,1,1,1,12,2,7,40,2,,16688,2,0,1
812887,2,1,1,1,1,1,12,1,,40,2,,16940,2,0,1
812887,3,1,1,1,1,1,12,2,4,40,2,,14280,2,0,1
812887,4,1,1,1,1,1,12,2,4,40,2,,13090,2,0,1
812889,2,1,1,1,1,1,12,2,2,40,2,,18000,2,0,1
812892,1,1,1,1,1,1,12,2,1,40,2,,14000,2,0,1
812896,1,1,1,1,2,1,12,2,2,50,1,10,12610,1,,1
812904,1,1,1,1,1,1,12,2,1,40,2,,11000,2,0,1
812904,2,1,1,1,1,1,12,2,2,40,2,,17000,2,0,1
812915,3,1,1,1,1,1,12,2,6,40,2,,16492,2,0,1
812916,2,1,1,1,1,1,12,2,2,45,1,5,17550,2,0,1
812916,3,1,1,1,2,1,12,2,2,40,2,,16250,2,0,1
812917,1,1,1,1,1,1,12,2,3,40,2,,17024,2,0,1
812919,2,1,1,1,1,1,12,2,2,40,2,,19500,2,0,1
812920,1,1,1,1,1,1,12,2,7,36,1,4,18200,1,,1
812920,2,1,1,1,1,1,12,2,2,36,2,,16900,2,0,1
812932,1,1,1,1,1,1,12,2,2,40,2,,15600,2,0,1
812932,2,2,1,2,1,1,12,2,6,24,2,,9100,2,0,1
812989,1,1,1,2,1,1,12,2,2,36,2,,49000,1,480,1
812992,1,1,1,1,1,1,12,2,2,40,1,2,18200,2,0,1
812999,1,1,1,1,1,1,12,2,6,50,2,,32000,1,800,1
813026,1,1,1,1,1,1,12,2,7,45,1,5,27000,1,1200,1
813026,2,2,1,1,1,1,12,2,7,40,2,,18000,1,200,1
813028,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0,1
813039,2,1,1,1,1,1,12,1,,38,1,2,15000,2,0,1
813056,3,1,1,1,1,1,12,2,4,40,2,,12500,2,0,1
813056,4,1,1,1,2,2,9,2,5,36,1,2,9000,2,0,1
813061,2,1,1,2,1,1,12,2,5,5,2,,22000,2,0,1
813099,1,1,1,1,1,1,12,1,,25,2,,23000,2,0,1
813099,2,2,1,1,1,2,8,1,,25,2,,14400,2,0,1
813099,4,1,1,1,2,1,12,2,2,36,2,,15000,2,0,1
813104,1,1,1,1,1,1,12,1,,36,2,,19500,2,0,1
813104,2,2,1,2,1,1,12,2,1,25,2,,13000,2,0,1
813109,1,1,1,1,1,1,12,2,7,40,2,,35000,1,1200,1
813109,2,1,1,1,1,1,12,1,,35,2,,20000,2,0,1
813111,4,1,1,1,2,1,12,2,5,40,2,,14000,2,0,1
813133,1,1,1,1,1,1,12,2,2,36,2,,18000,2,0,1
813135,2,1,1,1,1,1,12,2,4,50,1,10,28000,1,,1
813141,1,1,1,2,2,3,,2,1,5,2,,1000,2,0,1
813156,1,1,1,1,1,1,12,1,,44,2,,21450,2,0,1
813156,2,1,1,1,1,1,12,1,,38,2,,26000,2,0,1
813246,2,1,1,1,1,1,12,2,2,36,2,,15000,2,0,1
813267,1,1,1,1,1,1,12,2,2,36,2,,15000,2,0,1
813280,2,1,1,1,1,1,12,2,2,35,2,,16000,2,0,1
813281,2,1,1,1,1,1,12,1,,40,1,6,20000,2,0,1
813288,1,1,1,1,1,1,12,1,,35,2,,20000,2,0,1
813298,1,1,1,1,1,1,12,2,3,35,1,5,16000,2,0,1
813302,1,1,1,1,1,1,12,2,1,40,2,,16000,2,0,1
813319,2,2,1,1,1,1,12,2,1,40,1,5,30000,2,0,1
813319,4,2,1,1,1,1,12,2,3,30,1,4,20000,2,0,1
813342,1,1,1,1,2,1,12,2,7,50,1,10,17505,2,0,1
813342,2,2,1,2,1,1,12,2,6,26,1,3,10500,2,0,1
813349,1,1,1,1,1,1,12,1,,36,2,,24000,2,0,1
813378,2,3,1,1,1,1,12,2,2,40,2,,14000,2,0,1
813378,3,3,1,1,1,1,12,2,6,40,2,,14000,2,0,1
813379,3,1,1,2,1,1,12,2,4,25,1,3,10800,2,0,1
813379,4,1,1,2,1,1,12,2,4,24,2,,9500,2,0,1
813393,2,1,1,1,1,1,12,2,2,45,1,5,17000,2,0,1
813421,1,1,1,1,1,1,12,2,2,40,1,1,17000,2,0,1
813421,2,2,1,2,1,1,12,2,1,20,1,0,9000,2,0,1
813475,3,3,1,1,1,1,12,2,6,40,2,,21000,2,0,1
813480,1,1,1,1,2,1,12,2,2,36,2,,10000,2,0,1
813511,2,1,1,1,1,1,12,2,4,40,2,,18000,2,0,1
813513,2,1,1,1,1,1,12,2,4,40,2,,18000,2,0,1
813527,1,1,1,1,1,1,12,2,2,30,2,,12000,2,0,1
813548,1,1,1,1,1,1,12,2,4,45,1,10,25000,2,0,1
813548,2,1,1,1,1,1,12,2,2,36,2,,18000,2,0,1
813627,1,1,1,2,1,2,9,2,3,25,2,,4000,2,0,1
813627,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
813627,3,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
813641,1,1,1,1,1,1,12,1,,40,1,3,45000,2,0,1
813641,2,2,1,1,1,1,12,1,,12,1,0,21500,2,0,1
813684,2,1,1,1,1,1,12,2,2,70,2,,19000,2,0,1
813713,1,1,1,1,1,1,12,1,,18,2,,25000,2,0,1
813713,2,1,1,1,1,1,12,2,7,40,2,,14000,2,0,1
813729,3,1,1,2,1,1,12,2,1,20,2,,7200,2,0,1
813729,4,1,1,1,1,1,12,2,2,40,2,,13000,2,0,1
813739,3,2,1,1,1,1,12,1,,45,2,,10000,2,0,1
813749,2,2,1,1,1,1,12,1,,24,2,,12000,2,0,1
813749,5,2,1,1,1,1,12,1,,40,2,,10000,2,0,1
813763,2,1,1,2,1,1,12,2,2,25,2,,13000,2,0,1
813778,1,1,1,1,1,2,6,2,2,40,2,,8000,2,0,1
813778,2,1,1,2,1,1,12,1,,20,2,,9000,2,0,1
813829,1,1,1,1,1,1,12,2,4,60,2,,15600,2,0,1
813829,2,2,1,1,1,1,12,2,4,67,2,,19200,2,0,1
813836,1,1,1,1,1,1,12,2,4,40,2,,12000,2,0,1
813838,2,2,1,1,1,1,12,2,7,40,2,,9000,2,0,1
813852,1,1,1,1,1,1,12,1,,38,2,,35000,2,0,1
813888,1,1,1,1,1,1,12,1,,35,2,,20000,2,0,1
813888,2,2,1,1,1,1,12,2,6,48,1,5,23000,2,0,1
813912,1,1,1,1,1,1,12,2,1,40,2,,16800,2,0,1
813912,2,2,1,1,1,1,12,2,1,40,2,,10400,2,0,1
813926,1,1,1,2,2,2,6,2,4,20,2,,3000,2,0,1
813926,1,1,2,2,2,2,4,2,4,15,2,,1500,2,0,2
813926,1,1,2,2,2,2,6,1,,30,2,,4000,2,0,3
813932,1,1,1,1,1,1,12,2,7,42,2,,18000,2,0,1
813932,2,1,1,1,2,2,6,2,2,40,2,,7000,2,0,1
813941,1,1,1,1,1,1,12,1,,36,1,1,24000,2,0,1
813941,1,1,2,2,2,3,,1,,6,2,,350,2,0,2
813947,1,1,1,2,2,1,12,1,,12,1,1,13000,2,0,1
813952,1,1,1,2,1,1,12,2,1,36,2,,14500,2,0,1
813952,5,1,1,1,1,2,3,2,1,25,2,,2000,2,0,1
813959,1,1,1,1,1,1,12,2,2,40,2,,21000,2,0,1
813959,2,2,1,1,1,1,12,2,2,40,2,,18000,2,0,1
813961,1,1,1,1,1,1,12,1,,43,1,2,35000,1,500,1
813961,2,1,1,2,1,2,4,1,,22,2,,4400,2,0,1
813962,2,1,1,1,1,1,12,2,6,50,2,,19000,2,0,1
813969,1,1,1,1,1,1,12,1,,36,2,,17500,2,0,1
813999,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,1
814012,1,1,1,1,1,1,12,2,4,40,2,,13000,1,2000,1
814023,1,1,1,1,1,1,12,2,6,40,2,,18000,2,0,1
814030,1,1,1,2,1,1,12,2,2,18,2,,8500,2,0,1
814030,2,1,1,1,1,1,12,1,,36,2,,19000,2,0,1
814030,3,1,1,2,2,2,3,2,2,24,2,,1500,2,0,1
814043,2,1,1,1,1,1,12,1,,45,2,,39000,2,0,1
814044,3,2,1,1,1,1,12,2,1,40,1,2,16000,2,0,1
814053,2,1,1,1,1,1,12,2,3,40,2,,12000,2,0,1
814075,1,1,1,1,1,1,12,2,2,40,1,3,16000,2,0,1
814075,3,2,1,1,1,1,12,2,2,40,2,,13000,2,0,1
814085,2,1,1,1,1,1,12,2,1,40,2,,10000,2,0,1
814086,2,1,1,1,1,1,12,1,,50,2,,33000,2,0,1
814097,1,1,1,1,1,1,12,2,1,40,2,,22000,2,0,1
814098,1,1,1,1,1,1,12,1,,40,2,,35000,2,0,1
814134,1,1,1,2,1,1,12,2,4,30,1,10,7000,2,0,1
814134,2,1,1,1,1,1,12,2,7,45,2,,40000,1,5000,1
814136,1,1,1,1,1,1,12,2,4,60,2,,68000,1,10000,1
814142,1,1,1,1,1,1,12,2,4,48,1,8,24500,1,2500,1
814142,2,2,1,1,2,1,12,2,2,40,2,,16800,2,0,1
814197,1,1,1,2,2,1,12,2,1,40,2,,8900,2,0,1
814213,1,1,1,1,1,1,12,1,,40,2,,45000,2,0,1
814225,3,1,1,2,2,2,6,2,5,25,1,2,4700,2,0,1
814226,1,1,1,2,1,1,12,2,5,30,2,,14000,2,0,1
814230,1,1,1,1,1,1,12,2,6,50,2,,37000,1,3000,1
814234,1,1,1,1,1,1,12,2,4,40,1,5,31000,2,0,1
814264,1,1,1,1,1,1,12,2,4,45,2,,40000,2,0,1
814294,1,1,1,1,2,2,4,2,5,40,2,,2000,2,0,1
814299,1,1,1,1,1,1,12,1,,35,1,0,19500,1,600,1
814309,1,1,1,1,2,2,9,1,,58,2,,18000,2,0,1
814310,1,1,1,1,1,1,12,2,7,45,1,1,31000,1,1000,1
814317,1,1,2,1,2,2,9,2,1,48,1,6,9000,2,0,1
814326,1,1,1,2,1,1,12,2,1,20,1,15,10800,2,0,1
814392,1,1,1,1,1,1,12,1,,36,2,,13910,2,0,1
814395,1,1,1,1,1,1,12,1,,40,2,,50000,2,0,1
814413,1,1,1,1,1,1,12,1,,40,2,,42900,2,0,1
814448,1,1,1,1,1,1,12,2,7,40,2,,27000,2,0,1
814448,2,2,1,1,1,1,12,2,7,40,1,2,24000,2,0,1
814460,1,1,1,1,1,1,12,2,4,45,1,5,16800,1,1200,1
814466,2,2,1,1,1,1,12,1,,45,1,3,20000,2,0,1
814481,3,3,1,2,2,1,12,2,1,27,2,,12000,2,0,1
814489,2,1,1,1,1,1,12,2,7,40,2,,23000,1,,1
814491,1,1,1,1,1,1,12,2,6,40,1,0,25000,2,0,1
814491,2,1,1,1,1,1,12,2,6,40,2,,23000,2,0,1
814492,1,1,1,1,1,1,12,2,1,44,2,,12000,2,0,1
814513,1,1,1,1,1,1,12,2,6,40,2,,28600,2,0,1
814527,1,1,1,1,1,1,12,2,7,40,2,,17000,1,1200,1
814527,2,1,1,1,1,1,12,2,7,40,2,,17000,2,0,1
814532,1,1,1,1,1,1,12,2,2,50,2,,50000,2,0,1
814568,1,1,1,1,1,1,12,1,,38,2,,21000,1,2000,1
814585,1,1,2,1,1,1,12,2,2,60,2,,13000,2,0,1
814586,1,1,1,1,1,2,6,2,2,40,1,3,8400,2,0,1
814593,1,1,1,1,1,1,12,1,,30,1,12,23000,2,0,1
814628,1,1,1,1,1,2,6,2,1,40,2,,12000,2,0,1
814637,1,1,1,1,1,1,12,2,7,39,2,,37500,1,1300,1
814648,1,1,1,1,1,1,12,2,6,53,1,13,27000,2,0,1
814649,1,1,1,1,1,1,12,1,,25,2,,24000,2,0,1
814654,1,1,1,1,1,2,8,1,,18,1,3,16000,2,0,1
814672,1,1,1,1,2,1,12,2,6,40,1,2,17000,2,0,1
814672,3,3,1,1,3,2,2,2,6,36,2,,1500,2,0,1
814722,1,1,1,1,1,1,12,2,1,80,2,,22000,2,0,1
814735,1,1,2,1,1,1,12,2,1,70,2,,25000,2,0,1
814780,1,1,1,1,1,2,7,1,,38,2,,9000,2,0,1
814783,1,1,1,1,1,1,12,2,7,40,2,,28000,1,1000,1
814783,2,2,1,2,1,1,12,1,,30,2,,18200,2,0,1
814786,1,1,1,1,1,1,12,2,5,40,2,,23400,2,0,1
814786,2,2,1,1,1,1,12,2,7,40,2,,22750,1,360,1
814796,2,1,1,1,1,1,12,2,2,38,2,,16900,2,0,1
814860,1,1,1,1,1,1,12,2,1,12,2,,14000,2,0,1
814868,1,1,1,1,1,1,12,2,7,45,2,,30000,1,1000,1
814868,2,2,1,1,1,1,12,1,,18,2,,18000,2,0,1
814869,3,1,1,1,1,1,12,2,2,40,2,,10000,2,0,1
814870,2,1,1,1,1,2,10,2,2,50,2,,13000,2,0,1
814876,1,1,1,1,1,1,12,2,2,40,2,,17700,2,0,1
814889,1,1,1,2,1,1,12,2,7,20,1,2,12000,1,300,1
814889,2,1,1,1,1,1,12,2,4,60,2,,14000,2,0,1
814902,4,1,1,2,3,2,1,2,1,20,2,,100,2,0,1
814940,1,1,1,1,1,1,12,1,,42,2,,18200,2,0,1
814940,2,2,1,2,1,1,12,2,7,36,2,,16900,2,0,1
814941,1,1,1,1,1,1,12,2,2,45,2,,15600,2,0,1
814961,1,1,1,1,1,1,12,2,4,40,2,,15600,2,0,1
814992,2,1,1,1,1,1,12,1,,40,2,,13000,2,0,1
815000,1,1,1,1,1,1,12,2,2,40,2,,15314,2,0,1
815015,1,1,1,1,1,1,12,2,4,45,1,6,16772,2,0,1
815049,1,1,1,1,1,1,12,1,,40,2,,13000,2,0,1
815129,2,1,1,1,2,2,7,2,1,40,2,,5600,2,0,1
815136,1,1,1,1,1,1,12,1,,40,2,,30000,1,900,1
815136,3,1,1,1,1,1,12,2,6,40,2,,13000,2,0,1
815141,2,2,1,1,1,1,12,2,4,54,1,2,13000,2,0,1
815147,1,1,1,1,1,1,12,2,7,40,2,,25000,1,2000,1
815155,1,1,1,1,2,2,6,2,2,56,2,,11000,2,0,1
815155,2,2,1,1,2,2,5,2,3,42,2,,6000,2,0,1
815170,1,1,1,2,1,2,4,2,2,20,2,,5000,2,0,1
815170,2,1,1,2,1,1,12,2,4,24,2,,7500,2,0,1
815176,3,1,1,1,1,1,12,2,7,48,2,,9000,2,0,1
815181,1,1,1,2,2,2,3,2,5,5,2,,390,2,0,1
815192,2,1,1,1,1,1,12,1,,50,1,9,22000,2,0,1
815195,3,3,1,1,2,1,12,2,1,40,1,15,8400,2,0,1
815203,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,1
815203,2,2,1,2,1,1,12,2,2,5,2,,600,2,0,1
815226,1,1,1,1,1,1,12,2,5,60,1,10,27000,2,0,1
815226,2,2,1,2,1,1,12,2,5,20,2,,5500,2,0,1
815291,1,1,1,1,1,1,12,2,1,30,2,,21000,2,0,1
815298,2,2,1,1,1,1,12,1,,30,2,,12000,2,0,1
815307,1,1,1,1,1,1,12,2,2,35,2,,30000,2,0,1
815308,1,1,1,1,1,1,12,2,1,35,2,,12000,2,0,1
815345,1,1,1,2,1,1,12,2,1,20,1,10,20000,2,0,1
815346,3,2,1,2,2,1,12,2,2,22,2,,7000,2,0,1
815346,4,2,1,1,1,1,12,2,2,40,2,,15000,2,0,1
815357,1,1,1,1,1,1,12,2,2,40,1,5,18000,2,0,1
815369,3,1,1,1,1,1,12,2,4,43,1,3,12400,1,,1
815369,4,1,1,1,1,1,12,2,5,45,1,5,14000,1,,1
815374,1,1,1,1,1,1,12,1,,45,1,5,14300,1,,1
815374,2,1,1,2,1,1,12,2,2,20,1,0,6500,2,0,1
815377,3,1,1,1,1,1,12,2,2,45,1,5,15700,2,0,1
815377,4,1,1,1,1,1,12,2,3,46,1,6,15500,1,,1
815386,2,1,1,1,2,1,12,2,1,45,1,5,20800,2,0,1
815396,1,1,1,2,1,1,12,2,2,25,1,5,7800,2,0,1
815396,2,1,1,1,1,1,12,2,3,44,1,4,18200,2,0,1
815411,3,3,1,1,1,1,12,2,1,40,2,,13000,1,,1
815411,4,1,1,1,1,1,12,2,2,40,1,0,15600,2,0,1
815412,2,1,1,1,1,1,12,1,,45,1,5,19500,2,0,1
815412,3,1,1,2,1,1,12,2,4,25,1,5,9100,1,,1
815416,2,1,1,1,1,1,12,2,4,40,1,0,15000,2,0,1
815416,3,3,1,1,1,1,12,2,1,40,1,2,17000,2,0,1
815422,1,1,1,2,3,2,10,2,2,24,1,2,5500,2,0,1
815429,1,1,1,1,1,1,12,1,,36,1,4,18000,2,0,1
815441,1,1,1,1,1,1,12,1,,36,2,,25000,2,0,1
815441,2,1,1,1,1,1,12,1,,30,2,,15000,2,0,1
815459,2,1,1,1,1,1,12,2,3,36,2,,16800,2,0,1
815478,2,1,1,1,1,1,12,1,,30,2,,16900,2,0,1
815491,1,1,1,1,2,1,12,2,1,40,2,,12800,1,1000,1
815499,1,1,1,1,1,1,12,2,1,38,2,,15000,2,0,1
815501,2,1,1,1,1,1,12,2,2,30,1,10,17000,2,0,1
815523,1,1,1,1,1,1,12,2,5,35,2,,22000,2,0,1
815538,1,1,1,1,1,1,12,2,4,35,2,,17000,2,0,1
815544,1,1,1,1,1,1,12,2,5,35,2,,23000,2,0,1
815552,1,1,1,1,1,1,12,1,,40,1,7,19000,2,0,1
815560,1,1,1,1,1,1,12,2,5,35,2,,20000,2,0,1
815585,1,1,1,1,1,1,12,1,,42,2,,32000,2,0,1
815592,1,1,1,2,1,1,12,1,,18,2,,4800,2,0,1
815592,2,2,1,1,1,1,12,2,4,40,1,5,15000,2,0,1
815646,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0,1
815647,1,1,1,1,1,1,12,1,,36,2,,16000,1,600,1
815647,2,1,1,1,1,1,12,1,,36,1,4,20000,2,0,1
815650,1,1,1,1,1,1,12,2,1,40,2,,18000,2,0,1
815652,1,1,1,1,1,1,12,2,2,37,2,,20000,2,0,1
815657,1,1,1,1,1,1,12,1,,45,2,,21000,2,0,1
815657,2,2,1,1,1,1,12,2,2,35,2,,12000,2,0,1
815662,1,1,1,1,1,1,12,1,,36,1,4,21000,2,0,1
815666,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0,1
815671,1,1,1,2,2,3,,2,1,10,2,,5000,2,0,1
815671,2,1,1,1,1,1,12,2,5,40,2,,16000,2,0,1
815679,1,1,1,1,1,1,12,1,,37,1,4,35000,2,0,1
815683,1,1,1,1,1,1,12,2,3,42,2,,21000,2,0,1
815687,1,1,1,1,1,1,12,1,,35,2,,21000,2,0,1
815690,1,1,1,1,1,1,12,2,2,45,1,0,21000,2,0,1
815691,1,1,1,1,1,1,12,2,1,38,2,,20000,2,0,1
815693,1,1,1,1,1,1,12,2,3,35,2,,16000,2,0,1
815693,2,2,1,1,1,1,12,2,3,35,1,2,18000,2,0,1
815695,1,1,1,1,1,1,12,2,1,100,2,,10000,2,0,1
815700,1,1,1,1,1,1,12,2,2,40,2,,17000,2,0,1
815700,2,2,1,1,1,1,12,2,2,40,1,9,21000,2,0,1
815752,1,1,1,1,1,1,12,2,2,40,2,,23600,1,,1
815752,2,1,1,1,2,1,12,2,3,40,2,,20800,2,0,1
815753,1,1,1,1,1,1,12,2,2,42,1,2,15600,2,0,1
815762,3,1,1,1,1,1,12,2,3,40,2,,14000,2,0,1
815783,1,1,1,1,1,1,12,2,5,43,1,3,20000,1,,1
815868,1,1,1,1,2,1,12,1,,20,1,1,18000,2,0,1
815868,2,1,1,1,1,1,12,2,2,42,1,6,17000,2,0,1
815872,2,2,1,1,1,2,11,2,2,40,2,,16000,2,0,1
815889,1,1,1,1,1,1,12,2,4,45,1,5,14000,2,0,1
815892,2,2,1,1,1,1,12,2,3,40,2,,15000,2,0,1
815896,3,1,1,1,1,1,12,2,4,40,2,,14000,2,0,1
815946,1,1,1,1,1,1,12,2,2,40,2,,10000,2,0,1
815946,2,1,1,1,1,1,12,1,,38,2,,15000,2,0,1
815960,1,1,1,1,1,1,12,1,,36,2,,18000,2,0,1
815960,2,1,1,1,1,1,12,1,,36,2,,17000,2,0,1
815992,1,1,1,1,1,1,12,2,7,80,2,,80000,2,0,1
816061,1,1,1,2,1,1,12,2,6,30,2,,15000,2,0,1
816061,3,1,1,1,1,1,12,2,5,40,2,,19000,2,0,1
816073,1,1,2,1,1,2,5,2,4,40,2,,8500,1,300,1
816073,2,1,1,2,1,1,12,2,6,24,1,1,12000,2,0,1
816075,1,1,1,2,1,1,12,2,2,20,1,1,9100,2,0,1
816075,2,1,1,1,1,1,12,2,1,40,2,,21000,2,0,1
816120,2,1,1,1,2,1,12,2,2,40,2,,13000,2,0,1
816122,2,1,1,1,1,1,12,1,,35,2,,14000,1,1100,1
816122,3,3,1,1,2,1,12,2,1,40,2,,7200,2,0,1
816124,2,1,1,1,1,1,12,2,2,48,2,,17000,2,0,1
816129,1,1,1,1,1,1,12,1,,40,2,,22000,2,0,1
816129,2,1,1,1,1,1,12,1,,50,2,,19000,2,0,1
816142,2,1,1,1,2,1,12,1,,42,1,10,37000,2,0,1
816178,3,1,1,1,1,2,3,2,1,44,2,,1800,2,0,1
816185,2,1,1,1,2,1,12,2,2,48,2,,13000,2,0,1
816196,1,1,1,1,2,1,12,2,5,42,2,,16000,2,0,1
816201,1,1,1,1,1,1,12,2,6,45,1,3,24000,2,0,1
816220,2,1,1,1,1,1,12,2,7,40,2,,18000,2,0,1
816221,1,1,1,2,2,1,12,2,2,40,1,4,8500,2,0,1
816239,3,1,1,2,2,1,12,1,,24,2,,8000,2,0,1
816248,3,1,1,1,2,1,12,2,2,40,2,,6500,2,0,1
816248,4,1,1,1,2,1,12,2,1,42,2,,6500,2,0,1
816260,1,1,1,2,1,1,12,2,1,24,2,,7900,2,0,1
816274,3,3,1,1,1,1,12,2,1,32,2,,12000,2,0,1
816275,1,1,1,2,2,1,12,1,,54,1,7,13000,2,0,1
816338,3,1,1,2,2,1,12,2,1,40,2,,14000,2,0,1
816339,1,1,1,2,2,1,12,2,1,9,2,,3000,2,0,1
816339,2,1,1,1,2,1,12,2,1,20,2,,6720,2,0,1
816354,2,1,1,2,1,1,12,2,1,30,2,,8450,2,0,1
816362,1,1,1,1,2,1,12,2,1,48,2,,10000,2,0,1
816369,4,1,1,2,2,1,12,2,1,6,2,,1900,2,0,1
816376,1,1,1,1,1,1,12,1,,36,1,4,15000,2,0,1
816397,3,1,1,1,2,1,12,2,3,42,2,,7500,2,0,1
816397,4,1,1,1,1,1,12,2,4,48,2,,10000,2,0,1
816433,2,1,1,1,1,1,12,2,6,48,2,,16000,2,0,1
816437,2,2,1,1,1,1,12,1,,42,1,0,16000,2,0,1
816456,1,1,1,1,1,1,12,2,2,42,2,,14200,2,0,1
816471,1,1,1,1,2,1,12,2,3,45,1,10,28000,2,0,1
816482,2,1,1,1,2,1,12,1,,50,2,,17000,2,0,1
816492,1,1,1,2,2,1,12,2,1,9,2,,26000,2,0,1
816521,1,1,1,1,1,1,12,1,,25,1,5,24000,1,,1
816542,2,1,1,2,1,1,12,2,1,6,2,,396,2,0,1
816542,3,1,1,1,1,1,12,2,3,40,2,,10000,2,0,1
816542,4,1,1,2,1,1,12,2,3,20,2,,5000,2,0,1
816585,4,4,1,2,2,1,12,2,4,30,2,,8000,2,0,1
816608,1,1,1,1,2,1,12,2,2,40,2,,10000,2,0,1
816609,1,1,1,2,2,1,12,2,1,20,2,,7200,2,0,1
816619,1,1,1,1,1,1,12,2,1,50,2,,30000,2,0,1
816676,1,1,1,1,1,1,12,2,4,38,2,,16000,2,0,1
816687,1,1,1,1,1,1,12,2,2,40,2,,14000,2,0,1
816687,2,2,1,1,1,1,12,2,7,38,2,,16000,2,0,1
816689,1,1,1,1,3,2,5,2,7,40,2,,6000,2,0,1
816701,1,1,1,1,1,1,12,1,,36,2,,19500,1,480,1
816701,2,1,1,1,1,1,12,2,7,40,2,,10400,2,0,1
816701,3,1,1,1,1,1,12,2,7,38,2,,13000,2,0,1
816721,1,1,1,1,1,1,12,2,3,36,1,2,10000,2,0,1
816721,2,2,1,1,2,1,12,2,4,36,2,,11000,2,0,1
816725,2,1,1,2,1,1,12,2,7,20,2,,7800,2,0,1
816738,2,1,1,1,1,1,12,1,,40,1,6,17000,2,0,1
816739,2,1,1,2,1,1,12,2,4,38,2,,15000,2,0,1
816790,1,1,1,1,1,1,12,2,5,40,2,,21000,2,0,1
816790,2,1,1,1,1,1,12,2,2,38,2,,16500,2,0,1
816815,1,1,1,1,1,1,12,2,1,40,1,3,16000,2,0,1
816823,3,2,1,1,2,2,6,2,6,40,2,,7000,2,0,1
816826,2,1,1,1,1,1,12,1,,36,2,,16000,2,0,1
816827,2,1,1,1,1,1,12,2,4,40,2,,15000,2,0,1
816835,1,1,1,1,1,1,12,2,4,50,1,10,20000,2,0,1
816835,3,3,1,1,1,1,12,1,,40,2,,15600,2,0,1
816835,4,2,1,1,1,1,12,2,1,40,2,,3900,2,0,1
816836,1,1,1,1,1,1,12,2,6,40,1,0,15000,2,0,1
816839,3,3,1,1,2,1,12,2,6,40,1,4,12500,2,0,1
816839,4,2,1,1,1,1,12,2,5,40,2,,10500,2,0,1
816839,5,2,1,2,1,1,12,2,4,24,2,,7500,2,0,1
816844,1,1,1,1,1,1,12,1,,40,1,10,29000,2,0,1
816847,1,1,1,1,1,1,12,2,6,40,1,3,24000,1,800,1
816847,2,2,1,1,1,1,12,2,6,40,2,,21000,2,0,1
816858,1,1,1,1,1,1,12,2,7,36,2,,60000,2,0,1
816858,2,2,1,2,2,1,12,2,7,30,2,,25000,2,0,1
816859,4,2,1,1,1,1,12,2,1,40,1,2,15000,2,0,1
816860,1,1,1,1,1,1,12,1,,36,1,1,22000,2,0,1
816860,2,1,1,2,1,1,12,2,3,30,2,,10500,2,0,1
816866,1,1,1,1,1,1,12,2,3,40,1,2,26000,2,0,1
816868,1,1,1,1,1,1,12,2,6,40,2,,17000,2,0,1
816870,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
816889,3,1,1,1,1,1,12,2,1,40,2,,10000,2,0,1
816897,1,1,1,1,1,1,12,2,2,40,1,10,15000,2,0,1
816897,3,2,1,2,1,3,,2,1,24,2,,1200,2,0,1
816910,1,1,1,1,1,1,12,2,6,40,2,,18000,2,0,1
816910,3,1,1,2,1,1,12,2,6,30,2,,10000,2,0,1
816955,1,1,1,1,2,1,12,2,4,40,1,6,16500,2,0,1
816955,3,3,1,1,1,1,12,1,,48,2,,15000,2,0,1
816982,1,1,1,1,1,1,12,2,7,40,2,,22000,2,0,1
816982,2,2,1,2,1,1,12,2,2,20,2,,5000,2,0,1
816993,2,2,1,1,1,1,12,2,3,38,2,,15000,2,0,1
817000,1,1,1,1,1,1,12,1,,36,1,2,17000,2,0,1
817024,1,1,1,1,1,1,12,1,,40,2,,16000,2,0,1
817042,2,1,1,1,1,1,12,2,1,30,2,,9000,2,0,1
817059,1,1,1,1,1,1,12,2,1,40,2,,11050,2,0,1
817059,2,1,1,1,1,1,12,2,1,40,2,,13944,2,0,1
817064,2,1,1,1,1,1,12,2,2,40,2,,16000,2,0,1
817071,1,1,1,1,1,1,12,2,4,50,1,10,16940,2,0,1
