nquest,servb1,servb2,servb3,servb4,servb5,servb6,servb7,servb8,servb9,servb10,servb11,servb12,servb13,servb14,depc,ndepc,idepc,lib,nlib,ilib,unaban,banche,scoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,scorta,spesecon,compusa,compcasa,internet,ebuy,coldis,utscoper
703761,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,500,2,,,,2,
703768,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,400,400,2,,,,2,
703808,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,,,1,1,1,,,1,2,1,1,1400,1400,1,1,1,2,2,2
703830,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,1000,1000,1,1,1,2,2,
703837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,500,2,,,,2,
703902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,1,1,1,,,2,,,,,1,2,2,,350,1500,1,1,1,2,2,2
703917,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,200,600,2,,,,2,
704018,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,500,1100,2,,,,2,
704113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,1,2000,1,1,2,,,1,1,2,,200,350,2,,,,2,1
704118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,2,,2,,,,,1,2,2,,300,1200,2,,,,2,2
704132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,,2,,,,,2,,2,,500,700,2,,,,2,
704146,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,1,2,2,,,1,2,2,,500,1000,1,1,1,2,2,2
704160,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,1400,2,,,,2,
704212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,2,,2,,300,1000,2,,,,2,
704305,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,700,2,,,,2,
704310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,800,2,,,,2,
704323,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,500,800,1,1,1,2,1,
704345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,1000,1000,1,1,1,2,2,
704365,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,500,900,1,1,1,2,1,
704372,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,2,,,1,2,2,,500,1000,1,1,1,2,1,
704516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,700,600,2,,,,2,
704670,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,600,700,1,1,1,1,1,
704702,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,20,450,1,1,1,2,2,
704743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,2,2,,,1,1,2,,,1,2,2,,100,1000,1,1,1,2,2,
704748,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,2,1,1,2,2,2,2,,,1,2,2,,,1,2,1,1,100,200,1,1,1,1,1,
704752,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,1,25000,1,1,2,,,1,3,2,,200,1500,1,1,1,2,2,1
704766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,50,700,2,,,,2,
704806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,,,2,2,2,,,1,1,1,,,1,2,2,,50,800,2,,,,2,
704825,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,200,2,,,,2,
704832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,70,300,2,,,,2,
704836,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1350,2,,,,2,
704900,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,2,2,,,1,1,1,,,1,2,2,,,1,2,2,,100,1500,1,1,1,1,1,2
704911,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,1,2,2,,250,1000,1,1,2,,2,
704927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,,2,,,,,1,1,1,1,500,700,1,1,1,1,2,
704932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,1,1500,1,1,2,,,1,1,2,,100,1200,1,1,1,2,2,1
705012,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,1,2,2,,,1,2,2,,400,1000,1,1,1,2,1,2
705115,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,700,2,,,,2,
705116,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,2,,2,,,,,1,1,2,,100,1200,1,1,1,2,2,2
705124,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,,,1,1,1,1,200,2,,,,,2,,2,,150,800,2,,,,2,1
705140,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,2,2,1,1,11000,2,,,,,1,20,2,,700,2000,1,1,1,2,2,1
705176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,2,,2,,1000,1000,2,,,,2,2
705205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,1,,,1,1,2,,600,500,2,,,,2,2
705210,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,500,600,2,,,,2,
705215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,1000,2,,,,2,
705222,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,400,400,2,,,,2,
705238,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,350,700,2,,,,2,
705244,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,400,800,2,,,,2,
705513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,2,2,2,,,2,,,,,1,2,2,,300,1000,1,1,1,1,2,
705637,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,250,550,2,,,,2,
705774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,1,1,1500,900,2,,,,2,
705777,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1500,2,,,,2,
705807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,1,1,2,,100,2000,1,1,1,2,2,
705821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,1300,2,,,,2,
705976,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,2,3,2,,1,2,2,,250,4000,2,,,,2,2
706104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,1,3,2,,,1,3,2,,100,1300,1,1,1,2,2,2
706224,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,1300,2,,,,2,
706234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,1,1,3,,,2,,,,,2,,2,,150,600,2,,,,2,
706258,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,1,2,,,2,2,1,,,1,1,2,,,1,1,1,1,300,1500,1,1,1,1,1,2
706325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,700,2,,,,2,
706327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,900,750,2,,,,2,
706329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,850,1000,2,,,,2,
706336,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,900,500,2,,,,2,
706339,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,900,650,2,,,,2,
706342,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,1200,1000,1,1,1,2,2,
706407,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,1,2,,200,1000,1,1,1,1,1,2
706422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,150,1000,1,1,2,,2,2
706436,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,,1,1,2,,,1,1,2,,,1,1,2,,50,1500,2,,,,2,
706448,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,,1,1,1,,,1,1,2,,50,150,1,1,1,2,1,
706456,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,,,1,1,1,,,2,,,,,1,1,2,,300,600,1,1,1,2,2,2
706460,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,,2,,,,,1,1,2,,50,800,2,,,,2,
706501,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,400,600,1,1,1,2,2,
706522,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,500,2,,,,2,
706524,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,400,600,2,,,,2,
706539,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,250,400,2,,,,2,
706552,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,,,1,1,2,,,2,,,,,1,1,2,,600,600,2,,,,2,
706628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,,,1,1,2,,,1,2,1,,,1,2,2,,80,400,1,1,1,1,1,
706629,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,2,,2,,30,200,2,,,,2,
706634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,,,2,2,2,,,2,,,,,1,2,2,,100,1000,1,1,1,2,1,
706649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,,,2,2,2,,,1,2,1,,,1,2,2,,100,600,1,1,1,1,1,
706656,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,900,2,,,,2,
706727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,,,1,1,1,,,1,1,1,,,1,1,2,,100,700,1,2,2,,2,2
706805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,200,600,2,,,,2,
706822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,2,2,3,,,1,1,2,,,1,1,2,,1000,1500,1,1,1,2,2,
706832,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,1,1,2,,,1,2,2,,200,1600,1,1,1,2,2,
706833,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,3,1,1,1200,2000,1,1,1,1,1,
706900,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,,,1,1,2,,,2,,,,,1,1,2,,150,250,2,,,,2,
706914,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,1,1,2,,,2,,,,,1,4,1,1,300,1500,1,1,1,2,2,
706921,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,1,1,2,,50,350,1,1,1,2,2,
706926,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,,,1,1,2,,,2,,,,,1,2,2,,100,150,1,1,1,2,2,
706973,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,1,1,1,,,2,,,,,1,2,2,,50,600,1,1,1,2,2,2
707013,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,500,700,2,,,,1,
707041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,500,350,2,,,,2,
707104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,3,1,100,1,1,2,,200,700,1,1,1,2,2,2
707106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,250,800,2,,,,2,
707130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,2,2,1,,,2,,,,,1,1,2,,500,1000,2,,,,2,2
707232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,2,,,,,1,1,2,,300,2000,2,,,,2,2
707253,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,1,,,1,1,1,,,1,1,2,,200,900,1,1,1,2,2,2
707307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,1,,,1,1,2,,300,1200,1,1,1,1,2,2
707312,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,1,1,1000,2000,1,1,1,2,2,2
707344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,300,700,1,2,1,2,2,2
707509,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,700,900,2,,,,2,
707523,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,2,,,1,1,2,,300,500,2,,,,2,
707537,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,500,2,,,,2,
707541,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,500,1,1,2,,2,
707554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,2,,2,,500,800,2,,,,2,2
707601,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,,,2,3,1,,,1,3,2,,,1,1,2,,300,300,2,,,,2,2
707646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,300,2,,,,2,
707663,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,3,,,2,,,,,1,2,2,,500,500,1,1,1,2,2,
707734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,40,800,2,,,,2,
707771,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,1000,2,,,,2,
707811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,800,1400,2,,,,2,
707857,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,,,2,,,,,1,1,1,1,100,500,1,1,1,2,2,
707900,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,2,,,1,1,2,,300,500,1,1,1,2,2,
707916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,200,2,,,,2,
707938,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,2,,,1,1,1,1,200,700,1,1,1,1,1,2
707941,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,2,2,,1000,1000,1,1,1,2,2,
707961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,400,2,,,,2,
707963,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,,,1,1,2,,,1,2,2,,,1,2,2,,100,400,1,1,1,1,1,
707985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,600,600,2,,,,2,
708009,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,4,4,2,,,2,2,1,,,1,4,2,,,1,4,2,,2000,2500,1,1,1,2,2,2
708023,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,,,2,,,,,2,,2,,500,2000,2,,,,2,2
708030,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,2,1,1,2,,,1,1,2,,,1,1,2,,500,2000,1,1,1,2,1,
708043,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,1,2500,1,1,3,1,2000,1,2,2,,500,2500,1,1,1,2,2,1
708044,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,2,1,,,1,2,2,,800,500,1,1,1,2,2,2
708046,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,2,1,1,2,2,2,2,,,1,1,1,,,1,4,1,1,300,500,1,1,1,1,1,
708049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,2,2,,500,1000,1,1,1,2,2,
708056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,1,2,2,,,1,1,1,1,50,150,1,1,1,1,1,
708090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,250,600,1,2,1,2,2,
708121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,800,800,2,,,,2,
708126,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,2,,,1,1,1,,,1,1,2,,,1,1,2,,200,250,1,1,1,1,1,2
708168,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,1,1,1,,,1,2,2,,2000,1200,1,1,1,2,2,
708219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,2,2,,,1,2,2,,1000,2000,1,1,1,2,2,2
708434,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,2,2,,,1,2,2,,300,2000,1,1,1,2,2,2
708447,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,150,1500,2,,,,2,
708521,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,2,2,,,1,4,2,,2000,3000,2,,,,2,2
708522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,400,800,1,1,2,,2,2
708700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,2,2,,200,900,1,1,1,2,2,
708747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,200,600,2,,,,2,2
708801,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,200,100,1,1,1,2,2,
708806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,,,2,,,,,2,,2,,800,1200,1,1,1,2,2,
708813,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,2,2,1,1,2,1,1,1,,,2,,,,,2,,2,,1000,1000,1,1,1,1,1,2
708823,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,970,970,2,,,,2,
708825,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,1,1,2,2,2,1,,,2,,,,,1,1,2,,500,500,2,,,,2,2
708829,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,500,500,2,,,,2,
708831,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,3,2,,,2,2,1,1,2500,1,1,1,,,1,1,2,,300,1500,1,1,1,1,2,1
708840,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,500,300,1,1,1,1,2,2
708914,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,2,,300,700,1,1,1,1,2,2
708920,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,150,400,2,,,,2,
708922,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,2,,2,,500,700,1,1,2,,2,
708924,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,350,2,,,,2,
708935,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,1000,1000,1,1,1,2,2,
709002,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,2,2,,600,600,1,2,2,,2,
709200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,2,,,2,3,1,,,2,,,,,1,3,2,,400,1300,1,1,1,2,2,2
709310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,250,600,2,,,,2,
709407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,1000,2,,,,2,
709416,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,5,100,2,,,,2,
709420,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,1,1,1,,,1,2,1,1,100,1600,1,1,1,2,2,
709421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,100,1000,2,,,,2,
709422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,1,1,0,2,,,,,1,1,2,,200,800,2,,,,2,1
709423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,2,,,2,,,,,1,1,2,,100,1000,2,,,,2,
709426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,2,,,2,2,2,,,2,,,,,1,2,2,,200,2000,1,1,2,,2,
709438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,,,2,,,,,1,1,2,,200,1000,2,,,,2,
709442,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,1,,,1,1,2,,,1,1,2,,100,1200,1,1,1,2,2,2
709449,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,4,2,,,2,2,2,,,1,1,2,,,1,2,1,1,200,2000,1,1,1,2,2,
709460,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,100,900,2,,,,2,
709464,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,1,,,2,,2,,300,1500,1,1,1,2,1,2
709470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,2,2,2,,,1,1,1,,,1,2,1,1,200,1100,1,1,2,,2,
709504,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,2,,,1,1,2,,200,700,1,1,2,,2,
709508,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,400,2,,,,2,
709519,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,600,1,1,1,2,2,
709520,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,500,2,,,,2,
709524,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,200,1000,1,1,2,,2,
709553,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,700,2,,,,2,
709601,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,50,1100,2,,,,2,
709614,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,1,,2,2,3,,,2,,,,,1,1,2,,100,1500,1,1,2,,2,
709623,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,1,1,2,,,1,2,2,,100,700,1,1,1,1,1,
709709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,600,2,,,,2,
709719,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,2,1,4,2,2,3,2,,,1,2,2,,,1,1,1,2,250,100,1,1,1,1,1,
709803,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,2,,,1,2,2,,200,1200,2,,,,2,2
709830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,,,1,1,2,,,2,,,,,1,2,2,,500,1600,1,1,2,,2,
709947,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,450,2,,,,2,
709950,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,2,2,,200,1500,2,,,,2,2
